county,office,district,party,candidate,incumbent,votes,pct
ANDREWS,Commissioner of Agriculture,,DEM,Kim Olson,False,720,17.72
ANDREWS,Commissioner of Agriculture,,LIB,Richard Carpenter,False,91,2.24
ANDREWS,Commissioner of Agriculture,,,Total,,4064,
ANDREWS,Railroad Commissioner,,REP,Christi Craddick,True,3304,81.02
ANDREWS,Railroad Commissioner,,DEM,Roman McAllen,False,654,16.04
ANDREWS,Railroad Commissioner,,LIB,Mike Wright,False,120,2.94
ANDREWS,Railroad Commissioner,,,Total,,4078,
ANDREWS,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,3323,81.67
ANDREWS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,746,18.33
ANDREWS,"Justice, Supreme Court, Place 2",,,Total,,4069,
ANDREWS,"Justice, Supreme Court, Place 4",,REP,John Devine,True,3330,82.22
ANDREWS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,720,17.78
ANDREWS,"Justice, Supreme Court, Place 4",,,Total,,4050,
ANDREWS,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,3305,81.75
ANDREWS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,738,18.25
ANDREWS,"Justice, Supreme Court, Place 6",,,Total,,4043,
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,3265,80.30
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,723,17.78
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,78,1.92
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,,Total,,4066,
ANDREWS,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,3340,82.29
ANDREWS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,719,17.71
ANDREWS,Judge Court of Criminal Appeals,7,,Total,,4059,
ANDREWS,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,3384,91.78
ANDREWS,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,303,8.22
ANDREWS,Judge Court of Criminal Appeals,8,,Total,,3687,
ANDREWS,State Senator,31,REP,Kel Seliger,True,3416,91.21
ANDREWS,State Senator,31,LIB,Jack B. Westbrook,False,329,8.79
ANDREWS,State Senator,31,,Total,,3745,
ANDREWS,State Representative,81,REP,Brooks Landgraf,True,3407,83.34
ANDREWS,State Representative,81,DEM,Armando Gamboa,False,681,16.66
ANDREWS,State Representative,81,,Total,,4088,
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,DEM,Yvonne Rodriguez,True,1253,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,,Total,,1253,
ANDREWS,"Justice, 8th Court of Appeals District, Place 3",,DEM,Gina M. Palafox,True,1227,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 3",,,Total,,1227,
ANDREWS,District Judge,109th Judicial District,REP,John L. Pool,False,3465,100.00
ANDREWS,District Judge,109th Judicial District,,Total,,3465,
ANGELINA,U. S. Senator,,REP,Ted Cruz,True,19166,72.46
ANGELINA,U. S. Senator,,DEM,Beto O'Rourke,False,7130,26.96
ANGELINA,U. S. Senator,,LIB,Neal M. Dikeman,False,153,0.58
ANGELINA,U. S. Senator,,,Total,,26449,
ANGELINA,U. S. Representative,1,REP,Louie Gohmert,True,19231,73.24
ANGELINA,U. S. Representative,1,DEM,Shirley J. McKellar,False,6706,25.54
ANGELINA,U. S. Representative,1,LIB,Jeff Callaway,False,320,1.22
ANGELINA,U. S. Representative,1,,Total,,26257,
ANGELINA,Governor,,REP,Greg Abbott,True,19701,74.76
ANGELINA,Governor,,DEM,Lupe Valdez,False,6406,24.31
ANGELINA,Governor,,LIB,Mark Jay Tippetts,False,244,0.93
ANGELINA,Governor,,,Total,,26351,
ANGELINA,Lieutenant Governor,,REP,Dan Patrick,True,18125,69.05
ANGELINA,Lieutenant Governor,,DEM,Mike Collier,False,7697,29.32
ANGELINA,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,426,1.62
ANGELINA,Lieutenant Governor,,,Total,,26248,
ANGELINA,Attorney General,,REP,Ken Paxton,True,18762,71.55
ANGELINA,Attorney General,,DEM,Justin Nelson,False,7073,26.97
ANGELINA,Attorney General,,LIB,Michael Ray Harris,False,388,1.48
ANGELINA,Attorney General,,,Total,,26223,
ANGELINA,Comptroller of Public Accounts,,REP,Glenn Hegar,True,19038,73.07
ANGELINA,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,6492,24.92
ANGELINA,Comptroller of Public Accounts,,LIB,Ben Sanders,False,525,2.01
ANGELINA,Comptroller of Public Accounts,,,Total,,26055,
ANGELINA,Commissioner of the General Land Office,,REP,George P. Bush,True,18979,72.55
ANGELINA,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,6549,25.03
ANGELINA,Commissioner of the General Land Office,,LIB,Matt Pina,False,632,2.42
ANGELINA,Commissioner of the General Land Office,,,Total,,26160,
ANGELINA,Commissioner of Agriculture,,REP,Sid Miller,True,18858,72.21
ANGELINA,Commissioner of Agriculture,,DEM,Kim Olson,False,6860,26.27
ANGELINA,Commissioner of Agriculture,,LIB,Richard Carpenter,False,397,1.52
ANGELINA,Commissioner of Agriculture,,,Total,,26115,
ANGELINA,Railroad Commissioner,,REP,Christi Craddick,True,18995,72.84
ANGELINA,Railroad Commissioner,,DEM,Roman McAllen,False,6557,25.14
ANGELINA,Railroad Commissioner,,LIB,Mike Wright,False,526,2.02
ANGELINA,Railroad Commissioner,,,Total,,26078,
ANGELINA,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,19171,73.64
ANGELINA,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,6863,26.36
ANGELINA,"Justice, Supreme Court, Place 2",,,Total,,26034,
ANGELINA,"Justice, Supreme Court, Place 4",,REP,John Devine,True,19231,74.02
ANGELINA,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,6751,25.98
ANGELINA,"Justice, Supreme Court, Place 4",,,Total,,25982,
ANGELINA,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,19207,73.85
ANGELINA,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,6801,26.15
ANGELINA,"Justice, Supreme Court, Place 6",,,Total,,26008,
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,19041,73.14
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,6631,25.47
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,362,1.39
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,,Total,,26034,
ANGELINA,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,19227,74.14
ANGELINA,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,6706,25.86
ANGELINA,Judge Court of Criminal Appeals,7,,Total,,25933,
ANGELINA,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,19649,89.96
ANGELINA,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,2192,10.04
ANGELINA,Judge Court of Criminal Appeals,8,,Total,,21841,
ANGELINA,State Senator,3,REP,Robert Nichols,True,19139,73.12
ANGELINA,State Senator,3,DEM,Shirley Layton,False,6761,25.83
ANGELINA,State Senator,3,LIB,Bruce Quarles,False,276,1.05
ANGELINA,State Senator,3,,Total,,26176,
ANGELINA,State Representative,57,REP,Trent Ashby,True,20087,76.59
ANGELINA,State Representative,57,DEM,Jason Rogers,False,6141,23.41
ANGELINA,State Representative,57,,Total,,26228,
ANGELINA,"Justice, 12th Court of Appeals District, Place 3",,REP,Greg Neeley,True,20456,100.00
ANGELINA,"Justice, 12th Court of Appeals District, Place 3",,,Total,,20456,
ANGELINA,District Judge,159th Judicial District,REP,Paul E. White,True,20823,100.00
ANGELINA,District Judge,159th Judicial District,,Total,,20823,
ANGELINA,District Judge,217th Judicial District,REP,Robert Bob Inselmann,True,20730,100.00
ANGELINA,District Judge,217th Judicial District,,Total,,20730,
ARANSAS,U. S. Senator,,REP,Ted Cruz,True,6677,74.35
ARANSAS,U. S. Senator,,DEM,Beto O'Rourke,False,2247,25.02
ARANSAS,U. S. Senator,,LIB,Neal M. Dikeman,False,56,0.62
ARANSAS,U. S. Senator,,,Total,,8980,
ARANSAS,U. S. Representative,27,REP,Michael Cloud,False,6676,74.87
ARANSAS,U. S. Representative,27,DEM,Eric Holguin,False,2021,22.66
ARANSAS,U. S. Representative,27,LIB,Daniel Tinus,False,63,0.71
ARANSAS,U. S. Representative,27,IND,James Duerr,False,157,1.76
ARANSAS,U. S. Representative,27,,Total,,8917,
ARANSAS,Governor,,REP,Greg Abbott,True,7075,78.79
ARANSAS,Governor,,DEM,Lupe Valdez,False,1797,20.01
ARANSAS,Governor,,LIB,Mark Jay Tippetts,False,108,1.20
ARANSAS,Governor,,,Total,,8980,
ARANSAS,Lieutenant Governor,,REP,Dan Patrick,True,6557,73.50
ARANSAS,Lieutenant Governor,,DEM,Mike Collier,False,2203,24.69
ARANSAS,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,161,1.80
ARANSAS,Lieutenant Governor,,,Total,,8921,
ARANSAS,Attorney General,,REP,Ken Paxton,True,6550,73.46
ARANSAS,Attorney General,,DEM,Justin Nelson,False,2181,24.46
ARANSAS,Attorney General,,LIB,Michael Ray Harris,False,185,2.07
ARANSAS,Attorney General,,,Total,,8916,
ARANSAS,Comptroller of Public Accounts,,REP,Glenn Hegar,True,6800,76.56
ARANSAS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,1862,20.96
ARANSAS,Comptroller of Public Accounts,,LIB,Ben Sanders,False,220,2.48
ARANSAS,Comptroller of Public Accounts,,,Total,,8882,
ARANSAS,Commissioner of the General Land Office,,REP,George P. Bush,True,6720,75.42
ARANSAS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,1871,21.00
ARANSAS,Commissioner of the General Land Office,,LIB,Matt Pina,False,319,3.58
ARANSAS,Commissioner of the General Land Office,,,Total,,8910,
ARANSAS,Commissioner of Agriculture,,REP,Sid Miller,True,6572,74.14
ARANSAS,Commissioner of Agriculture,,DEM,Kim Olson,False,2112,23.83
ARANSAS,Commissioner of Agriculture,,LIB,Richard Carpenter,False,180,2.03
ARANSAS,Commissioner of Agriculture,,,Total,,8864,
ARANSAS,Railroad Commissioner,,REP,Christi Craddick,True,6729,75.90
ARANSAS,Railroad Commissioner,,DEM,Roman McAllen,False,1922,21.68
ARANSAS,Railroad Commissioner,,LIB,Mike Wright,False,215,2.42
ARANSAS,Railroad Commissioner,,,Total,,8866,
ARANSAS,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,6743,76.18
ARANSAS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,2108,23.82
ARANSAS,"Justice, Supreme Court, Place 2",,,Total,,8851,
ARANSAS,"Justice, Supreme Court, Place 4",,REP,John Devine,True,6755,76.37
ARANSAS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,2090,23.63
ARANSAS,"Justice, Supreme Court, Place 4",,,Total,,8845,
ARANSAS,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,6736,76.10
ARANSAS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,2116,23.90
ARANSAS,"Justice, Supreme Court, Place 6",,,Total,,8852,
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,6633,75.08
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,2009,22.74
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,192,2.17
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,,Total,,8834,
ARANSAS,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,6802,77.16
ARANSAS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,2014,22.84
ARANSAS,Judge Court of Criminal Appeals,7,,Total,,8816,
ARANSAS,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,7040,86.62
ARANSAS,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,1087,13.38
ARANSAS,Judge Court of Criminal Appeals,8,,Total,,8127,
ARANSAS,Member State Board of Education,2,REP,"Charles ""Tad"" Hasse",False,6661,75.53
ARANSAS,Member State Board of Education,2,DEM,"Ruben Cortez, Jr.",True,2158,24.47
ARANSAS,Member State Board of Education,2,,Total,,8819,
ARANSAS,State Representative,30,REP,Geanie W. Morrison,True,6796,77.00
ARANSAS,State Representative,30,DEM,Robin Hayter,False,2030,23.00
ARANSAS,State Representative,30,,Total,,8826,
ARANSAS,"Chief Justice, 13th Court of Appeals District",,REP,Ernie Aliseda,False,6671,75.91
ARANSAS,"Chief Justice, 13th Court of Appeals District",,DEM,Dori Contreras,False,2117,24.09
ARANSAS,"Chief Justice, 13th Court of Appeals District",,,Total,,8788,
ARANSAS,"Justice, 13th Court of Appeals District, Place 2",,REP,Greg Perkes,False,6641,75.27
ARANSAS,"Justice, 13th Court of Appeals District, Place 2",,DEM,Nora Longoria,True,2182,24.73
ARANSAS,"Justice, 13th Court of Appeals District, Place 2",,,Total,,8823,
ARANSAS,"Justice, 13th Court of Appeals District, Place 4",,REP,Jaime Tijerina,False,6705,76.59
ARANSAS,"Justice, 13th Court of Appeals District, Place 4",,DEM,Rudy Delgado,False,2049,23.41
ARANSAS,"Justice, 13th Court of Appeals District, Place 4",,,Total,,8754,
ARANSAS,"Justice, 13th Court of Appeals District, Place 5",,REP,Clarissa Silva,False,6666,76.05
ARANSAS,"Justice, 13th Court of Appeals District, Place 5",,DEM,Gina Benavides,True,2099,23.95
ARANSAS,"Justice, 13th Court of Appeals District, Place 5",,,Total,,8765,
ARANSAS,District Judge,36th Judicial District,REP,Starr Bauer,True,7276,100.00
ARANSAS,District Judge,36th Judicial District,,Total,,7276,
ARANSAS,District Judge,156th Judicial District,REP,Patrick L. Flanigan,True,7260,100.00
ARANSAS,District Judge,156th Judicial District,,Total,,7260,
ARCHER,U. S. Senator,,REP,Ted Cruz,True,3208,89.06
ARCHER,U. S. Senator,,DEM,Beto O'Rourke,False,376,10.44
ARCHER,U. S. Senator,,LIB,Neal M. Dikeman,False,18,0.50
ARCHER,U. S. Senator,,,Total,,3602,
ARCHER,U. S. Representative,13,REP,Mac Thornberry,True,3249,90.17
ARCHER,U. S. Representative,13,DEM,Greg Sagan,False,310,8.60
ARCHER,U. S. Representative,13,LIB,Calvin DeWeese,False,44,1.22
ARCHER,U. S. Representative,13,,Total,,3603,
ARCHER,Governor,,REP,Greg Abbott,True,3259,90.28
ARCHER,Governor,,DEM,Lupe Valdez,False,323,8.95
ARCHER,Governor,,LIB,Mark Jay Tippetts,False,28,0.78
ARCHER,Governor,,,Total,,3610,
ARCHER,Lieutenant Governor,,REP,Dan Patrick,True,3058,85.02
ARCHER,Lieutenant Governor,,DEM,Mike Collier,False,485,13.48
ARCHER,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,54,1.50
ARCHER,Lieutenant Governor,,,Total,,3597,
ARCHER,Attorney General,,REP,Ken Paxton,True,3143,87.62
ARCHER,Attorney General,,DEM,Justin Nelson,False,393,10.96
ARCHER,Attorney General,,LIB,Michael Ray Harris,False,51,1.42
ARCHER,Attorney General,,,Total,,3587,
ARCHER,Comptroller of Public Accounts,,REP,Glenn Hegar,True,3161,88.79
ARCHER,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,333,9.35
ARCHER,Comptroller of Public Accounts,,LIB,Ben Sanders,False,66,1.85
ARCHER,Comptroller of Public Accounts,,,Total,,3560,
ARCHER,Commissioner of the General Land Office,,REP,George P. Bush,True,3117,87.29
ARCHER,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,344,9.63
ARCHER,Commissioner of the General Land Office,,LIB,Matt Pina,False,110,3.08
ARCHER,Commissioner of the General Land Office,,,Total,,3571,
ARCHER,Commissioner of Agriculture,,REP,Sid Miller,True,3147,88.13
ARCHER,Commissioner of Agriculture,,DEM,Kim Olson,False,380,10.64
ARCHER,Commissioner of Agriculture,,LIB,Richard Carpenter,False,44,1.23
ARCHER,Commissioner of Agriculture,,,Total,,3571,
ARCHER,Railroad Commissioner,,REP,Christi Craddick,True,3183,89.28
ARCHER,Railroad Commissioner,,DEM,Roman McAllen,False,322,9.03
ARCHER,Railroad Commissioner,,LIB,Mike Wright,False,60,1.68
ARCHER,Railroad Commissioner,,,Total,,3565,
ARCHER,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,3192,89.61
ARCHER,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,370,10.39
ARCHER,"Justice, Supreme Court, Place 2",,,Total,,3562,
ARCHER,"Justice, Supreme Court, Place 4",,REP,John Devine,True,3189,90.14
ARCHER,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,349,9.86
ARCHER,"Justice, Supreme Court, Place 4",,,Total,,3538,
ARCHER,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,3182,89.91
ARCHER,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,357,10.09
ARCHER,"Justice, Supreme Court, Place 6",,,Total,,3539,
ARCHER,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,3155,89.12
ARCHER,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,339,9.58
ARCHER,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,46,1.30
ARCHER,"Presiding Judge, Court of Criminal Appeals",,,Total,,3540,
ARCHER,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,3180,90.11
ARCHER,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,349,9.89
ARCHER,Judge Court of Criminal Appeals,7,,Total,,3529,
ARCHER,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,3215,95.49
ARCHER,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,152,4.51
ARCHER,Judge Court of Criminal Appeals,8,,Total,,3367,
ARCHER,State Senator,30,REP,Pat Fallon,False,3182,88.78
ARCHER,State Senator,30,DEM,Kevin Lopez,False,402,11.22
ARCHER,State Senator,30,,Total,,3584,
ARCHER,State Representative,69,REP,James Frank,True,3303,100.00
ARCHER,State Representative,69,,Total,,3303,
ARCHER,"Chief Justice, 2nd Court of Appeals District",,REP,Bonnie Sudderth,True,3263,100.00
ARCHER,"Chief Justice, 2nd Court of Appeals District",,,Total,,3263,
ARCHER,"Justice, 2nd Court of Appeals District, Place 4",,REP,Wade Birdwell,True,3254,100.00
ARCHER,"Justice, 2nd Court of Appeals District, Place 4",,,Total,,3254,
ARCHER,"Justice, 2nd Court of Appeals District, Place 5",,REP,Dabney Bassel,False,3148,89.71
ARCHER,"Justice, 2nd Court of Appeals District, Place 5",,DEM,Delonia A. Watson,False,361,10.29
ARCHER,"Justice, 2nd Court of Appeals District, Place 5",,,Total,,3509,
ARCHER,"Justice, 2nd Court of Appeals District, Place 6",,REP,Mark Pittman,True,3274,100.00
ARCHER,"Justice, 2nd Court of Appeals District, Place 6",,,Total,,3274,
ARMSTRONG,U. S. Senator,,REP,Ted Cruz,True,819,91.10
ARMSTRONG,U. S. Senator,,DEM,Beto O'Rourke,False,74,8.23
ARMSTRONG,U. S. Senator,,LIB,Neal M. Dikeman,False,6,0.67
ARMSTRONG,U. S. Senator,,,Total,,899,
ARMSTRONG,U. S. Representative,13,REP,Mac Thornberry,True,808,91.09
ARMSTRONG,U. S. Representative,13,DEM,Greg Sagan,False,57,6.43
ARMSTRONG,U. S. Representative,13,LIB,Calvin DeWeese,False,22,2.48
ARMSTRONG,U. S. Representative,13,,Total,,887,
ARMSTRONG,Governor,,REP,Greg Abbott,True,822,91.84
ARMSTRONG,Governor,,DEM,Lupe Valdez,False,59,6.59
ARMSTRONG,Governor,,LIB,Mark Jay Tippetts,False,14,1.56
ARMSTRONG,Governor,,,Total,,895,
ARMSTRONG,Lieutenant Governor,,REP,Dan Patrick,True,744,84.83
ARMSTRONG,Lieutenant Governor,,DEM,Mike Collier,False,115,13.11
ARMSTRONG,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,18,2.05
ARMSTRONG,Lieutenant Governor,,,Total,,877,
ARMSTRONG,Attorney General,,REP,Ken Paxton,True,784,88.69
