county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Guadalupe,101,RAILROAD COMMISSIONER,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,RAILROAD COMMISSIONER,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,RAILROAD COMMISSIONER,,Dem,Roman McAllen,12,7,4,1
Guadalupe,101,RAILROAD COMMISSIONER,,Dem,Chris Spellmon,7,3,3,1
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 2",,Dem,Steven Kirkland,17,8,7,2
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 4",,Dem,R.K. Sandill,17,8,7,2
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE, SUPREME COURT, PL 6",,Dem,Kathy Cheng,17,8,7,2
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Dem,Maria T. Jackson,17,8,7,2
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUDGE, COURT OF CRIMINAL APPEALS, PL 7",,Dem,Ramona Franklin,17,8,7,2
Guadalupe,101,State Senate,25,Dem,Registered Voters,600,0,0,0
Guadalupe,101,State Senate,25,Dem,Times Counted,20,11,7,2
Guadalupe,101,State Senate,25,Dem,Times Blank Voted,1,1,0,0
Guadalupe,101,State Senate,25,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,State Senate,25,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,State Senate,25,Dem,Steven Kling,9,5,3,1
Guadalupe,101,State Senate,25,Dem,Jack Guerra,10,5,4,1
Guadalupe,101,State Representative,44,Dem,Registered Voters,600,0,0,0
Guadalupe,101,State Representative,44,Dem,Times Counted,20,11,7,2
Guadalupe,101,State Representative,44,Dem,Times Blank Voted,4,4,0,0
Guadalupe,101,State Representative,44,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,State Representative,44,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,State Representative,44,Dem,John D. Rodgers,16,7,7,2
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS, PL 2",,Dem,Beth Watkins,17,8,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Times Blank Voted,4,4,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 3",,Dem,Patricia Alvarez,16,7,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Times Blank Voted,4,4,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL  4",,Dem,Luz Elena Chapa,16,7,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Times Blank Voted,4,4,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE,4TH COURT OF APPEALS, PL 5",,Dem,Liza Rodriguez,16,7,7,2
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Registered Voters,600,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Times Counted,20,11,7,2
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Times Blank Voted,3,3,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PL 7",,Dem,Rebeca Martinez,17,8,7,2
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Times Counted,20,11,7,2
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Times Blank Voted,4,4,0,0
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,COUNTY CHAIRMAN,,Dem,Duane McCune,16,7,7,2
Guadalupe,101,PROPOSITION 1,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 1,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 1,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 1,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 1,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 1,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 1,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 2,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 2,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 2,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 2,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 2,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 2,,Dem,FOR,19,10,7,2
Guadalupe,101,PROPOSITION 2,,Dem,AGAINST,1,1,0,0
Guadalupe,101,PROPOSITION 3,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 3,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 3,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 3,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 3,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 3,,Dem,FOR,19,11,6,2
Guadalupe,101,PROPOSITION 3,,Dem,AGAINST,1,0,1,0
Guadalupe,101,PROPOSITION 4,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 4,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 4,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 4,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 4,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 4,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 4,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 5,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 5,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 5,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 5,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 5,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 5,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 5,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 6,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 6,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 6,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 6,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 6,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 6,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 6,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 7,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 7,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 7,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 7,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 7,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 7,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 7,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 8,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 8,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 8,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 8,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 8,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 8,,Dem,FOR,19,10,7,2
Guadalupe,101,PROPOSITION 8,,Dem,AGAINST,1,1,0,0
Guadalupe,101,PROPOSITION 9,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 9,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 9,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 9,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 9,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 9,,Dem,FOR,18,9,7,2
Guadalupe,101,PROPOSITION 9,,Dem,AGAINST,2,2,0,0
Guadalupe,101,PROPOSITION 10,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 10,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 10,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 10,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 10,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 10,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 10,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 11,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 11,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 11,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 11,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 11,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 11,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 11,,Dem,AGAINST,0,0,0,0
Guadalupe,101,PROPOSITION 12,,Dem,Registered Voters,600,0,0,0
Guadalupe,101,PROPOSITION 12,,Dem,Times Counted,20,11,7,2
Guadalupe,101,PROPOSITION 12,,Dem,Times Blank Voted,0,0,0,0
Guadalupe,101,PROPOSITION 12,,Dem,Times Over Voted,0,0,0,0
Guadalupe,101,PROPOSITION 12,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,101,PROPOSITION 12,,Dem,FOR,20,11,7,2
Guadalupe,101,PROPOSITION 12,,Dem,AGAINST,0,0,0,0
Guadalupe,102,US SENATOR,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,US SENATOR,,Dem,Times Counted,54,23,21,10
Guadalupe,102,US SENATOR,,Dem,Times Blank Voted,3,2,1,0
Guadalupe,102,US SENATOR,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,US SENATOR,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,US SENATOR,,Dem,Sema Hernandez,9,7,1,1
Guadalupe,102,US SENATOR,,Dem,Edward Kimbrough,11,3,6,2
Guadalupe,102,US SENATOR,,Dem,Beto O'Rourke,31,11,13,7
Guadalupe,102,U.S. House,15,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,U.S. House,15,Dem,Times Counted,54,23,21,10
Guadalupe,102,U.S. House,15,Dem,Times Blank Voted,11,7,2,2
Guadalupe,102,U.S. House,15,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,U.S. House,15,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,U.S. House,15,Dem,Vicente Gonzalez,43,16,19,8
Guadalupe,102,GOVERNOR,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,GOVERNOR,,Dem,Times Counted,54,23,21,10
Guadalupe,102,GOVERNOR,,Dem,Times Blank Voted,1,1,0,0
Guadalupe,102,GOVERNOR,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,GOVERNOR,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,GOVERNOR,,Dem,Joe Mumbach,3,2,0,1
Guadalupe,102,GOVERNOR,,Dem,"Cedric Davis, Sr.",3,2,1,0
Guadalupe,102,GOVERNOR,,Dem,Andrew White,14,6,7,1
Guadalupe,102,GOVERNOR,,Dem,Jeffrey Payne,5,2,2,1
Guadalupe,102,GOVERNOR,,Dem,Adrian Ocegueda,3,0,2,1
Guadalupe,102,GOVERNOR,,Dem,Tom Wakely,2,1,1,0
Guadalupe,102,GOVERNOR,,Dem,Lupe Valdez,19,6,7,6
Guadalupe,102,GOVERNOR,,Dem,James Jolly Clark,0,0,0,0
Guadalupe,102,GOVERNOR,,Dem,Grady Yarbrough,4,3,1,0
Guadalupe,102,LT GOVERNOR,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,LT GOVERNOR,,Dem,Times Counted,54,23,21,10
Guadalupe,102,LT GOVERNOR,,Dem,Times Blank Voted,7,4,2,1
Guadalupe,102,LT GOVERNOR,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,LT GOVERNOR,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,LT GOVERNOR,,Dem,Michael Cooper,24,11,11,2
Guadalupe,102,LT GOVERNOR,,Dem,Mike Collier,23,8,8,7
Guadalupe,102,ATTORNEY GENERAL,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,ATTORNEY GENERAL,,Dem,Times Counted,54,23,21,10
Guadalupe,102,ATTORNEY GENERAL,,Dem,Times Blank Voted,9,4,2,3
Guadalupe,102,ATTORNEY GENERAL,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,ATTORNEY GENERAL,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,ATTORNEY GENERAL,,Dem,Justin Nelson,45,19,19,7
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Times Counted,54,23,21,10
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Times Blank Voted,5,2,2,1
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Tim Mahoney,30,16,11,3
Guadalupe,102,COMPTROLLER OF PUBLIC ACCOUNTS,,Dem,Joi Chevalier,19,5,8,6
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Times Counted,54,23,21,10
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Times Blank Voted,3,2,1,0
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Miguel Suazo,35,15,13,7
Guadalupe,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Dem,Tex Morgan,16,6,7,3
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Times Counted,54,23,21,10
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Times Blank Voted,7,4,2,1
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,COMMISSIONER OF AGRICULTURE,,Dem,Kim Olson,47,19,19,9
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Times Counted,54,23,21,10
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Times Blank Voted,5,2,2,1
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Roman McAllen,29,12,10,7
Guadalupe,102,RAILROAD COMMISSIONER,,Dem,Chris Spellmon,20,9,9,2
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Counted,54,23,21,10
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Blank Voted,6,3,2,1
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Times Over Voted,0,0,0,0
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Number of Under Votes,0,0,0,0
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 2",,Dem,Steven Kirkland,48,20,19,9
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 4",,Dem,Registered Voters,1067,0,0,0
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Counted,54,23,21,10
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Blank Voted,9,4,4,1
Guadalupe,102,"JUSTICE, SUPREME COURT, PL 4",,Dem,Times Over Voted,0,0,0,0
