county,office,district,candidate,party,precinct,early_voting,election_day,votes
Motley,Railroad Commissioner,,Weston Martinez,REP,1,7,6,13
Motley,Railroad Commissioner,,Christi Craddick,REP,2,5,13,18
Motley,Railroad Commissioner,,Weston Martinez,REP,2,1,2,3
Motley,Railroad Commissioner,,Christi Craddick,REP,3,8,4,12
Motley,Railroad Commissioner,,Christi Craddick,REP,4,15,27,42
Motley,Railroad Commissioner,,Weston Martinez,REP,4,2,6,8
Motley,Railroad Commissioner,,Christi Craddick,REP,5,27,18,45
Motley,Railroad Commissioner,,Weston Martinez,REP,5,3,6,9
Motley,Railroad Commissioner,,Christi Craddick,REP,6,13,18,31
Motley,Railroad Commissioner,,Weston Martinez,REP,6,4,4,8
Motley,Railroad Commissioner,,Roman James Alfred McAllen,DEM,4,0,1,1
Motley,Railroad Commissioner,,Roman James Alfred McAllen,DEM,6,0,1,1
Motley,State Representative,68,Drew Springer Jr.,REP,1,49,50,99
Motley,State Representative,68,Drew Springer Jr.,REP,2,6,9,15
Motley,State Representative,68,Drew Springer Jr.,REP,3,9,3,12
Motley,State Representative,68,Drew Springer Jr.,REP,4,17,33,50
Motley,State Representative,68,Drew Springer Jr.,REP,5,33,24,57
Motley,State Representative,68,Drew Springer Jr.,REP,6,16,21,37
Motley,U.S. House,13,Gregory T. Sagan,DEM,1,1,0,1
Motley,U.S. House,13,Gregory T. Sagan,DEM,2,1,1,2
Motley,U.S. House,13,Gregory T. Sagan,DEM,6,2,0,2
Motley,U.S. House,13,William  Thornberry,REP,1,52,53,105
Motley,U.S. House,13,William  Thornberry,REP,2,7,11,18
Motley,U.S. House,13,William  Thornberry,REP,3,4,9,13
Motley,U.S. House,13,William  Thornberry,REP,4,18,38,56
Motley,U.S. House,13,William  Thornberry,REP,5,33,28,61
Motley,U.S. House,13,William  Thornberry,REP,6,15,26,41
Motley,U.S. House,13,Gregory T. Sagan,DEM,4,0,1,1
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,1,0,0,0
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,1,0,0,0
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,1,1,0,1
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,2,1,0,1
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,2,0,1,1
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,2,1,0,1
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,3,0,0,0
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,3,0,0,0
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,3,0,0,0
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,4,0,1,1
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,4,0,0,0
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,4,0,0,0
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,5,0,0,0
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,5,0,0,0
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,5,0,0,0
Motley,U. S. Senator,,Edward Wayne Kimbrough,DEM,6,0,0,0
Motley,U. S. Senator,,Irasema Ramirez-Hernandez,DEM,6,1,1,2
Motley,U. S. Senator,,Robert Francis O'Rourke,DEM,6,0,0,0
Motley,U. S. Senator,,Bruce Jacobson,REP,1,2,1,3
Motley,U. S. Senator,,Geraldine Sam,REP,1,0,1,1
Motley,U. S. Senator,,Mary Miller,REP,1,1,2,3
Motley,U. S. Senator,,Rafael  Cruz,REP,1,54,48,102
Motley,U. S. Senator,,Bruce Jacobson,REP,2,0,0,0
Motley,U. S. Senator,,Geraldine Sam,REP,2,0,0,0
Motley,U. S. Senator,,Mary Miller,REP,2,1,1,2
Motley,U. S. Senator,,Rafael  Cruz,REP,2,7,17,24
Motley,U. S. Senator,,Bruce Jacobson,REP,3,0,0,0
Motley,U. S. Senator,,Geraldine Sam,REP,3,0,0,0
Motley,U. S. Senator,,Mary Miller,REP,3,1,0,1
Motley,U. S. Senator,,Rafael  Cruz,REP,3,8,4,12
Motley,U. S. Senator,,Bruce Jacobson,REP,4,0,0,0
Motley,U. S. Senator,,Geraldine Sam,REP,4,0,0,0
Motley,U. S. Senator,,Mary Miller,REP,4,1,3,4
Motley,U. S. Senator,,Rafael  Cruz,REP,4,17,36,53
Motley,U. S. Senator,,Bruce Jacobson,REP,5,1,2,3
Motley,U. S. Senator,,Geraldine Sam,REP,5,0,0,0
Motley,U. S. Senator,,Mary Miller,REP,5,2,0,2
Motley,U. S. Senator,,Rafael  Cruz,REP,5,33,28,61
Motley,U. S. Senator,,Bruce Jacobson,REP,6,0,1,1
Motley,U. S. Senator,,Geraldine Sam,REP,6,1,0,1
Motley,U. S. Senator,,Mary Miller,REP,6,2,4,6
Motley,U. S. Senator,,Rafael  Cruz,REP,6,20,25,45
Motley,U. S. Senator,,Stefano de Stefano IV,REP,4,0,1,1
