county,precinct,office,district,candidate,party,election_day,early_voting,votes
Hamilton,1,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,82,61,143
Hamilton,1,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,13,7,20
Hamilton,1,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,464,347,811
Hamilton,1,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,80,62,142
Hamilton,1,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,480,358,838
Hamilton,1,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,31,21,52
Hamilton,1,State Representative,59,J. D. Sheffield ,REP,485,362,847
Hamilton,1,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,481,356,837
Hamilton,1,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,483,359,842
Hamilton,1,County Judge,,Mark Tynes ,REP,484,359,843
Hamilton,1,District Clerk,,Sandy Layhew ,REP,496,367,863
Hamilton,1,County Clerk ,,Kiesha Fisher Bagwell ,REP,500,370,870
Hamilton,1,County Treasurer,,Shawna Dyer ,REP,497,368,865
Hamilton,1,"Justice of the Peace, Precinct No. 1",,James Lively ,REP,504,373,877
Hamilton,4,Straight Party,,Ballots Cast,,67,33,100
Hamilton,4,Straight Party,,Republican Party,REP,33,16,49
Hamilton,4,Straight Party,,Democratic Party,DEM,4,1,5
Hamilton,4,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,4,U.S. Senate,,Ted Cruz ,REP,55,26,81
Hamilton,4,U.S. Senate,,Beto O'Rourke ,DEM,11,7,18
Hamilton,4,U.S. Senate,,Neal M. Dikeman ,LIB,1,0,1
Hamilton,4,U.S. House,25,Roger Williams ,REP,52,23,75
Hamilton,4,U.S. House,25,Julie Oliver ,DEM,14,9,23
Hamilton,4,U.S. House,25,Desarae Lindsey ,LIB,0,0,0
Hamilton,4,Governor,,Greg Abbott ,REP,56,26,82
Hamilton,4,Governor,,Lupe Valdez ,DEM,11,7,18
Hamilton,4,Governor,,Mark Jay Tippetts ,LIB,0,0,0
Hamilton,4,Lieutenant Governor,,Dan Patrick ,REP,54,25,79
Hamilton,4,Lieutenant Governor,,Mike Collier ,DEM,12,7,19
Hamilton,4,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,1,1,2
Hamilton,4,Attorney General,,Ken Paxton ,REP,52,24,76
Hamilton,4,Attorney General,,Justin Nelson ,DEM,12,7,19
Hamilton,4,Attorney General,,Michael Ray Harris ,LIB,3,2,5
Hamilton,4,Comptroller of Public Accounts,,Glenn Hegar ,REP,56,27,83
Hamilton,4,Comptroller of Public Accounts,,Joi Chevalier ,DEM,10,5,15
Hamilton,4,Comptroller of Public Accounts,,Ben Sanders ,LIB,0,0,0
Hamilton,4,Commissioner of the General Land Office,,George P. Bush ,REP,55,26,81
Hamilton,4,Commissioner of the General Land Office,,Miguel Suazo,DEM,11,6,17
Hamilton,4,Commissioner of the General Land Office,,Matt Pina ,LIB,1,1,2
Hamilton,4,Commissioner of Agriculture,,Sid Miller ,REP,53,26,79
Hamilton,4,Commissioner of Agriculture,,Kim Olson ,DEM,10,5,15
Hamilton,4,Commissioner of Agriculture,,Richard Carpenter ,LIB,4,2,6
Hamilton,4,Railroad Commisioner,,Christi Craddick ,REP,57,27,84
Hamilton,4,Railroad Commisioner,,Roman McAllen ,DEM,8,4,12
Hamilton,4,Railroad Commisioner,,Mike Wright ,LIB,2,2,4
Hamilton,4,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,54,25,79
Hamilton,4,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,12,7,19
Hamilton,4,Justice Supreme Court Place 4,,John Devine ,REP,56,26,82
Hamilton,4,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,9,5,14
Hamilton,4,Justice Supreme Court Place 6,,Jeff Brown ,REP,55,26,81
Hamilton,4,Justice Supreme Court Place 6,,Kathy Cheng,DEM,11,6,17
Hamilton,4,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,56,27,83
Hamilton,4,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,9,4,13
Hamilton,4,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,1,1,2
Hamilton,4,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,57,27,84
Hamilton,4,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,9,5,14
Hamilton,4,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,56,26,82
Hamilton,4,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,6,3,9
Hamilton,4,State Representative,59,J. D. Sheffield ,REP,63,30,93
Hamilton,4,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,60,,60
Hamilton,4,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,61,27,88
Hamilton,4,County Judge,,Mark Tynes ,REP,60,28,88
Hamilton,4,District Clerk,,Sandy Layhew ,REP,61,29,90
Hamilton,4,County Clerk ,,Kiesha Fisher Bagwell ,REP,61,28,89
Hamilton,4,County Treasurer,,Shawna Dyer ,REP,61,29,90
Hamilton,4,County Commissioner Precinct No. 2,,Keith Allen Curry ,REP,62,30,92
Hamilton,5,Straight Party,,Ballots Cast,,99,69,168
Hamilton,5,Straight Party,,Republican Party,REP,43,37,80
Hamilton,5,Straight Party,,Democratic Party,DEM,6,2,8
Hamilton,5,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,5,U.S. Senate,,Ted Cruz ,REP,82,62,144
Hamilton,5,U.S. Senate,,Beto O'Rourke ,DEM,15,5,20
Hamilton,5,U.S. Senate,,Neal M. Dikeman ,LIB,0,0,0
Hamilton,5,U.S. House,25,Roger Williams ,REP,81,62,143
Hamilton,5,U.S. House,25,Julie Oliver ,DEM,17,6,23
Hamilton,5,U.S. House,25,Desarae Lindsey ,LIB,0,0,0
Hamilton,5,Governor,,Greg Abbott ,REP,85,63,148
Hamilton,5,Governor,,Lupe Valdez ,DEM,12,4,16
Hamilton,5,Governor,,Mark Jay Tippetts ,LIB,0,0,0
Hamilton,5,Lieutenant Governor,,Dan Patrick ,REP,75,58,133
Hamilton,5,Lieutenant Governor,,Mike Collier ,DEM,21,8,29
Hamilton,5,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,2,2,4
Hamilton,5,Attorney General,,Ken Paxton ,REP,79,59,138
Hamilton,5,Attorney General,,Justin Nelson ,DEM,15,6,21
Hamilton,5,Attorney General,,Michael Ray Harris ,LIB,4,3,7
Hamilton,5,Comptroller of Public Accounts,,Glenn Hegar ,REP,79,61,140
Hamilton,5,Comptroller of Public Accounts,,Joi Chevalier ,DEM,13,4,17
Hamilton,5,Comptroller of Public Accounts,,Ben Sanders ,LIB,2,1,3
Hamilton,5,Commissioner of the General Land Office,,George P. Bush ,REP,83,62,145
Hamilton,5,Commissioner of the General Land Office,,Miguel Suazo,DEM,13,5,18
Hamilton,5,Commissioner of the General Land Office,,Matt Pina ,LIB,1,1,2
Hamilton,5,Commissioner of Agriculture,,Sid Miller ,REP,75,56,131
Hamilton,5,Commissioner of Agriculture,,Kim Olson ,DEM,21,10,31
Hamilton,5,Commissioner of Agriculture,,Richard Carpenter ,LIB,1,1,2
Hamilton,5,Railroad Commissioner,,Christi Craddick ,REP,81,62,143
Hamilton,5,Railroad Commissioner,,Roman McAllen ,DEM,14,5,19
Hamilton,5,Railroad Commissioner,,Mike Wright ,LIB,1,1,2
Hamilton,5,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,78,61,139
Hamilton,5,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,16,6,22
Hamilton,5,Justice Supreme Court Place 4,,John Devine ,REP,79,62,141
Hamilton,5,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,16,5,21
Hamilton,5,Justice Supreme Court Place 6,,Jeff Brown ,REP,79,62,141
Hamilton,5,Justice Supreme Court Place 6,,Kathy Cheng,DEM,16,5,21
Hamilton,5,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,79,60,139
Hamilton,5,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,15,6,21
Hamilton,5,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,0,0,0
Hamilton,5,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,79,61,140
Hamilton,5,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,15,5,20
Hamilton,5,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,79,60,139
Hamilton,5,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,7,3,10
Hamilton,5,State Representative,59,J. D. Sheffield ,REP,76,56,132
Hamilton,5,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,78,56,134
Hamilton,5,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,76,55,131
Hamilton,5,County Judge,,Mark Tynes ,REP,80,59,139
Hamilton,5,District Clerk,,Sandy Layhew ,REP,79,58,137
Hamilton,5,County Clerk ,,Kiesha Fisher Bagwell ,REP,79,58,137
Hamilton,5,County Treasurer,,Shawna Dyer ,REP,79,58,137
Hamilton,5,County Commissioner Precinct No. 2,,Keith Allen Curry ,REP,79,59,138
Hamilton,7,Straight Party,,Ballots Cast,,834,326,1160
Hamilton,7,Straight Party,,Republican Party,REP,222,180,402
Hamilton,7,Straight Party,,Democratic Party,DEM,45,25,70
Hamilton,7,Straight Party,,Libertarian Party,LIB,2,0,2
Hamilton,7,U.S. Senate,,Ted Cruz ,REP,663,269,932
Hamilton,7,U.S. Senate,,Beto O'Rourke ,DEM,154,55,209
Hamilton,7,U.S. Senate,,Neal M. Dikeman ,LIB,9,1,10
Hamilton,7,U.S. House,25,Roger Williams ,REP,659,266,925
Hamilton,7,U.S. House,25,Julie Oliver ,DEM,153,53,206
Hamilton,7,U.S. House,25,Desarae Lindsey ,LIB,6,0,6
Hamilton,7,Governor,,Greg Abbott ,REP,700,283,983
Hamilton,7,Governor,,Lupe Valdez ,DEM,114,38,152
Hamilton,7,Governor,,Mark Jay Tippetts ,LIB,10,2,12
Hamilton,7,Lieutenant Governor,,Dan Patrick ,REP,616,258,874
Hamilton,7,Lieutenant Governor,,Mike Collier ,DEM,192,59,251
Hamilton,7,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,17,6,23
Hamilton,7,Attorney General,,Ken Paxton ,REP,635,265,900
Hamilton,7,Attorney General,,Justin Nelson ,DEM,172,56,228
Hamilton,7,Attorney General,,Michael Ray Harris ,LIB,18,3,21
Hamilton,7,Comptroller of Public Accounts,,Glenn Hegar ,REP,671,273,944
Hamilton,7,Comptroller of Public Accounts,,Joi Chevalier ,DEM,128,48,176
Hamilton,7,Comptroller of Public Accounts,,Ben Sanders ,LIB,18,3,21
Hamilton,7,Commissioner of the General Land Office,,George P. Bush ,REP,661,267,928
Hamilton,7,Commissioner of the General Land Office,,Miguel Suazo,DEM,127,45,172
Hamilton,7,Commissioner of the General Land Office,,Matt Pina ,LIB,32,10,42
Hamilton,7,Commissioner of Agriculture,,Sid Miller ,REP,647,263,910
Hamilton,7,Commissioner of Agriculture,,Kim Olson ,DEM,160,56,216
Hamilton,7,Commissioner of Agriculture,,Richard Carpenter ,LIB,18,6,24
Hamilton,7,Railroad Commissioner,,Christi Craddick ,REP,677,277,954
Hamilton,7,Railroad Commissioner,,Roman McAllen ,DEM,122,46,168
Hamilton,7,Railroad Commissioner,,Mike Wright ,LIB,19,2,21
Hamilton,7,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,663,271,934
Hamilton,7,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,155,51,206
Hamilton,7,Justice Supreme Court Place 4,,John Devine ,REP,672,271,943
Hamilton,7,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,146,53,199
Hamilton,7,Justice Supreme Court Place 6,,Jeff Brown ,REP,662,270,932
Hamilton,7,Justice Supreme Court Place 6,,Kathy Cheng,DEM,152,54,206
Hamilton,7,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,652,267,919
Hamilton,7,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,144,53,197
Hamilton,7,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,25,5,30
Hamilton,7,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,683,273,956
Hamilton,7,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,136,52,188
Hamilton,7,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,684,276,960
Hamilton,7,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,72,26,98
Hamilton,7,State Representative,59,J. D. Sheffield ,REP,704,276,980
Hamilton,7,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,699,276,975
Hamilton,7,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,701,278,979
Hamilton,7,County Judge,,Mark Tynes ,REP,700,276,976
Hamilton,7,District Clerk,,Sandy Layhew ,REP,706,279,985
Hamilton,7,County Clerk ,,Kiesha Fisher Bagwell ,REP,708,282,990
Hamilton,7,County Treasurer,,Shawna Dyer ,REP,703,280,983
Hamilton,9,Straight Party,,Ballots Cast,,135,104,239
Hamilton,9,Straight Party,,Republican Party,REP,74,59,133
Hamilton,9,Straight Party,,Democratic Party,DEM,10,8,18
Hamilton,9,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,9,U.S. Senate,,Ted Cruz ,REP,115,87,202
Hamilton,9,U.S. Senate,,Beto O'Rourke ,DEM,19,16,35
Hamilton,9,U.S. Senate,,Neal M. Dikeman ,LIB,1,1,2
Hamilton,9,U.S. House,25,Roger Williams ,REP,113,86,199
Hamilton,9,U.S. House,25,Julie Oliver ,DEM,17,15,32
Hamilton,9,U.S. House,25,Desarae Lindsey ,LIB,2,1,3
Hamilton,9,Governor,,Greg Abbott ,REP,117,89,206
Hamilton,9,Governor,,Lupe Valdez ,DEM,16,14,30
Hamilton,9,Governor,,Mark Jay Tippetts ,LIB,2,1,3
Hamilton,9,Lieutenant Governor ,,Dan Patrick ,REP,111,85,196
Hamilton,9,Lieutenant Governor ,,Mike Collier ,DEM,20,17,37
Hamilton,9,Lieutenant Governor ,,Kerry Douglas McKennon ,LIB,2,0,2
Hamilton,9,Attorney General,,Ken Paxton ,REP,112,86,198
Hamilton,9,Attorney General,,Justin Nelson ,DEM,19,16,35
Hamilton,9,Attorney General,,Michael Ray Harris ,LIB,3,2,5
Hamilton,9,Comptroller of Public Accounts,,Glenn Hegar ,REP,113,86,199
Hamilton,9,Comptroller of Public Accounts,,Joi Chevalier ,DEM,17,15,32
Hamilton,9,Comptroller of Public Accounts,,Ben Sanders ,LIB,3,2,5
Hamilton,9,Commissioner of the General Land Office,,George P. Bush ,REP,113,87,200
Hamilton,9,Commissioner of the General Land Office,,Miguel Suazo,DEM,18,14,32
Hamilton,9,Commissioner of the General Land Office,,Matt Pina ,LIB,3,2,5
Hamilton,9,Commissioner of Agriculture,,Sid Miller ,REP,107,82,189
Hamilton,9,Commissioner of Agriculture,,Kim Olson ,DEM,23,18,41
Hamilton,9,Commissioner of Agriculture,,Richard Carpenter ,LIB,5,4,9
Hamilton,9,Railroad Commissioner,,Christi Craddick ,REP,114,87,201
Hamilton,9,Railroad Commissioner,,Roman McAllen ,DEM,18,16,34
Hamilton,9,Railroad Commissioner,,Mike Wright ,LIB,2,1,3
Hamilton,9,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,113,86,199
Hamilton,9,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,19,16,35
Hamilton,9,Justice Supreme Court Place 4,,John Devine ,REP,114,87,201
Hamilton,9,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,19,16,35
Hamilton,9,Justice Supreme Court Place 6,,Jeff Brown ,REP,113,86,199
Hamilton,9,Justice Supreme Court Place 6,,Kathy Cheng,DEM,19,16,35
Hamilton,9,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,114,87,201
Hamilton,9,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,17,15,32
Hamilton,9,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,2,1,3
Hamilton,9,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,114,87,201
Hamilton,9,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,19,16,35
Hamilton,9,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,117,89,206
Hamilton,9,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,11,10,21
Hamilton,9,State Representative,59,J. D. Sheffield ,REP,117,91,208
Hamilton,9,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,119,92,211
Hamilton,9,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,120,93,213
Hamilton,9,County Judge,,Mark Tynes ,REP,117,90,207
Hamilton,9,District Clerk,,Sandy Layhew ,REP,122,93,215
Hamilton,9,County Clerk ,,Kiesha Fisher Bagwell ,REP,121,92,213
Hamilton,9,County Treasurer,,Shawna Dyer ,REP,121,92,213
Hamilton,9,County Commissioner Precinct No. 4,,Dickie Clary ,REP,116,91,207
Hamilton,12,Straight Party,,Ballots Cast,,134,83,217
Hamilton,12,Straight Party,,Republican Party,REP,69,46,115
Hamilton,12,Straight Party,,Democratic Party,DEM,2,1,3
Hamilton,12,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,12,U.S. Senate,,Ted Cruz ,REP,124,76,200
Hamilton,12,U.S. Senate,,Beto O'Rourke ,DEM,9,6,15
Hamilton,12,U.S. Senate,,Neal M. Dikeman ,LIB,0,0,0
Hamilton,12,U.S. House,25,Roger Williams ,REP,121,75,196
Hamilton,12,U.S. House,25,Julie Oliver ,DEM,7,4,11
Hamilton,12,U.S. House,25,Desarae Lindsey ,LIB,0,0,0
Hamilton,12,Governor,,Greg Abbott ,REP,126,78,204
Hamilton,12,Governor,,Lupe Valdez ,DEM,7,5,12
Hamilton,12,Governor,,Mark Jay Tippetts ,LIB,1,0,1
Hamilton,12,Lieutenant Governor,,Dan Patrick ,REP,121,76,197
Hamilton,12,Lieutenant Governor,,Mike Collier ,DEM,12,6,18
Hamilton,12,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,1,1,2
Hamilton,12,Attorney General,,Ken Paxton ,REP,115,70,185
Hamilton,12,Attorney General,,Justin Nelson ,DEM,13,7,20
Hamilton,12,Attorney General,,Michael Ray Harris ,LIB,6,6,12
Hamilton,12,Comptroller of Public Accounts,,Glenn Hegar ,REP,120,75,195
Hamilton,12,Comptroller of Public Accounts,,Joi Chevalier ,DEM,7,4,11
Hamilton,12,Comptroller of Public Accounts,,Ben Sanders ,LIB,4,4,8
Hamilton,12,Commissioner of the General Land Office,,George P. Bush ,REP,120,72,192
Hamilton,12,Commissioner of the General Land Office,,Miguel Suazo,DEM,7,5,12
Hamilton,12,Commissioner of the General Land Office,,Matt Pina ,LIB,6,6,12
Hamilton,12,Commissioner of Agriculture,,Sid Miller ,REP,115,71,186
Hamilton,12,Commissioner of Agriculture,,Kim Olson ,DEM,13,7,20
Hamilton,12,Commissioner of Agriculture,,Richard Carpenter ,LIB,4,4,8
Hamilton,12,Railroad Commissioner,,Christi Craddick ,REP,122,75,197
Hamilton,12,Railroad Commissioner,,Roman McAllen ,DEM,6,4,10
Hamilton,12,Railroad Commissioner,,Mike Wright ,LIB,4,4,8
Hamilton,12,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,119,76,195
Hamilton,12,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,10,6,16
Hamilton,12,Justice Supreme Court Place 4,,John Devine ,REP,120,76,196
Hamilton,12,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,9,6,15
Hamilton,12,Justice Supreme Court Place 6,,Jeff Brown ,REP,118,75,193
Hamilton,12,Justice Supreme Court Place 6,,Kathy Cheng,DEM,10,7,17
Hamilton,12,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,118,75,193
Hamilton,12,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,8,4,12
Hamilton,12,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,3,3,6
Hamilton,12,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,117,75,192
Hamilton,12,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,11,7,18
Hamilton,12,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,116,76,192
Hamilton,12,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,4,1,5
Hamilton,12,State Representative,59,J. D. Sheffield ,REP,119,72,191
Hamilton,12,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,117,73,190
Hamilton,12,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,116,74,190
Hamilton,12,County Judge,,Mark Tynes ,REP,118,72,190
Hamilton,12,District Clerk,,Sandy Layhew ,REP,121,74,195
Hamilton,12,County Clerk ,,Kiesha Fisher Bagwell ,REP,118,72,190
Hamilton,12,County Treasurer,,Shawna Dyer ,REP,120,74,194
Hamilton,12,County Commissioner Precinct No. 2,,Keith Allen Curry ,REP,114,72,186
Hamilton,14,Straight Party,,Ballots Cast,,123,71,194
Hamilton,14,Straight Party,,Republican Party,REP,62,38,100
Hamilton,14,Straight Party,,Democratic Party,DEM,6,5,11
Hamilton,14,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,14,U.S. Senate,,Ted Cruz ,REP,106,58,164
Hamilton,14,U.S. Senate,,Beto O'Rourke ,DEM,16,12,28
Hamilton,14,U.S. Senate,,Neal M. Dikeman ,LIB,0,0,0
Hamilton,14,U.S. House,25,Roger Williams ,REP,105,58,163
Hamilton,14,U.S. House,25,Julie Oliver ,DEM,14,10,24
Hamilton,14,U.S. House,25,Desarae Lindsey ,LIB,1,0,1
Hamilton,14,Governor,,Greg Abbott ,REP,109,62,171
Hamilton,14,Governor,,Lupe Valdez ,DEM,13,8,21
Hamilton,14,Governor,,Mark Jay Tippetts ,LIB,1,1,2
Hamilton,14,Lieutenant Governor,,Dan Patrick ,REP,105,60,165
Hamilton,14,Lieutenant Governor,,Mike Collier ,DEM,18,11,29
Hamilton,14,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,0,0,0
Hamilton,14,Attorney General,,Ken Paxton ,REP,106,60,166
Hamilton,14,Attorney General,,Justin Nelson ,DEM,15,11,26
Hamilton,14,Attorney General,,Michael Ray Harris ,LIB,2,0,2
Hamilton,14,Comptroller of Public Accounts,,Glenn Hegar ,REP,106,60,166
Hamilton,14,Comptroller of Public Accounts,,Joi Chevalier ,DEM,14,10,24
Hamilton,14,Comptroller of Public Accounts,,Ben Sanders ,LIB,2,0,2
Hamilton,14,Commissioner of the General Land Office,,George P. Bush ,REP,104,61,165
Hamilton,14,Commissioner of the General Land Office,,Miguel Suazo,DEM,15,9,24
Hamilton,14,Commissioner of the General Land Office,,Matt Pina ,LIB,2,0,2
Hamilton,14,Commisioner of Agriculture,,Sid Miller ,REP,101,59,160
Hamilton,14,Commisioner of Agriculture,,Kim Olson ,DEM,19,11,30
Hamilton,14,Commisioner of Agriculture,,Richard Carpenter ,LIB,3,1,4
Hamilton,14,Railroad Commissioner,,Christi Craddick ,REP,107,61,168
Hamilton,14,Railroad Commissioner,,Roman McAllen ,DEM,12,9,21
Hamilton,14,Railroad Commissioner,,Mike Wright ,LIB,3,0,3
Hamilton,14,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,108,60,168
Hamilton,14,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,13,9,22
Hamilton,14,Justice Supreme Court Place 4,,John Devine ,REP,105,58,163
Hamilton,14,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,14,10,24
Hamilton,14,Justice Supreme Court Place 6,,Jeff Brown ,REP,101,58,159
Hamilton,14,Justice Supreme Court Place 6,,Kathy Cheng,DEM,18,10,28
Hamilton,14,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,104,59,163
Hamilton,14,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,14,9,23
Hamilton,14,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,2,1,3
Hamilton,14,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,105,59,164
