county,office,district,party,candidate,incumbent,votes,pct
COLEMAN,Governor,,DEM,Lupe Valdez,False,10,43.48
COLEMAN,Governor,,DEM,Andrew White,False,13,56.52
COLEMAN,Governor,,,Total,,23,
COLLIN,U. S. Representative,3,DEM,Lorie Burch,False,9377,75.02
COLLIN,U. S. Representative,3,DEM,Sam Johnson,False,3123,24.98
COLLIN,U. S. Representative,3,,Total,,12500,
COLLIN,U. S. Representative,32,DEM,Colin Allred,False,553,78.22
COLLIN,U. S. Representative,32,DEM,Lillian Salerno,False,154,21.78
COLLIN,U. S. Representative,32,,Total,,707,
COLLIN,Governor,,DEM,Lupe Valdez,False,7494,55.80
COLLIN,Governor,,DEM,Andrew White,False,5935,44.20
COLLIN,Governor,,,Total,,13429,
COLLINGSWORTH,Governor,,DEM,Lupe Valdez,False,4,80.00
COLLINGSWORTH,Governor,,DEM,Andrew White,False,1,20.00
COLLINGSWORTH,Governor,,,Total,,5,
COLORADO,U. S. Representative,10,DEM,Mike Siegel,False,137,68.16
COLORADO,U. S. Representative,10,DEM,Tawana WalterCadien,False,64,31.84
COLORADO,U. S. Representative,10,,Total,,201,
COLORADO,Governor,,DEM,Lupe Valdez,False,46,22.66
COLORADO,Governor,,DEM,Andrew White,False,157,77.34
COLORADO,Governor,,,Total,,203,
COMAL,U. S. Representative,21,DEM,Joseph Kopser,False,912,56.65
COMAL,U. S. Representative,21,DEM,Mary Street Wilson,False,698,43.35
COMAL,U. S. Representative,21,,Total,,1610,
COMAL,Governor,,DEM,Lupe Valdez,False,878,45.80
COMAL,Governor,,DEM,Andrew White,False,1039,54.20
COMAL,Governor,,,Total,,1917,
COMANCHE,Governor,,DEM,Lupe Valdez,False,29,48.33
COMANCHE,Governor,,DEM,Andrew White,False,31,51.67
COMANCHE,Governor,,,Total,,60,
CONCHO,Governor,,DEM,Lupe Valdez,False,11,52.38
CONCHO,Governor,,DEM,Andrew White,False,10,47.62
CONCHO,Governor,,,Total,,21,
COOKE,Governor,,DEM,Lupe Valdez,False,89,57.79
COOKE,Governor,,DEM,Andrew White,False,65,42.21
COOKE,Governor,,,Total,,154,
CORYELL,U. S. Representative,25,DEM,Julie Oliver,False,295,53.93
CORYELL,U. S. Representative,25,DEM,Chris Perri,False,252,46.07
CORYELL,U. S. Representative,25,,Total,,547,
CORYELL,Governor,,DEM,Lupe Valdez,False,265,48.62
CORYELL,Governor,,DEM,Andrew White,False,280,51.38
CORYELL,Governor,,,Total,,545,
COTTLE,Governor,,DEM,Lupe Valdez,False,3,50.00
COTTLE,Governor,,DEM,Andrew White,False,3,50.00
COTTLE,Governor,,,Total,,6,
CROCKETT,U. S. Representative,23,DEM,Gina Ortiz Jones,False,111,49.78
CROCKETT,U. S. Representative,23,DEM,Rick Treviño,False,112,50.22
CROCKETT,U. S. Representative,23,,Total,,223,
CROCKETT,Governor,,DEM,Lupe Valdez,False,147,67.12
CROCKETT,Governor,,DEM,Andrew White,False,72,32.88
CROCKETT,Governor,,,Total,,219,
CROSBY,Governor,,DEM,Lupe Valdez,False,23,63.89
CROSBY,Governor,,DEM,Andrew White,False,13,36.11
CROSBY,Governor,,,Total,,36,
CULBERSON,U. S. Representative,23,DEM,Gina Ortiz Jones,False,89,57.05
CULBERSON,U. S. Representative,23,DEM,Rick Treviño,False,67,42.95
CULBERSON,U. S. Representative,23,,Total,,156,
CULBERSON,Governor,,DEM,Lupe Valdez,False,127,80.38
CULBERSON,Governor,,DEM,Andrew White,False,31,19.62
CULBERSON,Governor,,,Total,,158,
DALLAM,Governor,,DEM,Lupe Valdez,False,5,62.50
DALLAM,Governor,,DEM,Andrew White,False,3,37.50
DALLAM,Governor,,,Total,,8,
DALLAS,U. S. Representative,32,DEM,Colin Allred,False,15270,69.07
DALLAS,U. S. Representative,32,DEM,Lillian Salerno,False,6838,30.93
DALLAS,U. S. Representative,32,,Total,,22108,
DALLAS,Governor,,DEM,Lupe Valdez,False,36752,65.37
DALLAS,Governor,,DEM,Andrew White,False,19468,34.63
DALLAS,Governor,,,Total,,56220,
DALLAS,State Representative,109,DEM,Deshaundra Lockhart Jones,False,2278,35.80
DALLAS,State Representative,109,DEM,Carl Sherman,False,4085,64.20
DALLAS,State Representative,109,,Total,,6363,
DALLAS,District Judge,68th Judicial District,DEM,Kim Brown,False,24416,45.25
DALLAS,District Judge,68th Judicial District,DEM,Martin Hoffman,True,29544,54.75
DALLAS,District Judge,68th Judicial District,,Total,,53960,
DALLAS,District Judge,193rd Judicial District,DEM,Carl Ginsberg,True,26607,49.22
DALLAS,District Judge,193rd Judicial District,DEM,Bridgett Whitmore,False,27448,50.78
DALLAS,District Judge,193rd Judicial District,,Total,,54055,
DAWSON,Governor,,DEM,Lupe Valdez,False,5,71.43
DAWSON,Governor,,DEM,Andrew White,False,2,28.57
DAWSON,Governor,,,Total,,7,
DEAF SMITH,Governor,,DEM,Lupe Valdez,False,17,77.27
DEAF SMITH,Governor,,DEM,Andrew White,False,5,22.73
DEAF SMITH,Governor,,,Total,,22,
DELTA,Governor,,DEM,Lupe Valdez,False,19,47.50
DELTA,Governor,,DEM,Andrew White,False,21,52.50
DELTA,Governor,,,Total,,40,
DENTON,Governor,,DEM,Lupe Valdez,False,3980,56.78
DENTON,Governor,,DEM,Andrew White,False,3029,43.22
DENTON,Governor,,,Total,,7009,
DENTON,State Representative,64,DEM,Andrew Morris,False,1554,54.03
DENTON,State Representative,64,DEM,Mat Pruneda,False,1322,45.97
DENTON,State Representative,64,,Total,,2876,
DEWITT,Governor,,DEM,Lupe Valdez,False,23,27.71
DEWITT,Governor,,DEM,Andrew White,False,60,72.29
DEWITT,Governor,,,Total,,83,
DICKENS,Governor,,DEM,Lupe Valdez,False,3,37.50
DICKENS,Governor,,DEM,Andrew White,False,5,62.50
DICKENS,Governor,,,Total,,8,
DIMMIT,U. S. Representative,23,DEM,Gina Ortiz Jones,False,1342,66.34
DIMMIT,U. S. Representative,23,DEM,Rick Treviño,False,681,33.66
DIMMIT,U. S. Representative,23,,Total,,2023,
DIMMIT,Governor,,DEM,Lupe Valdez,False,1414,73.84
DIMMIT,Governor,,DEM,Andrew White,False,501,26.16
DIMMIT,Governor,,,Total,,1915,
DONLEY,Governor,,DEM,Lupe Valdez,False,2,33.33
DONLEY,Governor,,DEM,Andrew White,False,4,66.67
DONLEY,Governor,,,Total,,6,
DUVAL,Governor,,DEM,Lupe Valdez,False,762,79.54
DUVAL,Governor,,DEM,Andrew White,False,196,20.46
DUVAL,Governor,,,Total,,958,
EASTLAND,Governor,,DEM,Lupe Valdez,False,27,31.40
EASTLAND,Governor,,DEM,Andrew White,False,59,68.60
EASTLAND,Governor,,,Total,,86,
ECTOR,Governor,,DEM,Lupe Valdez,False,256,56.02
ECTOR,Governor,,DEM,Andrew White,False,201,43.98
ECTOR,Governor,,,Total,,457,
EDWARDS,U. S. Representative,23,DEM,Gina Ortiz Jones,False,4,50.00
EDWARDS,U. S. Representative,23,DEM,Rick Treviño,False,4,50.00
EDWARDS,U. S. Representative,23,,Total,,8,
EDWARDS,Governor,,DEM,Lupe Valdez,False,4,50.00
EDWARDS,Governor,,DEM,Andrew White,False,4,50.00
EDWARDS,Governor,,,Total,,8,
ELLIS,U. S. Representative,6,DEM,Jana Lynne Sanchez,False,1425,74.37
ELLIS,U. S. Representative,6,DEM,Ruby Faye Woolridge,False,491,25.63
ELLIS,U. S. Representative,6,,Total,,1916,
ELLIS,Governor,,DEM,Lupe Valdez,False,1269,65.82
ELLIS,Governor,,DEM,Andrew White,False,659,34.18
ELLIS,Governor,,,Total,,1928,
ERATH,U. S. Representative,25,DEM,Julie Oliver,False,65,62.50
ERATH,U. S. Representative,25,DEM,Chris Perri,False,39,37.50
ERATH,U. S. Representative,25,,Total,,104,
ERATH,Governor,,DEM,Lupe Valdez,False,134,59.56
ERATH,Governor,,DEM,Andrew White,False,91,40.44
ERATH,Governor,,,Total,,225,
FALLS,Governor,,DEM,Lupe Valdez,False,68,61.26
FALLS,Governor,,DEM,Andrew White,False,43,38.74
FALLS,Governor,,,Total,,111,
FANNIN,Governor,,DEM,Lupe Valdez,False,96,48.48
FANNIN,Governor,,DEM,Andrew White,False,102,51.52
FANNIN,Governor,,,Total,,198,
FAYETTE,U. S. Representative,10,DEM,Mike Siegel,False,355,83.33
FAYETTE,U. S. Representative,10,DEM,Tawana WalterCadien,False,71,16.67
FAYETTE,U. S. Representative,10,,Total,,426,
FAYETTE,Governor,,DEM,Lupe Valdez,False,116,26.98
FAYETTE,Governor,,DEM,Andrew White,False,314,73.02
FAYETTE,Governor,,,Total,,430,
FISHER,Governor,,DEM,Lupe Valdez,False,16,36.36
FISHER,Governor,,DEM,Andrew White,False,28,63.64
FISHER,Governor,,,Total,,44,
FLOYD,Governor,,DEM,Lupe Valdez,False,14,60.87
FLOYD,Governor,,DEM,Andrew White,False,9,39.13
FLOYD,Governor,,,Total,,23,
FOARD,Governor,,DEM,Lupe Valdez,False,5,27.78
FOARD,Governor,,DEM,Andrew White,False,13,72.22
FOARD,Governor,,,Total,,18,
FORT BEND,U. S. Representative,22,DEM,Sri Preston Kulkarni,False,7067,66.88
FORT BEND,U. S. Representative,22,DEM,Letitia Plummer,False,3500,33.12
FORT BEND,U. S. Representative,22,,Total,,10567,
FORT BEND,Governor,,DEM,Lupe Valdez,False,4328,31.75
FORT BEND,Governor,,DEM,Andrew White,False,9302,68.25
FORT BEND,Governor,,,Total,,13630,
FORT BEND,State Senator,17,DEM,Rita Lucido,False,2575,54.71
FORT BEND,State Senator,17,DEM,Fran Watson,False,2132,45.29
FORT BEND,State Senator,17,,Total,,4707,
FRANKLIN,Governor,,DEM,Lupe Valdez,False,21,47.73
FRANKLIN,Governor,,DEM,Andrew White,False,23,52.27
FRANKLIN,Governor,,,Total,,44,
FREESTONE,Governor,,DEM,Lupe Valdez,False,82,54.30
FREESTONE,Governor,,DEM,Andrew White,False,69,45.70
FREESTONE,Governor,,,Total,,151,
FRIO,U. S. Representative,23,DEM,Gina Ortiz Jones,False,502,65.71
FRIO,U. S. Representative,23,DEM,Rick Treviño,False,262,34.29
FRIO,U. S. Representative,23,,Total,,764,
FRIO,Governor,,DEM,Lupe Valdez,False,516,69.92
FRIO,Governor,,DEM,Andrew White,False,222,30.08
FRIO,Governor,,,Total,,738,
GAINES,Governor,,DEM,Lupe Valdez,False,22,75.86
GAINES,Governor,,DEM,Andrew White,False,7,24.14
GAINES,Governor,,,Total,,29,
GALVESTON,Governor,,DEM,Lupe Valdez,False,982,32.50
GALVESTON,Governor,,DEM,Andrew White,False,2040,67.50
GALVESTON,Governor,,,Total,,3022,
GARZA,Governor,,DEM,Lupe Valdez,False,5,31.25
GARZA,Governor,,DEM,Andrew White,False,11,68.75
GARZA,Governor,,,Total,,16,
GILLESPIE,U. S. Representative,21,DEM,Joseph Kopser,False,276,70.23
GILLESPIE,U. S. Representative,21,DEM,Mary Street Wilson,False,117,29.77
GILLESPIE,U. S. Representative,21,,Total,,393,
GILLESPIE,Governor,,DEM,Lupe Valdez,False,120,30.61
GILLESPIE,Governor,,DEM,Andrew White,False,272,69.39
GILLESPIE,Governor,,,Total,,392,
GLASSCOCK,Governor,,DEM,Lupe Valdez,False,0,0.00
GLASSCOCK,Governor,,DEM,Andrew White,False,2,100.00
GLASSCOCK,Governor,,,Total,,2,
GONZALES,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,42,50.60
GONZALES,U. S. Representative,27,DEM,Eric Holguin,False,41,49.40
GONZALES,U. S. Representative,27,,Total,,83,
GONZALES,Governor,,DEM,Lupe Valdez,False,52,50.00
GONZALES,Governor,,DEM,Andrew White,False,52,50.00
GONZALES,Governor,,,Total,,104,
GRAY,Governor,,DEM,Lupe Valdez,False,7,29.17
GRAY,Governor,,DEM,Andrew White,False,17,70.83
GRAY,Governor,,,Total,,24,
GRAYSON,Governor,,DEM,Lupe Valdez,False,405,54.29
GRAYSON,Governor,,DEM,Andrew White,False,341,45.71
GRAYSON,Governor,,,Total,,746,
GREGG,Governor,,DEM,Lupe Valdez,False,546,40.21
GREGG,Governor,,DEM,Andrew White,False,812,59.79
GREGG,Governor,,,Total,,1358,
GRIMES,Governor,,DEM,Lupe Valdez,False,68,36.96
GRIMES,Governor,,DEM,Andrew White,False,116,63.04
GRIMES,Governor,,,Total,,184,
GUADALUPE,Governor,,DEM,Lupe Valdez,False,713,52.50
GUADALUPE,Governor,,DEM,Andrew White,False,645,47.50
GUADALUPE,Governor,,,Total,,1358,
HALE,Governor,,DEM,Lupe Valdez,False,59,55.66
HALE,Governor,,DEM,Andrew White,False,47,44.34
HALE,Governor,,,Total,,106,
HALL,Governor,,DEM,Lupe Valdez,False,0,0.00
HALL,Governor,,DEM,Andrew White,False,0,0.00
HALL,Governor,,,Total,,0,
HAMILTON,U. S. Representative,25,DEM,Julie Oliver,False,19,50.00
HAMILTON,U. S. Representative,25,DEM,Chris Perri,False,19,50.00
HAMILTON,U. S. Representative,25,,Total,,38,
HAMILTON,Governor,,DEM,Lupe Valdez,False,15,39.47
HAMILTON,Governor,,DEM,Andrew White,False,23,60.53
HAMILTON,Governor,,,Total,,38,
HANSFORD,Governor,,DEM,Lupe Valdez,False,2,40.00
HANSFORD,Governor,,DEM,Andrew White,False,3,60.00
HANSFORD,Governor,,,Total,,5,
HARDEMAN,Governor,,DEM,Lupe Valdez,False,3,30.00
HARDEMAN,Governor,,DEM,Andrew White,False,7,70.00
HARDEMAN,Governor,,,Total,,10,
HARDIN,Governor,,DEM,Lupe Valdez,False,60,40.82
HARDIN,Governor,,DEM,Andrew White,False,87,59.18
HARDIN,Governor,,,Total,,147,
HARRIS,U. S. Representative,7,DEM,Lizzie Pannill Fletcher,False,11506,67.12
HARRIS,U. S. Representative,7,DEM,Laura Moser,False,5637,32.88
HARRIS,U. S. Representative,7,,Total,,17143,
HARRIS,U. S. Representative,10,DEM,Mike Siegel,False,1160,55.80
HARRIS,U. S. Representative,10,DEM,Tawana WalterCadien,False,919,44.20
HARRIS,U. S. Representative,10,,Total,,2079,
HARRIS,U. S. Representative,22,DEM,Sri Preston Kulkarni,False,763,55.77
HARRIS,U. S. Representative,22,DEM,Letitia Plummer,False,605,44.23
HARRIS,U. S. Representative,22,,Total,,1368,
HARRIS,Governor,,DEM,Lupe Valdez,False,15132,26.64
HARRIS,Governor,,DEM,Andrew White,False,41676,73.36
HARRIS,Governor,,,Total,,56808,
HARRIS,State Senator,17,DEM,Rita Lucido,False,7660,59.57
HARRIS,State Senator,17,DEM,Fran Watson,False,5198,40.43
HARRIS,State Senator,17,,Total,,12858,
HARRIS,State Representative,133,DEM,Sandra G. Moore,False,1799,43.57
HARRIS,State Representative,133,DEM,Marty Schexnayder,False,2330,56.43
HARRIS,State Representative,133,,Total,,4129,
HARRISON,Governor,,DEM,Lupe Valdez,False,132,40.99
HARRISON,Governor,,DEM,Andrew White,False,190,59.01
HARRISON,Governor,,,Total,,322,
HARTLEY,Governor,,DEM,Lupe Valdez,False,1,16.67
HARTLEY,Governor,,DEM,Andrew White,False,5,83.33
HARTLEY,Governor,,,Total,,6,
HASKELL,Governor,,DEM,Lupe Valdez,False,8,27.59
HASKELL,Governor,,DEM,Andrew White,False,21,72.41
HASKELL,Governor,,,Total,,29,
HAYS,U. S. Representative,21,DEM,Joseph Kopser,False,970,53.47
HAYS,U. S. Representative,21,DEM,Mary Street Wilson,False,844,46.53
HAYS,U. S. Representative,21,,Total,,1814,
HAYS,U. S. Representative,25,DEM,Julie Oliver,False,1089,49.59
HAYS,U. S. Representative,25,DEM,Chris Perri,False,1107,50.41
HAYS,U. S. Representative,25,,Total,,2196,
HAYS,Governor,,DEM,Lupe Valdez,False,2499,44.96
HAYS,Governor,,DEM,Andrew White,False,3059,55.04
HAYS,Governor,,,Total,,5558,
HAYS,State Representative,45,DEM,Rebecca BellMetereau,False,2672,48.30
HAYS,State Representative,45,DEM,Erin Zwiener,False,2860,51.70
HAYS,State Representative,45,,Total,,5532,
HENDERSON,Governor,,DEM,Lupe Valdez,False,425,61.86
HENDERSON,Governor,,DEM,Andrew White,False,262,38.14
HENDERSON,Governor,,,Total,,687,
HIDALGO,Governor,,DEM,Lupe Valdez,False,7964,72.23
HIDALGO,Governor,,DEM,Andrew White,False,3062,27.77
HIDALGO,Governor,,,Total,,11026,
HILL,U. S. Representative,25,DEM,Julie Oliver,False,213,67.41
HILL,U. S. Representative,25,DEM,Chris Perri,False,103,32.59
HILL,U. S. Representative,25,,Total,,316,
HILL,Governor,,DEM,Lupe Valdez,False,161,50.79
HILL,Governor,,DEM,Andrew White,False,156,49.21
HILL,Governor,,,Total,,317,
HOCKLEY,Governor,,DEM,Lupe Valdez,False,15,36.59
HOCKLEY,Governor,,DEM,Andrew White,False,26,63.41
HOCKLEY,Governor,,,Total,,41,
HOOD,Governor,,DEM,Lupe Valdez,False,193,47.89
HOOD,Governor,,DEM,Andrew White,False,210,52.11
HOOD,Governor,,,Total,,403,
HOPKINS,Governor,,DEM,Lupe Valdez,False,125,55.56
HOPKINS,Governor,,DEM,Andrew White,False,100,44.44
HOPKINS,Governor,,,Total,,225,
HOUSTON,Governor,,DEM,Lupe Valdez,False,122,65.59
HOUSTON,Governor,,DEM,Andrew White,False,64,34.41
HOUSTON,Governor,,,Total,,186,
HOWARD,Governor,,DEM,Lupe Valdez,False,77,57.04
HOWARD,Governor,,DEM,Andrew White,False,58,42.96
HOWARD,Governor,,,Total,,135,
HUDSPETH,U. S. Representative,23,DEM,Gina Ortiz Jones,False,29,72.50
HUDSPETH,U. S. Representative,23,DEM,Rick Treviño,False,11,27.50
HUDSPETH,U. S. Representative,23,,Total,,40,
HUDSPETH,Governor,,DEM,Lupe Valdez,False,23,57.50
HUDSPETH,Governor,,DEM,Andrew White,False,17,42.50
