county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Van Zandt,4C,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,4C,Governor,,,Tom Wakely,5,2,0,0,0
Van Zandt,4C,Governor,,,Joe Mumbach,4,2,0,0,0
Van Zandt,4C,Governor,,,James Jolly Clark,2,1,0,0,0
Van Zandt,4C,Governor,,,Grady Yarbrough,8,2,1,3,0
Van Zandt,4C,Lieutenant Governor,,,Mike Collier,27,9,4,4,0
Van Zandt,4C,Lieutenant Governor,,,Michael Cooper,23,7,4,3,0
Van Zandt,4C,Attorney General,,,Justin Nelson,51,16,9,8,0
Van Zandt,4C,Comptroller of Public Accounts,,,Joi Chevalier,24,7,5,4,0
Van Zandt,4C,Comptroller of Public Accounts,,,Tim Mahoney,26,9,3,3,0
Van Zandt,4C,Commissioner of the General Land Office,,,Miguel Suazo,32,9,8,5,0
Van Zandt,4C,Commissioner of the General Land Office,,,Tex Morgan,18,7,0,2,0
Van Zandt,4C,Commissioner of Agriculture,,,Kim Olson,51,16,9,8,0
Van Zandt,4C,Railroad Commissioner,,,Roman McAllen,12,3,1,4,0
Van Zandt,4C,Railroad Commissioner,,,Chris Spellmon,36,12,7,3,0
Van Zandt,4C,State Senate,2,,Kendall Scudder,46,14,9,7,0
Van Zandt,4C,State Representative,2,,Bill Brannon,49,15,9,8,0
Van Zandt,4D,Ballots Cast,,,Total,922,525,223,87,1
Van Zandt,4D,Ballots Cast,,REP,,812,523,206,72,1
Van Zandt,4D,Ballots Cast,,DEM,,110,2,17,15,0
Van Zandt,4D,U.S. Senate,,,Beto O'Rourke,48,1,13,4,0
Van Zandt,4D,U.S. Senate,,,Edward Kimbrough,32,1,2,6,0
Van Zandt,4D,U.S. Senate,,,Sema Hernandez,26,0,0,5,0
Van Zandt,4D,U.S. House,5,,Dan Wood,88,1,12,10,0
Van Zandt,4D,Governor,,,Jeffrey Payne,8,1,3,1,0
Van Zandt,4D,Governor,,,Lupe Valdez,43,0,7,4,0
Van Zandt,4D,Governor,,,Adrian Ocegueda,2,0,0,0,0
Van Zandt,4D,Governor,,,Andrew White,16,0,0,5,0
Van Zandt,4D,Governor,,,"Cedric Davis, Sr.",12,0,1,2,0
Van Zandt,4D,Governor,,,Tom Wakely,4,0,2,2,0
Van Zandt,4D,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,4D,Governor,,,James Jolly Clark,6,0,0,1,0
Van Zandt,4D,Governor,,,Grady Yarbrough,12,0,1,0,0
Van Zandt,4D,Lieutenant Governor,,,Mike Collier,58,1,12,4,0
Van Zandt,4D,Lieutenant Governor,,,Michael Cooper,41,0,3,8,0
Van Zandt,4D,Attorney General,,,Justin Nelson,88,1,13,10,0
Van Zandt,4D,Comptroller of Public Accounts,,,Joi Chevalier,49,0,7,10,0
Van Zandt,4D,Comptroller of Public Accounts,,,Tim Mahoney,51,1,7,4,0
Van Zandt,4D,Commissioner of the General Land Office,,,Miguel Suazo,62,0,9,9,0
Van Zandt,4D,Commissioner of the General Land Office,,,Tex Morgan,40,1,6,5,0
Van Zandt,4D,Commissioner of Agriculture,,,Kim Olson,94,1,13,10,0
Van Zandt,4D,Railroad Commissioner,,,Roman McAllen,53,0,12,4,0
Van Zandt,4D,Railroad Commissioner,,,Chris Spellmon,50,1,3,10,0
Van Zandt,4D,State Senate,2,,Kendall Scudder,93,1,12,11,0
Van Zandt,4D,State Representative,2,,Bill Brannon,92,1,12,10,0
Van Zandt,4E,Ballots Cast,,,Total,387,212,153,22,0
Van Zandt,4E,Ballots Cast,,REP,,369,201,147,21,0
Van Zandt,4E,Ballots Cast,,DEM,,18,11,6,1,0
Van Zandt,4E,U.S. Senate,,,Beto O'Rourke,6,4,2,0,0
Van Zandt,4E,U.S. Senate,,,Edward Kimbrough,7,3,4,0,0
Van Zandt,4E,U.S. Senate,,,Sema Hernandez,5,4,0,1,0
Van Zandt,4E,U.S. House,5,,Dan Wood,16,10,5,1,0
Van Zandt,4E,Governor,,,Jeffrey Payne,1,1,0,0,0
Van Zandt,4E,Governor,,,Lupe Valdez,6,3,2,1,0
Van Zandt,4E,Governor,,,Adrian Ocegueda,2,2,0,0,0
Van Zandt,4E,Governor,,,Andrew White,6,3,3,0,0
Van Zandt,4E,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,4E,Governor,,,Tom Wakely,2,2,0,0,0
Van Zandt,4E,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,4E,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,4E,Governor,,,Grady Yarbrough,0,0,0,0,0
Van Zandt,4E,Lieutenant Governor,,,Mike Collier,11,7,4,0,0
Van Zandt,4E,Lieutenant Governor,,,Michael Cooper,6,3,2,1,0
Van Zandt,4E,Attorney General,,,Justin Nelson,15,9,6,0,0
Van Zandt,4E,Comptroller of Public Accounts,,,Joi Chevalier,5,2,3,0,0
Van Zandt,4E,Comptroller of Public Accounts,,,Tim Mahoney,12,8,3,1,0
Van Zandt,4E,Commissioner of the General Land Office,,,Miguel Suazo,9,7,1,1,0
Van Zandt,4E,Commissioner of the General Land Office,,,Tex Morgan,9,4,5,0,0
Van Zandt,4E,Commissioner of Agriculture,,,Kim Olson,16,10,5,1,0
Van Zandt,4E,Railroad Commissioner,,,Roman McAllen,6,3,3,0,0
Van Zandt,4E,Railroad Commissioner,,,Chris Spellmon,11,7,3,1,0
Van Zandt,4E,State Senate,2,,Kendall Scudder,16,9,6,1,0
Van Zandt,4E,State Representative,2,,Bill Brannon,17,10,6,1,0
