office,district,candidate,incumbent,party,votes,pct
U. S. Representative,27,Solomon P. Ortiz,TRUE,DEM,31563,100
U. S. Representative,27,Total,,,31563,
U. S. Representative,28,Henry Cuellar,TRUE,DEM,24256,53.1
U. S. Representative,28,Victor Morales,FALSE,DEM,2943,6.44
U. S. Representative,28,Ciro D. Rodriguez,FALSE,DEM,18484,40.46
U. S. Representative,28,Total,,,45683,
U. S. Representative,29,Gene Green,TRUE,DEM,4538,100
U. S. Representative,29,Total,,,4538,
U. S. Representative,30,Eddie Bernice Johnson,TRUE,DEM,17490,100
U. S. Representative,30,Total,,,17490,
U. S. Representative,31,Mary Beth Harrell,FALSE,DEM,7023,100
U. S. Representative,31,Total,,,7023,
U. S. Representative,32,Will Pryor,FALSE,DEM,3622,100
U. S. Representative,32,Total,,,3622,
Governor,,Chris Bell,FALSE,DEM,324869,63.87
Governor,,Bob Gammage,FALSE,DEM,145081,28.53
Governor,,Rashad Jafer,FALSE,DEM,38652,7.6
Governor,,Total,,,508602,
Lieutenant Governor,,Maria Luisa Alvarado,FALSE,DEM,207835,41.52
Lieutenant Governor,,Adrian De Leon,FALSE,DEM,112011,22.37
Lieutenant Governor,,Benjamin Z. Grant,FALSE,DEM,180769,36.11
Lieutenant Governor,,Total,,,500615,
Attorney General,,David Van Os,FALSE,DEM,414712,100
Attorney General,,Total,,,414712,
Comptroller of Public Accounts,,Fred Head,FALSE,DEM,412981,100
Comptroller of Public Accounts,,Total,,,412981,
Commissioner of the General Land Office,,VaLinda Hathcox,FALSE,DEM,401556,100
Commissioner of the General Land Office,,Total,,,401556,
Commissioner of Agriculture,,Hank Gilbert,FALSE,DEM,323517,71.14
Commissioner of Agriculture,,"Koecadee Melton, Jr.",FALSE,DEM,131218,28.86
Commissioner of Agriculture,,Total,,,454735,
Railroad Commissioner,,Dale Henry,FALSE,DEM,410418,100
Railroad Commissioner,,Total,,,410418,
Justice Supreme Court,2,"William E. ""Bill"" Moody",FALSE,DEM,412741,100
Justice Supreme Court,2,Total,,,412741,
"Presiding Judge, Court of Criminal Appeals",,J.R. Molina,FALSE,DEM,419108,100
"Presiding Judge, Court of Criminal Appeals",,Total,,,419108,
Member State Board of Education,1,Ren̩  Nu̱ez,TRUE,DEM,73008,100
Member State Board of Education,1,Total,,,73008,
Member State Board of Education,3,Rick Agosto,FALSE,DEM,42837,100
Member State Board of Education,3,Total,,,42837,
Member State Board of Education,4,Lawrence A. Allen,TRUE,DEM,17183,100
Member State Board of Education,4,Total,,,17183,
Member State Board of Education,9,Maggie Charleton,FALSE,DEM,29170,100
Member State Board of Education,9,Total,,,29170,
State Senate,5,Stephen Wyman,FALSE,DEM,12965,100
State Senate,5,Total,,,12965,
State Senate,7,F. Michael Kubosh,FALSE,DEM,2470,100
State Senate,7,Total,,,2470,
State Senate,12,Dwight B. Fulllingim,FALSE,DEM,3854,100
State Senate,12,Total,,,3854,
State Senate,13,Rodney Ellis,TRUE,DEM,16875,100
State Senate,13,Total,,,16875,
State Senate,14,Kirk Watson,FALSE,DEM,14868,100
State Senate,14,Total,,,14868,
State Senate,15,John Whitmire,TRUE,DEM,4195,100
State Senate,15,Total,,,4195,
State Senate,18,Bret  Baldwin,FALSE,DEM,10369,48.76
State Senate,18,"Henry Boehm, Jr.",FALSE,DEM,10895,51.24
State Senate,18,Total,,,21264,
State Senate,19,Frank Madla,TRUE,DEM,18936,43.49
State Senate,19,Carlos I. Uresti,FALSE,DEM,24610,56.51
State Senate,19,Total,,,43546,
State Senate,25,"Kathleen ""Kathi""  Thomas",FALSE,DEM,10390,100
State Senate,25,Total,,,10390,
State Senate,29,Eliot Shapleigh,TRUE,DEM,26897,100
State Senate,29,Total,,,26897,
State Representative,1,Stephen J. Frost,TRUE,DEM,7418,100
State Representative,1,Total,,,7418,
State Representative,2,Scott Cornuaud,FALSE,DEM,1621,100
State Representative,2,Total,,,1621,
State Representative,3,Mark S. Homer,TRUE,DEM,9116,100
State Representative,3,Total,,,9116,
State Representative,4,"K.J. ""Bear"" Gleason",FALSE,DEM,1799,100
State Representative,4,Total,,,1799,
State Representative,7,Patrick Franklin,FALSE,DEM,1679,100
State Representative,7,Total,,,1679,
State Representative,8,Sharon Cade Davis,FALSE,DEM,6284,100
State Representative,8,Total,,,6284,
State Representative,10,Kerry L. Horn,FALSE,DEM,1802,100
State Representative,10,Total,,,1802,
State Representative,11,Chuck Hopson,TRUE,DEM,3947,100
State Representative,11,Total,,,3947,
State Representative,12,Jim McReynolds,TRUE,DEM,8774,100
State Representative,12,Total,,,8774,
State Representative,15,Sammie Miller,FALSE,DEM,639,100
State Representative,15,Total,,,639,
State Representative,16,Pat Poland,FALSE,DEM,758,100
State Representative,16,Total,,,758,
State Representative,17,Robby Cook,TRUE,DEM,6579,100
State Representative,17,Total,,,6579,
State Representative,19,Paul Clayton,FALSE,DEM,6381,100
State Representative,19,Total,,,6381,
State Representative,20,Jim Stauber,FALSE,DEM,1873,100
State Representative,20,Total,,,1873,
State Representative,21,Allan B. Ritter,TRUE,DEM,13929,100
State Representative,21,Total,,,13929,
State Representative,22,Joe  Deshotel,TRUE,DEM,9792,100
State Representative,22,Total,,,9792,
State Representative,23,Craig Eiland,TRUE,DEM,3867,100
State Representative,23,Total,,,3867,
State Representative,27,Steve Brown,FALSE,DEM,1831,39.64
State Representative,27,Dora Olivo,TRUE,DEM,2788,60.36
State Representative,27,Total,,,4619,
State Representative,28,Dorothy Bottos,FALSE,DEM,1538,100
State Representative,28,Total,,,1538,
State Representative,29,Anthony A. Dinovo,FALSE,DEM,3181,100
State Representative,29,Total,,,3181,
State Representative,31,Ryan Guillen,TRUE,DEM,13142,100
State Representative,31,Total,,,13142,
State Representative,32,Juan M. Garcia,FALSE,DEM,5401,100
State Representative,32,Total,,,5401,
State Representative,33,Vilma Luna,TRUE,DEM,6515,100
State Representative,33,Total,,,6515,
State Representative,34,Abel Herrero,TRUE,DEM,6372,100
State Representative,34,Total,,,6372,
State Representative,35,Yvonne Gonzalez Toureilles,TRUE,DEM,10397,100
State Representative,35,Total,,,10397,
State Representative,36,"Ismael ""Kino"" Flores",TRUE,DEM,7466,100
State Representative,36,Total,,,7466,
State Representative,37,Rene O. Oliveira,TRUE,DEM,4420,100
State Representative,37,Total,,,4420,
State Representative,38,David Gonzales,FALSE,DEM,2035,23.31
State Representative,38,Eddie Lucio III,FALSE,DEM,4472,51.22
State Representative,38,"Alfredo Montano, Jr.",FALSE,DEM,705,8.07
State Representative,38,Arnie Olivarez,FALSE,DEM,1519,17.4
State Representative,38,Total,,,8731,
State Representative,39,"Armando ""Mando"" Martinez",TRUE,DEM,7555,100
State Representative,39,Total,,,7555,
State Representative,40,"Aaron Pena, Jr.",TRUE,DEM,8252,100
State Representative,40,Total,,,8252,
State Representative,41,Veronica Gonzales,TRUE,DEM,7554,100
State Representative,41,Total,,,7554,
State Representative,42,"Mercurio Martinez, Jr.",FALSE,DEM,7650,32.29
State Representative,42,Sergio Mora,FALSE,DEM,3048,12.87
State Representative,42,"Jose ""Rudy"" Ochoa",FALSE,DEM,1184,5
State Representative,42,Richard Raymond,TRUE,DEM,11806,49.84
State Representative,42,Total,,,23688,
State Representative,43,Juan Manuel Escobar,TRUE,DEM,9591,61.59
State Representative,43,Richard Valdez,FALSE,DEM,5981,38.41
State Representative,43,Total,,,15572,
State Representative,45,Patrick M. Rose,TRUE,DEM,3895,100
State Representative,45,Total,,,3895,
State Representative,46,Dawnna Dukes,TRUE,DEM,2311,100
State Representative,46,Total,,,2311,
State Representative,47,Eric Beverly,FALSE,DEM,334,9.18
State Representative,47,Valinda Bolton,FALSE,DEM,1569,43.1
State Representative,47,Jason Earle,FALSE,DEM,1527,41.95
State Representative,47,Royce LeMoine,FALSE,DEM,210,5.77
State Representative,47,Total,,,3640,
State Representative,48,Andy Brown,FALSE,DEM,114,2.55
State Representative,48,Donna Howard,TRUE,DEM,4133,92.34
State Representative,48,Kathy Rider,FALSE,DEM,229,5.12
State Representative,48,Total,,,4476,
State Representative,49,Elliott Naishtat,TRUE,DEM,4457,100
State Representative,49,Total,,,4457,
State Representative,50,Mark Strama,TRUE,DEM,2466,100
State Representative,50,Total,,,2466,
State Representative,51,Eddie Rodriguez,TRUE,DEM,1672,100
State Representative,51,Total,,,1672,
State Representative,52,Karen Felthauser,FALSE,DEM,1143,100
State Representative,52,Total,,,1143,
State Representative,54,Edward  Lindsay,FALSE,DEM,1029,53.32
State Representative,54,Jesse D. Martin,FALSE,DEM,901,46.68
State Representative,54,Total,,,1930,
State Representative,55,Bill Smith,FALSE,DEM,1130,100
State Representative,55,Total,,,1130,
State Representative,57,Jim  Dunnam,TRUE,DEM,4696,100
State Representative,57,Total,,,4696,
State Representative,58,Greg A. Kauffman,FALSE,DEM,1261,100
State Representative,58,Total,,,1261,
State Representative,59,Ernie Casbeer,FALSE,DEM,2786,100
State Representative,59,Total,,,2786,
State Representative,60,Robert McKelvain,FALSE,DEM,1941,100
State Representative,60,Total,,,1941,
State Representative,62,"Peter ""Pete"" Veeck",FALSE,DEM,2203,100
State Representative,62,Total,,,2203,
State Representative,64,John McLeod,FALSE,DEM,664,100
State Representative,64,Total,,,664,
State Representative,69,David Farabee,TRUE,DEM,1964,100
State Representative,69,Total,,,1964,
State Representative,70,Rick Koster,FALSE,DEM,523,100
State Representative,70,Total,,,523,
State Representative,71,Mel Hailey,FALSE,DEM,2139,100
State Representative,71,Total,,,2139,
State Representative,74,Pete P. Gallego,TRUE,DEM,13041,100
State Representative,74,Total,,,13041,
State Representative,75,"Guillermo ""Willie"" Gandara",FALSE,DEM,2227,28.16
State Representative,75,Anibal Olague,FALSE,DEM,1290,16.31
State Representative,75,Chente Quintanilla,TRUE,DEM,4390,55.52
State Representative,75,Total,,,7907,
State Representative,76,Norma Chavez,TRUE,DEM,6817,70.1
State Representative,76,"Martha ""Marty"" Reyes",FALSE,DEM,2907,29.9
State Representative,76,Total,,,9724,
State Representative,77,Paul C. Moreno,TRUE,DEM,5448,100
State Representative,77,Total,,,5448,
State Representative,78,Leon Schydlower,FALSE,DEM,4453,100
State Representative,78,Total,,,4453,
State Representative,79,"Jerry ""Thumper"" Kelly",FALSE,DEM,837,15.3
State Representative,79,Joe C. Pickett,TRUE,DEM,4635,84.7
State Representative,79,Total,,,5472,
State Representative,80,Tracy O. King,TRUE,DEM,11369,100
State Representative,80,Total,,,11369,
State Representative,83,John E. Miller,FALSE,DEM,1777,100
State Representative,83,Total,,,1777,
State Representative,84,Pearlie Mayfield,FALSE,DEM,1505,100
State Representative,84,Total,,,1505,
State Representative,85,Joe Heflin,FALSE,DEM,4704,100
State Representative,85,Total,,,4704,
State Representative,89,Lehman Harris,FALSE,DEM,655,100
State Representative,89,Total,,,655,
State Representative,90,Lon Burnam,TRUE,DEM,1202,100
State Representative,90,Total,,,1202,
State Representative,91,Byron Sibbet,FALSE,DEM,826,100
State Representative,91,Total,,,826,
State Representative,93,Paula Hightower Pierson,FALSE,DEM,688,100
State Representative,93,Total,,,688,
State Representative,94,David Pillow,FALSE,DEM,971,100
State Representative,94,Total,,,971,
State Representative,95,Marc Veasey,TRUE,DEM,3665,100
State Representative,95,Total,,,3665,
State Representative,96,Christopher Youngblood,FALSE,DEM,1069,100
State Representative,96,Total,,,1069,
State Representative,97,Dan Barrett,FALSE,DEM,1488,100
State Representative,97,Total,,,1488,
State Representative,99,Sheila Ford,FALSE,DEM,1015,100
State Representative,99,Total,,,1015,
State Representative,100,Terri Hodge,TRUE,DEM,2384,100
State Representative,100,Total,,,2384,
State Representative,102,Harriet Miller,FALSE,DEM,778,100
State Representative,102,Total,,,778,
State Representative,103,Rafael Anchia,TRUE,DEM,870,100
State Representative,103,Total,,,870,
State Representative,104,Roberto R. Alonzo,TRUE,DEM,1119,100
State Representative,104,Total,,,1119,
State Representative,105,Bob Romano,FALSE,DEM,428,100
State Representative,105,Total,,,428,
State Representative,106,Katy Hubener,FALSE,DEM,1144,100
State Representative,106,Total,,,1144,
State Representative,107,Andy Smith,FALSE,DEM,724,38.25
State Representative,107,Allen Vaught,FALSE,DEM,1169,61.75
State Representative,107,Total,,,1893,
State Representative,108,Jack F. Borden,FALSE,DEM,602,54.78
State Representative,108,Tom E. Malin,FALSE,DEM,497,45.22
State Representative,108,Total,,,1099,
State Representative,109,"Cedric W. Davis, Sr.",FALSE,DEM,575,10.37
State Representative,109,Helen Giddings,TRUE,DEM,4969,89.63
State Representative,109,Total,,,5544,
State Representative,110,Barbara Mallory Caraway,FALSE,DEM,2396,50.87
State Representative,110,Jesse W. Jones,TRUE,DEM,2314,49.13
State Representative,110,Total,,,4710,
State Representative,111,Yvonne Davis,TRUE,DEM,4424,100
State Representative,111,Total,,,4424,
State Representative,113,Eric Brandler,FALSE,DEM,498,100
State Representative,113,Total,,,498,
State Representative,114,Phillip Shinoda,FALSE,DEM,818,100
State Representative,114,Total,,,818,
State Representative,116,Trey  Martinez Fischer,TRUE,DEM,3263,100
State Representative,116,Total,,,3263,
State Representative,117,David McQuade Leibowitz,TRUE,DEM,3079,100
State Representative,117,Total,,,3079,
State Representative,118,Joe Farias,FALSE,DEM,3236,56.71
State Representative,118,Tony Mandujano,FALSE,DEM,503,8.82
State Representative,118,"Pedro G. Molina, Jr.",FALSE,DEM,1223,21.43
State Representative,118,Larry V. Ricketts,FALSE,DEM,744,13.04
State Representative,118,Total,,,5706,
State Representative,119,Robert R. Puente,TRUE,DEM,4239,100
State Representative,119,Total,,,4239,
State Representative,120,Ruth Jones McClendon,TRUE,DEM,3719,100
State Representative,120,Total,,,3719,
State Representative,122,Larry Dean Stallings,FALSE,DEM,1724,100
State Representative,122,Total,,,1724,
State Representative,123,Mike Villarreal,TRUE,DEM,3189,100
State Representative,123,Total,,,3189,
State Representative,124,Jose Menendez,TRUE,DEM,2710,100
State Representative,124,Total,,,2710,
State Representative,125,Joaquin Castro,TRUE,DEM,3260,100
State Representative,125,Total,,,3260,
State Representative,126,Chad Khan,FALSE,DEM,465,100
State Representative,126,Total,,,465,
State Representative,127,Diane Trautman,FALSE,DEM,617,100
State Representative,127,Total,,,617,
State Representative,129,Sherrie L. Matula,FALSE,DEM,827,100
State Representative,129,Total,,,827,
State Representative,131,Alma A. Allen,TRUE,DEM,2211,100
State Representative,131,Total,,,2211,
State Representative,133,Kristi Thibaut,FALSE,DEM,532,100
State Representative,133,Total,,,532,
State Representative,134,Ellen Cohen,FALSE,DEM,2196,100
State Representative,134,Total,,,2196,
State Representative,136,Scott R. Brann,FALSE,DEM,607,100
State Representative,136,Total,,,607,
State Representative,137,Scott Hochberg,TRUE,DEM,377,100
State Representative,137,Total,,,377,
State Representative,138,Mark  McDavid,FALSE,DEM,698,100
State Representative,138,Total,,,698,
State Representative,139,Sylvester Turner,TRUE,DEM,1221,100
State Representative,139,Total,,,1221,
State Representative,140,Kevin  Bailey,TRUE,DEM,906,69.96
State Representative,140,John Reyes,FALSE,DEM,389,30.04
State Representative,140,Total,,,1295,
State Representative,141,Senfronia Thompson,TRUE,DEM,1013,100
State Representative,141,Total,,,1013,
State Representative,142,"Harold V. Dutton, Jr.",TRUE,DEM,1781,100
State Representative,142,Total,,,1781,
State Representative,143,Ana E. Hernandez,TRUE,DEM,882,100
State Representative,143,Total,,,882,
State Representative,144,Janette Padilla Sexton,FALSE,DEM,694,100
State Representative,144,Total,,,694,
State Representative,145,Richard J.,TRUE,DEM,784,100
State Representative,145,Total,,,784,
State Representative,146,"Alfred ""Al"" Bennett",FALSE,DEM,1249,19.05
State Representative,146,Al Edwards,TRUE,DEM,3158,48.16
State Representative,146,Borris L. Miles,FALSE,DEM,2150,32.79
State Representative,146,Total,,,6557,
State Representative,147,Cheryl Y. Armitige,FALSE,DEM,316,7.4
State Representative,147,Garnet F. Coleman,TRUE,DEM,3810,89.21
State Representative,147,Herschel Smith,FALSE,DEM,145,3.39
State Representative,147,Total,,,4271,
State Representative,148,Jessica Cristina Farrar,TRUE,DEM,1027,100
State Representative,148,Total,,,1027,
State Representative,149,Hubert Vo,TRUE,DEM,591,100
State Representative,149,Total,,,591,
State Representative,150,Dot NelsonTurnier,FALSE,DEM,419,100
State Representative,150,Total,,,419,
"Chief Justice, 13th Court of Appeals District",,Roy Valdez,TRUE,DEM,67919,100
"Chief Justice, 13th Court of Appeals District",,Total,,,67919,
Justice 1st Court of Appeals District,9,Jim Sharp,FALSE,DEM,41742,100
Justice 1st Court of Appeals District,9,Total,,,41742,
Justice 3rd Court of Appeals District,2,Jim Sybert Coronado,FALSE,DEM,32240,100
Justice 3rd Court of Appeals District,2,Total,,,32240,
Justice 3rd Court of Appeals District,3,Diane Henson,FALSE,DEM,33893,100
Justice 3rd Court of Appeals District,3,Total,,,33893,
Justice 3rd Court of Appeals District,5,Mina A. Brees,FALSE,DEM,33200,100
Justice 3rd Court of Appeals District,5,Total,,,33200,
Justice 3rd Court of Appeals District,6,Bree Buchanan,FALSE,DEM,33096,100
Justice 3rd Court of Appeals District,6,Total,,,33096,
Justice 4th Court of Appeals District,2,Catherine Stone,TRUE,DEM,78444,100
Justice 4th Court of Appeals District,2,Total,,,78444,
Justice 4th Court of Appeals District,3,"Richard Garcia, Jr.",FALSE,DEM,84076,100
Justice 4th Court of Appeals District,3,Total,,,84076,
Justice 4th Court of Appeals District,4,Dan Pozza,FALSE,DEM,77590,100
Justice 4th Court of Appeals District,4,Total,,,77590,
Justice 4th Court of Appeals District,5,Lauro A. Bustamante,FALSE,DEM,77337,100
Justice 4th Court of Appeals District,5,Total,,,77337,
Justice 4th Court of Appeals District,7,Eddie DeLaGarza,FALSE,DEM,81567,100
Justice 4th Court of Appeals District,7,Total,,,81567,
Justice 6th Court of Appeals District,2,Ben Franks,FALSE,DEM,21686,100
Justice 6th Court of Appeals District,2,Total,,,21686,
Justice 8th Court of Appeals District,2,Ann Crawford McClure,TRUE,DEM,34074,100
Justice 8th Court of Appeals District,2,Total,,,34074,
Justice 8th Court of Appeals District,3,David Wellington Chew,TRUE,DEM,34801,100
Justice 8th Court of Appeals District,3,Total,,,34801,
Justice 13th Court of Appeals District,2,"Federico ""Fred"" Hinojosa",TRUE,DEM,69188,100
Justice 13th Court of Appeals District,2,Total,,,69188,
Justice 13th Court of Appeals District,4,Esther Cortez,FALSE,DEM,38272,42.67
Justice 13th Court of Appeals District,4,Nelda Vidaurri Rodriguez,TRUE,DEM,51431,57.33
Justice 13th Court of Appeals District,4,Total,,,89703,
Justice 13th Court of Appeals District,5,Gina M. Benavides,FALSE,DEM,50771,55.5
Justice 13th Court of Appeals District,5,Errlinda Castillo,TRUE,DEM,40701,44.5
Justice 13th Court of Appeals District,5,Total,,,91472,
Justice 14th Court of Appeals District,6,Leora T. Kahn,FALSE,DEM,39956,100
Justice 14th Court of Appeals District,6,Total,,,39956,
District Judge,Judicial District 1A,DeLinda GibbsWalker,FALSE,DEM,5512,46.08
District Judge,Judicial District 1A,Jerome Owens,FALSE,DEM,6451,53.92
District Judge,Judicial District 1A,Total,,,11963,
District Judge,36th Judicial District,Mike Welborn,TRUE,DEM,5073,100
District Judge,36th Judicial District,Total,,,5073,
District Judge,39th Judicial District,John Fouts,FALSE,DEM,935,38.88
District Judge,39th Judicial District,Shane Hadaway,FALSE,DEM,1470,61.12
District Judge,39th Judicial District,Total,,,2405,
District Judge,44th Judicial District,Carlos Cortez,FALSE,DEM,19105,100
District Judge,44th Judicial District,Total,,,19105,
District Judge,45th Judicial District,Barbara Hanson Nellermoe,TRUE,DEM,27128,100
District Judge,45th Judicial District,Total,,,27128,
District Judge,46th Judicial District,Dan Mike Bird,FALSE,DEM,1349,100
District Judge,46th Judicial District,Total,,,1349,
District Judge,49th Judicial District,Manuel R. Flores,TRUE,DEM,17097,49.21
District Judge,49th Judicial District,Joe Lopez,FALSE,DEM,17647,50.79
District Judge,49th Judicial District,Total,,,34744,
District Judge,54th Judicial District,Scott Peterson,FALSE,DEM,2452,100
District Judge,54th Judicial District,Total,,,2452,
District Judge,58th Judicial District,Kip Glasscock,FALSE,DEM,8718,29.01
District Judge,58th Judicial District,Bob Wortham,FALSE,DEM,21332,70.99
District Judge,58th Judicial District,Total,,,30050,
District Judge,68th Judicial District,Martin Hoffman,FALSE,DEM,18730,100
District Judge,68th Judicial District,Total,,,18730,
District Judge,75th Judicial District,"C.T. ""Rusty"" Hight",TRUE,DEM,3380,100
District Judge,75th Judicial District,Total,,,3380,
District Judge,81st Judicial District,Donna S. Rayes,TRUE,DEM,6793,100
District Judge,81st Judicial District,Total,,,6793,
District Judge,82nd Judicial District,Robert Stem,TRUE,DEM,3405,100
District Judge,82nd Judicial District,Total,,,3405,
District Judge,83rd Judicial District,Frank Lacy,FALSE,DEM,3364,100
District Judge,83rd Judicial District,Total,,,3364,
District Judge,92nd Judicial District  Unexpired Term,Eric Cardenas Jarvis,FALSE,DEM,16006,34.94
District Judge,92nd Judicial District  Unexpired Term,"Ricardo Rodriguez, Jr.",FALSE,DEM,29799,65.06
District Judge,92nd Judicial District  Unexpired Term,Total,,,45805,
District Judge,94th Judicial District,Bobby  Galvan,FALSE,DEM,9934,59.03
District Judge,94th Judicial District,Angelica Hernandez,FALSE,DEM,6895,40.97
District Judge,94th Judicial District,Total,,,16829,
District Judge,101st Judicial District,"Martin ""Marty"" Lowy",FALSE,DEM,18258,100
District Judge,101st Judicial District,Total,,,18258,
District Judge,102nd Judicial District,John Miller,TRUE,DEM,4268,100
District Judge,102nd Judicial District,Total,,,4268,
District Judge,103rd Judicial District,Janet Leal,FALSE,DEM,12166,68.13
District Judge,103rd Judicial District,Ruben R. Pena,FALSE,DEM,5692,31.87
District Judge,103rd Judicial District,Total,,,17858,
District Judge,105th Judicial District,J. Manuel Ba̱ales,TRUE,DEM,17112,100
District Judge,105th Judicial District,Total,,,17112,
District Judge,106th Judicial District,James J. Napper,FALSE,DEM,2137,100
District Judge,106th Judicial District,Total,,,2137,
District Judge,107th Judicial District,"Benjamin Euresti, Jr.",TRUE,DEM,11355,100
District Judge,107th Judicial District,Total,,,11355,
District Judge,109th Judicial District,James L. Rex,TRUE,DEM,1900,100
District Judge,109th Judicial District,Total,,,1900,
District Judge,111th Judicial District,Raul Vasquez,TRUE,DEM,22630,100
District Judge,111th Judicial District,Total,,,22630,
District Judge,112th Judicial District,"Pedro (Pete) Gomez, Jr.",FALSE,DEM,2876,56.61
District Judge,112th Judicial District,Albert G.  Valadez,FALSE,DEM,2204,43.39
District Judge,112th Judicial District,Total,,,5080,
District Judge,115th Judicial District,"Lauren ""Laurie"" Parish",TRUE,DEM,2811,100
District Judge,115th Judicial District,Total,,,2811,
District Judge,116th Judicial District,Bruce Priddy,FALSE,DEM,17861,100
District Judge,116th Judicial District,Total,,,17861,
District Judge,117th Judicial District,Sandra Watts,TRUE,DEM,13586,100
District Judge,117th Judicial District,Total,,,13586,
District Judge,120th Judicial District,Luis Aguilar,TRUE,DEM,11645,33.34
District Judge,120th Judicial District,Jesus R. Herrera,FALSE,DEM,7665,21.94
District Judge,120th Judicial District,Maria SalasMendoza,FALSE,DEM,15621,44.72
District Judge,120th Judicial District,Total,,,34931,
District Judge,138th Judicial District  Unexpired Term,Arturo Cisneros Nelson,FALSE,DEM,10796,100
District Judge,138th Judicial District  Unexpired Term,Total,,,10796,
District Judge,144th Judicial District,Catherine TorresStahl,TRUE,DEM,28003,100
District Judge,144th Judicial District,Total,,,28003,
District Judge,147th Judicial District,Wilford Flowers,TRUE,DEM,16525,100
District Judge,147th Judicial District,Total,,,16525,
District Judge,148th Judicial District,Fred Jimenez,FALSE,DEM,7933,48.37
District Judge,148th Judicial District,Marisela Saldana,FALSE,DEM,8467,51.63
District Judge,148th Judicial District,Total,,,16400,
District Judge,150th Judicial District,Carleton B. Spears,FALSE,DEM,27796,100
District Judge,150th Judicial District,Total,,,27796,
District Judge,155th Judicial District,Dan R. Beck,TRUE,DEM,3598,100
District Judge,155th Judicial District,Total,,,3598,
District Judge,156th Judicial District,Joel B. Johnson,TRUE,DEM,5338,100
District Judge,156th Judicial District,Total,,,5338,
District Judge,160th Judicial District,Jim Jordan,FALSE,DEM,18196,100
District Judge,160th Judicial District,Total,,,18196,
District Judge,168th Judicial District,Guadalupe Rivera,TRUE,DEM,26934,100
District Judge,168th Judicial District,Total,,,26934,
District Judge,171st Judicial District,Bonnie Rangel,TRUE,DEM,25578,100
District Judge,171st Judicial District,Total,,,25578,
