office,district,candidate,incumbent,party,votes,pct
Comptroller of Public Accounts,,Fred Head,False,DEM,1585362,37.01
Comptroller of Public Accounts,,Mike Burris,False,LIB,150565,3.52
Comptroller of Public Accounts,,Total,,,4283250,
Commissioner of the General Land Office,,Jerry Patterson,True,REP,2317554,55.13
Commissioner of the General Land Office,,VaLinda Hathcox,False,DEM,1721964,40.96
Commissioner of the General Land Office,,Michael A. French,False,LIB,164098,3.90
Commissioner of the General Land Office,,Total,,,4203616,
Commissioner of Agriculture,,Todd Staples,False,REP,2307406,54.77
Commissioner of Agriculture,,Hank Gilbert,False,DEM,1760402,41.79
Commissioner of Agriculture,,Clay Woolam,False,LIB,144989,3.44
Commissioner of Agriculture,,Total,,,4212797,
Railroad Commissioner,,Elizabeth Ames Jones,True,REP,2269743,54.04
Railroad Commissioner,,Dale Henry,False,DEM,1752947,41.73
Railroad Commissioner,,Tabitha Serrano,False,LIB,177648,4.23
Railroad Commissioner,,Total,,,4200338,
"Chief Justice, Supreme Court  Unexpired Term",,Wallace Jefferson,True,REP,2575696,76.13
"Chief Justice, Supreme Court  Unexpired Term",,Tom Oxford,False,LIB,799373,23.63
"Chief Justice, Supreme Court  Unexpired Term",,Charles E. Waterbury,False,WI,8045,0.24
"Chief Justice, Supreme Court  Unexpired Term",,Total,,,3383114,
Justice Supreme Court,2,Don Willett,True,REP,2135612,51.05
Justice Supreme Court,2,"William E. ""Bill"" Moody",False,DEM,1877909,44.89
Justice Supreme Court,2,Wade Wilson,False,LIB,169918,4.06
Justice Supreme Court,2,Total,,,4183439,
Justice Supreme Court,4,David M. Medina,True,REP,2558036,75.48
Justice Supreme Court,4,Jerry Adkins,False,LIB,830780,24.52
Justice Supreme Court,4,Total,,,3388816,
Justice Supreme Court,6,Nathan Hecht,True,REP,2560036,75.93
Justice Supreme Court,6,Todd Phillippi,False,LIB,811527,24.07
Justice Supreme Court,6,Total,,,3371563,
Justice Supreme Court,8  Unexpired Term,Phil Johnson,True,REP,2563089,76.31
Justice Supreme Court,8  Unexpired Term,Jay H. Cookingham,False,LIB,795718,23.69
Justice Supreme Court,8  Unexpired Term,Total,,,3358807,
"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,True,REP,2346204,56.65
"Presiding Judge, Court of Criminal Appeals",,J.R. Molina,False,DEM,1795416,43.35
"Presiding Judge, Court of Criminal Appeals",,Total,,,4141620,
Judge Court of Criminal Appeals,7,Barbara Parker Hervey,True,REP,2557034,75.86
Judge Court of Criminal Appeals,7,Quanah Parker,False,LIB,813731,24.14
Judge Court of Criminal Appeals,7,Total,,,3370765,
Judge Court of Criminal Appeals,8,Charles Holcomb,True,REP,2548406,76.03
Judge Court of Criminal Appeals,8,Dave Howard,False,LIB,803439,23.97
Judge Court of Criminal Appeals,8,Total,,,3351845,
Member State Board of Education,1,René  Nuñez,True,DEM,133110,100.00
Member State Board of Education,1,Total,,,133110,
Member State Board of Education,3,Tony  Cunningham,False,REP,80695,40.66
Member State Board of Education,3,Rick Agosto,False,DEM,117786,59.34
Member State Board of Education,3,Total,,,198481,
Member State Board of Education,4,Lawrence A. Allen,True,DEM,126252,100.00
Member State Board of Education,4,Total,,,126252,
Member State Board of Education,5,Ken Mercer,False,REP,234807,71.11
Member State Board of Education,5,Bill Oliver,False,LIB,95406,28.89
Member State Board of Education,5,Total,,,330213,
Member State Board of Education,9,Don McLeroy,True,REP,192218,59.59
Member State Board of Education,9,Maggie Charleton,False,DEM,130375,40.41
Member State Board of Education,9,Total,,,322593,
Member State Board of Education,10,Cynthia Dunbar,False,REP,221808,70.31
Member State Board of Education,10,Martin Thomen,False,LIB,93679,29.69
Member State Board of Education,10,Total,,,315487,
Member State Board of Education,12,Geraldine 'Tincy'  Miller,True,REP,186295,77.85
Member State Board of Education,12,Matthew Havener,False,LIB,53013,22.15
Member State Board of Education,12,Total,,,239308,
Member State Board of Education,15,Bob Craig,True,REP,202999,83.82
Member State Board of Education,15,Brandon Stacker,False,LIB,39191,16.18
Member State Board of Education,15,Total,,,242190,
State Senator,1,Kevin P. Eltife,True,REP,109450,83.13
State Senator,1,Jason Albers,False,LIB,22211,16.87
State Senator,1,Total,,,131661,
State Senator,2,Bob Deuell,True,REP,92431,78.68
State Senator,2,Dennis Kaptain,False,LIB,25043,21.32
State Senator,2,Total,,,117474,
State Senator,3,Robert Nichols,False,REP,119629,100.00
State Senator,3,Total,,,119629,
State Senator,5,Steve  Ogden,True,REP,105979,61.48
State Senator,5,Stephen Wyman,False,DEM,59671,34.62
State Senator,5,Darrell R. Grear,False,LIB,6719,3.90
State Senator,5,Total,,,172369,
State Senator,7,Dan Patrick,False,REP,118067,69.19
State Senator,7,F. Michael Kubosh,False,DEM,52586,30.81
State Senator,7,Total,,,170653,
State Senator,8,Florence Shapiro,True,REP,127590,100.00
State Senator,8,Total,,,127590,
State Senator,12,Jane Nelson,True,REP,109513,63.98
State Senator,12,Dwight B. Fullingim,False,DEM,55380,32.35
State Senator,12,Morgan Ware,False,LIB,6273,3.66
State Senator,12,Total,,,171166,
State Senator,13,Rodney Ellis,True,DEM,90148,100.00
State Senator,13,Total,,,90148,
State Senator,14,Kirk Watson,False,DEM,127223,80.32
State Senator,14,"Robert ""Rock"" Howard",False,LIB,31180,19.68
State Senator,14,Total,,,158403,
State Senator,15,Angel DeLaRosa,False,REP,33396,36.99
State Senator,15,John Whitmire,True,DEM,56884,63.01
State Senator,15,Total,,,90280,
State Senator,17,Kyle  Janek,True,REP,88483,77.82
State Senator,17,Phil Kurtz,False,LIB,25212,22.18
State Senator,17,Total,,,113695,
State Senator,18,Glenn Hegar,False,REP,110512,78.92
State Senator,18,"Roy O. Wright, II",False,LIB,29511,21.08
State Senator,18,Total,,,140023,
State Senator,19,Dick Bowen,False,REP,40621,40.83
State Senator,19,Carlos I. Uresti,False,DEM,58876,59.17
State Senator,19,Total,,,99497,
State Senator,22,Kip Averitt,True,REP,112765,80.60
State Senator,22,Phil Smart,False,LIB,27141,19.40
State Senator,22,Total,,,139906,
State Senator,25,Jeff Wentworth,True,REP,132872,58.32
State Senator,25,"Kathleen ""Kathi""  Thomas",False,DEM,84816,37.23
State Senator,25,James R. (Bob) Thompson,False,LIB,10137,4.45
State Senator,25,Total,,,227825,
State Senator,29,"Donald R. ""Dee"" Margo",False,REP,36127,41.21
State Senator,29,Eliot Shapleigh,True,DEM,51531,58.79
State Senator,29,Total,,,87658,
State Representative,1,Stephen J. Frost,True,DEM,21841,86.79
State Representative,1,Tim Eason,False,LIB,3324,13.21
State Representative,1,Total,,,25165,
State Representative,2,Dan Flynn,True,REP,18783,58.49
State Representative,2,Scott Cornuaud,False,DEM,11926,37.14
State Representative,2,Dawn M. Childs,False,LIB,1404,4.37
State Representative,2,Total,,,32113,
State Representative,3,Kirby Hollingsworth,False,REP,14032,41.68
State Representative,3,Mark S. Homer,True,DEM,19632,58.32
State Representative,3,Total,,,33664,
State Representative,4,Betty Brown,True,REP,21547,59.45
State Representative,4,"K.J. ""Bear"" Gleason",False,DEM,13128,36.22
State Representative,4,Rick E. Carter,False,LIB,1567,4.32
State Representative,4,Total,,,36242,
State Representative,5,Bryan Hughes,True,REP,26286,81.94
State Representative,5,Tim Carmichael,False,LIB,5795,18.06
State Representative,5,Total,,,32081,
State Representative,6,Leo  Berman,True,REP,25496,100.00
State Representative,6,Total,,,25496,
State Representative,7,Tommy Merritt,True,REP,20810,68.44
State Representative,7,Patrick Franklin,False,DEM,8701,28.61
State Representative,7,Jonathan A. Rasco,False,LIB,897,2.95
State Representative,7,Total,,,30408,
State Representative,8,Byron Cook,True,REP,17767,57.86
State Representative,8,Sharon Cade Davis,False,DEM,12938,42.14
State Representative,8,Total,,,30705,
State Representative,9,Wayne Christian,False,REP,20838,100.00
State Representative,9,Total,,,20838,
State Representative,10,Jim Pitts,True,REP,25196,66.81
State Representative,10,Kerry L. Horn,False,DEM,12516,33.19
State Representative,10,Total,,,37712,
State Representative,11,Larry K. Durrett,False,REP,15918,46.11
State Representative,11,Chuck Hopson,True,DEM,17603,51.00
State Representative,11,Paul (Blue) Story,False,LIB,998,2.89
State Representative,11,Total,,,34519,
State Representative,12,Jody Anderson,False,REP,15707,42.08
State Representative,12,Jim McReynolds,True,DEM,20747,55.58
State Representative,12,Donald B. Keith,False,LIB,873,2.34
State Representative,12,Total,,,37327,
State Representative,13,Lois W. Kolkhorst,True,REP,24170,82.84
State Representative,13,Charles Stigall,False,LIB,5006,17.16
State Representative,13,Total,,,29176,
State Representative,14,Fred Brown,True,REP,22056,100.00
State Representative,14,Total,,,22056,
State Representative,15,Rob  Eissler,True,REP,30880,73.33
State Representative,15,Sammie Miller,False,DEM,9597,22.79
State Representative,15,Brian J. Drake,False,LIB,1633,3.88
State Representative,15,Total,,,42110,
State Representative,16,C. Brandon Creighton,False,REP,23945,75.04
State Representative,16,Pat Poland,False,DEM,7963,24.96
State Representative,16,Total,,,31908,
State Representative,17,Tim Kleinschmidt,False,REP,19225,47.89
State Representative,17,Robby Cook,True,DEM,19640,48.92
State Representative,17,Roderick (Rod) Gibbs,False,LIB,1283,3.20
State Representative,17,Total,,,40148,
State Representative,18,John  Otto,True,REP,19153,76.00
State Representative,18,Kris Overstreet,False,LIB,6048,24.00
State Representative,18,Total,,,25201,
State Representative,19,Mike  Hamilton,True,REP,16082,57.36
State Representative,19,Paul Clayton,False,DEM,11957,42.64
State Representative,19,Total,,,28039,
State Representative,20,Dan M. Gattis,True,REP,31158,63.38
State Representative,20,Jim Stauber,False,DEM,18006,36.62
State Representative,20,Total,,,49164,
State Representative,21,Allan B. Ritter,True,DEM,20811,100.00
State Representative,21,Total,,,20811,
State Representative,22,Joe  Deshotel,True,DEM,14516,90.75
State Representative,22,Judith Cobbett,False,LIB,1479,9.25
State Representative,22,Total,,,15995,
State Representative,23,Craig Eiland,True,DEM,22618,83.80
State Representative,23,Raymond Lloyd,False,LIB,4374,16.20
State Representative,23,Total,,,26992,
State Representative,24,Larry  Taylor,True,REP,24992,77.69
State Representative,24,Brady Lee Hutchison,False,LIB,7176,22.31
State Representative,24,Total,,,32168,
State Representative,25,Dennis Bonnen,True,REP,21867,100.00
State Representative,25,Total,,,21867,
State Representative,26,Charlie Howard,True,REP,26374,100.00
State Representative,26,Total,,,26374,
State Representative,27,Ken Bryant,False,REP,13475,39.20
State Representative,27,Dora Olivo,True,DEM,20898,60.80
State Representative,27,Total,,,34373,
State Representative,28,John Zerwas,False,REP,25094,62.96
State Representative,28,Dorothy Bottos,False,DEM,14760,37.04
State Representative,28,Total,,,39854,
State Representative,29,Glenda Dawson,True,REP,21221,60.41
State Representative,29,Anthony A. Dinovo,False,DEM,13908,39.59
State Representative,29,Total,,,35129,
State Representative,30,Geanie W. Morrison,True,REP,24725,100.00
State Representative,30,Total,,,24725,
State Representative,31,Ryan Guillen,True,DEM,12711,100.00
State Representative,31,Total,,,12711,
State Representative,32,Gene Seaman,True,REP,16840,46.16
State Representative,32,Juan M. Garcia,False,DEM,17607,48.26
State Representative,32,Lenard L. Nelson,False,LIB,2038,5.59
State Representative,32,Total,,,36485,
State Representative,33,Joe McComb,False,REP,13023,47.92
State Representative,33,"Solomon P. Ortiz, Jr.",False,DEM,14154,52.08
State Representative,33,Total,,,27177,
State Representative,34,Abel Herrero,True,DEM,17561,78.41
State Representative,34,Bradley Moore,False,LIB,4835,21.59
State Representative,34,Total,,,22396,
State Representative,35,Michael  Esparza,False,REP,12780,41.98
State Representative,35,Yvonne Gonzalez Toureilles,True,DEM,16042,52.69
State Representative,35,Edward Elmer,False,LIB,1623,5.33
State Representative,35,Total,,,30445,
State Representative,36,"Ismael ""Kino"" Flores",True,DEM,8776,100.00
State Representative,36,Total,,,8776,
State Representative,37,Rene O. Oliveira,True,DEM,10113,100.00
State Representative,37,Total,,,10113,
State Representative,38,Luis Cavazos,False,REP,5054,28.51
State Representative,38,Eddie Lucio III,False,DEM,11335,63.94
State Representative,38,Linda E. McNally,False,LIB,1339,7.55
State Representative,38,Total,,,17728,
State Representative,39,"Armando ""Mando"" Martinez",True,DEM,8122,100.00
State Representative,39,Total,,,8122,
State Representative,40,"Aaron Pena, Jr.",True,DEM,7073,100.00
State Representative,40,Total,,,7073,
State Representative,41,Veronica Gonzales,True,DEM,9794,100.00
State Representative,41,Total,,,9794,
State Representative,42,Richard Raymond,True,DEM,12787,100.00
State Representative,42,Total,,,12787,
State Representative,43,Juan Manuel Escobar,True,DEM,12164,100.00
State Representative,43,Total,,,12164,
State Representative,44,Edmund Kuempel,True,REP,28931,100.00
State Representative,44,Total,,,28931,
State Representative,45,Jim Neuhaus,False,REP,14949,35.84
State Representative,45,Patrick M. Rose,True,DEM,25080,60.12
State Representative,45,Tom Gleinser,False,LIB,1686,4.04
State Representative,45,Total,,,41715,
State Representative,46,Dawnna Dukes,True,DEM,17343,85.34
State Representative,46,Richard Wedeikes,False,LIB,2980,14.66
State Representative,46,Total,,,20323,
State Representative,47,Bill Welch,False,REP,24447,45.54
State Representative,47,Valinda Bolton,False,DEM,26975,50.24
State Representative,47,Yvonne Schick,False,LIB,2265,4.22
State Representative,47,Total,,,53687,
State Representative,48,Donna Howard,True,DEM,31255,77.76
State Representative,48,Ben Easton,False,LIB,8939,22.24
State Representative,48,Total,,,40194,
State Representative,49,Elliott Naishtat,True,DEM,32381,84.12
State Representative,49,Lisa McKay,False,LIB,6111,15.88
State Representative,49,Total,,,38492,
State Representative,50,Jeff  Fleece,False,REP,13681,33.64
State Representative,50,Mark Strama,True,DEM,25098,61.71
State Representative,50,Jerry Chandler,False,LIB,1892,4.65
State Representative,50,Total,,,40671,
State Representative,51,Eddie Rodriguez,True,DEM,13521,85.72
State Representative,51,Arthur DiBianca,False,LIB,2252,14.28
State Representative,51,Total,,,15773,
State Representative,52,Mike  Krusee,True,REP,18853,50.45
State Representative,52,Karen Felthauser,False,DEM,16520,44.21
State Representative,52,Lillian Simmons,False,LIB,1998,5.35
State Representative,52,Total,,,37371,
State Representative,53,Harvey Hilderbran,True,REP,30966,85.32
State Representative,53,B.W. Holk,False,LIB,5328,14.68
State Representative,53,Total,,,36294,
State Representative,54,Jimmie Don Aycock,False,REP,16314,60.45
State Representative,54,Edward  Lindsay,False,DEM,9802,36.32
State Representative,54,Nicolaas Kramer,False,LIB,873,3.23
State Representative,54,Total,,,26989,
State Representative,55,Dianne White Delisi,True,REP,17428,66.35
State Representative,55,Bill Smith,False,DEM,8837,33.65
State Representative,55,Total,,,26265,
State Representative,56,"Charles ""Doc"" Anderson",True,REP,27961,78.73
State Representative,56,Tom Kilbride,False,LIB,7556,21.27
State Representative,56,Total,,,35517,
State Representative,57,Jim  Dunnam,True,DEM,19274,86.16
State Representative,57,Neill Snider,False,LIB,3097,13.84
State Representative,57,Total,,,22371,
State Representative,58,Rob Orr,True,REP,21766,62.76
State Representative,58,Greg A. Kauffman,False,DEM,11419,32.92
State Representative,58,Tom Stewart,False,LIB,1497,4.32
State Representative,58,Total,,,34682,
State Representative,59,Sid Miller,True,REP,15235,55.54
State Representative,59,Ernie Casbeer,False,DEM,12198,44.46
State Representative,59,Total,,,27433,
State Representative,60,James L. ,True,REP,24223,67.19
State Representative,60,Robert McKelvain,False,DEM,10645,29.53
State Representative,60,Al Barrera,False,LIB,1185,3.29
State Representative,60,Total,,,36053,
State Representative,61,Phil King,True,REP,27470,80.40
State Representative,61,"Richard Forsythe, Jr.",False,LIB,6696,19.60
State Representative,61,Total,,,34166,
State Representative,62,Larry Phillips,True,REP,20031,61.15
State Representative,62,"Peter ""Pete"" Veeck",False,DEM,12725,38.85
State Representative,62,Total,,,32756,
State Representative,63,Tan Parker,False,REP,31958,100.00
State Representative,63,Total,,,31958,
State Representative,64,Myra Crownover,True,REP,19266,59.92
State Representative,64,John McLeod,False,DEM,12888,40.08
State Representative,64,Total,,,32154,
State Representative,65,Burt  Solomons,True,REP,20687,78.39
State Representative,65,John E. Shuey,False,LIB,5704,21.61
State Representative,65,Total,,,26391,
State Representative,66,Brian McCall,True,REP,24399,80.34
State Representative,66,Benjamin Westfried,False,LIB,5972,19.66
State Representative,66,Total,,,30371,
State Representative,67,Jerry  Madden,True,REP,18211,100.00
State Representative,67,Total,,,18211,
State Representative,68,"Richard L. ""Rick"" Hardcastle",True,REP,26949,100.00
State Representative,68,Total,,,26949,
State Representative,69,Shirley Craft,False,REP,11966,39.63
State Representative,69,David Farabee,True,DEM,17571,58.19
State Representative,69,Richard Brown,False,LIB,659,2.18
State Representative,69,Total,,,30196,
State Representative,70,Ken Paxton,True,REP,30062,69.03
State Representative,70,Rick Koster,False,DEM,12265,28.16
State Representative,70,Robert R. Virasin,False,LIB,1222,2.81
State Representative,70,Total,,,43549,
State Representative,71,Susan King,False,REP,18026,57.66
State Representative,71,Mel Hailey,False,DEM,12547,40.14
State Representative,71,Vanessa Harris,False,LIB,687,2.20
State Representative,71,Total,,,31260,
State Representative,72,Drew Darby,False,REP,19334,81.46
State Representative,72,Dennis Higgins,False,LIB,4401,18.54
State Representative,72,Total,,,23735,
State Representative,73,Nathan Macias,False,REP,35785,75.15
State Representative,73,Charles B. Ellis,False,LIB,9142,19.20
State Representative,73,Daniel C. Boone,False,WI,2690,5.65
State Representative,73,Total,,,47617,
State Representative,74,Pete P. Gallego,True,DEM,19324,100.00
State Representative,74,Total,,,19324,
State Representative,75,"Paul Johnson, Jr.",False,REP,5435,34.29
State Representative,75,Chente Quintanilla,True,DEM,10413,65.71
State Representative,75,Total,,,15848,
State Representative,76,Norma Chavez,True,DEM,12886,100.00
State Representative,76,Total,,,12886,
State Representative,77,Paul C. Moreno,True,DEM,11375,100.00
State Representative,77,Total,,,11375,
State Representative,78,Patrick B. Haggerty,True,REP,18837,100.00
State Representative,78,Total,,,18837,
State Representative,79,Joe C. Pickett,True,DEM,12623,100.00
State Representative,79,Total,,,12623,
State Representative,80,Tracy O. King,True,DEM,15466,100.00
State Representative,80,Total,,,15466,
State Representative,81,"G.E. ""Buddy"" West",True,REP,16187,84.78
State Representative,81,Billy Grimes,False,LIB,2907,15.22
State Representative,81,Total,,,19094,
State Representative,82,Tom Craddick,True,REP,24187,100.00
State Representative,82,Total,,,24187,
State Representative,83,Delwin Jones,True,REP,27887,73.29
State Representative,83,John E. Miller,False,DEM,10161,26.71
State Representative,83,Total,,,38048,
State Representative,84,Carl H. Isett,True,REP,15751,66.13
State Representative,84,Pearlie Mayfield,False,DEM,8068,33.87
State Representative,84,Total,,,23819,
State Representative,85,Jim Landtroop,False,REP,14106,48.27
State Representative,85,Joe Heflin,False,DEM,14323,49.01
State Representative,85,David K. Schumacher,False,LIB,793,2.71
State Representative,85,Total,,,29222,
State Representative,86,John Smithee,True,REP,28951,86.46
State Representative,86,Bill Glover,False,LIB,4532,13.54
State Representative,86,Total,,,33483,
State Representative,87,David Swinford,True,REP,16993,100.00
State Representative,87,Total,,,16993,
State Representative,88,Warren Chisum,True,REP,24044,85.00
State Representative,88,Timothy Justice,False,LIB,4244,15.00
State Representative,88,Total,,,28288,
State Representative,89,Jodie Laubenberg,True,REP,30841,69.88
State Representative,89,Lehman Harris,False,DEM,11522,26.11
State Representative,89,Helen Rhine,False,LIB,1773,4.02
State Representative,89,Total,,,44136,
State Representative,90,Lon Burnam,True,DEM,9650,86.43
State Representative,90,Rod Wingo,False,LIB,1515,13.57
State Representative,90,Total,,,11165,
State Representative,91,Kelly Hancock,False,REP,17770,59.07
State Representative,91,Byron Sibbet,False,DEM,11361,37.77
State Representative,91,Garland Franklin,False,LIB,950,3.16
State Representative,91,Total,,,30081,
State Representative,92,Todd Smith,True,REP,22491,100.00
State Representative,92,Total,,,22491,
State Representative,93,Toby Goodman,True,REP,10349,46.95
State Representative,93,Paula Hightower Pierson,False,DEM,10936,49.61
State Representative,93,"Max W. Koch, III",False,LIB,759,3.44
State Representative,93,Total,,,22044,
State Representative,94,Diane Patrick,False,REP,21800,63.54
State Representative,94,David Pillow,False,DEM,11147,32.49
State Representative,94,Leslie Herman,False,LIB,1363,3.97
State Representative,94,Total,,,34310,
State Representative,95,Marc Veasey,True,DEM,18259,90.53
State Representative,95,John Paul Robinson,False,LIB,1909,9.47
State Representative,95,Total,,,20168,
State Representative,96,Bill Zedler,True,REP,19520,52.46
State Representative,96,Christopher Youngblood,False,DEM,16483,44.30
State Representative,96,Samuel S. Thomas,False,LIB,1206,3.24
State Representative,96,Total,,,37209,
State Representative,97,Anna Mowery,True,REP,23164,55.93
State Representative,97,Dan Barrett,False,DEM,16908,40.82
State Representative,97,Carlos M. Garcia,False,LIB,1344,3.25
State Representative,97,Total,,,41416,
State Representative,98,Vicki Truitt,True,REP,36509,83.59
State Representative,98,Jacob Gregory Glatz,False,LIB,7165,16.41
State Representative,98,Total,,,43674,
