county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,limited
Comanche,Pct 1,County Commissioner Precinct 1,,REP,Sheldon T. Scott,930,27,754,149,0,0
Comanche,Pct 1,County Commissioner Precinct 1,,,Under Votes,190,6,134,38,0,12
Comanche,Pct 1,County Commissioner Precinct 1,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 1,County Constable,,REP,Mark McDonald,916,27,749,140,0,0
Comanche,Pct 1,County Constable,,,Under Votes,204,6,139,47,0,12
Comanche,Pct 1,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,Registered Voters,,,,1906,,,,,
Comanche,Pct 2,Ballots Cast,,,,1171,,,,,
Comanche,Pct 2,President,,REP,Donald J. Trump,1023,28,833,154,0,8
Comanche,Pct 2,President,,DEM,Kamala D. Harris,137,11,87,39,0,0
Comanche,Pct 2,President,,LIB,Chase Oliver,4,0,4,0,0,0
Comanche,Pct 2,President,,GRN,Jill Stein,1,0,0,1,0,0
Comanche,Pct 2,President,,,Under Votes,6,0,5,1,0,0
Comanche,Pct 2,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,U.S. Senate,,REP,Ted Cruz,979,27,803,141,0,8
Comanche,Pct 2,U.S. Senate,,DEM,Colin Allred,170,12,112,46,0,0
Comanche,Pct 2,U.S. Senate,,LIB,Ted Brown,15,0,11,4,0,0
Comanche,Pct 2,U.S. Senate,,,Under Votes,7,0,3,4,0,0
Comanche,Pct 2,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,U.S. House,25,REP,Roger Williams,984,29,800,152,0,3
Comanche,Pct 2,U.S. House,25,,CHAD HAGG,6,0,6,0,0,0
Comanche,Pct 2,U.S. House,25,,Under Votes,181,10,123,43,0,5
Comanche,Pct 2,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,Railroad Commissioner,,REP,Christi Craddick,942,26,779,130,0,7
Comanche,Pct 2,Railroad Commissioner,,DEM,Katherine Culbert,104,9,66,29,0,0
Comanche,Pct 2,Railroad Commissioner,,LIB,Hawk Dunlap,29,1,21,7,0,0
Comanche,Pct 2,Railroad Commissioner,,GRN,Eddie Espinoza,21,1,10,10,0,0
Comanche,Pct 2,Railroad Commissioner,,,Under Votes,72,2,51,18,0,1
Comanche,Pct 2,Railroad Commissioner,,,Over Votes,3,0,2,1,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,986,28,807,143,0,8
Comanche,Pct 2,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,126,10,78,38,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 2",,,Under Votes,58,1,43,14,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 2",,,Over Votes,1,0,1,0,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 4",,REP,John Devine,962,26,791,137,0,8
Comanche,Pct 2,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,143,11,91,41,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 4",,,Under Votes,66,2,47,17,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 6",,REP,Jane Bland,952,27,786,131,0,8
Comanche,Pct 2,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,131,10,79,42,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,21,0,16,5,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 6",,,Under Votes,67,2,48,17,0,0
Comanche,Pct 2,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,977,27,800,142,0,8
Comanche,Pct 2,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,124,10,80,34,0,0
Comanche,Pct 2,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,70,2,49,19,0,0
Comanche,Pct 2,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,972,27,799,138,0,8
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,126,11,76,39,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,73,1,54,18,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,973,27,800,138,0,8
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,123,10,76,37,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,75,2,53,20,0,0
Comanche,Pct 2,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,State House,68,REP,David Spiller,968,29,794,142,0,3
Comanche,Pct 2,State House,68,DEM,Stacey Swann,139,10,89,40,0,0
Comanche,Pct 2,State House,68,,Under Votes,64,0,46,13,0,5
Comanche,Pct 2,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,972,27,799,146,0,0
Comanche,Pct 2,"Chief Justice, 11th Court of Appeals District",,,Under Votes,199,12,130,49,0,8
Comanche,Pct 2,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,"District Attorney, 220th Judicial District",,REP,Adam Sibley,968,28,791,149,0,0
Comanche,Pct 2,"District Attorney, 220th Judicial District",,,Under Votes,203,11,138,46,0,8
Comanche,Pct 2,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,County Attorney,,REP,Molly Odgers,969,28,792,149,0,0
Comanche,Pct 2,County Attorney,,,Under Votes,202,11,137,46,0,8
Comanche,Pct 2,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,Sheriff,,REP,Chris Pounds,979,29,801,149,0,0
Comanche,Pct 2,Sheriff,,,Under Votes,192,10,128,46,0,8
Comanche,Pct 2,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,County Tax Assessor-Collector,,REP,Grace E. Everheart,978,27,800,151,0,0
Comanche,Pct 2,County Tax Assessor-Collector,,,Under Votes,193,12,129,44,0,8
Comanche,Pct 2,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 2,County Constable,,REP,Mark McDonald,969,26,791,152,0,0
Comanche,Pct 2,County Constable,,,Under Votes,202,13,138,43,0,8
Comanche,Pct 2,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,Registered Voters,,,,92,,,,,
Comanche,Pct 4,Ballots Cast,,,,87,,,,,
Comanche,Pct 4,President,,REP,Donald J. Trump,79,1,57,10,0,11
Comanche,Pct 4,President,,DEM,Kamala D. Harris,8,0,8,0,0,0
Comanche,Pct 4,President,,LIB,Chase Oliver,0,0,0,0,0,0
Comanche,Pct 4,President,,GRN,Jill Stein,0,0,0,0,0,0
Comanche,Pct 4,President,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 4,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,U.S. Senate,,REP,Ted Cruz,77,1,56,10,0,10
Comanche,Pct 4,U.S. Senate,,DEM,Colin Allred,8,0,7,0,0,1
Comanche,Pct 4,U.S. Senate,,LIB,Ted Brown,2,0,2,0,0,0
Comanche,Pct 4,U.S. Senate,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 4,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,U.S. House,25,REP,Roger Williams,69,1,54,10,0,4
Comanche,Pct 4,U.S. House,25,,Under Votes,18,0,11,0,0,7
Comanche,Pct 4,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,Railroad Commissioner,,REP,Christi Craddick,68,1,47,10,0,10
Comanche,Pct 4,Railroad Commissioner,,DEM,Katherine Culbert,9,0,8,0,0,1
Comanche,Pct 4,Railroad Commissioner,,LIB,Hawk Dunlap,5,0,5,0,0,0
Comanche,Pct 4,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Comanche,Pct 4,Railroad Commissioner,,,Under Votes,5,0,5,0,0,0
Comanche,Pct 4,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,77,1,55,10,0,11
Comanche,Pct 4,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,6,0,6,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 2",,,Under Votes,4,0,4,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 4",,REP,John Devine,76,1,54,10,0,11
Comanche,Pct 4,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,6,0,6,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 4",,,Under Votes,5,0,5,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 6",,REP,Jane Bland,75,1,53,10,0,11
Comanche,Pct 4,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,6,0,6,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,2,0,2,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 6",,,Under Votes,4,0,4,0,0,0
Comanche,Pct 4,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,74,1,52,10,0,11
Comanche,Pct 4,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,8,0,8,0,0,0
Comanche,Pct 4,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,5,0,5,0,0,0
Comanche,Pct 4,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,76,1,54,10,0,11
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,5,0,5,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,6,0,6,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,76,1,54,10,0,11
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,6,0,6,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,5,0,5,0,0,0
Comanche,Pct 4,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,State House,68,REP,David Spiller,67,1,55,10,0,1
Comanche,Pct 4,State House,68,DEM,Stacey Swann,6,0,6,0,0,0
Comanche,Pct 4,State House,68,,Under Votes,14,0,4,0,0,10
Comanche,Pct 4,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,68,1,53,10,0,4
Comanche,Pct 4,"Chief Justice, 11th Court of Appeals District",,,Under Votes,19,0,12,0,0,7
Comanche,Pct 4,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,"District Attorney, 220th Judicial District",,REP,Adam Sibley,65,1,55,9,0,0
Comanche,Pct 4,"District Attorney, 220th Judicial District",,,Under Votes,22,0,10,1,0,11
Comanche,Pct 4,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,County Attorney,,REP,Molly Odgers,64,1,54,9,0,0
Comanche,Pct 4,County Attorney,,,Under Votes,23,0,11,1,0,11
Comanche,Pct 4,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,Sheriff,,REP,Chris Pounds,69,1,59,9,0,0
Comanche,Pct 4,Sheriff,,,Under Votes,18,0,6,1,0,11
Comanche,Pct 4,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,County Tax Assessor-Collector,,REP,Grace E. Everheart,68,1,58,9,0,0
Comanche,Pct 4,County Tax Assessor-Collector,,,Under Votes,19,0,7,1,0,11
Comanche,Pct 4,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,County Commissioner Precinct 1,,REP,Sheldon T. Scott,67,1,57,9,0,0
Comanche,Pct 4,County Commissioner Precinct 1,,,Under Votes,20,0,8,1,0,11
Comanche,Pct 4,County Commissioner Precinct 1,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 4,County Constable,,REP,Mark McDonald,68,1,58,9,0,0
Comanche,Pct 4,County Constable,,,Under Votes,19,0,7,1,0,11
Comanche,Pct 4,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,Registered Voters,,,,787,,,,,
Comanche,Pct 5,Ballots Cast,,,,503,,,,,
Comanche,Pct 5,President,,REP,Donald J. Trump,432,12,340,76,0,4
Comanche,Pct 5,President,,DEM,Kamala D. Harris,67,4,51,12,0,0
Comanche,Pct 5,President,,LIB,Chase Oliver,1,0,1,0,0,0
Comanche,Pct 5,President,,GRN,Jill Stein,0,0,0,0,0,0
Comanche,Pct 5,President,,,Under Votes,3,0,2,1,0,0
Comanche,Pct 5,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,U.S. Senate,,REP,Ted Cruz,416,12,333,68,0,3
Comanche,Pct 5,U.S. Senate,,DEM,Colin Allred,68,2,51,15,0,0
Comanche,Pct 5,U.S. Senate,,LIB,Ted Brown,9,0,8,1,0,0
Comanche,Pct 5,U.S. Senate,,,Under Votes,10,2,2,5,0,1
Comanche,Pct 5,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,U.S. House,25,REP,Roger Williams,430,12,345,71,0,2
Comanche,Pct 5,U.S. House,25,,Under Votes,73,4,49,18,0,2
Comanche,Pct 5,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,Railroad Commissioner,,REP,Christi Craddick,393,12,315,63,0,3
Comanche,Pct 5,Railroad Commissioner,,DEM,Katherine Culbert,52,2,39,11,0,0
Comanche,Pct 5,Railroad Commissioner,,LIB,Hawk Dunlap,16,0,14,2,0,0
Comanche,Pct 5,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,3,6,0,0
Comanche,Pct 5,Railroad Commissioner,,,Under Votes,32,2,22,7,0,1
Comanche,Pct 5,Railroad Commissioner,,,Over Votes,1,0,1,0,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,422,12,340,67,0,3
Comanche,Pct 5,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,52,2,36,14,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 2",,,Under Votes,29,2,18,8,0,1
Comanche,Pct 5,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 4",,REP,John Devine,419,12,336,68,0,3
Comanche,Pct 5,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,54,2,40,12,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 4",,,Under Votes,30,2,18,9,0,1
Comanche,Pct 5,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 6",,REP,Jane Bland,408,12,329,64,0,3
Comanche,Pct 5,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,53,2,38,13,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,11,0,8,3,0,0
Comanche,Pct 5,"Justice, Supreme Court, Place 6",,,Under Votes,31,2,19,9,0,1
Comanche,Pct 5,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,421,12,339,67,0,3
Comanche,Pct 5,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,52,2,36,14,0,0
Comanche,Pct 5,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,30,2,19,8,0,1
Comanche,Pct 5,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,420,12,339,66,0,3
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,53,2,36,15,0,0
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,30,2,19,8,0,1
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,422,12,339,68,0,3
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,48,2,35,11,0,0
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,33,2,20,10,0,1
Comanche,Pct 5,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,State House,68,REP,David Spiller,409,12,330,66,0,1
Comanche,Pct 5,State House,68,DEM,Stacey Swann,62,2,45,15,0,0
Comanche,Pct 5,State House,68,,Under Votes,32,2,19,8,0,3
Comanche,Pct 5,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,429,14,343,70,0,2
Comanche,Pct 5,"Chief Justice, 11th Court of Appeals District",,,Under Votes,74,2,51,19,0,2
Comanche,Pct 5,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,"District Attorney, 220th Judicial District",,REP,Adam Sibley,419,13,336,70,0,0
Comanche,Pct 5,"District Attorney, 220th Judicial District",,,Under Votes,84,3,58,19,0,4
Comanche,Pct 5,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,County Attorney,,REP,Molly Odgers,426,13,340,73,0,0
Comanche,Pct 5,County Attorney,,,Under Votes,77,3,54,16,0,4
Comanche,Pct 5,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,Sheriff,,REP,Chris Pounds,426,13,340,73,0,0
Comanche,Pct 5,Sheriff,,,Under Votes,77,3,54,16,0,4
Comanche,Pct 5,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,County Tax Assessor-Collector,,REP,Grace E. Everheart,428,14,340,74,0,0
Comanche,Pct 5,County Tax Assessor-Collector,,,Under Votes,75,2,54,15,0,4
Comanche,Pct 5,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,County Commissioner Precinct 3,,DEM,Sherman L. Sides,252,5,194,53,0,0
Comanche,Pct 5,County Commissioner Precinct 3,,,Under Votes,251,11,200,36,0,4
Comanche,Pct 5,County Commissioner Precinct 3,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 5,County Constable,,REP,Mark McDonald,427,13,343,71,0,0
Comanche,Pct 5,County Constable,,,Under Votes,76,3,51,18,0,4
Comanche,Pct 5,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,Registered Voters,,,,56,,,,,
Comanche,Pct 6,Ballots Cast,,,,65,,,,,
Comanche,Pct 6,President,,REP,Donald J. Trump,54,1,41,8,0,4
Comanche,Pct 6,President,,DEM,Kamala D. Harris,11,3,7,1,0,0
Comanche,Pct 6,President,,LIB,Chase Oliver,0,0,0,0,0,0
Comanche,Pct 6,President,,GRN,Jill Stein,0,0,0,0,0,0
Comanche,Pct 6,President,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 6,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,U.S. Senate,,REP,Ted Cruz,53,0,40,9,0,4
Comanche,Pct 6,U.S. Senate,,DEM,Colin Allred,11,3,8,0,0,0
Comanche,Pct 6,U.S. Senate,,LIB,Ted Brown,0,0,0,0,0,0
Comanche,Pct 6,U.S. Senate,,,Under Votes,1,1,0,0,0,0
Comanche,Pct 6,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,U.S. House,25,REP,Roger Williams,52,0,40,9,0,3
Comanche,Pct 6,U.S. House,25,,Under Votes,13,4,8,0,0,1
Comanche,Pct 6,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,Railroad Commissioner,,REP,Christi Craddick,51,0,41,8,0,2
Comanche,Pct 6,Railroad Commissioner,,DEM,Katherine Culbert,8,2,6,0,0,0
Comanche,Pct 6,Railroad Commissioner,,LIB,Hawk Dunlap,1,0,1,0,0,0
Comanche,Pct 6,Railroad Commissioner,,GRN,Eddie Espinoza,2,1,0,1,0,0
Comanche,Pct 6,Railroad Commissioner,,,Under Votes,3,1,0,0,0,2
Comanche,Pct 6,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,49,0,40,7,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,11,3,6,2,0,0
