county,precinct,office,district,party,candidate,votes,absentee,early,election
Tarrant,1518,Ballots Cast,,,,437,,,
Tarrant,1543,Ballots Cast,,,,601,,,
Tarrant,1544,Ballots Cast,,,,6,,,
Tarrant,1550,Ballots Cast,,,,19,,,
Tarrant,1555,Ballots Cast,,,,2,,,
Tarrant,1559,Ballots Cast,,,,98,,,
Tarrant,1576,Ballots Cast,,,,75,,,
Tarrant,1577,Ballots Cast,,,,572,,,
Tarrant,1578,Ballots Cast,,,,1040,,,
Tarrant,1586,Ballots Cast,,,,3,,,
Tarrant,1589,Ballots Cast,,,,189,,,
Tarrant,1597,Ballots Cast,,,,266,,,
Tarrant,1608,Ballots Cast,,,,701,,,
Tarrant,1610,Ballots Cast,,,,32,,,
Tarrant,1611,Ballots Cast,,,,11,,,
Tarrant,1617,Ballots Cast,,,,23,,,
Tarrant,1619,Ballots Cast,,,,13,,,
Tarrant,1621,Ballots Cast,,,,155,,,
Tarrant,1622,Ballots Cast,,,,35,,,
Tarrant,1627,Ballots Cast,,,,225,,,
Tarrant,1631,Ballots Cast,,,,151,,,
Tarrant,1633,Ballots Cast,,,,11,,,
Tarrant,1639,Ballots Cast,,,,1166,,,
Tarrant,1641,Ballots Cast,,,,2203,,,
Tarrant,1642,Ballots Cast,,,,1527,,,
Tarrant,1652,Ballots Cast,,,,92,,,
Tarrant,1676,Ballots Cast,,,,160,,,
Tarrant,1677,Ballots Cast,,,,150,,,
Tarrant,1678,Ballots Cast,,,,3,,,
Tarrant,1684,Ballots Cast,,,,359,,,
Tarrant,1701,Ballots Cast,,,,877,,,
Tarrant,1704,Ballots Cast,,,,1655,,,
Tarrant,1710,Ballots Cast,,,,1105,,,
Tarrant,1714,Ballots Cast,,,,2437,,,
Tarrant,1715,Ballots Cast,,,,808,,,
Tarrant,1717,Ballots Cast,,,,1589,,,
Tarrant,1718,Ballots Cast,,,,859,,,
Tarrant,1719,Ballots Cast,,,,2120,,,
Tarrant,1722,Ballots Cast,,,,359,,,
Tarrant,1723,Ballots Cast,,,,2102,,,
Tarrant,1734,Ballots Cast,,,,2217,,,
Tarrant,1738,Ballots Cast,,,,50,,,
Tarrant,1739,Ballots Cast,,,,22,,,
Tarrant,1831,Ballots Cast,,,,2224,,,
Tarrant,1834,Ballots Cast,,,,1556,,,
Tarrant,1837,Ballots Cast,,,,1398,,,
Tarrant,1845,Ballots Cast,,,,1558,,,
Tarrant,1848,Ballots Cast,,,,1862,,,
Tarrant,2003,Ballots Cast,,,,679,,,
Tarrant,2007,Ballots Cast,,,,1670,,,
Tarrant,2026,Ballots Cast,,,,1394,,,
Tarrant,2027,Ballots Cast,,,,318,,,
Tarrant,2028,Ballots Cast,,,,954,,,
Tarrant,2029,Ballots Cast,,,,1728,,,
Tarrant,2030,Ballots Cast,,,,1912,,,
Tarrant,2031,Ballots Cast,,,,2217,,,
Tarrant,2033,Ballots Cast,,,,1720,,,
Tarrant,2052,Ballots Cast,,,,1382,,,
Tarrant,2055,Ballots Cast,,,,1428,,,
Tarrant,2058,Ballots Cast,,,,16,,,
Tarrant,2100,Ballots Cast,,,,321,,,
Tarrant,2112,Ballots Cast,,,,1570,,,
Tarrant,2134,Ballots Cast,,,,533,,,
Tarrant,2143,Ballots Cast,,,,487,,,
Tarrant,2145,Ballots Cast,,,,970,,,
Tarrant,2147,Ballots Cast,,,,894,,,
Tarrant,2148,Ballots Cast,,,,1221,,,
Tarrant,2158,Ballots Cast,,,,1601,,,
Tarrant,2161,Ballots Cast,,,,995,,,
Tarrant,2168,Ballots Cast,,,,666,,,
Tarrant,2169,Ballots Cast,,,,368,,,
Tarrant,2171,Ballots Cast,,,,2027,,,
Tarrant,2173,Ballots Cast,,,,810,,,
Tarrant,2174,Ballots Cast,,,,1775,,,
Tarrant,2180,Ballots Cast,,,,968,,,
Tarrant,2181,Ballots Cast,,,,1907,,,
Tarrant,2190,Ballots Cast,,,,207,,,
Tarrant,2205,Ballots Cast,,,,1684,,,
Tarrant,2210,Ballots Cast,,,,683,,,
Tarrant,2217,Ballots Cast,,,,1672,,,
Tarrant,2219,Ballots Cast,,,,1850,,,
Tarrant,2220,Ballots Cast,,,,1988,,,
Tarrant,2221,Ballots Cast,,,,1287,,,
Tarrant,2223,Ballots Cast,,,,1436,,,
Tarrant,2224,Ballots Cast,,,,1110,,,
Tarrant,2225,Ballots Cast,,,,823,,,
Tarrant,2226,Ballots Cast,,,,1015,,,
Tarrant,2228,Ballots Cast,,,,1851,,,
Tarrant,2229,Ballots Cast,,,,1406,,,
Tarrant,2235,Ballots Cast,,,,1551,,,
Tarrant,2246,Ballots Cast,,,,894,,,
Tarrant,2258,Ballots Cast,,,,533,,,
Tarrant,2262,Ballots Cast,,,,771,,,
Tarrant,2263,Ballots Cast,,,,1103,,,
Tarrant,2266,Ballots Cast,,,,2162,,,
Tarrant,2267,Ballots Cast,,,,1223,,,
Tarrant,2268,Ballots Cast,,,,929,,,
Tarrant,2269,Ballots Cast,,,,282,,,
Tarrant,2275,Ballots Cast,,,,654,,,
Tarrant,2280,Ballots Cast,,,,1002,,,
Tarrant,2281,Ballots Cast,,,,1141,,,
Tarrant,2299,Ballots Cast,,,,1256,,,
Tarrant,2302,Ballots Cast,,,,852,,,
Tarrant,2303,Ballots Cast,,,,1579,,,
Tarrant,2304,Ballots Cast,,,,1758,,,
Tarrant,2305,Ballots Cast,,,,1363,,,
Tarrant,2306,Ballots Cast,,,,1434,,,
Tarrant,2307,Ballots Cast,,,,2836,,,
Tarrant,2308,Ballots Cast,,,,2656,,,
Tarrant,2309,Ballots Cast,,,,787,,,
Tarrant,2310,Ballots Cast,,,,1206,,,
Tarrant,2313,Ballots Cast,,,,1690,,,
Tarrant,2314,Ballots Cast,,,,2414,,,
Tarrant,2315,Ballots Cast,,,,1014,,,
Tarrant,2316,Ballots Cast,,,,1221,,,
Tarrant,2317,Ballots Cast,,,,963,,,
Tarrant,2318,Ballots Cast,,,,1261,,,
Tarrant,2319,Ballots Cast,,,,1699,,,
Tarrant,2320,Ballots Cast,,,,1143,,,
Tarrant,2341,Ballots Cast,,,,273,,,
Tarrant,2349,Ballots Cast,,,,1189,,,
Tarrant,2353,Ballots Cast,,,,798,,,
Tarrant,2354,Ballots Cast,,,,969,,,
Tarrant,2355,Ballots Cast,,,,1412,,,
Tarrant,2356,Ballots Cast,,,,2074,,,
Tarrant,2357,Ballots Cast,,,,2330,,,
Tarrant,2358,Ballots Cast,,,,1735,,,
Tarrant,2360,Ballots Cast,,,,2752,,,
Tarrant,2379,Ballots Cast,,,,2632,,,
Tarrant,2381,Ballots Cast,,,,280,,,
Tarrant,2383,Ballots Cast,,,,1488,,,
Tarrant,2393,Ballots Cast,,,,218,,,
Tarrant,2401,Ballots Cast,,,,183,,,
Tarrant,2402,Ballots Cast,,,,12,,,
Tarrant,2403,Ballots Cast,,,,15,,,
Tarrant,2405,Ballots Cast,,,,1334,,,
Tarrant,2411,Ballots Cast,,,,244,,,
Tarrant,2413,Ballots Cast,,,,457,,,
Tarrant,2425,Ballots Cast,,,,1997,,,
Tarrant,2426,Ballots Cast,,,,1774,,,
Tarrant,2428,Ballots Cast,,,,285,,,
Tarrant,2435,Ballots Cast,,,,2118,,,
Tarrant,2438,Ballots Cast,,,,1782,,,
Tarrant,2442,Ballots Cast,,,,2963,,,
Tarrant,2448,Ballots Cast,,,,1961,,,
Tarrant,2449,Ballots Cast,,,,852,,,
Tarrant,2450,Ballots Cast,,,,1596,,,
Tarrant,2451,Ballots Cast,,,,90,,,
Tarrant,2453,Ballots Cast,,,,1851,,,
Tarrant,2461,Ballots Cast,,,,1184,,,
Tarrant,2462,Ballots Cast,,,,1211,,,
Tarrant,2464,Ballots Cast,,,,305,,,
Tarrant,2466,Ballots Cast,,,,835,,,
Tarrant,2467,Ballots Cast,,,,1482,,,
Tarrant,2468,Ballots Cast,,,,1774,,,
Tarrant,2474,Ballots Cast,,,,377,,,
Tarrant,2484,Ballots Cast,,,,1537,,,
Tarrant,2488,Ballots Cast,,,,1595,,,
Tarrant,2505,Ballots Cast,,,,1151,,,
Tarrant,2506,Ballots Cast,,,,2066,,,
Tarrant,2519,Ballots Cast,,,,703,,,
Tarrant,2520,Ballots Cast,,,,1325,,,
Tarrant,2521,Ballots Cast,,,,998,,,
Tarrant,2522,Ballots Cast,,,,2410,,,
Tarrant,2523,Ballots Cast,,,,1857,,,
Tarrant,2524,Ballots Cast,,,,1871,,,
Tarrant,2525,Ballots Cast,,,,1919,,,
Tarrant,2535,Ballots Cast,,,,2985,,,
Tarrant,2536,Ballots Cast,,,,1235,,,
Tarrant,2537,Ballots Cast,,,,849,,,
Tarrant,2541,Ballots Cast,,,,1558,,,
Tarrant,2546,Ballots Cast,,,,28,,,
Tarrant,2548,Ballots Cast,,,,1232,,,
Tarrant,2553,Ballots Cast,,,,920,,,
Tarrant,2556,Ballots Cast,,,,1433,,,
Tarrant,2557,Ballots Cast,,,,901,,,
Tarrant,2569,Ballots Cast,,,,39,,,
Tarrant,2581,Ballots Cast,,,,1602,,,
Tarrant,2606,Ballots Cast,,,,10,,,
Tarrant,2613,Ballots Cast,,,,1481,,,
Tarrant,2614,Ballots Cast,,,,395,,,
Tarrant,2616,Ballots Cast,,,,40,,,
Tarrant,2618,Ballots Cast,,,,37,,,
Tarrant,2635,Ballots Cast,,,,1376,,,
Tarrant,2636,Ballots Cast,,,,1979,,,
Tarrant,2643,Ballots Cast,,,,1070,,,
Tarrant,2644,Ballots Cast,,,,2884,,,
Tarrant,2645,Ballots Cast,,,,1661,,,
Tarrant,2655,Ballots Cast,,,,601,,,
Tarrant,2656,Ballots Cast,,,,48,,,
Tarrant,2657,Ballots Cast,,,,12,,,
Tarrant,2658,Ballots Cast,,,,240,,,
Tarrant,2659,Ballots Cast,,,,12,,,
Tarrant,2660,Ballots Cast,,,,152,,,
Tarrant,2670,Ballots Cast,,,,80,,,
Tarrant,2697,Ballots Cast,,,,2377,,,
Tarrant,2699,Ballots Cast,,,,3088,,,
Tarrant,2708,Ballots Cast,,,,1292,,,
Tarrant,2712,Ballots Cast,,,,2106,,,
Tarrant,2721,Ballots Cast,,,,1926,,,
Tarrant,2726,Ballots Cast,,,,1553,,,
Tarrant,2727,Ballots Cast,,,,461,,,
Tarrant,2731,Ballots Cast,,,,1614,,,
Tarrant,2741,Ballots Cast,,,,62,,,
Tarrant,2742,Ballots Cast,,,,379,,,
Tarrant,2743,Ballots Cast,,,,16,,,
Tarrant,2744,Ballots Cast,,,,230,,,
Tarrant,2745,Ballots Cast,,,,182,,,
Tarrant,2746,Ballots Cast,,,,770,,,
Tarrant,2835,Ballots Cast,,,,1129,,,
Tarrant,2838,Ballots Cast,,,,1406,,,
Tarrant,2839,Ballots Cast,,,,1404,,,
Tarrant,2840,Ballots Cast,,,,1080,,,
Tarrant,2843,Ballots Cast,,,,1731,,,
Tarrant,3032,Ballots Cast,,,,960,,,
Tarrant,3035,Ballots Cast,,,,3064,,,
Tarrant,3036,Ballots Cast,,,,1354,,,
Tarrant,3037,Ballots Cast,,,,2184,,,
Tarrant,3038,Ballots Cast,,,,2250,,,
Tarrant,3039,Ballots Cast,,,,1406,,,
Tarrant,3040,Ballots Cast,,,,2379,,,
Tarrant,3041,Ballots Cast,,,,2347,,,
Tarrant,3043,Ballots Cast,,,,1654,,,
Tarrant,3049,Ballots Cast,,,,2515,,,
Tarrant,3054,Ballots Cast,,,,2785,,,
Tarrant,3063,Ballots Cast,,,,1407,,,
Tarrant,3072,Ballots Cast,,,,2103,,,
Tarrant,3114,Ballots Cast,,,,2304,,,
Tarrant,3131,Ballots Cast,,,,1210,,,
Tarrant,3139,Ballots Cast,,,,914,,,
Tarrant,3140,Ballots Cast,,,,1304,,,
Tarrant,3152,Ballots Cast,,,,28,,,
Tarrant,3156,Ballots Cast,,,,1381,,,
Tarrant,3157,Ballots Cast,,,,1506,,,
Tarrant,3160,Ballots Cast,,,,1857,,,
Tarrant,3164,Ballots Cast,,,,1363,,,
Tarrant,3166,Ballots Cast,,,,1585,,,
Tarrant,3172,Ballots Cast,,,,1734,,,
Tarrant,3176,Ballots Cast,,,,2367,,,
Tarrant,3177,Ballots Cast,,,,1998,,,
Tarrant,3183,Ballots Cast,,,,2689,,,
Tarrant,3185,Ballots Cast,,,,3,,,
Tarrant,3187,Ballots Cast,,,,1085,,,
Tarrant,3192,Ballots Cast,,,,1658,,,
Tarrant,3193,Ballots Cast,,,,2740,,,
Tarrant,3194,Ballots Cast,,,,1474,,,
Tarrant,3196,Ballots Cast,,,,1745,,,
Tarrant,3200,Ballots Cast,,,,1729,,,
Tarrant,3209,Ballots Cast,,,,3765,,,
Tarrant,3212,Ballots Cast,,,,1441,,,
Tarrant,3213,Ballots Cast,,,,1363,,,
Tarrant,3214,Ballots Cast,,,,2203,,,
Tarrant,3215,Ballots Cast,,,,1723,,,
Tarrant,3216,Ballots Cast,,,,2781,,,
Tarrant,3240,Ballots Cast,,,,3112,,,
Tarrant,3247,Ballots Cast,,,,1141,,,
Tarrant,3248,Ballots Cast,,,,3250,,,
Tarrant,3249,Ballots Cast,,,,2450,,,
Tarrant,3254,Ballots Cast,,,,1582,,,
Tarrant,3260,Ballots Cast,,,,1174,,,
Tarrant,3282,Ballots Cast,,,,1235,,,
Tarrant,3283,Ballots Cast,,,,1364,,,
Tarrant,3286,Ballots Cast,,,,1046,,,
Tarrant,3287,Ballots Cast,,,,1825,,,
Tarrant,3289,Ballots Cast,,,,1865,,,
Tarrant,3321,Ballots Cast,,,,2148,,,
Tarrant,3322,Ballots Cast,,,,1636,,,
Tarrant,3323,Ballots Cast,,,,2876,,,
Tarrant,3324,Ballots Cast,,,,1736,,,
Tarrant,3325,Ballots Cast,,,,774,,,
Tarrant,3326,Ballots Cast,,,,865,,,
Tarrant,3327,Ballots Cast,,,,1279,,,
Tarrant,3329,Ballots Cast,,,,2000,,,
Tarrant,3330,Ballots Cast,,,,881,,,
Tarrant,3331,Ballots Cast,,,,2649,,,
Tarrant,3332,Ballots Cast,,,,2086,,,
Tarrant,3333,Ballots Cast,,,,3296,,,
Tarrant,3334,Ballots Cast,,,,1480,,,
Tarrant,3335,Ballots Cast,,,,1680,,,
Tarrant,3336,Ballots Cast,,,,2415,,,
Tarrant,3359,Ballots Cast,,,,1715,,,
Tarrant,3361,Ballots Cast,,,,2278,,,
Tarrant,3363,Ballots Cast,,,,1156,,,
Tarrant,3364,Ballots Cast,,,,1039,,,
Tarrant,3365,Ballots Cast,,,,3534,,,
Tarrant,3367,Ballots Cast,,,,1314,,,
Tarrant,3368,Ballots Cast,,,,640,,,
Tarrant,3372,Ballots Cast,,,,2779,,,
Tarrant,3384,Ballots Cast,,,,1253,,,
Tarrant,3385,Ballots Cast,,,,2416,,,
Tarrant,3386,Ballots Cast,,,,2110,,,
Tarrant,3387,Ballots Cast,,,,1691,,,
Tarrant,3389,Ballots Cast,,,,2751,,,
Tarrant,3390,Ballots Cast,,,,3558,,,
Tarrant,3391,Ballots Cast,,,,1691,,,
Tarrant,3392,Ballots Cast,,,,1895,,,
Tarrant,3396,Ballots Cast,,,,2918,,,
Tarrant,3398,Ballots Cast,,,,1170,,,
Tarrant,3409,Ballots Cast,,,,18,,,
Tarrant,3417,Ballots Cast,,,,1869,,,
Tarrant,3421,Ballots Cast,,,,1190,,,
Tarrant,3422,Ballots Cast,,,,2238,,,
Tarrant,3433,Ballots Cast,,,,469,,,
Tarrant,3443,Ballots Cast,,,,1735,,,
Tarrant,3465,Ballots Cast,,,,2585,,,
Tarrant,3469,Ballots Cast,,,,955,,,
Tarrant,3470,Ballots Cast,,,,110,,,
Tarrant,3471,Ballots Cast,,,,1459,,,
Tarrant,3486,Ballots Cast,,,,3242,,,
Tarrant,3500,Ballots Cast,,,,365,,,
Tarrant,3502,Ballots Cast,,,,1323,,,
Tarrant,3507,Ballots Cast,,,,1804,,,
Tarrant,3509,Ballots Cast,,,,1520,,,
Tarrant,3510,Ballots Cast,,,,2443,,,
Tarrant,3511,Ballots Cast,,,,1962,,,
Tarrant,3516,Ballots Cast,,,,1519,,,
Tarrant,3517,Ballots Cast,,,,1596,,,
Tarrant,3526,Ballots Cast,,,,1019,,,
Tarrant,3527,Ballots Cast,,,,2034,,,
Tarrant,3529,Ballots Cast,,,,2333,,,
Tarrant,3530,Ballots Cast,,,,2137,,,
Tarrant,3538,Ballots Cast,,,,3020,,,
Tarrant,3539,Ballots Cast,,,,8,,,
Tarrant,3542,Ballots Cast,,,,1676,,,
Tarrant,3545,Ballots Cast,,,,1973,,,
Tarrant,3552,Ballots Cast,,,,2416,,,
Tarrant,3554,Ballots Cast,,,,2452,,,
Tarrant,3558,Ballots Cast,,,,2813,,,
Tarrant,3562,Ballots Cast,,,,117,,,
Tarrant,3567,Ballots Cast,,,,1640,,,
Tarrant,3570,Ballots Cast,,,,2032,,,
Tarrant,3574,Ballots Cast,,,,705,,,
Tarrant,3579,Ballots Cast,,,,776,,,
Tarrant,3582,Ballots Cast,,,,29,,,
Tarrant,3624,Ballots Cast,,,,286,,,
Tarrant,3626,Ballots Cast,,,,642,,,
Tarrant,3637,Ballots Cast,,,,1875,,,
Tarrant,3646,Ballots Cast,,,,2547,,,
Tarrant,3647,Ballots Cast,,,,2758,,,
Tarrant,3648,Ballots Cast,,,,2982,,,
Tarrant,3663,Ballots Cast,,,,5,,,
Tarrant,3665,Ballots Cast,,,,12,,,
Tarrant,3667,Ballots Cast,,,,88,,,
Tarrant,3668,Ballots Cast,,,,317,,,
Tarrant,3669,Ballots Cast,,,,4,,,
Tarrant,3671,Ballots Cast,,,,709,,,
Tarrant,3695,Ballots Cast,,,,1955,,,
Tarrant,3696,Ballots Cast,,,,3212,,,
Tarrant,3698,Ballots Cast,,,,2760,,,
Tarrant,3700,Ballots Cast,,,,1664,,,
Tarrant,3706,Ballots Cast,,,,2583,,,
Tarrant,3709,Ballots Cast,,,,1043,,,
Tarrant,3716,Ballots Cast,,,,1819,,,
Tarrant,3720,Ballots Cast,,,,1880,,,
Tarrant,3725,Ballots Cast,,,,1801,,,
Tarrant,3728,Ballots Cast,,,,2111,,,
Tarrant,3729,Ballots Cast,,,,648,,,
Tarrant,3732,Ballots Cast,,,,1566,,,
Tarrant,3735,Ballots Cast,,,,1030,,,
Tarrant,3841,Ballots Cast,,,,1831,,,
Tarrant,3842,Ballots Cast,,,,1313,,,
Tarrant,3847,Ballots Cast,,,,2199,,,
Tarrant,3850,Ballots Cast,,,,2419,,,
Tarrant,4006,Ballots Cast,,,,684,,,
Tarrant,4016,Ballots Cast,,,,1187,,,
Tarrant,4017,Ballots Cast,,,,1380,,,
Tarrant,4018,Ballots Cast,,,,675,,,
Tarrant,4020,Ballots Cast,,,,1049,,,
Tarrant,4042,Ballots Cast,,,,740,,,
Tarrant,4044,Ballots Cast,,,,3263,,,
Tarrant,4045,Ballots Cast,,,,2075,,,
Tarrant,4046,Ballots Cast,,,,2024,,,
Tarrant,4047,Ballots Cast,,,,2733,,,
Tarrant,4048,Ballots Cast,,,,330,,,
Tarrant,4050,Ballots Cast,,,,671,,,
Tarrant,4051,Ballots Cast,,,,3,,,
Tarrant,4053,Ballots Cast,,,,863,,,
Tarrant,4057,Ballots Cast,,,,616,,,
Tarrant,4060,Ballots Cast,,,,1769,,,
Tarrant,4065,Ballots Cast,,,,1920,,,
Tarrant,4067,Ballots Cast,,,,653,,,
Tarrant,4068,Ballots Cast,,,,604,,,
Tarrant,4069,Ballots Cast,,,,1512,,,
Tarrant,4070,Ballots Cast,,,,1497,,,
Tarrant,4073,Ballots Cast,,,,331,,,
Tarrant,4077,Ballots Cast,,,,221,,,
Tarrant,4086,Ballots Cast,,,,2051,,,
Tarrant,4087,Ballots Cast,,,,256,,,
Tarrant,4091,Ballots Cast,,,,1737,,,
Tarrant,4092,Ballots Cast,,,,411,,,
