county,precinct,office,district,party,candidate,votes,election_day,ev_in-person,ev_mail,prov/ev/ed
Dallas,1084-02,Ballots Cast,,,,11,,,,
Dallas,1085-01,Ballots Cast,,,,617,,,,
Dallas,1085-02,Ballots Cast,,,,52,,,,
Dallas,1086-01,Ballots Cast,,,,201,,,,
Dallas,1087-01,Ballots Cast,,,,1759,,,,
Dallas,1088-01,Ballots Cast,,,,980,,,,
Dallas,1089-01,Ballots Cast,,,,1071,,,,
Dallas,1089-03,Ballots Cast,,,,1,,,,
Dallas,1090-01,Ballots Cast,,,,1158,,,,
Dallas,1091-01,Ballots Cast,,,,896,,,,
Dallas,1091-02,Ballots Cast,,,,114,,,,
Dallas,1092-01,Ballots Cast,,,,1104,,,,
Dallas,1092-02,Ballots Cast,,,,177,,,,
Dallas,1092-03,Ballots Cast,,,,75,,,,
Dallas,1092-04,Ballots Cast,,,,99,,,,
Dallas,1093-01,Ballots Cast,,,,777,,,,
Dallas,1093-02,Ballots Cast,,,,1,,,,
Dallas,1094-01,Ballots Cast,,,,585,,,,
Dallas,1095-01,Ballots Cast,,,,659,,,,
Dallas,1096-01,Ballots Cast,,,,655,,,,
Dallas,1097-01,Ballots Cast,,,,1251,,,,
Dallas,1098-01,Ballots Cast,,,,970,,,,
Dallas,1099-01,Ballots Cast,,,,40,,,,
Dallas,1100-01,Ballots Cast,,,,601,,,,
Dallas,1100-02,Ballots Cast,,,,635,,,,
Dallas,1100-03,Ballots Cast,,,,36,,,,
Dallas,1101-01,Ballots Cast,,,,577,,,,
Dallas,1101-02,Ballots Cast,,,,191,,,,
Dallas,1101-03,Ballots Cast,,,,24,,,,
Dallas,1102-01,Ballots Cast,,,,829,,,,
Dallas,1103-01,Ballots Cast,,,,228,,,,
Dallas,1104-01,Ballots Cast,,,,1144,,,,
Dallas,1105-01,Ballots Cast,,,,17,,,,
Dallas,1105-03,Ballots Cast,,,,4,,,,
Dallas,1106-01,Ballots Cast,,,,120,,,,
Dallas,1107-01,Ballots Cast,,,,372,,,,
Dallas,1108-01,Ballots Cast,,,,1153,,,,
Dallas,1108-02,Ballots Cast,,,,27,,,,
Dallas,1109-01,Ballots Cast,,,,224,,,,
Dallas,1109-02,Ballots Cast,,,,11,,,,
Dallas,1110-01,Ballots Cast,,,,7,,,,
Dallas,1111-01,Ballots Cast,,,,729,,,,
Dallas,1113-01,Ballots Cast,,,,156,,,,
Dallas,1114-01,Ballots Cast,,,,267,,,,
Dallas,1115-01,Ballots Cast,,,,807,,,,
Dallas,1116-01,Ballots Cast,,,,833,,,,
Dallas,1121-01,Ballots Cast,,,,1134,,,,
Dallas,1121-02,Ballots Cast,,,,8,,,,
Dallas,1124-01,Ballots Cast,,,,1,,,,
Dallas,1125-01,Ballots Cast,,,,143,,,,
Dallas,1125-02,Ballots Cast,,,,808,,,,
Dallas,1128-01,Ballots Cast,,,,565,,,,
Dallas,1129-01,Ballots Cast,,,,59,,,,
Dallas,1133-01,Ballots Cast,,,,271,,,,
Dallas,1134-01,Ballots Cast,,,,239,,,,
Dallas,1135-01,Ballots Cast,,,,675,,,,
Dallas,1136-01,Ballots Cast,,,,6,,,,
Dallas,1137-01,Ballots Cast,,,,25,,,,
Dallas,1139-01,Ballots Cast,,,,6,,,,
Dallas,1141-01,Ballots Cast,,,,978,,,,
Dallas,1142-01,Ballots Cast,,,,2200,,,,
Dallas,1143-01,Ballots Cast,,,,1303,,,,
Dallas,1144-01,Ballots Cast,,,,2300,,,,
Dallas,1144-02,Ballots Cast,,,,45,,,,
Dallas,1146-01,Ballots Cast,,,,1839,,,,
Dallas,1147-01,Ballots Cast,,,,602,,,,
Dallas,1151-01,Ballots Cast,,,,50,,,,
Dallas,1153-01,Ballots Cast,,,,6,,,,
Dallas,1163-01,Ballots Cast,,,,1174,,,,
Dallas,1164-01,Ballots Cast,,,,1910,,,,
Dallas,1165-01,Ballots Cast,,,,1750,,,,
Dallas,1168-01,Ballots Cast,,,,2474,,,,
Dallas,1169-01,Ballots Cast,,,,2343,,,,
Dallas,1170-01,Ballots Cast,,,,1149,,,,
Dallas,1171-01,Ballots Cast,,,,1909,,,,
Dallas,1172-01,Ballots Cast,,,,1293,,,,
Dallas,1172-02,Ballots Cast,,,,222,,,,
Dallas,1173-01,Ballots Cast,,,,913,,,,
Dallas,1174-01,Ballots Cast,,,,2022,,,,
Dallas,1300-01,Ballots Cast,,,,1438,,,,
Dallas,1300-02,Ballots Cast,,,,18,,,,
Dallas,1301-01,Ballots Cast,,,,821,,,,
Dallas,1301-02,Ballots Cast,,,,573,,,,
Dallas,1302-01,Ballots Cast,,,,1228,,,,
Dallas,1303-01,Ballots Cast,,,,31,,,,
Dallas,1304-01,Ballots Cast,,,,870,,,,
Dallas,1305-01,Ballots Cast,,,,845,,,,
Dallas,1307-01,Ballots Cast,,,,59,,,,
Dallas,1308-01,Ballots Cast,,,,986,,,,
Dallas,1308-03,Ballots Cast,,,,5,,,,
Dallas,1309-01,Ballots Cast,,,,148,,,,
Dallas,1310-01,Ballots Cast,,,,1625,,,,
Dallas,1311-01,Ballots Cast,,,,1337,,,,
Dallas,1312-01,Ballots Cast,,,,564,,,,
Dallas,1313-01,Ballots Cast,,,,206,,,,
Dallas,1314-01,Ballots Cast,,,,1072,,,,
Dallas,1314-02,Ballots Cast,,,,362,,,,
Dallas,1314-03,Ballots Cast,,,,32,,,,
Dallas,1315-01,Ballots Cast,,,,18,,,,
Dallas,1315-02,Ballots Cast,,,,8,,,,
Dallas,1316-01,Ballots Cast,,,,374,,,,
Dallas,1324-01,Ballots Cast,,,,1834,,,,
Dallas,1325-01,Ballots Cast,,,,1730,,,,
Dallas,1326-01,Ballots Cast,,,,860,,,,
Dallas,1327-01,Ballots Cast,,,,1197,,,,
Dallas,1327-02,Ballots Cast,,,,307,,,,
Dallas,1328-01,Ballots Cast,,,,2,,,,
Dallas,1329-01,Ballots Cast,,,,3,,,,
Dallas,1401-01,Ballots Cast,,,,181,,,,
Dallas,1402-01,Ballots Cast,,,,602,,,,
Dallas,1402-02,Ballots Cast,,,,287,,,,
Dallas,1402-03,Ballots Cast,,,,223,,,,
Dallas,1403-01,Ballots Cast,,,,18,,,,
Dallas,1404-01,Ballots Cast,,,,349,,,,
Dallas,1405-01,Ballots Cast,,,,149,,,,
Dallas,1405-02,Ballots Cast,,,,25,,,,
Dallas,1405-03,Ballots Cast,,,,4,,,,
Dallas,1406-01,Ballots Cast,,,,50,,,,
Dallas,1406-02,Ballots Cast,,,,251,,,,
Dallas,1407-01,Ballots Cast,,,,1,,,,
Dallas,1407-02,Ballots Cast,,,,1,,,,
Dallas,1408-01,Ballots Cast,,,,1,,,,
Dallas,1409-01,Ballots Cast,,,,215,,,,
Dallas,1409-02,Ballots Cast,,,,129,,,,
Dallas,1410-01,Ballots Cast,,,,104,,,,
Dallas,1410-02,Ballots Cast,,,,428,,,,
Dallas,1410-03,Ballots Cast,,,,248,,,,
Dallas,1410-04,Ballots Cast,,,,172,,,,
Dallas,1411-01,Ballots Cast,,,,1557,,,,
Dallas,1411-02,Ballots Cast,,,,354,,,,
Dallas,1411-03,Ballots Cast,,,,12,,,,
Dallas,1412-01,Ballots Cast,,,,222,,,,
Dallas,1412-03,Ballots Cast,,,,1,,,,
Dallas,1700-01,Ballots Cast,,,,1206,,,,
Dallas,1701-01,Ballots Cast,,,,1195,,,,
Dallas,1702-01,Ballots Cast,,,,1544,,,,
Dallas,1703-01,Ballots Cast,,,,2004,,,,
Dallas,1704-01,Ballots Cast,,,,847,,,,
Dallas,1705-01,Ballots Cast,,,,1202,,,,
Dallas,1706-01,Ballots Cast,,,,1572,,,,
Dallas,1707-01,Ballots Cast,,,,214,,,,
Dallas,1707-02,Ballots Cast,,,,1,,,,
Dallas,1707-03,Ballots Cast,,,,3,,,,
Dallas,1708-01,Ballots Cast,,,,399,,,,
Dallas,1708-02,Ballots Cast,,,,61,,,,
Dallas,1709-01,Ballots Cast,,,,2022,,,,
Dallas,1710-01,Ballots Cast,,,,732,,,,
Dallas,1711-01,Ballots Cast,,,,1147,,,,
Dallas,1712-01,Ballots Cast,,,,1306,,,,
Dallas,1712-02,Ballots Cast,,,,1,,,,
Dallas,1713-01,Ballots Cast,,,,677,,,,
Dallas,1714-01,Ballots Cast,,,,1133,,,,
Dallas,1715-01,Ballots Cast,,,,757,,,,
Dallas,1716-01,Ballots Cast,,,,1531,,,,
Dallas,1717-01,Ballots Cast,,,,1847,,,,
Dallas,1718-01,Ballots Cast,,,,950,,,,
Dallas,1719-01,Ballots Cast,,,,1015,,,,
Dallas,1719-02,Ballots Cast,,,,465,,,,
Dallas,1720-01,Ballots Cast,,,,1700,,,,
Dallas,1721-01,Ballots Cast,,,,1227,,,,
Dallas,1721-02,Ballots Cast,,,,116,,,,
Dallas,1721-03,Ballots Cast,,,,25,,,,
Dallas,1721-09,Ballots Cast,,,,6,,,,
Dallas,1722-01,Ballots Cast,,,,1581,,,,
Dallas,1723-01,Ballots Cast,,,,93,,,,
Dallas,1724-02,Ballots Cast,,,,82,,,,
Dallas,1725-01,Ballots Cast,,,,377,,,,
Dallas,1726-01,Ballots Cast,,,,1103,,,,
Dallas,1727-01,Ballots Cast,,,,129,,,,
Dallas,1728-01,Ballots Cast,,,,810,,,,
Dallas,1729-01,Ballots Cast,,,,899,,,,
Dallas,1732-01,Ballots Cast,,,,803,,,,
Dallas,1733-01,Ballots Cast,,,,1479,,,,
Dallas,1733-02,Ballots Cast,,,,599,,,,
Dallas,1734-01,Ballots Cast,,,,945,,,,
Dallas,1734-02,Ballots Cast,,,,18,,,,
Dallas,1735-01,Ballots Cast,,,,2701,,,,
Dallas,1735-02,Ballots Cast,,,,619,,,,
Dallas,1736-01,Ballots Cast,,,,1345,,,,
Dallas,1737-01,Ballots Cast,,,,3767,,,,
Dallas,1737-03,Ballots Cast,,,,3,,,,
Dallas,1738-01,Ballots Cast,,,,1845,,,,
Dallas,1739-01,Ballots Cast,,,,1860,,,,
Dallas,1740-01,Ballots Cast,,,,2773,,,,
Dallas,1741-01,Ballots Cast,,,,2492,,,,
Dallas,1741-03,Ballots Cast,,,,730,,,,
Dallas,1742-01,Ballots Cast,,,,2490,,,,
Dallas,1742-03,Ballots Cast,,,,510,,,,
Dallas,1743-01,Ballots Cast,,,,2596,,,,
Dallas,1744-01,Ballots Cast,,,,16,,,,
Dallas,1744-02,Ballots Cast,,,,29,,,,
Dallas,1745-01,Ballots Cast,,,,1696,,,,
Dallas,1746-01,Ballots Cast,,,,1143,,,,
Dallas,1747-01,Ballots Cast,,,,2079,,,,
Dallas,1748-01,Ballots Cast,,,,1284,,,,
Dallas,1749-01,Ballots Cast,,,,2360,,,,
Dallas,1750-01,Ballots Cast,,,,1960,,,,
Dallas,1751-01,Ballots Cast,,,,862,,,,
Dallas,1751-02,Ballots Cast,,,,1825,,,,
Dallas,1751-03,Ballots Cast,,,,1170,,,,
Dallas,1751-04,Ballots Cast,,,,3,,,,
Dallas,1751-05,Ballots Cast,,,,17,,,,
Dallas,1752-01,Ballots Cast,,,,1630,,,,
Dallas,1752-02,Ballots Cast,,,,619,,,,
Dallas,2000-01,Ballots Cast,,,,5,,,,
Dallas,2001-01,Ballots Cast,,,,19,,,,
Dallas,2002-01,Ballots Cast,,,,1000,,,,
Dallas,2003-01,Ballots Cast,,,,2107,,,,
Dallas,2004-01,Ballots Cast,,,,1769,,,,
Dallas,2005-01,Ballots Cast,,,,835,,,,
Dallas,2006-01,Ballots Cast,,,,1269,,,,
Dallas,2007-01,Ballots Cast,,,,2543,,,,
Dallas,2008-01,Ballots Cast,,,,587,,,,
Dallas,2008-02,Ballots Cast,,,,595,,,,
Dallas,2009-01,Ballots Cast,,,,1747,,,,
Dallas,2010-01,Ballots Cast,,,,1209,,,,
Dallas,2011-01,Ballots Cast,,,,1740,,,,
Dallas,2015-01,Ballots Cast,,,,951,,,,
Dallas,2016-01,Ballots Cast,,,,2595,,,,
Dallas,2016-02,Ballots Cast,,,,176,,,,
Dallas,2017-01,Ballots Cast,,,,1040,,,,
Dallas,2018-01,Ballots Cast,,,,769,,,,
Dallas,2019-01,Ballots Cast,,,,1469,,,,
Dallas,2020-01,Ballots Cast,,,,1953,,,,
Dallas,2020-03,Ballots Cast,,,,1,,,,
Dallas,2021-01,Ballots Cast,,,,3032,,,,
Dallas,2022-01,Ballots Cast,,,,646,,,,
Dallas,2023-01,Ballots Cast,,,,952,,,,
Dallas,2024-01,Ballots Cast,,,,1374,,,,
Dallas,2025-01,Ballots Cast,,,,2158,,,,
Dallas,2026-01,Ballots Cast,,,,2458,,,,
Dallas,2027-01,Ballots Cast,,,,1306,,,,
Dallas,2028-01,Ballots Cast,,,,1,,,,
Dallas,2030-01,Ballots Cast,,,,980,,,,
Dallas,2030-02,Ballots Cast,,,,492,,,,
Dallas,2030-03,Ballots Cast,,,,30,,,,
Dallas,2030-04,Ballots Cast,,,,375,,,,
Dallas,2030-05,Ballots Cast,,,,2,,,,
Dallas,2031-01,Ballots Cast,,,,2520,,,,
Dallas,2032-01,Ballots Cast,,,,1533,,,,
Dallas,2033-01,Ballots Cast,,,,1613,,,,
Dallas,2035-01,Ballots Cast,,,,1161,,,,
Dallas,2035-02,Ballots Cast,,,,261,,,,
Dallas,2037-01,Ballots Cast,,,,1196,,,,
Dallas,2038-01,Ballots Cast,,,,2382,,,,
Dallas,2038-02,Ballots Cast,,,,168,,,,
Dallas,2039-01,Ballots Cast,,,,1852,,,,
Dallas,2039-02,Ballots Cast,,,,367,,,,
Dallas,2040-01,Ballots Cast,,,,1409,,,,
Dallas,2041-01,Ballots Cast,,,,2003,,,,
Dallas,2041-02,Ballots Cast,,,,1355,,,,
Dallas,2041-03,Ballots Cast,,,,60,,,,
Dallas,2042-01,Ballots Cast,,,,2333,,,,
Dallas,2043-01,Ballots Cast,,,,1582,,,,
Dallas,2043-02,Ballots Cast,,,,54,,,,
Dallas,2044-01,Ballots Cast,,,,770,,,,
Dallas,2045-01,Ballots Cast,,,,969,,,,
Dallas,2045-02,Ballots Cast,,,,528,,,,
Dallas,2046-01,Ballots Cast,,,,996,,,,
Dallas,2046-02,Ballots Cast,,,,426,,,,
Dallas,2047-01,Ballots Cast,,,,1864,,,,
Dallas,2048-01,Ballots Cast,,,,2738,,,,
Dallas,2049-01,Ballots Cast,,,,828,,,,
Dallas,2049-02,Ballots Cast,,,,349,,,,
Dallas,2050-01,Ballots Cast,,,,629,,,,
Dallas,2050-02,Ballots Cast,,,,564,,,,
Dallas,2051-01,Ballots Cast,,,,1952,,,,
Dallas,2052-01,Ballots Cast,,,,996,,,,
Dallas,2052-02,Ballots Cast,,,,142,,,,
Dallas,2053-01,Ballots Cast,,,,1744,,,,
Dallas,2054-01,Ballots Cast,,,,1436,,,,
Dallas,2055-01,Ballots Cast,,,,781,,,,
Dallas,2055-02,Ballots Cast,,,,8,,,,
Dallas,2056-01,Ballots Cast,,,,594,,,,
Dallas,2056-02,Ballots Cast,,,,507,,,,
Dallas,2057-01,Ballots Cast,,,,326,,,,
Dallas,2057-02,Ballots Cast,,,,103,,,,
Dallas,2058-01,Ballots Cast,,,,754,,,,
Dallas,2058-02,Ballots Cast,,,,65,,,,
Dallas,2074-01,Ballots Cast,,,,1074,,,,
Dallas,2074-03,Ballots Cast,,,,12,,,,
Dallas,2074-04,Ballots Cast,,,,1,,,,
Dallas,2076-01,Ballots Cast,,,,3,,,,
Dallas,2077-01,Ballots Cast,,,,1034,,,,
Dallas,2079-01,Ballots Cast,,,,1113,,,,
Dallas,2080-01,Ballots Cast,,,,153,,,,
Dallas,2081-01,Ballots Cast,,,,307,,,,
Dallas,2081-03,Ballots Cast,,,,68,,,,
Dallas,2081-04,Ballots Cast,,,,2,,,,
Dallas,2082-01,Ballots Cast,,,,641,,,,
Dallas,2082-02,Ballots Cast,,,,933,,,,
Dallas,2083-01,Ballots Cast,,,,1081,,,,
Dallas,2084-01,Ballots Cast,,,,288,,,,
Dallas,2085-01,Ballots Cast,,,,163,,,,
Dallas,2086-01,Ballots Cast,,,,2186,,,,
Dallas,2087-01,Ballots Cast,,,,1871,,,,
Dallas,2090-01,Ballots Cast,,,,40,,,,
Dallas,2091-01,Ballots Cast,,,,371,,,,
Dallas,2091-02,Ballots Cast,,,,217,,,,
Dallas,2091-03,Ballots Cast,,,,143,,,,
Dallas,2094-01,Ballots Cast,,,,393,,,,
Dallas,2094-02,Ballots Cast,,,,171,,,,
Dallas,2098-01,Ballots Cast,,,,1333,,,,
Dallas,2099-01,Ballots Cast,,,,2589,,,,
Dallas,2099-02,Ballots Cast,,,,16,,,,
Dallas,2100-01,Ballots Cast,,,,1143,,,,
Dallas,2100-02,Ballots Cast,,,,1438,,,,
Dallas,2101-01,Ballots Cast,,,,1402,,,,
Dallas,2102-01,Ballots Cast,,,,1886,,,,
Dallas,2102-02,Ballots Cast,,,,1266,,,,
Dallas,2103-01,Ballots Cast,,,,478,,,,
Dallas,2103-02,Ballots Cast,,,,115,,,,
Dallas,2103-04,Ballots Cast,,,,1,,,,
Dallas,2104-01,Ballots Cast,,,,243,,,,
Dallas,2104-02,Ballots Cast,,,,7,,,,
Dallas,2105-01,Ballots Cast,,,,1927,,,,
Dallas,2106-01,Ballots Cast,,,,1192,,,,
Dallas,2107-01,Ballots Cast,,,,5,,,,
Dallas,2107-02,Ballots Cast,,,,26,,,,
Dallas,2108-01,Ballots Cast,,,,355,,,,
Dallas,2108-02,Ballots Cast,,,,121,,,,
Dallas,2110-01,Ballots Cast,,,,232,,,,
Dallas,2110-02,Ballots Cast,,,,7,,,,
Dallas,2111-01,Ballots Cast,,,,23,,,,
Dallas,2112-01,Ballots Cast,,,,81,,,,
Dallas,2114-01,Ballots Cast,,,,1777,,,,
Dallas,2114-02,Ballots Cast,,,,286,,,,
Dallas,2114-03,Ballots Cast,,,,13,,,,
Dallas,2115-02,Ballots Cast,,,,170,,,,
Dallas,2116-01,Ballots Cast,,,,25,,,,
Dallas,2116-02,Ballots Cast,,,,69,,,,
Dallas,2117-01,Ballots Cast,,,,1048,,,,
Dallas,2118-01,Ballots Cast,,,,223,,,,
Dallas,2118-02,Ballots Cast,,,,215,,,,
Dallas,2118-03,Ballots Cast,,,,92,,,,
Dallas,2119-01,Ballots Cast,,,,160,,,,
Dallas,2119-02,Ballots Cast,,,,8,,,,
Dallas,2120-01,Ballots Cast,,,,1294,,,,
Dallas,2121-01,Ballots Cast,,,,485,,,,
Dallas,2122-01,Ballots Cast,,,,811,,,,
Dallas,2123-01,Ballots Cast,,,,140,,,,
Dallas,2123-02,Ballots Cast,,,,676,,,,
Dallas,2124-01,Ballots Cast,,,,1060,,,,
Dallas,2124-02,Ballots Cast,,,,2,,,,
Dallas,2124-03,Ballots Cast,,,,1,,,,
Dallas,2125-01,Ballots Cast,,,,1596,,,,
Dallas,2125-02,Ballots Cast,,,,30,,,,
Dallas,2126-01,Ballots Cast,,,,427,,,,
Dallas,2127-01,Ballots Cast,,,,1227,,,,
Dallas,2127-02,Ballots Cast,,,,319,,,,
Dallas,2127-03,Ballots Cast,,,,619,,,,
Dallas,2128-01,Ballots Cast,,,,1718,,,,
Dallas,2128-02,Ballots Cast,,,,156,,,,
Dallas,2129-01,Ballots Cast,,,,256,,,,
Dallas,2130-01,Ballots Cast,,,,562,,,,
Dallas,2131-01,Ballots Cast,,,,983,,,,
Dallas,2132-01,Ballots Cast,,,,446,,,,
Dallas,2133-01,Ballots Cast,,,,27,,,,
Dallas,2134-01,Ballots Cast,,,,1261,,,,
Dallas,2137-01,Ballots Cast,,,,538,,,,
Dallas,2138-01,Ballots Cast,,,,398,,,,
Dallas,2139-01,Ballots Cast,,,,98,,,,
Dallas,2139-02,Ballots Cast,,,,184,,,,
Dallas,2140-01,Ballots Cast,,,,395,,,,
Dallas,2141-01,Ballots Cast,,,,412,,,,
Dallas,2142-01,Ballots Cast,,,,664,,,,
Dallas,2143-01,Ballots Cast,,,,271,,,,
Dallas,2143-02,Ballots Cast,,,,3,,,,
Dallas,2144-01,Ballots Cast,,,,1240,,,,
Dallas,2145-01,Ballots Cast,,,,1289,,,,
Dallas,2145-02,Ballots Cast,,,,607,,,,
Dallas,2145-03,Ballots Cast,,,,186,,,,
Dallas,2146-01,Ballots Cast,,,,1726,,,,
Dallas,2147-01,Ballots Cast,,,,1595,,,,
Dallas,2148-01,Ballots Cast,,,,287,,,,
Dallas,2148-02,Ballots Cast,,,,97,,,,
Dallas,2149-01,Ballots Cast,,,,670,,,,
Dallas,2149-02,Ballots Cast,,,,442,,,,
Dallas,2150-01,Ballots Cast,,,,843,,,,
Dallas,2151-01,Ballots Cast,,,,181,,,,
Dallas,2152-01,Ballots Cast,,,,1239,,,,
Dallas,2152-02,Ballots Cast,,,,75,,,,
Dallas,2153-01,Ballots Cast,,,,475,,,,
Dallas,2153-02,Ballots Cast,,,,404,,,,
Dallas,2154-01,Ballots Cast,,,,33,,,,
Dallas,2155-01,Ballots Cast,,,,807,,,,
Dallas,2155-02,Ballots Cast,,,,838,,,,
Dallas,2200-01,Ballots Cast,,,,959,,,,
Dallas,2200-02,Ballots Cast,,,,540,,,,
Dallas,2201-01,Ballots Cast,,,,1486,,,,
Dallas,2201-05,Ballots Cast,,,,2,,,,
Dallas,2202-01,Ballots Cast,,,,1520,,,,
Dallas,2203-01,Ballots Cast,,,,1238,,,,
Dallas,2220-01,Ballots Cast,,,,1445,,,,
Dallas,2221-01,Ballots Cast,,,,2984,,,,
Dallas,2222-01,Ballots Cast,,,,2471,,,,
Dallas,2223-01,Ballots Cast,,,,1362,,,,
Dallas,2224-01,Ballots Cast,,,,1320,,,,
Dallas,2225-01,Ballots Cast,,,,1360,,,,
Dallas,2226-01,Ballots Cast,,,,2298,,,,
Dallas,2300-01,Ballots Cast,,,,700,,,,
Dallas,2300-02,Ballots Cast,,,,116,,,,
Dallas,2300-04,Ballots Cast,,,,7,,,,
Dallas,2301-01,Ballots Cast,,,,1802,,,,
Dallas,2302-01,Ballots Cast,,,,834,,,,
Dallas,2302-02,Ballots Cast,,,,127,,,,
Dallas,2302-03,Ballots Cast,,,,116,,,,
Dallas,2303-01,Ballots Cast,,,,1481,,,,
Dallas,2303-03,Ballots Cast,,,,176,,,,
Dallas,2305-01,Ballots Cast,,,,677,,,,
Dallas,2305-02,Ballots Cast,,,,364,,,,
Dallas,2305-03,Ballots Cast,,,,752,,,,
Dallas,2306-01,Ballots Cast,,,,946,,,,
Dallas,2307-01,Ballots Cast,,,,461,,,,
Dallas,2308-01,Ballots Cast,,,,1657,,,,
Dallas,2308-04,Ballots Cast,,,,17,,,,
Dallas,2308-07,Ballots Cast,,,,310,,,,
Dallas,2309-01,Ballots Cast,,,,1197,,,,
Dallas,2310-01,Ballots Cast,,,,561,,,,
Dallas,2310-02,Ballots Cast,,,,576,,,,
Dallas,2310-03,Ballots Cast,,,,36,,,,
Dallas,2310-08,Ballots Cast,,,,108,,,,
Dallas,2310-09,Ballots Cast,,,,311,,,,
Dallas,2310-10,Ballots Cast,,,,24,,,,
Dallas,2311-01,Ballots Cast,,,,238,,,,
Dallas,2312-01,Ballots Cast,,,,26,,,,
Dallas,2313-01,Ballots Cast,,,,1,,,,
Dallas,2315-01,Ballots Cast,,,,146,,,,
Dallas,2316-01,Ballots Cast,,,,509,,,,
Dallas,2316-02,Ballots Cast,,,,469,,,,
Dallas,2316-03,Ballots Cast,,,,152,,,,
Dallas,2316-05,Ballots Cast,,,,178,,,,
Dallas,2400-01,Ballots Cast,,,,103,,,,
Dallas,2401-01,Ballots Cast,,,,1848,,,,
Dallas,2401-02,Ballots Cast,,,,506,,,,
Dallas,2402-01,Ballots Cast,,,,2090,,,,
Dallas,2403-01,Ballots Cast,,,,2,,,,
Dallas,2404-01,Ballots Cast,,,,1233,,,,
Dallas,2405-01,Ballots Cast,,,,2387,,,,
Dallas,2406-01,Ballots Cast,,,,2087,,,,
Dallas,2406-03,Ballots Cast,,,,32,,,,
Dallas,2407-01,Ballots Cast,,,,2673,,,,
Dallas,2408-01,Ballots Cast,,,,1180,,,,
Dallas,2409-01,Ballots Cast,,,,1254,,,,
Dallas,2410-01,Ballots Cast,,,,1008,,,,
Dallas,2410-02,Ballots Cast,,,,14,,,,
Dallas,2411-01,Ballots Cast,,,,373,,,,
Dallas,2417-01,Ballots Cast,,,,87,,,,
Dallas,2417-02,Ballots Cast,,,,57,,,,
Dallas,2500-01,Ballots Cast,,,,1257,,,,
Dallas,2501-01,Ballots Cast,,,,1119,,,,
Dallas,2502-01,Ballots Cast,,,,1553,,,,
Dallas,2503-01,Ballots Cast,,,,2191,,,,
Dallas,2504-01,Ballots Cast,,,,1033,,,,
Dallas,2505-01,Ballots Cast,,,,1476,,,,
Dallas,2506-01,Ballots Cast,,,,1792,,,,
Dallas,2507-01,Ballots Cast,,,,1718,,,,
