county,precinct,office,district,candidate,party,absentee,early_voting,election_day,limited,provisional,votes
Parker,100 - BS4,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,103,2053,310,19,20,2505
Parker,100 - BS4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,65,404,48,2,14,533
Parker,100 - BS4,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,1,56,7,1,1,66
Parker,100 - BS4,"Justice, Supreme Court, Place 8",,Under Votes,,49,55,14,2,1,121
Parker,100 - BS4,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,98,2075,312,20,22,2527
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,70,433,53,2,14,572
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,50,60,14,2,0,126
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,101,2085,311,20,19,2536
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,69,420,53,2,14,558
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,48,63,15,2,3,131
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,101,2092,312,19,21,2545
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,70,417,50,3,15,555
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,47,59,17,2,0,125
Parker,100 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,State Representative,61,Phil King,REP,104,2054,308,1,21,2488
Parker,100 - BS4,State Representative,61,Christopher Cox,DEM,63,397,47,0,15,522
Parker,100 - BS4,State Representative,61,J. K. Stephenson,LIB,4,64,13,0,0,81
Parker,100 - BS4,State Representative,61,Under Votes,,47,53,11,23,0,134
Parker,100 - BS4,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,126,2232,334,17,26,2735
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,92,336,45,7,10,490
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,102,2089,312,17,20,2540
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,68,413,49,1,14,545
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,48,66,18,6,2,140
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,124,2216,332,17,25,2714
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,94,352,47,7,11,511
Parker,100 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"District Judge, 43rd Judicial District",,Craig Towson,REP,122,2205,331,0,24,2682
Parker,100 - BS4,"District Judge, 43rd Judicial District",,Under Votes,,96,363,48,24,12,543
Parker,100 - BS4,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,124,2202,334,0,23,2683
Parker,100 - BS4,"District Judge, 415th Judicial District",,Under Votes,,94,366,45,24,13,542
Parker,100 - BS4,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,122,2194,334,1,24,2675
Parker,100 - BS4,"District Attorney, 43rd Judicial District",,Under Votes,,96,374,45,23,12,550
Parker,100 - BS4,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,County Court at Law 2,,Lynn Marie Johnson,REP,121,2195,335,0,24,2675
Parker,100 - BS4,County Court at Law 2,,Under Votes,,97,373,44,24,12,550
Parker,100 - BS4,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,Sheriff,,Larry Fowler,REP,121,2100,308,0,24,2553
Parker,100 - BS4,Sheriff,,Russell E. Hess,LIB,32,326,47,1,8,414
Parker,100 - BS4,Sheriff,,Under Votes,,65,142,24,23,4,258
Parker,100 - BS4,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,"Board of Directors, Precinct 1",,Melvin Woody,,94,1941,297,3,21,2356
Parker,100 - BS4,"Board of Directors, Precinct 1",,Under Votes,,124,627,82,21,15,869
Parker,100 - BS4,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,100 - BS4,School Trustee - Place One,,Brenda Reed,,67,1130,168,0,11,1376
Parker,100 - BS4,School Trustee - Place One,,Brian Pantoja,,12,273,54,0,1,340
Parker,100 - BS4,School Trustee - Place One,,Jeri Geary,,27,442,47,0,6,522
Parker,100 - BS4,School Trustee - Place One,,Under Votes,,111,723,110,24,18,986
Parker,100 - BS4,School Trustee - Place One,,Over Votes,,1,0,0,0,0,1
Parker,100 - BS4,School Trustee - Place Two,,Sarah Bennett,,93,1743,261,4,18,2119
Parker,100 - BS4,School Trustee - Place Two,,Under Votes,,125,825,118,20,18,1106
Parker,100 - BS4,School Trustee - Place Two,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,Ballots Cast,,,,,,,,,1619
Parker,105 - BS4,Registered Voters,,,,,,,,,2245
Parker,105 - BS4,President,,Donald J. Trump Michael R. Pence,REP,56,1120,140,10,9,1335
Parker,105 - BS4,President,,Joseph R. Biden Kamala D. Harris,DEM,37,190,22,0,7,256
Parker,105 - BS4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,12,5,0,1,18
Parker,105 - BS4,President,,Howie Hawkins Angela Walker,GRN,1,3,0,0,1,5
Parker,105 - BS4,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,105 - BS4,President,,Under Votes,,1,4,0,0,0,5
Parker,105 - BS4,President,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,U.S. Senate,,John Cornyn,REP,63,1107,132,9,10,1321
Parker,105 - BS4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,29,171,25,0,6,231
Parker,105 - BS4,U.S. Senate,,Kerry Douglas McKennon,LIB,3,26,6,0,0,35
Parker,105 - BS4,U.S. Senate,,David B. Collins,GRN,0,5,2,1,1,9
Parker,105 - BS4,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,105 - BS4,U.S. Senate,,Under Votes,,0,20,2,0,1,23
Parker,105 - BS4,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,U.S. House,12,Kay Granger,REP,67,1129,135,7,12,1350
Parker,105 - BS4,U.S. House,12,Lisa Welch,DEM,28,153,17,0,6,204
Parker,105 - BS4,U.S. House,12,Trey Holcomb,LIB,0,34,14,2,0,50
Parker,105 - BS4,U.S. House,12,Under Votes,,0,13,1,1,0,15
Parker,105 - BS4,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,Railroad Commissioner,,"James ""Jim"" Wright",REP,61,1113,139,9,11,1333
Parker,105 - BS4,Railroad Commissioner,,Chrysta Castañeda,DEM,28,160,16,0,6,210
Parker,105 - BS4,Railroad Commissioner,,Matt Sterett,LIB,3,28,10,1,0,42
Parker,105 - BS4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,7,1,0,0,8
Parker,105 - BS4,Railroad Commissioner,,Under Votes,,3,21,1,0,1,26
Parker,105 - BS4,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,59,1105,131,8,11,1314
Parker,105 - BS4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,28,173,21,1,6,229
Parker,105 - BS4,"Chief Justice, Supreme Court",,Mark Ash,LIB,4,32,12,1,0,49
Parker,105 - BS4,"Chief Justice, Supreme Court",,Under Votes,,4,19,3,0,1,27
Parker,105 - BS4,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,62,1135,144,10,11,1362
Parker,105 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,30,169,16,0,6,221
Parker,105 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,3,25,7,0,1,36
Parker,105 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,58,1104,126,9,11,1308
Parker,105 - BS4,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,29,170,20,0,5,224
Parker,105 - BS4,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,4,24,16,1,0,45
Parker,105 - BS4,"Justice, Supreme Court, Place 7",,Under Votes,,4,31,5,0,2,42
Parker,105 - BS4,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,60,1110,129,7,11,1317
Parker,105 - BS4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,28,169,18,1,6,222
Parker,105 - BS4,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,3,22,15,2,0,42
Parker,105 - BS4,"Justice, Supreme Court, Place 8",,Under Votes,,4,28,5,0,1,38
Parker,105 - BS4,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,61,1124,136,8,11,1340
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,31,177,24,1,6,239
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,3,28,7,1,1,40
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,63,1129,139,10,10,1351
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,29,170,21,0,6,226
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,3,30,7,0,2,42
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,64,1128,141,10,11,1354
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,28,164,18,0,6,216
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,3,37,8,0,1,49
Parker,105 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,State Representative,61,Phil King,REP,62,1099,133,0,11,1305
Parker,105 - BS4,State Representative,61,Christopher Cox,DEM,28,162,17,0,6,213
Parker,105 - BS4,State Representative,61,J. K. Stephenson,LIB,3,42,11,0,0,56
Parker,105 - BS4,State Representative,61,Under Votes,,2,26,6,10,1,45
Parker,105 - BS4,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,69,1194,147,9,12,1431
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,26,135,20,1,6,188
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,65,1126,140,9,12,1352
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,28,165,19,1,5,218
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,2,38,8,0,1,49
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,69,1187,145,10,12,1423
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,26,142,22,0,6,196
Parker,105 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"District Judge, 43rd Judicial District",,Craig Towson,REP,70,1188,143,0,12,1413
Parker,105 - BS4,"District Judge, 43rd Judicial District",,Under Votes,,25,141,24,10,6,206
Parker,105 - BS4,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,70,1178,143,0,12,1403
Parker,105 - BS4,"District Judge, 415th Judicial District",,Under Votes,,25,151,24,10,6,216
Parker,105 - BS4,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,67,1176,143,1,12,1399
Parker,105 - BS4,"District Attorney, 43rd Judicial District",,Under Votes,,28,153,24,9,6,220
Parker,105 - BS4,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,County Court at Law 2,,Lynn Marie Johnson,REP,66,1175,145,0,11,1397
Parker,105 - BS4,County Court at Law 2,,Under Votes,,29,154,22,10,7,222
Parker,105 - BS4,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,Sheriff,,Larry Fowler,REP,67,1130,131,0,11,1339
Parker,105 - BS4,Sheriff,,Russell E. Hess,LIB,14,140,26,1,2,183
Parker,105 - BS4,Sheriff,,Under Votes,,14,59,10,9,5,97
Parker,105 - BS4,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,"Board of Directors, Precinct 1",,Melvin Woody,,57,1019,127,2,10,1215
Parker,105 - BS4,"Board of Directors, Precinct 1",,Under Votes,,38,310,40,8,8,404
Parker,105 - BS4,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,School Trustee - Place One,,Brenda Reed,,34,555,65,0,8,662
Parker,105 - BS4,School Trustee - Place One,,Brian Pantoja,,9,161,27,0,1,198
Parker,105 - BS4,School Trustee - Place One,,Jeri Geary,,13,285,30,0,4,332
Parker,105 - BS4,School Trustee - Place One,,Under Votes,,39,328,45,10,5,427
Parker,105 - BS4,School Trustee - Place One,,Over Votes,,0,0,0,0,0,0
Parker,105 - BS4,School Trustee - Place Two,,Sarah Bennett,,52,959,114,0,12,1137
Parker,105 - BS4,School Trustee - Place Two,,Under Votes,,43,370,53,10,6,482
Parker,105 - BS4,School Trustee - Place Two,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,Ballots Cast,,,,,,,,,918
Parker,110 - BS4,Registered Voters,,,,,,,,,1401
Parker,110 - BS4,President,,Donald J. Trump Michael R. Pence,REP,27,589,71,6,6,699
Parker,110 - BS4,President,,Joseph R. Biden Kamala D. Harris,DEM,20,157,18,1,3,199
Parker,110 - BS4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,7,6,0,0,14
Parker,110 - BS4,President,,Howie Hawkins Angela Walker,GRN,0,1,1,0,1,3
Parker,110 - BS4,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Brian Carroll/Amar Patel (W),,0,1,0,0,0,1
Parker,110 - BS4,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,110 - BS4,President,,Under Votes,,0,2,0,0,0,2
Parker,110 - BS4,President,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,U.S. Senate,,John Cornyn,REP,28,586,61,6,7,688
Parker,110 - BS4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,19,144,21,1,2,187
Parker,110 - BS4,U.S. Senate,,Kerry Douglas McKennon,LIB,1,12,11,0,0,24
Parker,110 - BS4,U.S. Senate,,David B. Collins,GRN,0,3,0,0,0,3
Parker,110 - BS4,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,110 - BS4,U.S. Senate,,Under Votes,,0,12,3,0,1,16
Parker,110 - BS4,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,U.S. House,12,Kay Granger,REP,28,591,64,4,7,694
Parker,110 - BS4,U.S. House,12,Lisa Welch,DEM,18,129,20,1,2,170
Parker,110 - BS4,U.S. House,12,Trey Holcomb,LIB,2,25,8,0,0,35
Parker,110 - BS4,U.S. House,12,Under Votes,,0,12,4,2,1,19
Parker,110 - BS4,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,Railroad Commissioner,,"James ""Jim"" Wright",REP,27,582,66,6,7,688
Parker,110 - BS4,Railroad Commissioner,,Chrysta Castañeda,DEM,18,132,17,1,2,170
Parker,110 - BS4,Railroad Commissioner,,Matt Sterett,LIB,0,19,7,0,0,26
Parker,110 - BS4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,6,3,0,0,10
Parker,110 - BS4,Railroad Commissioner,,Under Votes,,2,18,3,0,1,24
Parker,110 - BS4,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,26,573,66,6,7,678
Parker,110 - BS4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,19,142,19,1,2,183
Parker,110 - BS4,"Chief Justice, Supreme Court",,Mark Ash,LIB,1,23,9,0,0,33
Parker,110 - BS4,"Chief Justice, Supreme Court",,Under Votes,,2,19,2,0,1,24
Parker,110 - BS4,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,28,594,73,6,7,708
Parker,110 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,18,141,20,1,2,182
Parker,110 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,2,22,3,0,1,28
Parker,110 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,28,577,66,6,7,684
Parker,110 - BS4,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,17,135,19,1,2,174
Parker,110 - BS4,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,1,24,9,0,0,34
Parker,110 - BS4,"Justice, Supreme Court, Place 7",,Under Votes,,2,21,2,0,1,26
Parker,110 - BS4,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,27,578,68,6,6,685
Parker,110 - BS4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,18,129,16,1,2,166
Parker,110 - BS4,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,1,26,10,0,0,37
Parker,110 - BS4,"Justice, Supreme Court, Place 8",,Under Votes,,2,24,2,0,2,30
Parker,110 - BS4,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,29,590,70,6,7,702
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,17,144,21,1,2,185
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,2,23,5,0,1,31
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,27,599,69,6,6,707
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,19,134,23,1,2,179
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,2,24,4,0,2,32
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,30,587,69,6,7,699
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,16,144,22,1,2,185
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,2,26,5,0,1,34
Parker,110 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,State Representative,61,Phil King,REP,26,578,67,2,7,680
Parker,110 - BS4,State Representative,61,Christopher Cox,DEM,19,135,17,0,2,173
Parker,110 - BS4,State Representative,61,J. K. Stephenson,LIB,1,25,8,0,0,34
Parker,110 - BS4,State Representative,61,Under Votes,,2,19,4,5,1,31
Parker,110 - BS4,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,31,635,77,5,7,755
