county,precinct,office,district,candidate,party,absentee,early_voting,election_day,limited,provisional,votes
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,17,122,19,2,3,163
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,29,593,68,5,7,702
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,17,134,23,0,2,176
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,2,30,5,2,1,40
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,30,625,78,5,7,745
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,18,132,18,2,3,173
Parker,110 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"District Judge, 43rd Judicial District",,Craig Towson,REP,30,625,77,0,7,739
Parker,110 - BS4,"District Judge, 43rd Judicial District",,Under Votes,,18,132,19,7,3,179
Parker,110 - BS4,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,30,613,77,0,7,727
Parker,110 - BS4,"District Judge, 415th Judicial District",,Under Votes,,18,144,19,7,3,191
Parker,110 - BS4,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,30,616,76,0,7,729
Parker,110 - BS4,"District Attorney, 43rd Judicial District",,Under Votes,,18,141,20,7,3,189
Parker,110 - BS4,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,County Court at Law 2,,Lynn Marie Johnson,REP,30,622,75,0,7,734
Parker,110 - BS4,County Court at Law 2,,Under Votes,,18,135,21,7,3,184
Parker,110 - BS4,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,Sheriff,,Larry Fowler,REP,34,587,63,0,7,691
Parker,110 - BS4,Sheriff,,Russell E. Hess,LIB,7,101,24,1,1,134
Parker,110 - BS4,Sheriff,,Under Votes,,7,69,9,6,2,93
Parker,110 - BS4,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,"Board of Directors, Precinct 1",,Melvin Woody,,21,556,70,0,8,655
Parker,110 - BS4,"Board of Directors, Precinct 1",,Under Votes,,27,201,26,7,2,263
Parker,110 - BS4,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,School Trustee - Place One,,Brenda Reed,,19,345,43,0,3,410
Parker,110 - BS4,School Trustee - Place One,,Brian Pantoja,,3,98,14,0,0,115
Parker,110 - BS4,School Trustee - Place One,,Jeri Geary,,8,147,16,0,2,173
Parker,110 - BS4,School Trustee - Place One,,Under Votes,,18,167,23,7,5,220
Parker,110 - BS4,School Trustee - Place One,,Over Votes,,0,0,0,0,0,0
Parker,110 - BS4,School Trustee - Place Two,,Sarah Bennett,,20,535,65,2,7,629
Parker,110 - BS4,School Trustee - Place Two,,Under Votes,,28,222,31,5,3,289
Parker,110 - BS4,School Trustee - Place Two,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,Ballots Cast,,,,,,,,,993
Parker,111 - BS4,Registered Voters,,,,,,,,,1463
Parker,111 - BS4,President,,Donald J. Trump Michael R. Pence,REP,35,660,89,6,9,799
Parker,111 - BS4,President,,Joseph R. Biden Kamala D. Harris,DEM,19,135,14,4,2,174
Parker,111 - BS4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,8,1,0,0,9
Parker,111 - BS4,President,,Howie Hawkins Angela Walker,GRN,0,5,1,0,0,6
Parker,111 - BS4,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,111 - BS4,President,,Under Votes,,1,3,1,0,0,5
Parker,111 - BS4,President,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,U.S. Senate,,John Cornyn,REP,36,649,88,7,10,790
Parker,111 - BS4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,19,128,13,3,1,164
Parker,111 - BS4,U.S. Senate,,Kerry Douglas McKennon,LIB,0,13,2,0,0,15
Parker,111 - BS4,U.S. Senate,,David B. Collins,GRN,0,9,1,0,0,10
Parker,111 - BS4,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,111 - BS4,U.S. Senate,,Under Votes,,0,12,2,0,0,14
Parker,111 - BS4,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,U.S. House,12,Kay Granger,REP,34,662,83,5,10,794
Parker,111 - BS4,U.S. House,12,Lisa Welch,DEM,19,119,14,2,1,155
Parker,111 - BS4,U.S. House,12,Trey Holcomb,LIB,2,21,7,0,0,30
Parker,111 - BS4,U.S. House,12,Under Votes,,0,9,2,3,0,14
Parker,111 - BS4,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,Railroad Commissioner,,"James ""Jim"" Wright",REP,37,647,87,7,10,788
Parker,111 - BS4,Railroad Commissioner,,Chrysta Castañeda,DEM,17,130,14,2,1,164
Parker,111 - BS4,Railroad Commissioner,,Matt Sterett,LIB,0,14,2,0,0,16
Parker,111 - BS4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,7,0,1,0,9
Parker,111 - BS4,Railroad Commissioner,,Under Votes,,0,13,3,0,0,16
Parker,111 - BS4,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,35,646,82,7,9,779
Parker,111 - BS4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,19,137,16,2,2,176
Parker,111 - BS4,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,15,4,1,0,20
Parker,111 - BS4,"Chief Justice, Supreme Court",,Under Votes,,1,13,4,0,0,18
Parker,111 - BS4,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,36,671,90,7,9,813
Parker,111 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,19,125,13,2,2,161
Parker,111 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,0,15,3,1,0,19
Parker,111 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,36,655,84,6,10,791
Parker,111 - BS4,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,19,127,16,4,1,167
Parker,111 - BS4,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,14,3,0,0,17
Parker,111 - BS4,"Justice, Supreme Court, Place 7",,Under Votes,,0,15,3,0,0,18
Parker,111 - BS4,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,36,649,85,7,10,787
Parker,111 - BS4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,19,124,13,3,1,160
Parker,111 - BS4,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,18,4,0,0,22
Parker,111 - BS4,"Justice, Supreme Court, Place 8",,Under Votes,,0,20,4,0,0,24
Parker,111 - BS4,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,36,659,87,6,9,797
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,19,135,14,4,2,174
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,0,17,5,0,0,22
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,34,662,86,7,9,798
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,19,129,16,3,2,169
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,2,20,4,0,0,26
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,33,663,90,7,10,803
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,19,128,13,2,1,163
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,3,20,3,1,0,27
Parker,111 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,State Representative,61,Phil King,REP,36,652,86,0,9,783
Parker,111 - BS4,State Representative,61,Christopher Cox,DEM,18,123,13,0,2,156
Parker,111 - BS4,State Representative,61,J. K. Stephenson,LIB,0,21,5,0,0,26
Parker,111 - BS4,State Representative,61,Under Votes,,1,15,2,10,0,28
Parker,111 - BS4,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,37,703,99,6,10,855
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,18,108,7,4,1,138
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,36,664,86,6,9,801
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,19,121,13,1,2,156
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,0,26,7,3,0,36
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,36,703,98,5,10,852
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,19,108,8,5,1,141
Parker,111 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"District Judge, 43rd Judicial District",,Craig Towson,REP,36,704,97,0,10,847
Parker,111 - BS4,"District Judge, 43rd Judicial District",,Under Votes,,19,107,9,10,1,146
Parker,111 - BS4,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,34,701,96,0,10,841
Parker,111 - BS4,"District Judge, 415th Judicial District",,Under Votes,,21,110,10,10,1,152
Parker,111 - BS4,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,36,696,96,0,10,838
Parker,111 - BS4,"District Attorney, 43rd Judicial District",,Under Votes,,19,115,10,10,1,155
Parker,111 - BS4,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,County Court at Law 2,,Lynn Marie Johnson,REP,36,695,98,0,10,839
Parker,111 - BS4,County Court at Law 2,,Under Votes,,19,116,8,10,1,154
Parker,111 - BS4,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,Sheriff,,Larry Fowler,REP,39,653,88,0,10,790
Parker,111 - BS4,Sheriff,,Russell E. Hess,LIB,15,100,12,0,1,128
Parker,111 - BS4,Sheriff,,Under Votes,,1,58,6,10,0,75
Parker,111 - BS4,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,"Board of Directors, Precinct 1",,Melvin Woody,,30,621,81,0,10,742
Parker,111 - BS4,"Board of Directors, Precinct 1",,Under Votes,,25,190,25,10,1,251
Parker,111 - BS4,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,School Trustee - Place One,,Brenda Reed,,14,358,44,0,5,421
Parker,111 - BS4,School Trustee - Place One,,Brian Pantoja,,6,106,15,0,0,127
Parker,111 - BS4,School Trustee - Place One,,Jeri Geary,,10,141,18,0,4,173
Parker,111 - BS4,School Trustee - Place One,,Under Votes,,25,206,29,10,2,272
Parker,111 - BS4,School Trustee - Place One,,Over Votes,,0,0,0,0,0,0
Parker,111 - BS4,School Trustee - Place Two,,Sarah Bennett,,28,579,75,0,8,690
Parker,111 - BS4,School Trustee - Place Two,,Under Votes,,27,232,31,10,3,303
Parker,111 - BS4,School Trustee - Place Two,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,Ballots Cast,,,,,,,,,386
Parker,115 - BS4,Registered Voters,,,,,,,,,597
Parker,115 - BS4,President,,Donald J. Trump Michael R. Pence,REP,10,239,47,5,1,302
Parker,115 - BS4,President,,Joseph R. Biden Kamala D. Harris,DEM,9,58,8,3,0,78
Parker,115 - BS4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,3,2,0,0,5
Parker,115 - BS4,President,,Howie Hawkins Angela Walker,GRN,0,1,0,0,0,1
Parker,115 - BS4,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,115 - BS4,President,,Under Votes,,0,0,0,0,0,0
Parker,115 - BS4,President,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,U.S. Senate,,John Cornyn,REP,12,238,47,5,1,303
Parker,115 - BS4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,7,54,8,3,0,72
Parker,115 - BS4,U.S. Senate,,Kerry Douglas McKennon,LIB,0,3,2,0,0,5
Parker,115 - BS4,U.S. Senate,,David B. Collins,GRN,0,3,0,0,0,3
Parker,115 - BS4,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,115 - BS4,U.S. Senate,,Under Votes,,0,3,0,0,0,3
Parker,115 - BS4,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,U.S. House,12,Kay Granger,REP,12,251,46,4,1,314
Parker,115 - BS4,U.S. House,12,Lisa Welch,DEM,6,44,7,3,0,60
Parker,115 - BS4,U.S. House,12,Trey Holcomb,LIB,0,3,3,0,0,6
Parker,115 - BS4,U.S. House,12,Under Votes,,1,3,1,1,0,6
Parker,115 - BS4,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,Railroad Commissioner,,"James ""Jim"" Wright",REP,11,243,48,5,1,308
Parker,115 - BS4,Railroad Commissioner,,Chrysta Castañeda,DEM,7,48,6,2,0,63
Parker,115 - BS4,Railroad Commissioner,,Matt Sterett,LIB,0,5,1,0,0,6
Parker,115 - BS4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,1,1,1,0,3
Parker,115 - BS4,Railroad Commissioner,,Under Votes,,1,4,1,0,0,6
Parker,115 - BS4,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,10,239,48,5,1,303
Parker,115 - BS4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,8,54,7,3,0,72
Parker,115 - BS4,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,4,1,0,0,5
Parker,115 - BS4,"Chief Justice, Supreme Court",,Under Votes,,1,4,1,0,0,6
Parker,115 - BS4,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,10,241,48,5,1,305
Parker,115 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,8,54,8,3,0,73
Parker,115 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,1,6,1,0,0,8
Parker,115 - BS4,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,10,240,49,5,1,305
Parker,115 - BS4,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,8,50,7,3,0,68
Parker,115 - BS4,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,3,1,0,0,4
Parker,115 - BS4,"Justice, Supreme Court, Place 7",,Under Votes,,1,8,0,0,0,9
Parker,115 - BS4,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,10,242,46,5,1,304
Parker,115 - BS4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,8,51,7,3,0,69
Parker,115 - BS4,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,2,4,0,0,6
Parker,115 - BS4,"Justice, Supreme Court, Place 8",,Under Votes,,1,6,0,0,0,7
Parker,115 - BS4,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,10,242,50,5,1,308
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,8,51,6,3,0,68
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,1,8,1,0,0,10
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,10,243,48,5,1,307
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,8,52,8,3,0,71
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,1,6,1,0,0,8
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,10,244,49,5,1,309
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,8,48,6,3,0,65
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,1,9,2,0,0,12
Parker,115 - BS4,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,State Representative,61,Phil King,REP,9,243,48,1,1,302
Parker,115 - BS4,State Representative,61,Christopher Cox,DEM,8,50,7,0,0,65
Parker,115 - BS4,State Representative,61,J. K. Stephenson,LIB,1,4,1,0,0,6
Parker,115 - BS4,State Representative,61,Under Votes,,1,4,1,7,0,13
Parker,115 - BS4,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,13,267,54,4,1,339
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,6,34,3,4,0,47
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,10,240,49,2,1,302
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,8,51,7,3,0,69
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,1,10,1,3,0,15
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,13,266,54,3,1,337
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,6,35,3,5,0,49
Parker,115 - BS4,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"District Judge, 43rd Judicial District",,Craig Towson,REP,13,264,53,0,1,331
Parker,115 - BS4,"District Judge, 43rd Judicial District",,Under Votes,,6,37,4,8,0,55
Parker,115 - BS4,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,12,259,53,0,1,325
Parker,115 - BS4,"District Judge, 415th Judicial District",,Under Votes,,7,42,4,8,0,61
Parker,115 - BS4,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,13,264,54,0,1,332
Parker,115 - BS4,"District Attorney, 43rd Judicial District",,Under Votes,,6,37,3,8,0,54
Parker,115 - BS4,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,County Court at Law 2,,Lynn Marie Johnson,REP,13,263,53,0,1,330
Parker,115 - BS4,County Court at Law 2,,Under Votes,,6,38,4,8,0,56
Parker,115 - BS4,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,Sheriff,,Larry Fowler,REP,15,240,48,0,1,304
Parker,115 - BS4,Sheriff,,Russell E. Hess,LIB,1,41,6,0,0,48
Parker,115 - BS4,Sheriff,,Under Votes,,3,20,3,8,0,34
Parker,115 - BS4,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,"Board of Directors, Precinct 1",,Melvin Woody,,13,237,45,1,1,297
Parker,115 - BS4,"Board of Directors, Precinct 1",,Under Votes,,6,64,12,7,0,89
Parker,115 - BS4,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,School Trustee - Place One,,Brenda Reed,,11,158,30,0,1,200
Parker,115 - BS4,School Trustee - Place One,,Brian Pantoja,,2,36,7,0,0,45
Parker,115 - BS4,School Trustee - Place One,,Jeri Geary,,0,29,6,0,0,35
Parker,115 - BS4,School Trustee - Place One,,Under Votes,,6,78,14,8,0,106
Parker,115 - BS4,School Trustee - Place One,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS4,School Trustee - Place Two,,Sarah Bennett,,12,216,43,0,1,272
Parker,115 - BS4,School Trustee - Place Two,,Under Votes,,7,85,14,8,0,114
Parker,115 - BS4,School Trustee - Place Two,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS4,Ballots Cast,,,,,,,,,699
Parker,130 - BS4,Registered Voters,,,,,,,,,1155
Parker,130 - BS4,President,,Donald J. Trump Michael R. Pence,REP,17,450,92,10,4,573
Parker,130 - BS4,President,,Joseph R. Biden Kamala D. Harris,DEM,21,73,22,0,2,118
Parker,130 - BS4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,7,1,0,0,8
Parker,130 - BS4,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0,0,0
Parker,130 - BS4,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,130 - BS4,President,,Under Votes,,0,0,0,0,0,0
Parker,130 - BS4,President,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS4,U.S. Senate,,John Cornyn,REP,16,435,88,9,4,552
Parker,130 - BS4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,20,71,19,0,2,112
Parker,130 - BS4,U.S. Senate,,Kerry Douglas McKennon,LIB,0,12,5,0,0,17
Parker,130 - BS4,U.S. Senate,,David B. Collins,GRN,0,3,1,0,0,4
Parker,130 - BS4,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,130 - BS4,U.S. Senate,,Under Votes,,2,9,2,1,0,14
