county,precinct,office,district,candidate,party,election_day,early_voting,votes
King,1,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,REP,2,23,25
King,2,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,REP,3,8,11
King,3,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,REP,13,12,25
King,4,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,REP,8,8,16
King,1,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,BRIAN QUINN,REP,1,23,24
King,2,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,BRIAN QUINN,REP,3,7,10
King,3,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,BRIAN QUINN,REP,12,12,24
King,4,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,BRIAN QUINN,REP,7,7,14
King,1,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,LARRY DOSS,REP,0,15,15
King,1,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,STEVEN DENNY,REP,1,4,5
King,2,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,LARRY DOSS,REP,4,6,10
King,2,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,STEVEN DENNY,REP,1,2,3
King,3,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,LARRY DOSS,REP,5,5,10
King,3,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,STEVEN DENNY,REP,6,3,9
King,4,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,LARRY DOSS,REP,6,6,12
King,4,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4",,STEVEN DENNY,REP,0,3,3
King,1,"JUSTICE, SUPREME COURT, PLACE 6",,JANE BLAND,REP,2,22,24
King,2,"JUSTICE, SUPREME COURT, PLACE 6",,JANE BLAND,REP,3,7,10
King,3,"JUSTICE, SUPREME COURT, PLACE 6",,JANE BLAND,REP,13,13,26
King,4,"JUSTICE, SUPREME COURT, PLACE 6",,JANE BLAND,REP,8,8,16
King,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JAY JOHNSON,REP,1,23,24
King,2,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JAY JOHNSON,REP,2,7,9
King,3,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JAY JOHNSON,REP,13,11,24
King,4,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JAY JOHNSON,REP,7,8,15
King,1,COUNTY TAX ASSESSOR-COLLECTOR,,AMY MCCAULEY,REP,4,33,37
King,2,COUNTY TAX ASSESSOR-COLLECTOR,,AMY MCCAULEY,REP,3,7,10
King,3,COUNTY TAX ASSESSOR-COLLECTOR,,AMY MCCAULEY,REP,19,15,34
King,4,COUNTY TAX ASSESSOR-COLLECTOR,,AMY MCCAULEY,REP,14,10,24
King,1,State Senate,28,CHARLES PERRY,REP,1,29,30
King,2,State Senate,28,CHARLES PERRY,REP,3,7,10
King,3,State Senate,28,CHARLES PERRY,REP,14,13,27
King,4,State Senate,28,CHARLES PERRY,REP,7,9,16
King,1,President,,BILL WELD,REP,0,0,0
King,1,President,,BOB ELY,REP,0,0,0
King,1,President,,DONALD J. TRUMP,REP,6,36,42
King,1,President,,JOE WALSH,REP,0,0,0
King,1,President,,MATTHEW JOHN MATERN,REP,0,0,0
King,1,President,,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",REP,0,0,0
King,1,President,,UNCOMMITTED,REP,0,1,1
King,1,President,,ZOLTAN G. ISTVAN,REP,0,0,0
King,2,President,,BILL WELD,REP,0,0,0
King,2,President,,BOB ELY,REP,0,0,0
King,2,President,,DONALD J. TRUMP,REP,5,8,13
King,2,President,,JOE WALSH,REP,0,0,0
King,2,President,,MATTHEW JOHN MATERN,REP,0,0,0
King,2,President,,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",REP,0,0,0
King,2,President,,UNCOMMITTED,REP,0,0,0
King,2,President,,ZOLTAN G. ISTVAN,REP,0,0,0
King,3,President,,BILL WELD,REP,0,0,0
King,3,President,,BOB ELY,REP,0,0,0
King,3,President,,DONALD J. TRUMP,REP,19,15,34
King,3,President,,JOE WALSH,REP,0,0,0
King,3,President,,MATTHEW JOHN MATERN,REP,0,0,0
King,3,President,,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",REP,0,0,0
King,3,President,,UNCOMMITTED,REP,0,0,0
King,3,President,,ZOLTAN G. ISTVAN,REP,0,0,0
King,4,President,,BILL WELD,REP,1,0,1
King,4,President,,BOB ELY,REP,0,0,0
King,4,President,,DONALD J. TRUMP,REP,12,10,22
King,4,President,,JOE WALSH,REP,0,0,0
King,4,President,,MATTHEW JOHN MATERN,REP,0,0,0
King,4,President,,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",REP,0,0,0
King,4,President,,UNCOMMITTED,REP,0,0,0
King,4,President,,ZOLTAN G. ISTVAN,REP,0,0,0
King,1,U.S. House,13,ASUSENA RESÉNDIZ,REP,0,0,0
King,1,U.S. House,13,"CATHERINE ""I SWEAR"" CARR",REP,0,0,0
King,1,U.S. House,13,CHRIS EKSTROM,REP,0,1,1
King,1,U.S. House,13,DIANE KNOWLTON,REP,0,0,0
King,1,U.S. House,13,ELAINE HAYS,REP,0,4,4
King,1,U.S. House,13,JAMIE CULLEY,REP,0,1,1
King,1,U.S. House,13,JASON FOGLESONG,REP,0,0,0
King,1,U.S. House,13,JOSH WINEGARNER,REP,1,14,15
King,1,U.S. House,13,LEE HARVEY,REP,0,0,0
King,1,U.S. House,13,MARK NEESE,REP,0,1,1
King,1,U.S. House,13,MATT MCARTHUR,REP,0,1,1
King,1,U.S. House,13,MONIQUE WORTHY,REP,2,0,2
King,1,U.S. House,13,RICHARD HERMAN,REP,0,1,1
King,1,U.S. House,13,RONNY JACKSON,REP,1,1,2
King,1,U.S. House,13,VANCE SNIDER II,REP,0,4,4
King,2,U.S. House,13,ASUSENA RESÉNDIZ,REP,0,0,0
King,2,U.S. House,13,"CATHERINE ""I SWEAR"" CARR",REP,0,0,0
King,2,U.S. House,13,CHRIS EKSTROM,REP,0,1,1
King,2,U.S. House,13,DIANE KNOWLTON,REP,0,0,0
King,2,U.S. House,13,ELAINE HAYS,REP,0,1,1
King,2,U.S. House,13,JAMIE CULLEY,REP,0,0,0
King,2,U.S. House,13,JASON FOGLESONG,REP,0,0,0
King,2,U.S. House,13,JOSH WINEGARNER,REP,1,6,7
King,2,U.S. House,13,LEE HARVEY,REP,1,0,1
King,2,U.S. House,13,MARK NEESE,REP,1,0,1
King,2,U.S. House,13,MATT MCARTHUR,REP,1,0,1
King,2,U.S. House,13,MONIQUE WORTHY,REP,0,0,0
King,2,U.S. House,13,RICHARD HERMAN,REP,0,0,0
King,2,U.S. House,13,RONNY JACKSON,REP,1,0,1
King,2,U.S. House,13,VANCE SNIDER II,REP,0,0,0
King,3,U.S. House,13,ASUSENA RESÉNDIZ,REP,0,0,0
King,3,U.S. House,13,"CATHERINE ""I SWEAR"" CARR",REP,0,0,0
King,3,U.S. House,13,CHRIS EKSTROM,REP,2,0,2
King,3,U.S. House,13,DIANE KNOWLTON,REP,0,0,0
King,3,U.S. House,13,ELAINE HAYS,REP,1,0,1
King,3,U.S. House,13,JAMIE CULLEY,REP,0,0,0
King,3,U.S. House,13,JASON FOGLESONG,REP,0,0,0
King,3,U.S. House,13,JOSH WINEGARNER,REP,7,9,16
King,3,U.S. House,13,LEE HARVEY,REP,2,0,2
King,3,U.S. House,13,MARK NEESE,REP,1,0,1
King,3,U.S. House,13,MATT MCARTHUR,REP,0,0,0
King,3,U.S. House,13,MONIQUE WORTHY,REP,0,0,0
King,3,U.S. House,13,RICHARD HERMAN,REP,1,0,1
King,3,U.S. House,13,RONNY JACKSON,REP,0,0,0
King,3,U.S. House,13,VANCE SNIDER II,REP,1,5,6
King,4,U.S. House,13,ASUSENA RESÉNDIZ,REP,1,0,1
King,4,U.S. House,13,"CATHERINE ""I SWEAR"" CARR",REP,0,0,0
King,4,U.S. House,13,CHRIS EKSTROM,REP,0,1,1
King,4,U.S. House,13,DIANE KNOWLTON,REP,0,0,0
King,4,U.S. House,13,ELAINE HAYS,REP,0,0,0
King,4,U.S. House,13,JAMIE CULLEY,REP,0,0,0
King,4,U.S. House,13,JASON FOGLESONG,REP,0,0,0
King,4,U.S. House,13,JOSH WINEGARNER,REP,7,6,13
King,4,U.S. House,13,LEE HARVEY,REP,0,0,0
King,4,U.S. House,13,MARK NEESE,REP,0,0,0
King,4,U.S. House,13,MATT MCARTHUR,REP,0,0,0
King,4,U.S. House,13,MONIQUE WORTHY,REP,0,0,0
King,4,U.S. House,13,RICHARD HERMAN,REP,1,0,1
King,4,U.S. House,13,RONNY JACKSON,REP,1,1,2
King,4,U.S. House,13,VANCE SNIDER II,REP,0,2,2
King,1,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,REP,1,22,23
King,2,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,REP,3,7,10
King,3,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,REP,13,12,25
King,4,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,REP,6,8,14
King,1,State Representative,68,DREW SPRINGER,REP,2,29,31
King,2,State Representative,68,DREW SPRINGER,REP,3,8,11
King,3,State Representative,68,DREW SPRINGER,REP,15,13,28
King,4,State Representative,68,DREW SPRINGER,REP,10,9,19
King,1,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,1,18,19
King,1,Railroad Commissioner,,RYAN SITTON,REP,3,4,7
King,2,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,3,3,6
King,2,Railroad Commissioner,,RYAN SITTON,REP,2,3,5
King,3,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,9,7,16
King,3,Railroad Commissioner,,RYAN SITTON,REP,5,7,12
King,4,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,6,3,9
King,4,Railroad Commissioner,,RYAN SITTON,REP,3,5,8
King,1,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,REP,2,22,24
King,2,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,REP,3,7,10
King,3,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,REP,14,12,26
King,4,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,REP,8,8,16
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,REP,1,12,13
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,GINA PARKER,REP,0,8,8
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,REP,3,5,8
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,GINA PARKER,REP,2,3,5
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,REP,10,6,16
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,GINA PARKER,REP,3,5,8
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,REP,3,3,6
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,GINA PARKER,REP,4,5,9
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,REP,1,22,23
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,REP,3,7,10
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,REP,12,11,23
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,REP,7,8,15
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,REP,1,22,23
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,REP,3,7,10
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,REP,12,11,23
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,REP,7,8,15
King,1,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,REP,0,0,0
King,1,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,REP,0,0,0
King,2,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,REP,0,0,0
King,2,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,REP,0,0,0
King,3,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,REP,0,0,0
King,3,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,REP,0,0,0
King,4,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,REP,1,0,1
King,4,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,REP,1,0,1
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,REP,0,0,0
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,REP,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,REP,0,0,0
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,REP,2,0,2
King,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JOHN BETANCOURT,REP,0,0,0
King,2,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JOHN BETANCOURT,REP,0,0,0
King,3,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JOHN BETANCOURT,REP,0,0,0
King,4,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,JOHN BETANCOURT,REP,2,0,2
King,1,U.S. Senate,,ADRIAN OCEGUEDA,DEM,0,0,0
King,1,U.S. Senate,,AMANDA K. EDWARDS,DEM,0,0,0
King,1,U.S. Senate,,"ANNIE ""MAMÁ"" GARCIA",DEM,0,0,0
King,1,U.S. Senate,,CHRIS BELL,DEM,0,0,0
King,1,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,0,0,0
King,1,U.S. Senate,,D. R. HUNTER,DEM,0,0,0
King,1,U.S. Senate,,JACK DANIEL FOSTER JR,DEM,0,0,0
King,1,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,0,0,0
King,1,U.S. Senate,,MICHAEL COOPER,DEM,0,0,0
King,1,U.S. Senate,,ROYCE WEST,DEM,0,0,0
King,1,U.S. Senate,,SEMA HERNANDEZ,DEM,0,0,0
King,1,U.S. Senate,,VICTOR HUGO HARRIS,DEM,0,0,0
King,2,U.S. Senate,,ADRIAN OCEGUEDA,DEM,0,0,0
King,2,U.S. Senate,,AMANDA K. EDWARDS,DEM,0,0,0
King,2,U.S. Senate,,"ANNIE ""MAMÁ"" GARCIA",DEM,0,0,0
King,2,U.S. Senate,,CHRIS BELL,DEM,0,0,0
King,2,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,0,0,0
King,2,U.S. Senate,,D. R. HUNTER,DEM,0,0,0
King,2,U.S. Senate,,JACK DANIEL FOSTER JR,DEM,0,0,0
King,2,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,0,0,0
King,2,U.S. Senate,,MICHAEL COOPER,DEM,0,0,0
King,2,U.S. Senate,,ROYCE WEST,DEM,0,0,0
King,2,U.S. Senate,,SEMA HERNANDEZ,DEM,0,0,0
King,2,U.S. Senate,,VICTOR HUGO HARRIS,DEM,0,0,0
King,3,U.S. Senate,,ADRIAN OCEGUEDA,DEM,0,0,0
King,3,U.S. Senate,,AMANDA K. EDWARDS,DEM,0,0,0
King,3,U.S. Senate,,"ANNIE ""MAMÁ"" GARCIA",DEM,0,0,0
King,3,U.S. Senate,,CHRIS BELL,DEM,0,0,0
King,3,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,0,0,0
King,3,U.S. Senate,,D. R. HUNTER,DEM,0,0,0
King,3,U.S. Senate,,JACK DANIEL FOSTER JR,DEM,0,0,0
King,3,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,0,0,0
King,3,U.S. Senate,,MICHAEL COOPER,DEM,0,0,0
King,3,U.S. Senate,,ROYCE WEST,DEM,0,0,0
King,3,U.S. Senate,,SEMA HERNANDEZ,DEM,0,0,0
King,3,U.S. Senate,,VICTOR HUGO HARRIS,DEM,0,0,0
King,4,U.S. Senate,,ADRIAN OCEGUEDA,DEM,0,0,0
King,4,U.S. Senate,,AMANDA K. EDWARDS,DEM,0,0,0
King,4,U.S. Senate,,"ANNIE ""MAMÁ"" GARCIA",DEM,2,0,2
King,4,U.S. Senate,,CHRIS BELL,DEM,0,0,0
King,4,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,0,0,0
King,4,U.S. Senate,,D. R. HUNTER,DEM,0,0,0
King,4,U.S. Senate,,JACK DANIEL FOSTER JR,DEM,0,0,0
King,4,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,0,0,0
King,4,U.S. Senate,,MICHAEL COOPER,DEM,0,0,0
King,4,U.S. Senate,,ROYCE WEST,DEM,0,0,0
King,4,U.S. Senate,,SEMA HERNANDEZ,DEM,0,0,0
King,4,U.S. Senate,,VICTOR HUGO HARRIS,DEM,0,0,0
King,1,President,,AMY KLOBUCHAR,DEM,0,0,0
King,1,President,,ANDREW YANG,DEM,0,0,0
King,1,President,,BERNIE SANDERS,DEM,0,0,0
King,1,President,,CORY BOOKER,DEM,0,0,0
King,1,President,,DEVAL PATRICK,DEM,0,0,0
King,1,President,,ELIZABETH WARREN,DEM,0,0,0
King,1,President,,JOHN K. DELANEY,DEM,0,0,0
King,1,President,,JOSEPH R. BIDEN,DEM,0,0,0
King,1,President,,JULIÁN CASTRO,DEM,0,0,0
King,1,President,,MARIANNE WILLIAMSON,DEM,0,0,0
King,1,President,,MICHAEL BENNET,DEM,0,0,0
King,1,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0
King,1,President,,PETE BUTTIGIEG,DEM,0,0,0
King,1,President,,ROBBY WELLS,DEM,0,0,0
King,1,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
King,1,President,,TOM STEYER,DEM,0,0,0
King,1,President,,TULSI GABBARD,DEM,0,0,0
King,2,President,,AMY KLOBUCHAR,DEM,0,0,0
King,2,President,,ANDREW YANG,DEM,0,0,0
King,2,President,,BERNIE SANDERS,DEM,0,0,0
King,2,President,,CORY BOOKER,DEM,0,0,0
King,2,President,,DEVAL PATRICK,DEM,0,0,0
King,2,President,,ELIZABETH WARREN,DEM,0,0,0
King,2,President,,JOHN K. DELANEY,DEM,0,0,0
King,2,President,,JOSEPH R. BIDEN,DEM,0,0,0
King,2,President,,JULIÁN CASTRO,DEM,0,0,0
King,2,President,,MARIANNE WILLIAMSON,DEM,0,0,0
King,2,President,,MICHAEL BENNET,DEM,0,0,0
King,2,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0
King,2,President,,PETE BUTTIGIEG,DEM,0,0,0
King,2,President,,ROBBY WELLS,DEM,0,0,0
King,2,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
King,2,President,,TOM STEYER,DEM,0,0,0
King,2,President,,TULSI GABBARD,DEM,0,0,0
King,3,President,,AMY KLOBUCHAR,DEM,0,0,0
King,3,President,,ANDREW YANG,DEM,0,0,0
King,3,President,,BERNIE SANDERS,DEM,0,0,0
King,3,President,,CORY BOOKER,DEM,0,0,0
King,3,President,,DEVAL PATRICK,DEM,0,0,0
King,3,President,,ELIZABETH WARREN,DEM,0,0,0
King,3,President,,JOHN K. DELANEY,DEM,0,0,0
King,3,President,,JOSEPH R. BIDEN,DEM,0,0,0
King,3,President,,JULIÁN CASTRO,DEM,0,0,0
King,3,President,,MARIANNE WILLIAMSON,DEM,0,0,0
King,3,President,,MICHAEL BENNET,DEM,0,0,0
King,3,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0
King,3,President,,PETE BUTTIGIEG,DEM,0,0,0
King,3,President,,ROBBY WELLS,DEM,0,0,0
King,3,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
King,3,President,,TOM STEYER,DEM,0,0,0
King,3,President,,TULSI GABBARD,DEM,0,0,0
King,4,President,,AMY KLOBUCHAR,DEM,0,0,0
King,4,President,,ANDREW YANG,DEM,0,0,0
King,4,President,,BERNIE SANDERS,DEM,1,0,1
King,4,President,,CORY BOOKER,DEM,0,0,0
King,4,President,,DEVAL PATRICK,DEM,0,0,0
King,4,President,,ELIZABETH WARREN,DEM,0,0,0
King,4,President,,JOHN K. DELANEY,DEM,0,0,0
King,4,President,,JOSEPH R. BIDEN,DEM,0,0,0
King,4,President,,JULIÁN CASTRO,DEM,0,0,0
King,4,President,,MARIANNE WILLIAMSON,DEM,0,0,0
King,4,President,,MICHAEL BENNET,DEM,0,0,0
King,4,President,,MICHAEL R. BLOOMBERG,DEM,1,0,1
King,4,President,,PETE BUTTIGIEG,DEM,0,0,0
King,4,President,,ROBBY WELLS,DEM,0,0,0
King,4,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
King,4,President,,TOM STEYER,DEM,0,0,0
King,4,President,,TULSI GABBARD,DEM,0,0,0
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,DAN WOOD,DEM,0,0,0
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,DEM,0,0,0
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,WILLIAM PIERATT DEMOND,DEM,0,0,0
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,DAN WOOD,DEM,0,0,0
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,DEM,0,0,0
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,WILLIAM PIERATT DEMOND,DEM,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,DAN WOOD,DEM,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,DEM,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,WILLIAM PIERATT DEMOND,DEM,0,0,0
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,DAN WOOD,DEM,2,0,2
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,DEM,0,0,0
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,WILLIAM PIERATT DEMOND,DEM,0,0,0
King,1,"JUSTICE, SUPREME COURT, PLACE 7",,BRANDY VOSS,DEM,0,0,0
King,1,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 7",,BRANDY VOSS,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 7",,BRANDY VOSS,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 7",,BRANDY VOSS,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,DEM,2,0,2
King,1,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,0,0,0
King,1,"JUSTICE, SUPREME COURT, PLACE 6",,LARRY PRAEGER,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 6",,LARRY PRAEGER,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 6",,LARRY PRAEGER,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 6",,LARRY PRAEGER,DEM,2,0,2
King,1,U.S. House,13,GREG SAGAN,DEM,0,0,0
King,1,U.S. House,13,GUS TRUJILLO,DEM,0,0,0
King,1,U.S. House,13,TIMOTHY W. GASSAWAY,DEM,0,0,0
King,2,U.S. House,13,GREG SAGAN,DEM,0,0,0
King,2,U.S. House,13,GUS TRUJILLO,DEM,0,0,0
King,2,U.S. House,13,TIMOTHY W. GASSAWAY,DEM,0,0,0
King,3,U.S. House,13,GREG SAGAN,DEM,0,0,0
King,3,U.S. House,13,GUS TRUJILLO,DEM,0,0,0
King,3,U.S. House,13,TIMOTHY W. GASSAWAY,DEM,0,0,0
King,4,U.S. House,13,GREG SAGAN,DEM,1,0,1
King,4,U.S. House,13,GUS TRUJILLO,DEM,1,0,1
King,4,U.S. House,13,TIMOTHY W. GASSAWAY,DEM,0,0,0
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,STEVEN MIEARS,DEM,0,0,0
King,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,DEM,0,0,0
