county,precinct,office,distict,candidate,party,votes,early_voting,election_day,mail,provisional
Gonzales,1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,33,15,14,4,0
Gonzales,1,Railroad Commissioner,,Kelly Stone,DEM,27,8,16,3,0
Gonzales,1,Railroad Commissioner,,Chrysta Castaneda,DEM,31,11,15,5,0
Gonzales,1,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,41,18,19,4,0
Gonzales,1,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,79,35,36,8,0
Gonzales,1,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,56,29,18,9,0
Gonzales,1,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,66,25,37,4,0
Gonzales,1,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,47,21,23,3,0
Gonzales,1,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,74,32,32,10,0
Gonzales,1,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,57,26,25,6,0
Gonzales,1,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,64,27,30,7,0
Gonzales,1,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,81,33,39,9,0
Gonzales,1,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,12,4,6,2,0
Gonzales,1,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,27,15,10,2,0
Gonzales,1,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,35,18,13,4,0
Gonzales,1,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,85,34,42,9,0
Gonzales,1,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,121,54,55,12,0
Gonzales,1,State Senate,18,Michael Antalan,DEM,120,51,55,14,0
Gonzales,1,State Representative,17,Madeline Eden,DEM,117,51,54,12,0
Gonzales,1,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,122,53,55,14,0
Gonzales,1,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,117,50,55,12,0
Gonzales,1,Sheriff,,Floyd Tolliver,DEM,77,35,32,10,0
Gonzales,1,Sheriff,,Clay Allen III,DEM,49,20,24,5,0
Gonzales,1,County Chair,,Yolanda Messman,DEM,121,51,55,15,0
Gonzales,1,Proposition #1,,Yes,DEM,122,55,54,13,0
Gonzales,1,Proposition #1,,No,DEM,6,2,2,2,0
Gonzales,1,Proposition #2,,Yes,DEM,119,52,54,13,0
Gonzales,1,Proposition #2,,No,DEM,9,5,2,2,0
Gonzales,1,Proposition #3,,Yes,DEM,122,54,54,14,0
Gonzales,1,Proposition #3,,No,DEM,6,3,2,1,0
Gonzales,1,Proposition #4,,Yes,DEM,121,52,55,14,0
Gonzales,1,Proposition #4,,No,DEM,6,4,1,1,0
Gonzales,1,Proposition #5,,Yes,DEM,122,54,54,14,0
Gonzales,1,Proposition #5,,No,DEM,4,1,2,1,0
Gonzales,1,Proposition #6,,Yes,DEM,122,54,54,14,0
Gonzales,1,Proposition #6,,No,DEM,4,2,1,1,0
Gonzales,1,Proposition #7,,Yes,DEM,120,55,52,13,0
Gonzales,1,Proposition #7,,No,DEM,8,2,4,2,0
Gonzales,1,Proposition #8,,Yes,DEM,122,55,54,13,0
Gonzales,1,Proposition #8,,No,DEM,6,2,2,2,0
Gonzales,1,Proposition #9,,Yes,DEM,120,53,55,12,0
Gonzales,1,Proposition #9,,No,DEM,6,2,1,3,0
Gonzales,1,Proposition #10,,Yes,DEM,119,54,52,13,0
Gonzales,1,Proposition #10,,No,DEM,9,3,4,2,0
Gonzales,1,Proposition #11,,Yes,DEM,116,49,53,14,0
Gonzales,1,Proposition #11,,No,DEM,10,6,3,1,0
Gonzales,2,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,2,President,,Michael R. Bloomberg,DEM,22,11,8,3,0
Gonzales,2,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,2,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,2,President,,Bernie Sanders,DEM,12,10,1,1,0
Gonzales,2,President,,Tom Steyer,DEM,1,0,0,1,0
Gonzales,2,President,,Julian Castro,DEM,1,1,0,0,0
Gonzales,2,President,,Elizabeth Warren,DEM,8,2,4,2,0
Gonzales,2,President,,Amy Klobuchar,DEM,1,1,0,0,0
Gonzales,2,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,2,President,,Joseph R. Biden,DEM,39,12,19,8,0
Gonzales,2,President,,Andrew Yang,DEM,1,0,1,0,0
Gonzales,2,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,2,President,,Marianne Williamson,DEM,0,0,0,0,0
Gonzales,2,President,,Pete Buttigieg,DEM,9,9,0,0,0
Gonzales,2,President,,Deval Patrick,DEM,1,0,1,0,0
Gonzales,2,U.S. Senate,,D. R. Hunter,DEM,3,1,0,2,0
Gonzales,2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,13,7,4,2,0
Gonzales,2,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Gonzales,2,U.S. Senate,,Michael Cooper,DEM,4,2,1,1,0
Gonzales,2,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,9,7,2,0,0
Gonzales,2,U.S. Senate,,Mary (MJ) Hegar,DEM,27,12,13,2,0
Gonzales,2,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,1,1,0
Gonzales,2,U.S. Senate,,Amanda K. Edwards,DEM,10,6,2,2,0
Gonzales,2,U.S. Senate,,Royce West,DEM,5,3,2,0,0
Gonzales,2,U.S. Senate,,Victor Hugo Harris,DEM,2,1,1,0,0
Gonzales,2,U.S. Senate,,Chris Bell,DEM,3,1,1,1,0
Gonzales,2,U.S. Senate,,Sema Hernandez,DEM,5,2,3,0,0
Gonzales,2,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,48,30,15,3,0
Gonzales,2,U.S. House,27,Charlie Jackson,DEM,35,13,13,9,0
Gonzales,2,US Representative,34,Filemon B. Vela,DEM,0,0,0,0,0
Gonzales,2,US Representative,34,Diego Zavala,DEM,0,0,0,0,0
Gonzales,2,US Representative,34,Osbert Rodriguez Haro III,DEM,0,0,0,0,0
Gonzales,2,Railroad Commissioner,,Mark Watson,DEM,18,11,5,2,0
Gonzales,2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,23,10,9,4,0
Gonzales,2,Railroad Commissioner,,Kelly Stone,DEM,22,11,7,4,0
Gonzales,2,Railroad Commissioner,,Chrysta Castaneda,DEM,15,9,5,1,0
Gonzales,2,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,17,9,6,2,0
Gonzales,2,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,63,34,20,9,0
Gonzales,2,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,28,15,9,4,0
Gonzales,2,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,54,28,18,8,0
Gonzales,2,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,26,15,9,2,0
Gonzales,2,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,54,28,16,10,0
Gonzales,2,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,24,11,8,5,0
Gonzales,2,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,54,30,18,6,0
Gonzales,2,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,51,27,15,9,0
Gonzales,2,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,15,7,8,0,0
Gonzales,2,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,15,8,4,3,0
Gonzales,2,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,24,12,10,2,0
Gonzales,2,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,56,29,17,10,0
Gonzales,2,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,80,41,27,12,0
Gonzales,2,State Senate,18,Michael Antalan,DEM,83,43,28,12,0
Gonzales,2,State Representative,17,Madeline Eden,DEM,81,42,26,13,0
Gonzales,2,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,82,42,28,12,0
Gonzales,2,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,79,41,26,12,0
Gonzales,2,Sheriff,,Floyd Tolliver,DEM,44,19,16,9,0
Gonzales,2,Sheriff,,Clay Allen III,DEM,37,22,10,5,0
Gonzales,2,County Chair,,Yolanda Messman,DEM,79,40,27,12,0
Gonzales,2,Proposition #1,,Yes,DEM,90,44,30,16,0
Gonzales,2,Proposition #1,,No,DEM,4,2,2,0,0
Gonzales,2,Proposition #2,,Yes,DEM,85,41,28,16,0
Gonzales,2,Proposition #2,,No,DEM,7,4,3,0,0
Gonzales,2,Proposition #3,,Yes,DEM,86,43,28,15,0
Gonzales,2,Proposition #3,,No,DEM,4,2,2,0,0
Gonzales,2,Proposition #4,,Yes,DEM,86,43,27,16,0
Gonzales,2,Proposition #4,,No,DEM,5,3,2,0,0
Gonzales,2,Proposition #5,,Yes,DEM,82,42,26,14,0
Gonzales,2,Proposition #5,,No,DEM,7,3,3,1,0
Gonzales,2,Proposition #6,,Yes,DEM,87,44,28,15,0
Gonzales,2,Proposition #6,,No,DEM,2,1,1,0,0
Gonzales,2,Proposition #7,,Yes,DEM,82,41,26,15,0
Gonzales,2,Proposition #7,,No,DEM,5,3,2,0,0
Gonzales,2,Proposition #8,,Yes,DEM,86,45,27,14,0
Gonzales,2,Proposition #8,,No,DEM,3,1,2,0,0
Gonzales,2,Proposition #9,,Yes,DEM,84,43,26,15,0
Gonzales,2,Proposition #9,,No,DEM,6,2,4,0,0
Gonzales,2,Proposition #10,,Yes,DEM,82,43,26,13,0
Gonzales,2,Proposition #10,,No,DEM,8,3,3,2,0
Gonzales,2,Proposition #11,,Yes,DEM,84,44,26,14,0
Gonzales,2,Proposition #11,,No,DEM,5,1,3,1,0
Gonzales,3,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,3,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,3,President,,Michael R. Bloomberg,DEM,26,6,16,4,0
Gonzales,3,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,3,President,,John K. Delaney,DEM,1,0,1,0,0
Gonzales,3,President,,Bernie Sanders,DEM,19,6,13,0,0
Gonzales,3,President,,Tom Steyer,DEM,0,0,0,0,0
Gonzales,3,President,,Julian Castro,DEM,3,3,0,0,0
Gonzales,3,President,,Elizabeth Warren,DEM,2,1,1,0,0
Gonzales,3,President,,Amy Klobuchar,DEM,1,1,0,0,0
Gonzales,3,President,,Michael Bennet,DEM,1,1,0,0,0
Gonzales,3,President,,Joseph R. Biden,DEM,23,2,19,2,0
Gonzales,3,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,3,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,3,President,,Marianne Williamson,DEM,0,0,0,0,0
Gonzales,3,President,,Pete Buttigieg,DEM,2,2,0,0,0
Gonzales,3,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,3,U.S. Senate,,D. R. Hunter,DEM,4,0,4,0,0
Gonzales,3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,17,4,12,1,0
Gonzales,3,U.S. Senate,,Adrian Ocegueda,DEM,2,1,1,0,0
Gonzales,3,U.S. Senate,,Michael Cooper,DEM,4,2,2,0,0
Gonzales,3,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,9,3,5,1,0
Gonzales,3,U.S. Senate,,Mary (MJ) Hegar,DEM,15,2,10,3,0
Gonzales,3,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,2,0,0
Gonzales,3,U.S. Senate,,Amanda K. Edwards,DEM,3,2,1,0,0
Gonzales,3,U.S. Senate,,Royce West,DEM,4,1,3,0,0
Gonzales,3,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Gonzales,3,U.S. Senate,,Chris Bell,DEM,5,2,2,1,0
Gonzales,3,U.S. Senate,,Sema Hernandez,DEM,5,3,2,0,0
Gonzales,3,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,45,12,31,2,0
Gonzales,3,U.S. House,27,Charlie Jackson,DEM,19,7,9,3,0
Gonzales,3,US Representative,34,Filemon B. Vela,DEM,0,0,0,0,0
Gonzales,3,US Representative,34,Diego Zavala,DEM,0,0,0,0,0
Gonzales,3,US Representative,34,Osbert Rodriguez Haro III,DEM,0,0,0,0,0
Gonzales,3,Railroad Commissioner,,Mark Watson,DEM,20,7,11,2,0
Gonzales,3,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,24,4,18,2,0
Gonzales,3,Railroad Commissioner,,Kelly Stone,DEM,8,1,6,1,0
Gonzales,3,Railroad Commissioner,,Chrysta Castaneda,DEM,13,6,7,0,0
Gonzales,3,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,17,6,9,2,0
Gonzales,3,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,46,13,30,3,0
Gonzales,3,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,20,6,11,3,0
Gonzales,3,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,42,12,28,2,0
Gonzales,3,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,26,10,14,2,0
Gonzales,3,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,37,10,24,3,0
Gonzales,3,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,20,7,10,3,0
Gonzales,3,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,44,12,30,2,0
Gonzales,3,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,44,14,26,4,0
Gonzales,3,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,9,3,6,0,0
Gonzales,3,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,13,3,9,1,0
Gonzales,3,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,26,10,14,2,0
Gonzales,3,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,37,8,26,3,0
Gonzales,3,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,64,18,40,6,0
Gonzales,3,State Senate,18,Michael Antalan,DEM,66,18,42,6,0
Gonzales,3,State Representative,17,Madeline Eden,DEM,68,19,43,6,0
Gonzales,3,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,66,18,42,6,0
Gonzales,3,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,66,19,41,6,0
Gonzales,3,Sheriff,,Floyd Tolliver,DEM,37,9,25,3,0
Gonzales,3,Sheriff,,Clay Allen III,DEM,30,11,18,1,0
Gonzales,3,County Chair,,Yolanda Messman,DEM,68,19,43,6,0
Gonzales,3,Proposition #1,,Yes,DEM,69,18,46,5,0
Gonzales,3,Proposition #1,,No,DEM,4,3,1,0,0
Gonzales,3,Proposition #2,,Yes,DEM,70,21,44,5,0
Gonzales,3,Proposition #2,,No,DEM,2,1,1,0,0
Gonzales,3,Proposition #3,,Yes,DEM,71,19,47,5,0
Gonzales,3,Proposition #3,,No,DEM,1,1,0,0,0
Gonzales,3,Proposition #4,,Yes,DEM,73,22,46,5,0
Gonzales,3,Proposition #4,,No,DEM,1,0,1,0,0
Gonzales,3,Proposition #5,,Yes,DEM,73,22,46,5,0
Gonzales,3,Proposition #5,,No,DEM,2,0,2,0,0
Gonzales,3,Proposition #6,,Yes,DEM,71,21,45,5,0
Gonzales,3,Proposition #6,,No,DEM,3,1,2,0,0
Gonzales,3,Proposition #7,,Yes,DEM,71,21,45,5,0
Gonzales,3,Proposition #7,,No,DEM,2,0,2,0,0
Gonzales,3,Proposition #8,,Yes,DEM,71,20,46,5,0
Gonzales,3,Proposition #8,,No,DEM,1,1,0,0,0
Gonzales,3,Proposition #9,,Yes,DEM,74,22,47,5,0
Gonzales,3,Proposition #9,,No,DEM,0,0,0,0,0
Gonzales,3,Proposition #10,,Yes,DEM,68,18,46,4,0
Gonzales,3,Proposition #10,,No,DEM,5,3,1,1,0
Gonzales,3,Proposition #11,,Yes,DEM,63,17,43,3,0
Gonzales,3,Proposition #11,,No,DEM,8,4,2,2,0
Gonzales,4,President,,Cory Booker,DEM,1,0,1,0,0
Gonzales,4,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,4,President,,Michael R. Bloomberg,DEM,13,6,4,3,0
Gonzales,4,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,4,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,4,President,,Bernie Sanders,DEM,13,3,9,1,0
Gonzales,4,President,,Tom Steyer,DEM,0,0,0,0,0
Gonzales,4,President,,Julian Castro,DEM,2,1,1,0,0
Gonzales,4,President,,Elizabeth Warren,DEM,1,0,1,0,0
Gonzales,4,President,,Amy Klobuchar,DEM,0,0,0,0,0
Gonzales,4,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,4,President,,Joseph R. Biden,DEM,13,3,9,1,0
Gonzales,4,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,4,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,4,President,,Marianne Williamson,DEM,1,1,0,0,0
Gonzales,4,President,,Pete Buttigieg,DEM,3,3,0,0,0
Gonzales,4,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,4,U.S. Senate,,D. R. Hunter,DEM,2,1,1,0,0
Gonzales,4,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,8,2,6,0,0
Gonzales,4,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Gonzales,4,U.S. Senate,,Michael Cooper,DEM,6,2,3,1,0
Gonzales,4,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,8,3,4,1,0
Gonzales,4,U.S. Senate,,Mary (MJ) Hegar,DEM,3,3,0,0,0
Gonzales,4,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1,0
Gonzales,4,U.S. Senate,,Amanda K. Edwards,DEM,1,0,1,0,0
Gonzales,4,U.S. Senate,,Royce West,DEM,1,1,0,0,0
Gonzales,4,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Gonzales,4,U.S. Senate,,Chris Bell,DEM,3,1,2,0,0
Gonzales,4,U.S. Senate,,Sema Hernandez,DEM,5,2,3,0,0
Gonzales,4,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,0,0,0,0,0
Gonzales,4,U.S. House,27,Charlie Jackson,DEM,0,0,0,0,0
Gonzales,4,US Representative,34,Filemon B. Vela,DEM,13,6,6,1,0
Gonzales,4,US Representative,34,Diego Zavala,DEM,16,8,7,1,0
Gonzales,4,US Representative,34,Osbert Rodriguez Haro III,DEM,10,0,8,2,0
Gonzales,4,Railroad Commissioner,,Mark Watson,DEM,10,5,3,2,0
Gonzales,4,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,16,4,10,2,0
Gonzales,4,Railroad Commissioner,,Kelly Stone,DEM,8,4,4,0,0
Gonzales,4,Railroad Commissioner,,Chrysta Castaneda,DEM,7,2,5,0,0
Gonzales,4,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,15,5,9,1,0
Gonzales,4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,22,9,12,1,0
Gonzales,4,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,16,5,9,2,0
Gonzales,4,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,22,10,12,0,0
Gonzales,4,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,22,7,12,3,0
Gonzales,4,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,17,7,10,0,0
Gonzales,4,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,14,7,5,2,0
Gonzales,4,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,26,8,17,1,0
Gonzales,4,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,27,10,17,0,0
Gonzales,4,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,5,2,3,0,0
Gonzales,4,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,7,3,2,2,0
Gonzales,4,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,15,3,10,2,0
Gonzales,4,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,25,11,13,1,0
Gonzales,4,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,35,13,20,2,0
Gonzales,4,State Senate,18,Michael Antalan,DEM,36,14,20,2,0
Gonzales,4,State Representative,17,Madeline Eden,DEM,39,15,22,2,0
Gonzales,4,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,38,15,21,2,0
Gonzales,4,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,35,12,20,3,0
Gonzales,4,Sheriff,,Floyd Tolliver,DEM,22,8,12,2,0
Gonzales,4,Sheriff,,Clay Allen III,DEM,24,11,11,2,0
Gonzales,4,County Chair,,Yolanda Messman,DEM,44,17,22,5,0
Gonzales,4,Proposition #1,,Yes,DEM,45,17,24,4,0
Gonzales,4,Proposition #1,,No,DEM,2,2,0,0,0
Gonzales,4,Proposition #2,,Yes,DEM,44,17,23,4,0
Gonzales,4,Proposition #2,,No,DEM,2,2,0,0,0
Gonzales,4,Proposition #3,,Yes,DEM,45,18,23,4,0
Gonzales,4,Proposition #3,,No,DEM,0,0,0,0,0
Gonzales,4,Proposition #4,,Yes,DEM,46,19,23,4,0
Gonzales,4,Proposition #4,,No,DEM,0,0,0,0,0
Gonzales,4,Proposition #5,,Yes,DEM,45,18,23,4,0
Gonzales,4,Proposition #5,,No,DEM,1,1,0,0,0
Gonzales,4,Proposition #6,,Yes,DEM,45,18,23,4,0
Gonzales,4,Proposition #6,,No,DEM,1,1,0,0,0
Gonzales,4,Proposition #7,,Yes,DEM,44,17,23,4,0
Gonzales,4,Proposition #7,,No,DEM,0,0,0,0,0
Gonzales,4,Proposition #8,,Yes,DEM,42,17,21,4,0
Gonzales,4,Proposition #8,,No,DEM,3,1,2,0,0
Gonzales,4,Proposition #9,,Yes,DEM,44,18,22,4,0
Gonzales,4,Proposition #9,,No,DEM,2,1,1,0,0
Gonzales,4,Proposition #10,,Yes,DEM,41,17,22,2,0
Gonzales,4,Proposition #10,,No,DEM,3,1,1,1,0
Gonzales,4,Proposition #11,,Yes,DEM,43,18,23,2,0
Gonzales,4,Proposition #11,,No,DEM,1,0,0,1,0
Gonzales,5,President,,Cory Booker,DEM,1,0,0,1,0
Gonzales,5,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,5,President,,Michael R. Bloomberg,DEM,7,2,4,1,0
Gonzales,5,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,5,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,5,President,,Bernie Sanders,DEM,9,2,7,0,0
Gonzales,5,President,,Tom Steyer,DEM,0,0,0,0,0
Gonzales,5,President,,Julian Castro,DEM,0,0,0,0,0
Gonzales,5,President,,Elizabeth Warren,DEM,3,1,2,0,0
Gonzales,5,President,,Amy Klobuchar,DEM,0,0,0,0,0
Gonzales,5,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,5,President,,Joseph R. Biden,DEM,17,2,13,2,0
Gonzales,5,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,5,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,5,President,,Marianne Williamson,DEM,0,0,0,0,0
Gonzales,5,President,,Pete Buttigieg,DEM,2,0,1,1,0
Gonzales,5,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,5,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0,0
Gonzales,5,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,1,4,0,0
Gonzales,5,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Gonzales,5,U.S. Senate,,Michael Cooper,DEM,1,0,0,1,0
Gonzales,5,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,5,1,3,1,0
Gonzales,5,U.S. Senate,,Mary (MJ) Hegar,DEM,10,3,5,2,0
Gonzales,5,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0,0
Gonzales,5,U.S. Senate,,Amanda K. Edwards,DEM,8,0,7,1,0
Gonzales,5,U.S. Senate,,Royce West,DEM,0,0,0,0,0
Gonzales,5,U.S. Senate,,Victor Hugo Harris,DEM,2,0,2,0,0
Gonzales,5,U.S. Senate,,Chris Bell,DEM,2,0,2,0,0
