county,precinct,office,district,party,candidate,election_day_person,early_voting_person,early_voting_mail,election_day_mail,provisional,votes,early_voting,election_day
Atascosa,18,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,19,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Zoltan G. Istvan,0,1,0,0,0,1,1,0
Atascosa,21,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Atascosa,1,President,,REP,Donald J. Trump,77,102,2,0,0,181,104,77
Atascosa,2,President,,REP,Donald J. Trump,68,34,3,0,0,105,37,68
Atascosa,3,President,,REP,Donald J. Trump,99,143,1,0,0,243,144,99
Atascosa,4,President,,REP,Donald J. Trump,27,9,0,0,0,36,9,27
Atascosa,5,President,,REP,Donald J. Trump,73,77,4,1,0,155,81,74
Atascosa,6,President,,REP,Donald J. Trump,7,18,1,0,0,26,19,7
Atascosa,7,President,,REP,Donald J. Trump,134,75,2,0,1,212,77,134
Atascosa,8,President,,REP,Donald J. Trump,41,40,0,0,0,81,40,41
Atascosa,9,President,,REP,Donald J. Trump,19,11,0,0,0,30,11,19
Atascosa,10,President,,REP,Donald J. Trump,123,54,1,0,0,178,55,123
Atascosa,11,President,,REP,Donald J. Trump,17,3,0,0,0,20,3,17
Atascosa,12,President,,REP,Donald J. Trump,97,55,1,0,0,153,56,97
Atascosa,13,President,,REP,Donald J. Trump,153,299,7,0,0,459,306,153
Atascosa,14,President,,REP,Donald J. Trump,16,58,2,0,0,76,60,16
Atascosa,15,President,,REP,Donald J. Trump,108,124,0,0,0,232,124,108
Atascosa,16,President,,REP,Donald J. Trump,12,27,3,0,0,42,30,12
Atascosa,17,President,,REP,Donald J. Trump,60,74,3,0,0,137,77,60
Atascosa,18,President,,REP,Donald J. Trump,131,114,4,0,0,249,118,131
Atascosa,19,President,,REP,Donald J. Trump,50,46,1,0,0,97,47,50
Atascosa,20,President,,REP,Donald J. Trump,375,559,16,0,0,950,575,375
Atascosa,21,President,,REP,Donald J. Trump,38,27,2,0,0,67,29,38
Atascosa,22,President,,REP,Donald J. Trump,112,97,2,0,0,211,99,112
Atascosa,23,President,,REP,Donald J. Trump,34,27,0,0,0,61,27,34
Atascosa,24,President,,REP,Donald J. Trump,96,121,2,0,0,219,123,96
Atascosa,1,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,2,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Roque Rocky DeLa Fuente Guerra,2,1,0,0,0,3,1,2
Atascosa,4,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Roque Rocky DeLa Fuente Guerra,3,0,2,0,0,5,2,3
Atascosa,6,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,8,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,9,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Roque Rocky DeLa Fuente Guerra,2,0,0,0,0,2,0,2
Atascosa,11,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,0,0,0,1,0,1
Atascosa,13,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,0,0,0,1,0,1
Atascosa,14,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,15,President,,REP,Roque Rocky DeLa Fuente Guerra,2,1,0,0,0,3,1,2
Atascosa,16,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Roque Rocky DeLa Fuente Guerra,1,1,0,0,0,2,1,1
Atascosa,18,President,,REP,Roque Rocky DeLa Fuente Guerra,1,1,0,0,0,2,1,1
Atascosa,19,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Roque Rocky DeLa Fuente Guerra,2,1,0,0,0,3,1,2
Atascosa,21,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Roque Rocky DeLa Fuente Guerra,3,3,0,0,0,6,3,3
Atascosa,23,President,,REP,Roque Rocky DeLa Fuente Guerra,0,2,0,0,0,2,2,0
Atascosa,24,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0,0,0,0
Atascosa,1,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,2,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,4,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Matthew John Matern,1,0,0,0,0,1,0,1
Atascosa,6,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,8,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,9,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,11,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,13,President,,REP,Matthew John Matern,1,1,0,0,0,2,1,1
Atascosa,14,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,15,President,,REP,Matthew John Matern,0,1,0,0,0,1,1,0
Atascosa,16,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Matthew John Matern,0,1,0,0,0,1,1,0
Atascosa,18,President,,REP,Matthew John Matern,0,1,0,0,0,1,1,0
Atascosa,19,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Matthew John Matern,0,1,0,0,0,1,1,0
Atascosa,21,President,,REP,Matthew John Matern,1,0,0,0,0,1,0,1
Atascosa,22,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Matthew John Matern,0,1,0,0,0,1,1,0
Atascosa,1,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,2,President,,REP,Joe Walsh,0,1,0,0,0,1,1,0
Atascosa,3,President,,REP,Joe Walsh,2,2,0,0,0,4,2,2
Atascosa,4,President,,REP,Joe Walsh,1,0,1,0,0,2,1,1
Atascosa,5,President,,REP,Joe Walsh,1,1,0,0,0,2,1,1
Atascosa,6,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Atascosa,8,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Atascosa,9,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Atascosa,11,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,13,President,,REP,Joe Walsh,0,3,0,0,0,3,3,0
Atascosa,14,President,,REP,Joe Walsh,0,1,0,0,0,1,1,0
Atascosa,15,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Atascosa,16,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Joe Walsh,2,1,0,0,0,3,1,2
Atascosa,18,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Atascosa,19,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Joe Walsh,1,2,0,0,0,3,2,1
Atascosa,21,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Joe Walsh,1,2,0,0,0,3,2,1
Atascosa,1,President,,REP,Bill Weld,1,0,0,0,0,1,0,1
Atascosa,2,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,4,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,6,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Bill Weld,0,1,0,0,0,1,1,0
Atascosa,8,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,9,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,11,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Bill Weld,1,0,0,0,0,1,0,1
Atascosa,13,President,,REP,Bill Weld,0,1,0,0,0,1,1,0
Atascosa,14,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,15,President,,REP,Bill Weld,1,1,0,0,0,2,1,1
Atascosa,16,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,18,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,19,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Bill Weld,0,5,0,0,0,5,5,0
Atascosa,21,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Bill Weld,3,0,0,0,0,3,0,3
Atascosa,1,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,2,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,4,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,6,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,8,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,9,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,11,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Bob Ely,1,0,0,0,0,1,0,1
Atascosa,13,President,,REP,Bob Ely,2,0,0,0,0,2,0,2
Atascosa,14,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,15,President,,REP,Bob Ely,1,0,0,0,0,1,0,1
Atascosa,16,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,18,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,19,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Bob Ely,1,0,0,0,0,1,0,1
Atascosa,21,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Atascosa,1,President,,REP,Uncommitted,1,5,0,0,0,6,5,1
Atascosa,2,President,,REP,Uncommitted,1,1,0,0,0,2,1,1
Atascosa,3,President,,REP,Uncommitted,11,8,0,0,0,19,8,11
Atascosa,4,President,,REP,Uncommitted,0,1,0,0,0,1,1,0
Atascosa,5,President,,REP,Uncommitted,4,2,0,0,0,6,2,4
Atascosa,6,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Atascosa,7,President,,REP,Uncommitted,3,1,0,0,0,4,1,3
Atascosa,8,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Atascosa,9,President,,REP,Uncommitted,0,1,0,0,0,1,1,0
Atascosa,10,President,,REP,Uncommitted,5,3,0,0,0,8,3,5
Atascosa,11,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Atascosa,12,President,,REP,Uncommitted,4,2,0,0,0,6,2,4
Atascosa,13,President,,REP,Uncommitted,7,10,0,0,0,17,10,7
Atascosa,14,President,,REP,Uncommitted,1,1,0,1,0,3,1,2
Atascosa,15,President,,REP,Uncommitted,9,9,0,0,0,18,9,9
Atascosa,16,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Atascosa,17,President,,REP,Uncommitted,4,5,0,0,0,9,5,4
Atascosa,18,President,,REP,Uncommitted,3,2,0,0,0,5,2,3
Atascosa,19,President,,REP,Uncommitted,3,7,0,0,0,10,7,3
Atascosa,20,President,,REP,Uncommitted,27,18,0,0,0,45,18,27
Atascosa,21,President,,REP,Uncommitted,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Uncommitted,3,6,0,0,0,9,6,3
Atascosa,23,President,,REP,Uncommitted,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Uncommitted,5,2,0,0,0,7,2,5
Atascosa,1,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,President,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,2,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,3,President,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,4,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,5,President,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,6,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,7,President,,REP,Under Votes,4,0,0,0,0,4,0,4
Atascosa,8,President,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,9,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,10,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,11,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,12,President,,REP,Under Votes,2,0,0,0,0,2,0,2
Atascosa,13,President,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,14,President,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,15,President,,REP,Under Votes,1,3,0,0,0,4,3,1
Atascosa,16,President,,REP,Under Votes,2,0,0,0,0,2,0,2
Atascosa,17,President,,REP,Under Votes,1,2,0,0,0,3,2,1
Atascosa,18,President,,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,19,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,20,President,,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,21,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,22,President,,REP,Under Votes,5,1,0,0,0,6,1,5
Atascosa,23,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,24,President,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,1,U.S. Senate,,REP,Mark Yancey,9,10,0,0,0,19,10,9
Atascosa,2,U.S. Senate,,REP,Mark Yancey,7,2,0,0,0,9,2,7
Atascosa,3,U.S. Senate,,REP,Mark Yancey,15,11,0,0,0,26,11,15
Atascosa,4,U.S. Senate,,REP,Mark Yancey,2,1,0,0,0,3,1,2
Atascosa,5,U.S. Senate,,REP,Mark Yancey,16,7,0,0,0,23,7,16
Atascosa,6,U.S. Senate,,REP,Mark Yancey,3,2,0,0,0,5,2,3
Atascosa,7,U.S. Senate,,REP,Mark Yancey,27,8,0,0,0,35,8,27
Atascosa,8,U.S. Senate,,REP,Mark Yancey,5,4,0,0,0,9,4,5
Atascosa,9,U.S. Senate,,REP,Mark Yancey,2,1,0,0,0,3,1,2
Atascosa,10,U.S. Senate,,REP,Mark Yancey,18,5,0,0,0,23,5,18
Atascosa,11,U.S. Senate,,REP,Mark Yancey,0,0,0,0,0,0,0,0
Atascosa,12,U.S. Senate,,REP,Mark Yancey,5,3,1,0,0,9,4,5
Atascosa,13,U.S. Senate,,REP,Mark Yancey,28,34,0,0,0,62,34,28
Atascosa,14,U.S. Senate,,REP,Mark Yancey,1,3,0,1,0,5,3,2
Atascosa,15,U.S. Senate,,REP,Mark Yancey,15,10,0,0,0,25,10,15
Atascosa,16,U.S. Senate,,REP,Mark Yancey,4,2,0,0,0,6,2,4
Atascosa,17,U.S. Senate,,REP,Mark Yancey,5,8,0,0,0,13,8,5
Atascosa,18,U.S. Senate,,REP,Mark Yancey,19,12,0,0,0,31,12,19
Atascosa,19,U.S. Senate,,REP,Mark Yancey,13,4,0,0,0,17,4,13
Atascosa,20,U.S. Senate,,REP,Mark Yancey,53,48,1,0,0,102,49,53
Atascosa,21,U.S. Senate,,REP,Mark Yancey,6,2,0,0,0,8,2,6
