county,precinct,office,district,party,candidate,votes,,
Mitchell,Precinct 2,State Representative,83,DEM,Addison Perry-Franks,5,,
Mitchell,Precinct 025,Registered Voters,,,,767,,
Mitchell,Precinct 025,Ballots Cast,,,,348,,
Mitchell,Precinct 025,President,,REP,Donald J Trump,264,,
Mitchell,Precinct 025,President,,DEM,Joseph R Biden,79,,
Mitchell,Precinct 025,President,,LIB,Jo Jorgensen,2,,
Mitchell,Precinct 025,President,,GRN,Howie Hawkins,0,,
Mitchell,Precinct 025,President,,,Write-In,0,,
Mitchell,Precinct 025,U.S. Senate,,REP,John Cornyn,256,,
Mitchell,Precinct 025,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",78,,
Mitchell,Precinct 025,U.S. Senate,,LIB,Kerry Douglas McKennon,6,,
Mitchell,Precinct 025,U.S. Senate,,GRN,David B. Collins,3,,
Mitchell,Precinct 025,U.S. Senate,,,Write-In,0,,
Mitchell,Precinct 025,U.S. House,11,REP,August Pfluger,258,,
Mitchell,Precinct 025,U.S. House,11,DEM,Jon Mark Hogg,74,,
Mitchell,Precinct 025,U.S. House,11,LIB,Wacey Alpha Cody,10,,
Mitchell,Precinct 025,Railroad Commissioner,,REP,"James ""Jim""Wright",253,,
Mitchell,Precinct 025,Railroad Commissioner,,DEM,Chrysta Castaneda,81,,
Mitchell,Precinct 025,Railroad Commissioner,,LIB,Matt Sterett,6,,
Mitchell,Precinct 025,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,,
Mitchell,Precinct 025,State Senate,28,REP,Charles Perry,300,,
Mitchell,Precinct 025,State Representative,83,REP,Dustin Burrows,263,,
Mitchell,Precinct 025,State Representative,83,DEM,Addison Perry-Franks,75,,
Mitchell,Precinct 3,Registered Voters,,,,1186,,
Mitchell,Precinct 3,Ballots Cast,,,,692,,
Mitchell,Precinct 3,President,,REP,Donald J Trump,570,,
Mitchell,Precinct 3,President,,DEM,Joseph R Biden,115,,
Mitchell,Precinct 3,President,,LIB,Jo Jorgensen,3,,
Mitchell,Precinct 3,President,,GRN,Howie Hawkins,0,,
Mitchell,Precinct 3,President,,,Write-In,0,,
Mitchell,Precinct 3,U.S. Senate,,REP,John Cornyn,564,,
Mitchell,Precinct 3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",98,,
Mitchell,Precinct 3,U.S. Senate,,LIB,Kerry Douglas McKennon,13,,
Mitchell,Precinct 3,U.S. Senate,,GRN,David B. Collins,2,,
Mitchell,Precinct 3,U.S. Senate,,,Write-In,0,,
Mitchell,Precinct 3,U.S. House,11,REP,August Pfluger,558,,
Mitchell,Precinct 3,U.S. House,11,DEM,Jon Mark Hogg,100,,
Mitchell,Precinct 3,U.S. House,11,LIB,Wacey Alpha Cody,17,,
Mitchell,Precinct 3,Railroad Commissioner,,REP,"James ""Jim""Wright",561,,
Mitchell,Precinct 3,Railroad Commissioner,,DEM,Chrysta Castaneda,100,,
Mitchell,Precinct 3,Railroad Commissioner,,LIB,Matt Sterett,15,,
Mitchell,Precinct 3,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,,
Mitchell,Precinct 3,State Senate,28,REP,Charles Perry,577,,
Mitchell,Precinct 3,State Representative,83,REP,Dustin Burrows,567,,
Mitchell,Precinct 3,State Representative,83,DEM,Addison Perry-Franks,108,,
Mitchell,Precinct 4,Registered Voters,,,,660,,
Mitchell,Precinct 4,Ballots Cast,,,,377,,
Mitchell,Precinct 4,President,,REP,Donald J Trump,318,,
Mitchell,Precinct 4,President,,DEM,Joseph R Biden,56,,
Mitchell,Precinct 4,President,,LIB,Jo Jorgensen,2,,
Mitchell,Precinct 4,President,,GRN,Howie Hawkins,1,,
Mitchell,Precinct 4,President,,,Write-In,0,,
Mitchell,Precinct 4,U.S. Senate,,REP,John Cornyn,309,,
Mitchell,Precinct 4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",50,,
Mitchell,Precinct 4,U.S. Senate,,LIB,Kerry Douglas McKennon,5,,
Mitchell,Precinct 4,U.S. Senate,,GRN,David B. Collins,1,,
Mitchell,Precinct 4,U.S. Senate,,,Write-In,0,,
Mitchell,Precinct 4,U.S. House,11,REP,August Pfluger,311,,
Mitchell,Precinct 4,U.S. House,11,DEM,Jon Mark Hogg,46,,
Mitchell,Precinct 4,U.S. House,11,LIB,Wacey Alpha Cody,5,,
Mitchell,Precinct 4,Railroad Commissioner,,REP,"James ""Jim""Wright",302,,
Mitchell,Precinct 4,Railroad Commissioner,,DEM,Chrysta Castaneda,53,,
Mitchell,Precinct 4,Railroad Commissioner,,LIB,Matt Sterett,8,,
Mitchell,Precinct 4,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,,
Mitchell,Precinct 4,State Senate,28,REP,Charles Perry,322,,
Mitchell,Precinct 4,State Representative,83,REP,Dustin Burrows,308,,
Mitchell,Precinct 4,State Representative,83,DEM,Addison Perry-Franks,50,,
Mitchell,Precinct 046,Registered Voters,,,,472,,
Mitchell,Precinct 046,Ballots Cast,,,,290,,
Mitchell,Precinct 046,President,,REP,Donald J Trump,249,,
Mitchell,Precinct 046,President,,DEM,Joseph R Biden,37,,
Mitchell,Precinct 046,President,,LIB,Jo Jorgensen,2,,
Mitchell,Precinct 046,President,,GRN,Howie Hawkins,0,,
Mitchell,Precinct 046,President,,,Write-In,0,,
Mitchell,Precinct 046,U.S. Senate,,REP,John Cornyn,234,,
Mitchell,Precinct 046,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",36,,
Mitchell,Precinct 046,U.S. Senate,,LIB,Kerry Douglas McKennon,6,,
Mitchell,Precinct 046,U.S. Senate,,GRN,David B. Collins,2,,
Mitchell,Precinct 046,U.S. Senate,,,Write-In,1,,
Mitchell,Precinct 046,U.S. House,11,REP,August Pfluger,243,,
Mitchell,Precinct 046,U.S. House,11,DEM,Jon Mark Hogg,33,,
Mitchell,Precinct 046,U.S. House,11,LIB,Wacey Alpha Cody,3,,
Mitchell,Precinct 046,Railroad Commissioner,,REP,"James ""Jim""Wright",241,,
Mitchell,Precinct 046,Railroad Commissioner,,DEM,Chrysta Castaneda,38,,
Mitchell,Precinct 046,Railroad Commissioner,,LIB,Matt Sterett,2,,
Mitchell,Precinct 046,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,,
Mitchell,Precinct 046,State Senate,28,REP,Charles Perry,244,,
Mitchell,Precinct 046,State Representative,83,REP,Dustin Burrows,242,,
Mitchell,Precinct 046,State Representative,83,DEM,Addison Perry-Franks,38,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
