county,precinct,office,district,candidate,party,absentee,early,election_day,votes
Willacy,Precinct 1A,Railroad Commissioner,,"James ""Jim"" Wright",REP,3,78,57,138
Willacy,Precinct 1A,Railroad Commissioner,,Chrysta Castañeda,DEM,33,223,76,332
Willacy,Precinct 1A,Railroad Commissioner,,Matt Sterett,LBT,0,7,3,10
Willacy,Precinct 1A,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,3,4,7
Willacy,Precinct 1A,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 1A,Railroad Commissioner,,Under Votes,,3,43,19,65
Willacy,Precinct 1A,"Chief Justice, Supreme Court",,Nathan Hecht,,2,74,54,130
Willacy,Precinct 1A,"Chief Justice, Supreme Court",,Amy Clark Meachum,,33,213,75,321
Willacy,Precinct 1A,"Chief Justice, Supreme Court",,Mark Ash,,1,13,11,25
Willacy,Precinct 1A,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Chief Justice, Supreme Court",,Under Votes,,3,54,19,76
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,4,88,69,161
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,32,208,68,308
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,3,58,22,83
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,3,81,60,144
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 7",,Staci Williams,,33,212,75,320
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,0,5,4,9
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 7",,Under Votes,,3,56,20,79
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 8",,Brett Busby,,3,73,53,129
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,31,224,76,331
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,1,6,9,16
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Justice, Supreme Court, Place No. 8",,Under Votes,,4,51,21,76
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,2,80,64,146
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,34,224,73,331
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,3,50,22,75
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,1,77,59,137
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,35,220,77,332
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,3,57,23,83
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,2,83,63,148
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,34,215,72,321
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,3,56,24,83
Willacy,Precinct 1A,State Senate,27,Vanessa Tijerina,,1,48,24,73
Willacy,Precinct 1A,State Senate,27,Eddie Lucio Jr,DEM,37,271,121,429
Willacy,Precinct 1A,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 1A,State Senate,27,Under Votes,,1,35,14,50
Willacy,Precinct 1A,State Representative,31,Marian Knowlton,REP,1,59,46,106
Willacy,Precinct 1A,State Representative,31,Ryan Guillen,DEM,37,254,95,386
Willacy,Precinct 1A,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 1A,State Representative,31,Under Votes,,1,41,18,60
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,7,92,54,153
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,31,213,78,322
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,1,49,27,77
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,5,85,58,148
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,33,206,71,310
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,1,63,30,94
Willacy,Precinct 1A,County Attorney,,Annette C. Hinojosa,,30,230,119,379
Willacy,Precinct 1A,County Attorney,,Over Votes,,0,0,0,0
Willacy,Precinct 1A,County Attorney,,Under Votes,,9,124,40,173
Willacy,Precinct 1A,Sheriff,,"Jose ""Joe"" Salazar",,35,262,127,424
Willacy,Precinct 1A,Sheriff,,Over Votes,,0,0,0,0
Willacy,Precinct 1A,Sheriff,,Under Votes,,4,92,32,128
Willacy,Precinct 1A,County Tax Assessor-Collector,,Elizabeth Barnhart,,32,247,115,394
Willacy,Precinct 1A,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Willacy,Precinct 1A,County Tax Assessor-Collector,,Under Votes,,7,107,44,158
Willacy,Precinct 1A,"County Commissioner, Precinct No. 1",,Ram Ramirez,,8,109,57,174
Willacy,Precinct 1A,"County Commissioner, Precinct No. 1",,Eliberto (Beto Guerra,,30,193,80,303
Willacy,Precinct 1A,"County Commissioner, Precinct No. 1",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"County Commissioner, Precinct No. 1",,Under Votes,,1,52,22,75
Willacy,Precinct 1A,"Constable, Precinct No. 1",,Carlos Ybarra,,34,246,119,399
Willacy,Precinct 1A,"Constable, Precinct No. 1",,Over Votes,,0,0,0,0
Willacy,Precinct 1A,"Constable, Precinct No. 1",,Under Votes,,5,108,40,153
Willacy,Precinct 2,Ballots Cast,,,,,,,45
Willacy,Precinct 2,President,,Donald J. Trump Michael R. Pence,REP,3,15,9,27
Willacy,Precinct 2,President,,Joseph R. Biden Kamala D. Harris,DEM,1,11,6,18
Willacy,Precinct 2,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LBT,0,0,0,0
Willacy,Precinct 2,President,,Howie Hawkins Angela Walker,GRE,0,0,0,0
Willacy,Precinct 2,President,,Over Votes,,0,0,0,0
Willacy,Precinct 2,President,,Under Votes,,0,0,0,0
Willacy,Precinct 2,U.S. Senate,,John Cornyn,REP,3,13,5,21
Willacy,Precinct 2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,1,11,7,19
Willacy,Precinct 2,U.S. Senate,,Kerry Douglas McKennon,LBT,0,0,0,0
Willacy,Precinct 2,U.S. Senate,,David B. Collins,GRE,0,0,1,1
Willacy,Precinct 2,U.S. Senate,,Over Votes,,0,0,0,0
Willacy,Precinct 2,U.S. Senate,,Under Votes,,0,2,2,4
Willacy,Precinct 2,U.S. House,34,Rey Gonzalez,REP,1,12,5,18
Willacy,Precinct 2,U.S. House,34,Filemon B. Vela,DEM,3,12,9,24
Willacy,Precinct 2,U.S. House,34,Anthony Cristo,LBT,0,0,0,0
Willacy,Precinct 2,U.S. House,34,Chris B. Royal,IND,0,0,0,0
Willacy,Precinct 2,U.S. House,34,Over Votes,,0,0,0,0
Willacy,Precinct 2,U.S. House,34,Under Votes,,0,2,1,3
Willacy,Precinct 2,Railroad Commissioner,,"James ""Jim"" Wright",REP,3,12,4,19
Willacy,Precinct 2,Railroad Commissioner,,Chrysta Castañeda,DEM,1,10,8,19
Willacy,Precinct 2,Railroad Commissioner,,Matt Sterett,LBT,0,0,0,0
Willacy,Precinct 2,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,0,1
Willacy,Precinct 2,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 2,Railroad Commissioner,,Under Votes,,0,3,3,6
Willacy,Precinct 2,"Chief Justice, Supreme Court",,Nathan Hecht,,3,12,5,20
Willacy,Precinct 2,"Chief Justice, Supreme Court",,Amy Clark Meachum,,1,10,6,17
Willacy,Precinct 2,"Chief Justice, Supreme Court",,Mark Ash,,0,1,1,2
Willacy,Precinct 2,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Chief Justice, Supreme Court",,Under Votes,,0,3,3,6
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,3,11,6,20
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,1,11,5,17
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,0,4,4,8
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,3,11,5,19
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 7",,Staci Williams,,1,11,5,17
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,0,0,1,1
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 7",,Under Votes,,0,4,4,8
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 8",,Brett Busby,,3,13,5,21
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,1,11,6,18
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,0,0,1,1
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Justice, Supreme Court, Place No. 8",,Under Votes,,0,2,3,5
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,3,12,4,19
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,1,11,8,20
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,0,3,3,6
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,3,13,4,20
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,1,9,8,18
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,0,4,3,7
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,3,13,5,21
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,1,10,7,18
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,0,3,3,6
Willacy,Precinct 2,State Senate,27,Vanessa Tijerina,,1,2,5,8
Willacy,Precinct 2,State Senate,27,Eddie Lucio Jr,DEM,3,22,10,35
Willacy,Precinct 2,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 2,State Senate,27,Under Votes,,0,2,0,2
Willacy,Precinct 2,State Representative,31,Marian Knowlton,REP,1,8,3,12
Willacy,Precinct 2,State Representative,31,Ryan Guillen,DEM,3,16,10,29
Willacy,Precinct 2,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 2,State Representative,31,Under Votes,,0,2,2,4
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,1,16,8,25
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,3,9,7,19
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,0,1,0,1
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,3,11,5,19
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,1,12,8,21
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,0,3,2,5
Willacy,Precinct 2,County Attorney,,Annette C. Hinojosa,,3,19,10,32
Willacy,Precinct 2,County Attorney,,Over Votes,,0,0,0,0
Willacy,Precinct 2,County Attorney,,Under Votes,,1,7,5,13
Willacy,Precinct 2,Sheriff,,"Jose ""Joe"" Salazar",,3,19,10,32
Willacy,Precinct 2,Sheriff,,Over Votes,,0,0,0,0
Willacy,Precinct 2,Sheriff,,Under Votes,,1,7,5,13
Willacy,Precinct 2,County Tax Assessor-Collector,,Elizabeth Barnhart,,3,20,9,32
Willacy,Precinct 2,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Willacy,Precinct 2,County Tax Assessor-Collector,,Under Votes,,1,6,6,13
Willacy,Precinct 2,"Constable, Precinct No. 2",,Andres Chavez,,3,18,10,31
Willacy,Precinct 2,"Constable, Precinct No. 2",,Over Votes,,0,0,0,0
Willacy,Precinct 2,"Constable, Precinct No. 2",,Under Votes,,1,8,5,14
Willacy,Precinct 2A,Ballots Cast,,,,,,,742
Willacy,Precinct 2A,President,,Donald J. Trump Michael R. Pence,REP,15,160,97,272
Willacy,Precinct 2A,President,,Joseph R. Biden Kamala D. Harris,DEM,56,300,107,463
Willacy,Precinct 2A,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LBT,0,1,2,3
Willacy,Precinct 2A,President,,Howie Hawkins Angela Walker,GRE,0,2,0,2
Willacy,Precinct 2A,President,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,President,,Under Votes,,0,2,0,2
Willacy,Precinct 2A,U.S. Senate,,John Cornyn,REP,17,159,75,251
Willacy,Precinct 2A,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,49,278,106,433
Willacy,Precinct 2A,U.S. Senate,,Kerry Douglas McKennon,LBT,2,6,6,14
Willacy,Precinct 2A,U.S. Senate,,David B. Collins,GRE,0,4,3,7
Willacy,Precinct 2A,U.S. Senate,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,U.S. Senate,,Under Votes,,3,18,16,37
Willacy,Precinct 2A,U.S. House,34,Rey Gonzalez,REP,13,127,59,199
Willacy,Precinct 2A,U.S. House,34,Filemon B. Vela,DEM,55,301,129,485
Willacy,Precinct 2A,U.S. House,34,Anthony Cristo,LBT,3,6,2,11
Willacy,Precinct 2A,U.S. House,34,Chris B. Royal,IND,0,8,3,11
Willacy,Precinct 2A,U.S. House,34,Over Votes,,0,0,0,0
Willacy,Precinct 2A,U.S. House,34,Under Votes,,0,23,13,36
Willacy,Precinct 2A,Railroad Commissioner,,"James ""Jim"" Wright",REP,15,131,66,212
Willacy,Precinct 2A,Railroad Commissioner,,Chrysta Castañeda,DEM,53,280,110,443
Willacy,Precinct 2A,Railroad Commissioner,,Matt Sterett,LBT,0,2,4,6
Willacy,Precinct 2A,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,8,4,13
Willacy,Precinct 2A,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,Railroad Commissioner,,Under Votes,,2,44,22,68
Willacy,Precinct 2A,"Chief Justice, Supreme Court",,Nathan Hecht,,15,131,56,202
Willacy,Precinct 2A,"Chief Justice, Supreme Court",,Amy Clark Meachum,,51,284,112,447
Willacy,Precinct 2A,"Chief Justice, Supreme Court",,Mark Ash,,1,8,7,16
Willacy,Precinct 2A,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Chief Justice, Supreme Court",,Under Votes,,4,42,31,77
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,16,142,70,228
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,50,274,111,435
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,5,49,25,79
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,15,129,59,203
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 7",,Staci Williams,,50,281,118,449
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,1,7,2,10
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 7",,Under Votes,,5,48,27,80
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 8",,Brett Busby,,15,129,61,205
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,49,280,113,442
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,2,9,7,18
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
