county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Irion,Precinct 400,President,,,Brian Carroll (W),,,,0
Irion,Precinct 400,President,,,Gloria La Riva (W),,,,0
Irion,Precinct 400,President,,,Jesse Cuellar (W),,,,0
Irion,Precinct 400,President,,,Kasey Wells (W),,,,0
Irion,Precinct 400,President,,,President R. Boddie (W),,,,0
Irion,Precinct 400,President,,,Robert Marrow (W),,,,0
Irion,Precinct 400,President,,,Tom Hoeffing (W),,,,0
Irion,Precinct 400,President,,,Todd Cella (W),,,,0
Irion,Precinct 400,U.S. Senate,,REP,John Cornyn,,,,250
Irion,Precinct 400,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",,,,32
Irion,Precinct 400,U.S. Senate,,LIB,Kerry Douglas McKennon,,,,2
Irion,Precinct 400,U.S. Senate,,GRN,David B. Collins,,,,0
Irion,Precinct 400,U.S. Senate,,,Ricardo Turullois-Bonilla (W),,,,0
Irion,Precinct 400,U.S. House,11,REP,August Pfluger,,,,250
Irion,Precinct 400,U.S. House,11,DEM,Jon Mark Hogg,,,,31
Irion,Precinct 400,U.S. House,11,LIB,Wacey Alpha Cody,,,,2
Irion,Precinct 400,Railroad Commissioner,,REP,"James ""Jim""Wright",,,,248
Irion,Precinct 400,Railroad Commissioner,,DEM,Chrysta Castaneda,,,,26
Irion,Precinct 400,Railroad Commissioner,,LIB,Matt Sterett,,,,3
Irion,Precinct 400,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",,,,4
Irion,Precinct 400,State Senate,28,REP,Charles Perry,,,,260
Irion,Precinct 400,State Representative,72,REP,Drew Darby,,,,255
