county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Henderson,1A,Proposition 5,,REP,Total Votes Cast,376,142,212,22
Henderson,1A,Proposition 6,,REP,Yes,343,130,192,21
Henderson,1A,Proposition 6,,REP,No,28,10,17,1
Henderson,1A,Proposition 6,,REP,Total Votes Cast,371,140,209,22
Henderson,1A,Proposition 7,,REP,Yes,372,143,207,22
Henderson,1A,Proposition 7,,REP,No,4,0,4,0
Henderson,1A,Proposition 7,,REP,Total Votes Cast,376,143,211,22
Henderson,1A,Proposition 8,,REP,Yes,369,140,207,22
Henderson,1A,Proposition 8,,REP,No,3,0,3,0
Henderson,1A,Proposition 8,,REP,Total Votes Cast,372,140,210,22
Henderson,1A,Proposition 9,,REP,Yes,364,139,203,22
Henderson,1A,Proposition 9,,REP,No,13,4,9,0
Henderson,1A,Proposition 9,,REP,Total Votes Cast,377,143,212,22
Henderson,1A,Proposition 10,,REP,Yes,356,139,196,21
Henderson,1A,Proposition 10,,REP,No,19,5,13,1
Henderson,1A,Proposition 10,,REP,Total Votes Cast,375,144,209,22
Henderson,1A,President,,DEM,Marianne Williamson,0,0,0,0
Henderson,1A,President,,DEM,Michael Bennet,0,0,0,0
Henderson,1A,President,,DEM,Deval Patrick,0,0,0,0
Henderson,1A,President,,DEM,Julian Castro,0,0,0,0
Henderson,1A,President,,DEM,Andrew Yang,0,0,0,0
Henderson,1A,President,,DEM,Pete Buttigieg,3,0,3,0
Henderson,1A,President,,DEM,Joseph R. Biden,27,16,9,2
Henderson,1A,President,,DEM,Robby Wells,0,0,0,0
Henderson,1A,President,,DEM,Michael R. Bloomberg,9,5,4,0
Henderson,1A,President,,DEM,Cory Booker,1,0,1,0
Henderson,1A,President,,DEM,Amy Klobuchar,0,0,0,0
Henderson,1A,President,,DEM,Bernie Sanders,46,18,28,0
Henderson,1A,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Henderson,1A,President,,DEM,Elizabeth Warren,4,0,3,1
Henderson,1A,President,,DEM,Tulsi Gabbard,0,0,0,0
Henderson,1A,President,,DEM,Tom Steyer,4,1,3,0
Henderson,1A,President,,DEM,John K. Delaney,1,0,1,0
Henderson,1A,President,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,US Senator,,DEM,Royce West,17,6,10,1
Henderson,1A,US Senator,,DEM,Victor Hugo Harris,1,1,0,0
Henderson,1A,US Senator,,DEM,Amanda K. Edwards,18,9,9,0
Henderson,1A,US Senator,,DEM,"Annie ""Mama"" Garcia",9,7,2,0
Henderson,1A,US Senator,,DEM,D. R. Hunter,1,0,1,0
Henderson,1A,US Senator,,DEM,Cristina Tzintzun Ramirez,1,1,0,0
Henderson,1A,US Senator,,DEM,Mary (MJ) Hegar,28,10,16,2
Henderson,1A,US Senator,,DEM,Michael Cooper,6,0,6,0
Henderson,1A,US Senator,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Henderson,1A,US Senator,,DEM,Chris Bell,3,1,2,0
Henderson,1A,US Senator,,DEM,Sema Hernandez,4,3,1,0
Henderson,1A,US Senator,,DEM,Adrian Ocegueda,1,0,1,0
Henderson,1A,US Senator,,DEM,Total Votes Cast,89,38,48,3
Henderson,1A,"US Representative, Dist 5",,DEM,Carolyn Salter,81,37,42,2
Henderson,1A,"US Representative, Dist 5",,DEM,Total Votes Cast,81,37,42,2
Henderson,1A,Railroad Commissioner,,DEM,Kelly Stone,31,12,18,1
Henderson,1A,Railroad Commissioner,,DEM,Mark Watson,15,5,10,0
Henderson,1A,Railroad Commissioner,,DEM,Chrysta Castaneda,27,13,12,2
Henderson,1A,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",14,6,8,0
Henderson,1A,Railroad Commissioner,,DEM,Total Votes Cast,87,36,48,3
Henderson,1A,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,76,32,41,3
Henderson,1A,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,9,3,6,0
Henderson,1A,"Chief Justice, Supreme Court",,DEM,Total Votes Cast,85,35,47,3
Henderson,1A,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,31,11,19,1
Henderson,1A,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,56,25,29,2
Henderson,1A,"Justice, Supreme Court, Pl 6",,DEM,Total Votes Cast,87,36,48,3
Henderson,1A,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,33,14,17,2
Henderson,1A,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,52,21,30,1
Henderson,1A,"Justice, Supreme Court, Pl 7",,DEM,Total Votes Cast,85,35,47,3
Henderson,1A,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,66,30,34,2
Henderson,1A,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,21,8,12,1
Henderson,1A,"Justice, Supreme Court, Pl 8",,DEM,Total Votes Cast,87,38,46,3
Henderson,1A,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,23,14,9,0
Henderson,1A,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,59,21,36,2
Henderson,1A,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,5,2,3,0
Henderson,1A,"Judge, Ct of Crim App, Pl 3",,DEM,Total Votes Cast,87,37,48,2
Henderson,1A,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,65,27,36,2
Henderson,1A,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,20,10,10,0
Henderson,1A,"Judge, Ct of Crim App, Pl 4",,DEM,Total Votes Cast,85,37,46,2
Henderson,1A,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,80,33,45,2
Henderson,1A,"Judge, Ct of Crim App, Pl 9",,DEM,Total Votes Cast,80,33,45,2
Henderson,1A,"Member, State BoE, Dist 9",,DEM,Brenda Davis,84,37,45,2
Henderson,1A,"Member, State BoE, Dist 9",,DEM,Total Votes Cast,84,37,45,2
Henderson,1A,County Chair,,DEM,Kelley C. Townsend,84,37,45,2
Henderson,1A,County Chair,,DEM,Total Votes Cast,84,37,45,2
Henderson,1A,Proposition #1,,DEM,Yes,89,38,48,3
Henderson,1A,Proposition #1,,DEM,No,6,2,4,0
Henderson,1A,Proposition #1,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,Proposition #2,,DEM,Yes,89,39,47,3
Henderson,1A,Proposition #2,,DEM,No,5,1,4,0
Henderson,1A,Proposition #2,,DEM,Total Votes Cast,94,40,51,3
Henderson,1A,Proposition #3,,DEM,Yes,92,40,49,3
Henderson,1A,Proposition #3,,DEM,No,2,0,2,0
Henderson,1A,Proposition #3,,DEM,Total Votes Cast,94,40,51,3
Henderson,1A,Proposition #4,,DEM,Yes,88,37,49,2
Henderson,1A,Proposition #4,,DEM,No,6,3,2,1
Henderson,1A,Proposition #4,,DEM,Total Votes Cast,94,40,51,3
Henderson,1A,Proposition #5,,DEM,Yes,90,37,50,3
Henderson,1A,Proposition #5,,DEM,No,5,3,2,0
Henderson,1A,Proposition #5,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,Proposition #6,,DEM,Yes,91,40,48,3
Henderson,1A,Proposition #6,,DEM,No,4,0,4,0
Henderson,1A,Proposition #6,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,Proposition #7,,DEM,Yes,90,38,50,2
Henderson,1A,Proposition #7,,DEM,No,3,1,2,0
Henderson,1A,Proposition #7,,DEM,Total Votes Cast,93,39,52,2
Henderson,1A,Proposition #8,,DEM,Yes,91,38,50,3
Henderson,1A,Proposition #8,,DEM,No,3,1,2,0
Henderson,1A,Proposition #8,,DEM,Total Votes Cast,94,39,52,3
Henderson,1A,Proposition #9,,DEM,Yes,92,39,50,3
Henderson,1A,Proposition #9,,DEM,No,3,1,2,0
Henderson,1A,Proposition #9,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,Proposition #10,,DEM,Yes,87,39,46,2
Henderson,1A,Proposition #10,,DEM,No,8,1,6,1
Henderson,1A,Proposition #10,,DEM,Total Votes Cast,95,40,52,3
Henderson,1A,Proposition #11,,DEM,Yes,85,36,46,3
Henderson,1A,Proposition #11,,DEM,No,10,4,6,0
Henderson,1A,Proposition #11,,DEM,Total Votes Cast,95,40,52,3
Henderson,1CR,Registered Voters,,,,2614,,,
Henderson,1CR,Registered Voters,,,,0,,,
Henderson,1CR,Registered Voters,,,,0,,,
Henderson,1CR,Registered Voters,,,,2614,,,
Henderson,1CR,Ballots Cast,,,,866,430,359,77
Henderson,1CR,Ballots Cast,,REP,,748,382,317,49
Henderson,1CR,Ballots Cast,,DEM,,118,48,42,28
Henderson,1CR,President,,REP,Bill Weld,4,1,2,1
Henderson,1CR,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0
Henderson,1CR,President,,REP,Zoltan G. Istvan,1,1,0,0
Henderson,1CR,President,,REP,Matthew John Matern,1,1,0,0
Henderson,1CR,President,,REP,Donald J. Trump,711,366,301,44
Henderson,1CR,President,,REP,Joe Walsh,3,1,1,1
Henderson,1CR,President,,REP,Bob Ely,1,0,0,1
Henderson,1CR,President,,REP,Uncommitted,19,10,8,1
Henderson,1CR,President,,REP,Total Votes Cast,740,380,312,48
Henderson,1CR,US Senator,,REP,John Cornyn,544,255,245,44
Henderson,1CR,US Senator,,REP,Mark Yancey,57,33,21,3
Henderson,1CR,US Senator,,REP,John Anthony Castro,21,12,8,1
Henderson,1CR,US Senator,,REP,Virgil Bierschwale,2,2,0,0
Henderson,1CR,US Senator,,REP,Dwayne Stovall,94,61,33,0
Henderson,1CR,US Senator,,REP,Total Votes Cast,718,363,307,48
Henderson,1CR,"US Representative, Dist 5",,REP,Lance Gooden,637,319,273,45
Henderson,1CR,"US Representative, Dist 5",,REP,Don Hill,101,58,39,4
Henderson,1CR,"US Representative, Dist 5",,REP,Total Votes Cast,738,377,312,49
Henderson,1CR,Railroad Commissioner,,REP,"James ""Jim"" Wright",533,265,234,34
Henderson,1CR,Railroad Commissioner,,REP,Ryan Sitton,171,90,68,13
Henderson,1CR,Railroad Commissioner,,REP,Total Votes Cast,704,355,302,47
Henderson,1CR,"Chief Justice, Supreme Court",,REP,Nathan Hecht,675,351,283,41
Henderson,1CR,"Chief Justice, Supreme Court",,REP,Total Votes Cast,675,351,283,41
Henderson,1CR,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,671,348,282,41
Henderson,1CR,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,671,348,282,41
Henderson,1CR,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,674,351,283,40
Henderson,1CR,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,674,351,283,40
Henderson,1CR,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,670,349,281,40
Henderson,1CR,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,670,349,281,40
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,325,165,139,21
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,362,185,152,25
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,687,350,291,46
Henderson,1CR,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,669,346,283,40
Henderson,1CR,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,669,346,283,40
Henderson,1CR,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,670,346,284,40
Henderson,1CR,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,670,346,284,40
Henderson,1CR,"Member, State BoE, Dist 9",,REP,Keven M. Ellis,663,343,282,38
Henderson,1CR,"Member, State BoE, Dist 9",,REP,Total Votes Cast,663,343,282,38
Henderson,1CR,"State Representative, Dist 4",,REP,Keith Bell,692,355,296,41
Henderson,1CR,"State Representative, Dist 4",,REP,Total Votes Cast,692,355,296,41
Henderson,1CR,"Chief Justice, 12th Ct of App Dist",,REP,Jim Worthen,667,344,284,39
Henderson,1CR,"Chief Justice, 12th Ct of App Dist",,REP,Total Votes Cast,667,344,284,39
Henderson,1CR,"District Judge, 3rd Judicial Dist",,REP,Mark A. Calhoon,678,350,288,40
Henderson,1CR,"District Judge, 3rd Judicial Dist",,REP,Total Votes Cast,678,350,288,40
Henderson,1CR,"Dist Judge, 392nd Judicial Dist",,REP,R. Scott McKee,691,356,294,41
Henderson,1CR,"Dist Judge, 392nd Judicial Dist",,REP,Total Votes Cast,691,356,294,41
Henderson,1CR,"Dist Attorney, 173rd Judicial Dist",,REP,Jenny Palmer,670,345,286,39
Henderson,1CR,"Dist Attorney, 173rd Judicial Dist",,REP,Total Votes Cast,670,345,286,39
Henderson,1CR,County Attorney,,REP,Clint Davis,699,360,298,41
Henderson,1CR,County Attorney,,REP,Total Votes Cast,699,360,298,41
Henderson,1CR,Sheriff,,REP,Botie Hillhouse,706,359,306,41
Henderson,1CR,Sheriff,,REP,Total Votes Cast,706,359,306,41
Henderson,1CR,County Tax Assessor-Collector,,REP,Peggy Goodall,713,365,305,43
Henderson,1CR,County Tax Assessor-Collector,,REP,Total Votes Cast,713,365,305,43
Henderson,1CR,Co Commissioner Pct 1,,REP,Wendy Kinabrew Spivey,276,157,106,13
Henderson,1CR,Co Commissioner Pct 1,,REP,Keith Pryor,244,104,115,25
Henderson,1CR,Co Commissioner Pct 1,,REP,Brad Skiles,217,117,91,9
Henderson,1CR,Co Commissioner Pct 1,,REP,Total Votes Cast,737,378,312,47
Henderson,1CR,Constable Pct 5,,REP,Brad Miers,700,362,295,43
Henderson,1CR,Constable Pct 5,,REP,Total Votes Cast,700,362,295,43
Henderson,1CR,County Chair,,REP,Daniel Hunt,678,350,288,40
Henderson,1CR,County Chair,,REP,Total Votes Cast,678,350,288,40
Henderson,1CR,Proposition 1,,REP,Yes,617,317,265,35
Henderson,1CR,Proposition 1,,REP,No,126,63,51,12
Henderson,1CR,Proposition 1,,REP,Total Votes Cast,743,380,316,47
Henderson,1CR,Proposition 2,,REP,Yes,625,318,263,44
Henderson,1CR,Proposition 2,,REP,No,107,57,46,4
Henderson,1CR,Proposition 2,,REP,Total Votes Cast,732,375,309,48
Henderson,1CR,Proposition 3,,REP,Yes,695,356,293,46
Henderson,1CR,Proposition 3,,REP,No,35,16,17,2
Henderson,1CR,Proposition 3,,REP,Total Votes Cast,730,372,310,48
Henderson,1CR,Proposition 4,,REP,Yes,700,351,303,46
Henderson,1CR,Proposition 4,,REP,No,35,24,8,3
Henderson,1CR,Proposition 4,,REP,Total Votes Cast,735,375,311,49
Henderson,1CR,Proposition 5,,REP,Yes,671,346,280,45
Henderson,1CR,Proposition 5,,REP,No,62,29,29,4
Henderson,1CR,Proposition 5,,REP,Total Votes Cast,733,375,309,49
Henderson,1CR,Proposition 6,,REP,Yes,693,348,299,46
Henderson,1CR,Proposition 6,,REP,No,40,25,13,2
Henderson,1CR,Proposition 6,,REP,Total Votes Cast,733,373,312,48
Henderson,1CR,Proposition 7,,REP,Yes,731,371,311,49
Henderson,1CR,Proposition 7,,REP,No,6,3,3,0
Henderson,1CR,Proposition 7,,REP,Total Votes Cast,737,374,314,49
Henderson,1CR,Proposition 8,,REP,Yes,726,371,308,47
Henderson,1CR,Proposition 8,,REP,No,11,4,5,2
Henderson,1CR,Proposition 8,,REP,Total Votes Cast,737,375,313,49
Henderson,1CR,Proposition 9,,REP,Yes,689,343,299,47
Henderson,1CR,Proposition 9,,REP,No,50,31,17,2
Henderson,1CR,Proposition 9,,REP,Total Votes Cast,739,374,316,49
Henderson,1CR,Proposition 10,,REP,Yes,681,342,293,46
Henderson,1CR,Proposition 10,,REP,No,55,33,19,3
Henderson,1CR,Proposition 10,,REP,Total Votes Cast,736,375,312,49
Henderson,1CR,President,,DEM,Marianne Williamson,0,0,0,0
Henderson,1CR,President,,DEM,Michael Bennet,0,0,0,0
Henderson,1CR,President,,DEM,Deval Patrick,0,0,0,0
Henderson,1CR,President,,DEM,Julian Castro,0,0,0,0
Henderson,1CR,President,,DEM,Andrew Yang,0,0,0,0
Henderson,1CR,President,,DEM,Pete Buttigieg,6,1,3,2
Henderson,1CR,President,,DEM,Joseph R. Biden,47,23,11,13
Henderson,1CR,President,,DEM,Robby Wells,0,0,0,0
Henderson,1CR,President,,DEM,Michael R. Bloomberg,20,4,10,6
Henderson,1CR,President,,DEM,Cory Booker,0,0,0,0
Henderson,1CR,President,,DEM,Amy Klobuchar,4,0,2,2
Henderson,1CR,President,,DEM,Bernie Sanders,27,15,10,2
Henderson,1CR,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Henderson,1CR,President,,DEM,Elizabeth Warren,9,4,5,0
Henderson,1CR,President,,DEM,Tulsi Gabbard,2,0,1,1
Henderson,1CR,President,,DEM,Tom Steyer,3,1,0,2
Henderson,1CR,President,,DEM,John K. Delaney,0,0,0,0
Henderson,1CR,President,,DEM,Total Votes Cast,118,48,42,28
Henderson,1CR,US Senator,,DEM,Royce West,19,4,7,8
Henderson,1CR,US Senator,,DEM,Victor Hugo Harris,1,0,1,0
Henderson,1CR,US Senator,,DEM,Amanda K. Edwards,19,10,3,6
Henderson,1CR,US Senator,,DEM,"Annie ""Mama"" Garcia",15,9,4,2
Henderson,1CR,US Senator,,DEM,D. R. Hunter,3,0,1,2
Henderson,1CR,US Senator,,DEM,Cristina Tzintzun Ramirez,4,1,3,0
Henderson,1CR,US Senator,,DEM,Mary (MJ) Hegar,29,9,14,6
Henderson,1CR,US Senator,,DEM,Michael Cooper,4,2,2,0
Henderson,1CR,US Senator,,DEM,"Jack Daniel Foster, Jr.",3,2,0,1
Henderson,1CR,US Senator,,DEM,Chris Bell,11,6,3,2
Henderson,1CR,US Senator,,DEM,Sema Hernandez,4,1,3,0
Henderson,1CR,US Senator,,DEM,Adrian Ocegueda,1,0,1,0
Henderson,1CR,US Senator,,DEM,Total Votes Cast,113,44,42,27
Henderson,1CR,"US Representative, Dist 5",,DEM,Carolyn Salter,97,37,36,24
Henderson,1CR,"US Representative, Dist 5",,DEM,Total Votes Cast,97,37,36,24
Henderson,1CR,Railroad Commissioner,,DEM,Kelly Stone,44,13,18,13
Henderson,1CR,Railroad Commissioner,,DEM,Mark Watson,20,8,6,6
Henderson,1CR,Railroad Commissioner,,DEM,Chrysta Castaneda,26,11,9,6
Henderson,1CR,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",16,8,6,2
Henderson,1CR,Railroad Commissioner,,DEM,Total Votes Cast,106,40,39,27
Henderson,1CR,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,86,31,34,21
Henderson,1CR,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,19,9,3,7
Henderson,1CR,"Chief Justice, Supreme Court",,DEM,Total Votes Cast,105,40,37,28
Henderson,1CR,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,32,12,9,11
Henderson,1CR,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,74,29,30,15
Henderson,1CR,"Justice, Supreme Court, Pl 6",,DEM,Total Votes Cast,106,41,39,26
Henderson,1CR,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,38,16,13,9
Henderson,1CR,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,65,22,25,18
Henderson,1CR,"Justice, Supreme Court, Pl 7",,DEM,Total Votes Cast,103,38,38,27
Henderson,1CR,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,60,23,23,14
Henderson,1CR,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,44,17,15,12
Henderson,1CR,"Justice, Supreme Court, Pl 8",,DEM,Total Votes Cast,104,40,38,26
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,26,12,6,8
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,72,28,27,17
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,7,1,4,2
Henderson,1CR,"Judge, Ct of Crim App, Pl 3",,DEM,Total Votes Cast,105,41,37,27
Henderson,1CR,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,84,33,31,20
Henderson,1CR,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,20,7,6,7
Henderson,1CR,"Judge, Ct of Crim App, Pl 4",,DEM,Total Votes Cast,104,40,37,27
Henderson,1CR,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,99,37,37,25
Henderson,1CR,"Judge, Ct of Crim App, Pl 9",,DEM,Total Votes Cast,99,37,37,25
Henderson,1CR,"Member, State BoE, Dist 9",,DEM,Brenda Davis,105,40,39,26
Henderson,1CR,"Member, State BoE, Dist 9",,DEM,Total Votes Cast,105,40,39,26
Henderson,1CR,County Chair,,DEM,Kelley C. Townsend,105,40,39,26
Henderson,1CR,County Chair,,DEM,Total Votes Cast,105,40,39,26
Henderson,1CR,Proposition #1,,DEM,Yes,107,42,39,26
Henderson,1CR,Proposition #1,,DEM,No,10,5,3,2
Henderson,1CR,Proposition #1,,DEM,Total Votes Cast,117,47,42,28
Henderson,1CR,Proposition #2,,DEM,Yes,105,41,39,25
Henderson,1CR,Proposition #2,,DEM,No,12,6,3,3
Henderson,1CR,Proposition #2,,DEM,Total Votes Cast,117,47,42,28
Henderson,1CR,Proposition #3,,DEM,Yes,110,42,41,27
