county,precinct,office,district,party,candidate,election_day,mail,early_voting,votes
San Jacinto,1,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,17,2,8,27
San Jacinto,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,40,11,34,85
San Jacinto,1,"Chief Justice, Supreme Court",,DEM,Cast Votes:,57,13,42,112
San Jacinto,1,"Chief Justice, Supreme Court",,DEM,Under Votes,16,3,8,27
San Jacinto,1,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,38,9,27,74
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,16,5,14,35
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Cast Votes:,54,14,41,109
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,19,2,9,30
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,23,5,14,42
San Jacinto,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,31,9,24,64
San Jacinto,1,"Justice, Supreme Court, Place 7",,DEM,Cast Votes:,54,14,38,106
San Jacinto,1,"Justice, Supreme Court, Place 7",,DEM,Under Votes,19,2,12,33
San Jacinto,1,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,26,6,23,55
San Jacinto,1,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,25,8,15,48
San Jacinto,1,"Justice, Supreme Court, Place 8",,DEM,Cast Votes:,51,14,38,103
San Jacinto,1,"Justice, Supreme Court, Place 8",,DEM,Under Votes,22,2,12,36
San Jacinto,1,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,15,3,6,24
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,4,1,2,7
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,38,11,30,79
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Cast Votes:,57,15,38,110
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,16,1,12,29
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,13,5,10,28
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,40,9,30,79
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Cast Votes:,53,14,40,107
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,20,2,10,32
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,42,13,39,94
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,DEM,Cast Votes:,42,13,39,94
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,31,3,11,45
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0,0
San Jacinto,1,San Jacinto County Chairman,,DEM,Jacqueline Mier,43,12,38,93
San Jacinto,1,San Jacinto County Chairman,,DEM,Cast Votes:,43,12,38,93
San Jacinto,1,San Jacinto County Chairman,,DEM,Under Votes,30,4,12,46
San Jacinto,1,San Jacinto County Chairman,,DEM,Over Votes,0,0,0,0
San Jacinto,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,1
San Jacinto,1,President,,REP,Donald J. Trump,225,15,455,695
San Jacinto,1,President,,REP,Bill Weld,2,0,1,3
San Jacinto,1,President,,REP,Zoltan G. Istvan,0,0,0,0
San Jacinto,1,President,,REP,Matthew John Matern,0,0,0,0
San Jacinto,1,President,,REP,Bob Ely,0,0,3,3
San Jacinto,1,President,,REP,Joe Walsh,2,0,4,6
San Jacinto,1,President,,REP,Uncommitted,12,4,6,22
San Jacinto,1,Ballots Cast,,REP,,242,19,469,730
San Jacinto,1,President,,REP,Under Votes,0,1,1,2
San Jacinto,1,President,,REP,Over Votes,0,0,0,0
San Jacinto,1,U.S. Senate,,REP,John Cornyn,170,16,338,524
San Jacinto,1,U.S. Senate,,REP,John Anthony Castro,9,0,10,19
San Jacinto,1,U.S. Senate,,REP,Dwayne Stovall,37,2,64,103
San Jacinto,1,U.S. Senate,,REP,Mark Yancey,12,0,21,33
San Jacinto,1,U.S. Senate,,REP,Virgil Bierschwale,1,0,2,3
San Jacinto,1,U.S. Senate,,REP,Cast Votes:,229,18,435,682
San Jacinto,1,U.S. Senate,,REP,Under Votes,13,2,35,50
San Jacinto,1,U.S. Senate,,REP,Over Votes,0,0,0,0
San Jacinto,1,U.S. House,8,REP,Kirk Osborn,29,1,40,70
San Jacinto,1,U.S. House,8,REP,Melissa Esparza-Mathis,9,0,7,16
San Jacinto,1,U.S. House,8,REP,Kevin Brady,192,15,402,609
San Jacinto,1,U.S. House,8,REP,Cast Votes:,230,16,449,695
San Jacinto,1,U.S. House,8,REP,Under Votes,12,4,21,37
San Jacinto,1,U.S. House,8,REP,Over Votes,0,0,0,0
San Jacinto,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",144,11,257,412
San Jacinto,1,Railroad Commissioner,,REP,Ryan Sitton,67,5,157,229
San Jacinto,1,Railroad Commissioner,,REP,Cast Votes:,211,16,414,641
San Jacinto,1,Railroad Commissioner,,REP,Under Votes,31,4,56,91
San Jacinto,1,Railroad Commissioner,,REP,Over Votes,0,0,0,0
San Jacinto,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,196,15,380,591
San Jacinto,1,"Chief Justice, Supreme Court",,REP,Cast Votes:,196,15,380,591
San Jacinto,1,"Chief Justice, Supreme Court",,REP,Under Votes,46,5,90,141
San Jacinto,1,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,195,15,376,586
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Cast Votes:,195,15,376,586
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes,47,5,94,146
San Jacinto,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,193,15,376,584
San Jacinto,1,"Justice, Supreme Court, Place 7",,REP,Cast Votes:,193,15,376,584
San Jacinto,1,"Justice, Supreme Court, Place 7",,REP,Under Votes,49,5,94,148
San Jacinto,1,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,195,14,378,587
San Jacinto,1,"Justice, Supreme Court, Place 8",,REP,Cast Votes:,195,14,378,587
San Jacinto,1,"Justice, Supreme Court, Place 8",,REP,Under Votes,47,6,92,145
San Jacinto,1,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,105,3,190,298
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,94,10,201,305
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Cast Votes:,199,13,391,603
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,43,7,79,129
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,198,15,374,587
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Cast Votes:,198,15,374,587
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,44,5,96,145
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,197,14,378,589
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,REP,Cast Votes:,197,14,378,589
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,45,6,92,143
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Member, State Board of Education, District 8",,REP,Audrey Young,192,14,369,575
San Jacinto,1,"Member, State Board of Education, District 8",,REP,Cast Votes:,192,14,369,575
San Jacinto,1,"Member, State Board of Education, District 8",,REP,Under Votes,50,6,101,157
San Jacinto,1,"Member, State Board of Education, District 8",,REP,Over Votes,0,0,0,0
San Jacinto,1,State Representative,18,REP,Ernest Bailes,211,14,434,659
San Jacinto,1,State Representative,18,REP,Cast Votes:,211,14,434,659
San Jacinto,1,State Representative,18,REP,Under Votes,31,6,36,73
San Jacinto,1,State Representative,18,REP,Over Votes,0,0,0,0
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,"Chuck ""Charles B"" Meyer",63,5,108,176
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Jay Wright,50,3,108,161
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Jarrod Lee Walker,26,3,45,74
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Colleen Cordts Rice,26,1,49,76
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Scott Golemon,31,0,65,96
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Cast Votes:,196,12,375,583
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Under Votes,46,8,95,149
San Jacinto,1,"Chief Justice, 9th Court of Appeals District",,REP,Over Votes,0,0,0,0
San Jacinto,1,"District Judge, 411th Judicial District",,REP,Kaycee L. Jones,92,3,180,275
San Jacinto,1,"District Judge, 411th Judicial District",,REP,John Wells,125,7,241,373
San Jacinto,1,"District Judge, 411th Judicial District",,REP,Cast Votes:,217,10,421,648
San Jacinto,1,"District Judge, 411th Judicial District",,REP,Under Votes,25,10,49,84
San Jacinto,1,"District Judge, 411th Judicial District",,REP,Over Votes,0,0,0,0
San Jacinto,1,Sheriff,,REP,Greg Capers,120,10,265,395
San Jacinto,1,Sheriff,,REP,Mike Flynt,115,6,194,315
San Jacinto,1,Sheriff,,REP,Cast Votes:,235,16,459,710
San Jacinto,1,Sheriff,,REP,Under Votes,7,4,11,22
San Jacinto,1,Sheriff,,REP,Over Votes,0,0,0,0
San Jacinto,1,County Tax Assessor-Collector,,REP,Betty Davis,211,15,412,638
San Jacinto,1,County Tax Assessor-Collector,,REP,Cast Votes:,211,15,412,638
San Jacinto,1,County Tax Assessor-Collector,,REP,Under Votes,31,5,58,94
San Jacinto,1,County Tax Assessor-Collector,,REP,Over Votes,0,0,0,0
San Jacinto,1,"County Commissioner, Precinct 1",,REP,Laddie McAnally,191,15,392,598
San Jacinto,1,"County Commissioner, Precinct 1",,REP,Cast Votes:,191,15,392,598
San Jacinto,1,"County Commissioner, Precinct 1",,REP,Under Votes,51,5,78,134
San Jacinto,1,"County Commissioner, Precinct 1",,REP,Over Votes,0,0,0,0
San Jacinto,1,"Constable, Precinct 1",,REP,Roy Rogers,212,14,400,626
San Jacinto,1,"Constable, Precinct 1",,REP,Cast Votes:,212,14,400,626
San Jacinto,1,"Constable, Precinct 1",,REP,Under Votes,30,6,70,106
San Jacinto,1,"Constable, Precinct 1",,REP,Over Votes,0,0,0,0
San Jacinto,1,San Jacinto County Chairman,,REP,Dwayne Wright,194,11,375,580
San Jacinto,1,San Jacinto County Chairman,,REP,Cast Votes:,194,11,375,580
San Jacinto,1,San Jacinto County Chairman,,REP,Under Votes,48,9,95,152
San Jacinto,1,San Jacinto County Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition #1,,DEM,Yes,65,14,46,125
San Jacinto,1,Proposition #1,,DEM,No,2,2,3,7
San Jacinto,1,Proposition #1,,DEM,Cast Votes:,67,16,49,132
San Jacinto,1,Proposition #1,,DEM,Under Votes,6,0,1,7
San Jacinto,1,Proposition #1,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #2,,DEM,Yes,63,14,48,125
San Jacinto,1,Proposition #2,,DEM,No,4,2,0,6
San Jacinto,1,Proposition #2,,DEM,Cast Votes:,67,16,48,131
San Jacinto,1,Proposition #2,,DEM,Under Votes,6,0,2,8
San Jacinto,1,Proposition #2,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #3,,DEM,Yes,66,16,46,128
San Jacinto,1,Proposition #3,,DEM,No,1,0,1,2
San Jacinto,1,Proposition #3,,DEM,Cast Votes:,67,16,47,130
San Jacinto,1,Proposition #3,,DEM,Under Votes,6,0,3,9
San Jacinto,1,Proposition #3,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #4,,DEM,Yes,60,14,47,121
San Jacinto,1,Proposition #4,,DEM,No,2,1,1,4
San Jacinto,1,Proposition #4,,DEM,Cast Votes:,62,15,48,125
San Jacinto,1,Proposition #4,,DEM,Under Votes,11,1,2,14
San Jacinto,1,Proposition #4,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #5,,DEM,Yes,64,16,46,126
San Jacinto,1,Proposition #5,,DEM,No,2,0,0,2
San Jacinto,1,Proposition #5,,DEM,Cast Votes:,66,16,46,128
San Jacinto,1,Proposition #5,,DEM,Under Votes,7,0,4,11
San Jacinto,1,Proposition #5,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #6,,DEM,Yes,67,15,47,129
San Jacinto,1,Proposition #6,,DEM,No,0,0,1,1
San Jacinto,1,Proposition #6,,DEM,Cast Votes:,67,15,48,130
San Jacinto,1,Proposition #6,,DEM,Under Votes,6,1,2,9
San Jacinto,1,Proposition #6,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #7,,DEM,Yes,64,15,47,126
San Jacinto,1,Proposition #7,,DEM,No,3,0,0,3
San Jacinto,1,Proposition #7,,DEM,Cast Votes:,67,15,47,129
San Jacinto,1,Proposition #7,,DEM,Under Votes,6,1,3,10
San Jacinto,1,Proposition #7,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #8,,DEM,Yes,63,16,46,125
San Jacinto,1,Proposition #8,,DEM,No,5,0,2,7
San Jacinto,1,Proposition #8,,DEM,Cast Votes:,68,16,48,132
San Jacinto,1,Proposition #8,,DEM,Under Votes,5,0,2,7
San Jacinto,1,Proposition #8,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #9,,DEM,Yes,65,15,48,128
San Jacinto,1,Proposition #9,,DEM,No,3,0,0,3
San Jacinto,1,Proposition #9,,DEM,Cast Votes:,68,15,48,131
San Jacinto,1,Proposition #9,,DEM,Under Votes,5,1,2,8
San Jacinto,1,Proposition #9,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #10,,DEM,Yes,65,15,47,127
San Jacinto,1,Proposition #10,,DEM,No,2,0,0,2
San Jacinto,1,Proposition #10,,DEM,Cast Votes:,67,15,47,129
San Jacinto,1,Proposition #10,,DEM,Under Votes,6,1,3,10
San Jacinto,1,Proposition #10,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition #11,,DEM,Yes,58,14,43,115
San Jacinto,1,Proposition #11,,DEM,No,5,1,3,9
San Jacinto,1,Proposition #11,,DEM,Cast Votes:,63,15,46,124
San Jacinto,1,Proposition #11,,DEM,Under Votes,10,1,4,15
San Jacinto,1,Proposition #11,,DEM,Over Votes,0,0,0,0
San Jacinto,1,Proposition 1,,REP,Yes,205,14,407,626
San Jacinto,1,Proposition 1,,REP,No,32,4,48,84
San Jacinto,1,Proposition 1,,REP,Cast Votes:,237,18,455,710
San Jacinto,1,Proposition 1,,REP,Under Votes,5,2,15,22
San Jacinto,1,Proposition 1,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 2,,REP,Yes,207,15,403,625
San Jacinto,1,Proposition 2,,REP,No,27,2,47,76
San Jacinto,1,Proposition 2,,REP,Cast Votes:,234,17,450,701
San Jacinto,1,Proposition 2,,REP,Under Votes,8,3,20,31
San Jacinto,1,Proposition 2,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 3,,REP,Yes,222,18,428,668
San Jacinto,1,Proposition 3,,REP,No,15,0,19,34
San Jacinto,1,Proposition 3,,REP,Cast Votes:,237,18,447,702
San Jacinto,1,Proposition 3,,REP,Under Votes,5,2,23,30
San Jacinto,1,Proposition 3,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 4,,REP,Yes,226,15,439,680
San Jacinto,1,Proposition 4,,REP,No,11,3,11,25
San Jacinto,1,Proposition 4,,REP,Cast Votes:,237,18,450,705
San Jacinto,1,Proposition 4,,REP,Under Votes,5,2,20,27
San Jacinto,1,Proposition 4,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 5,,REP,Yes,215,16,414,645
San Jacinto,1,Proposition 5,,REP,No,18,1,31,50
San Jacinto,1,Proposition 5,,REP,Cast Votes:,233,17,445,695
San Jacinto,1,Proposition 5,,REP,Under Votes,9,3,25,37
San Jacinto,1,Proposition 5,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 6,,REP,Yes,221,18,425,664
San Jacinto,1,Proposition 6,,REP,No,11,0,17,28
San Jacinto,1,Proposition 6,,REP,Cast Votes:,232,18,442,692
San Jacinto,1,Proposition 6,,REP,Under Votes,10,2,28,40
San Jacinto,1,Proposition 6,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 7,,REP,Yes,234,17,444,695
San Jacinto,1,Proposition 7,,REP,No,3,0,8,11
San Jacinto,1,Proposition 7,,REP,Cast Votes:,237,17,452,706
San Jacinto,1,Proposition 7,,REP,Under Votes,5,3,18,26
San Jacinto,1,Proposition 7,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 8,,REP,Yes,235,18,442,695
San Jacinto,1,Proposition 8,,REP,No,5,0,4,9
San Jacinto,1,Proposition 8,,REP,Cast Votes:,240,18,446,704
San Jacinto,1,Proposition 8,,REP,Under Votes,2,2,24,28
San Jacinto,1,Proposition 8,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 9,,REP,Yes,224,18,431,673
San Jacinto,1,Proposition 9,,REP,No,11,0,17,28
San Jacinto,1,Proposition 9,,REP,Cast Votes:,235,18,448,701
San Jacinto,1,Proposition 9,,REP,Under Votes,7,2,22,31
San Jacinto,1,Proposition 9,,REP,Over Votes,0,0,0,0
San Jacinto,1,Proposition 10,,REP,Yes,215,17,405,637
San Jacinto,1,Proposition 10,,REP,No,16,0,39,55
San Jacinto,1,Proposition 10,,REP,Cast Votes:,231,17,444,692
San Jacinto,1,Proposition 10,,REP,Under Votes,11,3,26,40
San Jacinto,1,Proposition 10,,REP,Over Votes,0,0,0,0
San Jacinto,2,President,,DEM,Andrew Yang,2,0,0,2
San Jacinto,2,President,,DEM,John K. Delaney,0,0,0,0
San Jacinto,2,President,,DEM,Robby Wells,0,0,0,0
San Jacinto,2,President,,DEM,Joseph R. Biden,42,8,14,64
San Jacinto,2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,1,0,1
San Jacinto,2,President,,DEM,Marianne Williamson,1,0,0,1
San Jacinto,2,President,,DEM,Deval Patrick,1,0,0,1
San Jacinto,2,President,,DEM,Elizabeth Warren,9,1,1,11
San Jacinto,2,President,,DEM,Tulsi Gabbard,0,0,0,0
San Jacinto,2,President,,DEM,Julián Castro,0,0,0,0
San Jacinto,2,President,,DEM,Pete Buttigieg,0,0,2,2
San Jacinto,2,President,,DEM,Bernie Sanders,28,0,5,33
San Jacinto,2,President,,DEM,Tom Steyer,0,0,2,2
San Jacinto,2,President,,DEM,Michael Bennet,0,0,0,0
San Jacinto,2,President,,DEM,Michael R. Bloomberg,12,2,10,24
San Jacinto,2,President,,DEM,Cory Booker,0,0,0,0
San Jacinto,2,President,,DEM,Amy Klobuchar,0,2,2,4
San Jacinto,2,Ballots Cast,,DEM,,95,14,36,145
San Jacinto,2,President,,DEM,Under Votes,1,1,0,2
San Jacinto,2,President,,DEM,Over Votes,0,0,0,0
San Jacinto,2,U.S. Senate,,DEM,Michael Cooper,8,2,4,14
San Jacinto,2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,12,1,5,18
San Jacinto,2,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,1
San Jacinto,2,U.S. Senate,,DEM,Jack Daniel Foster Jr,1,0,0,1
San Jacinto,2,U.S. Senate,,DEM,Chris Bell,25,5,7,37
San Jacinto,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",11,2,4,17
San Jacinto,2,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",8,2,2,12
San Jacinto,2,U.S. Senate,,DEM,Sema Hernandez,8,0,2,10
San Jacinto,2,U.S. Senate,,DEM,Victor Hugo Harris,1,0,0,1
San Jacinto,2,U.S. Senate,,DEM,Royce West,2,2,2,6
San Jacinto,2,U.S. Senate,,DEM,Amanda K. Edwards,4,0,6,10
San Jacinto,2,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
San Jacinto,2,U.S. Senate,,DEM,Cast Votes:,81,14,32,127
San Jacinto,2,U.S. Senate,,DEM,Under Votes,15,1,4,20
San Jacinto,2,U.S. Senate,,DEM,Over Votes,0,0,0,0
San Jacinto,2,U.S. House,8,DEM,Laura Jones,40,7,15,62
San Jacinto,2,U.S. House,8,DEM,Elizabeth Hernandez,45,7,14,66
San Jacinto,2,U.S. House,8,DEM,Cast Votes:,85,14,29,128
San Jacinto,2,U.S. House,8,DEM,Under Votes,11,1,7,19
San Jacinto,2,U.S. House,8,DEM,Over Votes,0,0,0,0
San Jacinto,2,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",27,3,6,36
San Jacinto,2,Railroad Commissioner,,DEM,Chrysta Castañeda,24,1,5,30
San Jacinto,2,Railroad Commissioner,,DEM,Kelly Stone,18,3,10,31
San Jacinto,2,Railroad Commissioner,,DEM,Mark Watson,15,7,11,33
San Jacinto,2,Railroad Commissioner,,DEM,Cast Votes:,84,14,32,130
San Jacinto,2,Railroad Commissioner,,DEM,Under Votes,12,1,4,17
San Jacinto,2,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
San Jacinto,2,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,15,6,9,30
San Jacinto,2,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,68,8,23,99
San Jacinto,2,"Chief Justice, Supreme Court",,DEM,Cast Votes:,83,14,32,129
San Jacinto,2,"Chief Justice, Supreme Court",,DEM,Under Votes,13,1,4,18
San Jacinto,2,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
San Jacinto,2,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,61,7,21,89
San Jacinto,2,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,22,6,9,37
San Jacinto,2,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Cast Votes:,83,13,30,126
San Jacinto,2,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,13,2,6,21
San Jacinto,2,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
San Jacinto,2,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,30,3,7,40
San Jacinto,2,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,52,9,23,84
San Jacinto,2,"Justice, Supreme Court, Place 7",,DEM,Cast Votes:,82,12,30,124
San Jacinto,2,"Justice, Supreme Court, Place 7",,DEM,Under Votes,14,3,6,23
San Jacinto,2,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
San Jacinto,2,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,51,6,20,77
