county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_paper,early_voting_machine,election_day,election_day_paper,election_day_machine
Lavaca,19,Railroad Commissioner,,DEM,UNDER VOTES,6,4,1,0,1,1,1,0
Lavaca,23,Railroad Commissioner,,DEM,UNDER VOTES,7,2,0,0,0,5,0,5
Lavaca,29,Railroad Commissioner,,DEM,UNDER VOTES,24,4,2,1,1,18,10,8
Lavaca,30,Railroad Commissioner,,DEM,UNDER VOTES,8,1,2,2,0,5,3,2
Lavaca,31,Railroad Commissioner,,DEM,UNDER VOTES,15,2,8,2,6,5,1,4
Lavaca,32,Railroad Commissioner,,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,45,11,11,2,9,23,11,12
Lavaca,8,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,0,1,0,1,5,1,4
Lavaca,16,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,7,0,3,1,2,4,1,3
Lavaca,19,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,14,3,6,3,3,5,1,4
Lavaca,23,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,12,8,1,0,1,3,2,1
Lavaca,29,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,41,13,5,2,3,23,6,17
Lavaca,30,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,19,5,2,0,2,12,2,10
Lavaca,31,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,19,4,7,1,6,8,3,5
Lavaca,32,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,8,2,0,0,0,6,2,4
Lavaca,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,71,8,28,16,12,35,15,20
Lavaca,8,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,28,6,7,2,5,15,4,11
Lavaca,16,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,16,1,1,1,0,14,10,4
Lavaca,19,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,17,2,10,6,4,5,4,1
Lavaca,23,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,29,9,4,3,1,16,6,10
Lavaca,29,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,63,17,10,2,8,36,10,26
Lavaca,30,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,42,6,7,1,6,29,12,17
Lavaca,31,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,41,9,13,5,8,19,10,9
Lavaca,32,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,6,1,1,1,0,4,1,3
Lavaca,1,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Chief Justice, Supreme Court",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,11,0,4,1,3,7,1,6
Lavaca,8,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,1,0,0,0,0,1,1,0
Lavaca,16,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,5,2,1,1,0,2,1,1
Lavaca,19,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,5,3,1,0,1,1,1,0
Lavaca,23,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,8,2,0,0,0,6,0,6
Lavaca,29,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,23,6,1,1,0,16,8,8
Lavaca,30,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,9,1,2,2,0,6,3,3
Lavaca,31,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,13,1,7,1,6,5,0,5
Lavaca,32,"Chief Justice, Supreme Court",,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,50,10,14,6,8,26,13,13
Lavaca,8,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,13,4,0,0,0,9,2,7
Lavaca,16,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,9,0,2,0,2,7,2,5
Lavaca,19,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,11,3,5,3,2,3,2,1
Lavaca,23,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,15,9,2,1,1,4,2,2
Lavaca,29,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,50,21,4,2,2,25,7,18
Lavaca,30,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,31,5,4,0,4,22,6,16
Lavaca,31,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,31,8,10,3,7,13,4,9
Lavaca,32,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,6,2,0,0,0,4,1,3
Lavaca,1,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,61,8,26,12,14,27,11,16
Lavaca,8,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,21,2,8,2,6,11,3,8
Lavaca,16,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,13,1,2,2,0,10,8,2
Lavaca,19,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,20,2,11,6,5,7,3,4
Lavaca,23,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,30,9,3,2,1,18,6,12
Lavaca,29,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,49,9,9,1,8,31,7,24
Lavaca,30,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,32,6,5,1,4,21,8,13
Lavaca,31,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,30,5,11,2,9,14,9,5
Lavaca,32,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,8,1,1,1,0,6,2,4
Lavaca,1,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 6",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,16,1,3,1,2,12,3,9
Lavaca,8,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,1,0,0,0,0,1,1,0
Lavaca,16,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,6,2,1,1,0,3,2,1
Lavaca,19,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,5,3,1,0,1,1,1,0
Lavaca,23,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,4,1,0,0,0,3,0,3
Lavaca,29,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,28,6,3,2,1,19,10,9
Lavaca,30,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,7,1,2,2,0,4,3,1
Lavaca,31,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,12,1,6,2,4,5,0,5
Lavaca,32,"Justice, Supreme Court, Pl 6",,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,52,11,17,10,7,24,9,15
Lavaca,8,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,12,1,1,1,0,10,2,8
Lavaca,16,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,7,0,2,1,1,5,4,1
Lavaca,19,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,13,2,5,2,3,6,3,3
Lavaca,23,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,22,10,4,2,2,8,3,5
Lavaca,29,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,50,16,7,1,6,27,8,19
Lavaca,30,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,27,2,3,0,3,22,8,14
Lavaca,31,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,30,5,12,4,8,13,3,10
Lavaca,32,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,8,2,0,0,0,6,2,4
Lavaca,1,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,62,8,22,7,15,32,16,16
Lavaca,8,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,20,4,6,1,5,10,3,7
Lavaca,16,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,14,1,1,0,1,12,6,6
Lavaca,19,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,16,2,10,6,4,4,2,2
Lavaca,23,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,22,7,1,1,0,14,5,9
Lavaca,29,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,48,13,6,2,4,29,7,22
Lavaca,30,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,38,10,7,2,5,21,7,14
Lavaca,31,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,31,8,9,2,7,14,10,4
Lavaca,32,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,6,1,1,1,0,4,1,3
Lavaca,1,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 7",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,13,0,4,2,2,9,2,7
Lavaca,8,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,3,1,1,0,1,1,1,0
Lavaca,16,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,7,2,2,2,0,3,2,1
Lavaca,19,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,7,4,2,1,1,1,1,0
Lavaca,23,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,5,2,0,0,0,3,0,3
Lavaca,29,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,29,7,3,2,1,19,9,10
Lavaca,30,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,5,0,1,1,0,4,2,2
Lavaca,31,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,12,1,6,1,5,5,0,5
Lavaca,32,"Justice, Supreme Court, Pl 7",,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,70,13,19,8,11,38,17,21
Lavaca,8,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,13,2,0,0,0,11,2,9
Lavaca,16,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,9,0,3,1,2,6,3,3
Lavaca,19,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,13,3,5,2,3,5,2,3
Lavaca,23,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,21,10,2,2,0,9,3,6
Lavaca,29,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,57,22,4,2,2,31,7,24
Lavaca,30,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,34,6,5,0,5,23,5,18
Lavaca,31,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,32,7,13,3,10,12,4,8
Lavaca,32,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,9,3,0,0,0,6,1,5
Lavaca,1,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,37,6,17,8,9,14,7,7
Lavaca,8,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,19,4,6,2,4,9,3,6
Lavaca,16,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,12,1,0,0,0,11,7,4
Lavaca,19,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,17,2,10,6,4,5,3,2
Lavaca,23,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,23,7,3,1,2,13,5,8
Lavaca,29,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,42,7,9,1,8,26,8,18
Lavaca,30,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,30,6,5,2,3,19,9,10
Lavaca,31,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,27,5,8,3,5,14,9,5
Lavaca,32,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,6,0,1,1,0,5,2,3
Lavaca,1,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 8",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,20,0,7,3,4,13,3,10
Lavaca,8,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,3,0,2,0,2,1,1,0
Lavaca,16,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,7,2,2,2,0,3,2,1
Lavaca,19,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,6,3,2,1,1,1,1,0
Lavaca,23,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,5,2,0,0,0,3,0,3
Lavaca,29,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,28,7,3,2,1,18,9,9
Lavaca,30,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,6,0,1,1,0,5,3,2
Lavaca,31,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,14,2,6,1,5,6,0,6
Lavaca,32,"Justice, Supreme Court, Pl 8",,DEM,UNDER VOTES,7,2,0,0,0,5,1,4
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,17,2,4,2,2,11,6,5
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,4,0,0,0,0,4,1,3
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,2,0,1,1,0,1,0,1
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,1,0,0,0,0,1,1,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,7,2,1,1,0,4,1,3
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,14,3,1,1,0,10,2,8
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,14,0,2,0,2,12,3,9
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,7,1,2,1,1,4,1,3
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,William Pieratt Demond,2,1,0,0,0,1,0,1
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,67,13,28,12,16,26,10,16
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,22,4,6,2,4,12,2,10
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,14,1,1,0,1,12,7,5
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,24,4,11,6,5,9,4,5
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,26,11,2,2,0,13,5,8
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,52,14,7,1,6,31,6,25
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,37,8,6,2,4,23,10,13
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,39,8,13,5,8,18,11,7
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Elizabeth Davis Frizell,9,1,1,1,0,7,2,5
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,27,4,7,3,4,16,7,9
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,6,2,0,0,0,4,2,2
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,5,0,1,0,1,4,3,1
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,5,1,4,2,2,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,10,5,2,0,2,3,2,1
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,32,13,5,1,4,14,6,8
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,12,3,2,0,2,7,1,6
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,14,3,6,1,5,5,1,4
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,Dan Wood,3,1,0,0,0,2,1,1
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,16,0,4,2,2,12,4,8
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,3,0,2,0,2,1,1,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,7,2,2,2,0,3,2,1
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,6,3,2,1,1,1,1,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,6,1,0,0,0,5,0,5
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,29,6,3,2,1,20,10,10
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,7,1,1,1,0,5,3,2
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,13,2,6,0,6,5,0,5
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,73,18,30,14,16,25,11,14
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,21,3,5,2,3,13,2,11
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,13,1,0,0,0,12,7,5
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,23,3,15,8,7,5,4,1
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,29,9,3,2,1,17,6,11
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,62,15,11,2,9,36,12,24
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,38,9,6,2,4,23,11,12
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,42,9,13,4,9,20,11,9
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Tina Clinton,13,3,1,1,0,9,2,7
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,35,1,8,3,5,26,12,14
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,9,2,0,0,0,7,3,4
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,8,0,3,1,2,5,3,2
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,8,2,1,1,0,5,1,4
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,14,8,2,1,1,4,2,2
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,35,14,2,1,1,19,2,17
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,27,3,4,0,4,20,3,17
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,19,4,8,2,6,7,2,5
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,Steven Miears,1,0,0,0,0,1,1,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,19,0,5,2,3,14,4,10
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,5,1,3,0,3,1,1,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,7,2,2,2,0,3,2,1
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,5,3,1,0,1,1,1,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,6,2,0,0,0,4,0,4
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,30,7,3,2,1,20,10,10
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,5,0,1,1,0,4,3,1
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,12,1,6,1,5,5,0,5
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,97,17,35,16,19,45,21,24
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,25,3,3,1,2,19,5,14
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,17,1,3,1,2,13,8,5
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,28,4,14,8,6,10,5,5
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,40,17,5,3,2,18,7,11
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,89,26,11,3,8,52,14,38
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,57,10,8,1,7,39,14,25
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,53,13,16,5,11,24,11,13
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,Brandon Birmingham,14,2,1,1,0,11,3,8
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 9",,DEM,OVER VOTES,0,0,0,0,0,0,0,0
