county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_paper,early_voting_machine,election_day,election_day_paper,election_day_machine
Lavaca,29,Ballots Cast,,DEM,,127,36,16,5,11,75,24,51
Lavaca,30,Ballots Cast,,DEM,,70,12,11,3,8,47,17,30
Lavaca,31,Ballots Cast,,DEM,,73,14,27,7,20,32,13,19
Lavaca,32,Ballots Cast,,DEM,,22,5,1,1,0,16,4,12
Lavaca,1,President,,REP,Donald J. Trump,918,47,470,240,230,401,164,237
Lavaca,8,President,,REP,Donald J. Trump,254,11,82,54,28,161,60,101
Lavaca,16,President,,REP,Donald J. Trump,201,12,67,34,33,122,55,67
Lavaca,19,President,,REP,Donald J. Trump,248,17,142,89,53,89,38,51
Lavaca,23,President,,REP,Donald J. Trump,346,23,68,39,29,255,81,174
Lavaca,29,President,,REP,Donald J. Trump,888,63,181,94,87,644,238,406
Lavaca,30,President,,REP,Donald J. Trump,388,39,59,27,32,290,127,163
Lavaca,31,President,,REP,Donald J. Trump,466,36,224,121,103,206,127,79
Lavaca,32,President,,REP,Donald J. Trump,190,12,54,31,23,124,60,64
Lavaca,1,President,,REP,Bob Ely,2,1,1,1,0,0,0,0
Lavaca,8,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,16,President,,REP,Bob Ely,1,0,0,0,0,1,0,1
Lavaca,19,President,,REP,Bob Ely,2,0,1,1,0,1,1,0
Lavaca,23,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,29,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,30,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,31,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,Joe Walsh,3,0,1,0,1,2,0,2
Lavaca,8,President,,REP,Joe Walsh,1,0,0,0,0,1,1,0
Lavaca,16,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Lavaca,19,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,Joe Walsh,1,0,0,0,0,1,0,1
Lavaca,29,President,,REP,Joe Walsh,5,1,2,2,0,2,0,2
Lavaca,30,President,,REP,Joe Walsh,1,0,0,0,0,1,1,0
Lavaca,31,President,,REP,Joe Walsh,1,0,1,0,1,0,0,0
Lavaca,32,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,8,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,16,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,19,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,0,0,1,0,1
Lavaca,29,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,0,1,0,1,2,1,1
Lavaca,30,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,0,0,0,0,2,0,2
Lavaca,31,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,8,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,16,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,19,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,29,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,30,President,,REP,Matthew John Matern,2,0,0,0,0,2,0,2
Lavaca,31,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,Bill Weld,6,0,4,0,4,2,0,2
Lavaca,8,President,,REP,Bill Weld,1,0,1,0,1,0,0,0
Lavaca,16,President,,REP,Bill Weld,3,0,0,0,0,3,0,3
Lavaca,19,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,Bill Weld,1,0,0,0,0,1,1,0
Lavaca,29,President,,REP,Bill Weld,4,0,0,0,0,4,1,3
Lavaca,30,President,,REP,Bill Weld,1,0,1,1,0,0,0,0
Lavaca,31,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,Bill Weld,1,0,0,0,0,1,0,1
Lavaca,1,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,8,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,16,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,19,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,29,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,30,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,31,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,Uncommitted,17,0,9,7,2,8,3,5
Lavaca,8,President,,REP,Uncommitted,3,0,1,1,0,2,0,2
Lavaca,16,President,,REP,Uncommitted,2,0,1,0,1,1,0,1
Lavaca,19,President,,REP,Uncommitted,1,0,0,0,0,1,0,1
Lavaca,23,President,,REP,Uncommitted,6,1,1,1,0,4,1,3
Lavaca,29,President,,REP,Uncommitted,31,5,4,3,1,22,10,12
Lavaca,30,President,,REP,Uncommitted,7,2,3,1,2,2,1,1
Lavaca,31,President,,REP,Uncommitted,3,0,1,1,0,2,1,1
Lavaca,32,President,,REP,Uncommitted,2,0,0,0,0,2,1,1
Lavaca,1,President,,REP,OVER VOTES,1,0,0,0,0,1,0,1
Lavaca,8,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,President,,REP,UNDER VOTES,9,0,7,3,4,2,0,2
Lavaca,8,President,,REP,UNDER VOTES,3,0,1,1,0,2,1,1
Lavaca,16,President,,REP,UNDER VOTES,1,0,0,0,0,1,0,1
Lavaca,19,President,,REP,UNDER VOTES,4,0,1,0,1,3,1,2
Lavaca,23,President,,REP,UNDER VOTES,1,0,0,0,0,1,0,1
Lavaca,29,President,,REP,UNDER VOTES,21,3,2,2,0,16,1,15
Lavaca,30,President,,REP,UNDER VOTES,3,0,0,0,0,3,2,1
Lavaca,31,President,,REP,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,President,,REP,UNDER VOTES,5,0,1,0,1,4,1,3
Lavaca,1,U.S. Senate,,REP,John Cornyn,674,44,340,172,168,290,126,164
Lavaca,8,U.S. Senate,,REP,John Cornyn,187,9,63,43,20,115,51,64
Lavaca,16,U.S. Senate,,REP,John Cornyn,155,10,47,23,24,98,41,57
Lavaca,19,U.S. Senate,,REP,John Cornyn,172,17,91,69,22,64,29,35
Lavaca,23,U.S. Senate,,REP,John Cornyn,273,24,48,26,22,201,66,135
Lavaca,29,U.S. Senate,,REP,John Cornyn,670,57,138,74,64,475,159,316
Lavaca,30,U.S. Senate,,REP,John Cornyn,301,36,48,23,25,217,91,126
Lavaca,31,U.S. Senate,,REP,John Cornyn,355,28,171,93,78,156,94,62
Lavaca,32,U.S. Senate,,REP,John Cornyn,141,10,28,17,11,103,52,51
Lavaca,1,U.S. Senate,,REP,John Anthony Castro,22,0,10,4,6,12,4,8
Lavaca,8,U.S. Senate,,REP,John Anthony Castro,5,0,2,2,0,3,1,2
Lavaca,16,U.S. Senate,,REP,John Anthony Castro,5,0,1,1,0,4,0,4
Lavaca,19,U.S. Senate,,REP,John Anthony Castro,1,0,0,0,0,1,0,1
Lavaca,23,U.S. Senate,,REP,John Anthony Castro,10,0,2,1,1,8,4,4
Lavaca,29,U.S. Senate,,REP,John Anthony Castro,20,1,2,2,0,17,7,10
Lavaca,30,U.S. Senate,,REP,John Anthony Castro,9,0,1,0,1,8,6,2
Lavaca,31,U.S. Senate,,REP,John Anthony Castro,11,0,5,1,4,6,4,2
Lavaca,32,U.S. Senate,,REP,John Anthony Castro,1,0,1,1,0,0,0,0
Lavaca,1,U.S. Senate,,REP,Virgil Bierschwale,2,0,2,1,1,0,0,0
Lavaca,8,U.S. Senate,,REP,Virgil Bierschwale,3,0,1,0,1,2,0,2
Lavaca,16,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,REP,Virgil Bierschwale,2,0,2,2,0,0,0,0
Lavaca,23,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,REP,Virgil Bierschwale,8,0,0,0,0,8,3,5
Lavaca,30,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0,0,0,0
Lavaca,31,U.S. Senate,,REP,Virgil Bierschwale,4,0,1,1,0,3,2,1
Lavaca,32,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,1,0,0,0,0
Lavaca,1,U.S. Senate,,REP,Mark Yancey,42,0,23,12,11,19,5,14
Lavaca,8,U.S. Senate,,REP,Mark Yancey,7,0,0,0,0,7,2,5
Lavaca,16,U.S. Senate,,REP,Mark Yancey,8,0,3,2,1,5,2,3
Lavaca,19,U.S. Senate,,REP,Mark Yancey,10,0,4,4,0,6,2,4
Lavaca,23,U.S. Senate,,REP,Mark Yancey,13,0,3,3,0,10,3,7
Lavaca,29,U.S. Senate,,REP,Mark Yancey,54,4,7,6,1,43,12,31
Lavaca,30,U.S. Senate,,REP,Mark Yancey,21,0,4,3,1,17,9,8
Lavaca,31,U.S. Senate,,REP,Mark Yancey,19,0,9,4,5,10,7,3
Lavaca,32,U.S. Senate,,REP,Mark Yancey,13,1,4,2,2,8,3,5
Lavaca,1,U.S. Senate,,REP,Dwayne Stovall,146,4,88,45,43,54,19,35
Lavaca,8,U.S. Senate,,REP,Dwayne Stovall,42,2,11,5,6,29,6,23
Lavaca,16,U.S. Senate,,REP,Dwayne Stovall,27,2,13,7,6,12,8,4
Lavaca,19,U.S. Senate,,REP,Dwayne Stovall,53,0,39,13,26,14,5,9
Lavaca,23,U.S. Senate,,REP,Dwayne Stovall,37,0,13,8,5,24,8,16
Lavaca,29,U.S. Senate,,REP,Dwayne Stovall,123,4,31,14,17,88,46,42
Lavaca,30,U.S. Senate,,REP,Dwayne Stovall,57,4,9,2,7,44,17,27
Lavaca,31,U.S. Senate,,REP,Dwayne Stovall,54,6,31,15,16,17,10,7
Lavaca,32,U.S. Senate,,REP,Dwayne Stovall,28,0,16,7,9,12,3,9
Lavaca,1,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,REP,UNDER VOTES,70,0,29,17,12,41,13,28
Lavaca,8,U.S. Senate,,REP,UNDER VOTES,18,0,8,6,2,10,2,8
Lavaca,16,U.S. Senate,,REP,UNDER VOTES,13,0,4,1,3,9,4,5
Lavaca,19,U.S. Senate,,REP,UNDER VOTES,17,0,8,2,6,9,4,5
Lavaca,23,U.S. Senate,,REP,UNDER VOTES,23,0,3,2,1,20,2,18
Lavaca,29,U.S. Senate,,REP,UNDER VOTES,77,6,12,5,7,59,24,35
Lavaca,30,U.S. Senate,,REP,UNDER VOTES,15,0,1,1,0,14,8,6
Lavaca,31,U.S. Senate,,REP,UNDER VOTES,27,2,9,8,1,16,11,5
Lavaca,32,U.S. Senate,,REP,UNDER VOTES,14,1,5,3,2,8,4,4
Lavaca,1,U.S. House,27,REP,Michael Cloud,817,46,420,226,194,351,148,203
Lavaca,8,U.S. House,27,REP,Michael Cloud,222,9,72,48,24,141,55,86
Lavaca,16,U.S. House,27,REP,Michael Cloud,181,11,65,33,32,105,49,56
Lavaca,19,U.S. House,27,REP,Michael Cloud,221,17,125,78,47,79,35,44
Lavaca,23,U.S. House,27,REP,Michael Cloud,305,22,64,37,27,219,70,149
Lavaca,29,U.S. House,27,REP,Michael Cloud,809,60,165,93,72,584,215,369
Lavaca,30,U.S. House,27,REP,Michael Cloud,375,37,61,28,33,277,123,154
Lavaca,31,U.S. House,27,REP,Michael Cloud,417,31,197,106,91,189,115,74
Lavaca,32,U.S. House,27,REP,Michael Cloud,169,9,49,28,21,111,54,57
Lavaca,1,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,U.S. House,27,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,U.S. House,27,REP,UNDER VOTES,139,2,72,25,47,65,19,46
Lavaca,8,U.S. House,27,REP,UNDER VOTES,40,2,13,8,5,25,7,18
Lavaca,16,U.S. House,27,REP,UNDER VOTES,27,1,3,1,2,23,6,17
Lavaca,19,U.S. House,27,REP,UNDER VOTES,33,0,19,12,7,14,5,9
Lavaca,23,U.S. House,27,REP,UNDER VOTES,51,2,5,3,2,44,13,31
Lavaca,29,U.S. House,27,REP,UNDER VOTES,143,12,25,8,17,106,36,70
Lavaca,30,U.S. House,27,REP,UNDER VOTES,29,4,2,1,1,23,8,15
Lavaca,31,U.S. House,27,REP,UNDER VOTES,53,5,29,16,13,19,13,6
Lavaca,32,U.S. House,27,REP,UNDER VOTES,29,3,6,3,3,20,8,12
Lavaca,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",608,39,307,149,158,262,112,150
Lavaca,8,Railroad Commissioner,,REP,"James ""Jim"" Wright",171,8,59,42,17,104,40,64
Lavaca,16,Railroad Commissioner,,REP,"James ""Jim"" Wright",130,7,44,20,24,79,32,47
Lavaca,19,Railroad Commissioner,,REP,"James ""Jim"" Wright",151,13,80,51,29,58,31,27
Lavaca,23,Railroad Commissioner,,REP,"James ""Jim"" Wright",214,12,40,26,14,162,45,117
Lavaca,29,Railroad Commissioner,,REP,"James ""Jim"" Wright",599,47,116,60,56,436,155,281
Lavaca,30,Railroad Commissioner,,REP,"James ""Jim"" Wright",259,33,40,20,20,186,87,99
Lavaca,31,Railroad Commissioner,,REP,"James ""Jim"" Wright",312,24,147,80,67,141,85,56
Lavaca,32,Railroad Commissioner,,REP,"James ""Jim"" Wright",122,7,32,16,16,83,40,43
Lavaca,1,Railroad Commissioner,,REP,Ryan Sitton,198,5,113,64,49,80,28,52
Lavaca,8,Railroad Commissioner,,REP,Ryan Sitton,63,2,15,7,8,46,15,31
Lavaca,16,Railroad Commissioner,,REP,Ryan Sitton,49,4,16,12,4,29,11,18
Lavaca,19,Railroad Commissioner,,REP,Ryan Sitton,72,4,47,29,18,21,5,16
Lavaca,23,Railroad Commissioner,,REP,Ryan Sitton,86,6,19,9,10,61,30,31
Lavaca,29,Railroad Commissioner,,REP,Ryan Sitton,196,13,48,26,22,135,55,80
Lavaca,30,Railroad Commissioner,,REP,Ryan Sitton,111,6,21,8,13,84,31,53
Lavaca,31,Railroad Commissioner,,REP,Ryan Sitton,94,9,50,25,25,35,21,14
Lavaca,32,Railroad Commissioner,,REP,Ryan Sitton,54,1,18,12,6,35,15,20
Lavaca,1,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,Railroad Commissioner,,REP,UNDER VOTES,150,4,72,38,34,74,27,47
Lavaca,8,Railroad Commissioner,,REP,UNDER VOTES,28,1,11,7,4,16,7,9
Lavaca,16,Railroad Commissioner,,REP,UNDER VOTES,29,1,8,2,6,20,12,8
Lavaca,19,Railroad Commissioner,,REP,UNDER VOTES,31,0,17,10,7,14,4,10
Lavaca,23,Railroad Commissioner,,REP,UNDER VOTES,56,6,10,5,5,40,8,32
Lavaca,29,Railroad Commissioner,,REP,UNDER VOTES,157,12,26,15,11,119,41,78
Lavaca,30,Railroad Commissioner,,REP,UNDER VOTES,34,2,2,1,1,30,13,17
Lavaca,31,Railroad Commissioner,,REP,UNDER VOTES,64,3,29,17,12,32,22,10
Lavaca,32,Railroad Commissioner,,REP,UNDER VOTES,22,4,5,3,2,13,7,6
Lavaca,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,759,45,391,210,181,323,136,187
Lavaca,8,"Chief Justice, Supreme Court",,REP,Nathan Hecht,212,8,66,44,22,138,53,85
Lavaca,16,"Chief Justice, Supreme Court",,REP,Nathan Hecht,165,10,56,29,27,99,44,55
Lavaca,19,"Chief Justice, Supreme Court",,REP,Nathan Hecht,213,17,121,76,45,75,35,40
Lavaca,23,"Chief Justice, Supreme Court",,REP,Nathan Hecht,285,19,59,38,21,207,69,138
Lavaca,29,"Chief Justice, Supreme Court",,REP,Nathan Hecht,754,57,155,86,69,542,202,340
Lavaca,30,"Chief Justice, Supreme Court",,REP,Nathan Hecht,350,37,56,26,30,257,113,144
Lavaca,31,"Chief Justice, Supreme Court",,REP,Nathan Hecht,397,31,188,102,86,178,110,68
Lavaca,32,"Chief Justice, Supreme Court",,REP,Nathan Hecht,152,7,46,27,19,99,45,54
Lavaca,1,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Chief Justice, Supreme Court",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Chief Justice, Supreme Court",,REP,UNDER VOTES,197,3,101,41,60,93,31,62
Lavaca,8,"Chief Justice, Supreme Court",,REP,UNDER VOTES,50,3,19,12,7,28,9,19
Lavaca,16,"Chief Justice, Supreme Court",,REP,UNDER VOTES,43,2,12,5,7,29,11,18
Lavaca,19,"Chief Justice, Supreme Court",,REP,UNDER VOTES,41,0,23,14,9,18,5,13
Lavaca,23,"Chief Justice, Supreme Court",,REP,UNDER VOTES,71,5,10,2,8,56,14,42
Lavaca,29,"Chief Justice, Supreme Court",,REP,UNDER VOTES,198,15,35,15,20,148,49,99
Lavaca,30,"Chief Justice, Supreme Court",,REP,UNDER VOTES,54,4,7,3,4,43,18,25
Lavaca,31,"Chief Justice, Supreme Court",,REP,UNDER VOTES,73,5,38,20,18,30,18,12
Lavaca,32,"Chief Justice, Supreme Court",,REP,UNDER VOTES,46,5,9,4,5,32,17,15
Lavaca,1,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,748,45,382,202,180,321,136,185
Lavaca,8,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,205,8,63,43,20,134,52,82
Lavaca,16,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,163,10,55,29,26,98,43,55
Lavaca,19,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,210,17,119,75,44,74,35,39
Lavaca,23,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,276,18,57,36,21,201,67,134
Lavaca,29,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,750,57,153,84,69,540,198,342
Lavaca,30,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,353,37,56,26,30,260,113,147
Lavaca,31,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,388,31,184,96,88,173,107,66
Lavaca,32,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,153,7,46,26,20,100,45,55
Lavaca,1,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,208,3,110,49,61,95,31,64
Lavaca,8,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,57,3,22,13,9,32,10,22
Lavaca,16,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,45,2,13,5,8,30,12,18
Lavaca,19,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,44,0,25,15,10,19,5,14
Lavaca,23,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,80,6,12,4,8,62,16,46
Lavaca,29,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,202,15,37,17,20,150,53,97
Lavaca,30,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,51,4,7,3,4,40,18,22
Lavaca,31,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,82,5,42,26,16,35,21,14
Lavaca,32,"Justice, Supreme Court, Pl 6",,REP,UNDER VOTES,45,5,9,5,4,31,17,14
Lavaca,1,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,755,44,388,205,183,323,139,184
Lavaca,8,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,208,8,67,45,22,133,53,80
Lavaca,16,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,160,10,55,29,26,95,41,54
Lavaca,19,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,211,17,120,76,44,74,35,39
Lavaca,23,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,269,18,55,34,21,196,64,132
Lavaca,29,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,738,56,151,80,71,531,193,338
Lavaca,30,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,350,35,56,27,29,259,112,147
Lavaca,31,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,394,29,190,102,88,175,108,67
