county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 18,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Elizabeth Warren,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Pete Buttigieg,1,1,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,DEM,Joseph R. Biden,2,0,0,0,1,1,0,2
Hill,PCT 18,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Royce West,3,1,0,0,2,0,0,2
Hill,PCT 18,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,0,1,0,0,1
Hill,PCT 18,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Sema Hernandez,1,0,0,0,0,1,0,1
Hill,PCT 18,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Mary (MJ) Hegar,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. House,25,DEM,Julie Oliver,5,1,0,0,3,1,0,4
Hill,PCT 18,U.S. House,25,DEM,Heidi Sloan,0,0,0,0,0,0,0,0
Hill,PCT 18,Railroad Commissioner,,DEM,Mark Watson,3,1,0,0,2,0,0,2
Hill,PCT 18,Railroad Commissioner,,DEM,Kelly Stone,1,0,0,0,1,0,0,1
Hill,PCT 18,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,0,0,0,0,0,0,0
Hill,PCT 18,Railroad Commissioner,,DEM,Chrysta Castaneda,1,0,0,0,0,1,0,1
Hill,PCT 18,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,0,0,0,0,0,0,0
Hill,PCT 18,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,5,1,0,0,3,1,0,4
Hill,PCT 18,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,3,1,0,0,1,1,0,2
Hill,PCT 18,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,0,0,0,0,0,0,0,0
Hill,PCT 18,"Justice, Supreme Court, P7",,DEM,Staci Williams,3,1,0,0,2,0,0,2
Hill,PCT 18,"Justice, Supreme Court, P7",,DEM,Brandy Voss,0,0,0,0,0,0,0,0
Hill,PCT 18,"Justice, Supreme Court, P8",,DEM,Peter Kelly,1,0,0,0,1,0,0,1
Hill,PCT 18,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,3,1,0,0,1,1,0,2
Hill,PCT 18,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,2,0,0,0,1,1,0,2
Hill,PCT 18,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,0,0,0,0,0,0,0,0
Hill,PCT 18,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,2,1,0,0,1,0,0,1
Hill,PCT 18,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,3,0,0,0,2,1,0,3
Hill,PCT 18,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,1,1,0,0,0,0,0,0
Hill,PCT 18,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,4,1,0,0,3,0,0,3
Hill,PCT 18,"Member, State BoE Dist 14",,DEM,Greg Alvord,4,1,0,0,3,0,0,3
Hill,PCT 18,County Chair,,DEM,Thomas Hanson,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #1,,DEM,Yes,4,0,0,0,3,1,0,4
Hill,PCT 18,Proposition #1,,DEM,No,1,1,0,0,0,0,0,0
Hill,PCT 18,Proposition #2,,DEM,Yes,4,0,0,0,3,1,0,4
Hill,PCT 18,Proposition #2,,DEM,No,1,1,0,0,0,0,0,0
Hill,PCT 18,Proposition #3,,DEM,Yes,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #3,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #4,,DEM,Yes,3,1,0,0,2,0,0,2
Hill,PCT 18,Proposition #4,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 18,Proposition #5,,DEM,Yes,5,1,0,0,3,1,0,4
Hill,PCT 18,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #6,,DEM,Yes,5,1,0,0,3,1,0,4
Hill,PCT 18,Proposition #6,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #7,,DEM,Yes,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #7,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #8,,DEM,Yes,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #8,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #9,,DEM,Yes,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #9,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #10,,DEM,Yes,5,1,0,0,3,1,0,4
Hill,PCT 18,Proposition #10,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition #11,,DEM,Yes,4,1,0,0,3,0,0,3
Hill,PCT 18,Proposition #11,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Registered Voters,,,,422,,,,,,0,0
Hill,PCT 19,Ballots Cast,,DEM,,20,1,1,4,7,7,5,14
Hill,PCT 19,President,,DEM,Bernie Sanders,8,1,1,3,1,2,4,3
Hill,PCT 19,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Michael R. Bloomberg,3,0,0,1,1,1,1,2
Hill,PCT 19,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Elizabeth Warren,1,0,0,0,0,1,0,1
Hill,PCT 19,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,DEM,Joseph R. Biden,8,0,0,0,5,3,0,8
Hill,PCT 19,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,Royce West,4,0,1,0,2,1,1,3
Hill,PCT 19,U.S. Senate,,DEM,D. R. Hunter,1,0,0,0,1,0,0,1
Hill,PCT 19,U.S. Senate,,DEM,Michael Cooper,1,0,0,1,0,0,1,0
Hill,PCT 19,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,0,0,0,2,0,2
Hill,PCT 19,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,Mary (MJ) Hegar,8,1,0,3,4,0,3,4
Hill,PCT 19,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,DEM,Chris Bell,1,0,0,0,0,1,0,1
Hill,PCT 19,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,0,0,0,0,1,0,1
Hill,PCT 19,U.S. House,25,DEM,Julie Oliver,10,1,0,3,4,2,3,6
Hill,PCT 19,U.S. House,25,DEM,Heidi Sloan,7,0,1,1,2,3,2,5
Hill,PCT 19,Railroad Commissioner,,DEM,Mark Watson,7,0,0,1,4,2,1,6
Hill,PCT 19,Railroad Commissioner,,DEM,Kelly Stone,4,0,0,3,1,0,3,1
Hill,PCT 19,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,0,0,1,1,0,2
Hill,PCT 19,Railroad Commissioner,,DEM,Chrysta Castaneda,3,0,1,0,0,2,1,2
Hill,PCT 19,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,4,1,0,1,1,1,1,2
Hill,PCT 19,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,13,0,1,3,5,4,4,9
Hill,PCT 19,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,10,0,1,4,1,4,5,5
Hill,PCT 19,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,7,1,0,0,5,1,0,6
Hill,PCT 19,"Justice, Supreme Court, P7",,DEM,Staci Williams,11,1,1,3,2,4,4,6
Hill,PCT 19,"Justice, Supreme Court, P7",,DEM,Brandy Voss,6,0,0,1,4,1,1,5
Hill,PCT 19,"Justice, Supreme Court, P8",,DEM,Peter Kelly,7,1,0,1,4,1,1,5
Hill,PCT 19,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,9,0,1,2,2,4,3,6
Hill,PCT 19,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,13,1,1,4,4,3,5,7
Hill,PCT 19,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,0,0,0,0,0,0,0,0
Hill,PCT 19,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,4,0,0,0,2,2,0,4
Hill,PCT 19,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,13,0,1,4,4,4,5,8
Hill,PCT 19,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,4,1,0,0,2,1,0,3
Hill,PCT 19,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,15,1,1,3,7,3,4,10
Hill,PCT 19,"Member, State BoE Dist 14",,DEM,Greg Alvord,14,1,0,2,7,4,2,11
Hill,PCT 19,County Chair,,DEM,Thomas Hanson,17,1,1,4,7,4,5,11
Hill,PCT 19,Proposition #1,,DEM,Yes,17,0,1,4,7,5,5,12
Hill,PCT 19,Proposition #1,,DEM,No,2,0,0,0,0,2,0,2
Hill,PCT 19,Proposition #2,,DEM,Yes,17,0,1,4,7,5,5,12
Hill,PCT 19,Proposition #2,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 19,Proposition #3,,DEM,Yes,18,0,1,4,7,6,5,13
Hill,PCT 19,Proposition #3,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #4,,DEM,Yes,18,0,1,4,7,6,5,13
Hill,PCT 19,Proposition #4,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #5,,DEM,Yes,18,0,1,4,7,6,5,13
Hill,PCT 19,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #6,,DEM,Yes,17,0,1,4,7,5,5,12
Hill,PCT 19,Proposition #6,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #7,,DEM,Yes,17,0,1,4,7,5,5,12
Hill,PCT 19,Proposition #7,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #8,,DEM,Yes,18,0,1,4,7,6,5,13
Hill,PCT 19,Proposition #8,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #9,,DEM,Yes,16,0,1,3,7,5,4,12
Hill,PCT 19,Proposition #9,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #10,,DEM,Yes,17,0,1,4,7,5,5,12
Hill,PCT 19,Proposition #10,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 19,Proposition #11,,DEM,Yes,16,0,1,3,7,5,4,12
Hill,PCT 19,Proposition #11,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 20,Registered Voters,,,,1028,,,,,,0,0
Hill,PCT 20,Ballots Cast,,DEM,,52,6,8,11,17,10,19,27
Hill,PCT 20,President,,DEM,Bernie Sanders,9,0,4,2,1,2,6,3
Hill,PCT 20,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Michael R. Bloomberg,10,2,0,4,3,1,4,4
Hill,PCT 20,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Elizabeth Warren,7,0,2,3,1,1,5,2
Hill,PCT 20,President,,DEM,Amy Klobuchar,1,0,1,0,0,0,1,0
Hill,PCT 20,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Pete Buttigieg,2,1,0,1,0,0,1,0
Hill,PCT 20,President,,DEM,Michael Bennet,1,1,0,0,0,0,0,0
Hill,PCT 20,President,,DEM,Joseph R. Biden,21,2,1,1,12,5,2,17
Hill,PCT 20,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 20,U.S. Senate,,DEM,Royce West,9,0,0,0,5,4,0,9
Hill,PCT 20,U.S. Senate,,DEM,D. R. Hunter,1,0,0,0,1,0,0,1
Hill,PCT 20,U.S. Senate,,DEM,Michael Cooper,4,0,0,2,2,0,2,2
Hill,PCT 20,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Hill,PCT 20,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,4,0,2,1,1,0,3,1
Hill,PCT 20,U.S. Senate,,DEM,Sema Hernandez,2,1,0,1,0,0,1,0
Hill,PCT 20,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 20,U.S. Senate,,DEM,Mary (MJ) Hegar,19,4,5,4,4,2,9,6
Hill,PCT 20,U.S. Senate,,DEM,Amanda K. Edwards,4,0,0,1,1,2,1,3
Hill,PCT 20,U.S. Senate,,DEM,Victor Hugo Harris,2,1,0,0,0,1,0,1
Hill,PCT 20,U.S. Senate,,DEM,Chris Bell,1,0,0,0,1,0,0,1
Hill,PCT 20,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",2,0,1,0,0,1,1,1
Hill,PCT 20,U.S. House,25,DEM,Julie Oliver,27,4,5,5,8,5,10,13
Hill,PCT 20,U.S. House,25,DEM,Heidi Sloan,17,2,2,4,5,4,6,9
Hill,PCT 20,Railroad Commissioner,,DEM,Mark Watson,15,1,2,2,7,3,4,10
Hill,PCT 20,Railroad Commissioner,,DEM,Kelly Stone,11,1,1,4,1,4,5,5
Hill,PCT 20,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",9,2,2,1,3,1,3,4
Hill,PCT 20,Railroad Commissioner,,DEM,Chrysta Castaneda,9,2,2,1,2,2,3,4
Hill,PCT 20,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,1,0,0,3,2,0,5
Hill,PCT 20,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,39,5,7,9,10,8,16,18
Hill,PCT 20,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,33,4,6,8,7,8,14,15
Hill,PCT 20,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,11,2,1,1,6,1,2,7
Hill,PCT 20,"Justice, Supreme Court, P7",,DEM,Staci Williams,34,6,6,8,8,6,14,14
Hill,PCT 20,"Justice, Supreme Court, P7",,DEM,Brandy Voss,9,0,1,1,4,3,2,7
Hill,PCT 20,"Justice, Supreme Court, P8",,DEM,Peter Kelly,18,3,0,3,9,3,3,12
Hill,PCT 20,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,26,3,7,6,4,6,13,10
Hill,PCT 20,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,30,4,6,6,6,8,12,14
Hill,PCT 20,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,3,0,1,2,0,0,3,0
Hill,PCT 20,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,11,2,0,1,7,1,1,8
Hill,PCT 20,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,33,4,6,6,10,7,12,17
Hill,PCT 20,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,11,2,1,3,3,2,4,5
Hill,PCT 20,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,40,6,6,8,12,8,14,20
Hill,PCT 20,"Member, State BoE Dist 14",,DEM,Greg Alvord,42,6,5,9,13,9,14,22
Hill,PCT 20,County Chair,,DEM,Thomas Hanson,42,6,5,9,13,9,14,22
Hill,PCT 20,Proposition #1,,DEM,Yes,43,5,7,9,14,8,16,22
Hill,PCT 20,Proposition #1,,DEM,No,6,1,0,1,2,2,1,4
Hill,PCT 20,Proposition #2,,DEM,Yes,43,6,7,9,12,9,16,21
Hill,PCT 20,Proposition #2,,DEM,No,5,0,0,1,3,1,1,4
Hill,PCT 20,Proposition #3,,DEM,Yes,46,5,7,10,14,10,17,24
Hill,PCT 20,Proposition #3,,DEM,No,4,1,0,1,2,0,1,2
Hill,PCT 20,Proposition #4,,DEM,Yes,43,5,7,10,12,9,17,21
Hill,PCT 20,Proposition #4,,DEM,No,6,1,0,1,3,1,1,4
Hill,PCT 20,Proposition #5,,DEM,Yes,45,6,7,10,12,10,17,22
Hill,PCT 20,Proposition #5,,DEM,No,4,0,0,1,3,0,1,3
Hill,PCT 20,Proposition #6,,DEM,Yes,46,5,6,11,14,10,17,24
Hill,PCT 20,Proposition #6,,DEM,No,3,1,0,0,2,0,0,2
Hill,PCT 20,Proposition #7,,DEM,Yes,42,4,7,9,13,9,16,22
Hill,PCT 20,Proposition #7,,DEM,No,8,2,0,2,3,1,2,4
Hill,PCT 20,Proposition #8,,DEM,Yes,47,6,7,10,14,10,17,24
Hill,PCT 20,Proposition #8,,DEM,No,2,0,0,1,1,0,1,1
Hill,PCT 20,Proposition #9,,DEM,Yes,48,6,7,11,14,10,18,24
Hill,PCT 20,Proposition #9,,DEM,No,2,0,0,0,2,0,0,2
Hill,PCT 20,Proposition #10,,DEM,Yes,47,5,7,11,14,10,18,24
Hill,PCT 20,Proposition #10,,DEM,No,3,1,0,0,2,0,0,2
Hill,PCT 20,Proposition #11,,DEM,Yes,40,4,5,10,12,9,15,21
Hill,PCT 20,Proposition #11,,DEM,No,8,1,1,1,4,1,2,5
Hill,PCT 21,Registered Voters,,,,1876,,,,,,0,0
Hill,PCT 21,Ballots Cast,,DEM,,110,14,18,28,24,26,46,50
Hill,PCT 21,President,,DEM,Bernie Sanders,9,0,3,1,1,4,4,5
Hill,PCT 21,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Michael R. Bloomberg,23,1,2,8,7,5,10,12
Hill,PCT 21,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Tom Steyer,2,0,0,2,0,0,2,0
Hill,PCT 21,President,,DEM,Elizabeth Warren,5,1,3,1,0,0,4,0
Hill,PCT 21,President,,DEM,Amy Klobuchar,6,3,1,2,0,0,3,0
Hill,PCT 21,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Pete Buttigieg,10,4,2,4,0,0,6,0
Hill,PCT 21,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,DEM,Joseph R. Biden,55,5,7,10,16,17,17,33
Hill,PCT 21,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 21,U.S. Senate,,DEM,Royce West,16,5,1,4,2,4,5,6
Hill,PCT 21,U.S. Senate,,DEM,D. R. Hunter,3,1,0,0,1,1,0,2
Hill,PCT 21,U.S. Senate,,DEM,Michael Cooper,6,0,0,0,4,2,0,6
Hill,PCT 21,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Hill,PCT 21,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,2,0,0,0,0,0,0
Hill,PCT 21,U.S. Senate,,DEM,Sema Hernandez,3,0,1,1,0,1,2,1
Hill,PCT 21,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 21,U.S. Senate,,DEM,Mary (MJ) Hegar,48,4,10,14,11,9,24,20
Hill,PCT 21,U.S. Senate,,DEM,Amanda K. Edwards,8,0,2,2,1,3,4,4
Hill,PCT 21,U.S. Senate,,DEM,Victor Hugo Harris,1,0,0,0,0,1,0,1
Hill,PCT 21,U.S. Senate,,DEM,Chris Bell,5,1,1,1,1,1,2,2
Hill,PCT 21,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",10,1,3,1,4,1,4,5
Hill,PCT 21,U.S. House,25,DEM,Julie Oliver,72,13,8,18,17,16,26,33
Hill,PCT 21,U.S. House,25,DEM,Heidi Sloan,23,1,7,3,7,5,10,12
Hill,PCT 21,Railroad Commissioner,,DEM,Mark Watson,21,3,0,3,6,9,3,15
Hill,PCT 21,Railroad Commissioner,,DEM,Kelly Stone,26,2,5,5,8,6,10,14
Hill,PCT 21,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",16,0,5,4,3,4,9,7
Hill,PCT 21,Railroad Commissioner,,DEM,Chrysta Castaneda,31,8,7,8,4,4,15,8
Hill,PCT 21,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,15,3,0,4,4,4,4,8
Hill,PCT 21,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,83,10,18,18,18,19,36,37
Hill,PCT 21,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,71,7,13,19,15,17,32,32
Hill,PCT 21,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,24,5,4,3,7,5,7,12
Hill,PCT 21,"Justice, Supreme Court, P7",,DEM,Staci Williams,74,10,15,18,15,16,33,31
Hill,PCT 21,"Justice, Supreme Court, P7",,DEM,Brandy Voss,23,4,2,4,7,6,6,13
Hill,PCT 21,"Justice, Supreme Court, P8",,DEM,Peter Kelly,32,4,1,7,10,10,8,20
Hill,PCT 21,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,63,10,16,15,11,11,31,22
Hill,PCT 21,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,70,9,16,19,12,14,35,26
Hill,PCT 21,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,6,2,0,1,2,1,1,3
Hill,PCT 21,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,17,1,1,2,8,5,3,13
Hill,PCT 21,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,82,12,16,19,17,18,35,35
Hill,PCT 21,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,12,2,1,3,5,1,4,6
Hill,PCT 21,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,84,13,14,20,20,17,34,37
Hill,PCT 21,"Member, State BoE Dist 14",,DEM,Greg Alvord,83,13,15,21,19,15,36,34
Hill,PCT 21,County Chair,,DEM,Thomas Hanson,86,12,14,21,21,18,35,39
Hill,PCT 21,Proposition #1,,DEM,Yes,97,10,18,20,24,25,38,49
Hill,PCT 21,Proposition #1,,DEM,No,6,1,0,5,0,0,5,0
Hill,PCT 21,Proposition #2,,DEM,Yes,97,11,18,22,21,25,40,46
Hill,PCT 21,Proposition #2,,DEM,No,8,1,0,4,3,0,4,3
Hill,PCT 21,Proposition #3,,DEM,Yes,105,12,18,26,24,25,44,49
Hill,PCT 21,Proposition #3,,DEM,No,2,0,0,1,0,1,1,1
Hill,PCT 21,Proposition #4,,DEM,Yes,103,10,18,26,23,26,44,49
Hill,PCT 21,Proposition #4,,DEM,No,3,1,0,1,1,0,1,1
Hill,PCT 21,Proposition #5,,DEM,Yes,103,12,18,24,24,25,42,49
Hill,PCT 21,Proposition #5,,DEM,No,3,0,0,3,0,0,3,0
Hill,PCT 21,Proposition #6,,DEM,Yes,102,12,18,25,23,24,43,47
Hill,PCT 21,Proposition #6,,DEM,No,4,0,0,2,1,1,2,2
Hill,PCT 21,Proposition #7,,DEM,Yes,100,11,18,24,22,25,42,47
Hill,PCT 21,Proposition #7,,DEM,No,5,1,0,2,2,0,2,2
Hill,PCT 21,Proposition #8,,DEM,Yes,99,11,18,24,22,24,42,46
Hill,PCT 21,Proposition #8,,DEM,No,7,1,0,3,2,1,3,3
Hill,PCT 21,Proposition #9,,DEM,Yes,100,11,18,24,24,23,42,47
Hill,PCT 21,Proposition #9,,DEM,No,5,1,0,3,0,1,3,1
Hill,PCT 21,Proposition #10,,DEM,Yes,101,12,18,24,23,24,42,47
Hill,PCT 21,Proposition #10,,DEM,No,4,0,0,3,1,0,3,1
Hill,PCT 21,Proposition #11,,DEM,Yes,90,10,17,21,22,20,38,42
Hill,PCT 21,Proposition #11,,DEM,No,13,1,0,5,2,5,5,7
Hill,PCT 22,Registered Voters,,,,1662,,,,,,0,0
Hill,PCT 22,Ballots Cast,,DEM,,111,11,17,20,40,23,37,63
Hill,PCT 22,President,,DEM,Bernie Sanders,12,0,1,2,7,2,3,9
