county,precinct,office,district,party,candidate,votes,early_voting,early_voting,election_day
Cooke,Pct. 33,State Representative,68,REP,Drew Springer,313,12,196,105
Cooke,Pct. 33,State Representative,68,DEM,Patsy Ledbetter,39,6,20,13
Cooke,Pct. 33,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,332,13,205,114
Cooke,Pct. 33,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,315,12,194,109
Cooke,Pct. 33,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,36,6,20,10
Cooke,Pct. 33,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,330,12,204,114
Cooke,Pct. 33,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,327,14,200,113
Cooke,Pct. 33,Dist Attorney 235th Judicial Dist,,REP,John Warren,325,13,199,113
Cooke,Pct. 33,County Attorney,,REP,Ed Zielinski,330,14,202,114
Cooke,Pct. 33,Sheriff,,REP,Ray Sappington,331,13,202,116
Cooke,Pct. 33,County Tax Assessor-Collector,,REP,Brandy Ann Carr,333,13,204,116
Cooke,Pct. 33,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,329,13,201,115
Cooke,Pct. 33,Constable Pct 1,,REP,Mark Westbrook,332,13,203,116
Cooke,Pct. 33,Director GHD,,,Ken Arterbury,131,3,77,51
Cooke,Pct. 33,Director GHD,,,Brian Winters,116,4,78,34
Cooke,Pct. 33,Director GHD,,,Eugene Mills,52,1,34,17
Cooke,Pct. 33,Director GHD,,,Jimmy Mosman,171,10,95,66
Cooke,Pct. 33,Director GHD,,,G.D. Wally Cox,105,5,70,30
Cooke,Pct. 33,Director GHD,,,Kari Hutcherson,135,6,93,36
Cooke,Pct. 33,Trustee LISD,,,Brian Manhart,17,1,15,1
Cooke,Pct. 33,Trustee LISD,,,Pamela Grewing,15,1,11,3
Cooke,Pct. 33,Trustee LISD,,,Kelly E. Zwinggi,17,2,13,2
Cooke,Pct. 33,Trustee LISD,,,Ben Hawkins,12,2,10,0
Cooke,Pct. 33,Trustee LISD,,,Bridget Anderle,27,1,23,3
Cooke,Pct. 33,Trustee LISD,,,Laurence Williams,4,1,3,0
Cooke,Pct. 33,Trustee LISD,,,Aaron Krebs,11,0,9,2
Cooke,Pct. 34,Registered Voters,,,,791,,,
Cooke,Pct. 34,Ballots Cast,,,,381,26,289,66
Cooke,Pct. 34,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 34,President,,REP,Donald J. Trump / Michael R. Pence,220,17,168,35
Cooke,Pct. 34,President,,DEM,Joseph R. Biden / Kamala D. Harris,154,8,116,30
Cooke,Pct. 34,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,3,0,2,1
Cooke,Pct. 34,President,,GRN,Howie Hawkins / Angela Walker,2,0,2,0
Cooke,Pct. 34,President,,,Write-ins,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 34,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 34,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 34,U.S. Senate,,REP,John Cornyn,214,16,164,34
Cooke,Pct. 34,U.S. Senate,,DEM,Mary MJ Hegar,141,9,109,23
Cooke,Pct. 34,U.S. Senate,,LBT,Kerry Douglas McKennon,12,0,8,4
Cooke,Pct. 34,U.S. Senate,,GRN,David B. Collins,4,0,3,1
Cooke,Pct. 34,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 34,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 34,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 34,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 34,U.S. House,13,REP,Ronny Jackson,210,16,161,33
Cooke,Pct. 34,U.S. House,13,DEM,Gus Trujillo,147,8,113,26
Cooke,Pct. 34,U.S. House,13,LBT,Jack B. Westbrook,17,0,13,4
Cooke,Pct. 34,Railroad Commissioner,,REP,James Jim Wright,213,18,160,35
Cooke,Pct. 34,Railroad Commissioner,,DEM,Chrysta Castaneda,148,7,113,28
Cooke,Pct. 34,Railroad Commissioner,,LBT,Matt Sterett,13,0,10,3
Cooke,Pct. 34,Railroad Commissioner,,GRN,Katija Kat Gruene,2,0,2,0
Cooke,Pct. 34,Chief Justice Supreme Court,,REP,Nathan Hecht,213,18,162,33
Cooke,Pct. 34,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,149,7,114,28
Cooke,Pct. 34,Chief Justice Supreme Court,,LBT,Mark Ash,12,0,9,3
Cooke,Pct. 34,Justice Supreme Court Pl 6,,REP,Jane Bland,215,17,162,36
Cooke,Pct. 34,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,154,7,120,27
Cooke,Pct. 34,Justice Supreme Court Pl 7,,REP,Jeff Boyd,211,17,162,32
Cooke,Pct. 34,Justice Supreme Court Pl 7,,DEM,Staci Williams,150,7,115,28
Cooke,Pct. 34,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,10,0,8,2
Cooke,Pct. 34,Justice Supreme Court Pl 8,,REP,Brett Busby,206,17,160,29
Cooke,Pct. 34,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,144,7,109,28
Cooke,Pct. 34,Justice Supreme Court Pl 8,,LBT,Tom Oxford,18,0,14,4
Cooke,Pct. 34,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,216,18,166,32
Cooke,Pct. 34,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,154,7,119,28
Cooke,Pct. 34,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,216,17,166,33
Cooke,Pct. 34,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,152,6,118,28
Cooke,Pct. 34,Judge Ct of Crim App Pl 9,,REP,David Newell,215,17,165,33
Cooke,Pct. 34,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,153,7,120,26
Cooke,Pct. 34,Member State BoE Dist 15,,REP,Jay Johnson,213,17,163,33
Cooke,Pct. 34,Member State BoE Dist 15,,DEM,John Betancourt,154,7,120,27
Cooke,Pct. 34,State Representative,68,REP,Drew Springer,218,17,167,34
Cooke,Pct. 34,State Representative,68,DEM,Patsy Ledbetter,152,7,118,27
Cooke,Pct. 34,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,299,17,229,53
Cooke,Pct. 34,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,216,17,164,35
Cooke,Pct. 34,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,149,7,119,23
Cooke,Pct. 34,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,295,17,227,51
Cooke,Pct. 34,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,302,19,233,50
Cooke,Pct. 34,Dist Attorney 235th Judicial Dist,,REP,John Warren,299,17,232,50
Cooke,Pct. 34,County Attorney,,REP,Ed Zielinski,305,20,233,52
Cooke,Pct. 34,Sheriff,,REP,Ray Sappington,301,19,233,49
Cooke,Pct. 34,County Tax Assessor-Collector,,REP,Brandy Ann Carr,310,20,238,52
Cooke,Pct. 34,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,300,18,230,52
Cooke,Pct. 34,Constable Pct 1,,REP,Mark Westbrook,298,18,230,50
Cooke,Pct. 34,Director GHD,,,Ken Arterbury,116,9,86,21
Cooke,Pct. 34,Director GHD,,,Brian Winters,109,0,89,20
Cooke,Pct. 34,Director GHD,,,Eugene Mills,74,4,53,17
Cooke,Pct. 34,Director GHD,,,Jimmy Mosman,78,4,62,12
Cooke,Pct. 34,Director GHD,,,G.D. Wally Cox,93,5,71,17
Cooke,Pct. 34,Director GHD,,,Kari Hutcherson,133,5,101,27
Cooke,Pct. 34,Trustee LISD,,,Brian Manhart,0,0,0,0
Cooke,Pct. 34,Trustee LISD,,,Pamela Grewing,0,0,0,0
Cooke,Pct. 34,Trustee LISD,,,Kelly E. Zwinggi,1,0,1,0
Cooke,Pct. 34,Trustee LISD,,,Ben Hawkins,0,0,0,0
Cooke,Pct. 34,Trustee LISD,,,Bridget Anderle,1,0,1,0
Cooke,Pct. 34,Trustee LISD,,,Laurence Williams,0,0,0,0
Cooke,Pct. 34,Trustee LISD,,,Aaron Krebs,2,0,2,0
Cooke,Pct. 35,Registered Voters,,,,1115,,,
Cooke,Pct. 35,Ballots Cast,,,,505,34,336,135
Cooke,Pct. 35,Ballots Cast - Blank,,,,2,0,0,2
Cooke,Pct. 35,President,,REP,Donald J. Trump / Michael R. Pence,326,19,215,92
Cooke,Pct. 35,President,,DEM,Joseph R. Biden / Kamala D. Harris,164,14,111,39
Cooke,Pct. 35,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,6,0,4,2
Cooke,Pct. 35,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 35,President,,,Write-ins,4,0,4,0
Cooke,Pct. 35,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Uncertified,2,0,2,0
Cooke,Pct. 35,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Brian Carroll/Amar Patel,2,0,2,0
Cooke,Pct. 35,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 35,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 35,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 35,U.S. Senate,,REP,John Cornyn,326,21,213,92
Cooke,Pct. 35,U.S. Senate,,DEM,Mary MJ Hegar,154,11,108,35
Cooke,Pct. 35,U.S. Senate,,LBT,Kerry Douglas McKennon,12,1,8,3
Cooke,Pct. 35,U.S. Senate,,GRN,David B. Collins,4,0,2,2
Cooke,Pct. 35,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 35,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 35,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 35,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 35,U.S. House,13,REP,Ronny Jackson,327,20,211,96
Cooke,Pct. 35,U.S. House,13,DEM,Gus Trujillo,147,11,106,30
Cooke,Pct. 35,U.S. House,13,LBT,Jack B. Westbrook,19,2,13,4
Cooke,Pct. 35,Railroad Commissioner,,REP,James Jim Wright,320,20,209,91
Cooke,Pct. 35,Railroad Commissioner,,DEM,Chrysta Castaneda,146,11,101,34
Cooke,Pct. 35,Railroad Commissioner,,LBT,Matt Sterett,16,1,11,4
Cooke,Pct. 35,Railroad Commissioner,,GRN,Katija Kat Gruene,6,1,5,0
Cooke,Pct. 35,Chief Justice Supreme Court,,REP,Nathan Hecht,314,21,204,89
Cooke,Pct. 35,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,161,13,112,36
Cooke,Pct. 35,Chief Justice Supreme Court,,LBT,Mark Ash,14,0,10,4
Cooke,Pct. 35,Justice Supreme Court Pl 6,,REP,Jane Bland,333,19,219,95
Cooke,Pct. 35,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,159,14,111,34
Cooke,Pct. 35,Justice Supreme Court Pl 7,,REP,Jeff Boyd,320,19,208,93
Cooke,Pct. 35,Justice Supreme Court Pl 7,,DEM,Staci Williams,156,13,111,32
Cooke,Pct. 35,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,13,1,10,2
Cooke,Pct. 35,Justice Supreme Court Pl 8,,REP,Brett Busby,321,20,208,93
Cooke,Pct. 35,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,153,13,109,31
Cooke,Pct. 35,Justice Supreme Court Pl 8,,LBT,Tom Oxford,12,0,9,3
Cooke,Pct. 35,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,325,20,212,93
Cooke,Pct. 35,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,164,13,116,35
Cooke,Pct. 35,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,328,21,215,92
Cooke,Pct. 35,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,159,12,112,35
Cooke,Pct. 35,Judge Ct of Crim App Pl 9,,REP,David Newell,333,21,219,93
Cooke,Pct. 35,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,156,11,110,35
Cooke,Pct. 35,Member State BoE Dist 15,,REP,Jay Johnson,334,22,220,92
Cooke,Pct. 35,Member State BoE Dist 15,,DEM,John Betancourt,155,11,107,37
Cooke,Pct. 35,State Representative,68,REP,Drew Springer,324,20,213,91
Cooke,Pct. 35,State Representative,68,DEM,Patsy Ledbetter,171,13,118,40
Cooke,Pct. 35,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,414,22,277,115
Cooke,Pct. 35,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,327,21,217,89
Cooke,Pct. 35,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,161,12,112,37
Cooke,Pct. 35,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,419,23,278,118
Cooke,Pct. 35,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,410,23,273,114
Cooke,Pct. 35,Dist Attorney 235th Judicial Dist,,REP,John Warren,415,23,273,119
Cooke,Pct. 35,County Attorney,,REP,Ed Zielinski,415,24,273,118
Cooke,Pct. 35,Sheriff,,REP,Ray Sappington,421,23,281,117
Cooke,Pct. 35,County Tax Assessor-Collector,,REP,Brandy Ann Carr,425,23,281,121
Cooke,Pct. 35,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,416,23,275,118
Cooke,Pct. 35,Constable Pct 1,,REP,Mark Westbrook,422,23,280,119
Cooke,Pct. 35,Director GHD,,,Ken Arterbury,159,7,107,45
Cooke,Pct. 35,Director GHD,,,Brian Winters,171,2,125,44
Cooke,Pct. 35,Director GHD,,,Eugene Mills,78,1,51,26
Cooke,Pct. 35,Director GHD,,,Jimmy Mosman,122,9,88,25
Cooke,Pct. 35,Director GHD,,,G.D. Wally Cox,164,7,113,44
Cooke,Pct. 35,Director GHD,,,Kari Hutcherson,177,3,120,54
Cooke,Pct. 35,Trustee LISD,,,Brian Manhart,5,2,2,1
Cooke,Pct. 35,Trustee LISD,,,Pamela Grewing,5,2,3,0
Cooke,Pct. 35,Trustee LISD,,,Kelly E. Zwinggi,4,0,4,0
Cooke,Pct. 35,Trustee LISD,,,Ben Hawkins,5,0,5,0
Cooke,Pct. 35,Trustee LISD,,,Bridget Anderle,12,2,9,1
Cooke,Pct. 35,Trustee LISD,,,Laurence Williams,3,0,2,1
Cooke,Pct. 35,Trustee LISD,,,Aaron Krebs,3,0,2,1
Cooke,Pct. 37,Registered Voters,,,,1648,,,
Cooke,Pct. 37,Ballots Cast,,,,1094,81,794,219
Cooke,Pct. 37,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 37,President,,REP,Donald J. Trump / Michael R. Pence,826,51,600,175
Cooke,Pct. 37,President,,DEM,Joseph R. Biden / Kamala D. Harris,249,28,185,36
Cooke,Pct. 37,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,6,0,2,4
Cooke,Pct. 37,President,,GRN,Howie Hawkins / Angela Walker,3,0,3,0
Cooke,Pct. 37,President,,,Write-ins,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 37,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 37,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 37,U.S. Senate,,REP,John Cornyn,819,54,594,171
Cooke,Pct. 37,U.S. Senate,,DEM,Mary MJ Hegar,233,24,173,36
Cooke,Pct. 37,U.S. Senate,,LBT,Kerry Douglas McKennon,13,1,6,6
Cooke,Pct. 37,U.S. Senate,,GRN,David B. Collins,5,0,5,0
Cooke,Pct. 37,U.S. Senate,,,Write-ins,1,0,1,0
Cooke,Pct. 37,U.S. Senate,,,Write-In: Uncertified,1,0,1,0
Cooke,Pct. 37,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 37,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 37,U.S. House,13,REP,Ronny Jackson,802,50,581,171
Cooke,Pct. 37,U.S. House,13,DEM,Gus Trujillo,219,23,164,32
Cooke,Pct. 37,U.S. House,13,LBT,Jack B. Westbrook,32,4,19,9
Cooke,Pct. 37,Railroad Commissioner,,REP,James Jim Wright,804,51,581,172
Cooke,Pct. 37,Railroad Commissioner,,DEM,Chrysta Castaneda,231,25,171,35
Cooke,Pct. 37,Railroad Commissioner,,LBT,Matt Sterett,11,1,5,5
Cooke,Pct. 37,Railroad Commissioner,,GRN,Katija Kat Gruene,13,0,12,1
Cooke,Pct. 37,Chief Justice Supreme Court,,REP,Nathan Hecht,813,56,591,166
Cooke,Pct. 37,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,228,21,169,38
Cooke,Pct. 37,Chief Justice Supreme Court,,LBT,Mark Ash,24,1,16,7
Cooke,Pct. 37,Justice Supreme Court Pl 6,,REP,Jane Bland,826,52,598,176
Cooke,Pct. 37,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,231,25,173,33
Cooke,Pct. 37,Justice Supreme Court Pl 7,,REP,Jeff Boyd,817,53,592,172
Cooke,Pct. 37,Justice Supreme Court Pl 7,,DEM,Staci Williams,221,23,161,37
Cooke,Pct. 37,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,26,0,22,4
Cooke,Pct. 37,Justice Supreme Court Pl 8,,REP,Brett Busby,812,53,587,172
Cooke,Pct. 37,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,219,22,164,33
Cooke,Pct. 37,Justice Supreme Court Pl 8,,LBT,Tom Oxford,25,1,19,5
Cooke,Pct. 37,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,833,52,608,173
Cooke,Pct. 37,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,228,24,165,39
Cooke,Pct. 37,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,829,49,605,175
Cooke,Pct. 37,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,230,26,168,36
Cooke,Pct. 37,Judge Ct of Crim App Pl 9,,REP,David Newell,831,54,601,176
Cooke,Pct. 37,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,228,23,170,35
Cooke,Pct. 37,Member State BoE Dist 15,,REP,Jay Johnson,813,51,586,176
Cooke,Pct. 37,Member State BoE Dist 15,,DEM,John Betancourt,238,26,175,37
Cooke,Pct. 37,State Representative,68,REP,Drew Springer,821,51,594,176
Cooke,Pct. 37,State Representative,68,DEM,Patsy Ledbetter,244,26,178,40
Cooke,Pct. 37,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,940,59,680,201
Cooke,Pct. 37,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,823,51,596,176
Cooke,Pct. 37,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,228,23,171,34
Cooke,Pct. 37,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,955,62,689,204
Cooke,Pct. 37,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,912,63,655,194
Cooke,Pct. 37,Dist Attorney 235th Judicial Dist,,REP,John Warren,946,62,681,203
Cooke,Pct. 37,County Attorney,,REP,Ed Zielinski,956,62,689,205
Cooke,Pct. 37,Sheriff,,REP,Ray Sappington,951,63,685,203
Cooke,Pct. 37,County Tax Assessor-Collector,,REP,Brandy Ann Carr,969,64,700,205
Cooke,Pct. 37,County Commissioner Pct 1,,REP,Gary Hollowell,954,62,689,203
Cooke,Pct. 37,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,959,63,693,203
Cooke,Pct. 37,Constable Pct 1,,REP,Mark Westbrook,954,63,688,203
Cooke,Pct. 37,Director GHD,,,Ken Arterbury,375,24,269,82
Cooke,Pct. 37,Director GHD,,,Brian Winters,430,22,312,96
Cooke,Pct. 37,Director GHD,,,Eugene Mills,153,7,101,45
Cooke,Pct. 37,Director GHD,,,Jimmy Mosman,247,21,165,61
Cooke,Pct. 37,Director GHD,,,G.D. Wally Cox,448,38,317,93
Cooke,Pct. 37,Director GHD,,,Kari Hutcherson,436,26,314,96
Cooke,Pct. 37,Council Member WRD3,,,Michael Hill,539,36,369,134
Cooke,Pct. 37,Council Member WRD3,,,Reagan Lynch,234,18,175,41
