county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,1,Proposition #7,,Yes,DEM,115,30,66,19,0
Hardin,1,Proposition #7,,No,DEM,3,1,2,0,0
Hardin,1,Proposition #8,,Yes,DEM,114,31,64,19,0
Hardin,1,Proposition #8,,No,DEM,6,1,5,0,0
Hardin,1,Proposition #9,,Yes,DEM,119,31,69,19,0
Hardin,1,Proposition #9,,No,DEM,2,1,1,0,0
Hardin,1,Proposition #10,,Yes,DEM,112,32,61,19,0
Hardin,1,Proposition #10,,No,DEM,8,0,8,0,0
Hardin,1,Proposition #11,,Yes,DEM,107,28,60,19,0
Hardin,1,Proposition #11,,No,DEM,12,4,8,0,0
Hardin,2,President,,Michael R. Bloomberg,DEM,24,11,8,5,0
Hardin,2,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,2,President,,Amy Klobuchar,DEM,8,6,1,1,0
Hardin,2,President,,Pete Buttigieg,DEM,4,3,0,1,0
Hardin,2,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,2,President,,"Roque ""Rocky"" De La Fuente",DEM,1,1,0,0,0
Hardin,2,President,,Andrew Yang,DEM,3,0,2,1,0
Hardin,2,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,2,President,,Tulsi Gabbard,DEM,1,1,0,0,0
Hardin,2,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,2,President,,Elizabeth Warren,DEM,7,4,1,2,0
Hardin,2,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,2,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,2,President,,Joseph R. Biden,DEM,72,18,49,5,0
Hardin,2,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,2,President,,Bernie Sanders,DEM,32,17,14,1,0
Hardin,2,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,2,United States Senator,,Sema Hernandez,DEM,12,5,7,0,0
Hardin,2,United States Senator,,D. R. Hunter,DEM,6,2,1,3,0
Hardin,2,United States Senator,,Adrian Ocegueda,DEM,3,3,0,0,0
Hardin,2,United States Senator,,Amanda K. Edwards,DEM,16,10,5,1,0
Hardin,2,United States Senator,,Cristina Tzintzun Ramirez,DEM,5,3,2,0,0
Hardin,2,United States Senator,,Victor Hugo Harris,DEM,9,2,6,1,0
Hardin,2,United States Senator,,"Annie ""Mamá"" Garcia",DEM,18,6,11,1,0
Hardin,2,United States Senator,,Michael Cooper,DEM,14,4,7,3,0
Hardin,2,United States Senator,,Jack Daniel Foster Jr,DEM,9,3,5,1,0
Hardin,2,United States Senator,,Chris Bell,DEM,17,7,8,2,0
Hardin,2,United States Senator,,"Mary ""MJ"" Hegar",DEM,11,5,6,0,0
Hardin,2,United States Senator,,Royce West,DEM,17,6,9,2,0
Hardin,2,United States Representative,36,Rashad Lewis,DEM,111,44,54,13,0
Hardin,2,Railroad Commissioner,,Chrysta Castañeda,DEM,37,19,16,2,0
Hardin,2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,24,10,11,3,0
Hardin,2,Railroad Commissioner,,Kelly Stone,DEM,26,11,11,4,0
Hardin,2,Railroad Commissioner,,Mark Watson,DEM,46,14,26,6,0
Hardin,2,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,99,43,44,12,0
Hardin,2,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,33,12,18,3,0
Hardin,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,82,39,36,7,0
Hardin,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,48,15,25,8,0
Hardin,2,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,57,20,31,6,0
Hardin,2,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,68,30,29,9,0
Hardin,2,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,60,25,34,1,0
Hardin,2,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,65,25,28,12,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,79,35,35,9,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,19,6,12,1,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,30,11,14,5,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,35,10,20,5,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,93,42,41,10,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,111,44,55,12,0
Hardin,2,County Chairman,,Vickie Brekel,DEM,113,45,55,13,0
Hardin,2,Proposition #1,,Yes,DEM,127,49,65,13,0
Hardin,2,Proposition #1,,No,DEM,21,10,7,4,0
Hardin,2,Proposition #2,,Yes,DEM,128,51,62,15,0
Hardin,2,Proposition #2,,No,DEM,16,8,7,1,0
Hardin,2,Proposition #3,,Yes,DEM,141,56,68,17,0
Hardin,2,Proposition #3,,No,DEM,7,2,5,0,0
Hardin,2,Proposition #4,,Yes,DEM,139,55,68,16,0
Hardin,2,Proposition #4,,No,DEM,9,4,4,1,0
Hardin,2,Proposition #5,,Yes,DEM,134,54,64,16,0
Hardin,2,Proposition #5,,No,DEM,12,6,6,0,0
Hardin,2,Proposition #6,,Yes,DEM,134,54,63,17,0
Hardin,2,Proposition #6,,No,DEM,8,2,6,0,0
Hardin,2,Proposition #7,,Yes,DEM,134,54,65,15,0
Hardin,2,Proposition #7,,No,DEM,11,5,5,1,0
Hardin,2,Proposition #8,,Yes,DEM,133,54,63,16,0
Hardin,2,Proposition #8,,No,DEM,13,5,7,1,0
Hardin,2,Proposition #9,,Yes,DEM,136,52,68,16,0
Hardin,2,Proposition #9,,No,DEM,8,5,3,0,0
Hardin,2,Proposition #10,,Yes,DEM,130,50,63,17,0
Hardin,2,Proposition #10,,No,DEM,14,8,6,0,0
Hardin,2,Proposition #11,,Yes,DEM,119,52,53,14,0
Hardin,2,Proposition #11,,No,DEM,20,6,13,1,0
Hardin,3,President,,Michael R. Bloomberg,DEM,2,1,1,0,0
Hardin,3,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,3,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,3,President,,Pete Buttigieg,DEM,1,0,1,0,0
Hardin,3,President,,Cory Booker,DEM,1,1,0,0,0
Hardin,3,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,3,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,3,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,3,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,3,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,3,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,3,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,3,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,3,President,,Joseph R. Biden,DEM,7,2,5,0,0
Hardin,3,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,3,President,,Bernie Sanders,DEM,0,0,0,0,0
Hardin,3,President,,Tom Steyer,DEM,1,0,1,0,0
Hardin,3,United States Senator,,Sema Hernandez,DEM,1,0,1,0,0
Hardin,3,United States Senator,,D. R. Hunter,DEM,2,0,2,0,0
Hardin,3,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,3,United States Senator,,Amanda K. Edwards,DEM,0,0,0,0,0
Hardin,3,United States Senator,,Cristina Tzintzun Ramirez,DEM,1,1,0,0,0
Hardin,3,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,3,United States Senator,,"Annie ""Mamá"" Garcia",DEM,1,0,1,0,0
Hardin,3,United States Senator,,Michael Cooper,DEM,1,1,0,0,0
Hardin,3,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,3,United States Senator,,Chris Bell,DEM,3,1,2,0,0
Hardin,3,United States Senator,,"Mary ""MJ"" Hegar",DEM,0,0,0,0,0
Hardin,3,United States Senator,,Royce West,DEM,1,0,1,0,0
Hardin,3,United States Representative,36,Rashad Lewis,DEM,10,3,7,0,0
Hardin,3,Railroad Commissioner,,Chrysta Castañeda,DEM,2,0,2,0,0
Hardin,3,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,0,0,0,0
Hardin,3,Railroad Commissioner,,Kelly Stone,DEM,5,3,2,0,0
Hardin,3,Railroad Commissioner,,Mark Watson,DEM,6,1,5,0,0
Hardin,3,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,8,3,5,0,0
Hardin,3,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,4,1,3,0,0
Hardin,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,6,2,4,0,0
Hardin,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,5,1,4,0,0
Hardin,3,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,7,1,6,0,0
Hardin,3,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,4,2,2,0,0
Hardin,3,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,5,2,3,0,0
Hardin,3,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,5,1,4,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,5,2,3,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,2,1,1,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,3,0,3,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,6,2,4,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,4,1,3,0,0
Hardin,3,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,9,3,6,0,0
Hardin,3,"County Commissioner, Precinct 3",,Donald Owens,DEM,9,3,6,0,0
Hardin,3,County Chairman,,Vickie Brekel,DEM,9,3,6,0,0
Hardin,3,Proposition #1,,Yes,DEM,12,4,8,0,0
Hardin,3,Proposition #1,,No,DEM,1,0,1,0,0
Hardin,3,Proposition #2,,Yes,DEM,11,4,7,0,0
Hardin,3,Proposition #2,,No,DEM,1,0,1,0,0
Hardin,3,Proposition #3,,Yes,DEM,12,3,9,0,0
Hardin,3,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,3,Proposition #4,,Yes,DEM,12,4,8,0,0
Hardin,3,Proposition #4,,No,DEM,0,0,0,0,0
Hardin,3,Proposition #5,,Yes,DEM,13,4,9,0,0
Hardin,3,Proposition #5,,No,DEM,0,0,0,0,0
Hardin,3,Proposition #6,,Yes,DEM,12,4,8,0,0
Hardin,3,Proposition #6,,No,DEM,0,0,0,0,0
Hardin,3,Proposition #7,,Yes,DEM,12,4,8,0,0
Hardin,3,Proposition #7,,No,DEM,1,0,1,0,0
Hardin,3,Proposition #8,,Yes,DEM,10,3,7,0,0
Hardin,3,Proposition #8,,No,DEM,3,1,2,0,0
Hardin,3,Proposition #9,,Yes,DEM,11,4,7,0,0
Hardin,3,Proposition #9,,No,DEM,1,0,1,0,0
Hardin,3,Proposition #10,,Yes,DEM,11,4,7,0,0
Hardin,3,Proposition #10,,No,DEM,0,0,0,0,0
Hardin,3,Proposition #11,,Yes,DEM,11,3,8,0,0
Hardin,3,Proposition #11,,No,DEM,0,0,0,0,0
Hardin,4,President,,Michael R. Bloomberg,DEM,4,2,2,0,0
Hardin,4,President,,Robby Wells,DEM,1,0,1,0,0
Hardin,4,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,4,President,,Pete Buttigieg,DEM,0,0,0,0,0
Hardin,4,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,4,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,4,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,4,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,4,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,4,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,4,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,4,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,4,President,,John K. Delaney,DEM,1,0,1,0,0
Hardin,4,President,,Joseph R. Biden,DEM,14,0,14,0,0
Hardin,4,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,4,President,,Bernie Sanders,DEM,5,3,2,0,0
Hardin,4,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,4,United States Senator,,Sema Hernandez,DEM,3,3,0,0,0
Hardin,4,United States Senator,,D. R. Hunter,DEM,2,0,2,0,0
Hardin,4,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,4,United States Senator,,Amanda K. Edwards,DEM,3,0,3,0,0
Hardin,4,United States Senator,,Cristina Tzintzun Ramirez,DEM,2,0,2,0,0
Hardin,4,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,4,United States Senator,,"Annie ""Mamá"" Garcia",DEM,2,0,2,0,0
Hardin,4,United States Senator,,Michael Cooper,DEM,4,0,4,0,0
Hardin,4,United States Senator,,Jack Daniel Foster Jr,DEM,0,0,0,0,0
Hardin,4,United States Senator,,Chris Bell,DEM,1,0,1,0,0
Hardin,4,United States Senator,,"Mary ""MJ"" Hegar",DEM,1,1,0,0,0
Hardin,4,United States Senator,,Royce West,DEM,1,0,1,0,0
Hardin,4,United States Representative,36,Rashad Lewis,DEM,15,2,13,0,0
Hardin,4,Railroad Commissioner,,Chrysta Castañeda,DEM,5,1,4,0,0
Hardin,4,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,4,1,3,0,0
Hardin,4,Railroad Commissioner,,Kelly Stone,DEM,2,1,1,0,0
Hardin,4,Railroad Commissioner,,Mark Watson,DEM,10,0,10,0,0
Hardin,4,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,15,3,12,0,0
Hardin,4,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,5,0,5,0,0
Hardin,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,10,3,7,0,0
Hardin,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,9,0,9,0,0
Hardin,4,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,4,1,3,0,0
Hardin,4,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,14,1,13,0,0
Hardin,4,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,9,3,6,0,0
Hardin,4,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,11,0,11,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,12,2,10,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,2,0,2,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,6,1,5,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,5,0,5,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,13,2,11,0,0
Hardin,4,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,16,2,14,0,0
Hardin,4,"County Commissioner, Precinct 3",,Donald Owens,DEM,15,2,13,0,0
Hardin,4,County Chairman,,Vickie Brekel,DEM,16,2,14,0,0
Hardin,4,Proposition #1,,Yes,DEM,16,3,13,0,0
Hardin,4,Proposition #1,,No,DEM,5,0,5,0,0
Hardin,4,Proposition #2,,Yes,DEM,20,3,17,0,0
Hardin,4,Proposition #2,,No,DEM,1,0,1,0,0
Hardin,4,Proposition #3,,Yes,DEM,20,3,17,0,0
Hardin,4,Proposition #3,,No,DEM,2,0,2,0,0
Hardin,4,Proposition #4,,Yes,DEM,21,4,17,0,0
Hardin,4,Proposition #4,,No,DEM,2,0,2,0,0
Hardin,4,Proposition #5,,Yes,DEM,21,4,17,0,0
Hardin,4,Proposition #5,,No,DEM,2,0,2,0,0
Hardin,4,Proposition #6,,Yes,DEM,19,3,16,0,0
Hardin,4,Proposition #6,,No,DEM,2,0,2,0,0
Hardin,4,Proposition #7,,Yes,DEM,19,3,16,0,0
Hardin,4,Proposition #7,,No,DEM,2,0,2,0,0
Hardin,4,Proposition #8,,Yes,DEM,22,3,19,0,0
Hardin,4,Proposition #8,,No,DEM,1,0,1,0,0
Hardin,4,Proposition #9,,Yes,DEM,20,3,17,0,0
Hardin,4,Proposition #9,,No,DEM,3,0,3,0,0
Hardin,4,Proposition #10,,Yes,DEM,19,3,16,0,0
Hardin,4,Proposition #10,,No,DEM,4,0,4,0,0
Hardin,4,Proposition #11,,Yes,DEM,18,3,15,0,0
Hardin,4,Proposition #11,,No,DEM,5,0,5,0,0
Hardin,5,President,,Michael R. Bloomberg,DEM,1,0,0,1,0
Hardin,5,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,5,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,5,President,,Pete Buttigieg,DEM,1,1,0,0,0
Hardin,5,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,5,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,5,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,5,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,5,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,5,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,5,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,5,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,5,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,5,President,,Joseph R. Biden,DEM,4,1,2,1,0
Hardin,5,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,5,President,,Bernie Sanders,DEM,2,0,2,0,0
Hardin,5,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,5,United States Senator,,Sema Hernandez,DEM,0,0,0,0,0
Hardin,5,United States Senator,,D. R. Hunter,DEM,0,0,0,0,0
Hardin,5,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,5,United States Senator,,Amanda K. Edwards,DEM,4,1,2,1,0
Hardin,5,United States Senator,,Cristina Tzintzun Ramirez,DEM,0,0,0,0,0
Hardin,5,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,5,United States Senator,,"Annie ""Mamá"" Garcia",DEM,0,0,0,0,0
Hardin,5,United States Senator,,Michael Cooper,DEM,1,0,1,0,0
Hardin,5,United States Senator,,Jack Daniel Foster Jr,DEM,0,0,0,0,0
Hardin,5,United States Senator,,Chris Bell,DEM,1,0,0,1,0
Hardin,5,United States Senator,,"Mary ""MJ"" Hegar",DEM,2,1,1,0,0
Hardin,5,United States Senator,,Royce West,DEM,0,0,0,0,0
Hardin,5,United States Representative,36,Rashad Lewis,DEM,4,1,3,0,0
Hardin,5,Railroad Commissioner,,Chrysta Castañeda,DEM,0,0,0,0,0
Hardin,5,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,1,0,0,0
Hardin,5,Railroad Commissioner,,Kelly Stone,DEM,3,1,2,0,0
Hardin,5,Railroad Commissioner,,Mark Watson,DEM,1,0,1,0,0
Hardin,5,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,6,1,4,1,0
Hardin,5,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,1,1,0,0,0
Hardin,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,3,1,2,0,0
Hardin,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,2,1,1,0,0
Hardin,5,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,1,1,0,0,0
Hardin,5,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,4,1,2,1,0
Hardin,5,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,2,1,1,0,0
Hardin,5,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,2,1,1,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,3,1,2,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,0,0,0,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,2,1,1,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,0,0,0,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,4,2,2,0,0
Hardin,5,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,4,2,2,0,0
Hardin,5,"County Commissioner, Precinct 3",,Donald Owens,DEM,4,2,2,0,0
Hardin,5,County Chairman,,Vickie Brekel,DEM,4,2,2,0,0
Hardin,5,Proposition #1,,Yes,DEM,7,1,4,2,0
Hardin,5,Proposition #1,,No,DEM,1,1,0,0,0
Hardin,5,Proposition #2,,Yes,DEM,6,2,4,0,0
Hardin,5,Proposition #2,,No,DEM,1,0,0,1,0
Hardin,5,Proposition #3,,Yes,DEM,6,2,3,1,0
Hardin,5,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,5,Proposition #4,,Yes,DEM,8,2,4,2,0
Hardin,5,Proposition #4,,No,DEM,0,0,0,0,0
Hardin,5,Proposition #5,,Yes,DEM,6,2,3,1,0
Hardin,5,Proposition #5,,No,DEM,1,0,1,0,0
Hardin,5,Proposition #6,,Yes,DEM,7,2,3,2,0
Hardin,5,Proposition #6,,No,DEM,1,0,1,0,0
Hardin,5,Proposition #7,,Yes,DEM,5,2,3,0,0
Hardin,5,Proposition #7,,No,DEM,1,0,0,1,0
Hardin,5,Proposition #8,,Yes,DEM,6,2,3,1,0
Hardin,5,Proposition #8,,No,DEM,0,0,0,0,0
Hardin,5,Proposition #9,,Yes,DEM,6,2,3,1,0
Hardin,5,Proposition #9,,No,DEM,0,0,0,0,0
Hardin,5,Proposition #10,,Yes,DEM,5,1,3,1,0
Hardin,5,Proposition #10,,No,DEM,1,1,0,0,0
Hardin,5,Proposition #11,,Yes,DEM,6,2,3,1,0
Hardin,5,Proposition #11,,No,DEM,0,0,0,0,0
Hardin,6,President,,Michael R. Bloomberg,DEM,12,8,3,1,0
Hardin,6,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,6,President,,Amy Klobuchar,DEM,4,4,0,0,0
Hardin,6,President,,Pete Buttigieg,DEM,8,7,0,1,0
Hardin,6,President,,Cory Booker,DEM,0,0,0,0,0
