county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Mills,8,State House,59,Shelby Slawson,REP,,,,80
Mills,9,Registered Voters,,,,,,,633
Mills,9,Ballots Cast,,,,5,144,84,233
Mills,9,President,,Zoltan G. Istvan,REP,,,,0
Mills,9,President,,Joe Walsh,REP,,,,1
Mills,9,President,,Bill Weld,REP,,,,1
Mills,9,President,,Bob Ely,REP,,,,1
Mills,9,President,,Donald J. Trump,REP,,,,210
Mills,9,President,,Matthew John Matern,REP,,,,0
Mills,9,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,2
Mills,9,President,,Uncommitted,REP,,,,8
Mills,9,U S Senate,,Mark Yancey,REP,,,,19
Mills,9,U S Senate,,John Anthony Castro,REP,,,,8
Mills,9,U S Senate,,John Cornyn,REP,,,,146
Mills,9,U S Senate,,Dwayne Stovall,REP,,,,29
Mills,9,U S Senate,,Virgil Bierschwale,REP,,,,3
Mills,9,U S House,11,Ned Luscombe,REP,,,,10
Mills,9,U S House,11,Jamie Berryhill,REP,,,,21
Mills,9,U S House,11,Robert Tucker,REP,,,,12
Mills,9,U S House,11,Casey Gray,REP,,,,10
Mills,9,U S House,11,Gene Barber,REP,,,,4
Mills,9,U S House,11,Brandon Batch,REP,,,,33
Mills,9,U S House,11,Wesley W. Virdell,REP,,,,8
Mills,9,U S House,11,August Pfluger,REP,,,,81
Mills,9,U S House,11,J. D. Faircloth,REP,,,,5
Mills,9,U S House,11,J. Ross Lacy,REP,,,,9
Mills,9,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,110
Mills,9,Railroad Commissioner,,Ryan Sitton,REP,,,,65
Mills,9,State Senate,24,Dawn Buckingham,REP,,,,180
Mills,9,State House,59,Cody Johnson,REP,,,,40
Mills,9,State House,59,J. D. Shefffield,REP,,,,78
Mills,9,State House,59,Shelby Slawson,REP,,,,105
Mills,11,Registered Voters,,,,,,,157
Mills,11,Ballots Cast,,,,10,37,20,67
Mills,11,President,,Zoltan G. Istvan,REP,,,,0
Mills,11,President,,Joe Walsh,REP,,,,0
Mills,11,President,,Bill Weld,REP,,,,0
Mills,11,President,,Bob Ely,REP,,,,0
Mills,11,President,,Donald J. Trump,REP,,,,66
Mills,11,President,,Matthew John Matern,REP,,,,0
Mills,11,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,0
Mills,11,President,,Uncommitted,REP,,,,1
Mills,11,U S Senate,,Mark Yancey,REP,,,,2
Mills,11,U S Senate,,John Anthony Castro,REP,,,,2
Mills,11,U S Senate,,John Cornyn,REP,,,,54
Mills,11,U S Senate,,Dwayne Stovall,REP,,,,7
Mills,11,U S Senate,,Virgil Bierschwale,REP,,,,0
Mills,11,U S House,11,Ned Luscombe,REP,,,,0
Mills,11,U S House,11,Jamie Berryhill,REP,,,,5
Mills,11,U S House,11,Robert Tucker,REP,,,,4
Mills,11,U S House,11,Casey Gray,REP,,,,4
Mills,11,U S House,11,Gene Barber,REP,,,,2
Mills,11,U S House,11,Brandon Batch,REP,,,,6
Mills,11,U S House,11,Wesley W. Virdell,REP,,,,8
Mills,11,U S House,11,August Pfluger,REP,,,,31
Mills,11,U S House,11,J. D. Faircloth,REP,,,,3
Mills,11,U S House,11,J. Ross Lacy,REP,,,,2
Mills,11,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,34
Mills,11,Railroad Commissioner,,Ryan Sitton,REP,,,,29
Mills,11,State Senate,24,Dawn Buckingham,REP,,,,53
Mills,11,State House,59,Cody Johnson,REP,,,,17
Mills,11,State House,59,J. D. Shefffield,REP,,,,18
Mills,11,State House,59,Shelby Slawson,REP,,,,31
