county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Johnson,Pct 15,President,,Howie Hawkins,GRE,0,3,0,3
Johnson,Pct 16,President,,Howie Hawkins,GRE,0,0,0,0
Johnson,Pct 17,President,,Howie Hawkins,GRE,1,4,0,5
Johnson,Pct 18,President,,Howie Hawkins,GRE,0,6,0,6
Johnson,Pct 19,President,,Howie Hawkins,GRE,0,8,2,10
Johnson,Pct 20,President,,Howie Hawkins,GRE,2,2,0,4
Johnson,Pct 21,President,,Howie Hawkins,GRE,1,2,0,3
Johnson,Pct 22,President,,Howie Hawkins,GRE,2,4,0,6
Johnson,Pct 23,President,,Howie Hawkins,GRE,1,1,0,2
Johnson,Pct 24,President,,Howie Hawkins,GRE,0,0,0,0
Johnson,Pct 25,President,,Howie Hawkins,GRE,0,3,0,3
Johnson,Pct 26,President,,Howie Hawkins,GRE,0,0,0,0
Johnson,Pct 27,President,,Howie Hawkins,GRE,2,0,0,2
Johnson,Pct 28,President,,Howie Hawkins,GRE,2,1,0,3
Johnson,Pct 29,President,,Howie Hawkins,GRE,1,3,0,4
Johnson,Pct 30,President,,Howie Hawkins,GRE,0,1,0,1
Johnson,Pct 31,President,,Howie Hawkins,GRE,2,2,0,4
Johnson,Pct 32,President,,Howie Hawkins,GRE,1,6,0,7
Johnson,Pct 33,President,,Howie Hawkins,GRE,0,1,0,1
Johnson,Pct 34,President,,Howie Hawkins,GRE,0,1,0,1
Johnson,Pct 35,President,,Howie Hawkins,GRE,0,3,1,4
Johnson,Pct 36,President,,Howie Hawkins,GRE,1,0,0,1
Johnson,Pct 1,U.S. Senate,,John Cornyn,REP,66,722,14,802
Johnson,Pct 2,U.S. Senate,,John Cornyn,REP,503,2304,158,2965
Johnson,Pct 3,U.S. Senate,,John Cornyn,REP,416,1890,152,2458
Johnson,Pct 4,U.S. Senate,,John Cornyn,REP,581,2460,167,3208
Johnson,Pct 5,U.S. Senate,,John Cornyn,REP,358,1890,132,2380
Johnson,Pct 6,U.S. Senate,,John Cornyn,REP,40,270,27,337
Johnson,Pct 7,U.S. Senate,,John Cornyn,REP,583,2921,234,3738
Johnson,Pct 8,U.S. Senate,,John Cornyn,REP,375,2815,110,3300
Johnson,Pct 9,U.S. Senate,,John Cornyn,REP,77,580,23,680
Johnson,Pct 10,U.S. Senate,,John Cornyn,REP,250,1576,51,1877
Johnson,Pct 11,U.S. Senate,,John Cornyn,REP,432,1682,141,2255
Johnson,Pct 12,U.S. Senate,,John Cornyn,REP,289,1325,107,1721
Johnson,Pct 13,U.S. Senate,,John Cornyn,REP,203,859,68,1130
Johnson,Pct 14,U.S. Senate,,John Cornyn,REP,24,265,15,304
Johnson,Pct 15,U.S. Senate,,John Cornyn,REP,179,702,66,947
Johnson,Pct 16,U.S. Senate,,John Cornyn,REP,25,285,13,323
Johnson,Pct 17,U.S. Senate,,John Cornyn,REP,260,1153,116,1529
Johnson,Pct 18,U.S. Senate,,John Cornyn,REP,205,1539,149,1893
Johnson,Pct 19,U.S. Senate,,John Cornyn,REP,349,2848,187,3384
Johnson,Pct 20,U.S. Senate,,John Cornyn,REP,88,334,18,440
Johnson,Pct 21,U.S. Senate,,John Cornyn,REP,119,809,51,979
Johnson,Pct 22,U.S. Senate,,John Cornyn,REP,342,1396,120,1858
Johnson,Pct 23,U.S. Senate,,John Cornyn,REP,367,1049,56,1472
Johnson,Pct 24,U.S. Senate,,John Cornyn,REP,96,704,26,826
Johnson,Pct 25,U.S. Senate,,John Cornyn,REP,97,591,12,700
Johnson,Pct 26,U.S. Senate,,John Cornyn,REP,189,788,30,1007
Johnson,Pct 27,U.S. Senate,,John Cornyn,REP,173,1314,57,1544
Johnson,Pct 28,U.S. Senate,,John Cornyn,REP,154,954,42,1150
Johnson,Pct 29,U.S. Senate,,John Cornyn,REP,128,554,32,714
Johnson,Pct 30,U.S. Senate,,John Cornyn,REP,150,850,17,1017
Johnson,Pct 31,U.S. Senate,,John Cornyn,REP,141,668,59,868
Johnson,Pct 32,U.S. Senate,,John Cornyn,REP,329,1426,93,1848
Johnson,Pct 33,U.S. Senate,,John Cornyn,REP,98,618,30,746
Johnson,Pct 34,U.S. Senate,,John Cornyn,REP,239,822,74,1135
Johnson,Pct 35,U.S. Senate,,John Cornyn,REP,285,2061,104,2450
Johnson,Pct 36,U.S. Senate,,John Cornyn,REP,102,300,16,418
Johnson,Pct 1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,117,10,132
Johnson,Pct 2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,99,532,104,735
Johnson,Pct 3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,99,570,92,761
Johnson,Pct 4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,160,810,119,1089
Johnson,Pct 5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,86,482,106,674
Johnson,Pct 6,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,50,15,67
Johnson,Pct 7,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,93,773,148,1014
Johnson,Pct 8,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,186,1813,123,2122
Johnson,Pct 9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,16,71,12,99
Johnson,Pct 10,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,92,460,40,592
Johnson,Pct 11,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,75,352,63,490
Johnson,Pct 12,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,64,272,68,404
Johnson,Pct 13,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,46,168,37,251
Johnson,Pct 14,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,4,27,7,38
Johnson,Pct 15,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,22,120,34,176
Johnson,Pct 16,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,8,59,9,76
Johnson,Pct 17,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,83,377,57,517
Johnson,Pct 18,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,84,432,115,631
Johnson,Pct 19,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,79,716,136,931
Johnson,Pct 20,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,67,199,21,287
Johnson,Pct 21,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,22,133,22,177
Johnson,Pct 22,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,128,474,93,695
Johnson,Pct 23,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,51,165,38,254
Johnson,Pct 24,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,9,153,17,179
Johnson,Pct 25,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,28,191,13,232
Johnson,Pct 26,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,24,105,19,148
Johnson,Pct 27,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,22,172,17,211
Johnson,Pct 28,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,35,197,24,256
Johnson,Pct 29,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,26,107,18,151
Johnson,Pct 30,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,15,119,12,146
Johnson,Pct 31,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,37,113,24,174
Johnson,Pct 32,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,83,341,60,484
Johnson,Pct 33,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,12,122,15,149
Johnson,Pct 34,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,48,233,99,380
Johnson,Pct 35,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,56,432,75,563
Johnson,Pct 36,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,35,132,22,189
Johnson,Pct 1,U.S. Senate,,Kerry Douglas McKennon,LBT,0,13,0,13
Johnson,Pct 2,U.S. Senate,,Kerry Douglas McKennon,LBT,20,43,1,64
Johnson,Pct 3,U.S. Senate,,Kerry Douglas McKennon,LBT,15,40,2,57
Johnson,Pct 4,U.S. Senate,,Kerry Douglas McKennon,LBT,28,58,2,88
Johnson,Pct 5,U.S. Senate,,Kerry Douglas McKennon,LBT,8,28,1,37
Johnson,Pct 6,U.S. Senate,,Kerry Douglas McKennon,LBT,2,7,0,9
Johnson,Pct 7,U.S. Senate,,Kerry Douglas McKennon,LBT,20,42,2,64
Johnson,Pct 8,U.S. Senate,,Kerry Douglas McKennon,LBT,19,71,2,92
Johnson,Pct 9,U.S. Senate,,Kerry Douglas McKennon,LBT,0,9,1,10
Johnson,Pct 10,U.S. Senate,,Kerry Douglas McKennon,LBT,13,48,0,61
Johnson,Pct 11,U.S. Senate,,Kerry Douglas McKennon,LBT,10,28,0,38
Johnson,Pct 12,U.S. Senate,,Kerry Douglas McKennon,LBT,5,27,0,32
Johnson,Pct 13,U.S. Senate,,Kerry Douglas McKennon,LBT,6,13,1,20
Johnson,Pct 14,U.S. Senate,,Kerry Douglas McKennon,LBT,1,4,1,6
Johnson,Pct 15,U.S. Senate,,Kerry Douglas McKennon,LBT,11,17,1,29
Johnson,Pct 16,U.S. Senate,,Kerry Douglas McKennon,LBT,1,8,0,9
Johnson,Pct 17,U.S. Senate,,Kerry Douglas McKennon,LBT,13,31,1,45
Johnson,Pct 18,U.S. Senate,,Kerry Douglas McKennon,LBT,7,32,1,40
Johnson,Pct 19,U.S. Senate,,Kerry Douglas McKennon,LBT,13,52,3,68
Johnson,Pct 20,U.S. Senate,,Kerry Douglas McKennon,LBT,7,12,0,19
Johnson,Pct 21,U.S. Senate,,Kerry Douglas McKennon,LBT,3,11,1,15
Johnson,Pct 22,U.S. Senate,,Kerry Douglas McKennon,LBT,15,35,0,50
Johnson,Pct 23,U.S. Senate,,Kerry Douglas McKennon,LBT,6,25,1,32
Johnson,Pct 24,U.S. Senate,,Kerry Douglas McKennon,LBT,1,24,0,25
Johnson,Pct 25,U.S. Senate,,Kerry Douglas McKennon,LBT,3,21,1,25
Johnson,Pct 26,U.S. Senate,,Kerry Douglas McKennon,LBT,0,15,1,16
Johnson,Pct 27,U.S. Senate,,Kerry Douglas McKennon,LBT,6,16,3,25
Johnson,Pct 28,U.S. Senate,,Kerry Douglas McKennon,LBT,6,19,0,25
Johnson,Pct 29,U.S. Senate,,Kerry Douglas McKennon,LBT,6,13,0,19
Johnson,Pct 30,U.S. Senate,,Kerry Douglas McKennon,LBT,3,8,0,11
Johnson,Pct 31,U.S. Senate,,Kerry Douglas McKennon,LBT,8,5,0,13
Johnson,Pct 32,U.S. Senate,,Kerry Douglas McKennon,LBT,13,30,0,43
Johnson,Pct 33,U.S. Senate,,Kerry Douglas McKennon,LBT,5,18,1,24
Johnson,Pct 34,U.S. Senate,,Kerry Douglas McKennon,LBT,11,25,2,38
Johnson,Pct 35,U.S. Senate,,Kerry Douglas McKennon,LBT,5,31,1,37
Johnson,Pct 36,U.S. Senate,,Kerry Douglas McKennon,LBT,8,10,0,18
Johnson,Pct 1,U.S. Senate,,David B. Collins,GRE,0,2,1,3
Johnson,Pct 2,U.S. Senate,,David B. Collins,GRE,9,10,0,19
Johnson,Pct 3,U.S. Senate,,David B. Collins,GRE,5,9,1,15
Johnson,Pct 4,U.S. Senate,,David B. Collins,GRE,9,18,1,28
Johnson,Pct 5,U.S. Senate,,David B. Collins,GRE,3,5,0,8
Johnson,Pct 6,U.S. Senate,,David B. Collins,GRE,0,0,0,0
Johnson,Pct 7,U.S. Senate,,David B. Collins,GRE,5,15,4,24
Johnson,Pct 8,U.S. Senate,,David B. Collins,GRE,7,26,0,33
Johnson,Pct 9,U.S. Senate,,David B. Collins,GRE,0,3,0,3
Johnson,Pct 10,U.S. Senate,,David B. Collins,GRE,5,18,0,23
Johnson,Pct 11,U.S. Senate,,David B. Collins,GRE,2,7,0,9
Johnson,Pct 12,U.S. Senate,,David B. Collins,GRE,4,9,0,13
Johnson,Pct 13,U.S. Senate,,David B. Collins,GRE,5,6,1,12
Johnson,Pct 14,U.S. Senate,,David B. Collins,GRE,2,3,0,5
Johnson,Pct 15,U.S. Senate,,David B. Collins,GRE,0,6,0,6
Johnson,Pct 16,U.S. Senate,,David B. Collins,GRE,0,2,0,2
Johnson,Pct 17,U.S. Senate,,David B. Collins,GRE,6,9,4,19
Johnson,Pct 18,U.S. Senate,,David B. Collins,GRE,2,8,0,10
Johnson,Pct 19,U.S. Senate,,David B. Collins,GRE,5,11,1,17
Johnson,Pct 20,U.S. Senate,,David B. Collins,GRE,0,1,0,1
Johnson,Pct 21,U.S. Senate,,David B. Collins,GRE,1,4,1,6
Johnson,Pct 22,U.S. Senate,,David B. Collins,GRE,7,15,3,25
Johnson,Pct 23,U.S. Senate,,David B. Collins,GRE,3,3,1,7
Johnson,Pct 24,U.S. Senate,,David B. Collins,GRE,1,5,0,6
Johnson,Pct 25,U.S. Senate,,David B. Collins,GRE,1,8,0,9
Johnson,Pct 26,U.S. Senate,,David B. Collins,GRE,0,2,0,2
Johnson,Pct 27,U.S. Senate,,David B. Collins,GRE,5,3,0,8
Johnson,Pct 28,U.S. Senate,,David B. Collins,GRE,5,5,1,11
Johnson,Pct 29,U.S. Senate,,David B. Collins,GRE,0,3,0,3
Johnson,Pct 30,U.S. Senate,,David B. Collins,GRE,0,0,0,0
Johnson,Pct 31,U.S. Senate,,David B. Collins,GRE,2,4,1,7
Johnson,Pct 32,U.S. Senate,,David B. Collins,GRE,5,6,0,11
Johnson,Pct 33,U.S. Senate,,David B. Collins,GRE,2,1,0,3
Johnson,Pct 34,U.S. Senate,,David B. Collins,GRE,1,6,1,8
Johnson,Pct 35,U.S. Senate,,David B. Collins,GRE,1,6,0,7
Johnson,Pct 36,U.S. Senate,,David B. Collins,GRE,5,0,1,6
Johnson,Pct 1,U.S. House,25,Roger Williams,REP,63,718,15,796
Johnson,Pct 2,U.S. House,25,Roger Williams,REP,511,2294,159,2964
Johnson,Pct 3,U.S. House,25,Roger Williams,REP,412,1894,153,2459
Johnson,Pct 4,U.S. House,25,Roger Williams,REP,568,2439,162,3169
Johnson,Pct 5,U.S. House,25,Roger Williams,REP,360,1887,129,2376
Johnson,Pct 6,U.S. House,25,Roger Williams,REP,37,270,26,333
Johnson,Pct 7,U.S. House,25,Roger Williams,REP,578,2908,232,3718
Johnson,Pct 8,U.S. House,25,Roger Williams,REP,375,2789,109,3273
Johnson,Pct 9,U.S. House,25,Roger Williams,REP,79,579,23,681
Johnson,Pct 10,U.S. House,25,Roger Williams,REP,255,1586,51,1892
Johnson,Pct 11,U.S. House,25,Roger Williams,REP,425,1667,133,2225
Johnson,Pct 12,U.S. House,25,Roger Williams,REP,291,1337,101,1729
Johnson,Pct 13,U.S. House,25,Roger Williams,REP,207,864,64,1135
Johnson,Pct 14,U.S. House,25,Roger Williams,REP,22,267,13,302
Johnson,Pct 15,U.S. House,25,Roger Williams,REP,184,699,65,948
Johnson,Pct 16,U.S. House,25,Roger Williams,REP,25,285,12,322
Johnson,Pct 17,U.S. House,25,Roger Williams,REP,269,1160,110,1539
Johnson,Pct 18,U.S. House,25,Roger Williams,REP,203,1537,153,1893
Johnson,Pct 19,U.S. House,25,Roger Williams,REP,356,2854,193,3403
Johnson,Pct 20,U.S. House,25,Roger Williams,REP,89,331,16,436
Johnson,Pct 21,U.S. House,25,Roger Williams,REP,125,812,52,989
Johnson,Pct 22,U.S. House,25,Roger Williams,REP,344,1386,116,1846
Johnson,Pct 23,U.S. House,25,Roger Williams,REP,379,1044,55,1478
Johnson,Pct 24,U.S. House,25,Roger Williams,REP,98,722,26,846
Johnson,Pct 25,U.S. House,25,Roger Williams,REP,95,594,12,701
Johnson,Pct 26,U.S. House,25,Roger Williams,REP,186,780,31,997
Johnson,Pct 27,U.S. House,25,Roger Williams,REP,177,1325,57,1559
Johnson,Pct 28,U.S. House,25,Roger Williams,REP,160,950,45,1155
Johnson,Pct 29,U.S. House,25,Roger Williams,REP,135,561,33,729
Johnson,Pct 30,U.S. House,25,Roger Williams,REP,151,843,17,1011
Johnson,Pct 31,U.S. House,25,Roger Williams,REP,142,658,59,859
Johnson,Pct 32,U.S. House,25,Roger Williams,REP,326,1423,90,1839
Johnson,Pct 33,U.S. House,25,Roger Williams,REP,100,628,29,757
Johnson,Pct 34,U.S. House,25,Roger Williams,REP,233,821,70,1124
Johnson,Pct 35,U.S. House,25,Roger Williams,REP,286,2054,103,2443
Johnson,Pct 36,U.S. House,25,Roger Williams,REP,103,294,16,413
Johnson,Pct 1,U.S. House,25,Julie Oliver,DEM,8,116,9,133
Johnson,Pct 2,U.S. House,25,Julie Oliver,DEM,101,521,95,717
Johnson,Pct 3,U.S. House,25,Julie Oliver,DEM,97,559,91,747
Johnson,Pct 4,U.S. House,25,Julie Oliver,DEM,172,829,120,1121
Johnson,Pct 5,U.S. House,25,Julie Oliver,DEM,86,475,112,673
Johnson,Pct 6,U.S. House,25,Julie Oliver,DEM,6,47,16,69
Johnson,Pct 7,U.S. House,25,Julie Oliver,DEM,103,767,152,1022
Johnson,Pct 8,U.S. House,25,Julie Oliver,DEM,180,1790,125,2095
Johnson,Pct 9,U.S. House,25,Julie Oliver,DEM,13,71,13,97
Johnson,Pct 10,U.S. House,25,Julie Oliver,DEM,91,451,40,582
Johnson,Pct 11,U.S. House,25,Julie Oliver,DEM,80,356,68,504
Johnson,Pct 12,U.S. House,25,Julie Oliver,DEM,65,258,71,394
Johnson,Pct 13,U.S. House,25,Julie Oliver,DEM,41,162,41,244
Johnson,Pct 14,U.S. House,25,Julie Oliver,DEM,6,17,9,32
Johnson,Pct 15,U.S. House,25,Julie Oliver,DEM,21,122,35,178
Johnson,Pct 16,U.S. House,25,Julie Oliver,DEM,8,62,10,80
Johnson,Pct 17,U.S. House,25,Julie Oliver,DEM,83,378,64,525
Johnson,Pct 18,U.S. House,25,Julie Oliver,DEM,88,416,111,615
Johnson,Pct 19,U.S. House,25,Julie Oliver,DEM,70,684,129,883
Johnson,Pct 20,U.S. House,25,Julie Oliver,DEM,65,197,22,284
Johnson,Pct 21,U.S. House,25,Julie Oliver,DEM,19,127,21,167
Johnson,Pct 22,U.S. House,25,Julie Oliver,DEM,127,470,98,695
Johnson,Pct 23,U.S. House,25,Julie Oliver,DEM,43,163,39,245
Johnson,Pct 24,U.S. House,25,Julie Oliver,DEM,7,144,17,168
Johnson,Pct 25,U.S. House,25,Julie Oliver,DEM,31,179,13,223
Johnson,Pct 26,U.S. House,25,Julie Oliver,DEM,27,105,17,149
Johnson,Pct 27,U.S. House,25,Julie Oliver,DEM,24,157,17,198
Johnson,Pct 28,U.S. House,25,Julie Oliver,DEM,32,200,22,254
Johnson,Pct 29,U.S. House,25,Julie Oliver,DEM,18,104,17,139
Johnson,Pct 30,U.S. House,25,Julie Oliver,DEM,15,110,13,138
Johnson,Pct 31,U.S. House,25,Julie Oliver,DEM,40,113,25,178
Johnson,Pct 32,U.S. House,25,Julie Oliver,DEM,91,331,63,485
