county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Hemphill,301,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,48,11,24,13
Hemphill,301,U.S. Senate,,Kerry Douglas McKennon,LIB,6,0,3,3
Hemphill,301,U.S. Senate,,David B. Collins,GRN,4,1,1,2
Hemphill,301,U.S. Senate,,Write-In Totals,,0,0,0,0
Hemphill,301,U.S. Senate,,Overvotes,,0,0,0,0
Hemphill,301,U.S. Senate,,Undervotes,,9,2,5,2
Hemphill,301,U.S. House,13,Ronny Jackson,REP,416,34,285,97
Hemphill,301,U.S. House,13,Gus Trujillo,DEM,46,10,25,11
Hemphill,301,U.S. House,13,Jack B. Westbrook,LIB,10,1,7,2
Hemphill,301,U.S. House,13,Overvotes,,0,0,0,0
Hemphill,301,U.S. House,13,Undervotes,,8,2,4,2
Hemphill,301,Railroad Commissioner,,"James ""Jim"" Wright",REP,400,34,270,96
Hemphill,301,Railroad Commissioner,,Chrysta Castaneda,DEM,56,11,33,12
Hemphill,301,Railroad Commissioner,,Matt Sterett,LIB,6,0,5,1
Hemphill,301,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hemphill,301,Railroad Commissioner,,Overvotes,,0,0,0,0
Hemphill,301,Railroad Commissioner,,Undervotes,,18,2,13,3
Hemphill,301,State Representative,88,Ken King,REP,423,40,283,100
Hemphill,301,State Representative,88,Overvotes,,0,0,0,0
Hemphill,301,State Representative,88,Undervotes,,57,7,38,12
Hemphill,302,Registered Voters,,,,41,,,
Hemphill,302,Ballots Cast,,,,31,3,20,8
Hemphill,302,Ballots Cast Blank,,,,0,0,0,0
Hemphill,302,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,29,3,18,8
Hemphill,302,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,1,0,1,0
Hemphill,302,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,1,0
Hemphill,302,President / Vice President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Hemphill,302,President / Vice President,,Write-In Totals,,0,0,0,0
Hemphill,302,President / Vice President,,Overvotes,,0,0,0,0
Hemphill,302,President / Vice President,,Undervotes,,0,0,0,0
Hemphill,302,U.S. Senate,,John Cornyn,REP,31,3,20,8
Hemphill,302,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Hemphill,302,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Hemphill,302,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Hemphill,302,U.S. Senate,,Write-In Totals,,0,0,0,0
Hemphill,302,U.S. Senate,,Overvotes,,0,0,0,0
Hemphill,302,U.S. Senate,,Undervotes,,0,0,0,0
Hemphill,302,U.S. House,13,Ronny Jackson,REP,29,3,18,8
Hemphill,302,U.S. House,13,Gus Trujillo,DEM,0,0,0,0
Hemphill,302,U.S. House,13,Jack B. Westbrook,LIB,2,0,2,0
Hemphill,302,U.S. House,13,Overvotes,,0,0,0,0
Hemphill,302,U.S. House,13,Undervotes,,0,0,0,0
Hemphill,302,Railroad Commissioner,,"James ""Jim"" Wright",REP,30,3,19,8
Hemphill,302,Railroad Commissioner,,Chrysta Castaneda,DEM,0,0,0,0
Hemphill,302,Railroad Commissioner,,Matt Sterett,LIB,1,0,1,0
Hemphill,302,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hemphill,302,Railroad Commissioner,,Overvotes,,0,0,0,0
Hemphill,302,Railroad Commissioner,,Undervotes,,0,0,0,0
Hemphill,302,State Representative,88,Ken King,REP,28,3,18,7
Hemphill,302,State Representative,88,Overvotes,,0,0,0,0
Hemphill,302,State Representative,88,Undervotes,,3,0,2,1
Hemphill,303,Registered Voters,,,,94,,,
Hemphill,303,Ballots Cast,,,,84,13,26,45
Hemphill,303,Ballots Cast Blank,,,,0,0,0,0
Hemphill,303,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,71,11,19,41
Hemphill,303,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,12,2,7,3
Hemphill,303,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Hemphill,303,President / Vice President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Hemphill,303,President / Vice President,,Write-In Totals,,0,0,0,0
Hemphill,303,President / Vice President,,Overvotes,,0,0,0,0
Hemphill,303,President / Vice President,,Undervotes,,1,0,0,1
Hemphill,303,U.S. Senate,,John Cornyn,REP,70,12,17,41
Hemphill,303,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,14,1,9,4
Hemphill,303,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Hemphill,303,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Hemphill,303,U.S. Senate,,Write-In Totals,,0,0,0,0
Hemphill,303,U.S. Senate,,Overvotes,,0,0,0,0
Hemphill,303,U.S. Senate,,Undervotes,,0,0,0,0
Hemphill,303,U.S. House,13,Ronny Jackson,REP,70,11,18,41
Hemphill,303,U.S. House,13,Gus Trujillo,DEM,11,2,7,2
Hemphill,303,U.S. House,13,Jack B. Westbrook,LIB,3,0,1,2
Hemphill,303,U.S. House,13,Overvotes,,0,0,0,0
Hemphill,303,U.S. House,13,Undervotes,,0,0,0,0
Hemphill,303,Railroad Commissioner,,"James ""Jim"" Wright",REP,73,13,18,42
Hemphill,303,Railroad Commissioner,,Chrysta Castaneda,DEM,9,0,7,2
Hemphill,303,Railroad Commissioner,,Matt Sterett,LIB,2,0,1,1
Hemphill,303,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hemphill,303,Railroad Commissioner,,Overvotes,,0,0,0,0
Hemphill,303,Railroad Commissioner,,Undervotes,,0,0,0,0
Hemphill,303,State Representative,88,Ken King,REP,79,13,22,44
Hemphill,303,State Representative,88,Overvotes,,0,0,0,0
Hemphill,303,State Representative,88,Undervotes,,5,0,4,1
Hemphill,401,Registered Voters,,,,390,,,
Hemphill,401,Ballots Cast,,,,275,22,154,99
Hemphill,401,Ballots Cast Blank,,,,0,0,0,0
Hemphill,401,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,250,18,141,91
Hemphill,401,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,18,4,9,5
Hemphill,401,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,5,0,3,2
Hemphill,401,President / Vice President,,Howie Hawkins / Angela Walker,GRN,1,0,0,1
Hemphill,401,President / Vice President,,Write-In Totals,,0,0,0,0
Hemphill,401,President / Vice President,,Overvotes,,0,0,0,0
Hemphill,401,President / Vice President,,Undervotes,,1,0,1,0
Hemphill,401,U.S. Senate,,John Cornyn,REP,250,18,140,92
Hemphill,401,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,17,3,9,5
Hemphill,401,U.S. Senate,,Kerry Douglas McKennon,LIB,4,0,2,2
Hemphill,401,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Hemphill,401,U.S. Senate,,Write-In Totals,,0,0,0,0
Hemphill,401,U.S. Senate,,Overvotes,,0,0,0,0
Hemphill,401,U.S. Senate,,Undervotes,,4,1,3,0
Hemphill,401,U.S. House,13,Ronny Jackson,REP,251,17,143,91
Hemphill,401,U.S. House,13,Gus Trujillo,DEM,12,3,5,4
Hemphill,401,U.S. House,13,Jack B. Westbrook,LIB,7,0,4,3
Hemphill,401,U.S. House,13,Overvotes,,0,0,0,0
Hemphill,401,U.S. House,13,Undervotes,,5,2,2,1
Hemphill,401,Railroad Commissioner,,"James ""Jim"" Wright",REP,245,18,139,88
Hemphill,401,Railroad Commissioner,,Chrysta Castaneda,DEM,16,3,7,6
Hemphill,401,Railroad Commissioner,,Matt Sterett,LIB,8,0,5,3
Hemphill,401,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hemphill,401,Railroad Commissioner,,Overvotes,,0,0,0,0
Hemphill,401,Railroad Commissioner,,Undervotes,,6,1,3,2
Hemphill,401,State Representative,88,Ken King,REP,254,19,143,92
Hemphill,401,State Representative,88,Overvotes,,0,0,0,0
Hemphill,401,State Representative,88,Undervotes,,21,3,11,7
Hemphill,402,Registered Voters,,,,138,,,
Hemphill,402,Ballots Cast,,,,107,5,67,35
Hemphill,402,Ballots Cast Blank,,,,0,0,0,0
Hemphill,402,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,88,3,53,32
Hemphill,402,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,17,2,14,1
Hemphill,402,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,0,1
Hemphill,402,President / Vice President,,Howie Hawkins / Angela Walker,GRN,1,0,0,1
Hemphill,402,President / Vice President,,Write-In Totals,,0,0,0,0
Hemphill,402,President / Vice President,,Overvotes,,0,0,0,0
Hemphill,402,President / Vice President,,Undervotes,,0,0,0,0
Hemphill,402,U.S. Senate,,John Cornyn,REP,84,3,50,31
Hemphill,402,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,17,2,13,2
Hemphill,402,U.S. Senate,,Kerry Douglas McKennon,LIB,1,0,0,1
Hemphill,402,U.S. Senate,,David B. Collins,GRN,1,0,0,1
Hemphill,402,U.S. Senate,,Write-In Totals,,0,0,0,0
Hemphill,402,U.S. Senate,,Overvotes,,0,0,0,0
Hemphill,402,U.S. Senate,,Undervotes,,4,0,4,0
Hemphill,402,U.S. House,13,Ronny Jackson,REP,86,3,50,33
Hemphill,402,U.S. House,13,Gus Trujillo,DEM,16,2,14,0
Hemphill,402,U.S. House,13,Jack B. Westbrook,LIB,2,0,0,2
Hemphill,402,U.S. House,13,Overvotes,,0,0,0,0
Hemphill,402,U.S. House,13,Undervotes,,3,0,3,0
Hemphill,402,Railroad Commissioner,,"James ""Jim"" Wright",REP,84,3,49,32
Hemphill,402,Railroad Commissioner,,Chrysta Castaneda,DEM,17,2,14,1
Hemphill,402,Railroad Commissioner,,Matt Sterett,LIB,1,0,0,1
Hemphill,402,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Hemphill,402,Railroad Commissioner,,Overvotes,,0,0,0,0
Hemphill,402,Railroad Commissioner,,Undervotes,,5,0,4,1
Hemphill,402,State Representative,88,Ken King,REP,95,3,58,34
Hemphill,402,State Representative,88,Overvotes,,0,0,0,0
Hemphill,402,State Representative,88,Undervotes,,12,2,9,1
