county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Oldham,Precinct 101,U.S. House,,Undervotes,,5,4,0,1
Oldham,Precinct 101,Railroad Commissioner,,"James ""Jim"" Wright",REP,130,89,36,5
Oldham,Precinct 101,Railroad Commissioner,,Chrysta Castaneda,DEM,15,14,1,0
Oldham,Precinct 101,Railroad Commissioner,,Matt Sterett,LIB,4,3,1,0
Oldham,Precinct 101,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,1,0,0
Oldham,Precinct 101,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 101,Railroad Commissioner,,Undervotes,,6,5,0,1
Oldham,Precinct 101,State Representative,86,John Smithee,REP,141,98,37,6
Oldham,Precinct 101,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 101,State Representative,86,Undervotes,,15,14,1,0
Oldham,Precinct 103,Registered Voters,,,,174,,,
Oldham,Precinct 103,Ballots Cast Total,,,,135,44,85,6
Oldham,Precinct 103,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 103,President,,Donald J. Trump / Michael R. Pence,REP,128,41,81,6
Oldham,Precinct 103,President,,Joseph R. Biden / Kamala D. Harris,DEM,5,2,3,0
Oldham,Precinct 103,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Oldham,Precinct 103,President,,Howie Hawkins / Angela Walker,GRN,1,1,0,0
Oldham,Precinct 103,President,,Write-In,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 103,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 103,President,,Not Assigned,,0,0,0,0
Oldham,Precinct 103,President,,Overvotes,,0,0,0,0
Oldham,Precinct 103,President,,Undervotes,,1,0,1,0
Oldham,Precinct 103,U.S. Senate,,John Cornyn,REP,126,39,81,6
Oldham,Precinct 103,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,2,3,0
Oldham,Precinct 103,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Oldham,Precinct 103,U.S. Senate,,David B. Collins,GRN,3,3,0,0
Oldham,Precinct 103,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 103,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 103,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 103,U.S. Senate,,Overvotes,,0,0,0,0
Oldham,Precinct 103,U.S. Senate,,Undervotes,,1,0,1,0
Oldham,Precinct 103,U.S. House,,Ronny Jackson,REP,127,40,81,6
Oldham,Precinct 103,U.S. House,,Gus Trujillo,DEM,7,4,3,0
Oldham,Precinct 103,U.S. House,,Jack B. Westbrook,LIB,1,0,1,0
Oldham,Precinct 103,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 103,U.S. House,,Undervotes,,0,0,0,0
Oldham,Precinct 103,Railroad Commissioner,,"James ""Jim"" Wright",REP,126,39,81,6
Oldham,Precinct 103,Railroad Commissioner,,Chrysta Castaneda,DEM,6,3,3,0
Oldham,Precinct 103,Railroad Commissioner,,Matt Sterett,LIB,1,0,1,0
Oldham,Precinct 103,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Oldham,Precinct 103,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 103,Railroad Commissioner,,Undervotes,,2,2,0,0
Oldham,Precinct 103,State Representative,86,John Smithee,REP,130,41,83,6
Oldham,Precinct 103,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 103,State Representative,86,Undervotes,,5,3,2,0
Oldham,Precinct 202,Registered Voters,,,,163,,,
Oldham,Precinct 202,Ballots Cast Total,,,,115,66,44,5
Oldham,Precinct 202,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 202,President,,Donald J. Trump / Michael R. Pence,REP,99,60,34,5
Oldham,Precinct 202,President,,Joseph R. Biden / Kamala D. Harris,DEM,15,6,9,0
Oldham,Precinct 202,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,1,0
Oldham,Precinct 202,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Oldham,Precinct 202,President,,Write-In,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 202,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 202,President,,Not Assigned,,0,0,0,0
Oldham,Precinct 202,President,,Overvotes,,0,0,0,0
Oldham,Precinct 202,President,,Undervotes,,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,John Cornyn,REP,96,57,34,5
Oldham,Precinct 202,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,14,5,9,0
Oldham,Precinct 202,U.S. Senate,,Kerry Douglas McKennon,LIB,2,1,1,0
Oldham,Precinct 202,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,Overvotes,,0,0,0,0
Oldham,Precinct 202,U.S. Senate,,Undervotes,,3,3,0,0
Oldham,Precinct 202,U.S. House,,Ronny Jackson,REP,92,55,32,5
Oldham,Precinct 202,U.S. House,,Gus Trujillo,DEM,14,5,9,0
Oldham,Precinct 202,U.S. House,,Jack B. Westbrook,LIB,4,2,2,0
Oldham,Precinct 202,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 202,U.S. House,,Undervotes,,5,4,1,0
Oldham,Precinct 202,Railroad Commissioner,,"James ""Jim"" Wright",REP,95,56,34,5
Oldham,Precinct 202,Railroad Commissioner,,Chrysta Castaneda,DEM,12,4,8,0
Oldham,Precinct 202,Railroad Commissioner,,Matt Sterett,LIB,4,2,2,0
Oldham,Precinct 202,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Oldham,Precinct 202,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 202,Railroad Commissioner,,Undervotes,,4,4,0,0
Oldham,Precinct 202,State Representative,86,John Smithee,REP,105,61,39,5
Oldham,Precinct 202,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 202,State Representative,86,Undervotes,,10,5,5,0
Oldham,Precinct 203,Registered Voters,,,,195,,,
Oldham,Precinct 203,Ballots Cast Total,,,,160,31,127,2
Oldham,Precinct 203,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 203,President,,Donald J. Trump / Michael R. Pence,REP,148,27,120,1
Oldham,Precinct 203,President,,Joseph R. Biden / Kamala D. Harris,DEM,10,3,6,1
Oldham,Precinct 203,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,1,0
Oldham,Precinct 203,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Oldham,Precinct 203,President,,Write-In,,1,1,0,0
Oldham,Precinct 203,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 203,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 203,President,,Not Assigned,,1,1,0,0
Oldham,Precinct 203,President,,Overvotes,,0,0,0,0
Oldham,Precinct 203,President,,Undervotes,,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,John Cornyn,REP,147,27,119,1
Oldham,Precinct 203,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,11,2,8,1
Oldham,Precinct 203,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,David B. Collins,GRN,1,1,0,0
Oldham,Precinct 203,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,Overvotes,,0,0,0,0
Oldham,Precinct 203,U.S. Senate,,Undervotes,,1,1,0,0
Oldham,Precinct 203,U.S. House,,Ronny Jackson,REP,147,27,119,1
Oldham,Precinct 203,U.S. House,,Gus Trujillo,DEM,10,3,6,1
Oldham,Precinct 203,U.S. House,,Jack B. Westbrook,LIB,0,0,0,0
Oldham,Precinct 203,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 203,U.S. House,,Undervotes,,3,1,2,0
Oldham,Precinct 203,Railroad Commissioner,,"James ""Jim"" Wright",REP,148,27,120,1
Oldham,Precinct 203,Railroad Commissioner,,Chrysta Castaneda,DEM,10,3,6,1
Oldham,Precinct 203,Railroad Commissioner,,Matt Sterett,LIB,0,0,0,0
Oldham,Precinct 203,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,0,1,0
Oldham,Precinct 203,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 203,Railroad Commissioner,,Undervotes,,1,1,0,0
Oldham,Precinct 203,State Representative,86,John Smithee,REP,156,30,124,2
Oldham,Precinct 203,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 203,State Representative,86,Undervotes,,4,1,3,0
Oldham,Precinct 303,Registered Voters,,,,297,,,
Oldham,Precinct 303,Ballots Cast Total,,,,205,47,144,14
Oldham,Precinct 303,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 303,President,,Donald J. Trump / Michael R. Pence,REP,187,42,131,14
Oldham,Precinct 303,President,,Joseph R. Biden / Kamala D. Harris,DEM,16,5,11,0
Oldham,Precinct 303,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,2,0,2,0
Oldham,Precinct 303,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Oldham,Precinct 303,President,,Write-In,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 303,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 303,President,,Not Assigned,,0,0,0,0
Oldham,Precinct 303,President,,Overvotes,,0,0,0,0
Oldham,Precinct 303,President,,Undervotes,,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,John Cornyn,REP,181,41,126,14
Oldham,Precinct 303,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,13,4,9,0
Oldham,Precinct 303,U.S. Senate,,Kerry Douglas McKennon,LIB,4,0,4,0
Oldham,Precinct 303,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,Overvotes,,0,0,0,0
Oldham,Precinct 303,U.S. Senate,,Undervotes,,7,2,5,0
Oldham,Precinct 303,U.S. House,,Ronny Jackson,REP,182,40,128,14
Oldham,Precinct 303,U.S. House,,Gus Trujillo,DEM,17,6,11,0
Oldham,Precinct 303,U.S. House,,Jack B. Westbrook,LIB,3,0,3,0
Oldham,Precinct 303,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 303,U.S. House,,Undervotes,,3,1,2,0
Oldham,Precinct 303,Railroad Commissioner,,"James ""Jim"" Wright",REP,179,38,127,14
Oldham,Precinct 303,Railroad Commissioner,,Chrysta Castaneda,DEM,14,6,8,0
Oldham,Precinct 303,Railroad Commissioner,,Matt Sterett,LIB,3,0,3,0
Oldham,Precinct 303,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,0,1,0
Oldham,Precinct 303,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 303,Railroad Commissioner,,Undervotes,,8,3,5,0
Oldham,Precinct 303,State Representative,86,John Smithee,REP,190,44,132,14
Oldham,Precinct 303,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 303,State Representative,86,Undervotes,,15,3,12,0
Oldham,Precinct 403,Registered Voters,,,,161,,,
Oldham,Precinct 403,Ballots Cast Total,,,,105,30,70,5
Oldham,Precinct 403,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 403,President,,Donald J. Trump / Michael R. Pence,REP,96,25,69,2
Oldham,Precinct 403,President,,Joseph R. Biden / Kamala D. Harris,DEM,7,3,1,3
Oldham,Precinct 403,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,2,2,0,0
Oldham,Precinct 403,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Oldham,Precinct 403,President,,Write-In,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 403,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 403,President,,Not Assigned,,0,0,0,0
Oldham,Precinct 403,President,,Overvotes,,0,0,0,0
Oldham,Precinct 403,President,,Undervotes,,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,John Cornyn,REP,96,25,69,2
Oldham,Precinct 403,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,7,4,0,3
Oldham,Precinct 403,U.S. Senate,,Kerry Douglas McKennon,LIB,2,1,1,0
Oldham,Precinct 403,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,Overvotes,,0,0,0,0
Oldham,Precinct 403,U.S. Senate,,Undervotes,,0,0,0,0
Oldham,Precinct 403,U.S. House,,Ronny Jackson,REP,96,25,69,2
Oldham,Precinct 403,U.S. House,,Gus Trujillo,DEM,6,3,0,3
Oldham,Precinct 403,U.S. House,,Jack B. Westbrook,LIB,2,2,0,0
Oldham,Precinct 403,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 403,U.S. House,,Undervotes,,1,0,1,0
Oldham,Precinct 403,Railroad Commissioner,,"James ""Jim"" Wright",REP,95,24,69,2
Oldham,Precinct 403,Railroad Commissioner,,Chrysta Castaneda,DEM,6,3,0,3
Oldham,Precinct 403,Railroad Commissioner,,Matt Sterett,LIB,3,2,1,0
Oldham,Precinct 403,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,1,0,0
Oldham,Precinct 403,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 403,Railroad Commissioner,,Undervotes,,0,0,0,0
Oldham,Precinct 403,State Representative,86,John Smithee,REP,102,30,68,4
Oldham,Precinct 403,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 403,State Representative,86,Undervotes,,3,0,2,1
Oldham,Precinct 404,Registered Voters,,,,176,,,
Oldham,Precinct 404,Ballots Cast Total,,,,137,58,68,11
Oldham,Precinct 404,Ballots Cast Blank,,,,0,0,0,0
Oldham,Precinct 404,President,,Donald J. Trump / Michael R. Pence,REP,127,55,64,8
Oldham,Precinct 404,President,,Joseph R. Biden / Kamala D. Harris,DEM,9,3,3,3
Oldham,Precinct 404,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,1,0
Oldham,Precinct 404,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Oldham,Precinct 404,President,,Write-In,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: President R. Boddie / Eric C. Stoneham,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Brian Carroll / Amar Patel,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Todd Cella / Tim Cella,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Tom Hoefling / Andy Prior,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Gloaria La Riva / Leonard Peltier,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Abram Loeb / Jennifer Jairala,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Robert Morrow / Anne Beckett,,0,0,0,0
Oldham,Precinct 404,President,,Write-In: Kasey Wells / Rachel Wells,,0,0,0,0
Oldham,Precinct 404,President,,Not Assigned,,0,0,0,0
Oldham,Precinct 404,President,,Overvotes,,0,0,0,0
Oldham,Precinct 404,President,,Undervotes,,0,0,0,0
Oldham,Precinct 404,U.S. Senate,,John Cornyn,REP,127,54,64,9
Oldham,Precinct 404,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,6,2,3,1
Oldham,Precinct 404,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Oldham,Precinct 404,U.S. Senate,,David B. Collins,GRN,1,0,0,1
Oldham,Precinct 404,U.S. Senate,,Write-In,,0,0,0,0
Oldham,Precinct 404,U.S. Senate,,Write-In: Ricardo Turullols-Bonilla,,0,0,0,0
Oldham,Precinct 404,U.S. Senate,,Not Assigned,,0,0,0,0
Oldham,Precinct 404,U.S. Senate,,Overvotes,,1,0,1,0
Oldham,Precinct 404,U.S. Senate,,Undervotes,,2,2,0,0
Oldham,Precinct 404,U.S. House,,Ronny Jackson,REP,122,51,63,8
Oldham,Precinct 404,U.S. House,,Gus Trujillo,DEM,10,4,3,3
Oldham,Precinct 404,U.S. House,,Jack B. Westbrook,LIB,1,1,0,0
Oldham,Precinct 404,U.S. House,,Overvotes,,0,0,0,0
Oldham,Precinct 404,U.S. House,,Undervotes,,4,2,2,0
Oldham,Precinct 404,Railroad Commissioner,,"James ""Jim"" Wright",REP,123,53,62,8
Oldham,Precinct 404,Railroad Commissioner,,Chrysta Castaneda,DEM,7,2,4,1
Oldham,Precinct 404,Railroad Commissioner,,Matt Sterett,LIB,2,1,1,0
Oldham,Precinct 404,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,0,0,1
Oldham,Precinct 404,Railroad Commissioner,,Overvotes,,0,0,0,0
Oldham,Precinct 404,Railroad Commissioner,,Undervotes,,4,2,1,1
Oldham,Precinct 404,State Representative,86,John Smithee,REP,128,54,64,10
Oldham,Precinct 404,State Representative,86,Overvotes,,0,0,0,0
Oldham,Precinct 404,State Representative,86,Undervotes,,9,4,4,1
