county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Colorado,102,President,,DEM,John K. Delaney,0,0,0,0
Colorado,102,U.S. Senate,,DEM,Chris Bell,2,0,1,1
Colorado,102,U.S. Senate,,DEM,D. R. Hunter,1,0,1,0
Colorado,102,U.S. Senate,,DEM,Mary (MJ) Hegar,5,3,2,0
Colorado,102,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,0,2
Colorado,102,U.S. Senate,,DEM,Michael Cooper,4,3,1,0
Colorado,102,U.S. Senate,,DEM,Royce West,1,0,0,1
Colorado,102,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,102,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,1,0,0
Colorado,102,U.S. Senate,,DEM,Sema Hernandez,2,2,0,0
Colorado,102,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,102,U.S. Senate,,DEM,Amanda K. Edwards,1,0,0,1
Colorado,102,U.S. Senate,,DEM,Victor Hugo Harris,1,1,0,0
Colorado,102,U.S. House,10,DEM,Mike Siegel,9,4,1,4
Colorado,102,U.S. House,10,DEM,Shannon Hutcheson,6,5,0,1
Colorado,102,U.S. House,10,DEM,Pritesh Gandhi,6,1,4,1
Colorado,102,Railroad Commissioner,,DEM,Kelly Stone,7,4,2,1
Colorado,102,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,0,0,1
Colorado,102,Railroad Commissioner,,DEM,Chrysta Castaneda,6,1,1,4
Colorado,102,Railroad Commissioner,,DEM,Mark Watson,5,3,2,0
Colorado,102,State Senate,18,DEM,Michael Antalan,18,7,5,6
Colorado,103,Registered Voters,,,,669,,,
Colorado,103,Ballots Cast,,,,251,185,45,21
Colorado,103,President,,DEM,Elizabeth Warren,2,2,0,0
Colorado,103,President,,DEM,Tom Steyer,0,0,0,0
Colorado,103,President,,DEM,Andrew Yang,0,0,0,0
Colorado,103,President,,DEM,Michael Bennet,0,0,0,0
Colorado,103,President,,DEM,Amy Klobuchar,1,0,0,1
Colorado,103,President,,DEM,Joseph R. Biden,8,6,2,0
Colorado,103,President,,DEM,Robby Wells,0,0,0,0
Colorado,103,President,,DEM,Cory Booker,0,0,0,0
Colorado,103,President,,DEM,Pete Buttigieg,0,0,0,0
Colorado,103,President,,DEM,Michael R. Bloomberg,3,0,0,3
Colorado,103,President,,DEM,Julian Castro,0,0,0,0
Colorado,103,President,,DEM,Bernie Sanders,6,6,0,0
Colorado,103,President,,DEM,Marianne Williamson,0,0,0,0
Colorado,103,President,,DEM,Deval Patrick,0,0,0,0
Colorado,103,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,103,President,,DEM,Tulsi Gabbard,0,0,0,0
Colorado,103,President,,DEM,John K. Delaney,0,0,0,0
Colorado,103,U.S. Senate,,DEM,Chris Bell,8,5,0,3
Colorado,103,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0
Colorado,103,U.S. Senate,,DEM,Mary (MJ) Hegar,3,3,0,0
Colorado,103,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,0,1
Colorado,103,U.S. Senate,,DEM,Michael Cooper,1,1,0,0
Colorado,103,U.S. Senate,,DEM,Royce West,0,0,0,0
Colorado,103,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,103,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",4,3,1,0
Colorado,103,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Colorado,103,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,103,U.S. Senate,,DEM,Amanda K. Edwards,1,0,1,0
Colorado,103,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Colorado,103,U.S. House,10,DEM,Mike Siegel,9,5,1,3
Colorado,103,U.S. House,10,DEM,Shannon Hutcheson,9,7,1,1
Colorado,103,U.S. House,10,DEM,Pritesh Gandhi,1,1,0,0
Colorado,103,Railroad Commissioner,,DEM,Kelly Stone,11,7,0,4
Colorado,103,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",4,3,1,0
Colorado,103,Railroad Commissioner,,DEM,Chrysta Castaneda,2,2,0,0
Colorado,103,Railroad Commissioner,,DEM,Mark Watson,2,1,1,0
Colorado,103,State Senate,18,DEM,Michael Antalan,18,12,2,4
Colorado,201,Registered Voters,,,,2918,,,
Colorado,201,Ballots Cast,,,,941,603,283,55
Colorado,201,President,,DEM,Elizabeth Warren,11,8,3,0
Colorado,201,President,,DEM,Tom Steyer,3,1,1,1
Colorado,201,President,,DEM,Andrew Yang,0,0,0,0
Colorado,201,President,,DEM,Michael Bennet,3,3,0,0
Colorado,201,President,,DEM,Amy Klobuchar,6,0,3,3
Colorado,201,President,,DEM,Joseph R. Biden,98,79,9,10
Colorado,201,President,,DEM,Robby Wells,0,0,0,0
Colorado,201,President,,DEM,Cory Booker,0,0,0,0
Colorado,201,President,,DEM,Pete Buttigieg,10,1,8,1
Colorado,201,President,,DEM,Michael R. Bloomberg,32,16,5,11
Colorado,201,President,,DEM,Julian Castro,1,1,0,0
Colorado,201,President,,DEM,Bernie Sanders,31,23,5,3
Colorado,201,President,,DEM,Marianne Williamson,1,0,1,0
Colorado,201,President,,DEM,Deval Patrick,0,0,0,0
Colorado,201,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,201,President,,DEM,Tulsi Gabbard,2,2,0,0
Colorado,201,President,,DEM,John K. Delaney,2,1,1,0
Colorado,201,U.S. Senate,,DEM,Chris Bell,38,21,12,5
Colorado,201,U.S. Senate,,DEM,D. R. Hunter,6,6,0,0
Colorado,201,U.S. Senate,,DEM,Mary (MJ) Hegar,48,32,7,9
Colorado,201,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,12,12,0,0
Colorado,201,U.S. Senate,,DEM,Michael Cooper,16,10,3,3
Colorado,201,U.S. Senate,,DEM,Royce West,25,15,2,8
Colorado,201,U.S. Senate,,DEM,Adrian Ocegueda,1,1,0,0
Colorado,201,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",11,5,5,1
Colorado,201,U.S. Senate,,DEM,Sema Hernandez,3,1,2,0
Colorado,201,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,1,0
Colorado,201,U.S. Senate,,DEM,Amanda K. Edwards,12,7,2,3
Colorado,201,U.S. Senate,,DEM,Victor Hugo Harris,2,2,0,0
Colorado,201,U.S. House,10,DEM,Mike Siegel,112,75,15,22
Colorado,201,U.S. House,10,DEM,Shannon Hutcheson,36,26,8,2
Colorado,201,U.S. House,10,DEM,Pritesh Gandhi,37,21,11,5
Colorado,201,Railroad Commissioner,,DEM,Kelly Stone,52,37,9,6
Colorado,201,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",45,36,6,3
Colorado,201,Railroad Commissioner,,DEM,Chrysta Castaneda,45,22,10,13
Colorado,201,Railroad Commissioner,,DEM,Mark Watson,28,15,8,5
Colorado,201,State Senate,18,DEM,Michael Antalan,150,91,33,26
Colorado,202,Registered Voters,,,,622,,,
Colorado,202,Ballots Cast,,,,186,123,45,18
Colorado,202,President,,DEM,Elizabeth Warren,1,0,0,1
Colorado,202,President,,DEM,Tom Steyer,0,0,0,0
Colorado,202,President,,DEM,Andrew Yang,0,0,0,0
Colorado,202,President,,DEM,Michael Bennet,0,0,0,0
Colorado,202,President,,DEM,Amy Klobuchar,0,0,0,0
Colorado,202,President,,DEM,Joseph R. Biden,11,10,1,0
Colorado,202,President,,DEM,Robby Wells,0,0,0,0
Colorado,202,President,,DEM,Cory Booker,0,0,0,0
Colorado,202,President,,DEM,Pete Buttigieg,0,0,0,0
Colorado,202,President,,DEM,Michael R. Bloomberg,5,2,1,2
Colorado,202,President,,DEM,Julian Castro,0,0,0,0
Colorado,202,President,,DEM,Bernie Sanders,0,0,0,0
Colorado,202,President,,DEM,Marianne Williamson,0,0,0,0
Colorado,202,President,,DEM,Deval Patrick,0,0,0,0
Colorado,202,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,202,President,,DEM,Tulsi Gabbard,0,0,0,0
Colorado,202,President,,DEM,John K. Delaney,0,0,0,0
Colorado,202,U.S. Senate,,DEM,Chris Bell,6,5,1,0
Colorado,202,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Colorado,202,U.S. Senate,,DEM,Mary (MJ) Hegar,3,3,0,0
Colorado,202,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,1,1,0
Colorado,202,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Colorado,202,U.S. Senate,,DEM,Royce West,0,0,0,0
Colorado,202,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,202,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",4,2,0,2
Colorado,202,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Colorado,202,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,202,U.S. Senate,,DEM,Amanda K. Edwards,2,1,0,1
Colorado,202,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Colorado,202,U.S. House,10,DEM,Mike Siegel,6,5,0,1
Colorado,202,U.S. House,10,DEM,Shannon Hutcheson,6,4,1,1
Colorado,202,U.S. House,10,DEM,Pritesh Gandhi,5,3,1,1
Colorado,202,Railroad Commissioner,,DEM,Kelly Stone,3,2,0,1
Colorado,202,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",7,3,2,2
Colorado,202,Railroad Commissioner,,DEM,Chrysta Castaneda,3,3,0,0
Colorado,202,Railroad Commissioner,,DEM,Mark Watson,3,3,0,0
Colorado,202,State Senate,18,DEM,Michael Antalan,16,11,2,3
Colorado,302,Registered Voters,,,,1084,,,
Colorado,302,Ballots Cast,,,,580,345,188,47
Colorado,302,President,,DEM,Elizabeth Warren,5,5,0,0
Colorado,302,President,,DEM,Tom Steyer,4,4,0,0
Colorado,302,President,,DEM,Andrew Yang,2,2,0,0
Colorado,302,President,,DEM,Michael Bennet,4,4,0,0
Colorado,302,President,,DEM,Amy Klobuchar,6,2,4,0
Colorado,302,President,,DEM,Joseph R. Biden,30,15,6,9
Colorado,302,President,,DEM,Robby Wells,2,2,0,0
Colorado,302,President,,DEM,Cory Booker,4,4,0,0
Colorado,302,President,,DEM,Pete Buttigieg,5,2,1,2
Colorado,302,President,,DEM,Michael R. Bloomberg,20,8,6,6
Colorado,302,President,,DEM,Julian Castro,2,2,0,0
Colorado,302,President,,DEM,Bernie Sanders,15,13,1,1
Colorado,302,President,,DEM,Marianne Williamson,3,3,0,0
Colorado,302,President,,DEM,Deval Patrick,4,4,0,0
Colorado,302,President,,DEM,"Roque ""Rocky"" De La Fuente",3,3,0,0
Colorado,302,President,,DEM,Tulsi Gabbard,4,4,0,0
Colorado,302,President,,DEM,John K. Delaney,2,2,0,0
Colorado,302,U.S. Senate,,DEM,Chris Bell,20,10,4,6
Colorado,302,U.S. Senate,,DEM,D. R. Hunter,4,4,0,0
Colorado,302,U.S. Senate,,DEM,Mary (MJ) Hegar,21,7,9,5
Colorado,302,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,6,6,0,0
Colorado,302,U.S. Senate,,DEM,Michael Cooper,3,3,0,0
Colorado,302,U.S. Senate,,DEM,Royce West,5,4,1,0
Colorado,302,U.S. Senate,,DEM,Adrian Ocegueda,2,2,0,0
Colorado,302,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",6,5,1,0
Colorado,302,U.S. Senate,,DEM,Sema Hernandez,5,5,0,0
Colorado,302,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",5,5,0,0
Colorado,302,U.S. Senate,,DEM,Amanda K. Edwards,8,4,2,2
Colorado,302,U.S. Senate,,DEM,Victor Hugo Harris,6,4,0,2
Colorado,302,U.S. House,10,DEM,Mike Siegel,23,10,5,8
Colorado,302,U.S. House,10,DEM,Shannon Hutcheson,16,9,3,4
Colorado,302,U.S. House,10,DEM,Pritesh Gandhi,23,10,10,3
Colorado,302,Railroad Commissioner,,DEM,Kelly Stone,24,12,8,4
Colorado,302,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",16,6,3,7
Colorado,302,Railroad Commissioner,,DEM,Chrysta Castaneda,12,7,4,1
Colorado,302,Railroad Commissioner,,DEM,Mark Watson,12,8,2,2
Colorado,302,State Senate,18,DEM,Michael Antalan,49,20,16,13
Colorado,303,Registered Voters,,,,587,,,
Colorado,303,Ballots Cast,,,,287,146,128,13
Colorado,303,President,,DEM,Elizabeth Warren,3,1,2,0
Colorado,303,President,,DEM,Tom Steyer,0,0,0,0
Colorado,303,President,,DEM,Andrew Yang,0,0,0,0
Colorado,303,President,,DEM,Michael Bennet,0,0,0,0
Colorado,303,President,,DEM,Amy Klobuchar,4,0,1,3
Colorado,303,President,,DEM,Joseph R. Biden,13,8,5,0
Colorado,303,President,,DEM,Robby Wells,0,0,0,0
Colorado,303,President,,DEM,Cory Booker,0,0,0,0
Colorado,303,President,,DEM,Pete Buttigieg,2,0,0,2
Colorado,303,President,,DEM,Michael R. Bloomberg,8,1,3,4
Colorado,303,President,,DEM,Julian Castro,0,0,0,0
Colorado,303,President,,DEM,Bernie Sanders,2,0,2,0
Colorado,303,President,,DEM,Marianne Williamson,0,0,0,0
Colorado,303,President,,DEM,Deval Patrick,0,0,0,0
Colorado,303,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,303,President,,DEM,Tulsi Gabbard,1,1,0,0
Colorado,303,President,,DEM,John K. Delaney,0,0,0,0
Colorado,303,U.S. Senate,,DEM,Chris Bell,8,0,3,5
Colorado,303,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0
Colorado,303,U.S. Senate,,DEM,Mary (MJ) Hegar,11,3,6,2
Colorado,303,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,1,0,0
Colorado,303,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Colorado,303,U.S. Senate,,DEM,Royce West,2,2,0,0
Colorado,303,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,303,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,0,1,0
Colorado,303,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Colorado,303,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,303,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Colorado,303,U.S. Senate,,DEM,Victor Hugo Harris,1,0,1,0
Colorado,303,U.S. House,10,DEM,Mike Siegel,12,4,6,2
Colorado,303,U.S. House,10,DEM,Shannon Hutcheson,4,1,3,0
Colorado,303,U.S. House,10,DEM,Pritesh Gandhi,11,3,3,5
Colorado,303,Railroad Commissioner,,DEM,Kelly Stone,7,3,3,1
Colorado,303,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",8,3,3,2
Colorado,303,Railroad Commissioner,,DEM,Chrysta Castaneda,7,1,2,4
Colorado,303,Railroad Commissioner,,DEM,Mark Watson,4,0,4,0
Colorado,303,State Senate,18,DEM,Michael Antalan,24,6,11,7
Colorado,304,Registered Voters,,,,506,,,
Colorado,304,Ballots Cast,,,,228,129,94,5
Colorado,304,President,,DEM,Elizabeth Warren,3,3,0,0
Colorado,304,President,,DEM,Tom Steyer,0,0,0,0
Colorado,304,President,,DEM,Andrew Yang,0,0,0,0
Colorado,304,President,,DEM,Michael Bennet,0,0,0,0
Colorado,304,President,,DEM,Amy Klobuchar,0,0,0,0
Colorado,304,President,,DEM,Joseph R. Biden,9,9,0,0
Colorado,304,President,,DEM,Robby Wells,0,0,0,0
Colorado,304,President,,DEM,Cory Booker,0,0,0,0
Colorado,304,President,,DEM,Pete Buttigieg,1,0,1,0
Colorado,304,President,,DEM,Michael R. Bloomberg,1,0,1,0
Colorado,304,President,,DEM,Julian Castro,0,0,0,0
Colorado,304,President,,DEM,Bernie Sanders,10,7,2,1
Colorado,304,President,,DEM,Marianne Williamson,0,0,0,0
Colorado,304,President,,DEM,Deval Patrick,0,0,0,0
Colorado,304,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,304,President,,DEM,Tulsi Gabbard,0,0,0,0
Colorado,304,President,,DEM,John K. Delaney,0,0,0,0
Colorado,304,U.S. Senate,,DEM,Chris Bell,3,2,0,1
Colorado,304,U.S. Senate,,DEM,D. R. Hunter,2,1,1,0
Colorado,304,U.S. Senate,,DEM,Mary (MJ) Hegar,12,10,2,0
Colorado,304,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,3,0,0
Colorado,304,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Colorado,304,U.S. Senate,,DEM,Royce West,0,0,0,0
Colorado,304,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,304,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0
Colorado,304,U.S. Senate,,DEM,Sema Hernandez,2,2,0,0
Colorado,304,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,1,0
Colorado,304,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Colorado,304,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Colorado,304,U.S. House,10,DEM,Mike Siegel,8,5,3,0
Colorado,304,U.S. House,10,DEM,Shannon Hutcheson,8,7,0,1
Colorado,304,U.S. House,10,DEM,Pritesh Gandhi,7,6,1,0
Colorado,304,Railroad Commissioner,,DEM,Kelly Stone,9,5,3,1
Colorado,304,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,3,0,0
Colorado,304,Railroad Commissioner,,DEM,Chrysta Castaneda,7,7,0,0
Colorado,304,Railroad Commissioner,,DEM,Mark Watson,4,3,1,0
Colorado,304,State Senate,18,DEM,Michael Antalan,20,15,4,1
Colorado,305,Registered Voters,,,,1770,,,
Colorado,305,Ballots Cast,,,,671,268,363,40
Colorado,305,President,,DEM,Elizabeth Warren,9,2,7,0
Colorado,305,President,,DEM,Tom Steyer,1,0,1,0
Colorado,305,President,,DEM,Andrew Yang,1,1,0,0
Colorado,305,President,,DEM,Michael Bennet,0,0,0,0
Colorado,305,President,,DEM,Amy Klobuchar,2,0,1,1
Colorado,305,President,,DEM,Joseph R. Biden,43,32,3,8
Colorado,305,President,,DEM,Robby Wells,0,0,0,0
Colorado,305,President,,DEM,Cory Booker,1,0,1,0
Colorado,305,President,,DEM,Pete Buttigieg,3,0,2,1
Colorado,305,President,,DEM,Michael R. Bloomberg,17,5,8,4
Colorado,305,President,,DEM,Julian Castro,0,0,0,0
Colorado,305,President,,DEM,Bernie Sanders,23,11,11,1
Colorado,305,President,,DEM,Marianne Williamson,0,0,0,0
Colorado,305,President,,DEM,Deval Patrick,0,0,0,0
Colorado,305,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1,0
Colorado,305,President,,DEM,Tulsi Gabbard,0,0,0,0
Colorado,305,President,,DEM,John K. Delaney,0,0,0,0
Colorado,305,U.S. Senate,,DEM,Chris Bell,19,11,6,2
Colorado,305,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0
Colorado,305,U.S. Senate,,DEM,Mary (MJ) Hegar,34,13,13,8
Colorado,305,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,5,2,3,0
Colorado,305,U.S. Senate,,DEM,Michael Cooper,6,5,1,0
Colorado,305,U.S. Senate,,DEM,Royce West,9,3,3,3
Colorado,305,U.S. Senate,,DEM,Adrian Ocegueda,1,0,1,0
Colorado,305,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",2,2,0,0
Colorado,305,U.S. Senate,,DEM,Sema Hernandez,5,3,2,0
Colorado,305,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,305,U.S. Senate,,DEM,Amanda K. Edwards,8,4,2,2
Colorado,305,U.S. Senate,,DEM,Victor Hugo Harris,1,1,0,0
Colorado,305,U.S. House,10,DEM,Mike Siegel,51,27,12,12
Colorado,305,U.S. House,10,DEM,Shannon Hutcheson,23,14,8,1
Colorado,305,U.S. House,10,DEM,Pritesh Gandhi,19,6,13,0
Colorado,305,Railroad Commissioner,,DEM,Kelly Stone,26,12,11,3
Colorado,305,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",16,12,2,2
Colorado,305,Railroad Commissioner,,DEM,Chrysta Castaneda,25,7,12,6
Colorado,305,Railroad Commissioner,,DEM,Mark Watson,19,11,4,4
Colorado,305,State Senate,18,DEM,Michael Antalan,76,34,27,15
Colorado,401,Registered Voters,,,,473,,,
Colorado,401,Ballots Cast,,,,116,48,60,8
Colorado,401,President,,DEM,Elizabeth Warren,3,1,2,0
Colorado,401,President,,DEM,Tom Steyer,1,1,0,0
Colorado,401,President,,DEM,Andrew Yang,0,0,0,0
Colorado,401,President,,DEM,Michael Bennet,0,0,0,0
Colorado,401,President,,DEM,Amy Klobuchar,3,0,2,1
Colorado,401,President,,DEM,Joseph R. Biden,21,9,6,6
Colorado,401,President,,DEM,Robby Wells,0,0,0,0
Colorado,401,President,,DEM,Cory Booker,0,0,0,0
Colorado,401,President,,DEM,Pete Buttigieg,0,0,0,0
Colorado,401,President,,DEM,Michael R. Bloomberg,1,0,1,0
Colorado,401,President,,DEM,Julian Castro,0,0,0,0
Colorado,401,President,,DEM,Bernie Sanders,5,0,5,0
Colorado,401,President,,DEM,Marianne Williamson,1,0,1,0
Colorado,401,President,,DEM,Deval Patrick,0,0,0,0
Colorado,401,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Colorado,401,President,,DEM,Tulsi Gabbard,0,0,0,0
Colorado,401,President,,DEM,John K. Delaney,1,0,1,0
Colorado,401,U.S. Senate,,DEM,Chris Bell,7,2,2,3
Colorado,401,U.S. Senate,,DEM,D. R. Hunter,1,0,1,0
Colorado,401,U.S. Senate,,DEM,Mary (MJ) Hegar,8,1,5,2
Colorado,401,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,1,0,0
Colorado,401,U.S. Senate,,DEM,Michael Cooper,5,2,3,0
Colorado,401,U.S. Senate,,DEM,Royce West,3,0,2,1
Colorado,401,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Colorado,401,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,2,1,0
Colorado,401,U.S. Senate,,DEM,Sema Hernandez,2,1,1,0
Colorado,401,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Colorado,401,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Colorado,401,U.S. Senate,,DEM,Victor Hugo Harris,1,0,1,0
Colorado,401,U.S. House,10,DEM,Mike Siegel,14,4,5,5
Colorado,401,U.S. House,10,DEM,Shannon Hutcheson,11,4,6,1
Colorado,401,U.S. House,10,DEM,Pritesh Gandhi,8,2,5,1
Colorado,401,Railroad Commissioner,,DEM,Kelly Stone,8,3,1,4
Colorado,401,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",8,3,4,1
Colorado,401,Railroad Commissioner,,DEM,Chrysta Castaneda,11,4,6,1
Colorado,401,Railroad Commissioner,,DEM,Mark Watson,5,0,4,1
Colorado,401,State Senate,18,DEM,Michael Antalan,28,9,12,7
Colorado,402,Registered Voters,,,,2653,,,
Colorado,402,Ballots Cast,,,,540,389,95,56
Colorado,402,President,,DEM,Elizabeth Warren,12,9,2,1
Colorado,402,President,,DEM,Tom Steyer,2,0,1,1
Colorado,402,President,,DEM,Andrew Yang,0,0,0,0
Colorado,402,President,,DEM,Michael Bennet,1,1,0,0
Colorado,402,President,,DEM,Amy Klobuchar,1,0,1,0
Colorado,402,President,,DEM,Joseph R. Biden,118,102,4,12
Colorado,402,President,,DEM,Robby Wells,0,0,0,0
Colorado,402,President,,DEM,Cory Booker,1,1,0,0
