county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 414,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,130,84,61,0,275
Wilson,Box 414,U.S. Senate,,Kerry McKennon,LIB,10,8,1,0,19
Wilson,Box 414,U.S. Senate,,David B. Collins,GRN,4,6,0,0,10
Wilson,Box 414,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 414,U.S. House,15,M. Cruz-Hernandez,REP,911,445,73,0,1429
Wilson,Box 414,U.S. House,15,Vicente Gonzalez,DEM,117,76,64,0,257
Wilson,Box 414,U.S. House,15,Ross Lynn Leone,LIB,10,7,3,0,20
Wilson,Box 414,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,880,429,81,0,1390
Wilson,Box 414,Railroad Commissioner,,Chrysta CastaÒeda,DEM,138,85,56,0,279
Wilson,Box 414,Railroad Commissioner,,Matt Sterett,LIB,19,6,1,0,26
Wilson,Box 414,Railroad Commissioner,,Katija Gruene,GRN,3,4,2,0,9
Wilson,Box 414,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,881,427,76,0,1384
Wilson,Box 414,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,141,81,61,0,283
Wilson,Box 414,"Chief Justice, Supreme Court ",,Mark Ash,LIB,17,9,2,0,28
Wilson,Box 414,Justice Supreme Court P6 Unexp,,Jane Bland,REP,906,450,82,0,1438
Wilson,Box 414,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,131,69,54,0,254
Wilson,Box 414,Justice Supreme Court P7,,Jeff Boyd,REP,885,429,75,0,1389
Wilson,Box 414,Justice Supreme Court P7,,Staci Williams,DEM,132,78,59,0,269
Wilson,Box 414,Justice Supreme Court P7,,William Strange III,LIB,13,10,2,0,25
Wilson,Box 414,Justice Supreme Court P8,,Brett Busby,REP,885,432,78,0,1395
Wilson,Box 414,Justice Supreme Court P8,,Gisela D. Triana,DEM,132,73,57,0,262
Wilson,Box 414,Justice Supreme Court P8,,Tom Oxford,LIB,14,13,2,0,29
Wilson,Box 414,Criminal Appeals Jdg P3,,Bert Richardson,REP,899,438,75,0,1412
Wilson,Box 414,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,131,75,62,0,268
Wilson,Box 414,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,897,433,75,0,1405
Wilson,Box 414,Criminal Appeals Jdg P4,,Tina Clinton,DEM,130,81,61,0,272
Wilson,Box 414,Criminal Appeals Jdg P9,,David Newell,REP,892,439,76,0,1407
Wilson,Box 414,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,127,72,57,0,256
Wilson,Box 414,State Senate,21,Frank Pomeroy,REP,838,402,63,0,1303
Wilson,Box 414,State Senate,21,Judith Zaffirini,DEM,195,114,78,0,387
Wilson,Box 414,State Representative,44,John Kuempel,REP,905,446,84,0,1435
Wilson,Box 414,State Representative,44,Robert Bohmfalk,DEM,104,61,56,0,221
Wilson,Box 414,State Representative,44,Julian Mardock,LIB,19,10,2,0,31
Wilson,Box 414,Chief Justice 4 Court Appeals,,Renee Yanta,REP,892,430,77,0,1399
Wilson,Box 414,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,133,81,60,0,274
Wilson,Box 414,District Attorney D81,,Audrey Gossett Louis,REP,934,473,97,0,1504
Wilson,Box 414,County Attorney,,Tom Caldwell,REP,904,460,90,0,1454
Wilson,Box 414,Sheriff,,Jim Stewart,REP,946,483,91,0,1520
Wilson,Box 414,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,91,50,54,0,195
Wilson,Box 414,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,934,479,99,0,1512
Wilson,Box 414,Constable P4,,"Jerry Talley, Jr.    ",REP,944,490,101,0,1535
Wilson,Box 415,President,,Trump/Pence,REP,2279,277,125,0,2681
Wilson,Box 415,President,,Biden/Harris,DEM,493,50,110,0,653
Wilson,Box 415,President,,Jorgensen/Cohen,LIB,15,2,1,0,18
Wilson,Box 415,President,,Hawkins/Walker,GRN,4,1,0,0,5
Wilson,Box 415,President,,Write-ins,,7,0,0,0,7
Wilson,Box 415,U.S. Senate,,John Cornyn,REP,2278,273,130,0,2681
Wilson,Box 415,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,454,41,100,0,595
Wilson,Box 415,U.S. Senate,,Kerry McKennon,LIB,30,8,1,0,39
Wilson,Box 415,U.S. Senate,,David B. Collins,GRN,13,1,1,0,15
Wilson,Box 415,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 415,U.S. House,28,Sandra Whitten,REP,2206,262,115,0,2583
Wilson,Box 415,U.S. House,28,Henry Cuellar,DEM,521,53,111,0,685
Wilson,Box 415,U.S. House,28,Bekah Congdon,LIB,34,9,4,0,47
Wilson,Box 415,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,2231,263,126,0,2620
Wilson,Box 415,Railroad Commissioner,,Chrysta CastaÒeda,DEM,459,41,92,0,592
Wilson,Box 415,Railroad Commissioner,,Matt Sterett,LIB,42,11,3,0,56
Wilson,Box 415,Railroad Commissioner,,Katija Gruene,GRN,24,6,2,0,32
Wilson,Box 415,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,2224,262,124,0,2610
Wilson,Box 415,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,474,53,94,0,621
Wilson,Box 415,"Chief Justice, Supreme Court ",,Mark Ash,LIB,51,7,7,0,65
Wilson,Box 415,Justice Supreme Court P6 Unexp,,Jane Bland,REP,2280,272,126,0,2678
Wilson,Box 415,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,466,46,94,0,606
Wilson,Box 415,Justice Supreme Court P7,,Jeff Boyd,REP,2251,265,125,0,2641
Wilson,Box 415,Justice Supreme Court P7,,Staci Williams,DEM,444,46,93,0,583
Wilson,Box 415,Justice Supreme Court P7,,William Strange III,LIB,49,6,5,0,60
Wilson,Box 415,Justice Supreme Court P8,,Brett Busby,REP,2239,261,126,0,2626
Wilson,Box 415,Justice Supreme Court P8,,Gisela D. Triana,DEM,456,48,92,0,596
Wilson,Box 415,Justice Supreme Court P8,,Tom Oxford,LIB,53,10,5,0,68
Wilson,Box 415,Criminal Appeals Jdg P3,,Bert Richardson,REP,2261,268,124,0,2653
Wilson,Box 415,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,461,49,93,0,603
Wilson,Box 415,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,2273,272,126,0,2671
Wilson,Box 415,Criminal Appeals Jdg P4,,Tina Clinton,DEM,459,46,93,0,598
Wilson,Box 415,Criminal Appeals Jdg P9,,David Newell,REP,2269,276,129,0,2674
Wilson,Box 415,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,449,41,89,0,579
Wilson,Box 415,State Senate,21,Frank Pomeroy,REP,2211,266,116,0,2593
Wilson,Box 415,State Senate,21,Judith Zaffirini,DEM,541,54,109,0,704
Wilson,Box 415,State Representative,44,John Kuempel,REP,2260,272,133,0,2665
Wilson,Box 415,State Representative,44,Robert Bohmfalk,DEM,410,37,85,0,532
Wilson,Box 415,State Representative,44,Julian Mardock,LIB,57,9,7,0,73
Wilson,Box 415,Chief Justice 4 Court Appeals,,Renee Yanta,REP,2257,266,125,0,2648
Wilson,Box 415,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,473,51,93,0,617
Wilson,Box 415,District Attorney D81,,Audrey Gossett Louis,REP,2481,304,160,0,2945
Wilson,Box 415,County Attorney,,Tom Caldwell,REP,2435,296,156,0,2887
Wilson,Box 415,Sheriff,,Jim Stewart,REP,2281,276,138,0,2695
Wilson,Box 415,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,449,46,83,0,578
Wilson,Box 415,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,2496,303,165,0,2964
Wilson,Box 415,Constable P4,,"Jerry Talley, Jr.    ",REP,2482,304,162,0,2948
Wilson,Box 416,President,,Trump/Pence,REP,1356,185,99,0,1640
Wilson,Box 416,President,,Biden/Harris,DEM,516,48,108,0,672
Wilson,Box 416,President,,Jorgensen/Cohen,LIB,13,0,1,0,14
Wilson,Box 416,President,,Hawkins/Walker,GRN,2,1,0,0,3
Wilson,Box 416,President,,Write-ins,,0,0,0,0,0
Wilson,Box 416,U.S. Senate,,John Cornyn,REP,1360,191,103,0,1654
Wilson,Box 416,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,469,35,104,0,608
Wilson,Box 416,U.S. Senate,,Kerry McKennon,LIB,24,3,0,0,27
Wilson,Box 416,U.S. Senate,,David B. Collins,GRN,8,1,0,0,9
Wilson,Box 416,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 416,U.S. House,28,Sandra Whitten,REP,1299,176,89,0,1564
Wilson,Box 416,U.S. House,28,Henry Cuellar,DEM,522,53,118,0,693
Wilson,Box 416,U.S. House,28,Bekah Congdon,LIB,34,1,0,0,35
Wilson,Box 416,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,1319,183,89,0,1591
Wilson,Box 416,Railroad Commissioner,,Chrysta CastaÒeda,DEM,491,39,108,0,638
Wilson,Box 416,Railroad Commissioner,,Matt Sterett,LIB,29,3,1,0,33
Wilson,Box 416,Railroad Commissioner,,Katija Gruene,GRN,16,4,1,0,21
Wilson,Box 416,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,1319,185,94,0,1598
Wilson,Box 416,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,486,41,105,0,632
Wilson,Box 416,"Chief Justice, Supreme Court ",,Mark Ash,LIB,50,3,3,0,56
Wilson,Box 416,Justice Supreme Court P6 Unexp,,Jane Bland,REP,1365,184,100,0,1649
Wilson,Box 416,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,486,45,102,0,633
Wilson,Box 416,Justice Supreme Court P7,,Jeff Boyd,REP,1329,184,90,0,1603
Wilson,Box 416,Justice Supreme Court P7,,Staci Williams,DEM,480,39,111,0,630
Wilson,Box 416,Justice Supreme Court P7,,William Strange III,LIB,33,6,1,0,40
Wilson,Box 416,Justice Supreme Court P8,,Brett Busby,REP,1340,182,95,0,1617
Wilson,Box 416,Justice Supreme Court P8,,Gisela D. Triana,DEM,469,41,104,0,614
Wilson,Box 416,Justice Supreme Court P8,,Tom Oxford,LIB,40,6,4,0,50
Wilson,Box 416,Criminal Appeals Jdg P3,,Bert Richardson,REP,1340,184,92,0,1616
Wilson,Box 416,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,493,45,109,0,647
Wilson,Box 416,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,1360,185,94,0,1639
Wilson,Box 416,Criminal Appeals Jdg P4,,Tina Clinton,DEM,479,44,104,0,627
Wilson,Box 416,Criminal Appeals Jdg P9,,David Newell,REP,1361,188,96,0,1645
Wilson,Box 416,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,468,39,104,0,611
Wilson,Box 416,State Senate,21,Frank Pomeroy,REP,1305,177,89,0,1571
Wilson,Box 416,State Senate,21,Judith Zaffirini,DEM,541,53,115,0,709
Wilson,Box 416,State Representative,44,John Kuempel,REP,1356,186,98,0,1640
Wilson,Box 416,State Representative,44,Robert Bohmfalk,DEM,431,34,101,0,566
Wilson,Box 416,State Representative,44,Julian Mardock,LIB,48,9,4,0,61
Wilson,Box 416,Chief Justice 4 Court Appeals,,Renee Yanta,REP,1320,186,96,0,1602
Wilson,Box 416,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,503,43,102,0,648
Wilson,Box 416,District Attorney D81,,Audrey Gossett Louis,REP,1591,208,131,0,1930
Wilson,Box 416,County Attorney,,Tom Caldwell,REP,1548,205,125,0,1878
Wilson,Box 416,Sheriff,,Jim Stewart,REP,1377,193,101,0,1671
Wilson,Box 416,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,457,38,102,0,597
Wilson,Box 416,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,1585,210,137,0,1932
Wilson,Box 416,Constable P4,,"Jerry Talley, Jr.    ",REP,1590,213,134,0,1937
