county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 103,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,276,84,109,0,469
Wilson,Box 103,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,574,201,55,0,830
Wilson,Box 103,Criminal Appeals Jdg P4,,Tina Clinton,DEM,274,82,109,0,465
Wilson,Box 103,Criminal Appeals Jdg P9,,David Newell,REP,574,199,57,0,830
Wilson,Box 103,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,256,86,104,0,446
Wilson,Box 103,State Senate,21,Frank Pomeroy,REP,546,182,47,0,775
Wilson,Box 103,State Senate,21,Judith Zaffirini,DEM,314,107,121,0,542
Wilson,Box 103,State Representative,44,John Kuempel,REP,563,201,57,0,821
Wilson,Box 103,State Representative,44,Robert Bohmfalk,DEM,252,76,104,0,432
Wilson,Box 103,State Representative,44,Julian Mardock,LIB,33,9,4,0,46
Wilson,Box 103,Chief Justice 4 Court Appeals,,Renee Yanta,REP,579,192,53,0,824
Wilson,Box 103,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,274,93,113,0,480
Wilson,Box 103,District Attorney D81,,Audrey Gossett Louis,REP,705,245,91,0,1041
Wilson,Box 103,County Attorney,,Tom Caldwell,REP,690,244,93,0,1027
Wilson,Box 103,Sheriff,,Jim Stewart,REP,568,187,68,0,823
Wilson,Box 103,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,281,101,101,0,483
Wilson,Box 103,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,699,243,96,0,1038
Wilson,Box 103,County Commissioner P1,,Gary Martin,REP,514,160,55,0,729
Wilson,Box 103,County Commissioner P1,,"Albert Gamez, Jr. ",DEM,336,135,113,0,584
Wilson,Box 103,Constable P1,,Leonard Guzman,REP,521,172,61,0,754
Wilson,Box 103,Constable P1,,"Thomas \Wedo\"" Silvas"" ",DEM,327,123,110,0,560
Wilson,Box 104,President,,Trump/Pence,REP,351,187,35,0,573
Wilson,Box 104,President,,Biden/Harris,DEM,110,59,41,0,210
Wilson,Box 104,President,,Jorgensen/Cohen,LIB,4,0,0,0,4
Wilson,Box 104,President,,Hawkins/Walker,GRN,0,0,0,0,0
Wilson,Box 104,President,,Write-ins,,1,0,0,0,1
Wilson,Box 104,U.S. Senate,,John Cornyn,REP,351,186,37,0,574
Wilson,Box 104,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,103,48,37,0,188
Wilson,Box 104,U.S. Senate,,Kerry McKennon,LIB,6,4,0,0,10
Wilson,Box 104,U.S. Senate,,David B. Collins,GRN,2,2,0,0,4
Wilson,Box 104,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 104,U.S. House,28,Sandra Whitten,REP,327,169,32,0,528
Wilson,Box 104,U.S. House,28,Henry Cuellar,DEM,125,69,42,0,236
Wilson,Box 104,U.S. House,28,Bekah Congdon,LIB,10,2,0,0,12
Wilson,Box 104,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,343,178,36,0,557
Wilson,Box 104,Railroad Commissioner,,Chrysta CastaÒeda,DEM,106,49,38,0,193
Wilson,Box 104,Railroad Commissioner,,Matt Sterett,LIB,6,3,0,0,9
Wilson,Box 104,Railroad Commissioner,,Katija Gruene,GRN,4,4,0,0,8
Wilson,Box 104,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,340,177,34,0,551
Wilson,Box 104,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,109,55,38,0,202
Wilson,Box 104,"Chief Justice, Supreme Court ",,Mark Ash,LIB,10,5,1,0,16
Wilson,Box 104,Justice Supreme Court P6 Unexp,,Jane Bland,REP,358,181,33,0,572
Wilson,Box 104,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,100,53,41,0,194
Wilson,Box 104,Justice Supreme Court P7,,Jeff Boyd,REP,345,175,31,0,551
Wilson,Box 104,Justice Supreme Court P7,,Staci Williams,DEM,102,54,42,0,198
Wilson,Box 104,Justice Supreme Court P7,,William Strange III,LIB,9,4,0,0,13
Wilson,Box 104,Justice Supreme Court P8,,Brett Busby,REP,346,174,36,0,556
Wilson,Box 104,Justice Supreme Court P8,,Gisela D. Triana,DEM,101,49,37,0,187
Wilson,Box 104,Justice Supreme Court P8,,Tom Oxford,LIB,10,9,2,0,21
Wilson,Box 104,Criminal Appeals Jdg P3,,Bert Richardson,REP,347,178,32,0,557
Wilson,Box 104,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,105,55,42,0,202
Wilson,Box 104,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,353,176,34,0,563
Wilson,Box 104,Criminal Appeals Jdg P4,,Tina Clinton,DEM,103,54,40,0,197
Wilson,Box 104,Criminal Appeals Jdg P9,,David Newell,REP,345,177,34,0,556
Wilson,Box 104,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,106,54,38,0,198
Wilson,Box 104,State Senate,21,Frank Pomeroy,REP,318,162,32,0,512
Wilson,Box 104,State Senate,21,Judith Zaffirini,DEM,139,78,42,0,259
Wilson,Box 104,State Representative,44,John Kuempel,REP,343,179,33,0,555
Wilson,Box 104,State Representative,44,Robert Bohmfalk,DEM,96,51,38,0,185
Wilson,Box 104,State Representative,44,Julian Mardock,LIB,15,5,3,0,23
Wilson,Box 104,Chief Justice 4 Court Appeals,,Renee Yanta,REP,341,181,35,0,557
Wilson,Box 104,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,110,54,37,0,201
Wilson,Box 104,District Attorney D81,,Audrey Gossett Louis,REP,410,207,46,0,663
Wilson,Box 104,County Attorney,,Tom Caldwell,REP,395,197,46,0,638
Wilson,Box 104,Sheriff,,Jim Stewart,REP,344,188,45,0,577
Wilson,Box 104,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,108,50,31,0,189
Wilson,Box 104,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,400,198,51,0,649
Wilson,Box 104,County Commissioner P1,,Gary Martin,REP,315,147,34,0,496
Wilson,Box 104,County Commissioner P1,,"Albert Gamez, Jr. ",DEM,141,94,41,0,276
Wilson,Box 104,Constable P1,,Leonard Guzman,REP,318,151,35,0,504
Wilson,Box 104,Constable P1,,"Thomas \Wedo\"" Silvas"" ",DEM,137,87,39,0,263
Wilson,Box 205,President,,Trump/Pence,REP,670,326,47,0,1043
Wilson,Box 205,President,,Biden/Harris,DEM,184,78,67,0,329
Wilson,Box 205,President,,Jorgensen/Cohen,LIB,2,3,3,0,8
Wilson,Box 205,President,,Hawkins/Walker,GRN,0,0,0,0,0
Wilson,Box 205,President,,Write-ins,,0,1,0,0,1
Wilson,Box 205,U.S. Senate,,John Cornyn,REP,669,311,54,0,1034
Wilson,Box 205,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,172,76,62,0,310
Wilson,Box 205,U.S. Senate,,Kerry McKennon,LIB,6,6,2,0,14
Wilson,Box 205,U.S. Senate,,David B. Collins,GRN,2,1,0,0,3
Wilson,Box 205,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 205,U.S. House,28,Sandra Whitten,REP,605,283,41,0,929
Wilson,Box 205,U.S. House,28,Henry Cuellar,DEM,223,112,74,0,409
Wilson,Box 205,U.S. House,28,Bekah Congdon,LIB,6,4,2,0,12
Wilson,Box 205,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,620,298,45,0,963
Wilson,Box 205,Railroad Commissioner,,Chrysta CastaÒeda,DEM,192,85,62,0,339
Wilson,Box 205,Railroad Commissioner,,Matt Sterett,LIB,13,5,3,0,21
Wilson,Box 205,Railroad Commissioner,,Katija Gruene,GRN,2,1,0,0,3
Wilson,Box 205,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,639,300,48,0,987
Wilson,Box 205,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,180,80,60,0,320
Wilson,Box 205,"Chief Justice, Supreme Court ",,Mark Ash,LIB,7,6,2,0,15
Wilson,Box 205,Justice Supreme Court P6 Unexp,,Jane Bland,REP,651,307,49,0,1007
Wilson,Box 205,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,170,75,60,0,305
Wilson,Box 205,Justice Supreme Court P7,,Jeff Boyd,REP,641,295,48,0,984
Wilson,Box 205,Justice Supreme Court P7,,Staci Williams,DEM,175,80,58,0,313
Wilson,Box 205,Justice Supreme Court P7,,William Strange III,LIB,5,7,2,0,14
Wilson,Box 205,Justice Supreme Court P8,,Brett Busby,REP,640,294,48,0,982
Wilson,Box 205,Justice Supreme Court P8,,Gisela D. Triana,DEM,177,79,60,0,316
Wilson,Box 205,Justice Supreme Court P8,,Tom Oxford,LIB,5,8,1,0,14
Wilson,Box 205,Criminal Appeals Jdg P3,,Bert Richardson,REP,642,305,48,0,995
Wilson,Box 205,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,174,74,63,0,311
Wilson,Box 205,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,644,298,47,0,989
Wilson,Box 205,Criminal Appeals Jdg P4,,Tina Clinton,DEM,172,80,62,0,314
Wilson,Box 205,Criminal Appeals Jdg P9,,David Newell,REP,637,300,48,0,985
Wilson,Box 205,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,170,78,58,0,306
Wilson,Box 205,State Senate,21,Frank Pomeroy,REP,584,268,41,0,893
Wilson,Box 205,State Senate,21,Judith Zaffirini,DEM,247,127,73,0,447
Wilson,Box 205,State Representative,44,John Kuempel,REP,648,318,53,0,1019
Wilson,Box 205,State Representative,44,Robert Bohmfalk,DEM,156,62,58,0,276
Wilson,Box 205,State Representative,44,Julian Mardock,LIB,13,8,3,0,24
Wilson,Box 205,Chief Justice 4 Court Appeals,,Renee Yanta,REP,637,305,49,0,991
Wilson,Box 205,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,184,82,61,0,327
Wilson,Box 205,District Attorney D81,,Audrey Gossett Louis,REP,721,333,62,0,1116
Wilson,Box 205,County Attorney,,Tom Caldwell,REP,696,330,63,0,1089
Wilson,Box 205,Sheriff,,Jim Stewart,REP,656,315,57,0,1028
Wilson,Box 205,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,171,78,54,0,303
Wilson,Box 205,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,734,344,66,0,1144
Wilson,Box 205,Constable P2,,Devin Keen,REP,724,343,62,0,1129
Wilson,Box 206,President,,Trump/Pence,REP,823,130,75,0,1028
Wilson,Box 206,President,,Biden/Harris,DEM,453,85,124,0,662
Wilson,Box 206,President,,Jorgensen/Cohen,LIB,10,0,0,0,10
Wilson,Box 206,President,,Hawkins/Walker,GRN,3,0,0,0,3
Wilson,Box 206,President,,Write-ins,,1,0,0,0,1
Wilson,Box 206,U.S. Senate,,John Cornyn,REP,817,127,74,0,1018
Wilson,Box 206,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,427,73,119,0,619
Wilson,Box 206,U.S. Senate,,Kerry McKennon,LIB,20,2,1,0,23
Wilson,Box 206,U.S. Senate,,David B. Collins,GRN,5,3,1,0,9
Wilson,Box 206,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 206,U.S. House,28,Sandra Whitten,REP,710,108,60,0,878
Wilson,Box 206,U.S. House,28,Henry Cuellar,DEM,526,93,135,0,754
Wilson,Box 206,U.S. House,28,Bekah Congdon,LIB,25,4,0,0,29
Wilson,Box 206,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,772,129,68,0,969
Wilson,Box 206,Railroad Commissioner,,Chrysta CastaÒeda,DEM,440,68,120,0,628
Wilson,Box 206,Railroad Commissioner,,Matt Sterett,LIB,21,3,1,0,25
Wilson,Box 206,Railroad Commissioner,,Katija Gruene,GRN,15,0,1,0,16
Wilson,Box 206,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,766,124,66,0,956
Wilson,Box 206,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,451,75,121,0,647
Wilson,Box 206,"Chief Justice, Supreme Court ",,Mark Ash,LIB,28,3,2,0,33
Wilson,Box 206,Justice Supreme Court P6 Unexp,,Jane Bland,REP,797,124,71,0,992
Wilson,Box 206,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,442,76,119,0,637
Wilson,Box 206,Justice Supreme Court P7,,Jeff Boyd,REP,781,118,63,0,962
Wilson,Box 206,Justice Supreme Court P7,,Staci Williams,DEM,440,81,119,0,640
Wilson,Box 206,Justice Supreme Court P7,,William Strange III,LIB,19,2,5,0,26
Wilson,Box 206,Justice Supreme Court P8,,Brett Busby,REP,772,118,67,0,957
Wilson,Box 206,Justice Supreme Court P8,,Gisela D. Triana,DEM,440,76,115,0,631
Wilson,Box 206,Justice Supreme Court P8,,Tom Oxford,LIB,27,4,6,0,37
Wilson,Box 206,Criminal Appeals Jdg P3,,Bert Richardson,REP,781,121,68,0,970
Wilson,Box 206,Criminal Appeals Jdg P3,,E. Davis Frizell,DEM,443,78,113,0,634
Wilson,Box 206,Criminal Appeals Jdg P4,,Kevin Patrick Yeary,REP,793,123,69,0,985
Wilson,Box 206,Criminal Appeals Jdg P4,,Tina Clinton,DEM,436,73,117,0,626
Wilson,Box 206,Criminal Appeals Jdg P9,,David Newell,REP,789,126,68,0,983
Wilson,Box 206,Criminal Appeals Jdg P9,,Brandon Birmingham,DEM,427,71,113,0,611
Wilson,Box 206,State Senate,21,Frank Pomeroy,REP,698,105,56,0,859
Wilson,Box 206,State Senate,21,Judith Zaffirini,DEM,551,96,139,0,786
Wilson,Box 206,State Representative,44,John Kuempel,REP,803,127,75,0,1005
Wilson,Box 206,State Representative,44,Robert Bohmfalk,DEM,402,69,112,0,583
Wilson,Box 206,State Representative,44,Julian Mardock,LIB,34,3,3,0,40
Wilson,Box 206,Chief Justice 4 Court Appeals,,Renee Yanta,REP,782,118,62,0,962
Wilson,Box 206,Chief Justice 4 Court Appeals,,Rebeca Martinez,DEM,457,78,123,0,658
Wilson,Box 206,District Attorney D81,,Audrey Gossett Louis,REP,1004,159,100,0,1263
Wilson,Box 206,County Attorney,,Tom Caldwell,REP,958,147,90,0,1195
Wilson,Box 206,Sheriff,,Jim Stewart,REP,823,129,88,0,1040
Wilson,Box 206,Sheriff,,"Emmanuel Fultz, Sr. ",DEM,422,71,99,0,592
Wilson,Box 206,Tax Assessor-Collector,,Dawn Polasek Barnett,REP,998,158,104,0,1260
Wilson,Box 206,Constable P2,,Devin Keen,REP,1036,161,110,0,1307
Wilson,Box 207,President,,Trump/Pence,REP,924,160,77,1,1162
Wilson,Box 207,President,,Biden/Harris,DEM,347,52,78,0,477
Wilson,Box 207,President,,Jorgensen/Cohen,LIB,8,1,1,0,10
Wilson,Box 207,President,,Hawkins/Walker,GRN,4,1,0,0,5
Wilson,Box 207,President,,Write-ins,,0,2,0,0,2
Wilson,Box 207,U.S. Senate,,John Cornyn,REP,914,155,78,1,1148
Wilson,Box 207,U.S. Senate,,"Mary \MJ\"" Hegar"" ",DEM,334,47,75,0,456
Wilson,Box 207,U.S. Senate,,Kerry McKennon,LIB,15,9,2,0,26
Wilson,Box 207,U.S. Senate,,David B. Collins,GRN,8,2,0,0,10
Wilson,Box 207,U.S. Senate,,Write-ins,,0,0,0,0,0
Wilson,Box 207,U.S. House,28,Sandra Whitten,REP,860,146,68,1,1075
Wilson,Box 207,U.S. House,28,Henry Cuellar,DEM,389,58,80,0,527
Wilson,Box 207,U.S. House,28,Bekah Congdon,LIB,16,7,5,0,28
Wilson,Box 207,Railroad Commissioner,,"James \Jim\"" Wright"" ",REP,900,151,75,0,1126
Wilson,Box 207,Railroad Commissioner,,Chrysta CastaÒeda,DEM,320,50,74,1,445
Wilson,Box 207,Railroad Commissioner,,Matt Sterett,LIB,24,4,2,0,30
Wilson,Box 207,Railroad Commissioner,,Katija Gruene,GRN,12,6,0,0,18
Wilson,Box 207,"Chief Justice, Supreme Court ",,Nathan Hecht,REP,904,151,75,1,1131
Wilson,Box 207,"Chief Justice, Supreme Court ",,Amy Clark Meachum,DEM,325,47,75,0,447
Wilson,Box 207,"Chief Justice, Supreme Court ",,Mark Ash,LIB,25,10,2,0,37
Wilson,Box 207,Justice Supreme Court P6 Unexp,,Jane Bland,REP,931,160,76,1,1168
Wilson,Box 207,Justice Supreme Court P6 Unexp,,Kathy Cheng,DEM,320,50,75,0,445
Wilson,Box 207,Justice Supreme Court P7,,Jeff Boyd,REP,902,152,73,1,1128
