county,precinct,office,district,candidate,party,votes,early_voting,election_day,absentee
Walker,101,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,41,18,23,
Walker,101,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,53,23,30,
Walker,101,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,14,3,11,
Walker,101,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,66,25,41,
Walker,101,"County Commissioner, Precinct No. 1",,Rosalyn “Lynn” Howard Kelly,DEM,66,26,40,
Walker,101,Proposition 1,,For,DEM,70,27,43,
Walker,101,Proposition 1,,Against,DEM,0,0,0,
Walker,101,Proposition 2,,For,DEM,70,27,43,
Walker,101,Proposition 2,,Against,DEM,1,1,0,
Walker,101,Proposition 3,,For,DEM,72,29,43,
Walker,101,Proposition 3,,Against,DEM,0,0,0,
Walker,101,Proposition 4,,For,DEM,71,28,43,
Walker,101,Proposition 4,,Against,DEM,1,1,0,
Walker,101,Proposition 5,,For,DEM,72,29,43,
Walker,101,Proposition 5,,Against,DEM,0,0,0,
Walker,101,Proposition 6,,For,DEM,71,29,42,
Walker,101,Proposition 6,,Against,DEM,1,0,1,
Walker,101,Proposition 7,,For,DEM,70,29,41,
Walker,101,Proposition 7,,Against,DEM,2,0,2,
Walker,101,Proposition 8,,For,DEM,70,27,43,
Walker,101,Proposition 8,,Against,DEM,1,1,0,
Walker,101,Proposition 9,,For,DEM,70,28,42,
Walker,101,Proposition 9,,Against,DEM,1,0,1,
Walker,101,Proposition 10,,For,DEM,69,28,41,
Walker,101,Proposition 10,,Against,DEM,3,1,2,
Walker,101,Proposition 11,,For,DEM,67,27,40,
Walker,101,Proposition 11,,Against,DEM,4,1,3,
Walker,102,President,,Joseph R. Biden,DEM,148,52,96,
Walker,102,President,,Michael R. Bloomberg,DEM,45,31,14,
Walker,102,President,,Pete Buttigieg,DEM,18,18,0,
Walker,102,President,,Rocque “Rocky” de la Fuente,DEM,0,0,0,
Walker,102,President,,Amy Klobuchar,DEM,6,6,0,
Walker,102,President,,Bernie Sanders,DEM,156,53,103,
Walker,102,President,,Andrew Yang,DEM,2,1,1,
Walker,102,President,,Michael Bennett,DEM,0,0,0,
Walker,102,President,,Cory Booker,DEM,2,2,0,
Walker,102,President,,Julian Castro,DEM,0,0,0,
Walker,102,President,,Tulsi Gabbard,DEM,1,1,0,
Walker,102,President,,Deval Patrick,DEM,0,0,0,
Walker,102,President,,John K. Delaney,DEM,0,0,0,
Walker,102,President,,Tom Steyer,DEM,7,4,3,
Walker,102,President,,Robby Wells,DEM,0,0,0,
Walker,102,President,,Elizabeth Warren,DEM,74,31,43,
Walker,102,President,,Marianne Williamson,DEM,0,0,0,
Walker,102,U.S. Senate,,Chris Bell,DEM,53,26,27,
Walker,102,U.S. Senate,,Jack Daniel Foster Jr.,DEM,11,2,9,
Walker,102,U.S. Senate,,Victor Hugo Harris,DEM,14,3,11,
Walker,102,U.S. Senate,,Sema Hernandez,DEM,38,15,23,
Walker,102,U.S. Senate,,Adrian Ocegueda,DEM,3,2,1,
Walker,102,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,53,20,33,
Walker,102,U.S. Senate,,Royce West,DEM,37,16,21,
Walker,102,U.S. Senate,,Michael Cooper,DEM,6,0,6,
Walker,102,U.S. Senate,,Amanda K. Edwards,DEM,37,17,20,
Walker,102,U.S. Senate,,Annie “Mama” Garcia,DEM,49,19,30,
Walker,102,U.S. Senate,,D.R. Hunter,DEM,2,0,2,
Walker,102,U.S. Senate,,Mary “MJ” Hegar,DEM,112,64,48,
Walker,102,U.S. House,8,Laura Jones,DEM,105,51,54,
Walker,102,U.S. House,8,Elizabeth Hernandez,DEM,304,128,176,
Walker,102,Railroad Commissioner,,Chrysta Castaneda,DEM,164,81,83,
Walker,102,Railroad Commissioner,,Roberto Alonzo,DEM,90,34,56,
Walker,102,Railroad Commissioner,,Mark Watson,DEM,64,30,34,
Walker,102,Railroad Commissioner,,Kelly Stone,DEM,86,36,50,
Walker,102,"Chief Justice, Supreme Court",,Gerald Zimmerer,DEM,66,26,40,
Walker,102,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,342,150,192,
Walker,102,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,325,142,183,
Walker,102,"Justice, Supreme Court, Place 6",,Larry Praeger,DEM,77,35,42,
Walker,102,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,143,64,79,
Walker,102,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,252,111,141,
Walker,102,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,107,40,67,
Walker,102,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,291,136,155,
Walker,102,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,67,28,39,
Walker,102,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,39,17,22,
Walker,102,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,291,130,161,
Walker,102,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,301,142,159,
Walker,102,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,97,32,65,
Walker,102,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,383,163,220,
Walker,102,"County Commissioner, Precinct No. 1",,Rosalyn “Lynn” Howard Kelly,DEM,402,176,226,
Walker,102,Proposition 1,,For,DEM,421,180,241,
Walker,102,Proposition 1,,Against,DEM,29,17,12,
Walker,102,Proposition 2,,For,DEM,421,182,239,
Walker,102,Proposition 2,,Against,DEM,30,16,14,
Walker,102,Proposition 3,,For,DEM,441,195,246,
Walker,102,Proposition 3,,Against,DEM,9,3,6,
Walker,102,Proposition 4,,For,DEM,424,182,242,
Walker,102,Proposition 4,,Against,DEM,24,12,12,
Walker,102,Proposition 5,,For,DEM,433,190,243,
Walker,102,Proposition 5,,Against,DEM,18,7,11,
Walker,102,Proposition 6,,For,DEM,436,195,241,
Walker,102,Proposition 6,,Against,DEM,16,3,13,
Walker,102,Proposition 7,,For,DEM,423,182,241,
Walker,102,Proposition 7,,Against,DEM,25,14,11,
Walker,102,Proposition 8,,For,DEM,434,193,241,
Walker,102,Proposition 8,,Against,DEM,14,3,11,
Walker,102,Proposition 9,,For,DEM,439,194,245,
Walker,102,Proposition 9,,Against,DEM,9,3,6,
Walker,102,Proposition 10,,For,DEM,431,191,240,
Walker,102,Proposition 10,,Against,DEM,19,7,12,
Walker,102,Proposition 11,,For,DEM,415,182,233,
Walker,102,Proposition 11,,Against,DEM,31,14,17,
Walker,103,President,,Joseph R. Biden,DEM,56,11,45,
Walker,103,President,,Michael R. Bloomberg,DEM,10,4,6,
Walker,103,President,,Pete Buttigieg,DEM,8,8,0,
Walker,103,President,,Rocque “Rocky” de la Fuente,DEM,0,0,0,
Walker,103,President,,Amy Klobuchar,DEM,3,2,1,
Walker,103,President,,Bernie Sanders,DEM,14,5,9,
Walker,103,President,,Andrew Yang,DEM,0,0,0,
Walker,103,President,,Michael Bennett,DEM,0,0,0,
Walker,103,President,,Cory Booker,DEM,0,0,0,
Walker,103,President,,Julian Castro,DEM,0,0,0,
Walker,103,President,,Tulsi Gabbard,DEM,1,0,1,
Walker,103,President,,Deval Patrick,DEM,0,0,0,
Walker,103,President,,John K. Delaney,DEM,1,0,1,
Walker,103,President,,Tom Steyer,DEM,1,1,0,
Walker,103,President,,Robby Wells,DEM,0,0,0,
Walker,103,President,,Elizabeth Warren,DEM,7,4,3,
Walker,103,President,,Marianne Williamson,DEM,1,1,0,
Walker,103,U.S. Senate,,Chris Bell,DEM,23,2,21,
Walker,103,U.S. Senate,,Jack Daniel Foster Jr.,DEM,3,0,3,
Walker,103,U.S. Senate,,Victor Hugo Harris,DEM,2,1,1,
Walker,103,U.S. Senate,,Sema Hernandez,DEM,7,0,7,
Walker,103,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,
Walker,103,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,0,3,
Walker,103,U.S. Senate,,Royce West,DEM,9,4,5,
Walker,103,U.S. Senate,,Michael Cooper,DEM,3,1,2,
Walker,103,U.S. Senate,,Amanda K. Edwards,DEM,10,4,6,
Walker,103,U.S. Senate,,Annie “Mama” Garcia,DEM,10,2,8,
Walker,103,U.S. Senate,,D.R. Hunter,DEM,4,2,2,
Walker,103,U.S. Senate,,Mary “MJ” Hegar,DEM,21,16,5,
Walker,103,U.S. House,8,Laura Jones,DEM,36,9,27,
Walker,103,U.S. House,8,Elizabeth Hernandez,DEM,56,23,33,
Walker,103,Railroad Commissioner,,Chrysta Castaneda,DEM,23,7,16,
Walker,103,Railroad Commissioner,,Roberto Alonzo,DEM,17,5,12,
Walker,103,Railroad Commissioner,,Mark Watson,DEM,20,5,15,
Walker,103,Railroad Commissioner,,Kelly Stone,DEM,32,18,14,
Walker,103,"Chief Justice, Supreme Court",,Gerald Zimmerer,DEM,29,10,19,
Walker,103,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,63,21,42,
Walker,103,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,65,25,40,
Walker,103,"Justice, Supreme Court, Place 6",,Larry Praeger,DEM,27,8,19,
Walker,103,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,31,11,20,
Walker,103,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,60,21,39,
Walker,103,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,35,9,26,
Walker,103,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,55,22,33,
Walker,103,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,27,8,19,
Walker,103,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,9,3,6,
Walker,103,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,54,20,34,
Walker,103,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,70,28,42,
Walker,103,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,24,6,18,
Walker,103,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,85,28,57,
Walker,103,"County Commissioner, Precinct No. 1",,Rosalyn “Lynn” Howard Kelly,DEM,91,33,58,
Walker,103,Proposition 1,,For,DEM,94,33,61,
Walker,103,Proposition 1,,Against,DEM,7,2,5,
Walker,103,Proposition 2,,For,DEM,95,34,61,
Walker,103,Proposition 2,,Against,DEM,6,1,5,
Walker,103,Proposition 3,,For,DEM,96,34,62,
Walker,103,Proposition 3,,Against,DEM,4,0,4,
Walker,103,Proposition 4,,For,DEM,96,35,61,
Walker,103,Proposition 4,,Against,DEM,5,0,5,
Walker,103,Proposition 5,,For,DEM,95,35,60,
Walker,103,Proposition 5,,Against,DEM,5,0,5,
Walker,103,Proposition 6,,For,DEM,95,33,62,
Walker,103,Proposition 6,,Against,DEM,5,1,4,
Walker,103,Proposition 7,,For,DEM,92,32,60,
Walker,103,Proposition 7,,Against,DEM,8,2,6,
Walker,103,Proposition 8,,For,DEM,98,34,64,
Walker,103,Proposition 8,,Against,DEM,3,1,2,
Walker,103,Proposition 9,,For,DEM,97,35,62,
Walker,103,Proposition 9,,Against,DEM,4,0,4,
Walker,103,Proposition 10,,For,DEM,93,32,61,
Walker,103,Proposition 10,,Against,DEM,6,1,5,
Walker,103,Proposition 11,,For,DEM,89,31,58,
Walker,103,Proposition 11,,Against,DEM,10,3,7,
Walker,104,President,,Joseph R. Biden,DEM,38,11,27,
Walker,104,President,,Michael R. Bloomberg,DEM,7,4,3,
Walker,104,President,,Pete Buttigieg,DEM,5,5,0,
Walker,104,President,,Rocque “Rocky” de la Fuente,DEM,0,0,0,
Walker,104,President,,Amy Klobuchar,DEM,5,4,1,
Walker,104,President,,Bernie Sanders,DEM,26,10,16,
Walker,104,President,,Andrew Yang,DEM,0,0,0,
Walker,104,President,,Michael Bennett,DEM,0,0,0,
Walker,104,President,,Cory Booker,DEM,0,0,0,
Walker,104,President,,Julian Castro,DEM,0,0,0,
Walker,104,President,,Tulsi Gabbard,DEM,0,0,0,
Walker,104,President,,Deval Patrick,DEM,0,0,0,
Walker,104,President,,John K. Delaney,DEM,0,0,0,
Walker,104,President,,Tom Steyer,DEM,1,1,0,
Walker,104,President,,Robby Wells,DEM,0,0,0,
Walker,104,President,,Elizabeth Warren,DEM,6,1,5,
Walker,104,President,,Marianne Williamson,DEM,0,0,0,
Walker,104,U.S. Senate,,Chris Bell,DEM,15,5,10,
Walker,104,U.S. Senate,,Jack Daniel Foster Jr.,DEM,0,0,0,
Walker,104,U.S. Senate,,Victor Hugo Harris,DEM,4,3,1,
Walker,104,U.S. Senate,,Sema Hernandez,DEM,3,0,3,
Walker,104,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,
Walker,104,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,0,5,
Walker,104,U.S. Senate,,Royce West,DEM,2,0,2,
Walker,104,U.S. Senate,,Michael Cooper,DEM,6,2,4,
Walker,104,U.S. Senate,,Amanda K. Edwards,DEM,9,3,6,
Walker,104,U.S. Senate,,Annie “Mama” Garcia,DEM,11,4,7,
Walker,104,U.S. Senate,,D.R. Hunter,DEM,1,0,1,
Walker,104,U.S. Senate,,Mary “MJ” Hegar,DEM,27,17,10,
Walker,104,U.S. House,8,Laura Jones,DEM,33,13,20,
Walker,104,U.S. House,8,Elizabeth Hernandez,DEM,49,21,28,
Walker,104,Railroad Commissioner,,Chrysta Castaneda,DEM,25,10,15,
Walker,104,Railroad Commissioner,,Roberto Alonzo,DEM,19,6,13,
Walker,104,Railroad Commissioner,,Mark Watson,DEM,17,8,9,
Walker,104,Railroad Commissioner,,Kelly Stone,DEM,20,9,11,
Walker,104,"Chief Justice, Supreme Court",,Gerald Zimmerer,DEM,19,9,10,
Walker,104,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,61,23,38,
Walker,104,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,60,24,36,
Walker,104,"Justice, Supreme Court, Place 6",,Larry Praeger,DEM,20,9,11,
Walker,104,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,27,13,14,
Walker,104,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,52,19,33,
Walker,104,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,32,12,20,
Walker,104,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,48,20,28,
Walker,104,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,17,6,11,
Walker,104,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,7,5,2,
Walker,104,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,56,21,35,
Walker,104,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,61,23,38,
Walker,104,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,18,9,9,
Walker,104,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,80,33,47,
Walker,104,"County Commissioner, Precinct No. 1",,Rosalyn “Lynn” Howard Kelly,DEM,83,33,50,
Walker,104,Proposition 1,,For,DEM,82,30,52,
Walker,104,Proposition 1,,Against,DEM,6,5,1,
Walker,104,Proposition 2,,For,DEM,80,30,50,
Walker,104,Proposition 2,,Against,DEM,7,5,2,
Walker,104,Proposition 3,,For,DEM,82,30,52,
Walker,104,Proposition 3,,Against,DEM,6,5,1,
Walker,104,Proposition 4,,For,DEM,79,29,50,
Walker,104,Proposition 4,,Against,DEM,8,6,2,
Walker,104,Proposition 5,,For,DEM,79,30,49,
Walker,104,Proposition 5,,Against,DEM,8,5,3,
Walker,104,Proposition 6,,For,DEM,76,30,46,
Walker,104,Proposition 6,,Against,DEM,10,5,5,
Walker,104,Proposition 7,,For,DEM,77,30,47,
Walker,104,Proposition 7,,Against,DEM,11,5,6,
Walker,104,Proposition 8,,For,DEM,81,32,49,
Walker,104,Proposition 8,,Against,DEM,8,4,4,
Walker,104,Proposition 9,,For,DEM,78,30,48,
Walker,104,Proposition 9,,Against,DEM,8,5,3,
Walker,104,Proposition 10,,For,DEM,82,31,51,
Walker,104,Proposition 10,,Against,DEM,7,5,2,
Walker,104,Proposition 11,,For,DEM,74,31,43,
Walker,104,Proposition 11,,Against,DEM,14,5,9,
Walker,201,President,,Joseph R. Biden,DEM,57,15,42,
Walker,201,President,,Michael R. Bloomberg,DEM,22,15,7,
Walker,201,President,,Pete Buttigieg,DEM,9,8,1,
Walker,201,President,,Rocque “Rocky” de la Fuente,DEM,1,1,0,
Walker,201,President,,Amy Klobuchar,DEM,2,2,0,
Walker,201,President,,Bernie Sanders,DEM,80,36,44,
Walker,201,President,,Andrew Yang,DEM,1,1,0,
Walker,201,President,,Michael Bennett,DEM,0,0,0,
Walker,201,President,,Cory Booker,DEM,0,0,0,
Walker,201,President,,Julian Castro,DEM,0,0,0,
Walker,201,President,,Tulsi Gabbard,DEM,1,1,0,
Walker,201,President,,Deval Patrick,DEM,0,0,0,
Walker,201,President,,John K. Delaney,DEM,0,0,0,
Walker,201,President,,Tom Steyer,DEM,1,1,0,
Walker,201,President,,Robby Wells,DEM,0,0,0,
Walker,201,President,,Elizabeth Warren,DEM,20,13,7,
Walker,201,President,,Marianne Williamson,DEM,0,0,0,
Walker,201,U.S. Senate,,Chris Bell,DEM,35,18,17,
Walker,201,U.S. Senate,,Jack Daniel Foster Jr.,DEM,4,1,3,
Walker,201,U.S. Senate,,Victor Hugo Harris,DEM,15,4,11,
Walker,201,U.S. Senate,,Sema Hernandez,DEM,15,6,9,
Walker,201,U.S. Senate,,Adrian Ocegueda,DEM,3,0,3,
Walker,201,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,23,13,10,
Walker,201,U.S. Senate,,Royce West,DEM,15,10,5,
Walker,201,U.S. Senate,,Michael Cooper,DEM,9,3,6,
Walker,201,U.S. Senate,,Amanda K. Edwards,DEM,13,7,6,
Walker,201,U.S. Senate,,Annie “Mama” Garcia,DEM,17,6,11,
Walker,201,U.S. Senate,,D.R. Hunter,DEM,1,0,1,
Walker,201,U.S. Senate,,Mary “MJ” Hegar,DEM,29,16,13,
Walker,201,U.S. House,8,Laura Jones,DEM,41,18,23,
Walker,201,U.S. House,8,Elizabeth Hernandez,DEM,130,60,70,
Walker,201,Railroad Commissioner,,Chrysta Castaneda,DEM,46,21,25,
Walker,201,Railroad Commissioner,,Roberto Alonzo,DEM,47,18,29,
Walker,201,Railroad Commissioner,,Mark Watson,DEM,29,21,8,
Walker,201,Railroad Commissioner,,Kelly Stone,DEM,45,19,26,
Walker,201,"Chief Justice, Supreme Court",,Gerald Zimmerer,DEM,33,17,16,
Walker,201,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,138,63,75,
Walker,201,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,149,68,81,
Walker,201,"Justice, Supreme Court, Place 6",,Larry Praeger,DEM,22,12,10,
Walker,201,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,48,19,29,
Walker,201,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,119,60,59,
Walker,201,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,53,29,24,
Walker,201,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,114,52,62,
Walker,201,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,32,16,16,
Walker,201,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,20,8,12,
Walker,201,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,113,56,57,
Walker,201,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,120,58,62,
Walker,201,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,43,20,23,
Walker,201,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,157,74,83,
Walker,201,Proposition 1,,For,DEM,185,88,97,
Walker,201,Proposition 1,,Against,DEM,6,3,3,
Walker,201,Proposition 2,,For,DEM,182,86,96,
Walker,201,Proposition 2,,Against,DEM,8,4,4,
Walker,201,Proposition 3,,For,DEM,186,88,98,
Walker,201,Proposition 3,,Against,DEM,3,3,0,
Walker,201,Proposition 4,,For,DEM,180,86,94,
Walker,201,Proposition 4,,Against,DEM,11,5,6,
Walker,201,Proposition 5,,For,DEM,187,89,98,
Walker,201,Proposition 5,,Against,DEM,2,2,0,
Walker,201,Proposition 6,,For,DEM,186,90,96,
Walker,201,Proposition 6,,Against,DEM,1,1,0,
Walker,201,Proposition 7,,For,DEM,186,89,97,
Walker,201,Proposition 7,,Against,DEM,4,2,2,
Walker,201,Proposition 8,,For,DEM,185,86,99,
Walker,201,Proposition 8,,Against,DEM,5,4,1,
Walker,201,Proposition 9,,For,DEM,189,90,99,
Walker,201,Proposition 9,,Against,DEM,1,1,0,
Walker,201,Proposition 10,,For,DEM,187,88,99,
Walker,201,Proposition 10,,Against,DEM,3,2,1,
Walker,201,Proposition 11,,For,DEM,177,84,93,
Walker,201,Proposition 11,,Against,DEM,13,6,7,
Walker,203,President,,Joseph R. Biden,DEM,10,2,8,
Walker,203,President,,Michael R. Bloomberg,DEM,3,3,0,
Walker,203,President,,Pete Buttigieg,DEM,6,6,0,
Walker,203,President,,Rocque “Rocky” de la Fuente,DEM,0,0,0,
Walker,203,President,,Amy Klobuchar,DEM,0,0,0,
Walker,203,President,,Bernie Sanders,DEM,2,0,2,
Walker,203,President,,Andrew Yang,DEM,0,0,0,
Walker,203,President,,Michael Bennett,DEM,0,0,0,
Walker,203,President,,Cory Booker,DEM,0,0,0,
Walker,203,President,,Julian Castro,DEM,0,0,0,
Walker,203,President,,Tulsi Gabbard,DEM,0,0,0,
Walker,203,President,,Deval Patrick,DEM,0,0,0,
Walker,203,President,,John K. Delaney,DEM,0,0,0,
Walker,203,President,,Tom Steyer,DEM,2,2,0,
Walker,203,President,,Robby Wells,DEM,0,0,0,
Walker,203,President,,Elizabeth Warren,DEM,4,4,0,
Walker,203,President,,Marianne Williamson,DEM,0,0,0,
Walker,203,U.S. Senate,,Chris Bell,DEM,3,1,2,
Walker,203,U.S. Senate,,Jack Daniel Foster Jr.,DEM,0,0,0,
Walker,203,U.S. Senate,,Victor Hugo Harris,DEM,1,0,1,
Walker,203,U.S. Senate,,Sema Hernandez,DEM,2,0,2,
Walker,203,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,
Walker,203,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,3,0,
Walker,203,U.S. Senate,,Royce West,DEM,3,3,0,
Walker,203,U.S. Senate,,Michael Cooper,DEM,0,0,0,
Walker,203,U.S. Senate,,Amanda K. Edwards,DEM,4,3,1,
Walker,203,U.S. Senate,,Annie “Mama” Garcia,DEM,0,0,0,
Walker,203,U.S. Senate,,D.R. Hunter,DEM,1,0,1,
Walker,203,U.S. Senate,,Mary “MJ” Hegar,DEM,8,6,2,
Walker,203,U.S. House,8,Laura Jones,DEM,7,3,4,
Walker,203,U.S. House,8,Elizabeth Hernandez,DEM,18,14,4,
Walker,203,Railroad Commissioner,,Chrysta Castaneda,DEM,3,3,0,
Walker,203,Railroad Commissioner,,Roberto Alonzo,DEM,9,3,6,
Walker,203,Railroad Commissioner,,Mark Watson,DEM,4,4,0,
Walker,203,Railroad Commissioner,,Kelly Stone,DEM,10,7,3,
Walker,203,"Chief Justice, Supreme Court",,Gerald Zimmerer,DEM,3,2,1,
Walker,203,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,22,15,7,
Walker,203,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,23,15,8,
Walker,203,"Justice, Supreme Court, Place 6",,Larry Praeger,DEM,3,2,1,
Walker,203,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,4,4,0,
Walker,203,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,21,13,8,
Walker,203,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,7,6,1,
Walker,203,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,20,11,9,
Walker,203,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,1,1,0,
Walker,203,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,2,2,0,
Walker,203,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,22,14,8,
