county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Moore,Precinct 101,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 201,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 202,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 203,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 301,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 401,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 402,President,,DEM,John K. Delaney,0,0,0,0,0
Moore,Precinct 101,President,,DEM,Amy Klobuchar,0,0,0,0,0
Moore,Precinct 201,President,,DEM,Amy Klobuchar,0,0,0,0,0
Moore,Precinct 202,President,,DEM,Amy Klobuchar,1,0,1,0,0
Moore,Precinct 203,President,,DEM,Amy Klobuchar,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Amy Klobuchar,1,0,0,1,0
Moore,Precinct 401,President,,DEM,Amy Klobuchar,0,0,0,0,0
Moore,Precinct 402,President,,DEM,Amy Klobuchar,0,0,0,0,0
Moore,Precinct 101,President,,DEM,Bernie Sanders,16,14,2,0,0
Moore,Precinct 201,President,,DEM,Bernie Sanders,20,19,1,0,0
Moore,Precinct 202,President,,DEM,Bernie Sanders,12,11,1,0,0
Moore,Precinct 203,President,,DEM,Bernie Sanders,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Bernie Sanders,12,10,1,1,0
Moore,Precinct 401,President,,DEM,Bernie Sanders,6,6,0,0,0
Moore,Precinct 402,President,,DEM,Bernie Sanders,11,11,0,0,0
Moore,Precinct 101,President,,DEM,Michael R. Bloomberg,18,9,5,4,0
Moore,Precinct 201,President,,DEM,Michael R. Bloomberg,7,5,2,0,0
Moore,Precinct 202,President,,DEM,Michael R. Bloomberg,4,3,0,1,0
Moore,Precinct 203,President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Michael R. Bloomberg,4,2,1,1,0
Moore,Precinct 401,President,,DEM,Michael R. Bloomberg,4,2,2,0,0
Moore,Precinct 402,President,,DEM,Michael R. Bloomberg,1,1,0,0,0
Moore,Precinct 101,President,,DEM,Andrew Yang,2,1,1,0,0
Moore,Precinct 201,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 202,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 203,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 401,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 402,President,,DEM,Andrew Yang,0,0,0,0,0
Moore,Precinct 101,President,,DEM,Michael Bennet,2,1,1,0,0
Moore,Precinct 201,President,,DEM,Michael Bennet,1,1,0,0,0
Moore,Precinct 202,President,,DEM,Michael Bennet,0,0,0,0,0
Moore,Precinct 203,President,,DEM,Michael Bennet,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Michael Bennet,0,0,0,0,0
Moore,Precinct 401,President,,DEM,Michael Bennet,1,1,0,0,0
Moore,Precinct 402,President,,DEM,Michael Bennet,1,1,0,0,0
Moore,Precinct 101,President,,DEM,Robby Wells,1,1,0,0,0
Moore,Precinct 201,President,,DEM,Robby Wells,0,0,0,0,0
Moore,Precinct 202,President,,DEM,Robby Wells,0,0,0,0,0
Moore,Precinct 203,President,,DEM,Robby Wells,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Robby Wells,1,1,0,0,0
Moore,Precinct 401,President,,DEM,Robby Wells,0,0,0,0,0
Moore,Precinct 402,President,,DEM,Robby Wells,0,0,0,0,0
Moore,Precinct 101,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Moore,Precinct 201,President,,DEM,Tulsi Gabbard,2,2,0,0,0
Moore,Precinct 202,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Moore,Precinct 203,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Tulsi Gabbard,1,1,0,0,0
Moore,Precinct 401,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Moore,Precinct 402,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Moore,Precinct 101,President,,DEM,Elizabeth Warren,9,7,2,0,0
Moore,Precinct 201,President,,DEM,Elizabeth Warren,0,0,0,0,0
Moore,Precinct 202,President,,DEM,Elizabeth Warren,0,0,0,0,0
Moore,Precinct 203,President,,DEM,Elizabeth Warren,0,0,0,0,0
Moore,Precinct 301,President,,DEM,Elizabeth Warren,3,1,2,0,0
Moore,Precinct 401,President,,DEM,Elizabeth Warren,3,3,0,0,0
Moore,Precinct 402,President,,DEM,Elizabeth Warren,5,5,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Michael Cooper,5,2,1,2,0
Moore,Precinct 201,U.S. Senate,,DEM,Michael Cooper,5,5,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Michael Cooper,4,3,0,1,0
Moore,Precinct 203,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Michael Cooper,6,6,0,0,0
Moore,Precinct 401,U.S. Senate,,DEM,Michael Cooper,2,2,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Michael Cooper,2,2,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Adrian Ocegueda,7,6,1,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Adrian Ocegueda,3,3,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Adrian Ocegueda,2,2,0,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Adrian Ocegueda,2,1,1,0,0
Moore,Precinct 401,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Adrian Ocegueda,1,1,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Mary (MJ) Hegar,4,3,1,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Mary (MJ) Hegar,4,3,1,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Mary (MJ) Hegar,8,7,1,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Mary (MJ) Hegar,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Mary (MJ) Hegar,5,4,0,1,0
Moore,Precinct 401,U.S. Senate,,DEM,Mary (MJ) Hegar,1,1,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Mary (MJ) Hegar,2,2,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,D. R. Hunter,3,2,1,0,0
Moore,Precinct 201,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0,0
Moore,Precinct 203,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,D. R. Hunter,2,1,1,0,0
Moore,Precinct 401,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,D. R. Hunter,1,1,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,11,9,2,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,3,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,5,2,3,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,13,10,1,2,0
Moore,Precinct 401,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,4,2,1,1,0
Moore,Precinct 402,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Victor Hugo Harris,5,2,3,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Victor Hugo Harris,2,2,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Victor Hugo Harris,2,2,0,0,0
Moore,Precinct 401,U.S. Senate,,DEM,Victor Hugo Harris,1,1,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Victor Hugo Harris,7,7,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Chris Bell,7,3,2,2,0
Moore,Precinct 201,U.S. Senate,,DEM,Chris Bell,4,2,2,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Chris Bell,6,3,1,2,0
Moore,Precinct 203,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Chris Bell,3,2,0,1,0
Moore,Precinct 401,U.S. Senate,,DEM,Chris Bell,4,3,1,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",10,8,2,0,0
Moore,Precinct 201,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",18,16,2,0,0
Moore,Precinct 202,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",6,6,0,0,0
Moore,Precinct 203,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",7,7,0,0,0
Moore,Precinct 401,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",7,7,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",6,6,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Sema Hernandez,8,6,2,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Sema Hernandez,5,4,1,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Sema Hernandez,2,1,1,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Sema Hernandez,13,12,1,0,0
Moore,Precinct 401,U.S. Senate,,DEM,Sema Hernandez,4,4,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Sema Hernandez,3,3,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",2,2,0,0,0
Moore,Precinct 201,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,1,0,0,0
Moore,Precinct 202,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",2,1,1,0,0
Moore,Precinct 203,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,1,0,0,0
Moore,Precinct 401,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Amanda K. Edwards,2,2,0,0,0
Moore,Precinct 201,U.S. Senate,,DEM,Amanda K. Edwards,4,3,1,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Amanda K. Edwards,1,1,0,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Amanda K. Edwards,1,1,0,0,0
Moore,Precinct 401,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Amanda K. Edwards,2,2,0,0,0
Moore,Precinct 101,U.S. Senate,,DEM,Royce West,2,1,0,1,0
Moore,Precinct 201,U.S. Senate,,DEM,Royce West,3,2,1,0,0
Moore,Precinct 202,U.S. Senate,,DEM,Royce West,1,0,1,0,0
Moore,Precinct 203,U.S. Senate,,DEM,Royce West,0,0,0,0,0
Moore,Precinct 301,U.S. Senate,,DEM,Royce West,2,1,0,1,0
Moore,Precinct 401,U.S. Senate,,DEM,Royce West,1,1,0,0,0
Moore,Precinct 402,U.S. Senate,,DEM,Royce West,0,0,0,0,0
Moore,Precinct 101,U.S. House,13,DEM,Timothy W. Gassaway,19,16,2,1,0
Moore,Precinct 201,U.S. House,13,DEM,Timothy W. Gassaway,12,8,4,0,0
Moore,Precinct 202,U.S. House,13,DEM,Timothy W. Gassaway,10,8,2,0,0
Moore,Precinct 203,U.S. House,13,DEM,Timothy W. Gassaway,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,DEM,Timothy W. Gassaway,13,11,1,1,0
Moore,Precinct 401,U.S. House,13,DEM,Timothy W. Gassaway,5,4,0,1,0
Moore,Precinct 402,U.S. House,13,DEM,Timothy W. Gassaway,4,4,0,0,0
Moore,Precinct 101,U.S. House,13,DEM,Greg Sagan,16,8,5,3,0
Moore,Precinct 201,U.S. House,13,DEM,Greg Sagan,10,8,2,0,0
Moore,Precinct 202,U.S. House,13,DEM,Greg Sagan,14,9,3,2,0
Moore,Precinct 203,U.S. House,13,DEM,Greg Sagan,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,DEM,Greg Sagan,3,3,0,0,0
Moore,Precinct 401,U.S. House,13,DEM,Greg Sagan,6,4,2,0,0
Moore,Precinct 402,U.S. House,13,DEM,Greg Sagan,3,3,0,0,0
Moore,Precinct 101,U.S. House,13,DEM,Gus Trujillo,34,23,8,3,0
Moore,Precinct 201,U.S. House,13,DEM,Gus Trujillo,30,28,2,0,0
Moore,Precinct 202,U.S. House,13,DEM,Gus Trujillo,16,12,3,1,0
Moore,Precinct 203,U.S. House,13,DEM,Gus Trujillo,0,0,0,0,0
Moore,Precinct 301,U.S. House,13,DEM,Gus Trujillo,40,33,2,5,0
Moore,Precinct 401,U.S. House,13,DEM,Gus Trujillo,13,13,0,0,0
Moore,Precinct 402,U.S. House,13,DEM,Gus Trujillo,18,18,0,0,0
Moore,Precinct 101,Railroad Commissioner,,DEM,Kelly Stone,19,12,6,1,0
Moore,Precinct 201,Railroad Commissioner,,DEM,Kelly Stone,12,9,3,0,0
Moore,Precinct 202,Railroad Commissioner,,DEM,Kelly Stone,13,10,1,2,0
Moore,Precinct 203,Railroad Commissioner,,DEM,Kelly Stone,0,0,0,0,0
Moore,Precinct 301,Railroad Commissioner,,DEM,Kelly Stone,10,6,1,3,0
Moore,Precinct 401,Railroad Commissioner,,DEM,Kelly Stone,5,5,0,0,0
Moore,Precinct 402,Railroad Commissioner,,DEM,Kelly Stone,6,6,0,0,0
Moore,Precinct 101,Railroad Commissioner,,DEM,Mark Watson,14,10,1,3,0
Moore,Precinct 201,Railroad Commissioner,,DEM,Mark Watson,6,6,0,0,0
Moore,Precinct 202,Railroad Commissioner,,DEM,Mark Watson,11,8,3,0,0
Moore,Precinct 203,Railroad Commissioner,,DEM,Mark Watson,0,0,0,0,0
Moore,Precinct 301,Railroad Commissioner,,DEM,Mark Watson,8,8,0,0,0
Moore,Precinct 401,Railroad Commissioner,,DEM,Mark Watson,2,0,1,1,0
Moore,Precinct 402,Railroad Commissioner,,DEM,Mark Watson,2,2,0,0,0
Moore,Precinct 101,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",28,22,4,2,0
Moore,Precinct 201,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",18,15,3,0,0
Moore,Precinct 202,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",8,6,1,1,0
Moore,Precinct 203,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,0,0,0,0
Moore,Precinct 301,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",24,22,2,0,0
Moore,Precinct 401,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",10,10,0,0,0
Moore,Precinct 402,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",13,13,0,0,0
Moore,Precinct 101,Railroad Commissioner,,DEM,Chrysta Castaneda,10,6,4,0,0
Moore,Precinct 201,Railroad Commissioner,,DEM,Chrysta Castaneda,14,12,2,0,0
Moore,Precinct 202,Railroad Commissioner,,DEM,Chrysta Castaneda,9,6,3,0,0
Moore,Precinct 203,Railroad Commissioner,,DEM,Chrysta Castaneda,0,0,0,0,0
Moore,Precinct 301,Railroad Commissioner,,DEM,Chrysta Castaneda,16,12,1,3,0
Moore,Precinct 401,Railroad Commissioner,,DEM,Chrysta Castaneda,7,6,1,0,0
Moore,Precinct 402,Railroad Commissioner,,DEM,Chrysta Castaneda,5,5,0,0,0
Moore,Precinct 101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,20,12,7,1,0
Moore,Precinct 201,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,14,11,3,0,0
Moore,Precinct 202,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,13,11,2,0,0
Moore,Precinct 203,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,0,0,0,0
Moore,Precinct 301,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,22,19,1,2,0
Moore,Precinct 401,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,5,1,0,0
Moore,Precinct 402,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,9,9,0,0,0
Moore,Precinct 101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,49,36,8,5,0
Moore,Precinct 201,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,37,32,5,0,0
Moore,Precinct 202,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,27,19,6,2,0
Moore,Precinct 203,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,0,0,0,0,0
Moore,Precinct 301,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,35,28,3,4,0
Moore,Precinct 401,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,19,17,1,1,0
Moore,Precinct 402,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,15,15,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,28,17,7,4,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,17,13,4,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,10,7,1,2,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,26,23,3,0,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,9,9,0,0,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,12,12,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,41,31,8,2,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,35,31,4,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,30,22,7,1,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,32,25,1,6,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,16,13,2,1,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,12,12,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,35,22,10,3,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,20,15,5,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,13,7,4,2,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,15,14,0,1,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,13,12,1,0,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,12,12,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,33,25,5,3,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,32,29,3,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,27,22,4,1,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,41,33,3,5,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,11,9,1,1,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,13,13,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,44,30,11,3,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,43,37,6,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,26,20,5,1,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,39,32,4,3,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,19,17,2,0,0
Moore,Precinct 402,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,15,15,0,0,0
Moore,Precinct 101,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,25,18,4,3,0
Moore,Precinct 201,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,8,6,2,0,0
Moore,Precinct 202,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,13,8,3,2,0
Moore,Precinct 203,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,0,0,0,0,0
Moore,Precinct 301,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,19,16,0,3,0
Moore,Precinct 401,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,5,4,0,1,0
