county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Dawson,Precinct 3,State Representative,82,,Tom Craddick,81,700,158,939
Dawson,Precinct 4,Ballots Cast,,,,,,,961
Dawson,Precinct 4,President,,REP,Donald J Trump,82,588,144,814
Dawson,Precinct 4,President,,DEM,Joseph R Biden,23,86,28,137
Dawson,Precinct 4,President,,LIB,Jo Jorgensen,0,5,0,5
Dawson,Precinct 4,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 4,U.S. Senate,,REP,John Cornyn,85,580,129,794
Dawson,Precinct 4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",20,80,32,132
Dawson,Precinct 4,U.S. Senate,,LIB,Kerry Douglas McKennon,0,7,1,8
Dawson,Precinct 4,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dawson,Precinct 4,U.S. House,11,,August Pfluger,85,566,120,771
Dawson,Precinct 4,U.S. House,11,,Jon Mark Hogg,20,91,39,150
Dawson,Precinct 4,U.S. House,11,,Wacey Alpha Cody,1,4,1,6
Dawson,Precinct 4,Railroad Commissioner,,REP,"James ""Jim""Wright",84,569,125,778
Dawson,Precinct 4,Railroad Commissioner,,DEM,Chrysta Castaneda,21,72,33,126
Dawson,Precinct 4,Railroad Commissioner,,LIB,Matt Sterett,1,7,1,9
Dawson,Precinct 4,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,2,2,4
Dawson,Precinct 4,State Senate,28,,Charles Perry,90,607,139,836
Dawson,Precinct 4,State Representative,82,,Tom Craddick,86,600,141,827
Dawson,Precinct 5,Ballots Cast,,,,,,,101
Dawson,Precinct 5,President,,REP,Donald J Trump,1,59,28,88
Dawson,Precinct 5,President,,DEM,Joseph R Biden,1,1,10,12
Dawson,Precinct 5,President,,LIB,Jo Jorgensen,0,0,0,0
Dawson,Precinct 5,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 5,U.S. Senate,,REP,John Cornyn,1,60,28,89
Dawson,Precinct 5,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,8,8
Dawson,Precinct 5,U.S. Senate,,LIB,Kerry Douglas McKennon,1,0,0,1
Dawson,Precinct 5,U.S. Senate,,GRN,David B. Collins,0,0,1,1
Dawson,Precinct 5,U.S. House,11,,August Pfluger,1,57,29,87
Dawson,Precinct 5,U.S. House,11,,Jon Mark Hogg,1,3,8,12
Dawson,Precinct 5,U.S. House,11,,Wacey Alpha Cody,0,0,0,0
Dawson,Precinct 5,Railroad Commissioner,,REP,"James ""Jim""Wright",1,60,32,93
Dawson,Precinct 5,Railroad Commissioner,,DEM,Chrysta Castaneda,1,0,6,7
Dawson,Precinct 5,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dawson,Precinct 5,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dawson,Precinct 5,State Senate,28,,Charles Perry,1,59,35,95
Dawson,Precinct 5,State Representative,82,,Tom Craddick,1,58,37,96
Dawson,Precinct 11,Ballots Cast,,,,,,,105
Dawson,Precinct 11,President,,REP,Donald J Trump,11,49,36,96
Dawson,Precinct 11,President,,DEM,Joseph R Biden,2,2,4,8
Dawson,Precinct 11,President,,LIB,Jo Jorgensen,0,0,0,0
Dawson,Precinct 11,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 11,U.S. Senate,,REP,John Cornyn,11,49,33,93
Dawson,Precinct 11,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,2,5,9
Dawson,Precinct 11,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Dawson,Precinct 11,U.S. Senate,,GRN,David B. Collins,0,1,0,1
Dawson,Precinct 11,U.S. House,11,,August Pfluger,11,46,30,87
Dawson,Precinct 11,U.S. House,11,,Jon Mark Hogg,2,3,7,12
Dawson,Precinct 11,U.S. House,11,,Wacey Alpha Cody,0,1,0,1
Dawson,Precinct 11,Railroad Commissioner,,REP,"James ""Jim""Wright",11,47,32,90
Dawson,Precinct 11,Railroad Commissioner,,DEM,Chrysta Castaneda,2,3,5,10
Dawson,Precinct 11,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dawson,Precinct 11,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,1,0,1
Dawson,Precinct 11,State Senate,28,,Charles Perry,11,51,37,99
Dawson,Precinct 11,State Representative,82,,Tom Craddick,11,51,35,97
Dawson,Precinct 12,Ballots Cast,,,,,,,61
Dawson,Precinct 12,President,,REP,Donald J Trump,3,28,18,49
Dawson,Precinct 12,President,,DEM,Joseph R Biden,0,5,4,9
Dawson,Precinct 12,President,,LIB,Jo Jorgensen,0,0,2,2
Dawson,Precinct 12,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 12,U.S. Senate,,REP,John Cornyn,3,29,16,48
Dawson,Precinct 12,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,3,4,7
Dawson,Precinct 12,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,2,2
Dawson,Precinct 12,U.S. Senate,,GRN,David B. Collins,0,0,2,2
Dawson,Precinct 12,U.S. House,11,,August Pfluger,3,28,16,47
Dawson,Precinct 12,U.S. House,11,,Jon Mark Hogg,0,4,6,10
Dawson,Precinct 12,U.S. House,11,,Wacey Alpha Cody,0,0,2,2
Dawson,Precinct 12,Railroad Commissioner,,REP,"James ""Jim""Wright",3,29,16,48
Dawson,Precinct 12,Railroad Commissioner,,DEM,Chrysta Castaneda,0,3,7,10
Dawson,Precinct 12,Railroad Commissioner,,LIB,Matt Sterett,0,0,2,2
Dawson,Precinct 12,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dawson,Precinct 12,State Senate,28,,Charles Perry,3,30,18,51
Dawson,Precinct 12,State Representative,82,,Tom Craddick,3,31,19,53
Dawson,Precinct 13,Ballots Cast,,,,,,,97
Dawson,Precinct 13,President,,REP,Donald J Trump,3,47,38,88
Dawson,Precinct 13,President,,DEM,Joseph R Biden,1,2,6,9
Dawson,Precinct 13,President,,LIB,Jo Jorgensen,0,0,0,0
Dawson,Precinct 13,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 13,U.S. Senate,,REP,John Cornyn,3,47,37,87
Dawson,Precinct 13,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",1,2,6,9
Dawson,Precinct 13,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,1,1
Dawson,Precinct 13,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dawson,Precinct 13,U.S. House,11,,August Pfluger,3,47,38,88
Dawson,Precinct 13,U.S. House,11,,Jon Mark Hogg,1,0,3,4
Dawson,Precinct 13,U.S. House,11,,Wacey Alpha Cody,0,0,2,2
Dawson,Precinct 13,Railroad Commissioner,,REP,"James ""Jim""Wright",3,46,38,87
Dawson,Precinct 13,Railroad Commissioner,,DEM,Chrysta Castaneda,1,0,3,4
Dawson,Precinct 13,Railroad Commissioner,,LIB,Matt Sterett,0,0,2,2
Dawson,Precinct 13,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dawson,Precinct 13,State Senate,28,,Charles Perry,3,47,40,90
Dawson,Precinct 13,State Representative,82,,Tom Craddick,3,46,40,89
Dawson,Precinct 17,Ballots Cast,,,,,,,64
Dawson,Precinct 17,President,,REP,Donald J Trump,8,37,14,59
Dawson,Precinct 17,President,,DEM,Joseph R Biden,0,2,2,4
Dawson,Precinct 17,President,,LIB,Jo Jorgensen,0,1,0,1
Dawson,Precinct 17,President,,GRN,Howie Hawkins,0,0,0,0
Dawson,Precinct 17,U.S. Senate,,REP,John Cornyn,8,37,13,58
Dawson,Precinct 17,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,1,3,4
Dawson,Precinct 17,U.S. Senate,,LIB,Kerry Douglas McKennon,0,1,0,1
Dawson,Precinct 17,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dawson,Precinct 17,U.S. House,11,,August Pfluger,8,37,12,57
Dawson,Precinct 17,U.S. House,11,,Jon Mark Hogg,0,2,3,5
Dawson,Precinct 17,U.S. House,11,,Wacey Alpha Cody,0,1,0,1
Dawson,Precinct 17,Railroad Commissioner,,REP,"James ""Jim""Wright",7,37,13,57
Dawson,Precinct 17,Railroad Commissioner,,DEM,Chrysta Castaneda,0,2,2,4
Dawson,Precinct 17,Railroad Commissioner,,LIB,Matt Sterett,0,1,0,1
Dawson,Precinct 17,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dawson,Precinct 17,State Senate,28,,Charles Perry,7,38,15,60
Dawson,Precinct 17,State Representative,82,,Tom Craddick,7,36,12,55
