county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Grimes,5,President,,Deval Patrick,DEM,,,,0
Grimes,5,President,,Pete Buttigieg,DEM,,,,11
Grimes,5,President,,Andrew Yang,DEM,,,,0
Grimes,5,President,,Elizabeth Warren,DEM,,,,6
Grimes,5,President,,John K. Delaney,DEM,,,,0
Grimes,5,President,,Micchael Bennet,DEM,,,,1
Grimes,5,President,,Michael R. Bloomberg,DEM,,,,28
Grimes,5,President,,Tulsi Gabbard,DEM,,,,0
Grimes,5,President,,Julian Castro,DEM,,,,1
Grimes,5,President,,Marianne Williamson,DEM,,,,0
Grimes,5,President,,Amy Klobuchar,DEM,,,,3
Grimes,5,President,,Robby Wells,DEM,,,,1
Grimes,5,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,0
Grimes,5,U.S. Senate,,Royce West,DEM,,,,22
Grimes,5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,30
Grimes,5,U.S. Senate,,Victor Hugo Harris,DEM,,,,6
Grimes,5,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,4
Grimes,5,U.S. Senate,,D. R. Hunter,DEM,,,,1
Grimes,5,U.S. Senate,,Chris Bell,DEM,,,,12
Grimes,5,U.S. Senate,,Adrian Ocegueda,DEM,,,,2
Grimes,5,U.S. Senate,,Michael Cooper,DEM,,,,5
Grimes,5,U.S. Senate,,Amanda K. Edwards,DEM,,,,6
Grimes,5,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,4
Grimes,5,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,5
Grimes,5,U.S. Senate,,Sema Hernandez,DEM,,,,8
Grimes,5,U.S. House,8,Laura Jones,DEM,,,,43
Grimes,5,U.S. House,8,Elizabeth Hernandez,DEM,,,,58
Grimes,5,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,26
Grimes,5,Railroad Commissioner,,Kelly Strone,DEM,,,,28
Grimes,5,Railroad Commissioner,,Mark Watson,DEM,,,,26
Grimes,5,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,18
Grimes,6,Registered Voters,,,,,,,1878
Grimes,6,Ballots Cast,,,DEM,25,57,101,183
Grimes,6,President,,Joseph R. Biden,DEM,,,,87
Grimes,6,President,,Tom Steyer,DEM,,,,3
Grimes,6,President,,Bernie Sanders,DEM,,,,32
Grimes,6,President,,Cory Booker,DEM,,,,0
Grimes,6,President,,Deval Patrick,DEM,,,,0
Grimes,6,President,,Pete Buttigieg,DEM,,,,3
Grimes,6,President,,Andrew Yang,DEM,,,,1
Grimes,6,President,,Elizabeth Warren,DEM,,,,13
Grimes,6,President,,John K. Delaney,DEM,,,,0
Grimes,6,President,,Micchael Bennet,DEM,,,,0
Grimes,6,President,,Michael R. Bloomberg,DEM,,,,35
Grimes,6,President,,Tulsi Gabbard,DEM,,,,0
Grimes,6,President,,Julian Castro,DEM,,,,0
Grimes,6,President,,Marianne Williamson,DEM,,,,0
Grimes,6,President,,Amy Klobuchar,DEM,,,,0
Grimes,6,President,,Robby Wells,DEM,,,,0
Grimes,6,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,1
Grimes,6,U.S. Senate,,Royce West,DEM,,,,33
Grimes,6,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,49
Grimes,6,U.S. Senate,,Victor Hugo Harris,DEM,,,,8
Grimes,6,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,6
Grimes,6,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,6,U.S. Senate,,Chris Bell,DEM,,,,19
Grimes,6,U.S. Senate,,Adrian Ocegueda,DEM,,,,3
Grimes,6,U.S. Senate,,Michael Cooper,DEM,,,,3
Grimes,6,U.S. Senate,,Amanda K. Edwards,DEM,,,,15
Grimes,6,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,9
Grimes,6,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,3
Grimes,6,U.S. Senate,,Sema Hernandez,DEM,,,,11
Grimes,6,U.S. House,8,Laura Jones,DEM,,,,89
Grimes,6,U.S. House,8,Elizabeth Hernandez,DEM,,,,63
Grimes,6,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,43
Grimes,6,Railroad Commissioner,,Kelly Strone,DEM,,,,35
Grimes,6,Railroad Commissioner,,Mark Watson,DEM,,,,37
Grimes,6,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,36
Grimes,7,Registered Voters,,,,,,,1239
Grimes,7,Ballots Cast,,,DEM,12,14,45,71
Grimes,7,President,,Joseph R. Biden,DEM,,,,33
Grimes,7,President,,Tom Steyer,DEM,,,,1
Grimes,7,President,,Bernie Sanders,DEM,,,,13
Grimes,7,President,,Cory Booker,DEM,,,,1
Grimes,7,President,,Deval Patrick,DEM,,,,0
Grimes,7,President,,Pete Buttigieg,DEM,,,,0
Grimes,7,President,,Andrew Yang,DEM,,,,0
Grimes,7,President,,Elizabeth Warren,DEM,,,,10
Grimes,7,President,,John K. Delaney,DEM,,,,0
Grimes,7,President,,Micchael Bennet,DEM,,,,0
Grimes,7,President,,Michael R. Bloomberg,DEM,,,,7
Grimes,7,President,,Tulsi Gabbard,DEM,,,,0
Grimes,7,President,,Julian Castro,DEM,,,,0
Grimes,7,President,,Marianne Williamson,DEM,,,,0
Grimes,7,President,,Amy Klobuchar,DEM,,,,1
Grimes,7,President,,Robby Wells,DEM,,,,1
Grimes,7,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,0
Grimes,7,U.S. Senate,,Royce West,DEM,,,,7
Grimes,7,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,20
Grimes,7,U.S. Senate,,Victor Hugo Harris,DEM,,,,1
Grimes,7,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,3
Grimes,7,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,7,U.S. Senate,,Chris Bell,DEM,,,,11
Grimes,7,U.S. Senate,,Adrian Ocegueda,DEM,,,,0
Grimes,7,U.S. Senate,,Michael Cooper,DEM,,,,2
Grimes,7,U.S. Senate,,Amanda K. Edwards,DEM,,,,4
Grimes,7,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,8
Grimes,7,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,5
Grimes,7,U.S. Senate,,Sema Hernandez,DEM,,,,2
Grimes,7,U.S. House,8,Laura Jones,DEM,,,,33
Grimes,7,U.S. House,8,Elizabeth Hernandez,DEM,,,,28
Grimes,7,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,15
Grimes,7,Railroad Commissioner,,Kelly Strone,DEM,,,,14
Grimes,7,Railroad Commissioner,,Mark Watson,DEM,,,,14
Grimes,7,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,17
Grimes,8,Registered Voters,,,,,,,591
Grimes,8,Ballots Cast,,,DEM,4,2,18,24
Grimes,8,President,,Joseph R. Biden,DEM,,,,14
Grimes,8,President,,Tom Steyer,DEM,,,,0
Grimes,8,President,,Bernie Sanders,DEM,,,,4
Grimes,8,President,,Cory Booker,DEM,,,,0
Grimes,8,President,,Deval Patrick,DEM,,,,0
Grimes,8,President,,Pete Buttigieg,DEM,,,,1
Grimes,8,President,,Andrew Yang,DEM,,,,0
Grimes,8,President,,Elizabeth Warren,DEM,,,,2
Grimes,8,President,,John K. Delaney,DEM,,,,0
Grimes,8,President,,Micchael Bennet,DEM,,,,0
Grimes,8,President,,Michael R. Bloomberg,DEM,,,,1
Grimes,8,President,,Tulsi Gabbard,DEM,,,,0
Grimes,8,President,,Julian Castro,DEM,,,,0
Grimes,8,President,,Marianne Williamson,DEM,,,,0
Grimes,8,President,,Amy Klobuchar,DEM,,,,0
Grimes,8,President,,Robby Wells,DEM,,,,0
Grimes,8,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,0
Grimes,8,U.S. Senate,,Royce West,DEM,,,,4
Grimes,8,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,6
Grimes,8,U.S. Senate,,Victor Hugo Harris,DEM,,,,0
Grimes,8,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,2
Grimes,8,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,8,U.S. Senate,,Chris Bell,DEM,,,,4
Grimes,8,U.S. Senate,,Adrian Ocegueda,DEM,,,,0
Grimes,8,U.S. Senate,,Michael Cooper,DEM,,,,0
Grimes,8,U.S. Senate,,Amanda K. Edwards,DEM,,,,2
Grimes,8,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,1
Grimes,8,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,1
Grimes,8,U.S. Senate,,Sema Hernandez,DEM,,,,0
Grimes,8,U.S. House,8,Laura Jones,DEM,,,,11
Grimes,8,U.S. House,8,Elizabeth Hernandez,DEM,,,,9
Grimes,8,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,2
Grimes,8,Railroad Commissioner,,Kelly Strone,DEM,,,,6
Grimes,8,Railroad Commissioner,,Mark Watson,DEM,,,,6
Grimes,8,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,6
Grimes,9,Registered Voters,,,,,,,411
Grimes,9,Ballots Cast,,,DEM,4,6,11,21
Grimes,9,President,,Joseph R. Biden,DEM,,,,8
Grimes,9,President,,Tom Steyer,DEM,,,,0
Grimes,9,President,,Bernie Sanders,DEM,,,,5
Grimes,9,President,,Cory Booker,DEM,,,,0
Grimes,9,President,,Deval Patrick,DEM,,,,0
Grimes,9,President,,Pete Buttigieg,DEM,,,,0
Grimes,9,President,,Andrew Yang,DEM,,,,0
Grimes,9,President,,Elizabeth Warren,DEM,,,,1
Grimes,9,President,,John K. Delaney,DEM,,,,0
Grimes,9,President,,Micchael Bennet,DEM,,,,0
Grimes,9,President,,Michael R. Bloomberg,DEM,,,,6
Grimes,9,President,,Tulsi Gabbard,DEM,,,,0
Grimes,9,President,,Julian Castro,DEM,,,,1
Grimes,9,President,,Marianne Williamson,DEM,,,,0
Grimes,9,President,,Amy Klobuchar,DEM,,,,0
Grimes,9,President,,Robby Wells,DEM,,,,0
Grimes,9,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,0
Grimes,9,U.S. Senate,,Royce West,DEM,,,,8
Grimes,9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,3
Grimes,9,U.S. Senate,,Victor Hugo Harris,DEM,,,,0
Grimes,9,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,2
Grimes,9,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,9,U.S. Senate,,Chris Bell,DEM,,,,3
Grimes,9,U.S. Senate,,Adrian Ocegueda,DEM,,,,0
Grimes,9,U.S. Senate,,Michael Cooper,DEM,,,,1
Grimes,9,U.S. Senate,,Amanda K. Edwards,DEM,,,,0
Grimes,9,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,1
Grimes,9,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,1
Grimes,9,U.S. Senate,,Sema Hernandez,DEM,,,,1
Grimes,9,U.S. House,8,Laura Jones,DEM,,,,12
Grimes,9,U.S. House,8,Elizabeth Hernandez,DEM,,,,7
Grimes,9,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,8
Grimes,9,Railroad Commissioner,,Kelly Strone,DEM,,,,5
Grimes,9,Railroad Commissioner,,Mark Watson,DEM,,,,4
Grimes,9,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,2
Grimes,10,Registered Voters,,,,,,,1500
Grimes,10,Ballots Cast,,,DEM,7,14,46,67
Grimes,10,President,,Joseph R. Biden,DEM,,,,32
Grimes,10,President,,Tom Steyer,DEM,,,,2
Grimes,10,President,,Bernie Sanders,DEM,,,,12
Grimes,10,President,,Cory Booker,DEM,,,,0
Grimes,10,President,,Deval Patrick,DEM,,,,0
Grimes,10,President,,Pete Buttigieg,DEM,,,,2
Grimes,10,President,,Andrew Yang,DEM,,,,0
Grimes,10,President,,Elizabeth Warren,DEM,,,,6
Grimes,10,President,,John K. Delaney,DEM,,,,0
Grimes,10,President,,Micchael Bennet,DEM,,,,0
Grimes,10,President,,Michael R. Bloomberg,DEM,,,,10
Grimes,10,President,,Tulsi Gabbard,DEM,,,,1
Grimes,10,President,,Julian Castro,DEM,,,,0
Grimes,10,President,,Marianne Williamson,DEM,,,,0
Grimes,10,President,,Amy Klobuchar,DEM,,,,0
Grimes,10,President,,Robby Wells,DEM,,,,0
Grimes,10,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,1
Grimes,10,U.S. Senate,,Royce West,DEM,,,,10
Grimes,10,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,28
Grimes,10,U.S. Senate,,Victor Hugo Harris,DEM,,,,2
Grimes,10,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,1
Grimes,10,U.S. Senate,,D. R. Hunter,DEM,,,,1
Grimes,10,U.S. Senate,,Chris Bell,DEM,,,,10
Grimes,10,U.S. Senate,,Adrian Ocegueda,DEM,,,,0
Grimes,10,U.S. Senate,,Michael Cooper,DEM,,,,2
Grimes,10,U.S. Senate,,Amanda K. Edwards,DEM,,,,1
Grimes,10,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,4
Grimes,10,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,4
Grimes,10,U.S. Senate,,Sema Hernandez,DEM,,,,1
Grimes,10,U.S. House,8,Laura Jones,DEM,,,,36
Grimes,10,U.S. House,8,Elizabeth Hernandez,DEM,,,,29
Grimes,10,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,24
Grimes,10,Railroad Commissioner,,Kelly Strone,DEM,,,,23
Grimes,10,Railroad Commissioner,,Mark Watson,DEM,,,,10
Grimes,10,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,5
Grimes,11,Registered Voters,,,,,,,265
Grimes,11,Ballots Cast,,,DEM,1,4,9,14
Grimes,11,President,,Joseph R. Biden,DEM,,,,8
Grimes,11,President,,Tom Steyer,DEM,,,,2
Grimes,11,President,,Bernie Sanders,DEM,,,,0
Grimes,11,President,,Cory Booker,DEM,,,,0
Grimes,11,President,,Deval Patrick,DEM,,,,0
Grimes,11,President,,Pete Buttigieg,DEM,,,,1
Grimes,11,President,,Andrew Yang,DEM,,,,0
Grimes,11,President,,Elizabeth Warren,DEM,,,,0
Grimes,11,President,,John K. Delaney,DEM,,,,0
Grimes,11,President,,Micchael Bennet,DEM,,,,0
Grimes,11,President,,Michael R. Bloomberg,DEM,,,,2
Grimes,11,President,,Tulsi Gabbard,DEM,,,,0
Grimes,11,President,,Julian Castro,DEM,,,,0
Grimes,11,President,,Marianne Williamson,DEM,,,,0
Grimes,11,President,,Amy Klobuchar,DEM,,,,1
Grimes,11,President,,Robby Wells,DEM,,,,0
Grimes,11,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,0
Grimes,11,U.S. Senate,,Royce West,DEM,,,,1
Grimes,11,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,6
Grimes,11,U.S. Senate,,Victor Hugo Harris,DEM,,,,0
Grimes,11,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,1
Grimes,11,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,11,U.S. Senate,,Chris Bell,DEM,,,,1
Grimes,11,U.S. Senate,,Adrian Ocegueda,DEM,,,,1
Grimes,11,U.S. Senate,,Michael Cooper,DEM,,,,1
Grimes,11,U.S. Senate,,Amanda K. Edwards,DEM,,,,0
Grimes,11,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,2
Grimes,11,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,0
Grimes,11,U.S. Senate,,Sema Hernandez,DEM,,,,0
Grimes,11,U.S. House,8,Laura Jones,DEM,,,,7
Grimes,11,U.S. House,8,Elizabeth Hernandez,DEM,,,,6
Grimes,11,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,6
Grimes,11,Railroad Commissioner,,Kelly Strone,DEM,,,,4
Grimes,11,Railroad Commissioner,,Mark Watson,DEM,,,,1
Grimes,11,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,3
Grimes,12,Registered Voters,,,,,,,973
Grimes,12,Ballots Cast,,,DEM,7,14,59,80
Grimes,12,President,,Joseph R. Biden,DEM,,,,38
Grimes,12,President,,Tom Steyer,DEM,,,,2
Grimes,12,President,,Bernie Sanders,DEM,,,,15
Grimes,12,President,,Cory Booker,DEM,,,,0
Grimes,12,President,,Deval Patrick,DEM,,,,0
Grimes,12,President,,Pete Buttigieg,DEM,,,,0
Grimes,12,President,,Andrew Yang,DEM,,,,0
Grimes,12,President,,Elizabeth Warren,DEM,,,,5
Grimes,12,President,,John K. Delaney,DEM,,,,0
Grimes,12,President,,Micchael Bennet,DEM,,,,0
Grimes,12,President,,Michael R. Bloomberg,DEM,,,,16
Grimes,12,President,,Tulsi Gabbard,DEM,,,,0
Grimes,12,President,,Julian Castro,DEM,,,,0
Grimes,12,President,,Marianne Williamson,DEM,,,,0
Grimes,12,President,,Amy Klobuchar,DEM,,,,1
Grimes,12,President,,Robby Wells,DEM,,,,0
Grimes,12,President,,"Roque ""Rocky"" De La Fuente",DEM,,,,2
Grimes,12,U.S. Senate,,Royce West,DEM,,,,11
Grimes,12,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,17
Grimes,12,U.S. Senate,,Victor Hugo Harris,DEM,,,,1
Grimes,12,U.S. Senate,,Jack Daniel Foster Jr.,DEM,,,,1
Grimes,12,U.S. Senate,,D. R. Hunter,DEM,,,,0
Grimes,12,U.S. Senate,,Chris Bell,DEM,,,,13
Grimes,12,U.S. Senate,,Adrian Ocegueda,DEM,,,,1
Grimes,12,U.S. Senate,,Michael Cooper,DEM,,,,3
