county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Clay,Pct. 24,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,252,9,203,40,
Clay,Pct. 24,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,248,8,201,39,
Clay,Pct. 26,BALLOTS CAST TOTAL,,,,148,14,80,54,
Clay,Pct. 26,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 26,President,,REP,Donald J. Trump / Michael R. Pence,137,13,75,49,
Clay,Pct. 26,President,,DEM,Joseph R. Biden / Kamala D. Harris,9,1,5,3,
Clay,Pct. 26,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0,
Clay,Pct. 26,President,,GRE,Howie Hawkins / Angela Walker,1,0,0,1,
Clay,Pct. 26,President,,,Write-in,0,0,0,0,
Clay,Pct. 26,U.S. Senate,,REP,John Cornyn,135,12,74,49,
Clay,Pct. 26,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",10,1,5,4,
Clay,Pct. 26,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0,
Clay,Pct. 26,U.S. Senate,,GRE,David B. Collins,1,0,0,1,
Clay,Pct. 26,U.S. Senate,,,Write-in,1,0,1,0,
Clay,Pct. 26,U.S. House,13,REP,Ronny Jackson,133,11,75,47,
Clay,Pct. 26,U.S. House,13,DEM,Gus Trujillo,11,1,5,5,
Clay,Pct. 26,U.S. House,13,LBT,Jack B. Westbrook,1,0,0,1,
Clay,Pct. 26,Railroad Commissioner,,REP,"James ""Jim"" Wright",135,12,74,49,
Clay,Pct. 26,Railroad Commissioner,,DEM,Chrysta Castaneda,10,1,5,4,
Clay,Pct. 26,Railroad Commissioner,,LBT,Matt Sterett,2,0,1,1,
Clay,Pct. 26,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 26,"Chief Justice, Supreme Court",,REP,Nathan Hecht,134,11,75,48,
Clay,Pct. 26,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,11,1,5,5,
Clay,Pct. 26,"Chief Justice, Supreme Court",,LBT,Mark Ash,1,0,0,1,
Clay,Pct. 26,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,135,11,75,49,
Clay,Pct. 26,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,10,1,4,5,
Clay,Pct. 26,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,132,11,74,47,
Clay,Pct. 26,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,10,1,4,5,
Clay,Pct. 26,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,2,0,1,1,
Clay,Pct. 26,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,133,11,74,48,
Clay,Pct. 26,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,9,1,4,4,
Clay,Pct. 26,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,3,0,1,2,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,136,11,75,50,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,9,1,4,4,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,134,10,75,49,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,10,1,4,5,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,135,11,74,50,
Clay,Pct. 26,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,8,1,4,3,
Clay,Pct. 26,"Member, State BoE, Dist 15",,REP,Jay Johnson,136,11,75,50,
Clay,Pct. 26,"Member, State BoE, Dist 15",,DEM,John Betancourt,9,1,4,4,
Clay,Pct. 26,State Representative,69,REP,James B. Frank,141,12,78,51,
Clay,Pct. 26,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,139,9,78,52,
Clay,Pct. 26,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,134,10,75,49,
Clay,Pct. 26,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,10,1,4,5,
Clay,Pct. 26,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,140,9,78,53,
Clay,Pct. 26,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,141,11,78,52,
Clay,Pct. 26,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,140,10,78,52,
Clay,Pct. 27,BALLOTS CAST TOTAL,,,,321,12,180,129,
Clay,Pct. 27,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 27,President,,REP,Donald J. Trump / Michael R. Pence,286,6,164,116,
Clay,Pct. 27,President,,DEM,Joseph R. Biden / Kamala D. Harris,29,5,13,11,
Clay,Pct. 27,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",3,0,1,2,
Clay,Pct. 27,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 27,President,,,Write-in,0,0,0,0,
Clay,Pct. 27,U.S. Senate,,REP,John Cornyn,278,7,160,111,
Clay,Pct. 27,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",31,4,15,12,
Clay,Pct. 27,U.S. Senate,,LBT,Kerry Douglas McKennon,5,0,3,2,
Clay,Pct. 27,U.S. Senate,,GRE,David B. Collins,0,0,0,0,
Clay,Pct. 27,U.S. Senate,,,Write-in,1,0,1,0,
Clay,Pct. 27,U.S. House,13,REP,Ronny Jackson,284,7,164,113,
Clay,Pct. 27,U.S. House,13,DEM,Gus Trujillo,27,5,12,10,
Clay,Pct. 27,U.S. House,13,LBT,Jack B. Westbrook,6,0,3,3,
Clay,Pct. 27,Railroad Commissioner,,REP,"James ""Jim"" Wright",283,7,162,114,
Clay,Pct. 27,Railroad Commissioner,,DEM,Chrysta Castaneda,26,5,12,9,
Clay,Pct. 27,Railroad Commissioner,,LBT,Matt Sterett,6,0,2,4,
Clay,Pct. 27,Railroad Commissioner,,GRE,Katija “Kat” Gruene,2,0,2,0,
Clay,Pct. 27,"Chief Justice, Supreme Court",,REP,Nathan Hecht,278,7,161,110,
Clay,Pct. 27,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,31,5,14,12,
Clay,Pct. 27,"Chief Justice, Supreme Court",,LBT,Mark Ash,7,0,3,4,
Clay,Pct. 27,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,291,7,166,118,
Clay,Pct. 27,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,26,5,12,9,
Clay,Pct. 27,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,282,7,163,112,
Clay,Pct. 27,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,29,5,12,12,
Clay,Pct. 27,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,6,0,4,2,
Clay,Pct. 27,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,285,7,163,115,
Clay,Pct. 27,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,26,5,12,9,
Clay,Pct. 27,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,5,0,3,2,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,287,7,165,115,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,30,5,13,12,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,287,7,165,115,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,29,5,13,11,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,287,7,166,114,
Clay,Pct. 27,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,27,4,12,11,
Clay,Pct. 27,"Member, State BoE, Dist 15",,REP,Jay Johnson,291,7,166,118,
Clay,Pct. 27,"Member, State BoE, Dist 15",,DEM,John Betancourt,26,5,12,9,
Clay,Pct. 27,State Representative,69,REP,James B. Frank,304,9,174,121,
Clay,Pct. 27,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,304,9,174,121,
Clay,Pct. 27,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,288,6,166,116,
Clay,Pct. 27,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,30,6,13,11,
Clay,Pct. 27,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,305,9,174,122,
Clay,Pct. 27,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,303,9,173,121,
Clay,Pct. 27,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,302,9,173,120,
Clay,Pct. 32,BALLOTS CAST TOTAL,,,,193,10,47,136,
Clay,Pct. 32,BALLOTS CAST BLANK,,,,0,0,0,0,
Clay,Pct. 32,President,,REP,Donald J. Trump / Michael R. Pence,181,10,44,127,
Clay,Pct. 32,President,,DEM,Joseph R. Biden / Kamala D. Harris,9,0,2,7,
Clay,Pct. 32,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0,
Clay,Pct. 32,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0,
Clay,Pct. 32,President,,,Write-in,0,0,0,0,
Clay,Pct. 32,U.S. Senate,,REP,John Cornyn,178,10,45,123,
Clay,Pct. 32,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",15,0,2,13,
Clay,Pct. 32,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0,
Clay,Pct. 32,U.S. Senate,,GRE,David B. Collins,0,0,0,0,
Clay,Pct. 32,U.S. Senate,,,Write-in,0,0,0,0,
Clay,Pct. 32,U.S. House,13,REP,Ronny Jackson,178,10,44,124,
Clay,Pct. 32,U.S. House,13,DEM,Gus Trujillo,13,0,2,11,
Clay,Pct. 32,U.S. House,13,LBT,Jack B. Westbrook,1,0,0,1,
Clay,Pct. 32,Railroad Commissioner,,REP,"James ""Jim"" Wright",180,10,44,126,
Clay,Pct. 32,Railroad Commissioner,,DEM,Chrysta Castaneda,9,0,2,7,
Clay,Pct. 32,Railroad Commissioner,,LBT,Matt Sterett,0,0,0,0,
Clay,Pct. 32,Railroad Commissioner,,GRE,Katija “Kat” Gruene,0,0,0,0,
Clay,Pct. 32,"Chief Justice, Supreme Court",,REP,Nathan Hecht,176,10,45,121,
Clay,Pct. 32,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,14,0,2,12,
Clay,Pct. 32,"Chief Justice, Supreme Court",,LBT,Mark Ash,0,0,0,0,
Clay,Pct. 32,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,176,10,45,121,
Clay,Pct. 32,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,12,0,2,10,
Clay,Pct. 32,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,176,10,45,121,
Clay,Pct. 32,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,14,0,2,12,
Clay,Pct. 32,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,1,0,0,1,
Clay,Pct. 32,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,176,10,45,121,
Clay,Pct. 32,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,13,0,2,11,
Clay,Pct. 32,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,0,0,0,0,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,176,10,45,121,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,13,0,1,12,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,176,10,45,121,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,12,0,1,11,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,176,10,44,122,
Clay,Pct. 32,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,11,0,2,9,
Clay,Pct. 32,"Member, State BoE, Dist 15",,REP,Jay Johnson,178,10,44,124,
Clay,Pct. 32,"Member, State BoE, Dist 15",,DEM,John Betancourt,10,0,1,9,
Clay,Pct. 32,State Representative,69,REP,James B. Frank,183,9,44,130,
Clay,Pct. 32,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,185,9,45,131,
Clay,Pct. 32,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,174,9,44,121,
Clay,Pct. 32,"Justice, 2nd Ct of App Dist, Pl 6",,DEM,Delonia A. Watson,12,0,1,11,
Clay,Pct. 32,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,182,9,44,129,
Clay,Pct. 32,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,183,10,42,131,
Clay,Pct. 32,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,188,10,46,132,
