county,precinct,office,district,party,candidate,mail,election_day,early_voting,votes
Terrell,PCT. 4,U.S. House,23,REP,ALMA ARREDONDO-LYNCH,0,7,6,13
Terrell,PCT. 4,U.S. House,23,REP,"CECIL B. ""BURT"" JONES",0,0,0,0
Terrell,PCT. 4,U.S. House,23,REP,JEFF MCFARLIN,0,3,0,3
Terrell,PCT. 4,U.S. House,23,REP,DARWIN BOEDEKER,0,0,2,2
Terrell,PCT. 4,U.S. House,23,REP,RAUL REYES,0,0,1,1
Terrell,PCT. 4,U.S. House,23,REP,BEN VAN WINKLE,0,0,0,0
Terrell,PCT. 4,U.S. House,23,REP,TONY GONZALES,0,1,2,3
Terrell,PCT. 4,U.S. House,23,REP,ALÍA URESTE,0,0,1,1
Terrell,PCT. 1,Railroad Commissioner,,REP,"JAMES ""JIM"" WRIGHT",2,3,10,15
Terrell,PCT. 1,Railroad Commissioner,,REP,RYAN SITTON,1,1,6,8
Terrell,PCT. 2,Railroad Commissioner,,REP,"JAMES ""JIM"" WRIGHT",0,2,3,5
Terrell,PCT. 2,Railroad Commissioner,,REP,RYAN SITTON,1,0,5,6
Terrell,PCT. 3,Railroad Commissioner,,REP,"JAMES ""JIM"" WRIGHT",0,2,5,7
Terrell,PCT. 3,Railroad Commissioner,,REP,RYAN SITTON,4,2,6,12
Terrell,PCT. 4,Railroad Commissioner,,REP,"JAMES ""JIM"" WRIGHT",0,7,8,15
Terrell,PCT. 4,Railroad Commissioner,,REP,RYAN SITTON,0,3,4,7
Terrell,PCT. 1,State Senate,19,REP,"PETER P. ""PETE"" FLORES",2,4,12,18
Terrell,PCT. 2,State Senate,19,REP,"PETER P. ""PETE"" FLORES",0,5,6,11
Terrell,PCT. 3,State Senate,19,REP,"PETER P. ""PETE"" FLORES",2,8,12,22
Terrell,PCT. 4,State Senate,19,REP,"PETER P. ""PETE"" FLORES",0,7,10,17
Terrell,PCT. 1,State Representative,74,REP,RUBEN FALCON,2,3,7,12
Terrell,PCT. 1,State Representative,74,REP,ROBERT GARZA,1,2,9,12
Terrell,PCT. 2,State Representative,74,REP,RUBEN FALCON,1,2,5,8
Terrell,PCT. 2,State Representative,74,REP,ROBERT GARZA,0,2,2,4
Terrell,PCT. 3,State Representative,74,REP,RUBEN FALCON,1,7,9,17
Terrell,PCT. 3,State Representative,74,REP,ROBERT GARZA,1,1,2,4
Terrell,PCT. 4,State Representative,74,REP,RUBEN FALCON,0,6,7,13
Terrell,PCT. 4,State Representative,74,REP,ROBERT GARZA,0,2,4,6
Terrell,PCT. 1,President,,DEM,ELIZABTH WARREN,1,2,2,5
Terrell,PCT. 1,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0,0,2,2
Terrell,PCT. 1,President,,DEM,ROBBY WELLS,0,0,0,0
Terrell,PCT. 1,President,,DEM,MICHAEL BENNET,0,0,0,0
Terrell,PCT. 1,President,,DEM,PETE BUTTIGIEG,0,0,4,4
Terrell,PCT. 1,President,,DEM,JOSEPH R. BIDEN,2,5,5,12
Terrell,PCT. 1,President,,DEM,AMY KLOBUCHAR,0,0,0,0
Terrell,PCT. 1,President,,DEM,TOM STEYER,0,0,1,1
Terrell,PCT. 1,President,,DEM,CORY BOOKER,0,1,0,1
Terrell,PCT. 1,President,,DEM,JOHN K. DELANEY,0,0,0,0
Terrell,PCT. 1,President,,DEM,MICHAEL R. BLOOMBERG,2,2,10,14
Terrell,PCT. 1,President,,DEM,ANDREW YANG,0,0,2,2
Terrell,PCT. 1,President,,DEM,DEVAL PATRICK,0,0,0,0
Terrell,PCT. 1,President,,DEM,BERNIE SANDERS,2,1,5,8
Terrell,PCT. 1,President,,DEM,MARIANNE WILLIAMSON,0,0,0,0
Terrell,PCT. 1,President,,DEM,JULIÁN CASTRO,1,2,4,7
Terrell,PCT. 1,President,,DEM,TULSI GABBARD,0,1,1,2
Terrell,PCT. 2,President,,DEM,ELIZABTH WARREN,0,3,1,4
Terrell,PCT. 2,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",1,1,4,6
Terrell,PCT. 2,President,,DEM,ROBBY WELLS,0,0,0,0
Terrell,PCT. 2,President,,DEM,MICHAEL BENNET,0,0,0,0
Terrell,PCT. 2,President,,DEM,PETE BUTTIGIEG,1,0,4,5
Terrell,PCT. 2,President,,DEM,JOSEPH R. BIDEN,1,7,5,13
Terrell,PCT. 2,President,,DEM,AMY KLOBUCHAR,0,0,2,2
Terrell,PCT. 2,President,,DEM,TOM STEYER,0,0,0,0
Terrell,PCT. 2,President,,DEM,CORY BOOKER,0,0,0,0
Terrell,PCT. 2,President,,DEM,JOHN K. DELANEY,0,0,1,1
Terrell,PCT. 2,President,,DEM,MICHAEL R. BLOOMBERG,4,1,9,14
Terrell,PCT. 2,President,,DEM,ANDREW YANG,0,0,0,0
Terrell,PCT. 2,President,,DEM,DEVAL PATRICK,0,0,0,0
Terrell,PCT. 2,President,,DEM,BERNIE SANDERS,0,1,6,7
Terrell,PCT. 2,President,,DEM,MARIANNE WILLIAMSON,0,0,0,0
Terrell,PCT. 2,President,,DEM,JULIÁN CASTRO,2,0,8,10
Terrell,PCT. 2,President,,DEM,TULSI GABBARD,0,3,1,4
Terrell,PCT. 3,President,,DEM,ELIZABTH WARREN,0,0,1,1
Terrell,PCT. 3,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0,0,1,1
Terrell,PCT. 3,President,,DEM,ROBBY WELLS,1,0,2,3
Terrell,PCT. 3,President,,DEM,MICHAEL BENNET,0,0,0,0
Terrell,PCT. 3,President,,DEM,PETE BUTTIGIEG,0,0,3,3
Terrell,PCT. 3,President,,DEM,JOSEPH R. BIDEN,3,2,4,9
Terrell,PCT. 3,President,,DEM,AMY KLOBUCHAR,1,0,5,6
Terrell,PCT. 3,President,,DEM,TOM STEYER,0,1,1,2
Terrell,PCT. 3,President,,DEM,CORY BOOKER,0,1,0,1
Terrell,PCT. 3,President,,DEM,JOHN K. DELANEY,0,0,0,0
Terrell,PCT. 3,President,,DEM,MICHAEL R. BLOOMBERG,0,0,3,3
Terrell,PCT. 3,President,,DEM,ANDREW YANG,0,0,1,1
Terrell,PCT. 3,President,,DEM,DEVAL PATRICK,0,0,0,0
Terrell,PCT. 3,President,,DEM,BERNIE SANDERS,0,7,2,9
Terrell,PCT. 3,President,,DEM,MARIANNE WILLIAMSON,0,0,0,0
Terrell,PCT. 3,President,,DEM,JULIÁN CASTRO,0,0,0,0
Terrell,PCT. 3,President,,DEM,TULSI GABBARD,0,1,1,2
Terrell,PCT. 4,President,,DEM,ELIZABTH WARREN,0,1,1,2
Terrell,PCT. 4,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0,1,0,1
Terrell,PCT. 4,President,,DEM,ROBBY WELLS,0,0,0,0
Terrell,PCT. 4,President,,DEM,MICHAEL BENNET,0,0,1,1
Terrell,PCT. 4,President,,DEM,PETE BUTTIGIEG,0,0,0,0
Terrell,PCT. 4,President,,DEM,JOSEPH R. BIDEN,1,5,3,9
Terrell,PCT. 4,President,,DEM,AMY KLOBUCHAR,0,1,1,2
Terrell,PCT. 4,President,,DEM,TOM STEYER,0,0,0,0
Terrell,PCT. 4,President,,DEM,CORY BOOKER,0,0,0,0
Terrell,PCT. 4,President,,DEM,JOHN K. DELANEY,0,1,0,1
Terrell,PCT. 4,President,,DEM,MICHAEL R. BLOOMBERG,0,1,2,3
Terrell,PCT. 4,President,,DEM,ANDREW YANG,0,1,0,1
Terrell,PCT. 4,President,,DEM,DEVAL PATRICK,0,1,1,2
Terrell,PCT. 4,President,,DEM,BERNIE SANDERS,0,0,1,1
Terrell,PCT. 4,President,,DEM,MARIANNE WILLIAMSON,0,0,0,0
Terrell,PCT. 4,President,,DEM,JULIÁN CASTRO,0,0,2,2
Terrell,PCT. 4,President,,DEM,TULSI GABBARD,0,2,3,5
Terrell,PCT. 1,U.S. Senate,,DEM,ADRIAN OCEGUEDA,0,0,1,1
Terrell,PCT. 1,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,2,0,8,10
Terrell,PCT. 1,U.S. Senate,,DEM,"ANNIE ""MAMÁ"" GARCIA",0,2,4,6
Terrell,PCT. 1,U.S. Senate,,DEM,D.R. HUNTER,0,1,1,2
Terrell,PCT. 1,U.S. Senate,,DEM,SEMA HERNANDEZ,1,2,3,6
Terrell,PCT. 1,U.S. Senate,,DEM,MICHAEL COOPER,0,0,0,0
Terrell,PCT. 1,U.S. Senate,,DEM, CHRIS BELL,0,5,0,5
Terrell,PCT. 1,U.S. Senate,,DEM,AMANDA K. EDWARDS,1,0,1,2
Terrell,PCT. 1,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",0,2,0,2
Terrell,PCT. 1,U.S. Senate,,DEM,ROYCE WEST,1,0,3,4
Terrell,PCT. 1,U.S. Senate,,DEM,VICTOR HUGO HARRIS ,0,1,0,1
Terrell,PCT. 1,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",0,1,2,3
Terrell,PCT. 2,U.S. Senate,,DEM,ADRIAN OCEGUEDA,1,0,6,7
Terrell,PCT. 2,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,1,0,7,8
Terrell,PCT. 2,U.S. Senate,,DEM,"ANNIE ""MAMÁ"" GARCIA",0,5,6,11
Terrell,PCT. 2,U.S. Senate,,DEM,D.R. HUNTER,0,2,0,2
Terrell,PCT. 2,U.S. Senate,,DEM,SEMA HERNANDEZ,0,1,3,4
Terrell,PCT. 2,U.S. Senate,,DEM,MICHAEL COOPER,0,2,1,3
Terrell,PCT. 2,U.S. Senate,,DEM, CHRIS BELL,2,2,2,6
Terrell,PCT. 2,U.S. Senate,,DEM,AMANDA K. EDWARDS,0,0,0,0
Terrell,PCT. 2,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",1,1,1,3
Terrell,PCT. 2,U.S. Senate,,DEM,ROYCE WEST,0,1,0,1
Terrell,PCT. 2,U.S. Senate,,DEM,VICTOR HUGO HARRIS ,0,1,0,1
Terrell,PCT. 2,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",0,0,3,3
Terrell,PCT. 3,U.S. Senate,,DEM,ADRIAN OCEGUEDA,0,0,0,0
Terrell,PCT. 3,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,0,0,2,2
Terrell,PCT. 3,U.S. Senate,,DEM,"ANNIE ""MAMÁ"" GARCIA",0,2,0,2
Terrell,PCT. 3,U.S. Senate,,DEM,D.R. HUNTER,1,0,2,3
Terrell,PCT. 3,U.S. Senate,,DEM,SEMA HERNANDEZ,0,3,1,4
Terrell,PCT. 3,U.S. Senate,,DEM,MICHAEL COOPER,0,0,0,0
Terrell,PCT. 3,U.S. Senate,,DEM, CHRIS BELL,0,0,5,5
Terrell,PCT. 3,U.S. Senate,,DEM,AMANDA K. EDWARDS,1,2,1,4
Terrell,PCT. 3,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",0,0,3,3
Terrell,PCT. 3,U.S. Senate,,DEM,ROYCE WEST,2,4,4,10
Terrell,PCT. 3,U.S. Senate,,DEM,VICTOR HUGO HARRIS ,0,0,0,0
Terrell,PCT. 3,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",0,1,1,2
Terrell,PCT. 4,U.S. Senate,,DEM,ADRIAN OCEGUEDA,0,0,1,1
Terrell,PCT. 4,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,0,4,4,8
Terrell,PCT. 4,U.S. Senate,,DEM,"ANNIE ""MAMÁ"" GARCIA",0,1,1,2
Terrell,PCT. 4,U.S. Senate,,DEM,D.R. HUNTER,0,0,2,2
Terrell,PCT. 4,U.S. Senate,,DEM,SEMA HERNANDEZ,0,1,1,2
Terrell,PCT. 4,U.S. Senate,,DEM,MICHAEL COOPER,1,1,4,6
Terrell,PCT. 4,U.S. Senate,,DEM, CHRIS BELL,0,2,0,2
Terrell,PCT. 4,U.S. Senate,,DEM,AMANDA K. EDWARDS,0,0,0,0
Terrell,PCT. 4,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",0,1,0,1
Terrell,PCT. 4,U.S. Senate,,DEM,ROYCE WEST,0,2,2,4
Terrell,PCT. 4,U.S. Senate,,DEM,VICTOR HUGO HARRIS ,0,1,0,1
Terrell,PCT. 4,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",0,0,1,1
Terrell,PCT. 1,U.S. House,23,DEM,RICARDO R. MADRID,0,3,2,5
Terrell,PCT. 1,U.S. House,23,DEM,EFRAIN V. VALDEZ,0,2,3,5
Terrell,PCT. 1,U.S. House,23,DEM,GINA ORTIZ JONES,6,7,21,34
Terrell,PCT. 1,U.S. House,23,DEM,"ROSALINDA ""ROSEY"" RAMOS ABUABARA",1,2,3,6
Terrell,PCT. 1,U.S. House,23,DEM,JAIME ESCUDER,0,1,1,2
Terrell,PCT. 2,U.S. House,23,DEM,RICARDO R. MADRID,2,5,5,12
Terrell,PCT. 2,U.S. House,23,DEM,EFRAIN V. VALDEZ,2,5,9,16
Terrell,PCT. 2,U.S. House,23,DEM,GINA ORTIZ JONES,3,7,19,29
Terrell,PCT. 2,U.S. House,23,DEM,"ROSALINDA ""ROSEY"" RAMOS ABUABARA",0,1,2,3
Terrell,PCT. 2,U.S. House,23,DEM,JAIME ESCUDER,1,1,2,4
Terrell,PCT. 3,U.S. House,23,DEM,RICARDO R. MADRID,2,2,4,8
Terrell,PCT. 3,U.S. House,23,DEM,EFRAIN V. VALDEZ,0,1,0,1
Terrell,PCT. 3,U.S. House,23,DEM,GINA ORTIZ JONES,1,6,12,19
Terrell,PCT. 3,U.S. House,23,DEM,"ROSALINDA ""ROSEY"" RAMOS ABUABARA",0,2,1,3
Terrell,PCT. 3,U.S. House,23,DEM,JAIME ESCUDER,1,2,2,5
Terrell,PCT. 4,U.S. House,23,DEM,RICARDO R. MADRID,0,2,5,7
Terrell,PCT. 4,U.S. House,23,DEM,EFRAIN V. VALDEZ,0,1,1,2
Terrell,PCT. 4,U.S. House,23,DEM,GINA ORTIZ JONES,1,11,7,19
Terrell,PCT. 4,U.S. House,23,DEM,"ROSALINDA ""ROSEY"" RAMOS ABUABARA",0,1,0,1
Terrell,PCT. 4,U.S. House,23,DEM,JAIME ESCUDER,0,1,3,4
Terrell,PCT. 1,Railroad Commissioner,,DEM,MARK WATSON,0,2,4,6
Terrell,PCT. 1,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",3,7,19,29
Terrell,PCT. 1,Railroad Commissioner,,DEM,KELLY STONE,0,4,1,5
Terrell,PCT. 1,Railroad Commissioner,,DEM,CHRYSTA CASTAÑEDA,2,1,4,7
Terrell,PCT. 2,Railroad Commissioner,,DEM,MARK WATSON,1,2,6,9
Terrell,PCT. 2,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",4,8,21,33
Terrell,PCT. 2,Railroad Commissioner,,DEM,KELLY STONE,0,1,1,2
Terrell,PCT. 2,Railroad Commissioner,,DEM,CHRYSTA CASTAÑEDA,0,6,4,10
Terrell,PCT. 3,Railroad Commissioner,,DEM,MARK WATSON,3,4,5,12
Terrell,PCT. 3,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",0,5,4,9
Terrell,PCT. 3,Railroad Commissioner,,DEM,KELLY STONE,1,1,8,10
Terrell,PCT. 3,Railroad Commissioner,,DEM,CHRYSTA CASTAÑEDA,0,3,1,4
Terrell,PCT. 4,Railroad Commissioner,,DEM,MARK WATSON,0,8,4,12
Terrell,PCT. 4,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",0,1,1,2
Terrell,PCT. 4,Railroad Commissioner,,DEM,KELLY STONE,0,1,6,7
Terrell,PCT. 4,Railroad Commissioner,,DEM,CHRYSTA CASTAÑEDA,0,5,5,10
Terrell,PCT. 1,State Senate,19,DEM,FREDDY RAMIREZ,1,6,10,17
Terrell,PCT. 1,State Senate,19,DEM,ROLAND GUTIERREZ,4,5,15,24
Terrell,PCT. 1,State Senate,19,DEM,XOCHIL PEÑA RODRIGUEZ,1,2,4,7
Terrell,PCT. 2,State Senate,19,DEM,FREDDY RAMIREZ,1,3,11,15
Terrell,PCT. 2,State Senate,19,DEM,ROLAND GUTIERREZ,6,8,16,30
Terrell,PCT. 2,State Senate,19,DEM,XOCHIL PEÑA RODRIGUEZ,1,5,9,15
Terrell,PCT. 3,State Senate,19,DEM,FREDDY RAMIREZ,2,1,7,10
Terrell,PCT. 3,State Senate,19,DEM,ROLAND GUTIERREZ,0,8,6,14
Terrell,PCT. 3,State Senate,19,DEM,XOCHIL PEÑA RODRIGUEZ,0,4,3,7
Terrell,PCT. 4,State Senate,19,DEM,FREDDY RAMIREZ,1,0,5,6
Terrell,PCT. 4,State Senate,19,DEM,ROLAND GUTIERREZ,0,10,7,17
Terrell,PCT. 4,State Senate,19,DEM,XOCHIL PEÑA RODRIGUEZ,0,4,3,7
Terrell,PCT. 1,State Representative,74,DEM,RAMSEY ENGLISH CANTU,2,3,4,9
Terrell,PCT. 1,State Representative,74,DEM,ROWLAND GARZA,3,6,13,22
Terrell,PCT. 1,State Representative,74,DEM,EDDIE MORALES,1,5,14,20
Terrell,PCT. 2,State Representative,74,DEM,RAMSEY ENGLISH CANTU,0,3,5,8
Terrell,PCT. 2,State Representative,74,DEM,ROWLAND GARZA,2,8,7,17
Terrell,PCT. 2,State Representative,74,DEM,EDDIE MORALES,4,8,24,36
Terrell,PCT. 3,State Representative,74,DEM,RAMSEY ENGLISH CANTU,1,2,5,8
Terrell,PCT. 3,State Representative,74,DEM,ROWLAND GARZA,1,2,7,10
Terrell,PCT. 3,State Representative,74,DEM,EDDIE MORALES,1,8,5,14
Terrell,PCT. 4,State Representative,74,DEM,RAMSEY ENGLISH CANTU,0,2,4,6
Terrell,PCT. 4,State Representative,74,DEM,ROWLAND GARZA,1,7,4,12
Terrell,PCT. 4,State Representative,74,DEM,EDDIE MORALES,0,6,7,13
