county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Montague,PCT 2,Railroad Commissioner,,REP,Total Votes Cast,682,312,369,1,0
Montague,PCT 2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,672,307,364,1,0
Montague,PCT 2,"Chief Justice, Supreme Court",,REP,Total Votes Cast,672,307,364,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,671,306,364,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,671,306,364,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,676,308,367,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,676,308,367,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,679,309,369,1,0
Montague,PCT 2,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,679,309,369,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,409,182,226,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,259,124,135,0,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,668,306,361,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,674,307,366,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,674,307,366,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,677,308,368,1,0
Montague,PCT 2,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,677,308,368,1,0
Montague,PCT 2,"Member, State BoE, Dist 15",,REP,Jay Johnson,673,305,367,1,0
Montague,PCT 2,"Member, State BoE, Dist 15",,REP,Total Votes Cast,673,305,367,1,0
Montague,PCT 2,State Representative,68,REP,Drew Springer,685,311,373,1,0
Montague,PCT 2,State Representative,68,REP,Total Votes Cast,685,311,373,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,672,303,368,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Total Votes Cast,672,303,368,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,670,303,366,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Total Votes Cast,670,303,366,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,378,176,202,0,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Elizabeth Beach,174,71,103,0,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 7",,REP,John P. Chupp,97,44,52,1,0
Montague,PCT 2,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Total Votes Cast,649,291,357,1,0
Montague,PCT 2,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,684,311,372,1,0
Montague,PCT 2,"Dist Judge, 97th Judicial Dist",,REP,Total Votes Cast,684,311,372,1,0
Montague,PCT 2,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,411,180,231,0,0
Montague,PCT 2,"Dist Attorney, 97th Judicial Dist",,REP,William Knowlton,288,138,149,1,0
Montague,PCT 2,"Dist Attorney, 97th Judicial Dist",,REP,Total Votes Cast,699,318,380,1,0
Montague,PCT 2,County Attorney,,REP,Claburn Riddle,670,304,365,1,0
Montague,PCT 2,County Attorney,,REP,Total Votes Cast,670,304,365,1,0
Montague,PCT 2,Sheriff,,REP,Marshall Thomas,690,312,377,1,0
Montague,PCT 2,Sheriff,,REP,Total Votes Cast,690,312,377,1,0
Montague,PCT 2,County Tax Assessor-Collector,,REP,Kathy Phillips,690,313,376,1,0
Montague,PCT 2,County Tax Assessor-Collector,,REP,Total Votes Cast,690,313,376,1,0
Montague,PCT 2,Constable Pct 2,,REP,Jerry Demoss,392,182,209,1,0
Montague,PCT 2,Constable Pct 2,,REP,"Art Ferguson, Jr.",299,129,170,0,0
Montague,PCT 2,Constable Pct 2,,REP,Total Votes Cast,691,311,379,1,0
Montague,PCT 2,County Chair,,REP,Michelle Fenoglio -Toerck,671,306,364,1,0
Montague,PCT 2,County Chair,,REP,Total Votes Cast,671,306,364,1,0
Montague,PCT 2,Proposition 1,,REP,Yes,629,290,338,1,0
Montague,PCT 2,Proposition 1,,REP,No,89,34,55,0,0
Montague,PCT 2,Proposition 1,,REP,Total Votes Cast,718,324,393,1,0
Montague,PCT 2,Proposition 2,,REP,Yes,611,276,334,1,0
Montague,PCT 2,Proposition 2,,REP,No,107,49,58,0,0
Montague,PCT 2,Proposition 2,,REP,Total Votes Cast,718,325,392,1,0
Montague,PCT 2,Proposition 3,,REP,Yes,678,302,375,1,0
Montague,PCT 2,Proposition 3,,REP,No,40,23,17,0,0
Montague,PCT 2,Proposition 3,,REP,Total Votes Cast,718,325,392,1,0
Montague,PCT 2,Proposition 4,,REP,Yes,690,310,379,1,0
Montague,PCT 2,Proposition 4,,REP,No,24,12,12,0,0
Montague,PCT 2,Proposition 4,,REP,Total Votes Cast,714,322,391,1,0
Montague,PCT 2,Proposition 5,,REP,Yes,665,298,366,1,0
Montague,PCT 2,Proposition 5,,REP,No,54,27,27,0,0
Montague,PCT 2,Proposition 5,,REP,Total Votes Cast,719,325,393,1,0
Montague,PCT 2,Proposition 6,,REP,Yes,683,305,377,1,0
Montague,PCT 2,Proposition 6,,REP,No,29,17,12,0,0
Montague,PCT 2,Proposition 6,,REP,Total Votes Cast,712,322,389,1,0
Montague,PCT 2,Proposition 7,,REP,Yes,712,322,389,1,0
Montague,PCT 2,Proposition 7,,REP,No,5,2,3,0,0
Montague,PCT 2,Proposition 7,,REP,Total Votes Cast,717,324,392,1,0
Montague,PCT 2,Proposition 8,,REP,Yes,712,320,391,1,0
Montague,PCT 2,Proposition 8,,REP,No,4,3,1,0,0
Montague,PCT 2,Proposition 8,,REP,Total Votes Cast,716,323,392,1,0
Montague,PCT 2,Proposition 9,,REP,Yes,683,307,375,1,0
Montague,PCT 2,Proposition 9,,REP,No,32,16,16,0,0
Montague,PCT 2,Proposition 9,,REP,Total Votes Cast,715,323,391,1,0
Montague,PCT 2,Proposition 10,,REP,Yes,673,308,364,1,0
Montague,PCT 2,Proposition 10,,REP,No,36,13,23,0,0
Montague,PCT 2,Proposition 10,,REP,Total Votes Cast,709,321,387,1,0
Montague,PCT 3,President,,REP,Bob Ely,1,0,1,0,0
Montague,PCT 3,President,,REP,Donald J. Trump,384,167,214,3,0
Montague,PCT 3,President,,REP,Matthew John Matern,1,1,0,0,0
Montague,PCT 3,President,,REP,Roque Rocky DeLa Fuente Guerra,1,1,0,0,0
Montague,PCT 3,President,,REP,Bill Weld,1,0,1,0,0
Montague,PCT 3,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Montague,PCT 3,President,,REP,Joe Walsh,2,0,2,0,0
Montague,PCT 3,President,,REP,Uncommitted,8,3,5,0,0
Montague,PCT 3,President,,REP,Total Votes Cast,398,172,223,3,0
Montague,PCT 3,U.S. Senate,,REP,John Anthony Castro,30,19,10,1,0
Montague,PCT 3,U.S. Senate,,REP,John Cornyn,261,101,158,2,0
Montague,PCT 3,U.S. Senate,,REP,Dwayne Stovall,59,27,32,0,0
Montague,PCT 3,U.S. Senate,,REP,Mark Yancey,28,17,11,0,0
Montague,PCT 3,U.S. Senate,,REP,Virgil Bierschwale,5,2,3,0,0
Montague,PCT 3,U.S. Senate,,REP,Total Votes Cast,383,166,214,3,0
Montague,PCT 3,U.S. House,13,REP,Jamie Culley,5,4,1,0,0
Montague,PCT 3,U.S. House,13,REP,"Catherine ""I Swear"" Carr",5,3,2,0,0
Montague,PCT 3,U.S. House,13,REP,Diane Knowlton,6,3,3,0,0
Montague,PCT 3,U.S. House,13,REP,Asusena Resendiz,1,1,0,0,0
Montague,PCT 3,U.S. House,13,REP,Lee Harvey,16,12,4,0,0
Montague,PCT 3,U.S. House,13,REP,Elaine Hays,8,2,6,0,0
Montague,PCT 3,U.S. House,13,REP,Richard Herman,3,2,1,0,0
Montague,PCT 3,U.S. House,13,REP,Chris Ekstrom,41,22,19,0,0
Montague,PCT 3,U.S. House,13,REP,Ronny Jackson,63,27,36,0,0
Montague,PCT 3,U.S. House,13,REP,Mark Neese,156,61,95,0,0
Montague,PCT 3,U.S. House,13,REP,Matt McArthur,2,1,0,1,0
Montague,PCT 3,U.S. House,13,REP,Vance Snider II,0,0,0,0,0
Montague,PCT 3,U.S. House,13,REP,Jason Foglesong,1,0,1,0,0
Montague,PCT 3,U.S. House,13,REP,Josh Winegarner,81,28,51,2,0
Montague,PCT 3,U.S. House,13,REP,Monique Worthy,4,3,1,0,0
Montague,PCT 3,U.S. House,13,REP,Total Votes Cast,392,169,220,3,0
Montague,PCT 3,Railroad Commissioner,,REP,Ryan Sitton,123,55,65,3,0
Montague,PCT 3,Railroad Commissioner,,REP,"James ""Jim"" Wright",244,108,136,0,0
Montague,PCT 3,Railroad Commissioner,,REP,Total Votes Cast,367,163,201,3,0
Montague,PCT 3,"Chief Justice, Supreme Court",,REP,Nathan Hecht,357,154,200,3,0
Montague,PCT 3,"Chief Justice, Supreme Court",,REP,Total Votes Cast,357,154,200,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,358,157,198,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,358,157,198,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,360,158,199,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,360,158,199,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,360,157,200,3,0
Montague,PCT 3,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,360,157,200,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,226,101,122,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,136,62,74,0,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,362,163,196,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,358,157,198,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,358,157,198,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,359,159,197,3,0
Montague,PCT 3,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,359,159,197,3,0
Montague,PCT 3,"Member, State BoE, Dist 15",,REP,Jay Johnson,359,157,199,3,0
Montague,PCT 3,"Member, State BoE, Dist 15",,REP,Total Votes Cast,359,157,199,3,0
Montague,PCT 3,State Representative,68,REP,Drew Springer,371,164,204,3,0
Montague,PCT 3,State Representative,68,REP,Total Votes Cast,371,164,204,3,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,358,158,197,3,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Total Votes Cast,358,158,197,3,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,360,158,199,3,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Total Votes Cast,360,158,199,3,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,219,95,124,0,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Elizabeth Beach,90,39,49,2,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 7",,REP,John P. Chupp,42,19,22,1,0
Montague,PCT 3,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Total Votes Cast,351,153,195,3,0
Montague,PCT 3,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,375,164,208,3,0
Montague,PCT 3,"Dist Judge, 97th Judicial Dist",,REP,Total Votes Cast,375,164,208,3,0
Montague,PCT 3,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,252,112,137,3,0
Montague,PCT 3,"Dist Attorney, 97th Judicial Dist",,REP,William Knowlton,135,56,79,0,0
Montague,PCT 3,"Dist Attorney, 97th Judicial Dist",,REP,Total Votes Cast,387,168,216,3,0
Montague,PCT 3,County Attorney,,REP,Claburn Riddle,372,162,207,3,0
Montague,PCT 3,County Attorney,,REP,Total Votes Cast,372,162,207,3,0
Montague,PCT 3,Sheriff,,REP,Marshall Thomas,378,165,210,3,0
Montague,PCT 3,Sheriff,,REP,Total Votes Cast,378,165,210,3,0
Montague,PCT 3,County Tax Assessor-Collector,,REP,Kathy Phillips,371,163,205,3,0
Montague,PCT 3,County Tax Assessor-Collector,,REP,Total Votes Cast,371,163,205,3,0
Montague,PCT 3,Constable Pct 2,,REP,Jerry Demoss,199,85,112,2,0
Montague,PCT 3,Constable Pct 2,,REP,"Art Ferguson, Jr.",185,82,102,1,0
Montague,PCT 3,Constable Pct 2,,REP,Total Votes Cast,384,167,214,3,0
Montague,PCT 3,County Chair,,REP,Michelle Fenoglio -Toerck,370,163,204,3,0
Montague,PCT 3,County Chair,,REP,Total Votes Cast,370,163,204,3,0
Montague,PCT 3,Proposition 1,,REP,Yes,344,152,189,3,0
Montague,PCT 3,Proposition 1,,REP,No,52,21,31,0,0
Montague,PCT 3,Proposition 1,,REP,Total Votes Cast,396,173,220,3,0
Montague,PCT 3,Proposition 2,,REP,Yes,347,157,187,3,0
Montague,PCT 3,Proposition 2,,REP,No,47,14,33,0,0
Montague,PCT 3,Proposition 2,,REP,Total Votes Cast,394,171,220,3,0
Montague,PCT 3,Proposition 3,,REP,Yes,369,167,199,3,0
Montague,PCT 3,Proposition 3,,REP,No,23,3,20,0,0
Montague,PCT 3,Proposition 3,,REP,Total Votes Cast,392,170,219,3,0
Montague,PCT 3,Proposition 4,,REP,Yes,376,165,208,3,0
Montague,PCT 3,Proposition 4,,REP,No,19,5,14,0,0
Montague,PCT 3,Proposition 4,,REP,Total Votes Cast,395,170,222,3,0
Montague,PCT 3,Proposition 5,,REP,Yes,364,158,203,3,0
Montague,PCT 3,Proposition 5,,REP,No,31,12,19,0,0
Montague,PCT 3,Proposition 5,,REP,Total Votes Cast,395,170,222,3,0
Montague,PCT 3,Proposition 6,,REP,Yes,375,161,211,3,0
Montague,PCT 3,Proposition 6,,REP,No,18,7,11,0,0
Montague,PCT 3,Proposition 6,,REP,Total Votes Cast,393,168,222,3,0
Montague,PCT 3,Proposition 7,,REP,Yes,390,170,217,3,0
Montague,PCT 3,Proposition 7,,REP,No,5,1,4,0,0
Montague,PCT 3,Proposition 7,,REP,Total Votes Cast,395,171,221,3,0
Montague,PCT 3,Proposition 8,,REP,Yes,387,167,217,3,0
Montague,PCT 3,Proposition 8,,REP,No,4,3,1,0,0
Montague,PCT 3,Proposition 8,,REP,Total Votes Cast,391,170,218,3,0
Montague,PCT 3,Proposition 9,,REP,Yes,376,162,211,3,0
Montague,PCT 3,Proposition 9,,REP,No,17,9,8,0,0
Montague,PCT 3,Proposition 9,,REP,Total Votes Cast,393,171,219,3,0
Montague,PCT 3,Proposition 10,,REP,Yes,368,158,207,3,0
Montague,PCT 3,Proposition 10,,REP,No,21,12,9,0,0
Montague,PCT 3,Proposition 10,,REP,Total Votes Cast,389,170,216,3,0
Montague,PCT 4,President,,REP,Bob Ely,1,0,1,0,0
Montague,PCT 4,President,,REP,Donald J. Trump,113,67,44,2,0
Montague,PCT 4,President,,REP,Matthew John Matern,0,0,0,0,0
Montague,PCT 4,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Montague,PCT 4,President,,REP,Bill Weld,0,0,0,0,0
Montague,PCT 4,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Montague,PCT 4,President,,REP,Joe Walsh,2,1,1,0,0
Montague,PCT 4,President,,REP,Uncommitted,2,1,1,0,0
Montague,PCT 4,President,,REP,Total Votes Cast,118,69,47,2,0
Montague,PCT 4,U.S. Senate,,REP,John Anthony Castro,11,9,2,0,0
Montague,PCT 4,U.S. Senate,,REP,John Cornyn,72,36,34,2,0
Montague,PCT 4,U.S. Senate,,REP,Dwayne Stovall,15,12,3,0,0
Montague,PCT 4,U.S. Senate,,REP,Mark Yancey,17,11,6,0,0
Montague,PCT 4,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0
Montague,PCT 4,U.S. Senate,,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,U.S. House,13,REP,Jamie Culley,0,0,0,0,0
Montague,PCT 4,U.S. House,13,REP,"Catherine ""I Swear"" Carr",1,1,0,0,0
Montague,PCT 4,U.S. House,13,REP,Diane Knowlton,2,2,0,0,0
Montague,PCT 4,U.S. House,13,REP,Asusena Resendiz,0,0,0,0,0
Montague,PCT 4,U.S. House,13,REP,Lee Harvey,7,3,2,2,0
Montague,PCT 4,U.S. House,13,REP,Elaine Hays,1,1,0,0,0
Montague,PCT 4,U.S. House,13,REP,Richard Herman,1,1,0,0,0
Montague,PCT 4,U.S. House,13,REP,Chris Ekstrom,20,13,7,0,0
Montague,PCT 4,U.S. House,13,REP,Ronny Jackson,18,9,9,0,0
Montague,PCT 4,U.S. House,13,REP,Mark Neese,52,32,20,0,0
Montague,PCT 4,U.S. House,13,REP,Matt McArthur,1,1,0,0,0
Montague,PCT 4,U.S. House,13,REP,Vance Snider II,0,0,0,0,0
Montague,PCT 4,U.S. House,13,REP,Jason Foglesong,0,0,0,0,0
Montague,PCT 4,U.S. House,13,REP,Josh Winegarner,15,6,9,0,0
Montague,PCT 4,U.S. House,13,REP,Monique Worthy,0,0,0,0,0
Montague,PCT 4,U.S. House,13,REP,Total Votes Cast,118,69,47,2,0
Montague,PCT 4,Railroad Commissioner,,REP,Ryan Sitton,29,17,12,0,0
Montague,PCT 4,Railroad Commissioner,,REP,"James ""Jim"" Wright",86,49,35,2,0
Montague,PCT 4,Railroad Commissioner,,REP,Total Votes Cast,115,66,47,2,0
Montague,PCT 4,"Chief Justice, Supreme Court",,REP,Nathan Hecht,114,67,45,2,0
Montague,PCT 4,"Chief Justice, Supreme Court",,REP,Total Votes Cast,114,67,45,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,113,66,45,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,113,66,45,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,114,66,46,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,114,66,46,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,114,67,45,2,0
Montague,PCT 4,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,114,67,45,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,69,38,29,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,45,28,17,0,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,114,66,46,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,113,66,45,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,113,66,45,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,115,67,46,2,0
Montague,PCT 4,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,115,67,46,2,0
Montague,PCT 4,"Member, State BoE, Dist 15",,REP,Jay Johnson,114,67,45,2,0
Montague,PCT 4,"Member, State BoE, Dist 15",,REP,Total Votes Cast,114,67,45,2,0
Montague,PCT 4,State Representative,68,REP,Drew Springer,117,68,47,2,0
Montague,PCT 4,State Representative,68,REP,Total Votes Cast,117,68,47,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Dana Womack,115,67,46,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 2",,REP,Total Votes Cast,115,67,46,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Mike Wallach,115,67,46,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 6",,REP,Total Votes Cast,115,67,46,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Brian Walker,59,32,25,2,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Elizabeth Beach,42,26,16,0,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 7",,REP,John P. Chupp,12,7,5,0,0
Montague,PCT 4,"Justice, 2nd Ct of App Dist, Pl 7",,REP,Total Votes Cast,113,65,46,2,0
Montague,PCT 4,"Dist Judge, 97th Judicial Dist",,REP,Jack McGaughey,116,68,46,2,0
Montague,PCT 4,"Dist Judge, 97th Judicial Dist",,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,"Dist Attorney, 97th Judicial Dist",,REP,Casey Polhemus,77,44,31,2,0
Montague,PCT 4,"Dist Attorney, 97th Judicial Dist",,REP,William Knowlton,40,24,16,0,0
Montague,PCT 4,"Dist Attorney, 97th Judicial Dist",,REP,Total Votes Cast,117,68,47,2,0
Montague,PCT 4,County Attorney,,REP,Claburn Riddle,114,66,46,2,0
Montague,PCT 4,County Attorney,,REP,Total Votes Cast,114,66,46,2,0
Montague,PCT 4,Sheriff,,REP,Marshall Thomas,118,69,47,2,0
Montague,PCT 4,Sheriff,,REP,Total Votes Cast,118,69,47,2,0
Montague,PCT 4,County Tax Assessor-Collector,,REP,Kathy Phillips,116,68,46,2,0
Montague,PCT 4,County Tax Assessor-Collector,,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,County Commissioner Pct 1,,REP,Roy Darden,117,69,46,2,0
Montague,PCT 4,County Commissioner Pct 1,,REP,Total Votes Cast,117,69,46,2,0
Montague,PCT 4,Constable Pct 2,,REP,Jerry Demoss,63,33,28,2,0
Montague,PCT 4,Constable Pct 2,,REP,"Art Ferguson, Jr.",53,34,19,0,0
Montague,PCT 4,Constable Pct 2,,REP,Total Votes Cast,116,67,47,2,0
Montague,PCT 4,County Chair,,REP,Michelle Fenoglio -Toerck,115,68,46,1,0
Montague,PCT 4,County Chair,,REP,Total Votes Cast,115,68,46,1,0
Montague,PCT 4,Proposition 1,,REP,Yes,94,57,35,2,0
Montague,PCT 4,Proposition 1,,REP,No,23,11,12,0,0
Montague,PCT 4,Proposition 1,,REP,Total Votes Cast,117,68,47,2,0
Montague,PCT 4,Proposition 2,,REP,Yes,97,56,39,2,0
Montague,PCT 4,Proposition 2,,REP,No,19,11,8,0,0
Montague,PCT 4,Proposition 2,,REP,Total Votes Cast,116,67,47,2,0
Montague,PCT 4,Proposition 3,,REP,Yes,107,61,44,2,0
Montague,PCT 4,Proposition 3,,REP,No,9,7,2,0,0
Montague,PCT 4,Proposition 3,,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,Proposition 4,,REP,Yes,112,67,43,2,0
Montague,PCT 4,Proposition 4,,REP,No,5,1,4,0,0
Montague,PCT 4,Proposition 4,,REP,Total Votes Cast,117,68,47,2,0
Montague,PCT 4,Proposition 5,,REP,Yes,101,59,40,2,0
Montague,PCT 4,Proposition 5,,REP,No,15,9,6,0,0
Montague,PCT 4,Proposition 5,,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,Proposition 6,,REP,Yes,108,61,45,2,0
Montague,PCT 4,Proposition 6,,REP,No,8,7,1,0,0
Montague,PCT 4,Proposition 6,,REP,Total Votes Cast,116,68,46,2,0
Montague,PCT 4,Proposition 7,,REP,Yes,116,68,46,2,0
Montague,PCT 4,Proposition 7,,REP,No,1,1,0,0,0
Montague,PCT 4,Proposition 7,,REP,Total Votes Cast,117,69,46,2,0
Montague,PCT 4,Proposition 8,,REP,Yes,117,69,46,2,0
Montague,PCT 4,Proposition 8,,REP,No,0,0,0,0,0
Montague,PCT 4,Proposition 8,,REP,Total Votes Cast,117,69,46,2,0
Montague,PCT 4,Proposition 9,,REP,Yes,113,65,46,2,0
Montague,PCT 4,Proposition 9,,REP,No,4,4,0,0,0
Montague,PCT 4,Proposition 9,,REP,Total Votes Cast,117,69,46,2,0
Montague,PCT 4,Proposition 10,,REP,Yes,111,66,43,2,0
Montague,PCT 4,Proposition 10,,REP,No,6,3,3,0,0
Montague,PCT 4,Proposition 10,,REP,Total Votes Cast,117,69,46,2,0
Montague,PCT 5,President,,REP,Bob Ely,0,0,0,0,0
Montague,PCT 5,President,,REP,Donald J. Trump,270,118,148,4,0
Montague,PCT 5,President,,REP,Matthew John Matern,0,0,0,0,0
Montague,PCT 5,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Montague,PCT 5,President,,REP,Bill Weld,3,1,2,0,0
Montague,PCT 5,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Montague,PCT 5,President,,REP,Joe Walsh,1,0,1,0,0
Montague,PCT 5,President,,REP,Uncommitted,6,2,4,0,0
Montague,PCT 5,President,,REP,Total Votes Cast,281,121,156,4,0
Montague,PCT 5,U.S. Senate,,REP,John Anthony Castro,25,12,13,0,0
Montague,PCT 5,U.S. Senate,,REP,John Cornyn,175,61,112,2,0
Montague,PCT 5,U.S. Senate,,REP,Dwayne Stovall,47,28,17,2,0
Montague,PCT 5,U.S. Senate,,REP,Mark Yancey,22,14,8,0,0
Montague,PCT 5,U.S. Senate,,REP,Virgil Bierschwale,2,1,1,0,0
Montague,PCT 5,U.S. Senate,,REP,Total Votes Cast,271,116,151,4,0
Montague,PCT 5,U.S. House,13,REP,Jamie Culley,2,2,0,0,0
Montague,PCT 5,U.S. House,13,REP,"Catherine ""I Swear"" Carr",1,0,1,0,0
Montague,PCT 5,U.S. House,13,REP,Diane Knowlton,5,2,3,0,0
Montague,PCT 5,U.S. House,13,REP,Asusena Resendiz,0,0,0,0,0
Montague,PCT 5,U.S. House,13,REP,Lee Harvey,12,7,5,0,0
Montague,PCT 5,U.S. House,13,REP,Elaine Hays,4,4,0,0,0
Montague,PCT 5,U.S. House,13,REP,Richard Herman,1,1,0,0,0
Montague,PCT 5,U.S. House,13,REP,Chris Ekstrom,46,21,23,2,0
Montague,PCT 5,U.S. House,13,REP,Ronny Jackson,41,17,22,2,0
Montague,PCT 5,U.S. House,13,REP,Mark Neese,117,46,71,0,0
Montague,PCT 5,U.S. House,13,REP,Matt McArthur,0,0,0,0,0
Montague,PCT 5,U.S. House,13,REP,Vance Snider II,1,0,1,0,0
Montague,PCT 5,U.S. House,13,REP,Jason Foglesong,3,1,2,0,0
Montague,PCT 5,U.S. House,13,REP,Josh Winegarner,41,19,22,0,0
Montague,PCT 5,U.S. House,13,REP,Monique Worthy,2,0,2,0,0
Montague,PCT 5,U.S. House,13,REP,Total Votes Cast,276,120,152,4,0
Montague,PCT 5,Railroad Commissioner,,REP,Ryan Sitton,86,38,46,2,0
Montague,PCT 5,Railroad Commissioner,,REP,"James ""Jim"" Wright",171,73,97,1,0
Montague,PCT 5,Railroad Commissioner,,REP,Total Votes Cast,257,111,143,3,0
Montague,PCT 5,"Chief Justice, Supreme Court",,REP,Nathan Hecht,257,111,143,3,0
Montague,PCT 5,"Chief Justice, Supreme Court",,REP,Total Votes Cast,257,111,143,3,0
Montague,PCT 5,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,251,111,137,3,0
Montague,PCT 5,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,251,111,137,3,0
