county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Williamson,456,U.S. Senate,,LBT,Kerry Douglas McKennon,1,20,8,0,29
Williamson,456,U.S. Senate,,GRE,David B. Collins,1,8,1,0,10
Williamson,456,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,456,U.S. House,31,REP,John Carter,31,434,64,3,532
Williamson,456,U.S. House,31,DEM,Donna Imam,66,439,66,3,574
Williamson,456,U.S. House,31,LBT,Clark Patterson,1,26,9,0,36
Williamson,456,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,456,Railroad Commissioner,,REP,"James ""Jim"" Wright",24,410,59,2,495
Williamson,456,Railroad Commissioner,,DEM,Chrysta Castañeda,69,441,65,4,579
Williamson,456,Railroad Commissioner,,LBT,Matt Sterett,1,30,9,0,40
Williamson,456,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,13,2,0,17
Williamson,456,State Representative,52,REP,Lucio Valdez,27,449,56,1,533
Williamson,456,State Representative,52,DEM,James Talarico,68,440,75,3,586
Williamson,463,President,,REP,Donald J. Trump/Michael R. Pence,115,1150,206,5,1476
Williamson,463,President,,DEM,Joseph R. Biden/Kamala D. Harris,255,2362,277,4,2898
Williamson,463,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",7,39,15,0,61
Williamson,463,President,,GRE,Howie Hawkins/Angela Walker,0,8,5,0,13
Williamson,463,President,,,Write-in,3,8,1,0,12
Williamson,463,U.S. Senate,,REP,John Cornyn,127,1144,196,4,1471
Williamson,463,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",234,2229,245,3,2711
Williamson,463,U.S. Senate,,LBT,Kerry Douglas McKennon,4,71,19,1,95
Williamson,463,U.S. Senate,,GRE,David B. Collins,2,28,5,0,35
Williamson,463,U.S. Senate,,,Write-in,0,1,1,0,2
Williamson,463,U.S. House,31,REP,John Carter,117,1195,205,4,1521
Williamson,463,U.S. House,31,DEM,Donna Imam,216,2229,252,4,2701
Williamson,463,U.S. House,31,LBT,Clark Patterson,3,75,17,0,95
Williamson,463,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,463,Railroad Commissioner,,REP,"James ""Jim"" Wright",120,1129,195,3,1447
Williamson,463,Railroad Commissioner,,DEM,Chrysta Castañeda,230,2122,226,3,2581
Williamson,463,Railroad Commissioner,,LBT,Matt Sterett,2,115,26,1,144
Williamson,463,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,67,12,0,81
Williamson,463,State Representative,52,REP,Lucio Valdez,115,1203,205,2,1525
Williamson,463,State Representative,52,DEM,James Talarico,202,2196,246,4,2648
Williamson,480,President,,REP,Donald J. Trump/Michael R. Pence,80,1270,179,1,1530
Williamson,480,President,,DEM,Joseph R. Biden/Kamala D. Harris,235,2251,183,5,2674
Williamson,480,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,60,12,0,75
Williamson,480,President,,GRE,Howie Hawkins/Angela Walker,1,9,5,0,15
Williamson,480,President,,,Write-in,1,8,3,0,12
Williamson,480,U.S. Senate,,REP,John Cornyn,96,1276,183,1,1556
Williamson,480,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",213,2127,167,5,2512
Williamson,480,U.S. Senate,,LBT,Kerry Douglas McKennon,4,81,13,0,98
Williamson,480,U.S. Senate,,GRE,David B. Collins,1,19,7,0,27
Williamson,480,U.S. Senate,,,Write-in,0,3,0,0,3
Williamson,480,U.S. House,31,REP,John Carter,80,1330,185,1,1596
Williamson,480,U.S. House,31,DEM,Donna Imam,208,2125,159,5,2497
Williamson,480,U.S. House,31,LBT,Clark Patterson,5,79,21,0,105
Williamson,480,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,480,Railroad Commissioner,,REP,"James ""Jim"" Wright",81,1246,158,1,1486
Williamson,480,Railroad Commissioner,,DEM,Chrysta Castañeda,207,2008,164,5,2384
Williamson,480,Railroad Commissioner,,LBT,Matt Sterett,5,125,18,0,148
Williamson,480,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",6,75,16,0,97
Williamson,480,State Representative,52,REP,Lucio Valdez,76,1354,184,1,1615
Williamson,480,State Representative,52,DEM,James Talarico,199,2082,166,5,2452
Williamson,484,President,,REP,Donald J. Trump/Michael R. Pence,119,1874,218,1,2212
Williamson,484,President,,DEM,Joseph R. Biden/Kamala D. Harris,264,2484,173,7,2928
Williamson,484,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",6,67,14,0,87
Williamson,484,President,,GRE,Howie Hawkins/Angela Walker,1,9,1,0,11
Williamson,484,President,,,Write-in,3,13,1,0,17
Williamson,484,U.S. Senate,,REP,John Cornyn,125,1913,222,2,2262
Williamson,484,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",256,2307,148,2,2713
Williamson,484,U.S. Senate,,LBT,Kerry Douglas McKennon,3,117,12,0,132
Williamson,484,U.S. Senate,,GRE,David B. Collins,1,14,6,0,21
Williamson,484,U.S. Senate,,,Write-in,1,3,0,0,4
Williamson,484,U.S. House,31,REP,John Carter,113,2002,224,2,2341
Williamson,484,U.S. House,31,DEM,Donna Imam,227,2275,155,2,2659
Williamson,484,U.S. House,31,LBT,Clark Patterson,6,97,13,0,116
Williamson,484,U.S. House,31,,Write-in,1,2,1,0,4
Williamson,484,Railroad Commissioner,,REP,"James ""Jim"" Wright",124,1871,213,1,2209
Williamson,484,Railroad Commissioner,,DEM,Chrysta Castañeda,240,2203,146,3,2592
Williamson,484,Railroad Commissioner,,LBT,Matt Sterett,7,162,16,0,185
Williamson,484,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,62,10,0,76
Williamson,484,State Representative,52,REP,Lucio Valdez,105,2014,226,1,2346
Williamson,484,State Representative,52,DEM,James Talarico,235,2260,150,3,2648
Williamson,488,President,,REP,Donald J. Trump/Michael R. Pence,64,976,109,2,1151
Williamson,488,President,,DEM,Joseph R. Biden/Kamala D. Harris,109,1124,61,3,1297
Williamson,488,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,37,13,1,52
Williamson,488,President,,GRE,Howie Hawkins/Angela Walker,0,2,0,0,2
Williamson,488,President,,,Write-in,0,9,3,0,12
Williamson,488,U.S. Senate,,REP,John Cornyn,70,1014,106,2,1192
Williamson,488,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",100,1040,53,1,1194
Williamson,488,U.S. Senate,,LBT,Kerry Douglas McKennon,1,41,13,0,55
Williamson,488,U.S. Senate,,GRE,David B. Collins,0,11,4,1,16
Williamson,488,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,488,U.S. House,31,REP,John Carter,75,1066,113,3,1257
Williamson,488,U.S. House,31,DEM,Donna Imam,94,1014,53,1,1162
Williamson,488,U.S. House,31,LBT,Clark Patterson,0,38,12,0,50
Williamson,488,U.S. House,31,,Write-in,0,3,0,0,3
Williamson,488,Railroad Commissioner,,REP,"James ""Jim"" Wright",68,1004,111,2,1185
Williamson,488,Railroad Commissioner,,DEM,Chrysta Castañeda,93,990,45,2,1130
Williamson,488,Railroad Commissioner,,LBT,Matt Sterett,1,59,12,0,72
Williamson,488,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,23,5,0,29
Williamson,488,State Representative,52,REP,Lucio Valdez,72,1047,114,1,1234
Williamson,488,State Representative,52,DEM,James Talarico,87,1015,51,1,1154
Williamson,489,President,,REP,Donald J. Trump/Michael R. Pence,95,1454,152,0,1701
Williamson,489,President,,DEM,Joseph R. Biden/Kamala D. Harris,171,1886,103,4,2164
Williamson,489,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,46,6,0,52
Williamson,489,President,,GRE,Howie Hawkins/Angela Walker,0,7,1,0,8
Williamson,489,President,,,Write-in,0,4,0,0,4
Williamson,489,U.S. Senate,,REP,John Cornyn,101,1518,150,0,1769
Williamson,489,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",160,1751,85,4,2000
Williamson,489,U.S. Senate,,LBT,Kerry Douglas McKennon,2,53,12,0,67
Williamson,489,U.S. Senate,,GRE,David B. Collins,0,10,4,0,14
Williamson,489,U.S. Senate,,,Write-in,0,4,0,0,4
Williamson,489,U.S. House,31,REP,John Carter,102,1569,157,0,1828
Williamson,489,U.S. House,31,DEM,Donna Imam,151,1723,87,4,1965
Williamson,489,U.S. House,31,LBT,Clark Patterson,5,51,13,0,69
Williamson,489,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,489,Railroad Commissioner,,REP,"James ""Jim"" Wright",97,1465,155,1,1718
Williamson,489,Railroad Commissioner,,DEM,Chrysta Castañeda,153,1666,77,3,1899
Williamson,489,Railroad Commissioner,,LBT,Matt Sterett,3,94,13,0,110
Williamson,489,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,48,5,0,55
Williamson,489,State Representative,52,REP,Lucio Valdez,99,1562,161,0,1822
Williamson,489,State Representative,52,DEM,James Talarico,150,1715,86,4,1955
Williamson,490,President,,REP,Donald J. Trump/Michael R. Pence,71,802,99,1,973
Williamson,490,President,,DEM,Joseph R. Biden/Kamala D. Harris,96,818,60,4,978
Williamson,490,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,33,7,0,41
Williamson,490,President,,GRE,Howie Hawkins/Angela Walker,0,3,0,0,3
Williamson,490,President,,,Write-in,0,0,0,0,0
Williamson,490,U.S. Senate,,REP,John Cornyn,71,807,92,1,971
Williamson,490,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",90,766,52,3,911
Williamson,490,U.S. Senate,,LBT,Kerry Douglas McKennon,4,48,8,1,61
Williamson,490,U.S. Senate,,GRE,David B. Collins,1,8,0,0,9
Williamson,490,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,490,U.S. House,31,REP,John Carter,68,828,93,2,991
Williamson,490,U.S. House,31,DEM,Donna Imam,82,749,55,3,889
Williamson,490,U.S. House,31,LBT,Clark Patterson,1,52,9,0,62
Williamson,490,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,490,Railroad Commissioner,,REP,"James ""Jim"" Wright",70,808,91,1,970
Williamson,490,Railroad Commissioner,,DEM,Chrysta Castañeda,90,721,47,3,861
Williamson,490,Railroad Commissioner,,LBT,Matt Sterett,1,66,13,0,80
Williamson,490,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,19,2,1,23
Williamson,490,State Representative,52,REP,Lucio Valdez,66,852,93,1,1012
Williamson,490,State Representative,52,DEM,James Talarico,80,752,60,4,896
Williamson,491,President,,REP,Donald J. Trump/Michael R. Pence,97,1522,203,2,1824
Williamson,491,President,,DEM,Joseph R. Biden/Kamala D. Harris,245,2165,159,3,2572
Williamson,491,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,72,21,1,96
Williamson,491,President,,GRE,Howie Hawkins/Angela Walker,2,12,2,0,16
Williamson,491,President,,,Write-in,3,8,3,0,14
Williamson,491,U.S. Senate,,REP,John Cornyn,108,1513,192,2,1815
Williamson,491,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",231,2067,147,4,2449
Williamson,491,U.S. Senate,,LBT,Kerry Douglas McKennon,4,76,25,0,105
Williamson,491,U.S. Senate,,GRE,David B. Collins,3,18,6,0,27
Williamson,491,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,491,U.S. House,31,REP,John Carter,100,1593,196,3,1892
Williamson,491,U.S. House,31,DEM,Donna Imam,223,2042,145,2,2412
Williamson,491,U.S. House,31,LBT,Clark Patterson,4,75,23,0,102
Williamson,491,U.S. House,31,,Write-in,0,8,1,0,9
Williamson,491,Railroad Commissioner,,REP,"James ""Jim"" Wright",99,1494,185,2,1780
Williamson,491,Railroad Commissioner,,DEM,Chrysta Castañeda,224,1964,142,2,2332
Williamson,491,Railroad Commissioner,,LBT,Matt Sterett,7,115,26,0,148
Williamson,491,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",5,53,6,0,64
Williamson,491,State Representative,52,REP,Lucio Valdez,97,1605,212,2,1916
Williamson,491,State Representative,52,DEM,James Talarico,221,2026,133,4,2384
