county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail
Lynn,Precinct 7,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 7,U.S. House,19,Tom Watson,DEM,0,0,0,0
Lynn,Precinct 7,Railroad Commissioner,,Chrysta Castaneda,DEM,0,0,0,0
Lynn,Precinct 7,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Lynn,Precinct 7,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,0,0,0
Lynn,Precinct 7,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Lynn,Precinct 7,State Representative,83,James Barrick,DEM,0,0,0,0
Lynn,Precinct 7,State Representative,83,Addison Perry-Franks,DEM,0,0,0,0
Lynn,Precinct 9,Registered Voters,,,,401,,,
Lynn,Precinct 9,Ballots Cast,,,,164,51,107,6
Lynn,Precinct 9,Ballots Cast,,,REP,157,47,104,6
Lynn,Precinct 9,Ballots Cast,,,DEM,7,4,3,0
Lynn,Precinct 9,President,,Bill Weld,REP,1,1,0,0
Lynn,Precinct 9,President,,Bob Ely,REP,0,0,0,0
Lynn,Precinct 9,President,,Donald J. Trump,REP,141,41,94,6
Lynn,Precinct 9,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 9,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 9,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Lynn,Precinct 9,President,,Joe Walsh,REP,0,0,0,0
Lynn,Precinct 9,President,,Uncommitted,REP,9,4,5,0
Lynn,Precinct 9,U.S. Senate,,Virgil Bierschwale,REP,2,2,0,0
Lynn,Precinct 9,U.S. Senate,,John Anthony Castro,REP,6,3,3,0
Lynn,Precinct 9,U.S. Senate,,John Cornyn,REP,104,32,67,5
Lynn,Precinct 9,U.S. Senate,,Dwayne Stovall,REP,18,5,12,1
Lynn,Precinct 9,U.S. Senate,,Mark Yancey,REP,7,0,7,0
Lynn,Precinct 9,U.S. House,19,Vance W. Boyd,REP,12,6,6,0
Lynn,Precinct 9,U.S. House,19,Jodey C. Arrington,REP,134,40,88,6
Lynn,Precinct 9,Railroad Commissioner,,Ryan Sitton,REP,62,22,37,3
Lynn,Precinct 9,Railroad Commissioner,,"James ""Jim"" Wright",REP,60,14,43,3
Lynn,Precinct 9,State Senate,28,Charles Perry,REP,129,40,84,5
Lynn,Precinct 9,State Representative,83,Dustin Burrows,REP,126,38,83,5
Lynn,Precinct 9,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 9,President,,Joseph R. Biden,DEM,1,1,0,0
Lynn,Precinct 9,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 9,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 9,President,,Michael R. Bloomberg,DEM,2,1,1,0
Lynn,Precinct 9,President,,Amy Klobuchar,DEM,1,0,1,0
Lynn,Precinct 9,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 9,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 9,President,,Bernie Sanders,DEM,2,1,1,0
Lynn,Precinct 9,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 9,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 9,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 9,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 9,President,,Elizabeth Warren,DEM,1,1,0,0
Lynn,Precinct 9,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 9,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 9,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Mary (MJ) Hegar,DEM,1,1,0,0
Lynn,Precinct 9,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Amanda K. Edwards,DEM,1,1,0,0
Lynn,Precinct 9,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,1,0
Lynn,Precinct 9,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 9,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,0,2,0
Lynn,Precinct 9,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 9,U.S. House,19,Tom Watson,DEM,5,2,3,0
Lynn,Precinct 9,Railroad Commissioner,,Chrysta Castaneda,DEM,2,1,1,0
Lynn,Precinct 9,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Lynn,Precinct 9,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,2,0,2,0
Lynn,Precinct 9,Railroad Commissioner,,Mark Watson,DEM,1,1,0,0
Lynn,Precinct 9,State Representative,83,James Barrick,DEM,2,2,0,0
Lynn,Precinct 9,State Representative,83,Addison Perry-Franks,DEM,3,0,3,0
Lynn,Precinct 12,Registered Voters,,,,245,,,
Lynn,Precinct 12,Ballots Cast,,,,59,17,40,2
Lynn,Precinct 12,Ballots Cast,,,REP,54,17,35,2
Lynn,Precinct 12,Ballots Cast,,,DEM,5,0,5,0
Lynn,Precinct 12,President,,Bill Weld,REP,1,0,1,0
Lynn,Precinct 12,President,,Bob Ely,REP,0,0,0,0
Lynn,Precinct 12,President,,Donald J. Trump,REP,38,12,24,2
Lynn,Precinct 12,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 12,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 12,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Lynn,Precinct 12,President,,Joe Walsh,REP,5,1,4,0
Lynn,Precinct 12,President,,Uncommitted,REP,5,1,4,0
Lynn,Precinct 12,U.S. Senate,,Virgil Bierschwale,REP,3,0,3,0
Lynn,Precinct 12,U.S. Senate,,John Anthony Castro,REP,7,2,5,0
Lynn,Precinct 12,U.S. Senate,,John Cornyn,REP,25,7,16,2
Lynn,Precinct 12,U.S. Senate,,Dwayne Stovall,REP,7,3,4,0
Lynn,Precinct 12,U.S. Senate,,Mark Yancey,REP,1,1,0,0
Lynn,Precinct 12,U.S. House,19,Vance W. Boyd,REP,10,4,6,0
Lynn,Precinct 12,U.S. House,19,Jodey C. Arrington,REP,37,11,24,2
Lynn,Precinct 12,Railroad Commissioner,,Ryan Sitton,REP,19,7,12,0
Lynn,Precinct 12,Railroad Commissioner,,"James ""Jim"" Wright",REP,23,7,14,2
Lynn,Precinct 12,State Senate,28,Charles Perry,REP,38,12,25,1
Lynn,Precinct 12,State Representative,83,Dustin Burrows,REP,39,11,27,1
Lynn,Precinct 12,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 12,President,,Joseph R. Biden,DEM,3,0,3,0
Lynn,Precinct 12,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 12,President,,John K. Delaney,DEM,1,0,1,0
Lynn,Precinct 12,President,,Michael R. Bloomberg,DEM,1,0,1,0
Lynn,Precinct 12,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 12,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 12,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 12,President,,Bernie Sanders,DEM,0,0,0,0
Lynn,Precinct 12,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 12,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 12,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 12,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 12,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 12,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 12,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 12,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Chris Bell,DEM,1,0,1,0
Lynn,Precinct 12,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,Michael Cooper,DEM,1,0,1,0
Lynn,Precinct 12,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Lynn,Precinct 12,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 12,U.S. House,19,Tom Watson,DEM,2,0,2,0
Lynn,Precinct 12,Railroad Commissioner,,Chrysta Castaneda,DEM,0,0,0,0
Lynn,Precinct 12,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Lynn,Precinct 12,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,1,0
Lynn,Precinct 12,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Lynn,Precinct 12,State Representative,83,James Barrick,DEM,0,0,0,0
Lynn,Precinct 12,State Representative,83,Addison Perry-Franks,DEM,1,0,1,0
Lynn,Precinct 13,Registered Voters,,,,138,,,
Lynn,Precinct 13,Ballots Cast,,,,45,12,31,2
Lynn,Precinct 13,Ballots Cast,,,REP,39,11,27,1
Lynn,Precinct 13,Ballots Cast,,,DEM,6,1,4,1
Lynn,Precinct 13,President,,Bill Weld,REP,0,0,0,0
Lynn,Precinct 13,President,,Bob Ely,REP,0,0,0,0
Lynn,Precinct 13,President,,Donald J. Trump,REP,38,11,26,1
Lynn,Precinct 13,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 13,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 13,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Lynn,Precinct 13,President,,Joe Walsh,REP,1,0,1,0
Lynn,Precinct 13,President,,Uncommitted,REP,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0
Lynn,Precinct 13,U.S. Senate,,John Anthony Castro,REP,2,0,2,0
Lynn,Precinct 13,U.S. Senate,,John Cornyn,REP,27,7,19,1
Lynn,Precinct 13,U.S. Senate,,Dwayne Stovall,REP,5,0,5,0
Lynn,Precinct 13,U.S. Senate,,Mark Yancey,REP,2,2,0,0
Lynn,Precinct 13,U.S. House,19,Vance W. Boyd,REP,5,1,4,0
Lynn,Precinct 13,U.S. House,19,Jodey C. Arrington,REP,32,8,23,1
Lynn,Precinct 13,Railroad Commissioner,,Ryan Sitton,REP,17,5,12,0
Lynn,Precinct 13,Railroad Commissioner,,"James ""Jim"" Wright",REP,18,4,13,1
Lynn,Precinct 13,State Senate,28,Charles Perry,REP,36,10,25,1
Lynn,Precinct 13,State Representative,83,Dustin Burrows,REP,34,9,24,1
Lynn,Precinct 13,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 13,President,,Joseph R. Biden,DEM,3,0,3,0
Lynn,Precinct 13,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 13,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 13,President,,Michael R. Bloomberg,DEM,1,0,0,1
Lynn,Precinct 13,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 13,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 13,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 13,President,,Bernie Sanders,DEM,1,0,1,0
Lynn,Precinct 13,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 13,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 13,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 13,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 13,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 13,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 13,President,,Pete Buttigieg,DEM,1,1,0,0
Lynn,Precinct 13,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Chris Bell,DEM,1,1,0,0
Lynn,Precinct 13,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,1,0
Lynn,Precinct 13,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Lynn,Precinct 13,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 13,U.S. House,19,Tom Watson,DEM,4,1,2,1
Lynn,Precinct 13,Railroad Commissioner,,Chrysta Castaneda,DEM,2,0,1,1
Lynn,Precinct 13,Railroad Commissioner,,Kelly Stone,DEM,1,1,0,0
Lynn,Precinct 13,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,1,0
Lynn,Precinct 13,Railroad Commissioner,,Mark Watson,DEM,1,0,1,0
Lynn,Precinct 13,State Representative,83,James Barrick,DEM,1,1,0,0
Lynn,Precinct 13,State Representative,83,Addison Perry-Franks,DEM,2,0,1,1
Lynn,Precinct 14,Registered Voters,,,,439,,,
Lynn,Precinct 14,Ballots Cast,,,,70,16,50,4
Lynn,Precinct 14,Ballots Cast,,,REP,60,16,42,2
Lynn,Precinct 14,Ballots Cast,,,DEM,10,0,8,2
Lynn,Precinct 14,President,,Bill Weld,REP,0,0,0,0
Lynn,Precinct 14,President,,Bob Ely,REP,1,1,0,0
Lynn,Precinct 14,President,,Donald J. Trump,REP,36,10,25,1
Lynn,Precinct 14,President,,Zoltan G. Istvan,REP,1,0,0,1
Lynn,Precinct 14,President,,Matthew John Matern,REP,1,0,1,0
Lynn,Precinct 14,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,2,0,2,0
Lynn,Precinct 14,President,,Joe Walsh,REP,4,0,4,0
Lynn,Precinct 14,President,,Uncommitted,REP,8,2,6,0
Lynn,Precinct 14,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,John Anthony Castro,REP,16,1,15,0
Lynn,Precinct 14,U.S. Senate,,John Cornyn,REP,28,8,18,2
Lynn,Precinct 14,U.S. Senate,,Dwayne Stovall,REP,1,0,1,0
Lynn,Precinct 14,U.S. Senate,,Mark Yancey,REP,2,2,0,0
Lynn,Precinct 14,U.S. House,19,Vance W. Boyd,REP,8,1,7,0
Lynn,Precinct 14,U.S. House,19,Jodey C. Arrington,REP,45,14,29,2
Lynn,Precinct 14,Railroad Commissioner,,Ryan Sitton,REP,20,5,15,0
Lynn,Precinct 14,Railroad Commissioner,,"James ""Jim"" Wright",REP,24,7,16,1
Lynn,Precinct 14,State Senate,28,Charles Perry,REP,38,13,24,1
Lynn,Precinct 14,State Representative,83,Dustin Burrows,REP,34,13,20,1
Lynn,Precinct 14,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 14,President,,Joseph R. Biden,DEM,4,0,4,0
Lynn,Precinct 14,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 14,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 14,President,,Michael R. Bloomberg,DEM,4,0,2,2
Lynn,Precinct 14,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 14,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 14,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 14,President,,Bernie Sanders,DEM,2,0,2,0
Lynn,Precinct 14,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 14,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 14,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 14,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 14,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 14,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 14,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 14,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Amanda K. Edwards,DEM,3,0,3,0
Lynn,Precinct 14,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Sema Hernandez,DEM,3,0,3,0
Lynn,Precinct 14,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 14,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,0,2,0
Lynn,Precinct 14,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 14,U.S. House,19,Tom Watson,DEM,5,0,5,0
Lynn,Precinct 14,Railroad Commissioner,,Chrysta Castaneda,DEM,2,0,2,0
Lynn,Precinct 14,Railroad Commissioner,,Kelly Stone,DEM,2,0,1,1
Lynn,Precinct 14,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,0,3,0
Lynn,Precinct 14,Railroad Commissioner,,Mark Watson,DEM,3,0,2,1
Lynn,Precinct 14,State Representative,83,James Barrick,DEM,6,0,4,2
Lynn,Precinct 14,State Representative,83,Addison Perry-Franks,DEM,4,0,4,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
