county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Nolan,Precinct 1,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,186,117,65,4
Nolan,Precinct 1,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,186,117,65,4
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,98,57,40,1
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,95,64,28,3
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,193,121,68,4
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,181,114,63,4
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,181,114,63,4
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,185,116,65,4
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,185,116,65,4
Nolan,Precinct 1,"Member, State BoE, Dist 15",,REP,Jay Johnson,186,116,66,4
Nolan,Precinct 1,"Member, State BoE, Dist 15",,REP,Total Votes Cast,186,116,66,4
Nolan,Precinct 1,State Senate,28,REP,Charles Perry,189,118,67,4
Nolan,Precinct 1,State Senate,28,REP,Total Votes Cast,189,118,67,4
Nolan,Precinct 1,State Representative,71,REP,Stan Lambert,189,118,66,5
Nolan,Precinct 1,State Representative,71,REP,Total Votes Cast,189,118,66,5
Nolan,Precinct 1,"Justice, 11th Ct of App Dist, Pl 2",,REP,Frank Hunold,53,31,20,2
Nolan,Precinct 1,"Justice, 11th Ct of App Dist, Pl 2",,REP,Bruce Williams,133,85,46,2
Nolan,Precinct 1,"Justice, 11th Ct of App Dist, Pl 2",,REP,Total Votes Cast,186,116,66,4
Nolan,Precinct 1,"Justice, 11th Ct of App Dist, Pl 3",,REP,W. Stacy Trotter,178,108,66,4
Nolan,Precinct 1,"Justice, 11th Ct of App Dist, Pl 3",,REP,Total Votes Cast,178,108,66,4
Nolan,Precinct 1,"District Judge, 32nd Judicial Dist",,REP,Glen Harrison,190,120,66,4
Nolan,Precinct 1,"District Judge, 32nd Judicial Dist",,REP,Total Votes Cast,190,120,66,4
Nolan,Precinct 1,"Dist Attorney, 32nd Judicial Dist",,REP,Ricky Nolan Thompson,196,121,71,4
Nolan,Precinct 1,"Dist Attorney, 32nd Judicial Dist",,REP,Total Votes Cast,196,121,71,4
Nolan,Precinct 1,County Attorney,,REP,Samantha Morrow,192,118,70,4
Nolan,Precinct 1,County Attorney,,REP,Total Votes Cast,192,118,70,4
Nolan,Precinct 1,Sheriff,,REP,David Warren,103,62,38,3
Nolan,Precinct 1,Sheriff,,REP,Ray Cornutt,109,70,38,1
Nolan,Precinct 1,Sheriff,,REP,Total Votes Cast,212,132,76,4
Nolan,Precinct 1,County Tax Assessor-Collector,,REP,Kathy Bowen,197,124,68,5
Nolan,Precinct 1,County Tax Assessor-Collector,,REP,Total Votes Cast,197,124,68,5
Nolan,Precinct 1,Constable,,REP,Stephen Smith,188,117,66,5
Nolan,Precinct 1,Constable,,REP,Total Votes Cast,188,117,66,5
Nolan,Precinct 1,Co Commissioner PCT 1,,REP,Terry Willman,189,118,66,5
Nolan,Precinct 1,Co Commissioner PCT 1,,REP,Total Votes Cast,189,118,66,5
Nolan,Precinct 1,County Chair,,REP,Larry May,188,115,68,5
Nolan,Precinct 1,County Chair,,REP,Total Votes Cast,188,115,68,5
Nolan,Precinct 1,Proposition 1,,REP,Yes,172,109,58,5
Nolan,Precinct 1,Proposition 1,,REP,No,34,17,16,1
Nolan,Precinct 1,Proposition 1,,REP,Total Votes Cast,206,126,74,6
Nolan,Precinct 1,Proposition 2,,REP,Yes,172,106,60,6
Nolan,Precinct 1,Proposition 2,,REP,No,32,21,11,0
Nolan,Precinct 1,Proposition 2,,REP,Total Votes Cast,204,127,71,6
Nolan,Precinct 1,Proposition 3,,REP,Yes,198,122,70,6
Nolan,Precinct 1,Proposition 3,,REP,No,7,5,2,0
Nolan,Precinct 1,Proposition 3,,REP,Total Votes Cast,205,127,72,6
Nolan,Precinct 1,Proposition 4,,REP,Yes,191,115,70,6
Nolan,Precinct 1,Proposition 4,,REP,No,13,11,2,0
Nolan,Precinct 1,Proposition 4,,REP,Total Votes Cast,204,126,72,6
Nolan,Precinct 1,Proposition 5,,REP,Yes,187,115,66,6
Nolan,Precinct 1,Proposition 5,,REP,No,17,10,7,0
Nolan,Precinct 1,Proposition 5,,REP,Total Votes Cast,204,125,73,6
Nolan,Precinct 1,Proposition 6,,REP,Yes,190,117,67,6
Nolan,Precinct 1,Proposition 6,,REP,No,14,10,4,0
Nolan,Precinct 1,Proposition 6,,REP,Total Votes Cast,204,127,71,6
Nolan,Precinct 1,Proposition 7,,REP,Yes,203,125,72,6
Nolan,Precinct 1,Proposition 7,,REP,No,3,3,0,0
Nolan,Precinct 1,Proposition 7,,REP,Total Votes Cast,206,128,72,6
Nolan,Precinct 1,Proposition 8,,REP,Yes,204,127,71,6
Nolan,Precinct 1,Proposition 8,,REP,No,1,0,1,0
Nolan,Precinct 1,Proposition 8,,REP,Total Votes Cast,205,127,72,6
Nolan,Precinct 1,Proposition 9,,REP,Yes,193,118,69,6
Nolan,Precinct 1,Proposition 9,,REP,No,13,10,3,0
Nolan,Precinct 1,Proposition 9,,REP,Total Votes Cast,206,128,72,6
Nolan,Precinct 1,Proposition 10,,REP,Yes,192,115,72,5
Nolan,Precinct 1,Proposition 10,,REP,No,12,11,0,1
Nolan,Precinct 1,Proposition 10,,REP,Total Votes Cast,204,126,72,6
Nolan,Precinct 1,President,,DEM,Amy Klobuchar,2,0,2,0
Nolan,Precinct 1,President,,DEM,Marianne Williamson,0,0,0,0
Nolan,Precinct 1,President,,DEM,Bernie Sanders,24,17,7,0
Nolan,Precinct 1,President,,DEM,Michael R. Bloomberg,4,4,0,0
Nolan,Precinct 1,President,,DEM,Deval Patrick,0,0,0,0
Nolan,Precinct 1,President,,DEM,Elizabeth Warren,7,4,3,0
Nolan,Precinct 1,President,,DEM,Julian Castro,0,0,0,0
Nolan,Precinct 1,President,,DEM,Andrew Yang,0,0,0,0
Nolan,Precinct 1,President,,DEM,John K. Delaney,0,0,0,0
Nolan,Precinct 1,President,,DEM,Pete Buttigieg,1,0,0,1
Nolan,Precinct 1,President,,DEM,Robby Wells,0,0,0,0
Nolan,Precinct 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Nolan,Precinct 1,President,,DEM,Michael Bennet,0,0,0,0
Nolan,Precinct 1,President,,DEM,Cory Booker,0,0,0,0
Nolan,Precinct 1,President,,DEM,Tom Steyer,1,0,1,0
Nolan,Precinct 1,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0
Nolan,Precinct 1,President,,DEM,Joseph R. Biden,24,19,3,2
Nolan,Precinct 1,President,,DEM,Total Votes Cast,64,45,16,3
Nolan,Precinct 1,U.S. Senate,,DEM,Chris Bell,4,4,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,Mary (MJ) Hegar,8,5,3,0
Nolan,Precinct 1,U.S. Senate,,DEM,Michael Cooper,2,2,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",17,13,4,0
Nolan,Precinct 1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,6,5,1,0
Nolan,Precinct 1,U.S. Senate,,DEM,D. R. Hunter,2,2,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,Royce West,5,2,2,1
Nolan,Precinct 1,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,1,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,Victor Hugo Harris,1,1,0,0
Nolan,Precinct 1,U.S. Senate,,DEM,Amanda K. Edwards,7,5,2,0
Nolan,Precinct 1,U.S. Senate,,DEM,Sema Hernandez,7,4,1,2
Nolan,Precinct 1,U.S. Senate,,DEM,Total Votes Cast,60,44,13,3
Nolan,Precinct 1,U.S. House,19,DEM,Tom Watson,55,39,13,3
Nolan,Precinct 1,U.S. House,19,DEM,Total Votes Cast,55,39,13,3
Nolan,Precinct 1,Railroad Commissioner,,DEM,Kelly Stone,15,10,5,0
Nolan,Precinct 1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",23,18,4,1
Nolan,Precinct 1,Railroad Commissioner,,DEM,Mark Watson,10,8,2,0
Nolan,Precinct 1,Railroad Commissioner,,DEM,Chrysta Castaneda,12,8,2,2
Nolan,Precinct 1,Railroad Commissioner,,DEM,Total Votes Cast,60,44,13,3
Nolan,Precinct 1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,52,36,14,2
Nolan,Precinct 1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,8,7,0,1
Nolan,Precinct 1,"Chief Justice, Supreme Court",,DEM,Total Votes Cast,60,43,14,3
Nolan,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,14,13,1,0
Nolan,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,44,30,11,3
Nolan,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Total Votes Cast,58,43,12,3
Nolan,Precinct 1,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,19,12,7,0
Nolan,Precinct 1,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,40,31,6,3
Nolan,Precinct 1,"Justice, Supreme Court, Pl 7",,DEM,Total Votes Cast,59,43,13,3
Nolan,Precinct 1,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,19,16,2,1
Nolan,Precinct 1,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,41,28,11,2
Nolan,Precinct 1,"Justice, Supreme Court, Pl 8",,DEM,Total Votes Cast,60,44,13,3
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,3,3,0,0
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,44,32,10,2
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,12,8,3,1
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,Total Votes Cast,59,43,13,3
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,47,33,12,2
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,12,10,1,1
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 4",,DEM,Total Votes Cast,59,43,13,3
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,56,40,13,3
Nolan,Precinct 1,"Judge, Ct of Crim App, Pl 9",,DEM,Total Votes Cast,56,40,13,3
Nolan,Precinct 1,"Member, State BoE, Dist 15",,DEM,John Betancourt,58,42,13,3
Nolan,Precinct 1,"Member, State BoE, Dist 15",,DEM,Total Votes Cast,58,42,13,3
Nolan,Precinct 1,State Representative,71,DEM,Samuel Hatton,57,41,13,3
Nolan,Precinct 1,State Representative,71,DEM,Total Votes Cast,57,41,13,3
Nolan,Precinct 1,County Chair,,DEM,Mark Hampton,55,41,11,3
Nolan,Precinct 1,County Chair,,DEM,Total Votes Cast,55,41,11,3
Nolan,Precinct 1,Proposition #1,,DEM,Yes,57,41,14,2
Nolan,Precinct 1,Proposition #1,,DEM,No,4,1,2,1
Nolan,Precinct 1,Proposition #1,,DEM,Total Votes Cast,61,42,16,3
Nolan,Precinct 1,Proposition #2,,DEM,Yes,58,41,15,2
Nolan,Precinct 1,Proposition #2,,DEM,No,3,1,1,1
Nolan,Precinct 1,Proposition #2,,DEM,Total Votes Cast,61,42,16,3
Nolan,Precinct 1,Proposition #3,,DEM,Yes,58,41,15,2
Nolan,Precinct 1,Proposition #3,,DEM,No,3,1,1,1
Nolan,Precinct 1,Proposition #3,,DEM,Total Votes Cast,61,42,16,3
Nolan,Precinct 1,Proposition #4,,DEM,Yes,57,40,15,2
Nolan,Precinct 1,Proposition #4,,DEM,No,3,1,1,1
Nolan,Precinct 1,Proposition #4,,DEM,Total Votes Cast,60,41,16,3
Nolan,Precinct 1,Proposition #5,,DEM,Yes,60,42,15,3
Nolan,Precinct 1,Proposition #5,,DEM,No,2,1,1,0
Nolan,Precinct 1,Proposition #5,,DEM,Total Votes Cast,62,43,16,3
Nolan,Precinct 1,Proposition #6,,DEM,Yes,58,41,15,2
Nolan,Precinct 1,Proposition #6,,DEM,No,4,2,1,1
Nolan,Precinct 1,Proposition #6,,DEM,Total Votes Cast,62,43,16,3
Nolan,Precinct 1,Proposition #7,,DEM,Yes,54,37,15,2
Nolan,Precinct 1,Proposition #7,,DEM,No,5,3,1,1
Nolan,Precinct 1,Proposition #7,,DEM,Total Votes Cast,59,40,16,3
Nolan,Precinct 1,Proposition #8,,DEM,Yes,56,40,14,2
Nolan,Precinct 1,Proposition #8,,DEM,No,6,3,2,1
Nolan,Precinct 1,Proposition #8,,DEM,Total Votes Cast,62,43,16,3
Nolan,Precinct 1,Proposition #9,,DEM,Yes,59,41,15,3
Nolan,Precinct 1,Proposition #9,,DEM,No,3,2,1,0
Nolan,Precinct 1,Proposition #9,,DEM,Total Votes Cast,62,43,16,3
Nolan,Precinct 1,Proposition #10,,DEM,Yes,56,39,15,2
Nolan,Precinct 1,Proposition #10,,DEM,No,4,2,1,1
Nolan,Precinct 1,Proposition #10,,DEM,Total Votes Cast,60,41,16,3
Nolan,Precinct 1,Proposition #11,,DEM,Yes,50,34,14,2
Nolan,Precinct 1,Proposition #11,,DEM,No,11,8,2,1
Nolan,Precinct 1,Proposition #11,,DEM,Total Votes Cast,61,42,16,3
Nolan,Precinct 2,Registered Voters,,,,1071,,,
Nolan,Precinct 2,Ballots Cast,,,,414,240,151,23
Nolan,Precinct 2,Ballots Cast,,REP,,364,211,142,11
Nolan,Precinct 2,Ballots Cast,,DEM,,50,29,9,12
Nolan,Precinct 2,President,,REP,Zoltan G. Istvan,0,0,0,0
Nolan,Precinct 2,President,,REP,Bob Ely,1,1,0,0
Nolan,Precinct 2,President,,REP,Donald J. Trump,324,190,127,7
Nolan,Precinct 2,President,,REP,Bill Weld,2,2,0,0
Nolan,Precinct 2,President,,REP,Joe Walsh,6,3,3,0
Nolan,Precinct 2,President,,REP,Matthew John Matern,0,0,0,0
Nolan,Precinct 2,President,,REP,Roque Rocky DeLa Fuente Guerra,2,2,0,0
Nolan,Precinct 2,President,,REP,Uncommitted,25,10,11,4
Nolan,Precinct 2,President,,REP,Total Votes Cast,360,208,141,11
Nolan,Precinct 2,U.S. Senate,,REP,Dwayne Stovall,48,32,15,1
Nolan,Precinct 2,U.S. Senate,,REP,Virgil Bierschwale,5,3,2,0
Nolan,Precinct 2,U.S. Senate,,REP,John Cornyn,260,141,109,10
Nolan,Precinct 2,U.S. Senate,,REP,John Anthony Castro,17,11,6,0
Nolan,Precinct 2,U.S. Senate,,REP,Mark Yancey,17,14,3,0
Nolan,Precinct 2,U.S. Senate,,REP,Total Votes Cast,347,201,135,11
Nolan,Precinct 2,U.S. House,19,REP,Jodey C. Arrington,307,177,120,10
Nolan,Precinct 2,U.S. House,19,REP,Vance W. Boyd,43,27,15,1
Nolan,Precinct 2,U.S. House,19,REP,Total Votes Cast,350,204,135,11
Nolan,Precinct 2,Railroad Commissioner,,REP,Ryan Sitton,130,70,57,3
Nolan,Precinct 2,Railroad Commissioner,,REP,"James ""Jim"" Wright",188,115,66,7
Nolan,Precinct 2,Railroad Commissioner,,REP,Total Votes Cast,318,185,123,10
Nolan,Precinct 2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,313,184,119,10
Nolan,Precinct 2,"Chief Justice, Supreme Court",,REP,Total Votes Cast,313,184,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,309,180,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,309,180,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,305,176,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,305,176,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,304,175,119,10
Nolan,Precinct 2,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,304,175,119,10
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,154,93,59,2
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,152,88,57,7
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,306,181,116,9
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,300,175,115,10
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,300,175,115,10
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,303,178,115,10
Nolan,Precinct 2,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,303,178,115,10
Nolan,Precinct 2,"Member, State BoE, Dist 15",,REP,Jay Johnson,298,177,113,8
Nolan,Precinct 2,"Member, State BoE, Dist 15",,REP,Total Votes Cast,298,177,113,8
Nolan,Precinct 2,State Senate,28,REP,Charles Perry,319,186,123,10
Nolan,Precinct 2,State Senate,28,REP,Total Votes Cast,319,186,123,10
Nolan,Precinct 2,State Representative,71,REP,Stan Lambert,324,191,123,10
Nolan,Precinct 2,State Representative,71,REP,Total Votes Cast,324,191,123,10
Nolan,Precinct 2,"Justice, 11th Ct of App Dist, Pl 2",,REP,Frank Hunold,75,43,29,3
Nolan,Precinct 2,"Justice, 11th Ct of App Dist, Pl 2",,REP,Bruce Williams,238,141,89,8
Nolan,Precinct 2,"Justice, 11th Ct of App Dist, Pl 2",,REP,Total Votes Cast,313,184,118,11
Nolan,Precinct 2,"Justice, 11th Ct of App Dist, Pl 3",,REP,W. Stacy Trotter,302,177,115,10
Nolan,Precinct 2,"Justice, 11th Ct of App Dist, Pl 3",,REP,Total Votes Cast,302,177,115,10
Nolan,Precinct 2,"District Judge, 32nd Judicial Dist",,REP,Glen Harrison,336,197,131,8
Nolan,Precinct 2,"District Judge, 32nd Judicial Dist",,REP,Total Votes Cast,336,197,131,8
Nolan,Precinct 2,"Dist Attorney, 32nd Judicial Dist",,REP,Ricky Nolan Thompson,331,192,129,10
Nolan,Precinct 2,"Dist Attorney, 32nd Judicial Dist",,REP,Total Votes Cast,331,192,129,10
Nolan,Precinct 2,County Attorney,,REP,Samantha Morrow,323,195,118,10
Nolan,Precinct 2,County Attorney,,REP,Total Votes Cast,323,195,118,10
Nolan,Precinct 2,Sheriff,,REP,David Warren,207,106,95,6
Nolan,Precinct 2,Sheriff,,REP,Ray Cornutt,156,105,47,4
Nolan,Precinct 2,Sheriff,,REP,Total Votes Cast,363,211,142,10
Nolan,Precinct 2,County Tax Assessor-Collector,,REP,Kathy Bowen,335,197,128,10
Nolan,Precinct 2,County Tax Assessor-Collector,,REP,Total Votes Cast,335,197,128,10
Nolan,Precinct 2,Constable,,REP,Stephen Smith,317,187,120,10
Nolan,Precinct 2,Constable,,REP,Total Votes Cast,317,187,120,10
Nolan,Precinct 2,County Chair,,REP,Larry May,325,192,122,11
Nolan,Precinct 2,County Chair,,REP,Total Votes Cast,325,192,122,11
Nolan,Precinct 2,Proposition 1,,REP,Yes,305,177,118,10
Nolan,Precinct 2,Proposition 1,,REP,No,45,27,17,1
Nolan,Precinct 2,Proposition 1,,REP,Total Votes Cast,350,204,135,11
Nolan,Precinct 2,Proposition 2,,REP,Yes,289,163,117,9
Nolan,Precinct 2,Proposition 2,,REP,No,60,39,19,2
Nolan,Precinct 2,Proposition 2,,REP,Total Votes Cast,349,202,136,11
Nolan,Precinct 2,Proposition 3,,REP,Yes,324,186,127,11
Nolan,Precinct 2,Proposition 3,,REP,No,24,17,7,0
Nolan,Precinct 2,Proposition 3,,REP,Total Votes Cast,348,203,134,11
Nolan,Precinct 2,Proposition 4,,REP,Yes,329,193,126,10
Nolan,Precinct 2,Proposition 4,,REP,No,22,11,10,1
Nolan,Precinct 2,Proposition 4,,REP,Total Votes Cast,351,204,136,11
Nolan,Precinct 2,Proposition 5,,REP,Yes,301,180,111,10
Nolan,Precinct 2,Proposition 5,,REP,No,43,22,20,1
Nolan,Precinct 2,Proposition 5,,REP,Total Votes Cast,344,202,131,11
Nolan,Precinct 2,Proposition 6,,REP,Yes,322,188,123,11
Nolan,Precinct 2,Proposition 6,,REP,No,22,10,12,0
Nolan,Precinct 2,Proposition 6,,REP,Total Votes Cast,344,198,135,11
Nolan,Precinct 2,Proposition 7,,REP,Yes,340,201,129,10
Nolan,Precinct 2,Proposition 7,,REP,No,8,2,5,1
Nolan,Precinct 2,Proposition 7,,REP,Total Votes Cast,348,203,134,11
Nolan,Precinct 2,Proposition 8,,REP,Yes,339,200,128,11
Nolan,Precinct 2,Proposition 8,,REP,No,6,1,5,0
Nolan,Precinct 2,Proposition 8,,REP,Total Votes Cast,345,201,133,11
Nolan,Precinct 2,Proposition 9,,REP,Yes,321,183,128,10
Nolan,Precinct 2,Proposition 9,,REP,No,25,18,6,1
Nolan,Precinct 2,Proposition 9,,REP,Total Votes Cast,346,201,134,11
Nolan,Precinct 2,Proposition 10,,REP,Yes,316,185,121,10
Nolan,Precinct 2,Proposition 10,,REP,No,32,17,14,1
Nolan,Precinct 2,Proposition 10,,REP,Total Votes Cast,348,202,135,11
Nolan,Precinct 2,President,,DEM,Amy Klobuchar,4,0,1,3
Nolan,Precinct 2,President,,DEM,Marianne Williamson,0,0,0,0
Nolan,Precinct 2,President,,DEM,Bernie Sanders,10,8,2,0
Nolan,Precinct 2,President,,DEM,Michael R. Bloomberg,7,6,0,1
Nolan,Precinct 2,President,,DEM,Deval Patrick,1,0,0,1
Nolan,Precinct 2,President,,DEM,Elizabeth Warren,2,0,0,2
Nolan,Precinct 2,President,,DEM,Julian Castro,0,0,0,0
Nolan,Precinct 2,President,,DEM,Andrew Yang,0,0,0,0
Nolan,Precinct 2,President,,DEM,John K. Delaney,0,0,0,0
Nolan,Precinct 2,President,,DEM,Pete Buttigieg,2,0,2,0
Nolan,Precinct 2,President,,DEM,Robby Wells,0,0,0,0
Nolan,Precinct 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Nolan,Precinct 2,President,,DEM,Michael Bennet,0,0,0,0
Nolan,Precinct 2,President,,DEM,Cory Booker,0,0,0,0
Nolan,Precinct 2,President,,DEM,Tom Steyer,0,0,0,0
Nolan,Precinct 2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Nolan,Precinct 2,President,,DEM,Joseph R. Biden,24,15,4,5
Nolan,Precinct 2,President,,DEM,Total Votes Cast,50,29,9,12
Nolan,Precinct 2,U.S. Senate,,DEM,Chris Bell,6,3,2,1
Nolan,Precinct 2,U.S. Senate,,DEM,Mary (MJ) Hegar,6,2,0,4
Nolan,Precinct 2,U.S. Senate,,DEM,Michael Cooper,6,2,1,3
Nolan,Precinct 2,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",9,6,1,2
Nolan,Precinct 2,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Nolan,Precinct 2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,2,1,0
Nolan,Precinct 2,U.S. Senate,,DEM,D. R. Hunter,4,3,1,0
Nolan,Precinct 2,U.S. Senate,,DEM,Royce West,5,5,0,0
Nolan,Precinct 2,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Nolan,Precinct 2,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Nolan,Precinct 2,U.S. Senate,,DEM,Amanda K. Edwards,1,0,0,1
Nolan,Precinct 2,U.S. Senate,,DEM,Sema Hernandez,4,2,2,0
Nolan,Precinct 2,U.S. Senate,,DEM,Total Votes Cast,44,25,8,11
Nolan,Precinct 2,U.S. House,19,DEM,Tom Watson,42,25,8,9
Nolan,Precinct 2,U.S. House,19,DEM,Total Votes Cast,42,25,8,9
Nolan,Precinct 2,Railroad Commissioner,,DEM,Kelly Stone,15,11,0,4
Nolan,Precinct 2,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",12,8,4,0
Nolan,Precinct 2,Railroad Commissioner,,DEM,Mark Watson,10,2,3,5
Nolan,Precinct 2,Railroad Commissioner,,DEM,Chrysta Castaneda,8,5,1,2
Nolan,Precinct 2,Railroad Commissioner,,DEM,Total Votes Cast,45,26,8,11
Nolan,Precinct 2,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,31,17,5,9
Nolan,Precinct 2,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,11,7,2,2
Nolan,Precinct 2,"Chief Justice, Supreme Court",,DEM,Total Votes Cast,42,24,7,11
Nolan,Precinct 2,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,23,14,4,5
Nolan,Precinct 2,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,18,11,3,4
