county,precinct,office,district,party,candidate,absentee,early_voting,election_day,provisional,limited,votes
Parker,200,Ballots Cast,,Democratic Party,,14,25,39,0,0,78
Parker,200,"Chief Justice, Supreme Court",,Democratic Party,Undervotes,0,5,11,0,0,16
Parker,200,"Chief Justice, Supreme Court",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Larry Praeger,3,4,14,0,0,21
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Kathy Cheng,11,19,24,0,0,54
Parker,200,Ballots Cast,,Democratic Party,,14,23,38,0,0,75
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Undervotes,0,7,12,0,0,19
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 7",,Democratic Party,Brandy Voss,10,9,12,0,0,31
Parker,200,"Justice, Supreme Court, Place 7",,Democratic Party,Staci Williams,4,12,27,0,0,43
Parker,200,Ballots Cast,,Democratic Party,,14,21,39,0,0,74
Parker,200,"Justice, Supreme Court, Place 7",,Democratic Party,Undervotes,0,9,11,0,0,20
Parker,200,"Justice, Supreme Court, Place 7",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 8",,Democratic Party,Gisela D. Triana,9,18,27,0,0,54
Parker,200,"Justice, Supreme Court, Place 8",,Democratic Party,Peter Kelly,5,4,10,0,0,19
Parker,200,Ballots Cast,,Democratic Party,,14,22,37,0,0,73
Parker,200,"Justice, Supreme Court, Place 8",,Democratic Party,Undervotes,0,8,13,0,0,21
Parker,200,"Justice, Supreme Court, Place 8",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Elizabeth Davis Frizell,9,16,27,0,0,52
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,William Pieratt Demond,1,1,2,0,0,4
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Dan Wood,4,5,8,0,0,17
Parker,200,Ballots Cast,,Democratic Party,,14,22,37,0,0,73
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Undervotes,0,8,13,0,0,21
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Tina Clinton,11,16,27,0,0,54
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Steven Miears,3,6,10,0,0,19
Parker,200,Ballots Cast,,Democratic Party,,14,22,37,0,0,73
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Undervotes,0,8,13,0,0,21
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Brandon Birmingham,11,20,36,0,0,67
Parker,200,Ballots Cast,,Democratic Party,,11,20,36,0,0,67
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Undervotes,3,10,14,0,0,27
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"State Representative, District 61",,Democratic Party,Christopher Cox,12,22,36,0,0,70
Parker,200,Ballots Cast,,Democratic Party,,12,22,36,0,0,70
Parker,200,"State Representative, District 61",,Democratic Party,Undervotes,2,8,14,0,0,24
Parker,200,"State Representative, District 61",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Delonia A. Watson,12,22,35,0,0,69
Parker,200,Ballots Cast,,Democratic Party,,12,22,35,0,0,69
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Undervotes,2,8,15,0,0,25
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,County Chair,,Democratic Party,Kay Pierson Parr,13,22,35,0,0,70
Parker,200,Ballots Cast,,Democratic Party,,13,22,35,0,0,70
Parker,200,County Chair,,Democratic Party,Undervotes,1,8,15,0,0,24
Parker,200,County Chair,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,President,,Republican Party,Donald J. Trump,17,187,136,0,0,340
Parker,200,President,,Republican Party,Zoltan G. Istvan,0,0,1,0,0,1
Parker,200,President,,Republican Party,Matthew John Matern,0,0,0,0,0,0
Parker,200,President,,Republican Party,"Roque ""Rocky"" De La Fuente Guerra",0,4,0,0,0,4
Parker,200,President,,Republican Party,Bob Ely,0,0,0,0,0,0
Parker,200,President,,Republican Party,Joe Walsh,0,1,0,0,0,1
Parker,200,President,,Republican Party,Bill Weld,0,1,1,0,0,2
Parker,200,President,,Republican Party,Uncommitted,2,5,4,0,0,11
Parker,200,Ballots Cast,,Republican Party,,19,198,142,0,0,359
Parker,200,President,,Republican Party,Undervotes,0,0,0,0,0,0
Parker,200,President,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,U.S. Senate,,Republican Party,John Anthony Castro,1,25,13,0,0,39
Parker,200,U.S. Senate,,Republican Party,Mark Yancey,0,20,12,0,0,32
Parker,200,U.S. Senate,,Republican Party,John Cornyn,18,123,82,0,0,223
Parker,200,U.S. Senate,,Republican Party,Dwayne Stovall,0,14,24,0,0,38
Parker,200,U.S. Senate,,Republican Party,Virgil Bierschwale,0,0,1,0,0,1
Parker,200,Ballots Cast,,Republican Party,,19,182,132,0,0,333
Parker,200,U.S. Senate,,Republican Party,Undervotes,0,16,10,0,0,26
Parker,200,U.S. Senate,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"United States Representative, District No. 12",,Republican Party,Kay Granger,11,115,76,0,0,202
Parker,200,"United States Representative, District No. 12",,Republican Party,Chris Putnam,8,76,63,0,0,147
Parker,200,Ballots Cast,,Republican Party,,19,191,139,0,0,349
Parker,200,"United States Representative, District No. 12",,Republican Party,Undervotes,0,7,3,0,0,10
Parker,200,"United States Representative, District No. 12",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Railroad Commissioner,,Republican Party,Ryan Sitton,14,80,58,0,0,152
Parker,200,Railroad Commissioner,,Republican Party,"James ""Jim"" Wright",5,99,73,0,0,177
Parker,200,Ballots Cast,,Republican Party,,19,179,131,0,0,329
Parker,200,Railroad Commissioner,,Republican Party,Undervotes,0,19,11,0,0,30
Parker,200,Railroad Commissioner,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Chief Justice, Supreme Court",,Republican Party,Nathan Hecht,18,168,115,0,0,301
Parker,200,Ballots Cast,,Republican Party,,18,168,115,0,0,301
Parker,200,"Chief Justice, Supreme Court",,Republican Party,Undervotes,1,30,27,0,0,58
Parker,200,"Chief Justice, Supreme Court",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Jane Bland,18,165,112,0,0,295
Parker,200,Ballots Cast,,Republican Party,,18,165,112,0,0,295
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Undervotes,1,33,30,0,0,64
Parker,200,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 7",,Republican Party,Jeff Boyd,18,165,111,0,0,294
Parker,200,Ballots Cast,,Republican Party,,18,165,111,0,0,294
Parker,200,"Justice, Supreme Court, Place 7",,Republican Party,Undervotes,1,33,31,0,0,65
Parker,200,"Justice, Supreme Court, Place 7",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, Supreme Court, Place 8",,Republican Party,Brett Busby,18,164,111,0,0,293
Parker,200,Ballots Cast,,Republican Party,,18,164,111,0,0,293
Parker,200,"Justice, Supreme Court, Place 8",,Republican Party,Undervotes,1,34,31,0,0,66
Parker,200,"Justice, Supreme Court, Place 8",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Gina Parker,9,127,90,0,0,226
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Bert Richardson,9,43,34,0,0,86
Parker,200,Ballots Cast,,Republican Party,,18,170,124,0,0,312
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Undervotes,1,28,18,0,0,47
Parker,200,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Kevin Patrick Yeary,18,167,113,0,0,298
Parker,200,Ballots Cast,,Republican Party,,18,167,113,0,0,298
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Undervotes,1,31,29,0,0,61
Parker,200,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,David Newell,18,165,111,0,0,294
Parker,200,Ballots Cast,,Republican Party,,18,165,111,0,0,294
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,Undervotes,1,33,31,0,0,65
Parker,200,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"State Representative, District 61",,Republican Party,Phil King,18,179,126,0,0,323
Parker,200,Ballots Cast,,Republican Party,,18,179,126,0,0,323
Parker,200,"State Representative, District 61",,Republican Party,Undervotes,1,19,16,0,0,36
Parker,200,"State Representative, District 61",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Dana Womack,18,163,112,0,0,293
Parker,200,Ballots Cast,,Republican Party,,18,163,112,0,0,293
Parker,200,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Undervotes,1,35,30,0,0,66
Parker,200,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Mike Wallach,18,166,110,0,0,294
Parker,200,Ballots Cast,,Republican Party,,18,166,110,0,0,294
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Undervotes,1,32,32,0,0,65
Parker,200,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Elizabeth Beach,9,71,55,0,0,135
Parker,200,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Brian Walker,7,82,51,0,0,140
Parker,200,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,John P. Chupp,2,11,7,0,0,20
Parker,200,Ballots Cast,,Republican Party,,18,164,113,0,0,295
Parker,200,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Undervotes,1,34,29,0,0,64
Parker,200,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"District Judge, 43rd Judicial District",,Republican Party,Craig Towson,18,177,124,0,0,319
Parker,200,Ballots Cast,,Republican Party,,18,177,124,0,0,319
Parker,200,"District Judge, 43rd Judicial District",,Republican Party,Undervotes,1,21,18,0,0,40
Parker,200,"District Judge, 43rd Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"District Judge, 415th Judicial District",,Republican Party,Graham Quisenberry,18,169,122,0,0,309
Parker,200,Ballots Cast,,Republican Party,,18,169,122,0,0,309
Parker,200,"District Judge, 415th Judicial District",,Republican Party,Undervotes,1,29,20,0,0,50
Parker,200,"District Judge, 415th Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"District Attorney, 43rd Judicial District",,Republican Party,Jeff Swain,18,174,117,0,0,309
Parker,200,Ballots Cast,,Republican Party,,18,174,117,0,0,309
Parker,200,"District Attorney, 43rd Judicial District",,Republican Party,Undervotes,1,24,25,0,0,50
Parker,200,"District Attorney, 43rd Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,County Court at Law No. 2,,Republican Party,Lynn Marie Johnson,18,167,119,0,0,304
Parker,200,Ballots Cast,,Republican Party,,18,167,119,0,0,304
Parker,200,County Court at Law No. 2,,Republican Party,Undervotes,1,31,23,0,0,55
Parker,200,County Court at Law No. 2,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,County Attorney,,Republican Party,John Forrest,18,172,121,0,0,311
Parker,200,Ballots Cast,,Republican Party,,18,172,121,0,0,311
Parker,200,County Attorney,,Republican Party,Undervotes,1,26,21,0,0,48
Parker,200,County Attorney,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Sheriff,,Republican Party,Fred Hammons,0,4,5,0,0,9
Parker,200,Sheriff,,Republican Party,Gregory Scott Gates,1,20,11,0,0,32
Parker,200,Sheriff,,Republican Party,Darrell Hull,4,57,50,0,0,111
Parker,200,Sheriff,,Republican Party,Larry Fowler,14,108,71,0,0,193
Parker,200,Ballots Cast,,Republican Party,,19,189,137,0,0,345
Parker,200,Sheriff,,Republican Party,Undervotes,0,9,5,0,0,14
Parker,200,Sheriff,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,County Tax Assessor-Collector,,Republican Party,"Jennifer ""Jenny"" Gentry",19,173,126,0,0,318
Parker,200,Ballots Cast,,Republican Party,,19,173,126,0,0,318
Parker,200,County Tax Assessor-Collector,,Republican Party,Undervotes,0,25,16,0,0,41
Parker,200,County Tax Assessor-Collector,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,"Constable, Precinct 2",,Republican Party,Joe Harris Jr,16,132,88,0,0,236
Parker,200,"Constable, Precinct 2",,Republican Party,Ray Riley,3,47,39,0,0,89
Parker,200,Ballots Cast,,Republican Party,,19,179,127,0,0,325
Parker,200,"Constable, Precinct 2",,Republican Party,Undervotes,0,19,15,0,0,34
Parker,200,"Constable, Precinct 2",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,County Chairman,,Republican Party,J Scott Utley,18,165,110,0,0,293
Parker,200,Ballots Cast,,Republican Party,,18,165,110,0,0,293
Parker,200,County Chairman,,Republican Party,Undervotes,1,33,32,0,0,66
Parker,200,County Chairman,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #1,,Democratic Party,Yes,13,29,45,0,0,87
Parker,200,Proposition #1,,Democratic Party,No,1,1,0,0,0,2
Parker,200,Ballots Cast,,Democratic Party,,14,30,45,0,0,89
Parker,200,Proposition #1,,Democratic Party,Undervotes,0,0,5,0,0,5
Parker,200,Proposition #1,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #2,,Democratic Party,Yes,12,28,44,0,0,84
Parker,200,Proposition #2,,Democratic Party,No,2,1,0,0,0,3
Parker,200,Ballots Cast,,Democratic Party,,14,29,44,0,0,87
Parker,200,Proposition #2,,Democratic Party,Undervotes,0,1,6,0,0,7
Parker,200,Proposition #2,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #3,,Democratic Party,Yes,14,29,46,0,0,89
Parker,200,Proposition #3,,Democratic Party,No,0,0,0,0,0,0
Parker,200,Ballots Cast,,Democratic Party,,14,29,46,0,0,89
Parker,200,Proposition #3,,Democratic Party,Undervotes,0,1,4,0,0,5
Parker,200,Proposition #3,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #4,,Democratic Party,Yes,13,29,43,0,0,85
Parker,200,Proposition #4,,Democratic Party,No,0,0,1,0,0,1
Parker,200,Ballots Cast,,Democratic Party,,13,29,44,0,0,86
Parker,200,Proposition #4,,Democratic Party,Undervotes,1,1,6,0,0,8
Parker,200,Proposition #4,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #5,,Democratic Party,Yes,13,29,44,0,0,86
Parker,200,Proposition #5,,Democratic Party,No,0,0,1,0,0,1
Parker,200,Ballots Cast,,Democratic Party,,13,29,45,0,0,87
Parker,200,Proposition #5,,Democratic Party,Undervotes,1,1,5,0,0,7
Parker,200,Proposition #5,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #6,,Democratic Party,Yes,14,29,45,0,0,88
Parker,200,Proposition #6,,Democratic Party,No,0,0,0,0,0,0
Parker,200,Ballots Cast,,Democratic Party,,14,29,45,0,0,88
Parker,200,Proposition #6,,Democratic Party,Undervotes,0,1,5,0,0,6
Parker,200,Proposition #6,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #7,,Democratic Party,Yes,12,29,44,0,0,85
Parker,200,Proposition #7,,Democratic Party,No,0,0,2,0,0,2
Parker,200,Ballots Cast,,Democratic Party,,12,29,46,0,0,87
Parker,200,Proposition #7,,Democratic Party,Undervotes,2,1,4,0,0,7
Parker,200,Proposition #7,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #8,,Democratic Party,Yes,14,28,44,0,0,86
Parker,200,Proposition #8,,Democratic Party,No,0,1,1,0,0,2
Parker,200,Ballots Cast,,Democratic Party,,14,29,45,0,0,88
Parker,200,Proposition #8,,Democratic Party,Undervotes,0,1,5,0,0,6
Parker,200,Proposition #8,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #9,,Democratic Party,Yes,13,27,46,0,0,86
Parker,200,Proposition #9,,Democratic Party,No,0,2,1,0,0,3
Parker,200,Ballots Cast,,Democratic Party,,13,29,47,0,0,89
Parker,200,Proposition #9,,Democratic Party,Undervotes,1,1,3,0,0,5
Parker,200,Proposition #9,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #10,,Democratic Party,Yes,14,27,45,0,0,86
Parker,200,Proposition #10,,Democratic Party,No,0,2,2,0,0,4
Parker,200,Ballots Cast,,Democratic Party,,14,29,47,0,0,90
Parker,200,Proposition #10,,Democratic Party,Undervotes,0,1,3,0,0,4
Parker,200,Proposition #10,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition #11,,Democratic Party,Yes,13,29,44,0,0,86
Parker,200,Proposition #11,,Democratic Party,No,1,0,1,0,0,2
Parker,200,Ballots Cast,,Democratic Party,,14,29,45,0,0,88
Parker,200,Proposition #11,,Democratic Party,Undervotes,0,1,5,0,0,6
Parker,200,Proposition #11,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 1,,Republican Party,Yes,15,169,117,0,0,301
Parker,200,Proposition 1,,Republican Party,No,2,25,21,0,0,48
Parker,200,Ballots Cast,,Republican Party,,17,194,138,0,0,349
Parker,200,Proposition 1,,Republican Party,Undervotes,1,4,4,0,0,9
Parker,200,Proposition 1,,Republican Party,Overvotes,1,0,0,0,0,1
Parker,200,Proposition 2,,Republican Party,Yes,14,157,126,0,0,297
Parker,200,Proposition 2,,Republican Party,No,3,36,12,0,0,51
Parker,200,Ballots Cast,,Republican Party,,17,193,138,0,0,348
Parker,200,Proposition 2,,Republican Party,Undervotes,1,5,4,0,0,10
Parker,200,Proposition 2,,Republican Party,Overvotes,1,0,0,0,0,1
Parker,200,Proposition 3,,Republican Party,Yes,19,176,135,0,0,330
Parker,200,Proposition 3,,Republican Party,No,0,12,5,0,0,17
Parker,200,Ballots Cast,,Republican Party,,19,188,140,0,0,347
Parker,200,Proposition 3,,Republican Party,Undervotes,0,10,2,0,0,12
Parker,200,Proposition 3,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 4,,Republican Party,Yes,19,180,135,0,0,334
Parker,200,Proposition 4,,Republican Party,No,0,5,4,0,0,9
Parker,200,Ballots Cast,,Republican Party,,19,185,139,0,0,343
Parker,200,Proposition 4,,Republican Party,Undervotes,0,13,3,0,0,16
Parker,200,Proposition 4,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 5,,Republican Party,Yes,18,180,126,0,0,324
Parker,200,Proposition 5,,Republican Party,No,0,6,12,0,0,18
Parker,200,Ballots Cast,,Republican Party,,18,186,138,0,0,342
Parker,200,Proposition 5,,Republican Party,Undervotes,1,12,4,0,0,17
Parker,200,Proposition 5,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 6,,Republican Party,Yes,18,183,133,0,0,334
Parker,200,Proposition 6,,Republican Party,No,0,6,3,0,0,9
Parker,200,Ballots Cast,,Republican Party,,18,189,136,0,0,343
Parker,200,Proposition 6,,Republican Party,Undervotes,1,9,6,0,0,16
Parker,200,Proposition 6,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 7,,Republican Party,Yes,19,191,138,0,0,348
Parker,200,Proposition 7,,Republican Party,No,0,1,0,0,0,1
Parker,200,Ballots Cast,,Republican Party,,19,192,138,0,0,349
Parker,200,Proposition 7,,Republican Party,Undervotes,0,6,4,0,0,10
Parker,200,Proposition 7,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 8,,Republican Party,Yes,19,184,134,0,0,337
Parker,200,Proposition 8,,Republican Party,No,0,7,1,0,0,8
Parker,200,Ballots Cast,,Republican Party,,19,191,135,0,0,345
Parker,200,Proposition 8,,Republican Party,Undervotes,0,7,7,0,0,14
Parker,200,Proposition 8,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 9,,Republican Party,Yes,19,186,132,0,0,337
Parker,200,Proposition 9,,Republican Party,No,0,6,3,0,0,9
Parker,200,Ballots Cast,,Republican Party,,19,192,135,0,0,346
Parker,200,Proposition 9,,Republican Party,Undervotes,0,6,7,0,0,13
Parker,200,Proposition 9,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,200,Proposition 10,,Republican Party,Yes,19,175,127,0,0,321
Parker,200,Proposition 10,,Republican Party,No,0,14,8,0,0,22
Parker,200,Ballots Cast,,Republican Party,,19,189,135,0,0,343
Parker,200,Proposition 10,,Republican Party,Undervotes,0,9,7,0,0,16
Parker,200,Proposition 10,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,205,President,,Democratic Party,John K. Delaney,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Michael R. Bloomberg,5,4,5,0,0,14
Parker,205,President,,Democratic Party,Marianne Williamson,0,0,0,0,0,0
Parker,205,President,,Democratic Party,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Parker,205,President,,Democratic Party,Amy Klobuchar,0,2,0,0,0,2
Parker,205,President,,Democratic Party,Robby Wells,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Elizabeth Warren,0,7,8,0,0,15
Parker,205,President,,Democratic Party,Pete Buttigieg,0,5,0,0,0,5
Parker,205,President,,Democratic Party,Bernie Sanders,1,17,24,0,0,42
Parker,205,President,,Democratic Party,Joseph R. Biden,4,14,28,0,0,46
Parker,205,President,,Democratic Party,Julián Castro,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Tom Steyer,0,2,0,0,0,2
Parker,205,President,,Democratic Party,Cory Booker,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Tulsi Gabbard,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Deval Patrick,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Andrew Yang,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Michael Bennet,0,0,0,0,0,0
Parker,205,Ballots Cast,,Democratic Party,,10,51,65,0,0,126
Parker,205,President,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,205,President,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,205,U.S. Senate,,Democratic Party,Amanda K. Edwards,4,4,8,0,0,16
Parker,205,U.S. Senate,,Democratic Party,Cristina Tzintzun Ramirez,1,6,9,0,0,16
