county,precinct,office,district,candidate,party,mail,early_election,votes
Hamilton,9,State Representative,59,Shelby Slawson,REP,22,108,130
Hamilton,12,Ballots Cast,,,,12,164,176
Hamilton,12,President,,Donald J. Trump,REP,12,147,159
Hamilton,12,President,,Joseph R. Biden,DEM,0,10,10
Hamilton,12,President,,Jo Jorgensen,LBT,0,3,3
Hamilton,12,President,,Howie Hawkins,GRE,0,2,2
Hamilton,12,President,,Write-ins,,0,1,1
Hamilton,12,U.S. Senate,,John Cornyn,REP,12,147,159
Hamilton,12,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,7,7
Hamilton,12,U.S. Senate,,Kerry Douglas McKennon,LBT,0,3,3
Hamilton,12,U.S. Senate,,David B. Collins,GRE,0,2,2
Hamilton,12,U.S. Senate,,Write-ins,,0,1,1
Hamilton,12,U.S. House,25,Roger Williams,REP,12,144,156
Hamilton,12,U.S. House,25,Julie Oliver,DEM,0,9,9
Hamilton,12,U.S. House,25,Bill Kelsey,LBT,0,2,2
Hamilton,12,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,138,150
Hamilton,12,Railroad Commissioner,,Chrysta Castaneda,DEM,0,12,12
Hamilton,12,Railroad Commissioner,,Matt Sterett,LBT,0,3,3
Hamilton,12,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,2,2
Hamilton,12,State Senate,24,Dawn Buckingham,REP,12,138,150
Hamilton,12,State Senate,24,Clayton Tucker,DEM,0,8,8
Hamilton,12,State Representative,59,Shelby Slawson,REP,10,136,146
Hamilton,14,Ballots Cast,,,,13,139,152
Hamilton,14,President,,Donald J. Trump,REP,9,120,129
Hamilton,14,President,,Joseph R. Biden,DEM,4,13,17
Hamilton,14,President,,Jo Jorgensen,LBT,0,1,1
Hamilton,14,President,,Howie Hawkins,GRE,0,2,2
Hamilton,14,President,,Write-ins,,0,1,1
Hamilton,14,U.S. Senate,,John Cornyn,REP,9,120,129
Hamilton,14,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,4,11,15
Hamilton,14,U.S. Senate,,Kerry Douglas McKennon,LBT,0,2,2
Hamilton,14,U.S. Senate,,David B. Collins,GRE,0,2,2
Hamilton,14,U.S. Senate,,Write-ins,,0,1,1
Hamilton,14,U.S. House,25,Roger Williams,REP,9,119,128
Hamilton,14,U.S. House,25,Julie Oliver,DEM,4,12,16
Hamilton,14,U.S. House,25,Bill Kelsey,LBT,0,1,1
Hamilton,14,Railroad Commissioner,,"James ""Jim"" Wright",REP,8,116,124
Hamilton,14,Railroad Commissioner,,Chrysta Castaneda,DEM,4,12,16
Hamilton,14,Railroad Commissioner,,Matt Sterett,LBT,1,2,3
Hamilton,14,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,3,3
Hamilton,14,State Senate,24,Dawn Buckingham,REP,9,119,128
Hamilton,14,State Senate,24,Clayton Tucker,DEM,4,11,15
Hamilton,14,State Representative,59,Shelby Slawson,REP,9,114,123
Hamilton,15,Ballots Cast,,,,6,138,144
Hamilton,15,President,,Donald J. Trump,REP,6,124,130
Hamilton,15,President,,Joseph R. Biden,DEM,0,7,7
Hamilton,15,President,,Jo Jorgensen,LBT,0,3,3
Hamilton,15,President,,Howie Hawkins,GRE,0,1,1
Hamilton,15,President,,Write-ins,,0,1,1
Hamilton,15,U.S. Senate,,John Cornyn,REP,6,120,126
Hamilton,15,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,10,10
Hamilton,15,U.S. Senate,,Kerry Douglas McKennon,LBT,0,4,4
Hamilton,15,U.S. Senate,,David B. Collins,GRE,0,1,1
Hamilton,15,U.S. Senate,,Write-ins,,0,1,1
Hamilton,15,U.S. House,25,Roger Williams,REP,6,122,128
Hamilton,15,U.S. House,25,Julie Oliver,DEM,0,9,9
Hamilton,15,U.S. House,25,Bill Kelsey,LBT,0,3,3
Hamilton,15,Railroad Commissioner,,"James ""Jim"" Wright",REP,6,120,126
Hamilton,15,Railroad Commissioner,,Chrysta Castaneda,DEM,0,9,9
Hamilton,15,Railroad Commissioner,,Matt Sterett,LBT,0,4,4
Hamilton,15,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,1
Hamilton,15,State Senate,24,Dawn Buckingham,REP,6,127,133
Hamilton,15,State Senate,24,Clayton Tucker,DEM,0,5,5
Hamilton,15,State Representative,59,Shelby Slawson,REP,6,117,123
Hamilton,17,Ballots Cast,,,,8,142,150
Hamilton,17,President,,Donald J. Trump,REP,5,116,121
Hamilton,17,President,,Joseph R. Biden,DEM,3,15,18
Hamilton,17,President,,Jo Jorgensen,LBT,0,2,2
Hamilton,17,President,,Howie Hawkins,GRE,0,5,5
Hamilton,17,President,,Write-ins,,0,2,2
Hamilton,17,U.S. Senate,,John Cornyn,REP,5,116,121
Hamilton,17,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,3,13,16
Hamilton,17,U.S. Senate,,Kerry Douglas McKennon,LBT,0,3,3
Hamilton,17,U.S. Senate,,David B. Collins,GRE,0,4,4
Hamilton,17,U.S. Senate,,Write-ins,,0,2,2
Hamilton,17,U.S. House,25,Roger Williams,REP,4,117,121
Hamilton,17,U.S. House,25,Julie Oliver,DEM,4,12,16
Hamilton,17,U.S. House,25,Bill Kelsey,LBT,0,3,3
Hamilton,17,Railroad Commissioner,,"James ""Jim"" Wright",REP,4,116,120
Hamilton,17,Railroad Commissioner,,Chrysta Castaneda,DEM,4,13,17
Hamilton,17,Railroad Commissioner,,Matt Sterett,LBT,0,3,3
Hamilton,17,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,5,5
Hamilton,17,State Senate,24,Dawn Buckingham,REP,4,116,120
Hamilton,17,State Senate,24,Clayton Tucker,DEM,4,12,16
Hamilton,17,State Representative,59,Shelby Slawson,REP,6,117,123
Hamilton,22,Ballots Cast,,,,63,714,777
Hamilton,22,President,,Donald J. Trump,REP,33,592,625
Hamilton,22,President,,Joseph R. Biden,DEM,27,100,127
Hamilton,22,President,,Jo Jorgensen,LBT,2,12,14
Hamilton,22,President,,Howie Hawkins,GRE,0,5,5
Hamilton,22,President,,Write-ins,,0,2,2
Hamilton,22,U.S. Senate,,John Cornyn,REP,37,577,614
Hamilton,22,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,24,87,111
Hamilton,22,U.S. Senate,,Kerry Douglas McKennon,LBT,1,16,17
Hamilton,22,U.S. Senate,,David B. Collins,GRE,0,5,5
Hamilton,22,U.S. Senate,,Write-ins,,0,2,2
Hamilton,22,U.S. House,25,Roger Williams,REP,36,590,626
Hamilton,22,U.S. House,25,Julie Oliver,DEM,25,82,107
Hamilton,22,U.S. House,25,Bill Kelsey,LBT,0,14,14
Hamilton,22,Railroad Commissioner,,"James ""Jim"" Wright",REP,30,566,596
Hamilton,22,Railroad Commissioner,,Chrysta Castaneda,DEM,28,80,108
Hamilton,22,Railroad Commissioner,,Matt Sterett,LBT,2,21,23
Hamilton,22,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,10,10
Hamilton,22,State Senate,24,Dawn Buckingham,REP,35,586,621
Hamilton,22,State Senate,24,Clayton Tucker,DEM,25,80,105
Hamilton,22,State Representative,59,Shelby Slawson,REP,41,582,623
Hamilton,23,Ballots Cast,,,,59,686,745
Hamilton,23,President,,Donald J. Trump,REP,46,579,625
Hamilton,23,President,,Joseph R. Biden,DEM,13,90,103
Hamilton,23,President,,Jo Jorgensen,LBT,0,5,5
Hamilton,23,President,,Howie Hawkins,GRE,0,4,4
Hamilton,23,President,,Write-ins,,0,2,2
Hamilton,23,U.S. Senate,,John Cornyn,REP,40,567,607
Hamilton,23,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,13,90,103
Hamilton,23,U.S. Senate,,Kerry Douglas McKennon,LBT,2,9,11
Hamilton,23,U.S. Senate,,David B. Collins,GRE,0,6,6
Hamilton,23,U.S. Senate,,Write-ins,,0,2,2
Hamilton,23,U.S. House,25,Roger Williams,REP,42,575,617
Hamilton,23,U.S. House,25,Julie Oliver,DEM,11,85,96
Hamilton,23,U.S. House,25,Bill Kelsey,LBT,1,12,13
Hamilton,23,Railroad Commissioner,,"James ""Jim"" Wright",REP,39,566,605
Hamilton,23,Railroad Commissioner,,Chrysta Castaneda,DEM,12,82,94
Hamilton,23,Railroad Commissioner,,Matt Sterett,LBT,1,12,13
Hamilton,23,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,7,8
Hamilton,23,State Senate,24,Dawn Buckingham,REP,40,568,608
Hamilton,23,State Senate,24,Clayton Tucker,DEM,14,85,99
Hamilton,23,State Representative,59,Shelby Slawson,REP,46,582,628
