county,precinct,office,district,Candidate,party,Absentee,Early,Election,Votes
Uvalde,9,Commissioner of Agriculture,,Under Votes,,3,13,9,25
Uvalde,10,Commissioner of Agriculture,,Under Votes,,2,4,4,10
Uvalde,11,Commissioner of Agriculture,,Under Votes,,1,2,5,8
Uvalde,12,Commissioner of Agriculture,,Under Votes,,3,22,15,40
Uvalde,13,Commissioner of Agriculture,,Under Votes,,3,12,17,32
Uvalde,14,Commissioner of Agriculture,,Under Votes,,0,0,5,5
Uvalde,Total,Commissioner of Agriculture,,Under Votes,,17,96,129,242
Uvalde,1,Railroad Commissioner,,Ryan Sitton,,18,160,90,268
Uvalde,2,Railroad Commissioner,,Ryan Sitton,,17,56,215,288
Uvalde,3,Railroad Commissioner,,Ryan Sitton,,14,20,212,246
Uvalde,4,Railroad Commissioner,,Ryan Sitton,,11,60,107,178
Uvalde,5,Railroad Commissioner,,Ryan Sitton,,26,258,157,441
Uvalde,6,Railroad Commissioner,,Ryan Sitton,,2,23,85,110
Uvalde,7,Railroad Commissioner,,Ryan Sitton,,0,97,73,170
Uvalde,8,Railroad Commissioner,,Ryan Sitton,,13,105,73,191
Uvalde,9,Railroad Commissioner,,Ryan Sitton,,5,21,14,40
Uvalde,10,Railroad Commissioner,,Ryan Sitton,,4,9,7,20
Uvalde,11,Railroad Commissioner,,Ryan Sitton,,5,33,79,117
Uvalde,12,Railroad Commissioner,,Ryan Sitton,,18,261,145,424
Uvalde,13,Railroad Commissioner,,Ryan Sitton,,7,100,49,156
Uvalde,14,Railroad Commissioner,,Ryan Sitton,,4,17,23,44
Uvalde,Total,Railroad Commissioner,,Ryan Sitton,,144,1220,1329,2693
Uvalde,1,Railroad Commissioner,,Steve Brown,,38,136,66,240
Uvalde,2,Railroad Commissioner,,Steve Brown,,77,17,107,201
Uvalde,3,Railroad Commissioner,,Steve Brown,,1,8,10,19
Uvalde,4,Railroad Commissioner,,Steve Brown,,1,5,21,27
Uvalde,5,Railroad Commissioner,,Steve Brown,,14,79,52,145
Uvalde,6,Railroad Commissioner,,Steve Brown,,2,10,11,23
Uvalde,7,Railroad Commissioner,,Steve Brown,,2,20,19,41
Uvalde,8,Railroad Commissioner,,Steve Brown,,41,101,82,224
Uvalde,9,Railroad Commissioner,,Steve Brown,,83,72,108,263
Uvalde,10,Railroad Commissioner,,Steve Brown,,51,29,35,115
Uvalde,11,Railroad Commissioner,,Steve Brown,,4,12,21,37
Uvalde,12,Railroad Commissioner,,Steve Brown,,35,143,98,276
Uvalde,13,Railroad Commissioner,,Steve Brown,,114,155,106,375
Uvalde,14,Railroad Commissioner,,Steve Brown,,1,6,7,14
Uvalde,Total,Railroad Commissioner,,Steve Brown,,464,793,743,2000
Uvalde,1,Railroad Commissioner,,Mark A. Miller,,0,6,2,8
Uvalde,2,Railroad Commissioner,,Mark A. Miller,,1,2,9,12
Uvalde,3,Railroad Commissioner,,Mark A. Miller,,0,0,6,6
Uvalde,4,Railroad Commissioner,,Mark A. Miller,,0,1,8,9
Uvalde,5,Railroad Commissioner,,Mark A. Miller,,1,14,6,21
Uvalde,6,Railroad Commissioner,,Mark A. Miller,,0,1,1,2
Uvalde,7,Railroad Commissioner,,Mark A. Miller,,0,5,3,8
Uvalde,8,Railroad Commissioner,,Mark A. Miller,,1,3,5,9
Uvalde,9,Railroad Commissioner,,Mark A. Miller,,0,2,3,5
Uvalde,10,Railroad Commissioner,,Mark A. Miller,,0,1,1,2
Uvalde,11,Railroad Commissioner,,Mark A. Miller,,0,0,3,3
Uvalde,12,Railroad Commissioner,,Mark A. Miller,,0,7,7,14
Uvalde,13,Railroad Commissioner,,Mark A. Miller,,2,4,7,13
Uvalde,14,Railroad Commissioner,,Mark A. Miller,,0,2,3,5
Uvalde,Total,Railroad Commissioner,,Mark A. Miller,,5,48,64,117
Uvalde,1,Railroad Commissioner,,Martina Salinas,,1,10,8,19
Uvalde,2,Railroad Commissioner,,Martina Salinas,,2,1,5,8
Uvalde,3,Railroad Commissioner,,Martina Salinas,,0,0,3,3
Uvalde,4,Railroad Commissioner,,Martina Salinas,,0,1,0,1
Uvalde,5,Railroad Commissioner,,Martina Salinas,,0,8,6,14
Uvalde,6,Railroad Commissioner,,Martina Salinas,,0,1,1,2
Uvalde,7,Railroad Commissioner,,Martina Salinas,,0,4,0,4
Uvalde,8,Railroad Commissioner,,Martina Salinas,,1,6,8,15
Uvalde,9,Railroad Commissioner,,Martina Salinas,,1,11,10,22
Uvalde,10,Railroad Commissioner,,Martina Salinas,,0,1,3,4
Uvalde,11,Railroad Commissioner,,Martina Salinas,,0,2,2,4
Uvalde,12,Railroad Commissioner,,Martina Salinas,,0,14,7,21
Uvalde,13,Railroad Commissioner,,Martina Salinas,,3,14,14,31
Uvalde,14,Railroad Commissioner,,Martina Salinas,,0,0,2,2
Uvalde,Total,Railroad Commissioner,,Martina Salinas,,8,73,69,150
Uvalde,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,2,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,3,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,4,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,5,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,6,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,7,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,8,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,9,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,10,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,11,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,12,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,13,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,14,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,Total,Railroad Commissioner,,Over Votes,,0,0,0,0
Uvalde,1,Railroad Commissioner,,Under Votes,,0,16,8,24
Uvalde,2,Railroad Commissioner,,Under Votes,,2,2,20,24
Uvalde,3,Railroad Commissioner,,Under Votes,,0,0,12,12
Uvalde,4,Railroad Commissioner,,Under Votes,,0,1,6,7
Uvalde,5,Railroad Commissioner,,Under Votes,,1,16,13,30
Uvalde,6,Railroad Commissioner,,Under Votes,,0,3,3,6
Uvalde,7,Railroad Commissioner,,Under Votes,,0,7,5,12
Uvalde,8,Railroad Commissioner,,Under Votes,,0,14,17,31
Uvalde,9,Railroad Commissioner,,Under Votes,,3,9,8,20
Uvalde,10,Railroad Commissioner,,Under Votes,,3,3,5,11
Uvalde,11,Railroad Commissioner,,Under Votes,,0,1,4,5
Uvalde,12,Railroad Commissioner,,Under Votes,,3,23,10,36
Uvalde,13,Railroad Commissioner,,Under Votes,,2,9,15,26
Uvalde,14,Railroad Commissioner,,Under Votes,,0,0,5,5
Uvalde,Total,Railroad Commissioner,,Under Votes,,14,104,131,249
Uvalde,1,State Representative,3,Tracy O. King,,47,264,134,445
Uvalde,2,State Representative,3,Tracy O. King,,89,42,261,392
Uvalde,3,State Representative,3,Tracy O. King,,7,17,123,147
Uvalde,4,State Representative,3,Tracy O. King,,5,33,66,104
Uvalde,5,State Representative,3,Tracy O. King,,29,279,165,473
Uvalde,6,State Representative,3,Tracy O. King,,2,19,58,79
Uvalde,7,State Representative,3,Tracy O. King,,2,87,62,151
Uvalde,8,State Representative,3,Tracy O. King,,52,193,143,388
Uvalde,9,State Representative,3,Tracy O. King,,87,98,128,313
Uvalde,10,State Representative,3,Tracy O. King,,54,36,47,137
Uvalde,11,State Representative,3,Tracy O. King,,6,37,81,124
Uvalde,12,State Representative,3,Tracy O. King,,46,359,202,607
Uvalde,13,State Representative,3,Tracy O. King,,121,235,155,511
Uvalde,14,State Representative,3,Tracy O. King,,4,16,27,47
Uvalde,Total,State Representative,3,Tracy O. King,,551,1715,1652,3918
Uvalde,1,State Representative,3,Marco Buentello,,1,21,10,32
Uvalde,2,State Representative,3,Marco Buentello,,1,8,24,33
Uvalde,3,State Representative,3,Marco Buentello,,1,3,22,26
Uvalde,4,State Representative,3,Marco Buentello,,2,3,14,19
Uvalde,5,State Representative,3,Marco Buentello,,2,18,16,36
Uvalde,6,State Representative,3,Marco Buentello,,1,2,6,9
Uvalde,7,State Representative,3,Marco Buentello,,0,11,10,21
Uvalde,8,State Representative,3,Marco Buentello,,0,10,11,21
Uvalde,9,State Representative,3,Marco Buentello,,0,10,7,17
Uvalde,10,State Representative,3,Marco Buentello,,0,2,1,3
Uvalde,11,State Representative,3,Marco Buentello,,0,1,8,9
Uvalde,12,State Representative,3,Marco Buentello,,2,28,17,47
Uvalde,13,State Representative,3,Marco Buentello,,2,12,11,25
Uvalde,14,State Representative,3,Marco Buentello,,1,1,2,4
Uvalde,Total,State Representative,3,Marco Buentello,,13,130,159,302
Uvalde,1,State Representative,3,Over Votes,,0,0,0,0
Uvalde,2,State Representative,3,Over Votes,,0,0,0,0
Uvalde,3,State Representative,3,Over Votes,,0,0,0,0
Uvalde,4,State Representative,3,Over Votes,,0,0,0,0
Uvalde,5,State Representative,3,Over Votes,,0,0,0,0
Uvalde,6,State Representative,3,Over Votes,,0,0,0,0
Uvalde,7,State Representative,3,Over Votes,,0,0,0,0
Uvalde,8,State Representative,3,Over Votes,,0,0,0,0
Uvalde,9,State Representative,3,Over Votes,,0,0,0,0
Uvalde,10,State Representative,3,Over Votes,,0,0,0,0
Uvalde,11,State Representative,3,Over Votes,,0,0,0,0
Uvalde,12,State Representative,3,Over Votes,,0,0,0,0
Uvalde,13,State Representative,3,Over Votes,,0,0,0,0
Uvalde,14,State Representative,3,Over Votes,,0,0,0,0
Uvalde,Total,State Representative,3,Over Votes,,0,0,0,0
Uvalde,1,State Representative,3,Under Votes,,9,43,30,82
Uvalde,2,State Representative,3,Under Votes,,9,28,71,108
Uvalde,3,State Representative,3,Under Votes,,7,8,98,113
Uvalde,4,State Representative,3,Under Votes,,5,32,62,99
Uvalde,5,State Representative,3,Under Votes,,11,78,53,142
Uvalde,6,State Representative,3,Under Votes,,1,17,37,55
Uvalde,7,State Representative,3,Under Votes,,0,35,28,63
Uvalde,8,State Representative,3,Under Votes,,4,26,31,61
Uvalde,9,State Representative,3,Under Votes,,5,7,8,20
Uvalde,10,State Representative,3,Under Votes,,4,5,3,12
Uvalde,11,State Representative,3,Under Votes,,3,10,20,33
Uvalde,12,State Representative,3,Under Votes,,8,61,48,117
Uvalde,13,State Representative,3,Under Votes,,5,35,25,65
Uvalde,14,State Representative,3,Under Votes,,0,8,11,19
Uvalde,Total,State Representative,3,Under Votes,,71,393,525,989
,,,,,,1102,,,
