county,precinct,office,district,Candidate,party,Absentee,Early,Election,Votes
Uvalde,13,U.S. House,10,Pete P. Gallego,,117,172,122,411
Uvalde,14,U.S. House,10,Pete P. Gallego,,1,7,8,16
Uvalde,Total,U.S. House,10,Pete P. Gallego,,479,961,898,2338
Uvalde,1,U.S. House,10,Ruben Corvalan,,0,3,2,5
Uvalde,2,U.S. House,10,Ruben Corvalan,,1,1,14,16
Uvalde,3,U.S. House,10,Ruben Corvalan,,0,0,4,4
Uvalde,4,U.S. House,10,Ruben Corvalan,,0,0,3,3
Uvalde,5,U.S. House,10,Ruben Corvalan,,3,8,5,16
Uvalde,6,U.S. House,10,Ruben Corvalan,,0,2,1,3
Uvalde,7,U.S. House,10,Ruben Corvalan,,0,1,3,4
Uvalde,8,U.S. House,10,Ruben Corvalan,,2,1,8,11
Uvalde,9,U.S. House,10,Ruben Corvalan,,0,6,1,7
Uvalde,10,U.S. House,10,Ruben Corvalan,,0,0,0,0
Uvalde,11,U.S. House,10,Ruben Corvalan,,0,0,3,3
Uvalde,12,U.S. House,10,Ruben Corvalan,,0,5,4,9
Uvalde,13,U.S. House,10,Ruben Corvalan,,3,5,9,17
Uvalde,14,U.S. House,10,Ruben Corvalan,,0,0,1,1
Uvalde,Total,U.S. House,10,Ruben Corvalan,,9,32,58,99
Uvalde,1,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,2,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,3,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,4,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,5,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,6,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,7,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,8,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,9,U.S. House,10,Over Votes,,1,0,0,1
Uvalde,10,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,11,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,12,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,13,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,14,U.S. House,10,Over Votes,,0,0,0,0
Uvalde,Total,U.S. House,10,Over Votes,,1,0,0,1
Uvalde,1,U.S. House,10,Under Votes,,0,5,6,11
Uvalde,2,U.S. House,10,Under Votes,,2,3,9,14
Uvalde,3,U.S. House,10,Under Votes,,0,0,7,7
Uvalde,4,U.S. House,10,Under Votes,,0,0,3,3
Uvalde,5,U.S. House,10,Under Votes,,1,9,7,17
Uvalde,6,U.S. House,10,Under Votes,,0,2,3,5
Uvalde,7,U.S. House,10,Under Votes,,0,5,0,5
Uvalde,8,U.S. House,10,Under Votes,,1,4,10,15
Uvalde,9,U.S. House,10,Under Votes,,3,1,6,10
Uvalde,10,U.S. House,10,Under Votes,,2,4,2,8
Uvalde,11,U.S. House,10,Under Votes,,0,1,3,4
Uvalde,12,U.S. House,10,Under Votes,,2,16,7,25
Uvalde,13,U.S. House,10,Under Votes,,0,10,10,20
Uvalde,14,U.S. House,10,Under Votes,,0,0,5,5
Uvalde,Total,U.S. House,10,Under Votes,,11,60,78,149
Uvalde,1,Governor,,Greg Abbott,,18,187,95,300
Uvalde,2,Governor,,Greg Abbott,,17,60,240,317
Uvalde,3,Governor,,Greg Abbott,,14,20,222,256
Uvalde,4,Governor,,Greg Abbott,,11,59,117,187
Uvalde,5,Governor,,Greg Abbott,,29,284,176,489
Uvalde,6,Governor,,Greg Abbott,,2,25,88,115
Uvalde,7,Governor,,Greg Abbott,,0,100,78,178
Uvalde,8,Governor,,Greg Abbott,,17,119,84,220
Uvalde,9,Governor,,Greg Abbott,,6,26,25,57
Uvalde,10,Governor,,Greg Abbott,,7,11,7,25
Uvalde,11,Governor,,Greg Abbott,,5,34,84,123
Uvalde,12,Governor,,Greg Abbott,,22,276,163,461
Uvalde,13,Governor,,Greg Abbott,,12,110,64,186
Uvalde,14,Governor,,Greg Abbott,,4,19,29,52
Uvalde,Total,Governor,,Greg Abbott,,164,1330,1472,2966
Uvalde,1,Governor,,Wendy R. Davis,,12,84,53,149
Uvalde,2,Governor,,Wendy R. Davis,,39,135,72,246
Uvalde,3,Governor,,Wendy R. Davis,,80,15,103,198
Uvalde,4,Governor,,Wendy R. Davis,,1,8,15,24
Uvalde,5,Governor,,Wendy R. Davis,,1,9,24,34
Uvalde,6,Governor,,Wendy R. Davis,,2,12,12,26
Uvalde,7,Governor,,Wendy R. Davis,,2,25,21,48
Uvalde,8,Governor,,Wendy R. Davis,,36,106,97,239
Uvalde,9,Governor,,Wendy R. Davis,,85,86,110,281
Uvalde,10,Governor,,Wendy R. Davis,,50,30,42,122
Uvalde,11,Governor,,Wendy R. Davis,,4,13,21,38
Uvalde,12,Governor,,Wendy R. Davis,,31,161,94,286
Uvalde,13,Governor,,Wendy R. Davis,,112,162,115,389
Uvalde,14,Governor,,Wendy R. Davis,,1,6,9,16
Uvalde,Total,Governor,,Wendy R. Davis,,456,852,788,2096
Uvalde,1,Governor,,Kathie Glass,,0,2,0,2
Uvalde,2,Governor,,Kathie Glass,,1,1,7,9
Uvalde,3,Governor,,Kathie Glass,,0,0,2,2
Uvalde,4,Governor,,Kathie Glass,,0,0,0,0
Uvalde,5,Governor,,Kathie Glass,,1,2,4,7
Uvalde,6,Governor,,Kathie Glass,,0,0,0,0
Uvalde,7,Governor,,Kathie Glass,,0,6,1,7
Uvalde,8,Governor,,Kathie Glass,,0,2,3,5
Uvalde,9,Governor,,Kathie Glass,,0,1,2,3
Uvalde,10,Governor,,Kathie Glass,,0,0,1,1
Uvalde,11,Governor,,Kathie Glass,,0,0,3,3
Uvalde,12,Governor,,Kathie Glass,,0,1,5,6
Uvalde,13,Governor,,Kathie Glass,,3,4,6,13
Uvalde,14,Governor,,Kathie Glass,,0,0,0,0
Uvalde,Total,Governor,,Kathie Glass,,5,19,34,58
Uvalde,1,Governor,,Brandon Parmer,,0,1,0,1
Uvalde,2,Governor,,Brandon Parmer,,0,0,1,1
Uvalde,3,Governor,,Brandon Parmer,,0,0,1,1
Uvalde,4,Governor,,Brandon Parmer,,0,0,0,0
Uvalde,5,Governor,,Brandon Parmer,,0,1,0,1
Uvalde,6,Governor,,Brandon Parmer,,0,0,0,0
Uvalde,7,Governor,,Brandon Parmer,,0,1,0,1
Uvalde,8,Governor,,Brandon Parmer,,3,0,1,4
Uvalde,9,Governor,,Brandon Parmer,,0,1,2,3
Uvalde,10,Governor,,Brandon Parmer,,0,0,0,0
Uvalde,11,Governor,,Brandon Parmer,,0,0,1,1
Uvalde,12,Governor,,Brandon Parmer,,2,0,1,3
Uvalde,13,Governor,,Brandon Parmer,,0,0,0,0
Uvalde,14,Governor,,Brandon Parmer,,0,0,1,1
Uvalde,Total,Governor,,Brandon Parmer,,5,4,8,17
Uvalde,1,Governor,,Over Votes,,0,0,0,0
Uvalde,2,Governor,,Over Votes,,0,0,0,0
Uvalde,3,Governor,,Over Votes,,0,0,0,0
Uvalde,4,Governor,,Over Votes,,0,0,0,0
Uvalde,5,Governor,,Over Votes,,0,0,0,0
Uvalde,6,Governor,,Over Votes,,0,0,0,0
Uvalde,7,Governor,,Over Votes,,0,0,0,0
Uvalde,8,Governor,,Over Votes,,0,0,0,0
Uvalde,9,Governor,,Over Votes,,0,0,0,0
Uvalde,10,Governor,,Over Votes,,0,0,0,0
Uvalde,11,Governor,,Over Votes,,0,0,0,0
Uvalde,12,Governor,,Over Votes,,0,0,0,0
Uvalde,13,Governor,,Over Votes,,0,0,0,0
Uvalde,14,Governor,,Over Votes,,0,0,0,0
Uvalde,Total,Governor,,Over Votes,,0,0,0,0
Uvalde,1,Governor,,Under Votes,,0,3,7,10
Uvalde,2,Governor,,Under Votes,,1,2,5,8
Uvalde,3,Governor,,Under Votes,,0,0,3,3
Uvalde,4,Governor,,Under Votes,,0,0,1,1
Uvalde,5,Governor,,Under Votes,,0,4,1,5
Uvalde,6,Governor,,Under Votes,,0,1,1,2
Uvalde,7,Governor,,Under Votes,,0,1,0,1
Uvalde,8,Governor,,Under Votes,,0,2,0,2
Uvalde,9,Governor,,Under Votes,,1,1,4,6
Uvalde,10,Governor,,Under Votes,,1,2,1,4
Uvalde,11,Governor,,Under Votes,,0,1,0,1
Uvalde,12,Governor,,Under Votes,,1,10,4,15
Uvalde,13,Governor,,Under Votes,,1,6,6,13
Uvalde,14,Governor,,Under Votes,,0,0,1,1
Uvalde,Total,Governor,,Under Votes,,5,33,34,72
Uvalde,1,Lieutenant Governor,,Dan Patrick,,16,182,92,290
Uvalde,2,Lieutenant Governor,,Dan Patrick,,15,57,230,302
Uvalde,3,Lieutenant Governor,,Dan Patrick,,14,20,212,246
Uvalde,4,Lieutenant Governor,,Dan Patrick,,11,60,113,184
Uvalde,5,Lieutenant Governor,,Dan Patrick,,29,285,168,482
Uvalde,6,Lieutenant Governor,,Dan Patrick,,2,21,86,109
Uvalde,7,Lieutenant Governor,,Dan Patrick,,0,106,81,187
Uvalde,8,Lieutenant Governor,,Dan Patrick,,15,113,84,212
Uvalde,9,Lieutenant Governor,,Dan Patrick,,5,25,19,49
Uvalde,10,Lieutenant Governor,,Dan Patrick,,4,10,7,21
Uvalde,11,Lieutenant Governor,,Dan Patrick,,5,35,83,123
Uvalde,12,Lieutenant Governor,,Dan Patrick,,18,265,151,434
Uvalde,13,Lieutenant Governor,,Dan Patrick,,12,101,58,171
Uvalde,14,Lieutenant Governor,,Dan Patrick,,4,18,29,51
Uvalde,Total,Lieutenant Governor,,Dan Patrick,,150,1298,1413,2861
Uvalde,1,Lieutenant Governor,,Leticia Van de Putte,,41,134,75,250
Uvalde,2,Lieutenant Governor,,Leticia Van de Putte,,82,18,109,209
Uvalde,3,Lieutenant Governor,,Leticia Van de Putte,,1,8,17,26
Uvalde,4,Lieutenant Governor,,Leticia Van de Putte,,1,8,24,33
Uvalde,5,Lieutenant Governor,,Leticia Van de Putte,,13,79,59,151
Uvalde,6,Lieutenant Governor,,Leticia Van de Putte,,2,13,13,28
Uvalde,7,Lieutenant Governor,,Leticia Van de Putte,,2,22,18,42
Uvalde,8,Lieutenant Governor,,Leticia Van de Putte,,41,108,94,243
Uvalde,9,Lieutenant Governor,,Leticia Van de Putte,,86,88,117,291
Uvalde,10,Lieutenant Governor,,Leticia Van de Putte,,54,30,40,124
Uvalde,11,Lieutenant Governor,,Leticia Van de Putte,,4,11,21,36
Uvalde,12,Lieutenant Governor,,Leticia Van de Putte,,33,163,103,299
Uvalde,13,Lieutenant Governor,,Leticia Van de Putte,,115,171,116,402
Uvalde,14,Lieutenant Governor,,Leticia Van de Putte,,1,6,8,15
Uvalde,Total,Lieutenant Governor,,Leticia Van de Putte,,476,859,814,2149
Uvalde,1,Lieutenant Governor,,Robert D. Butler,,0,6,1,7
Uvalde,2,Lieutenant Governor,,Robert D. Butler,,1,0,7,8
Uvalde,3,Lieutenant Governor,,Robert D. Butler,,0,0,8,8
Uvalde,4,Lieutenant Governor,,Robert D. Butler,,0,0,2,2
Uvalde,5,Lieutenant Governor,,Robert D. Butler,,0,3,4,7
Uvalde,6,Lieutenant Governor,,Robert D. Butler,,0,2,1,3
Uvalde,7,Lieutenant Governor,,Robert D. Butler,,0,4,0,4
Uvalde,8,Lieutenant Governor,,Robert D. Butler,,0,3,4,7
Uvalde,9,Lieutenant Governor,,Robert D. Butler,,0,1,1,2
Uvalde,10,Lieutenant Governor,,Robert D. Butler,,0,0,1,1
Uvalde,11,Lieutenant Governor,,Robert D. Butler,,0,0,4,4
Uvalde,12,Lieutenant Governor,,Robert D. Butler,,1,4,4,9
Uvalde,13,Lieutenant Governor,,Robert D. Butler,,1,4,7,12
Uvalde,14,Lieutenant Governor,,Robert D. Butler,,0,1,0,1
Uvalde,Total,Lieutenant Governor,,Robert D. Butler,,3,28,44,75
Uvalde,1,Lieutenant Governor,,Chandrakantha Courtney,,0,1,1,2
Uvalde,2,Lieutenant Governor,,Chandrakantha Courtney,,0,0,2,2
Uvalde,3,Lieutenant Governor,,Chandrakantha Courtney,,0,0,2,2
Uvalde,4,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,5,Lieutenant Governor,,Chandrakantha Courtney,,0,1,0,1
Uvalde,6,Lieutenant Governor,,Chandrakantha Courtney,,0,0,0,0
Uvalde,7,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,8,Lieutenant Governor,,Chandrakantha Courtney,,0,2,0,2
Uvalde,9,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,10,Lieutenant Governor,,Chandrakantha Courtney,,0,0,2,2
Uvalde,11,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,12,Lieutenant Governor,,Chandrakantha Courtney,,2,0,1,3
Uvalde,13,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,14,Lieutenant Governor,,Chandrakantha Courtney,,0,0,1,1
Uvalde,Total,Lieutenant Governor,,Chandrakantha Courtney,,2,4,14,20
Uvalde,1,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,2,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,3,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,4,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,5,Lieutenant Governor,,Over Votes,,0,0,0,0
