county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,34,County Judge,,REP,Matt Sebesta,978,658,320
Brazoria,34,County Judge,,DEM,Robert Pruett,240,146,94
Brazoria,34,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,1009,669,340
Brazoria,34,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,1010,667,343
Brazoria,34,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,1005,664,341
Brazoria,34,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,1003,661,342
Brazoria,34,District Clerk,,REP,Rhonda Cross Barchak,1007,663,344
Brazoria,34,County Clerk,,REP,Joyce Hudman,1014,667,347
Brazoria,34,County Treasurer,,REP,Cathy Campbell,1002,661,341
Brazoria,34,"County Commissioner, Precinct 2",,REP,Ryan Cade,984,658,326
Brazoria,34,"County Commissioner, Precinct 2",,DEM,"C. B. Robertson, III",233,144,89
Brazoria,34,"Justice of the Peace, Precinct 2, Place 2",,REP,Richard B. Davis,982,657,325
Brazoria,34,"Justice of the Peace, Precinct 2, Place 2",,DEM,Loretta Y. Branch,238,145,93
Brazoria,35,Straight Party,,REP,Republican Party,298,196,102
Brazoria,35,Straight Party,,DEM,Democratic Party,28,22,6
Brazoria,35,Straight Party,,LIB,Libertarian Party,1,0,1
Brazoria,35,Straight Party,,GRN,Green Party,1,1,0
Brazoria,35,U.S. Senate,,REP,John Cornyn,434,289,145
Brazoria,35,U.S. Senate,,DEM,David M. Alameel,61,45,16
Brazoria,35,U.S. Senate,,LIB,Rebecca Paddock,22,10,12
Brazoria,35,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",3,2,1
Brazoria,35,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,35,U.S. House,14,REP,Randy Weber,455,304,151
Brazoria,35,U.S. House,14,DEM,Donald G. Brown,60,41,19
Brazoria,35,U.S. House,14,LIB,John Wieder,14,5,9
Brazoria,35,Governor,,REP,Greg Abbott,443,295,148
Brazoria,35,Governor,,DEM,Wendy R. Davis,74,53,21
Brazoria,35,Governor,,LIB,Kathie Glass,11,3,8
Brazoria,35,Governor,,GRN,Brandon Parmer,1,0,1
Brazoria,35,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,35,Lieutenant Governor,,REP,Dan Patrick,437,292,145
Brazoria,35,Lieutenant Governor,,DEM,Leticia Van de Putte,70,50,20
Brazoria,35,Lieutenant Governor,,LIB,Robert D. Butler,20,10,10
Brazoria,35,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,2
Brazoria,35,Attorney General,,REP,Ken Paxton,443,299,144
Brazoria,35,Attorney General,,DEM,Sam Houston,68,46,22
Brazoria,35,Attorney General,,LIB,Jamie Balagia,15,6,9
Brazoria,35,Attorney General,,GRN,Jamar Osborne,3,1,2
Brazoria,35,Comptroller of Public Accounts,,REP,Glenn Hegar,437,292,145
Brazoria,35,Comptroller of Public Accounts,,DEM,Mike Collier,70,48,22
Brazoria,35,Comptroller of Public Accounts,,LIB,Ben Sanders,17,9,8
Brazoria,35,Comptroller of Public Accounts,,GRN,Deb Shafto,3,2,1
Brazoria,35,Commissioner of the General Land Office,,REP,George P. Bush,449,301,148
Brazoria,35,Commissioner of the General Land Office,,DEM,John Cook,59,39,20
Brazoria,35,Commissioner of the General Land Office,,LIB,Justin Knight,17,10,7
Brazoria,35,Commissioner of the General Land Office,,GRN,Valerie Alessi,6,2,4
Brazoria,35,Commissioner of Agriculture,,REP,Sid Miller,441,297,144
Brazoria,35,Commissioner of Agriculture,,DEM,Jim Hogan,65,46,19
Brazoria,35,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,17,7,10
Brazoria,35,Commissioner of Agriculture,,GRN,Kenneth Kendrick,5,1,4
Brazoria,35,Railroad Commissioner,,REP,Ryan Sitton,443,300,143
Brazoria,35,Railroad Commissioner,,DEM,Steve Brown,60,40,20
Brazoria,35,Railroad Commissioner,,LIB,Mark A. Miller,18,8,10
Brazoria,35,Railroad Commissioner,,GRN,Martina Salinas,5,2,3
Brazoria,35,"Chief Justice, Supreme Court",,REP,Nathan Hecht,445,294,151
Brazoria,35,"Chief Justice, Supreme Court",,DEM,William Moody,67,47,20
Brazoria,35,"Chief Justice, Supreme Court",,LIB,Tom Oxford,17,10,7
Brazoria,35,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,448,297,151
Brazoria,35,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,64,44,20
Brazoria,35,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,17,10,7
Brazoria,35,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,444,295,149
Brazoria,35,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,66,47,19
Brazoria,35,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,18,10,8
Brazoria,35,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,1,0,1
Brazoria,35,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,456,303,153
Brazoria,35,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,25,13,12
Brazoria,35,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,18,13,5
Brazoria,35,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,442,292,150
Brazoria,35,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,65,44,21
Brazoria,35,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,22,15,7
Brazoria,35,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,457,303,154
Brazoria,35,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,21,14,7
Brazoria,35,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,20,11,9
Brazoria,35,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,456,301,155
Brazoria,35,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",28,19,9
Brazoria,35,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,15,8,7
Brazoria,35,"Member, State Board of Education, District 7",,REP,David Bradley,443,298,145
Brazoria,35,"Member, State Board of Education, District 7",,DEM,Kathy King,71,48,23
Brazoria,35,"Member, State Board of Education, District 7",,LIB,Megan DaGata,15,6,9
Brazoria,35,State House,29,REP,Ed Thompson,469,309,160
Brazoria,35,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,455,304,151
Brazoria,35,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,70,45,25
Brazoria,35,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,453,302,151
Brazoria,35,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,75,48,27
Brazoria,35,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,463,304,159
Brazoria,35,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,462,303,159
Brazoria,35,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,461,306,155
Brazoria,35,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,67,44,23
Brazoria,35,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,469,309,160
Brazoria,35,"District Judge, 239th Judicial District",,REP,Pat Sebesta,464,306,158
Brazoria,35,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,465,306,159
Brazoria,35,"District Judge, 412th Judicial District",,REP,Ed Denman,466,307,159
Brazoria,35,Criminal District Attorney,,REP,Jeri Yenne,454,299,155
Brazoria,35,County Judge,,REP,Matt Sebesta,458,302,156
Brazoria,35,County Judge,,DEM,Robert Pruett,68,47,21
Brazoria,35,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,464,306,158
Brazoria,35,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,464,305,159
Brazoria,35,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,466,307,159
Brazoria,35,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,463,306,157
Brazoria,35,District Clerk,,REP,Rhonda Cross Barchak,463,306,157
Brazoria,35,County Clerk,,REP,Joyce Hudman,462,305,157
Brazoria,35,County Treasurer,,REP,Cathy Campbell,461,304,157
Brazoria,35,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,454,301,153
Brazoria,35,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,71,47,24
Brazoria,36,Straight Party,,REP,Republican Party,606,341,265
Brazoria,36,Straight Party,,DEM,Democratic Party,212,107,105
Brazoria,36,Straight Party,,LIB,Libertarian Party,3,1,2
Brazoria,36,Straight Party,,GRN,Green Party,2,0,2
Brazoria,36,U.S. Senate,,REP,John Cornyn,885,480,405
Brazoria,36,U.S. Senate,,DEM,David M. Alameel,345,173,172
Brazoria,36,U.S. Senate,,LIB,Rebecca Paddock,31,17,14
Brazoria,36,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",16,8,8
Brazoria,36,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,36,U.S. House,22,REP,Pete Olson,909,493,416
Brazoria,36,U.S. House,22,DEM,Frank Briscoe,362,183,179
Brazoria,36,U.S. House,22,LIB,Rob Lapham,17,6,11
Brazoria,36,Governor,,REP,Greg Abbott,888,488,400
Brazoria,36,Governor,,DEM,Wendy R. Davis,395,199,196
Brazoria,36,Governor,,LIB,Kathie Glass,12,3,9
Brazoria,36,Governor,,GRN,Brandon Parmer,4,2,2
Brazoria,36,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,36,Lieutenant Governor,,REP,Dan Patrick,876,482,394
Brazoria,36,Lieutenant Governor,,DEM,Leticia Van de Putte,384,194,190
Brazoria,36,Lieutenant Governor,,LIB,Robert D. Butler,23,9,14
Brazoria,36,Lieutenant Governor,,GRN,Chandrakantha Courtney,12,3,9
Brazoria,36,Attorney General,,REP,Ken Paxton,887,489,398
Brazoria,36,Attorney General,,DEM,Sam Houston,379,189,190
Brazoria,36,Attorney General,,LIB,Jamie Balagia,19,8,11
Brazoria,36,Attorney General,,GRN,Jamar Osborne,13,4,9
Brazoria,36,Comptroller of Public Accounts,,REP,Glenn Hegar,873,486,387
Brazoria,36,Comptroller of Public Accounts,,DEM,Mike Collier,380,187,193
Brazoria,36,Comptroller of Public Accounts,,LIB,Ben Sanders,21,7,14
Brazoria,36,Comptroller of Public Accounts,,GRN,Deb Shafto,13,6,7
Brazoria,36,Commissioner of the General Land Office,,REP,George P. Bush,898,490,408
Brazoria,36,Commissioner of the General Land Office,,DEM,John Cook,361,182,179
Brazoria,36,Commissioner of the General Land Office,,LIB,Justin Knight,23,12,11
Brazoria,36,Commissioner of the General Land Office,,GRN,Valerie Alessi,12,5,7
Brazoria,36,Commissioner of Agriculture,,REP,Sid Miller,875,477,398
Brazoria,36,Commissioner of Agriculture,,DEM,Jim Hogan,366,186,180
Brazoria,36,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,30,14,16
Brazoria,36,Commissioner of Agriculture,,GRN,Kenneth Kendrick,17,7,10
Brazoria,36,Railroad Commissioner,,REP,Ryan Sitton,880,484,396
Brazoria,36,Railroad Commissioner,,DEM,Steve Brown,366,184,182
Brazoria,36,Railroad Commissioner,,LIB,Mark A. Miller,27,12,15
Brazoria,36,Railroad Commissioner,,GRN,Martina Salinas,14,5,9
Brazoria,36,"Chief Justice, Supreme Court",,REP,Nathan Hecht,889,490,399
Brazoria,36,"Chief Justice, Supreme Court",,DEM,William Moody,384,187,197
Brazoria,36,"Chief Justice, Supreme Court",,LIB,Tom Oxford,21,9,12
Brazoria,36,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,893,490,403
Brazoria,36,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,372,186,186
Brazoria,36,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,25,9,16
Brazoria,36,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,884,484,400
Brazoria,36,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,374,188,186
Brazoria,36,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,24,12,12
Brazoria,36,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,9,2,7
Brazoria,36,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,932,507,425
Brazoria,36,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,93,40,53
Brazoria,36,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,81,36,45
Brazoria,36,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,886,485,401
Brazoria,36,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,365,186,179
Brazoria,36,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,39,15,24
Brazoria,36,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,921,502,419
Brazoria,36,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,105,44,61
Brazoria,36,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,86,41,45
Brazoria,36,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,929,505,424
Brazoria,36,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",107,46,61
Brazoria,36,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,75,36,39
Brazoria,36,"Member, State Board of Education, District 7",,REP,David Bradley,871,479,392
Brazoria,36,"Member, State Board of Education, District 7",,DEM,Kathy King,392,195,197
Brazoria,36,"Member, State Board of Education, District 7",,LIB,Megan DaGata,24,10,14
Brazoria,36,State House,29,REP,Ed Thompson,979,526,453
Brazoria,36,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,898,490,408
Brazoria,36,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,383,193,190
Brazoria,36,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,893,489,404
Brazoria,36,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,393,197,196
Brazoria,36,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,975,527,448
Brazoria,36,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,974,523,451
Brazoria,36,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,901,494,407
Brazoria,36,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,384,190,194
Brazoria,36,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,978,525,453
Brazoria,36,"District Judge, 239th Judicial District",,REP,Pat Sebesta,977,524,453
Brazoria,36,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,970,523,447
Brazoria,36,"District Judge, 412th Judicial District",,REP,Ed Denman,969,521,448
Brazoria,36,Criminal District Attorney,,REP,Jeri Yenne,967,522,445
Brazoria,36,County Judge,,REP,Matt Sebesta,911,498,413
Brazoria,36,County Judge,,DEM,Robert Pruett,375,185,190
Brazoria,36,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,964,520,444
Brazoria,36,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,967,521,446
Brazoria,36,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,964,518,446
Brazoria,36,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,968,521,447
Brazoria,36,District Clerk,,REP,Rhonda Cross Barchak,969,522,447
Brazoria,36,County Clerk,,REP,Joyce Hudman,973,524,449
Brazoria,36,County Treasurer,,REP,Cathy Campbell,971,524,447
Brazoria,36,"Justice of the Peace, Precinct 3, Place 2",,REP,Gordon Starkenburg,970,523,447
Brazoria,37,Straight Party,,REP,Republican Party,25,13,12
Brazoria,37,Straight Party,,DEM,Democratic Party,104,52,52
Brazoria,37,Straight Party,,LIB,Libertarian Party,2,0,2
Brazoria,37,Straight Party,,GRN,Green Party,0,0,0
Brazoria,37,U.S. Senate,,REP,John Cornyn,57,30,27
Brazoria,37,U.S. Senate,,DEM,David M. Alameel,139,74,65
Brazoria,37,U.S. Senate,,LIB,Rebecca Paddock,8,3,5
Brazoria,37,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,2,4
Brazoria,37,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,37,U.S. House,14,REP,Randy Weber,60,32,28
Brazoria,37,U.S. House,14,DEM,Donald G. Brown,142,75,67
Brazoria,37,U.S. House,14,LIB,John Wieder,5,2,3
Brazoria,37,Governor,,REP,Greg Abbott,55,30,25
Brazoria,37,Governor,,DEM,Wendy R. Davis,153,80,73
Brazoria,37,Governor,,LIB,Kathie Glass,4,1,3
Brazoria,37,Governor,,GRN,Brandon Parmer,0,0,0
Brazoria,37,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,37,Lieutenant Governor,,REP,Dan Patrick,52,29,23
Brazoria,37,Lieutenant Governor,,DEM,Leticia Van de Putte,147,80,67
Brazoria,37,Lieutenant Governor,,LIB,Robert D. Butler,6,1,5
Brazoria,37,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,1
Brazoria,37,Attorney General,,REP,Ken Paxton,50,26,24
Brazoria,37,Attorney General,,DEM,Sam Houston,153,80,73
Brazoria,37,Attorney General,,LIB,Jamie Balagia,5,2,3
Brazoria,37,Attorney General,,GRN,Jamar Osborne,2,0,2
Brazoria,37,Comptroller of Public Accounts,,REP,Glenn Hegar,50,26,24
Brazoria,37,Comptroller of Public Accounts,,DEM,Mike Collier,146,78,68
Brazoria,37,Comptroller of Public Accounts,,LIB,Ben Sanders,8,3,5
Brazoria,37,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,2
Brazoria,37,Commissioner of the General Land Office,,REP,George P. Bush,56,28,28
Brazoria,37,Commissioner of the General Land Office,,DEM,John Cook,144,78,66
Brazoria,37,Commissioner of the General Land Office,,LIB,Justin Knight,5,1,4
Brazoria,37,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1
Brazoria,37,Commissioner of Agriculture,,REP,Sid Miller,49,25,24
Brazoria,37,Commissioner of Agriculture,,DEM,Jim Hogan,150,80,70
Brazoria,37,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,6,2,4
Brazoria,37,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,0,2
Brazoria,37,Railroad Commissioner,,REP,Ryan Sitton,51,25,26
Brazoria,37,Railroad Commissioner,,DEM,Steve Brown,142,77,65
Brazoria,37,Railroad Commissioner,,LIB,Mark A. Miller,7,4,3
Brazoria,37,Railroad Commissioner,,GRN,Martina Salinas,8,1,7
Brazoria,37,"Chief Justice, Supreme Court",,REP,Nathan Hecht,49,24,25
Brazoria,37,"Chief Justice, Supreme Court",,DEM,William Moody,152,80,72
Brazoria,37,"Chief Justice, Supreme Court",,LIB,Tom Oxford,7,3,4
Brazoria,37,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,60,31,29
Brazoria,37,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,140,74,66
Brazoria,37,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,5,2,3
Brazoria,37,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,52,27,25
Brazoria,37,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,149,79,70
Brazoria,37,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,3,1,2
Brazoria,37,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,0,2
Brazoria,37,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,67,35,32
Brazoria,37,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,27,10,17
Brazoria,37,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,9,5,4
Brazoria,37,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,54,29,25
Brazoria,37,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,145,76,69
Brazoria,37,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,7,2,5
Brazoria,37,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,62,33,29
Brazoria,37,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,27,10,17
Brazoria,37,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,17,7,10
Brazoria,37,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,67,36,31
Brazoria,37,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",28,9,19
Brazoria,37,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,9,5,4
Brazoria,37,"Member, State Board of Education, District 7",,REP,David Bradley,55,28,27
Brazoria,37,"Member, State Board of Education, District 7",,DEM,Kathy King,146,77,69
Brazoria,37,"Member, State Board of Education, District 7",,LIB,Megan DaGata,5,1,4
Brazoria,37,State Senate,17,REP,Joan Huffman,56,28,28
Brazoria,37,State Senate,17,DEM,Rita Lucido,146,79,67
Brazoria,37,State Senate,17,LIB,George Hardy,3,0,3
Brazoria,37,State Senate,17,GRN,David Courtney,0,0,0
Brazoria,37,State House,25,REP,Dennis Bonnen,80,42,38
Brazoria,37,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,59,31,28
Brazoria,37,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,145,76,69
Brazoria,37,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,57,28,29
Brazoria,37,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,150,79,71
Brazoria,37,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,76,41,35
Brazoria,37,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,77,40,37
Brazoria,37,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,59,30,29
Brazoria,37,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,147,77,70
Brazoria,37,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,73,37,36
Brazoria,37,"District Judge, 239th Judicial District",,REP,Pat Sebesta,78,41,37
Brazoria,37,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,74,39,35
Brazoria,37,"District Judge, 412th Judicial District",,REP,Ed Denman,76,40,36
Brazoria,37,Criminal District Attorney,,REP,Jeri Yenne,77,38,39
Brazoria,37,County Judge,,REP,Matt Sebesta,62,31,31
Brazoria,37,County Judge,,DEM,Robert Pruett,143,76,67
Brazoria,37,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,79,38,41
