county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,late_mail
Bowie,1A,Railroad Commissioner,,GRN,Hunter Wayne Crow,6,0,3,3,0,0
Bowie,1A,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,1A,Railroad Commissioner,,,Under Votes,8,0,5,3,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,46,3,26,17,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,194,23,117,53,0,1
Bowie,1A,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,10,1,2,7,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 3",,,Under Votes,9,0,6,3,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,53,5,27,21,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,198,22,120,55,0,1
Bowie,1A,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 5",,,Under Votes,8,0,4,4,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,48,4,26,18,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,199,23,117,58,0,1
Bowie,1A,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Justice, Supreme Ct. Pl. 9",,,Under Votes,12,0,8,4,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,52,4,29,18,0,1
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,201,23,119,59,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,6,0,3,3,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",54,3,30,20,0,1
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,195,23,116,56,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,10,1,5,4,0,0
Bowie,1A,"Member, State Board of Education",,REP,Pam Little,49,3,28,18,0,0
Bowie,1A,"Member, State Board of Education",,DEM,Alex Cornwallis,189,23,111,54,0,1
Bowie,1A,"Member, State Board of Education",,LIB,Christy Mowrey,14,1,9,4,0,0
Bowie,1A,"Member, State Board of Education",,,Write-ins,1,0,0,1,0,0
Bowie,1A,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,1A,"Member, State Board of Education",,,Under Votes,6,0,3,3,0,0
Bowie,1A,PROPOSITION A TISD,,,For,145,12,85,48,0,0
Bowie,1A,PROPOSITION A TISD,,,Against,105,15,59,30,0,1
Bowie,1A,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,1A,PROPOSITION A TISD,,,Under Votes,9,0,7,2,0,0
Bowie,1A,PROPOSITION B TISD,,,For,142,14,78,49,0,1
Bowie,1A,PROPOSITION B TISD,,,Against,101,13,61,27,0,0
Bowie,1A,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,1A,PROPOSITION B TISD,,,Under Votes,16,0,12,4,0,0
Bowie,1B,Registered Voters,,,,1308,,,,,
Bowie,1B,Ballots Cast,,,,374,17,218,135,1,3
Bowie,1B,Ballots Cast - Blank,,,,1,0,1,0,0,0
Bowie,1B,U.S. House,,REP,Nathaniel Moran,120,1,64,55,0,0
Bowie,1B,U.S. House,,DEM,Jrmar (JJ) Jefferson,244,15,148,78,1,2
Bowie,1B,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,1B,U.S. House,,,Under Votes,10,1,6,2,0,1
Bowie,1B,Governor,,REP,Greg Abbott,128,2,68,58,0,0
Bowie,1B,Governor,,DEM,Beto O'Rourke,233,14,142,76,1,0
Bowie,1B,Governor,,LIB,Mark Tippetts,3,0,2,0,0,1
Bowie,1B,Governor,,GRN,Delilah Barrios,2,0,1,1,0,0
Bowie,1B,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,1B,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Governor,,,Under Votes,8,1,5,0,0,2
Bowie,1B,Lieutenant Governor,,REP,Dan Patrick,121,1,66,54,0,0
Bowie,1B,Lieutenant Governor,,DEM,Mike Collier,235,15,143,74,1,2
Bowie,1B,Lieutenant Governor,,LIB,Shanna Steele,9,0,3,5,0,1
Bowie,1B,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Lieutenant Governor,,,Under Votes,9,1,6,2,0,0
Bowie,1B,Attorney General,,REP,Ken Paxton,117,1,62,54,0,0
Bowie,1B,Attorney General,,DEM,Rochelle Mercedes Garza,237,16,146,73,1,1
Bowie,1B,Attorney General,,LIB,Mark Ash,8,0,3,4,0,1
Bowie,1B,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Attorney General,,,Under Votes,12,0,7,4,0,1
Bowie,1B,Comptroller of Public Accounts,,REP,Glenn Hegar,118,1,63,54,0,0
Bowie,1B,Comptroller of Public Accounts,,DEM,Janet T. Dudding,237,15,147,72,1,2
Bowie,1B,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,8,1,2,5,0,0
Bowie,1B,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Comptroller of Public Accounts,,,Under Votes,11,0,6,4,0,1
Bowie,1B,Comm. General Land Office,,REP,Dawn Buckingham,122,1,65,56,0,0
Bowie,1B,Comm. General Land Office,,DEM,Jay Kleberg,236,14,147,73,1,1
Bowie,1B,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",3,1,0,1,0,1
Bowie,1B,Comm. General Land Office,,,Write-ins,1,0,1,0,0,0
Bowie,1B,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Comm. General Land Office,,,Under Votes,12,1,5,5,0,1
Bowie,1B,Commissioner of Agriculture,,REP,Sid Miller,121,0,63,58,0,0
Bowie,1B,Commissioner of Agriculture,,DEM,Susan Hays,241,16,149,73,1,2
Bowie,1B,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Commissioner of Agriculture,,,Under Votes,12,1,6,4,0,1
Bowie,1B,Railroad Commissioner,,REP,Wayne Christian,119,1,63,55,0,0
Bowie,1B,Railroad Commissioner,,DEM,Luke Warford,232,15,143,71,1,2
Bowie,1B,Railroad Commissioner,,LIB,Jaime Andres Diez,10,1,5,4,0,0
Bowie,1B,Railroad Commissioner,,GRN,Hunter Wayne Crow,3,0,2,1,0,0
Bowie,1B,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,1B,Railroad Commissioner,,,Under Votes,10,0,5,4,0,1
Bowie,1B,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,120,1,65,54,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,242,16,148,75,1,2
Bowie,1B,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,4,0,1,3,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 3",,,Under Votes,8,0,4,3,0,1
Bowie,1B,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,122,1,64,57,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,242,16,149,74,1,2
Bowie,1B,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 5",,,Under Votes,10,0,5,4,0,1
Bowie,1B,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,120,1,63,56,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,245,15,150,77,1,2
Bowie,1B,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Justice, Supreme Ct. Pl. 9",,,Under Votes,9,1,5,2,0,1
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,119,1,62,56,0,0
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,247,16,152,76,1,2
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,8,0,4,3,0,1
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",122,0,63,59,0,0
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,242,16,150,73,1,2
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,10,1,5,3,0,1
Bowie,1B,"Member, State Board of Education",,REP,Pam Little,118,1,61,56,0,0
Bowie,1B,"Member, State Board of Education",,DEM,Alex Cornwallis,232,16,144,70,1,1
Bowie,1B,"Member, State Board of Education",,LIB,Christy Mowrey,12,0,6,5,0,1
Bowie,1B,"Member, State Board of Education",,,Write-ins,3,0,3,0,0,0
Bowie,1B,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,1B,"Member, State Board of Education",,,Under Votes,9,0,4,4,0,1
Bowie,1B,PROPOSITION A TISD,,,For,37,1,26,10,0,0
Bowie,1B,PROPOSITION A TISD,,,Against,29,4,11,14,0,0
Bowie,1B,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,1B,PROPOSITION A TISD,,,Under Votes,2,0,0,2,0,0
Bowie,1B,PROPOSITION B TISD,,,For,38,1,29,8,0,0
Bowie,1B,PROPOSITION B TISD,,,Against,28,4,8,16,0,0
Bowie,1B,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,1B,PROPOSITION B TISD,,,Under Votes,2,0,0,2,0,0
Bowie,2A,Registered Voters,,,,1237,,,,,
Bowie,2A,Ballots Cast,,,,385,41,211,132,0,1
Bowie,2A,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,2A,U.S. House,,REP,Nathaniel Moran,111,7,59,45,0,0
Bowie,2A,U.S. House,,DEM,Jrmar (JJ) Jefferson,269,34,148,86,0,1
Bowie,2A,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,2A,U.S. House,,,Under Votes,5,0,4,1,0,0
Bowie,2A,Governor,,REP,Greg Abbott,115,7,59,49,0,0
Bowie,2A,Governor,,DEM,Beto O'Rourke,264,33,148,82,0,1
Bowie,2A,Governor,,LIB,Mark Tippetts,2,0,1,1,0,0
Bowie,2A,Governor,,GRN,Delilah Barrios,3,0,3,0,0,0
Bowie,2A,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,2A,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Governor,,,Under Votes,1,1,0,0,0,0
Bowie,2A,Lieutenant Governor,,REP,Dan Patrick,114,7,59,48,0,0
Bowie,2A,Lieutenant Governor,,DEM,Mike Collier,255,32,141,81,0,1
Bowie,2A,Lieutenant Governor,,LIB,Shanna Steele,11,0,10,1,0,0
Bowie,2A,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Lieutenant Governor,,,Under Votes,5,2,1,2,0,0
Bowie,2A,Attorney General,,REP,Ken Paxton,111,7,55,49,0,0
Bowie,2A,Attorney General,,DEM,Rochelle Mercedes Garza,266,32,152,81,0,1
Bowie,2A,Attorney General,,LIB,Mark Ash,6,1,3,2,0,0
Bowie,2A,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Attorney General,,,Under Votes,2,1,1,0,0,0
Bowie,2A,Comptroller of Public Accounts,,REP,Glenn Hegar,109,7,57,45,0,0
Bowie,2A,Comptroller of Public Accounts,,DEM,Janet T. Dudding,264,32,145,86,0,1
Bowie,2A,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,8,1,7,0,0,0
Bowie,2A,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Comptroller of Public Accounts,,,Under Votes,4,1,2,1,0,0
Bowie,2A,Comm. General Land Office,,REP,Dawn Buckingham,114,8,60,46,0,0
Bowie,2A,Comm. General Land Office,,DEM,Jay Kleberg,266,32,149,84,0,1
Bowie,2A,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",2,0,1,1,0,0
Bowie,2A,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,2A,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Comm. General Land Office,,,Under Votes,3,1,1,1,0,0
Bowie,2A,Commissioner of Agriculture,,REP,Sid Miller,114,7,58,49,0,0
Bowie,2A,Commissioner of Agriculture,,DEM,Susan Hays,264,32,149,82,0,1
Bowie,2A,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Commissioner of Agriculture,,,Under Votes,7,2,4,1,0,0
Bowie,2A,Railroad Commissioner,,REP,Wayne Christian,110,7,58,45,0,0
Bowie,2A,Railroad Commissioner,,DEM,Luke Warford,257,32,142,82,0,1
Bowie,2A,Railroad Commissioner,,LIB,Jaime Andres Diez,8,0,6,2,0,0
Bowie,2A,Railroad Commissioner,,GRN,Hunter Wayne Crow,3,1,0,2,0,0
Bowie,2A,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,2A,Railroad Commissioner,,,Under Votes,7,1,5,1,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,108,7,58,43,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,263,31,146,85,0,1
Bowie,2A,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,6,1,4,1,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 3",,,Under Votes,8,2,3,3,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,112,7,57,48,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,265,31,150,83,0,1
Bowie,2A,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 5",,,Under Votes,8,3,4,1,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,114,7,59,48,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,263,32,147,83,0,1
Bowie,2A,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Justice, Supreme Ct. Pl. 9",,,Under Votes,8,2,5,1,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,112,7,59,46,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,265,31,148,85,0,1
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,8,3,4,1,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",112,7,59,46,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,263,32,146,84,0,1
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,10,2,6,2,0,0
Bowie,2A,"Member, State Board of Education",,REP,Pam Little,113,7,59,47,0,0
Bowie,2A,"Member, State Board of Education",,DEM,Alex Cornwallis,242,26,135,81,0,0
Bowie,2A,"Member, State Board of Education",,LIB,Christy Mowrey,11,1,8,2,0,0
Bowie,2A,"Member, State Board of Education",,,Write-ins,10,4,4,1,0,1
Bowie,2A,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,2A,"Member, State Board of Education",,,Under Votes,9,3,5,1,0,0
Bowie,2B,Registered Voters,,,,500,,,,,
Bowie,2B,Ballots Cast,,,,142,4,95,41,1,1
Bowie,2B,Ballots Cast - Blank,,,,1,0,1,0,0,0
Bowie,2B,U.S. House,,REP,Nathaniel Moran,45,0,32,12,0,1
Bowie,2B,U.S. House,,DEM,Jrmar (JJ) Jefferson,95,4,62,28,1,0
Bowie,2B,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,2B,U.S. House,,,Under Votes,2,0,1,1,0,0
Bowie,2B,Governor,,REP,Greg Abbott,49,1,34,14,0,0
Bowie,2B,Governor,,DEM,Beto O'Rourke,91,3,59,27,1,1
Bowie,2B,Governor,,LIB,Mark Tippetts,0,0,0,0,0,0
Bowie,2B,Governor,,GRN,Delilah Barrios,1,0,1,0,0,0
Bowie,2B,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,2B,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Governor,,,Under Votes,1,0,1,0,0,0
Bowie,2B,Lieutenant Governor,,REP,Dan Patrick,46,0,33,13,0,0
Bowie,2B,Lieutenant Governor,,DEM,Mike Collier,89,4,60,24,1,0
Bowie,2B,Lieutenant Governor,,LIB,Shanna Steele,3,0,0,3,0,0
Bowie,2B,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Lieutenant Governor,,,Under Votes,4,0,2,1,0,1
Bowie,2B,Attorney General,,REP,Ken Paxton,46,0,33,13,0,0
Bowie,2B,Attorney General,,DEM,Rochelle Mercedes Garza,90,4,59,26,1,0
Bowie,2B,Attorney General,,LIB,Mark Ash,3,0,2,1,0,0
Bowie,2B,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Attorney General,,,Under Votes,3,0,1,1,0,1
Bowie,2B,Comptroller of Public Accounts,,REP,Glenn Hegar,42,0,30,12,0,0
Bowie,2B,Comptroller of Public Accounts,,DEM,Janet T. Dudding,93,4,62,26,1,0
Bowie,2B,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,4,0,2,2,0,0
Bowie,2B,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Comptroller of Public Accounts,,,Under Votes,3,0,1,1,0,1
Bowie,2B,Comm. General Land Office,,REP,Dawn Buckingham,43,0,30,13,0,0
Bowie,2B,Comm. General Land Office,,DEM,Jay Kleberg,93,4,61,27,1,0
Bowie,2B,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",1,0,1,0,0,0
Bowie,2B,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,2B,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Comm. General Land Office,,,Under Votes,5,0,3,1,0,1
Bowie,2B,Commissioner of Agriculture,,REP,Sid Miller,42,0,30,12,0,0
Bowie,2B,Commissioner of Agriculture,,DEM,Susan Hays,96,4,64,27,1,0
Bowie,2B,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Commissioner of Agriculture,,,Under Votes,4,0,1,2,0,1
Bowie,2B,Railroad Commissioner,,REP,Wayne Christian,43,0,30,13,0,0
Bowie,2B,Railroad Commissioner,,DEM,Luke Warford,90,4,59,26,1,0
Bowie,2B,Railroad Commissioner,,LIB,Jaime Andres Diez,4,0,4,0,0,0
Bowie,2B,Railroad Commissioner,,GRN,Hunter Wayne Crow,1,0,1,0,0,0
Bowie,2B,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,2B,Railroad Commissioner,,,Under Votes,4,0,1,2,0,1
Bowie,2B,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,44,0,32,12,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,91,4,60,26,1,0
Bowie,2B,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,3,0,2,1,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 3",,,Under Votes,4,0,1,2,0,1
Bowie,2B,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,44,0,31,13,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,94,4,63,26,1,0
Bowie,2B,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 5",,,Under Votes,4,0,1,2,0,1
Bowie,2B,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,44,0,30,14,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,93,4,63,25,1,0
Bowie,2B,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Justice, Supreme Ct. Pl. 9",,,Under Votes,5,0,2,2,0,1
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,44,1,31,12,0,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,95,3,63,27,1,1
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,3,0,1,2,0,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",46,0,33,13,0,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,89,3,60,25,1,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,7,1,2,3,0,1
Bowie,2B,"Member, State Board of Education",,REP,Pam Little,44,0,30,14,0,0
Bowie,2B,"Member, State Board of Education",,DEM,Alex Cornwallis,92,4,62,25,1,0
Bowie,2B,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,2B,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,2B,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,2B,"Member, State Board of Education",,,Under Votes,6,0,3,2,0,1
Bowie,2B,PROPOSITION A TISD,,,For,81,2,60,19,0,0
Bowie,2B,PROPOSITION A TISD,,,Against,49,2,25,20,1,1
Bowie,2B,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,2B,PROPOSITION A TISD,,,Under Votes,1,0,0,1,0,0
Bowie,2B,PROPOSITION B TISD,,,For,79,2,59,18,0,0
Bowie,2B,PROPOSITION B TISD,,,Against,48,1,25,20,1,1
Bowie,2B,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,2B,PROPOSITION B TISD,,,Under Votes,4,1,1,2,0,0
Bowie,2C,Registered Voters,,,,1445,,,,,
Bowie,2C,Ballots Cast,,,,291,33,179,79,0,0
Bowie,2C,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,2C,U.S. House,,REP,Nathaniel Moran,37,1,25,11,0,0
Bowie,2C,U.S. House,,DEM,Jrmar (JJ) Jefferson,249,31,152,66,0,0
Bowie,2C,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,2C,U.S. House,,,Under Votes,5,1,2,2,0,0
Bowie,2C,Governor,,REP,Greg Abbott,44,2,33,9,0,0
Bowie,2C,Governor,,DEM,Beto O'Rourke,233,29,137,67,0,0
Bowie,2C,Governor,,LIB,Mark Tippetts,4,1,2,1,0,0
Bowie,2C,Governor,,GRN,Delilah Barrios,4,0,4,0,0,0
Bowie,2C,Governor,,,Write-ins,0,0,0,0,0,0
