county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,late_mail
Bowie,11,PROPOSITION A TISD,,,Under Votes,0,0,0,0,0,0
Bowie,11,PROPOSITION B TISD,,,For,0,0,0,0,0,0
Bowie,11,PROPOSITION B TISD,,,Against,0,0,0,0,0,0
Bowie,11,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,11,PROPOSITION B TISD,,,Under Votes,0,0,0,0,0,0
Bowie,11A,Registered Voters,,,,1831,,,,,
Bowie,11A,Ballots Cast,,,,1049,25,625,398,1,0
Bowie,11A,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,11A,U.S. House,,REP,Nathaniel Moran,917,20,545,351,1,0
Bowie,11A,U.S. House,,DEM,Jrmar (JJ) Jefferson,122,5,71,46,0,0
Bowie,11A,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,11A,U.S. House,,,Under Votes,10,0,9,1,0,0
Bowie,11A,Governor,,REP,Greg Abbott,918,19,552,346,1,0
Bowie,11A,Governor,,DEM,Beto O'Rourke,119,6,69,44,0,0
Bowie,11A,Governor,,LIB,Mark Tippetts,9,0,2,7,0,0
Bowie,11A,Governor,,GRN,Delilah Barrios,2,0,1,1,0,0
Bowie,11A,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,11A,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Governor,,,Under Votes,1,0,1,0,0,0
Bowie,11A,Lieutenant Governor,,REP,Dan Patrick,901,19,539,342,1,0
Bowie,11A,Lieutenant Governor,,DEM,Mike Collier,124,6,74,44,0,0
Bowie,11A,Lieutenant Governor,,LIB,Shanna Steele,20,0,10,10,0,0
Bowie,11A,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Lieutenant Governor,,,Under Votes,4,0,2,2,0,0
Bowie,11A,Attorney General,,REP,Ken Paxton,900,18,538,343,1,0
Bowie,11A,Attorney General,,DEM,Rochelle Mercedes Garza,126,6,78,42,0,0
Bowie,11A,Attorney General,,LIB,Mark Ash,19,1,7,11,0,0
Bowie,11A,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Attorney General,,,Under Votes,4,0,2,2,0,0
Bowie,11A,Comptroller of Public Accounts,,REP,Glenn Hegar,913,20,546,346,1,0
Bowie,11A,Comptroller of Public Accounts,,DEM,Janet T. Dudding,115,5,67,43,0,0
Bowie,11A,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,10,0,5,5,0,0
Bowie,11A,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Comptroller of Public Accounts,,,Under Votes,11,0,7,4,0,0
Bowie,11A,Comm. General Land Office,,REP,Dawn Buckingham,911,19,544,347,1,0
Bowie,11A,Comm. General Land Office,,DEM,Jay Kleberg,119,6,72,41,0,0
Bowie,11A,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",8,0,3,5,0,0
Bowie,11A,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,11A,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Comm. General Land Office,,,Under Votes,11,0,6,5,0,0
Bowie,11A,Commissioner of Agriculture,,REP,Sid Miller,910,19,542,348,1,0
Bowie,11A,Commissioner of Agriculture,,DEM,Susan Hays,122,6,70,46,0,0
Bowie,11A,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Commissioner of Agriculture,,,Under Votes,17,0,13,4,0,0
Bowie,11A,Railroad Commissioner,,REP,Wayne Christian,901,19,543,338,1,0
Bowie,11A,Railroad Commissioner,,DEM,Luke Warford,110,5,64,41,0,0
Bowie,11A,Railroad Commissioner,,LIB,Jaime Andres Diez,15,1,2,12,0,0
Bowie,11A,Railroad Commissioner,,GRN,Hunter Wayne Crow,8,0,4,4,0,0
Bowie,11A,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,11A,Railroad Commissioner,,,Under Votes,15,0,12,3,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,898,19,539,339,1,0
Bowie,11A,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,120,6,67,47,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,18,0,9,9,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 3",,,Under Votes,13,0,10,3,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,908,20,540,347,1,0
Bowie,11A,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,128,5,75,48,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 5",,,Under Votes,13,0,10,3,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,906,19,539,347,1,0
Bowie,11A,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,125,6,71,48,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Justice, Supreme Ct. Pl. 9",,,Under Votes,18,0,15,3,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,910,19,542,348,1,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,123,6,70,47,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,16,0,13,3,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",908,19,540,348,1,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,124,6,71,47,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,17,0,14,3,0,0
Bowie,11A,"Member, State Board of Education",,REP,Pam Little,892,19,533,339,1,0
Bowie,11A,"Member, State Board of Education",,DEM,Alex Cornwallis,118,5,67,46,0,0
Bowie,11A,"Member, State Board of Education",,LIB,Christy Mowrey,26,1,14,11,0,0
Bowie,11A,"Member, State Board of Education",,,Write-ins,1,0,1,0,0,0
Bowie,11A,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,11A,"Member, State Board of Education",,,Under Votes,12,0,10,2,0,0
Bowie,11A,PROPOSITION A TISD,,,For,4,0,4,0,0,0
Bowie,11A,PROPOSITION A TISD,,,Against,4,0,4,0,0,0
Bowie,11A,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,11A,PROPOSITION A TISD,,,Under Votes,0,0,0,0,0,0
Bowie,11A,PROPOSITION B TISD,,,For,4,0,4,0,0,0
Bowie,11A,PROPOSITION B TISD,,,Against,4,0,4,0,0,0
Bowie,11A,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,11A,PROPOSITION B TISD,,,Under Votes,0,0,0,0,0,0
Bowie,12,Registered Voters,,,,2662,,,,,
Bowie,12,Ballots Cast,,,,1390,38,652,699,1,0
Bowie,12,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,12,U.S. House,,REP,Nathaniel Moran,1216,25,557,633,1,0
Bowie,12,U.S. House,,DEM,Jrmar (JJ) Jefferson,161,13,90,58,0,0
Bowie,12,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,12,U.S. House,,,Under Votes,13,0,5,8,0,0
Bowie,12,Governor,,REP,Greg Abbott,1218,24,557,636,1,0
Bowie,12,Governor,,DEM,Beto O'Rourke,157,13,92,52,0,0
Bowie,12,Governor,,LIB,Mark Tippetts,8,0,2,6,0,0
Bowie,12,Governor,,GRN,Delilah Barrios,5,0,0,5,0,0
Bowie,12,Governor,,,Write-ins,1,1,0,0,0,0
Bowie,12,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,12,Governor,,,Under Votes,1,0,1,0,0,0
Bowie,12,Lieutenant Governor,,REP,Dan Patrick,1191,25,538,627,1,0
Bowie,12,Lieutenant Governor,,DEM,Mike Collier,176,13,102,61,0,0
Bowie,12,Lieutenant Governor,,LIB,Shanna Steele,14,0,7,7,0,0
Bowie,12,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,12,Lieutenant Governor,,,Under Votes,9,0,5,4,0,0
Bowie,12,Attorney General,,REP,Ken Paxton,1196,25,547,623,1,0
Bowie,12,Attorney General,,DEM,Rochelle Mercedes Garza,169,13,95,61,0,0
Bowie,12,Attorney General,,LIB,Mark Ash,17,0,7,10,0,0
Bowie,12,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,12,Attorney General,,,Under Votes,8,0,3,5,0,0
Bowie,12,Comptroller of Public Accounts,,REP,Glenn Hegar,1203,25,547,630,1,0
Bowie,12,Comptroller of Public Accounts,,DEM,Janet T. Dudding,161,11,94,56,0,0
Bowie,12,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,12,0,6,6,0,0
Bowie,12,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,12,Comptroller of Public Accounts,,,Under Votes,14,2,5,7,0,0
Bowie,12,Comm. General Land Office,,REP,Dawn Buckingham,1203,25,551,627,0,0
Bowie,12,Comm. General Land Office,,DEM,Jay Kleberg,163,11,95,56,1,0
Bowie,12,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",5,0,1,4,0,0
Bowie,12,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,12,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,12,Comm. General Land Office,,,Under Votes,19,2,5,12,0,0
Bowie,12,Commissioner of Agriculture,,REP,Sid Miller,1208,25,552,630,1,0
Bowie,12,Commissioner of Agriculture,,DEM,Susan Hays,164,11,94,59,0,0
Bowie,12,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,12,Commissioner of Agriculture,,,Under Votes,18,2,6,10,0,0
Bowie,12,Railroad Commissioner,,REP,Wayne Christian,1201,25,549,626,1,0
Bowie,12,Railroad Commissioner,,DEM,Luke Warford,150,11,87,52,0,0
Bowie,12,Railroad Commissioner,,LIB,Jaime Andres Diez,14,0,9,5,0,0
Bowie,12,Railroad Commissioner,,GRN,Hunter Wayne Crow,6,0,2,4,0,0
Bowie,12,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,12,Railroad Commissioner,,,Under Votes,19,2,5,12,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,1193,24,547,622,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,168,13,94,61,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,12,0,4,7,1,0
Bowie,12,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 3",,,Under Votes,17,1,7,9,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,1199,23,547,628,1,0
Bowie,12,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,170,13,96,61,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 5",,,Under Votes,21,2,9,10,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,1203,24,551,627,1,0
Bowie,12,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,171,13,94,64,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Justice, Supreme Ct. Pl. 9",,,Under Votes,16,1,7,8,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,1202,24,550,627,1,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,172,13,95,64,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,16,1,7,8,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",1205,24,552,628,1,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,165,13,93,59,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,20,1,7,12,0,0
Bowie,12,"Member, State Board of Education",,REP,Pam Little,1181,22,542,616,1,0
Bowie,12,"Member, State Board of Education",,DEM,Alex Cornwallis,167,14,93,60,0,0
Bowie,12,"Member, State Board of Education",,LIB,Christy Mowrey,23,1,10,12,0,0
Bowie,12,"Member, State Board of Education",,,Write-ins,2,0,1,1,0,0
Bowie,12,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,12,"Member, State Board of Education",,,Under Votes,17,1,6,10,0,0
Bowie,12,PROPOSITION A TISD,,,For,0,0,0,0,0,0
Bowie,12,PROPOSITION A TISD,,,Against,2,0,1,1,0,0
Bowie,12,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,12,PROPOSITION A TISD,,,Under Votes,0,0,0,0,0,0
Bowie,12,PROPOSITION B TISD,,,For,1,0,0,1,0,0
Bowie,12,PROPOSITION B TISD,,,Against,1,0,1,0,0,0
Bowie,12,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,12,PROPOSITION B TISD,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Registered Voters,,,,59,,,,,
Bowie,12A,Ballots Cast,,,,40,0,14,26,0,0
Bowie,12A,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,12A,U.S. House,,REP,Pat Fallon,40,0,14,26,0,0
Bowie,12A,U.S. House,,DEM,Iro Omere,0,0,0,0,0,0
Bowie,12A,U.S. House,,LIB,John Simmons,0,0,0,0,0,0
Bowie,12A,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,12A,U.S. House,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Governor,,REP,Greg Abbott,39,0,14,25,0,0
Bowie,12A,Governor,,DEM,Beto O'Rourke,0,0,0,0,0,0
Bowie,12A,Governor,,LIB,Mark Tippetts,1,0,0,1,0,0
Bowie,12A,Governor,,GRN,Delilah Barrios,0,0,0,0,0,0
Bowie,12A,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,12A,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Governor,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Lieutenant Governor,,REP,Dan Patrick,40,0,14,26,0,0
Bowie,12A,Lieutenant Governor,,DEM,Mike Collier,0,0,0,0,0,0
Bowie,12A,Lieutenant Governor,,LIB,Shanna Steele,0,0,0,0,0,0
Bowie,12A,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Lieutenant Governor,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Attorney General,,REP,Ken Paxton,40,0,14,26,0,0
Bowie,12A,Attorney General,,DEM,Rochelle Mercedes Garza,0,0,0,0,0,0
Bowie,12A,Attorney General,,LIB,Mark Ash,0,0,0,0,0,0
Bowie,12A,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Attorney General,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Comptroller of Public Accounts,,REP,Glenn Hegar,40,0,14,26,0,0
Bowie,12A,Comptroller of Public Accounts,,DEM,Janet T. Dudding,0,0,0,0,0,0
Bowie,12A,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0,0
Bowie,12A,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Comptroller of Public Accounts,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Comm. General Land Office,,REP,Dawn Buckingham,40,0,14,26,0,0
Bowie,12A,Comm. General Land Office,,DEM,Jay Kleberg,0,0,0,0,0,0
Bowie,12A,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",0,0,0,0,0,0
Bowie,12A,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,12A,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Comm. General Land Office,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Commissioner of Agriculture,,REP,Sid Miller,40,0,14,26,0,0
Bowie,12A,Commissioner of Agriculture,,DEM,Susan Hays,0,0,0,0,0,0
Bowie,12A,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Commissioner of Agriculture,,,Under Votes,0,0,0,0,0,0
Bowie,12A,Railroad Commissioner,,REP,Wayne Christian,40,0,14,26,0,0
Bowie,12A,Railroad Commissioner,,DEM,Luke Warford,0,0,0,0,0,0
Bowie,12A,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0,0,0
Bowie,12A,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0,0,0,0
Bowie,12A,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,12A,Railroad Commissioner,,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,40,0,14,26,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 3",,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,39,0,14,25,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,1,0,0,1,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 5",,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,40,0,14,26,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Justice, Supreme Ct. Pl. 9",,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,40,0,14,26,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",40,0,14,26,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,0,0,0,0,0,0
Bowie,12A,"Member, State Board of Education",,REP,Pam Little,40,0,14,26,0,0
Bowie,12A,"Member, State Board of Education",,DEM,Alex Cornwallis,0,0,0,0,0,0
Bowie,12A,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,12A,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,12A,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,12A,"Member, State Board of Education",,,Under Votes,0,0,0,0,0,0
Bowie,13,Registered Voters,,,,2,,,,,
Bowie,13,Ballots Cast,,,,2,0,2,0,0,0
Bowie,13,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,13,U.S. House,,REP,Pat Fallon,2,0,2,0,0,0
Bowie,13,U.S. House,,DEM,Iro Omere,0,0,0,0,0,0
Bowie,13,U.S. House,,LIB,John Simmons,0,0,0,0,0,0
Bowie,13,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,13,U.S. House,,,Under Votes,0,0,0,0,0,0
Bowie,13,Governor,,REP,Greg Abbott,2,0,2,0,0,0
Bowie,13,Governor,,DEM,Beto O'Rourke,0,0,0,0,0,0
Bowie,13,Governor,,LIB,Mark Tippetts,0,0,0,0,0,0
Bowie,13,Governor,,GRN,Delilah Barrios,0,0,0,0,0,0
Bowie,13,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,13,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,13,Governor,,,Under Votes,0,0,0,0,0,0
Bowie,13,Lieutenant Governor,,REP,Dan Patrick,2,0,2,0,0,0
Bowie,13,Lieutenant Governor,,DEM,Mike Collier,0,0,0,0,0,0
Bowie,13,Lieutenant Governor,,LIB,Shanna Steele,0,0,0,0,0,0
Bowie,13,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,13,Lieutenant Governor,,,Under Votes,0,0,0,0,0,0
Bowie,13,Attorney General,,REP,Ken Paxton,2,0,2,0,0,0
Bowie,13,Attorney General,,DEM,Rochelle Mercedes Garza,0,0,0,0,0,0
Bowie,13,Attorney General,,LIB,Mark Ash,0,0,0,0,0,0
Bowie,13,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,13,Attorney General,,,Under Votes,0,0,0,0,0,0
Bowie,13,Comptroller of Public Accounts,,REP,Glenn Hegar,2,0,2,0,0,0
Bowie,13,Comptroller of Public Accounts,,DEM,Janet T. Dudding,0,0,0,0,0,0
Bowie,13,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0,0
Bowie,13,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,13,Comptroller of Public Accounts,,,Under Votes,0,0,0,0,0,0
Bowie,13,Comm. General Land Office,,REP,Dawn Buckingham,2,0,2,0,0,0
Bowie,13,Comm. General Land Office,,DEM,Jay Kleberg,0,0,0,0,0,0
Bowie,13,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",0,0,0,0,0,0
Bowie,13,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,13,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,13,Comm. General Land Office,,,Under Votes,0,0,0,0,0,0
Bowie,13,Commissioner of Agriculture,,REP,Sid Miller,2,0,2,0,0,0
Bowie,13,Commissioner of Agriculture,,DEM,Susan Hays,0,0,0,0,0,0
Bowie,13,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,13,Commissioner of Agriculture,,,Under Votes,0,0,0,0,0,0
Bowie,13,Railroad Commissioner,,REP,Wayne Christian,2,0,2,0,0,0
Bowie,13,Railroad Commissioner,,DEM,Luke Warford,0,0,0,0,0,0
Bowie,13,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0,0,0
Bowie,13,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0,0,0,0
Bowie,13,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,13,Railroad Commissioner,,,Under Votes,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,2,0,2,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 3",,,Under Votes,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,1,0,1,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 5",,,Under Votes,1,0,1,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,2,0,2,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Justice, Supreme Ct. Pl. 9",,,Under Votes,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,2,0,2,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",2,0,2,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,0,0,0,0,0,0
Bowie,13,"Member, State Board of Education",,REP,Pam Little,2,0,2,0,0,0
Bowie,13,"Member, State Board of Education",,DEM,Alex Cornwallis,0,0,0,0,0,0
Bowie,13,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,13,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,13,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,13,"Member, State Board of Education",,,Under Votes,0,0,0,0,0,0
Bowie,14,Registered Voters,,,,1191,,,,,
Bowie,14,Ballots Cast,,,,581,25,387,169,0,0
Bowie,14,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,14,U.S. House,,REP,Pat Fallon,493,14,333,146,0,0
Bowie,14,U.S. House,,DEM,Iro Omere,72,11,43,18,0,0
Bowie,14,U.S. House,,LIB,John Simmons,10,0,6,4,0,0
Bowie,14,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,14,U.S. House,,,Under Votes,6,0,5,1,0,0
Bowie,14,Governor,,REP,Greg Abbott,492,14,332,146,0,0
Bowie,14,Governor,,DEM,Beto O'Rourke,75,11,47,17,0,0
Bowie,14,Governor,,LIB,Mark Tippetts,10,0,4,6,0,0
Bowie,14,Governor,,GRN,Delilah Barrios,1,0,1,0,0,0
Bowie,14,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,14,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,14,Governor,,,Under Votes,3,0,3,0,0,0
Bowie,14,Lieutenant Governor,,REP,Dan Patrick,481,14,325,142,0,0
Bowie,14,Lieutenant Governor,,DEM,Mike Collier,86,11,55,20,0,0
Bowie,14,Lieutenant Governor,,LIB,Shanna Steele,9,0,4,5,0,0
Bowie,14,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
