county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,limited
Collin,11,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,76,43,30,3,0,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,1778,1115,634,28,1,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,387,232,130,24,1,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,55,30,24,1,0,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,2,1,0,1,0,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,69,42,26,1,0,0
Collin,11,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,11,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,11,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,State Senate,8,REP,Angela Paxton,1761,1102,631,27,1,0
Collin,11,State Senate,8,DEM,Jonathan Cocks,405,250,129,25,1,0
Collin,11,State Senate,8,LIB,Edward Kless,55,28,25,2,0,0
Collin,11,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State Senate,8,NON,UNDER VOTES,70,40,29,1,0,0
Collin,11,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,11,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,11,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,11,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,11,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,11,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,11,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,State House,67,REP,Jeff Leach,1810,1134,648,27,1,0
Collin,11,State House,67,DEM,Kevin Morris,410,246,137,26,1,0
Collin,11,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State House,67,NON,UNDER VOTES,71,40,29,2,0,0
Collin,11,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,11,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,11,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1811,1138,645,27,1,0
Collin,11,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,399,236,136,26,1,0
Collin,11,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,81,46,33,2,0,0
Collin,11,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1793,1130,635,27,1,0
Collin,11,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,411,244,140,26,1,0
Collin,11,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,87,46,39,2,0,0
Collin,11,County Judge Ccd,NA,REP,Chris Hill,1791,1124,639,27,1,0
Collin,11,County Judge Ccd,NA,DEM,Joshua Murray,437,259,151,26,1,0
Collin,11,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,County Judge Ccd,NA,NON,UNDER VOTES,63,37,24,2,0,0
Collin,11,District Clerk Ccd,NA,REP,Mike Gould,1819,1141,650,27,1,0
Collin,11,District Clerk Ccd,NA,DEM,David Brignac,401,243,132,26,0,0
Collin,11,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,District Clerk Ccd,NA,NON,UNDER VOTES,71,36,32,2,1,0
Collin,11,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,11,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,11,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,1801,1133,640,27,1,0
Collin,11,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,421,252,142,26,1,0
Collin,11,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,69,35,32,2,0,0
Collin,11,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,11,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,11,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,Ballots Cast Total,NA,"NA",,1253,874,267,111,1,0
Collin,12,U.S. House,3,REP,Keith Self,781,522,185,73,1,0
Collin,12,U.S. House,3,DEM,Sandeep Srivastava,426,317,73,36,0,0
Collin,12,U.S. House,3,LIB,Christopher Claytor,24,19,5,0,0,0
Collin,12,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,U.S. House,3,NON,UNDER VOTES,22,16,4,2,0,0
Collin,12,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,12,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,12,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,12,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,12,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,12,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,Governor,NA,REP,Greg Abbott,778,521,182,74,1,0
Collin,12,Governor,NA,DEM,Beto O'Rourke,455,334,85,36,0,0
Collin,12,Governor,NA,LIB,Mark Tippetts,11,10,0,1,0,0
Collin,12,Governor,NA,GRN,Delilah Barrios,3,3,0,0,0,0
Collin,12,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,12,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Governor,NA,NON,UNDER VOTES,6,6,0,0,0,0
Collin,12,Lieutenant Governor,NA,REP,Dan Patrick,741,495,176,69,1,0
Collin,12,Lieutenant Governor,NA,DEM,Mike Collier,468,346,83,39,0,0
Collin,12,Lieutenant Governor,NA,LIB,Shanna Steele,29,21,7,1,0,0
Collin,12,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Lieutenant Governor,NA,NON,UNDER VOTES,15,12,1,2,0,0
Collin,12,Attorney General,NA,REP,Ken Paxton,722,483,171,67,1,0
Collin,12,Attorney General,NA,DEM,Rochelle Mercedes Garza,452,328,85,39,0,0
Collin,12,Attorney General,NA,LIB,Mark Ash,49,38,8,3,0,0
Collin,12,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Attorney General,NA,NON,UNDER VOTES,30,25,3,2,0,0
Collin,12,Comptroller of Public Accounts,NA,REP,Glenn Hegar,785,529,184,71,1,0
Collin,12,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,420,308,74,38,0,0
Collin,12,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,16,12,4,0,0,0
Collin,12,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Comptroller of Public Accounts,NA,NON,UNDER VOTES,32,25,5,2,0,0
Collin,12,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,772,523,178,71,0,0
Collin,12,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,436,319,80,37,0,0
Collin,12,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",13,11,2,0,0,0
Collin,12,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,12,Commissioner of the General Land Office,NA,NON,OVER VOTES,1,0,0,1,0,0
Collin,12,Commissioner of the General Land Office,NA,NON,UNDER VOTES,31,21,7,2,1,0
Collin,12,Commissioner of Agriculture,NA,REP,Sid Miller,771,519,178,73,1,0
Collin,12,Commissioner of Agriculture,NA,DEM,Susan Hays,448,329,82,37,0,0
Collin,12,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Commissioner of Agriculture,NA,NON,UNDER VOTES,34,26,7,1,0,0
Collin,12,Railroad Commissioner,NA,REP,Wayne Christian,758,510,176,71,1,0
Collin,12,Railroad Commissioner,NA,DEM,Luke Warford,418,306,75,37,0,0
Collin,12,Railroad Commissioner,NA,LIB,Jaime Andres Diez,38,30,8,0,0,0
Collin,12,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,6,5,1,0,0,0
Collin,12,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,Railroad Commissioner,NA,NON,UNDER VOTES,33,23,7,3,0,0
Collin,12,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,778,523,184,70,1,0
Collin,12,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,421,311,72,38,0,0
Collin,12,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,24,18,6,0,0,0
Collin,12,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,30,22,5,3,0,0
Collin,12,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,787,529,184,73,1,0
Collin,12,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,426,313,77,36,0,0
Collin,12,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,40,32,6,2,0,0
Collin,12,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,781,525,182,73,1,0
Collin,12,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,434,321,78,35,0,0
Collin,12,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,38,28,7,3,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,767,514,181,71,1,0
Collin,12,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,445,328,79,38,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,41,32,7,2,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",781,525,184,71,1,0
Collin,12,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,429,315,76,38,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,43,34,7,2,0,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,756,503,182,70,1,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,421,312,72,37,0,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,34,28,6,0,0,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,1,0,0,1,0,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,41,31,7,3,0,0
Collin,12,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,12,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,12,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,State Senate,8,REP,Angela Paxton,720,477,174,68,1,0
Collin,12,State Senate,8,DEM,Jonathan Cocks,452,336,77,39,0,0
Collin,12,State Senate,8,LIB,Edward Kless,39,28,9,2,0,0
Collin,12,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State Senate,8,NON,UNDER VOTES,42,33,7,2,0,0
Collin,12,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,12,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,12,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,State House,61,REP,Frederick Frazier,777,524,180,72,1,0
Collin,12,State House,61,DEM,Sheena King,436,321,77,38,0,0
Collin,12,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State House,61,NON,UNDER VOTES,40,29,10,1,0,0
Collin,12,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,12,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,12,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,12,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,12,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,12,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,12,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,782,528,183,70,1,0
Collin,12,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,427,314,75,38,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,44,32,9,3,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,777,523,183,70,1,0
Collin,12,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,434,319,77,38,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,42,32,7,3,0,0
Collin,12,County Judge Ccd,NA,REP,Chris Hill,787,534,182,70,1,0
Collin,12,County Judge Ccd,NA,DEM,Joshua Murray,431,314,78,39,0,0
Collin,12,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,County Judge Ccd,NA,NON,UNDER VOTES,35,26,7,2,0,0
Collin,12,District Clerk Ccd,NA,REP,Mike Gould,789,531,187,70,1,0
Collin,12,District Clerk Ccd,NA,DEM,David Brignac,426,314,73,39,0,0
Collin,12,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,District Clerk Ccd,NA,NON,UNDER VOTES,38,29,7,2,0,0
Collin,12,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,12,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,12,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 4",NA,REP,Vincent Venegoni,774,520,183,70,1,0
Collin,12,"Justice of the Peace, Precinct 4",NA,DEM,Adam Kern,424,312,75,37,0,0
Collin,12,"Justice of the Peace, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,12,"Justice of the Peace, Precinct 4",NA,NON,UNDER VOTES,55,42,9,4,0,0
Collin,13,Ballots Cast Total,NA,"NA",,1358,880,447,30,1,0
Collin,13,U.S. House,3,REP,Keith Self,1009,652,340,16,1,0
Collin,13,U.S. House,3,DEM,Sandeep Srivastava,316,210,93,13,0,0
Collin,13,U.S. House,3,LIB,Christopher Claytor,27,14,13,0,0,0
Collin,13,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,U.S. House,3,NON,UNDER VOTES,6,4,1,1,0,0
Collin,13,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,13,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,13,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,13,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,13,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,13,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,Governor,NA,REP,Greg Abbott,992,643,332,16,1,0
Collin,13,Governor,NA,DEM,Beto O'Rourke,350,227,109,14,0,0
Collin,13,Governor,NA,LIB,Mark Tippetts,14,8,6,0,0,0
Collin,13,Governor,NA,GRN,Delilah Barrios,1,1,0,0,0,0
Collin,13,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,13,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Governor,NA,NON,UNDER VOTES,1,1,0,0,0,0
Collin,13,Lieutenant Governor,NA,REP,Dan Patrick,974,633,324,16,1,0
Collin,13,Lieutenant Governor,NA,DEM,Mike Collier,360,236,110,14,0,0
Collin,13,Lieutenant Governor,NA,LIB,Shanna Steele,21,11,10,0,0,0
Collin,13,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Lieutenant Governor,NA,NON,UNDER VOTES,3,0,3,0,0,0
Collin,13,Attorney General,NA,REP,Ken Paxton,954,613,325,15,1,0
Collin,13,Attorney General,NA,DEM,Rochelle Mercedes Garza,358,240,104,14,0,0
Collin,13,Attorney General,NA,LIB,Mark Ash,36,23,13,0,0,0
Collin,13,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Attorney General,NA,NON,UNDER VOTES,10,4,5,1,0,0
Collin,13,Comptroller of Public Accounts,NA,REP,Glenn Hegar,1014,656,343,14,1,0
Collin,13,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,320,212,95,13,0,0
Collin,13,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,14,7,6,1,0,0
Collin,13,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Comptroller of Public Accounts,NA,NON,UNDER VOTES,10,5,3,2,0,0
Collin,13,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,1014,660,339,14,1,0
Collin,13,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,325,212,100,13,0,0
Collin,13,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",4,3,1,0,0,0
Collin,13,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,13,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Commissioner of the General Land Office,NA,NON,UNDER VOTES,15,5,7,3,0,0
Collin,13,Commissioner of Agriculture,NA,REP,Sid Miller,1013,656,342,14,1,0
Collin,13,Commissioner of Agriculture,NA,DEM,Susan Hays,328,216,98,14,0,0
Collin,13,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Commissioner of Agriculture,NA,NON,UNDER VOTES,17,8,7,2,0,0
Collin,13,Railroad Commissioner,NA,REP,Wayne Christian,1003,654,334,14,1,0
Collin,13,Railroad Commissioner,NA,DEM,Luke Warford,313,204,95,14,0,0
Collin,13,Railroad Commissioner,NA,LIB,Jaime Andres Diez,20,11,9,0,0,0
Collin,13,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,7,6,1,0,0,0
Collin,13,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,Railroad Commissioner,NA,NON,UNDER VOTES,15,5,8,2,0,0
Collin,13,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,993,645,332,15,1,0
Collin,13,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,331,217,100,14,0,0
Collin,13,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,17,9,8,0,0,0
Collin,13,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,17,9,7,1,0,0
Collin,13,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,1006,649,341,15,1,0
Collin,13,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,336,221,101,14,0,0
Collin,13,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,16,10,5,1,0,0
Collin,13,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,1005,651,339,14,1,0
Collin,13,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,335,218,102,15,0,0
Collin,13,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,18,11,6,1,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,998,645,338,14,1,0
Collin,13,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,340,222,103,15,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,20,13,6,1,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",997,645,337,14,1,0
Collin,13,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,338,222,102,14,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,23,13,8,2,0,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,986,640,330,15,1,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,331,219,98,14,0,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,24,13,11,0,0,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,0,0,0,0,0,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,17,8,8,1,0,0
Collin,13,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,13,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,13,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,State Senate,8,REP,Angela Paxton,966,626,324,15,1,0
Collin,13,State Senate,8,DEM,Jonathan Cocks,346,228,104,14,0,0
Collin,13,State Senate,8,LIB,Edward Kless,27,15,12,0,0,0
Collin,13,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State Senate,8,NON,UNDER VOTES,19,11,7,1,0,0
Collin,13,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,13,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,13,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,State House,61,REP,Frederick Frazier,1002,649,338,14,1,0
Collin,13,State House,61,DEM,Sheena King,340,221,104,15,0,0
Collin,13,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State House,61,NON,UNDER VOTES,16,10,5,1,0,0
Collin,13,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,13,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,13,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,13,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,13,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,13,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,13,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,13,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1003,649,338,15,1,0
Collin,13,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,331,217,100,14,0,0
Collin,13,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,13,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,24,14,9,1,0,0
Collin,13,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1000,648,337,14,1,0
Collin,13,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,335,219,101,15,0,0
