county,precinct,office,district,candidate,party,election_day,early_voting,votes
McMullen,Pct 3,U.S. House,28,Henry Cuellar ,Dem,30,15,45
McMullen,Pct 3,U.S. House,28,Patrick Hisel ,Lib,1,0,1
McMullen,Pct 3,U.S. House,28,Michael D. Cary,Grn,,,0
McMullen,Pct 3,Railroad Commissioner,,Christi Craddick ,Rep,58,43,101
McMullen,Pct 3,Railroad Commissioner,,Dale Henry ,Dem,14,3,17
McMullen,Pct 3,Railroad Commissioner,,Vivekananda (Vik) Wall ,Lib,0,,0
McMullen,Pct 3,Railroad Commissioner,,Chris Kennedy,Grn,4,,4
McMullen,Pct 3,Railroad Commissioner,unexpired,Barry Smitherman ,Rep,60,42,102
McMullen,Pct 3,Railroad Commissioner,unexpired,Jaime O. Perez,Lib,7,4,11
McMullen,Pct 3,Railroad Commissioner,unexpired,Josh Wendel,Grn,1,4,5
McMullen,Pct 3,State Senate,21,Grant Rosig ,Rep ,37,30,67
McMullen,Pct 3,State Senate,21,Judith Zaffirini ,Dem ,41,18,59
McMullen,Pct 3,State Senate,21,Joseph Morse ,Lib ,1,0,1
McMullen,Pct 3,State House,31,Ann Matthews ,Rep,58,38,96
McMullen,Pct 3,State House,31,Ryan Guillen ,Dem ,20,9,29
McMullen,Pct 4,Registered Voters,,,,201,201,402
McMullen,Pct 4,Ballots Cast,,,,43,93,136
McMullen,Pct 4,President,,Mitt Romney/Paul Ryan,Rep,35,87,122
McMullen,Pct 4,President,,Barack Obama/Joe Biden,Dem,8,5,13
McMullen,Pct 4,President,,Gary Johnson/Jim Gray ,Lib,0,0,0
McMullen,Pct 4,President,,Jill Stein/Cheri Honkala,Grn,,,0
McMullen,Pct 4,U.S. Senate,,Ted Cruz,Rep,30,72,102
McMullen,Pct 4,U.S. Senate,,Paul Sadler ,Dem,6,9,15
McMullen,Pct 4,U.S. Senate,,John Jay Myers ,Lib,0,0,0
McMullen,Pct 4,U.S. Senate,,David B. Collins ,Grn,1,1,2
McMullen,Pct 4,U.S. House,28,William R. Hayward ,Rep,23,62,85
McMullen,Pct 4,U.S. House,28,Henry Cuellar ,Dem,17,20,37
McMullen,Pct 4,U.S. House,28,Patrick Hisel ,Lib,0,0,0
McMullen,Pct 4,U.S. House,28,Michael D. Cary,Grn,,,0
McMullen,Pct 4,Railroad Commissioner,,Christi Craddick ,Rep,28,71,99
McMullen,Pct 4,Railroad Commissioner,,Dale Henry ,Dem,8,8,16
McMullen,Pct 4,Railroad Commissioner,,Vivekananda (Vik) Wall ,Lib,0,,0
McMullen,Pct 4,Railroad Commissioner,,Chris Kennedy,Grn,0,,0
McMullen,Pct 4,Railroad Commissioner,unexpired,Barry Smitherman ,Rep,29,71,100
McMullen,Pct 4,Railroad Commissioner,unexpired,Jaime O. Perez,Lib,3,2,5
McMullen,Pct 4,Railroad Commissioner,unexpired,Josh Wendel,Grn,2,2,4
McMullen,Pct 4,State Senate,21,Grant Rosig ,Rep ,15,46,61
McMullen,Pct 4,State Senate,21,Judith Zaffirini ,Dem ,21,35,56
McMullen,Pct 4,State Senate,21,Joseph Morse ,Lib ,0,1,1
McMullen,Pct 4,State House,31,Ann Matthews ,Rep,26,71,97
McMullen,Pct 4,State House,31,Ryan Guillen ,Dem ,9,15,24
McMullen,Total,Registered Voters,,,,739, ,739
McMullen,Total,Ballots Cast,,,,267,259,526
McMullen,Total,President,,Mitt Romney/Paul Ryan,Rep,194,237,431
McMullen,Total,President,,Barack Obama/Joe Biden,Dem,53,14,67
McMullen,Total,President,,Gary Johnson/Jim Gray ,Lib,5,2,5
McMullen,Total,President,,Jill Stein/Cheri Honkala,Grn,, ,
McMullen,Total,U.S. Senate,,Ted Cruz,Rep,163,200,363
McMullen,Total,U.S. Senate,,Paul Sadler ,Dem,41,23,64
McMullen,Total,U.S. Senate,,John Jay Myers ,Lib,5,3,8
McMullen,Total,U.S. Senate,,David B. Collins ,Grn,4,3,4
McMullen,Total,U.S. House,28,William R. Hayward ,Rep,110,147,257
McMullen,Total,U.S. House,28,Henry Cuellar ,Dem,112,74,186
McMullen,Total,U.S. House,28,Patrick Hisel ,Lib,5,1,5
McMullen,Total,U.S. House,28,Michael D. Cary,Grn,0, ,0
McMullen,Total,Railroad Commissioner,,Christi Craddick ,Rep,142,192,334
McMullen,Total,Railroad Commissioner,,Dale Henry ,Dem,45,22,67
McMullen,Total,Railroad Commissioner,,Vivekananda (Vik) Wall ,Lib,4,0,4
McMullen,Total,Railroad Commissioner,,Chris Kennedy,Grn,9,2,9
McMullen,Total,Railroad Commissioner,unexpired,Barry Smitherman ,Rep,143,192,335
McMullen,Total,Railroad Commissioner,unexpired,Jaime O. Perez,Lib,35,10,45
McMullen,Total,Railroad Commissioner,unexpired,Josh Wendel,Grn,7,8,15
McMullen,Total,State Senate,21,Grant Rosig ,Rep ,82,115,197
McMullen,Total,State Senate,21,Judith Zaffirini ,Dem ,131,106,237
McMullen,Total,State Senate,21,Joseph Morse ,Lib ,6,2,6
McMullen,Total,State House,31,Ann Matthews ,Rep,143,186,329
McMullen,Total,State House,31,Ryan Guillen ,Dem ,57,41,98
