county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail
Comal,PRECINCT 401,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,19,5,14,0
Comal,PRECINCT 402,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,76,29,46,1
Comal,PRECINCT 403,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,64,30,31,3
Comal,PRECINCT 404,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,93,36,55,2
Comal,PRECINCT 405,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,46,22,21,3
Comal,PRECINCT 406,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,45,22,23,0
Comal,PRECINCT 101,Railroad Commissioner,,Chris Kennedy,GRN,56,17,37,2
Comal,PRECINCT 102,Railroad Commissioner,,Chris Kennedy,GRN,39,15,22,2
Comal,PRECINCT 103,Railroad Commissioner,,Chris Kennedy,GRN,39,11,27,1
Comal,PRECINCT 104,Railroad Commissioner,,Chris Kennedy,GRN,27,11,16,0
Comal,PRECINCT 105,Railroad Commissioner,,Chris Kennedy,GRN,79,37,41,1
Comal,PRECINCT 106,Railroad Commissioner,,Chris Kennedy,GRN,45,13,29,3
Comal,PRECINCT 201,Railroad Commissioner,,Chris Kennedy,GRN,39,21,17,1
Comal,PRECINCT 202,Railroad Commissioner,,Chris Kennedy,GRN,10,2,8,0
Comal,PRECINCT 203,Railroad Commissioner,,Chris Kennedy,GRN,36,16,15,5
Comal,PRECINCT 204,Railroad Commissioner,,Chris Kennedy,GRN,51,17,34,0
Comal,PRECINCT 205,Railroad Commissioner,,Chris Kennedy,GRN,67,16,49,2
Comal,PRECINCT 206,Railroad Commissioner,,Chris Kennedy,GRN,36,8,24,4
Comal,PRECINCT 301,Railroad Commissioner,,Chris Kennedy,GRN,42,19,21,2
Comal,PRECINCT 302,Railroad Commissioner,,Chris Kennedy,GRN,87,31,53,3
Comal,PRECINCT 303,Railroad Commissioner,,Chris Kennedy,GRN,13,4,8,1
Comal,PRECINCT 304,Railroad Commissioner,,Chris Kennedy,GRN,43,15,26,2
Comal,PRECINCT 305,Railroad Commissioner,,Chris Kennedy,GRN,15,11,4,0
Comal,PRECINCT 401,Railroad Commissioner,,Chris Kennedy,GRN,27,8,18,1
Comal,PRECINCT 402,Railroad Commissioner,,Chris Kennedy,GRN,71,26,42,3
Comal,PRECINCT 403,Railroad Commissioner,,Chris Kennedy,GRN,52,21,27,4
Comal,PRECINCT 404,Railroad Commissioner,,Chris Kennedy,GRN,68,27,35,6
Comal,PRECINCT 405,Railroad Commissioner,,Chris Kennedy,GRN,40,13,22,5
Comal,PRECINCT 406,Railroad Commissioner,,Chris Kennedy,GRN,45,21,23,1
Comal,PRECINCT 101,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 201,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 202,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,Railroad Commissioner,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 304,Railroad Commissioner,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 305,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,Railroad Commissioner,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,Railroad Commissioner,,UNDER VOTES,,120,29,84,7
Comal,PRECINCT 102,Railroad Commissioner,,UNDER VOTES,,61,24,32,5
Comal,PRECINCT 103,Railroad Commissioner,,UNDER VOTES,,76,22,49,5
Comal,PRECINCT 104,Railroad Commissioner,,UNDER VOTES,,48,9,35,4
Comal,PRECINCT 105,Railroad Commissioner,,UNDER VOTES,,107,46,57,4
Comal,PRECINCT 106,Railroad Commissioner,,UNDER VOTES,,107,28,74,5
Comal,PRECINCT 201,Railroad Commissioner,,UNDER VOTES,,87,27,55,5
Comal,PRECINCT 202,Railroad Commissioner,,UNDER VOTES,,13,3,10,0
Comal,PRECINCT 203,Railroad Commissioner,,UNDER VOTES,,83,31,44,8
Comal,PRECINCT 204,Railroad Commissioner,,UNDER VOTES,,94,24,62,8
Comal,PRECINCT 205,Railroad Commissioner,,UNDER VOTES,,98,20,69,9
Comal,PRECINCT 206,Railroad Commissioner,,UNDER VOTES,,90,23,65,2
Comal,PRECINCT 301,Railroad Commissioner,,UNDER VOTES,,101,42,51,8
Comal,PRECINCT 302,Railroad Commissioner,,UNDER VOTES,,133,52,76,5
Comal,PRECINCT 303,Railroad Commissioner,,UNDER VOTES,,38,12,17,9
Comal,PRECINCT 304,Railroad Commissioner,,UNDER VOTES,,104,44,57,3
Comal,PRECINCT 305,Railroad Commissioner,,UNDER VOTES,,40,14,25,1
Comal,PRECINCT 401,Railroad Commissioner,,UNDER VOTES,,56,12,40,4
Comal,PRECINCT 402,Railroad Commissioner,,UNDER VOTES,,81,32,43,6
Comal,PRECINCT 403,Railroad Commissioner,,UNDER VOTES,,73,33,34,6
Comal,PRECINCT 404,Railroad Commissioner,,UNDER VOTES,,150,40,93,17
Comal,PRECINCT 405,Railroad Commissioner,,UNDER VOTES,,63,23,38,2
Comal,PRECINCT 406,Railroad Commissioner,,UNDER VOTES,,91,37,45,9
Comal,PRECINCT 101,Railroad Commissioner,unexpired,Barry Smitherman,REP,1795,295,1346,154
Comal,PRECINCT 102,Railroad Commissioner,unexpired,Barry Smitherman,REP,1808,287,1414,107
Comal,PRECINCT 103,Railroad Commissioner,unexpired,Barry Smitherman,REP,1656,359,1179,118
Comal,PRECINCT 104,Railroad Commissioner,unexpired,Barry Smitherman,REP,958,192,693,73
Comal,PRECINCT 105,Railroad Commissioner,unexpired,Barry Smitherman,REP,2216,649,1357,210
Comal,PRECINCT 106,Railroad Commissioner,unexpired,Barry Smitherman,REP,2679,466,2063,150
Comal,PRECINCT 201,Railroad Commissioner,unexpired,Barry Smitherman,REP,1539,437,994,108
Comal,PRECINCT 202,Railroad Commissioner,unexpired,Barry Smitherman,REP,387,105,241,41
Comal,PRECINCT 203,Railroad Commissioner,unexpired,Barry Smitherman,REP,1940,394,1396,150
Comal,PRECINCT 204,Railroad Commissioner,unexpired,Barry Smitherman,REP,2504,544,1786,174
Comal,PRECINCT 205,Railroad Commissioner,unexpired,Barry Smitherman,REP,3110,429,2493,188
Comal,PRECINCT 206,Railroad Commissioner,unexpired,Barry Smitherman,REP,2357,383,1779,195
Comal,PRECINCT 301,Railroad Commissioner,unexpired,Barry Smitherman,REP,882,274,524,84
Comal,PRECINCT 302,Railroad Commissioner,unexpired,Barry Smitherman,REP,1985,490,1334,161
Comal,PRECINCT 303,Railroad Commissioner,unexpired,Barry Smitherman,REP,267,73,155,39
Comal,PRECINCT 304,Railroad Commissioner,unexpired,Barry Smitherman,REP,1242,366,786,90
Comal,PRECINCT 305,Railroad Commissioner,unexpired,Barry Smitherman,REP,558,182,337,39
Comal,PRECINCT 401,Railroad Commissioner,unexpired,Barry Smitherman,REP,960,152,706,102
Comal,PRECINCT 402,Railroad Commissioner,unexpired,Barry Smitherman,REP,1983,481,1334,168
Comal,PRECINCT 403,Railroad Commissioner,unexpired,Barry Smitherman,REP,1852,506,1170,176
Comal,PRECINCT 404,Railroad Commissioner,unexpired,Barry Smitherman,REP,2849,608,2063,178
Comal,PRECINCT 405,Railroad Commissioner,unexpired,Barry Smitherman,REP,1453,416,923,114
Comal,PRECINCT 406,Railroad Commissioner,unexpired,Barry Smitherman,REP,1681,444,1040,197
Comal,PRECINCT 101,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,187,52,130,5
Comal,PRECINCT 102,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,127,28,91,8
Comal,PRECINCT 103,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,143,54,85,4
Comal,PRECINCT 104,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,101,38,53,10
Comal,PRECINCT 105,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,212,92,112,8
Comal,PRECINCT 106,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,187,56,122,9
Comal,PRECINCT 201,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,203,87,108,8
Comal,PRECINCT 202,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,46,23,20,3
Comal,PRECINCT 203,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,125,43,76,6
Comal,PRECINCT 204,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,208,81,119,8
Comal,PRECINCT 205,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,304,60,230,14
Comal,PRECINCT 206,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,180,50,116,14
Comal,PRECINCT 301,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,255,137,102,16
Comal,PRECINCT 302,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,327,141,172,14
Comal,PRECINCT 303,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,99,50,42,7
Comal,PRECINCT 304,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,230,97,129,4
Comal,PRECINCT 305,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,92,39,49,4
Comal,PRECINCT 401,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,81,21,56,4
Comal,PRECINCT 402,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,197,74,122,1
Comal,PRECINCT 403,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,160,60,96,4
Comal,PRECINCT 404,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,265,95,160,10
Comal,PRECINCT 405,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,151,58,75,18
Comal,PRECINCT 406,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,167,75,89,3
Comal,PRECINCT 101,Railroad Commissioner,unexpired,Josh Wendel,GRN,145,47,91,7
Comal,PRECINCT 102,Railroad Commissioner,unexpired,Josh Wendel,GRN,89,29,57,3
Comal,PRECINCT 103,Railroad Commissioner,unexpired,Josh Wendel,GRN,94,23,70,1
Comal,PRECINCT 104,Railroad Commissioner,unexpired,Josh Wendel,GRN,81,22,53,6
Comal,PRECINCT 105,Railroad Commissioner,unexpired,Josh Wendel,GRN,185,73,104,8
Comal,PRECINCT 106,Railroad Commissioner,unexpired,Josh Wendel,GRN,118,23,93,2
Comal,PRECINCT 201,Railroad Commissioner,unexpired,Josh Wendel,GRN,116,51,62,3
Comal,PRECINCT 202,Railroad Commissioner,unexpired,Josh Wendel,GRN,31,12,18,1
Comal,PRECINCT 203,Railroad Commissioner,unexpired,Josh Wendel,GRN,103,27,68,8
Comal,PRECINCT 204,Railroad Commissioner,unexpired,Josh Wendel,GRN,135,37,95,3
Comal,PRECINCT 205,Railroad Commissioner,unexpired,Josh Wendel,GRN,170,34,131,5
Comal,PRECINCT 206,Railroad Commissioner,unexpired,Josh Wendel,GRN,109,20,83,6
Comal,PRECINCT 301,Railroad Commissioner,unexpired,Josh Wendel,GRN,108,47,56,5
Comal,PRECINCT 302,Railroad Commissioner,unexpired,Josh Wendel,GRN,209,73,127,9
Comal,PRECINCT 303,Railroad Commissioner,unexpired,Josh Wendel,GRN,41,13,25,3
Comal,PRECINCT 304,Railroad Commissioner,unexpired,Josh Wendel,GRN,106,35,68,3
Comal,PRECINCT 305,Railroad Commissioner,unexpired,Josh Wendel,GRN,44,17,27,0
Comal,PRECINCT 401,Railroad Commissioner,unexpired,Josh Wendel,GRN,66,20,45,1
Comal,PRECINCT 402,Railroad Commissioner,unexpired,Josh Wendel,GRN,159,50,100,9
Comal,PRECINCT 403,Railroad Commissioner,unexpired,Josh Wendel,GRN,116,48,61,7
Comal,PRECINCT 404,Railroad Commissioner,unexpired,Josh Wendel,GRN,164,49,103,12
Comal,PRECINCT 405,Railroad Commissioner,unexpired,Josh Wendel,GRN,103,31,66,6
Comal,PRECINCT 406,Railroad Commissioner,unexpired,Josh Wendel,GRN,134,53,76,5
Comal,PRECINCT 101,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,Railroad Commissioner,unexpired,OVER VOTES,,1,0,0,1
Comal,PRECINCT 201,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 202,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,Railroad Commissioner,unexpired,OVER VOTES,,1,0,0,1
Comal,PRECINCT 206,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,Railroad Commissioner,unexpired,UNDER VOTES,,366,78,270,18
Comal,PRECINCT 102,Railroad Commissioner,unexpired,UNDER VOTES,,184,43,134,7
Comal,PRECINCT 103,Railroad Commissioner,unexpired,UNDER VOTES,,212,45,152,15
Comal,PRECINCT 104,Railroad Commissioner,unexpired,UNDER VOTES,,155,33,110,12
Comal,PRECINCT 105,Railroad Commissioner,unexpired,UNDER VOTES,,371,142,201,28
Comal,PRECINCT 106,Railroad Commissioner,unexpired,UNDER VOTES,,296,76,207,13
Comal,PRECINCT 201,Railroad Commissioner,unexpired,UNDER VOTES,,257,74,170,13
Comal,PRECINCT 202,Railroad Commissioner,unexpired,UNDER VOTES,,69,19,49,1
Comal,PRECINCT 203,Railroad Commissioner,unexpired,UNDER VOTES,,199,51,134,14
Comal,PRECINCT 204,Railroad Commissioner,unexpired,UNDER VOTES,,347,89,232,26
Comal,PRECINCT 205,Railroad Commissioner,unexpired,UNDER VOTES,,394,76,297,21
Comal,PRECINCT 206,Railroad Commissioner,unexpired,UNDER VOTES,,273,60,202,11
Comal,PRECINCT 301,Railroad Commissioner,unexpired,UNDER VOTES,,481,232,231,18
Comal,PRECINCT 302,Railroad Commissioner,unexpired,UNDER VOTES,,517,163,326,28
Comal,PRECINCT 303,Railroad Commissioner,unexpired,UNDER VOTES,,180,80,84,16
Comal,PRECINCT 304,Railroad Commissioner,unexpired,UNDER VOTES,,378,133,231,14
Comal,PRECINCT 305,Railroad Commissioner,unexpired,UNDER VOTES,,115,33,75,7
Comal,PRECINCT 401,Railroad Commissioner,unexpired,UNDER VOTES,,171,29,122,20
Comal,PRECINCT 402,Railroad Commissioner,unexpired,UNDER VOTES,,343,104,225,14
Comal,PRECINCT 403,Railroad Commissioner,unexpired,UNDER VOTES,,286,93,171,22
Comal,PRECINCT 404,Railroad Commissioner,unexpired,UNDER VOTES,,396,98,270,28
Comal,PRECINCT 405,Railroad Commissioner,unexpired,UNDER VOTES,,232,64,153,15
Comal,PRECINCT 406,Railroad Commissioner,unexpired,UNDER VOTES,,309,93,187,29
Comal,PRECINCT 101,State Senate,District 25,Donna Campbell,REP,1726,288,1297,141
Comal,PRECINCT 102,State Senate,District 25,Donna Campbell,REP,1820,291,1437,92
Comal,PRECINCT 103,State Senate,District 25,Donna Campbell,REP,1646,375,1154,117
Comal,PRECINCT 104,State Senate,District 25,Donna Campbell,REP,958,196,686,76
Comal,PRECINCT 105,State Senate,District 25,Donna Campbell,REP,2219,656,1362,201
Comal,PRECINCT 106,State Senate,District 25,Donna Campbell,REP,2695,479,2066,150
Comal,PRECINCT 201,State Senate,District 25,Donna Campbell,REP,1512,441,977,94
Comal,PRECINCT 202,State Senate,District 25,Donna Campbell,REP,397,116,241,40
Comal,PRECINCT 203,State Senate,District 25,Donna Campbell,REP,1897,393,1359,145
Comal,PRECINCT 204,State Senate,District 25,Donna Campbell,REP,2539,566,1801,172
Comal,PRECINCT 205,State Senate,District 25,Donna Campbell,REP,3113,435,2491,187
Comal,PRECINCT 206,State Senate,District 25,Donna Campbell,REP,2366,395,1817,154
Comal,PRECINCT 301,State Senate,District 25,Donna Campbell,REP,856,274,527,55
Comal,PRECINCT 302,State Senate,District 25,Donna Campbell,REP,1950,498,1314,138
Comal,PRECINCT 303,State Senate,District 25,Donna Campbell,REP,232,67,144,21
Comal,PRECINCT 304,State Senate,District 25,Donna Campbell,REP,1239,363,796,80
Comal,PRECINCT 305,State Senate,District 25,Donna Campbell,REP,543,181,337,25
Comal,PRECINCT 401,State Senate,District 25,Donna Campbell,REP,922,147,683,92
Comal,PRECINCT 402,State Senate,District 25,Donna Campbell,REP,2020,509,1349,162
Comal,PRECINCT 403,State Senate,District 25,Donna Campbell,REP,1892,526,1192,174
Comal,PRECINCT 404,State Senate,District 25,Donna Campbell,REP,2866,610,2072,184
Comal,PRECINCT 405,State Senate,District 25,Donna Campbell,REP,1481,429,931,121
Comal,PRECINCT 406,State Senate,District 25,Donna Campbell,REP,1670,443,1036,191
Comal,PRECINCT 101,State Senate,District 25,John Courage,DEM,695,161,496,38
Comal,PRECINCT 102,State Senate,District 25,John Courage,DEM,328,80,237,11
Comal,PRECINCT 103,State Senate,District 25,John Courage,DEM,407,92,300,15
Comal,PRECINCT 104,State Senate,District 25,John Courage,DEM,306,80,205,21
Comal,PRECINCT 105,State Senate,District 25,John Courage,DEM,665,257,362,46
Comal,PRECINCT 106,State Senate,District 25,John Courage,DEM,508,117,372,19
Comal,PRECINCT 201,State Senate,District 25,John Courage,DEM,531,184,324,23
Comal,PRECINCT 202,State Senate,District 25,John Courage,DEM,127,39,82,6
Comal,PRECINCT 203,State Senate,District 25,John Courage,DEM,413,101,283,29
Comal,PRECINCT 204,State Senate,District 25,John Courage,DEM,595,169,395,31
Comal,PRECINCT 205,State Senate,District 25,John Courage,DEM,796,150,616,30
Comal,PRECINCT 206,State Senate,District 25,John Courage,DEM,443,101,314,28
Comal,PRECINCT 301,State Senate,District 25,John Courage,DEM,742,375,341,26
Comal,PRECINCT 302,State Senate,District 25,John Courage,DEM,964,328,591,45
Comal,PRECINCT 303,State Senate,District 25,John Courage,DEM,304,140,150,14
Comal,PRECINCT 304,State Senate,District 25,John Courage,DEM,650,233,387,30
Comal,PRECINCT 305,State Senate,District 25,John Courage,DEM,225,81,136,8
Comal,PRECINCT 401,State Senate,District 25,John Courage,DEM,316,65,225,26
Comal,PRECINCT 402,State Senate,District 25,John Courage,DEM,612,180,405,27
Comal,PRECINCT 403,State Senate,District 25,John Courage,DEM,471,156,283,32
Comal,PRECINCT 404,State Senate,District 25,John Courage,DEM,703,208,465,30
Comal,PRECINCT 405,State Senate,District 25,John Courage,DEM,407,119,259,29
Comal,PRECINCT 406,State Senate,District 25,John Courage,DEM,561,199,325,37
Comal,PRECINCT 101,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 201,State Senate,District 25,OVER VOTES,,1,0,0,1
Comal,PRECINCT 202,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,State Senate,District 25,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,State Senate,District 25,UNDER VOTES,,72,23,44,5
Comal,PRECINCT 102,State Senate,District 25,UNDER VOTES,,60,16,22,22
Comal,PRECINCT 103,State Senate,District 25,UNDER VOTES,,52,14,32,6
Comal,PRECINCT 104,State Senate,District 25,UNDER VOTES,,31,9,18,4
Comal,PRECINCT 105,State Senate,District 25,UNDER VOTES,,100,43,50,7
Comal,PRECINCT 106,State Senate,District 25,UNDER VOTES,,78,25,47,6
Comal,PRECINCT 201,State Senate,District 25,UNDER VOTES,,71,24,33,14
Comal,PRECINCT 202,State Senate,District 25,UNDER VOTES,,9,4,5,0
Comal,PRECINCT 203,State Senate,District 25,UNDER VOTES,,57,21,32,4
Comal,PRECINCT 204,State Senate,District 25,UNDER VOTES,,60,16,36,8
Comal,PRECINCT 205,State Senate,District 25,UNDER VOTES,,70,14,44,12
Comal,PRECINCT 206,State Senate,District 25,UNDER VOTES,,110,17,49,44
Comal,PRECINCT 301,State Senate,District 25,UNDER VOTES,,128,41,45,42
Comal,PRECINCT 302,State Senate,District 25,UNDER VOTES,,124,41,54,29
Comal,PRECINCT 303,State Senate,District 25,UNDER VOTES,,51,9,12,30
Comal,PRECINCT 304,State Senate,District 25,UNDER VOTES,,67,35,31,1
Comal,PRECINCT 305,State Senate,District 25,UNDER VOTES,,41,9,15,17
Comal,PRECINCT 401,State Senate,District 25,UNDER VOTES,,40,10,21,9
Comal,PRECINCT 402,State Senate,District 25,UNDER VOTES,,50,20,27,3
Comal,PRECINCT 403,State Senate,District 25,UNDER VOTES,,51,25,23,3
Comal,PRECINCT 404,State Senate,District 25,UNDER VOTES,,105,32,59,14
Comal,PRECINCT 405,State Senate,District 25,UNDER VOTES,,51,21,27,3
Comal,PRECINCT 406,State Senate,District 25,UNDER VOTES,,60,23,31,6
Comal,PRECINCT 101,State House,District 73,Doug Miller,REP,1876,314,1410,152
Comal,PRECINCT 102,State House,District 73,Doug Miller,REP,1791,285,1412,94
Comal,PRECINCT 103,State House,District 73,Doug Miller,REP,1691,379,1194,118
Comal,PRECINCT 104,State House,District 73,Doug Miller,REP,963,195,694,74
Comal,PRECINCT 105,State House,District 73,Doug Miller,REP,2251,666,1370,215
Comal,PRECINCT 106,State House,District 73,Doug Miller,REP,2681,478,2054,149
Comal,PRECINCT 201,State House,District 73,Doug Miller,REP,1621,491,1035,95
Comal,PRECINCT 202,State House,District 73,Doug Miller,REP,390,115,236,39
Comal,PRECINCT 203,State House,District 73,Doug Miller,REP,1977,421,1399,157
Comal,PRECINCT 204,State House,District 73,Doug Miller,REP,2509,551,1791,167
Comal,PRECINCT 205,State House,District 73,Doug Miller,REP,3158,446,2524,188
Comal,PRECINCT 206,State House,District 73,Doug Miller,REP,2295,390,1764,141
Comal,PRECINCT 301,State House,District 73,Doug Miller,REP,960,341,575,44
Comal,PRECINCT 302,State House,District 73,Doug Miller,REP,2086,551,1410,125
Comal,PRECINCT 303,State House,District 73,Doug Miller,REP,302,103,186,13
Comal,PRECINCT 304,State House,District 73,Doug Miller,REP,1333,411,831,91
Comal,PRECINCT 305,State House,District 73,Doug Miller,REP,575,189,360,26
Comal,PRECINCT 401,State House,District 73,Doug Miller,REP,988,163,728,97
Comal,PRECINCT 402,State House,District 73,Doug Miller,REP,2037,499,1369,169
Comal,PRECINCT 403,State House,District 73,Doug Miller,REP,1856,505,1176,175
Comal,PRECINCT 404,State House,District 73,Doug Miller,REP,2901,647,2078,176
Comal,PRECINCT 405,State House,District 73,Doug Miller,REP,1454,431,904,119
Comal,PRECINCT 406,State House,District 73,Doug Miller,REP,1750,477,1075,198
Comal,PRECINCT 101,State House,District 73,Rex Black,LIB,279,82,185,12
Comal,PRECINCT 102,State House,District 73,Rex Black,LIB,205,52,145,8
Comal,PRECINCT 103,State House,District 73,Rex Black,LIB,214,62,148,4
Comal,PRECINCT 104,State House,District 73,Rex Black,LIB,173,56,103,14
Comal,PRECINCT 105,State House,District 73,Rex Black,LIB,362,150,196,16
Comal,PRECINCT 106,State House,District 73,Rex Black,LIB,295,66,216,13
Comal,PRECINCT 201,State House,District 73,Rex Black,LIB,248,93,145,10
Comal,PRECINCT 202,State House,District 73,Rex Black,LIB,69,23,41,5
Comal,PRECINCT 203,State House,District 73,Rex Black,LIB,213,49,156,8
Comal,PRECINCT 204,State House,District 73,Rex Black,LIB,336,112,211,13
Comal,PRECINCT 205,State House,District 73,Rex Black,LIB,420,79,321,20
Comal,PRECINCT 206,State House,District 73,Rex Black,LIB,274,57,207,10
Comal,PRECINCT 301,State House,District 73,Rex Black,LIB,243,120,113,10
Comal,PRECINCT 302,State House,District 73,Rex Black,LIB,428,164,251,13
Comal,PRECINCT 303,State House,District 73,Rex Black,LIB,82,35,46,1
Comal,PRECINCT 304,State House,District 73,Rex Black,LIB,249,91,154,4
