county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail
Comal,PRECINCT 302,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,1097,238,779,80
Comal,PRECINCT 303,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,118,30,83,5
Comal,PRECINCT 304,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,747,199,487,61
Comal,PRECINCT 305,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,302,99,184,19
Comal,PRECINCT 401,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,583,83,425,75
Comal,PRECINCT 402,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,1296,284,895,117
Comal,PRECINCT 403,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,1211,280,794,137
Comal,PRECINCT 404,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,1754,341,1290,123
Comal,PRECINCT 405,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,945,265,594,86
Comal,PRECINCT 406,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,1034,242,634,158
Comal,PRECINCT 101,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,278,66,202,10
Comal,PRECINCT 102,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,162,38,122,2
Comal,PRECINCT 103,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,153,31,113,9
Comal,PRECINCT 104,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,148,41,97,10
Comal,PRECINCT 105,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,319,115,182,22
Comal,PRECINCT 106,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,237,61,164,12
Comal,PRECINCT 201,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,247,86,149,12
Comal,PRECINCT 202,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,70,19,49,2
Comal,PRECINCT 203,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,159,41,109,9
Comal,PRECINCT 204,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,263,72,176,15
Comal,PRECINCT 205,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,352,69,271,12
Comal,PRECINCT 206,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,202,44,149,9
Comal,PRECINCT 301,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,436,225,202,9
Comal,PRECINCT 302,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,432,148,266,18
Comal,PRECINCT 303,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,155,83,67,5
Comal,PRECINCT 304,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,365,127,225,13
Comal,PRECINCT 305,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,99,25,70,4
Comal,PRECINCT 401,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,116,23,80,13
Comal,PRECINCT 402,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,272,79,185,8
Comal,PRECINCT 403,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,235,75,145,15
Comal,PRECINCT 404,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,289,85,190,14
Comal,PRECINCT 405,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,217,58,143,16
Comal,PRECINCT 406,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,253,78,155,20
Comal,PRECINCT 101,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,8,3,5,0
Comal,PRECINCT 102,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,5,0,3,2
Comal,PRECINCT 103,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,5,3,2,0
Comal,PRECINCT 104,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,11,5,6,0
Comal,PRECINCT 105,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,15,3,10,2
Comal,PRECINCT 106,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,7,4,2,1
Comal,PRECINCT 201,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,2,1,1,0
Comal,PRECINCT 202,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,1,0,0
Comal,PRECINCT 203,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,5,2,2,1
Comal,PRECINCT 204,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,2,4,0
Comal,PRECINCT 205,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,7,2,5,0
Comal,PRECINCT 206,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,10,4,6,0
Comal,PRECINCT 301,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,5,0,5,0
Comal,PRECINCT 302,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,8,2,4,2
Comal,PRECINCT 303,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,1,0
Comal,PRECINCT 304,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,9,4,5,0
Comal,PRECINCT 305,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,5,3,2,0
Comal,PRECINCT 401,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,1,0,0
Comal,PRECINCT 402,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,12,5,6,1
Comal,PRECINCT 403,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,4,1,1
Comal,PRECINCT 404,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,14,5,8,1
Comal,PRECINCT 405,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,8,4,3,1
Comal,PRECINCT 406,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,6,4,2,0
Comal,PRECINCT 101,STRAIGHT PARTY,,GREEN PARTY,GRN,4,2,2,0
Comal,PRECINCT 102,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Comal,PRECINCT 103,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Comal,PRECINCT 104,STRAIGHT PARTY,,GREEN PARTY,GRN,2,0,2,0
Comal,PRECINCT 105,STRAIGHT PARTY,,GREEN PARTY,GRN,6,3,3,0
Comal,PRECINCT 106,STRAIGHT PARTY,,GREEN PARTY,GRN,2,0,2,0
Comal,PRECINCT 201,STRAIGHT PARTY,,GREEN PARTY,GRN,4,3,1,0
Comal,PRECINCT 202,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Comal,PRECINCT 203,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,0,1
Comal,PRECINCT 204,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,1,0
Comal,PRECINCT 205,STRAIGHT PARTY,,GREEN PARTY,GRN,7,0,6,1
Comal,PRECINCT 206,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,1,0
Comal,PRECINCT 301,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1,0,0
Comal,PRECINCT 302,STRAIGHT PARTY,,GREEN PARTY,GRN,2,0,2,0
Comal,PRECINCT 303,STRAIGHT PARTY,,GREEN PARTY,GRN,1,0,1,0
Comal,PRECINCT 304,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1,0,0
Comal,PRECINCT 305,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0,0,0
Comal,PRECINCT 401,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1,0,0
Comal,PRECINCT 402,STRAIGHT PARTY,,GREEN PARTY,GRN,2,0,2,0
Comal,PRECINCT 403,STRAIGHT PARTY,,GREEN PARTY,GRN,2,2,0,0
Comal,PRECINCT 404,STRAIGHT PARTY,,GREEN PARTY,GRN,3,1,0,2
Comal,PRECINCT 405,STRAIGHT PARTY,,GREEN PARTY,GRN,2,1,1,0
Comal,PRECINCT 406,STRAIGHT PARTY,,GREEN PARTY,GRN,3,1,2,0
Comal,PRECINCT 101,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 201,STRAIGHT PARTY,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 202,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,STRAIGHT PARTY,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 205,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,STRAIGHT PARTY,,OVER VOTES,,2,0,0,2
Comal,PRECINCT 406,STRAIGHT PARTY,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,STRAIGHT PARTY,,UNDER VOTES,,1175,225,880,70
Comal,PRECINCT 102,STRAIGHT PARTY,,UNDER VOTES,,824,170,598,56
Comal,PRECINCT 103,STRAIGHT PARTY,,UNDER VOTES,,978,262,675,41
Comal,PRECINCT 104,STRAIGHT PARTY,,UNDER VOTES,,535,137,361,37
Comal,PRECINCT 105,STRAIGHT PARTY,,UNDER VOTES,,1243,450,720,73
Comal,PRECINCT 106,STRAIGHT PARTY,,UNDER VOTES,,1294,268,978,48
Comal,PRECINCT 201,STRAIGHT PARTY,,UNDER VOTES,,947,305,598,44
Comal,PRECINCT 202,STRAIGHT PARTY,,UNDER VOTES,,201,68,117,16
Comal,PRECINCT 203,STRAIGHT PARTY,,UNDER VOTES,,983,252,682,49
Comal,PRECINCT 204,STRAIGHT PARTY,,UNDER VOTES,,1289,358,874,57
Comal,PRECINCT 205,STRAIGHT PARTY,,UNDER VOTES,,1634,294,1261,79
Comal,PRECINCT 206,STRAIGHT PARTY,,UNDER VOTES,,1175,220,844,111
Comal,PRECINCT 301,STRAIGHT PARTY,,UNDER VOTES,,802,314,404,84
Comal,PRECINCT 302,STRAIGHT PARTY,,UNDER VOTES,,1498,479,908,111
Comal,PRECINCT 303,STRAIGHT PARTY,,UNDER VOTES,,312,103,154,55
Comal,PRECINCT 304,STRAIGHT PARTY,,UNDER VOTES,,834,300,497,37
Comal,PRECINCT 305,STRAIGHT PARTY,,UNDER VOTES,,403,144,232,27
Comal,PRECINCT 401,STRAIGHT PARTY,,UNDER VOTES,,577,114,424,39
Comal,PRECINCT 402,STRAIGHT PARTY,,UNDER VOTES,,1100,341,693,66
Comal,PRECINCT 403,STRAIGHT PARTY,,UNDER VOTES,,960,346,558,56
Comal,PRECINCT 404,STRAIGHT PARTY,,UNDER VOTES,,1614,418,1108,88
Comal,PRECINCT 405,STRAIGHT PARTY,,UNDER VOTES,,765,241,476,48
Comal,PRECINCT 406,STRAIGHT PARTY,,UNDER VOTES,,995,340,599,56
Comal,PRECINCT 101,President,,Mitt Romney / Paul Ryan,REP,1803,296,1355,152
Comal,PRECINCT 102,President,,Mitt Romney / Paul Ryan,REP,1832,300,1426,106
Comal,PRECINCT 103,President,,Mitt Romney / Paul Ryan,REP,1693,375,1198,120
Comal,PRECINCT 104,President,,Mitt Romney / Paul Ryan,REP,980,196,707,77
Comal,PRECINCT 105,President,,Mitt Romney / Paul Ryan,REP,2259,666,1382,211
Comal,PRECINCT 106,President,,Mitt Romney / Paul Ryan,REP,2739,496,2087,156
Comal,PRECINCT 201,President,,Mitt Romney / Paul Ryan,REP,1567,447,1008,112
Comal,PRECINCT 202,President,,Mitt Romney / Paul Ryan,REP,387,108,239,40
Comal,PRECINCT 203,President,,Mitt Romney / Paul Ryan,REP,1973,405,1416,152
Comal,PRECINCT 204,President,,Mitt Romney / Paul Ryan,REP,2569,570,1819,180
Comal,PRECINCT 205,President,,Mitt Romney / Paul Ryan,REP,3109,429,2485,195
Comal,PRECINCT 206,President,,Mitt Romney / Paul Ryan,REP,2413,388,1839,186
Comal,PRECINCT 301,President,,Mitt Romney / Paul Ryan,REP,892,275,527,90
Comal,PRECINCT 302,President,,Mitt Romney / Paul Ryan,REP,2004,497,1345,162
Comal,PRECINCT 303,President,,Mitt Romney / Paul Ryan,REP,281,70,166,45
Comal,PRECINCT 304,President,,Mitt Romney / Paul Ryan,REP,1239,352,803,84
Comal,PRECINCT 305,President,,Mitt Romney / Paul Ryan,REP,563,180,345,38
Comal,PRECINCT 401,President,,Mitt Romney / Paul Ryan,REP,975,155,717,103
Comal,PRECINCT 402,President,,Mitt Romney / Paul Ryan,REP,2022,495,1364,163
Comal,PRECINCT 403,President,,Mitt Romney / Paul Ryan,REP,1901,527,1193,181
Comal,PRECINCT 404,President,,Mitt Romney / Paul Ryan,REP,2924,610,2118,196
Comal,PRECINCT 405,President,,Mitt Romney / Paul Ryan,REP,1476,430,927,119
Comal,PRECINCT 406,President,,Mitt Romney / Paul Ryan,REP,1717,455,1064,198
Comal,PRECINCT 101,President,,Barack Obama / Joe Biden,DEM,639,158,452,29
Comal,PRECINCT 102,President,,Barack Obama / Joe Biden,DEM,335,77,243,15
Comal,PRECINCT 103,President,,Barack Obama / Joe Biden,DEM,374,88,270,16
Comal,PRECINCT 104,President,,Barack Obama / Joe Biden,DEM,282,77,184,21
Comal,PRECINCT 105,President,,Barack Obama / Joe Biden,DEM,639,249,350,40
Comal,PRECINCT 106,President,,Barack Obama / Joe Biden,DEM,497,115,365,17
Comal,PRECINCT 201,President,,Barack Obama / Joe Biden,DEM,492,175,298,19
Comal,PRECINCT 202,President,,Barack Obama / Joe Biden,DEM,131,40,85,6
Comal,PRECINCT 203,President,,Barack Obama / Joe Biden,DEM,348,94,231,23
Comal,PRECINCT 204,President,,Barack Obama / Joe Biden,DEM,576,160,385,31
Comal,PRECINCT 205,President,,Barack Obama / Joe Biden,DEM,812,151,629,32
Comal,PRECINCT 206,President,,Barack Obama / Joe Biden,DEM,462,110,313,39
Comal,PRECINCT 301,President,,Barack Obama / Joe Biden,DEM,779,392,356,31
Comal,PRECINCT 302,President,,Barack Obama / Joe Biden,DEM,935,332,556,47
Comal,PRECINCT 303,President,,Barack Obama / Joe Biden,DEM,294,140,135,19
Comal,PRECINCT 304,President,,Barack Obama / Joe Biden,DEM,671,253,391,27
Comal,PRECINCT 305,President,,Barack Obama / Joe Biden,DEM,223,81,130,12
Comal,PRECINCT 401,President,,Barack Obama / Joe Biden,DEM,285,62,199,24
Comal,PRECINCT 402,President,,Barack Obama / Joe Biden,DEM,598,184,389,25
Comal,PRECINCT 403,President,,Barack Obama / Joe Biden,DEM,464,156,280,28
Comal,PRECINCT 404,President,,Barack Obama / Joe Biden,DEM,671,204,438,29
Comal,PRECINCT 405,President,,Barack Obama / Joe Biden,DEM,417,122,266,29
Comal,PRECINCT 406,President,,Barack Obama / Joe Biden,DEM,526,185,305,36
Comal,PRECINCT 101,President,,Gary Johnson / Jim Gray,LIB,22,8,13,1
Comal,PRECINCT 102,President,,Gary Johnson / Jim Gray,LIB,27,6,18,3
Comal,PRECINCT 103,President,,Gary Johnson / Jim Gray,LIB,22,10,10,2
Comal,PRECINCT 104,President,,Gary Johnson / Jim Gray,LIB,25,11,11,3
Comal,PRECINCT 105,President,,Gary Johnson / Jim Gray,LIB,46,18,27,1
Comal,PRECINCT 106,President,,Gary Johnson / Jim Gray,LIB,21,5,14,2
Comal,PRECINCT 201,President,,Gary Johnson / Jim Gray,LIB,21,9,12,0
Comal,PRECINCT 202,President,,Gary Johnson / Jim Gray,LIB,6,6,0,0
Comal,PRECINCT 203,President,,Gary Johnson / Jim Gray,LIB,26,9,14,3
Comal,PRECINCT 204,President,,Gary Johnson / Jim Gray,LIB,24,10,14,0
Comal,PRECINCT 205,President,,Gary Johnson / Jim Gray,LIB,29,10,19,0
Comal,PRECINCT 206,President,,Gary Johnson / Jim Gray,LIB,25,11,14,0
Comal,PRECINCT 301,President,,Gary Johnson / Jim Gray,LIB,30,10,19,1
Comal,PRECINCT 302,President,,Gary Johnson / Jim Gray,LIB,55,24,29,2
Comal,PRECINCT 303,President,,Gary Johnson / Jim Gray,LIB,6,2,3,1
Comal,PRECINCT 304,President,,Gary Johnson / Jim Gray,LIB,23,11,12,0
Comal,PRECINCT 305,President,,Gary Johnson / Jim Gray,LIB,17,7,10,0
Comal,PRECINCT 401,President,,Gary Johnson / Jim Gray,LIB,5,2,2,1
Comal,PRECINCT 402,President,,Gary Johnson / Jim Gray,LIB,32,19,12,1
Comal,PRECINCT 403,President,,Gary Johnson / Jim Gray,LIB,36,17,18,1
Comal,PRECINCT 404,President,,Gary Johnson / Jim Gray,LIB,50,24,24,2
Comal,PRECINCT 405,President,,Gary Johnson / Jim Gray,LIB,26,11,12,3
Comal,PRECINCT 406,President,,Gary Johnson / Jim Gray,LIB,27,15,12,0
Comal,PRECINCT 101,President,,Jill Stein / Cheri Honkala,GRN,11,3,8,0
Comal,PRECINCT 102,President,,Jill Stein / Cheri Honkala,GRN,3,2,1,0
Comal,PRECINCT 103,President,,Jill Stein / Cheri Honkala,GRN,7,4,3,0
Comal,PRECINCT 104,President,,Jill Stein / Cheri Honkala,GRN,4,1,3,0
Comal,PRECINCT 105,President,,Jill Stein / Cheri Honkala,GRN,14,7,6,1
Comal,PRECINCT 106,President,,Jill Stein / Cheri Honkala,GRN,3,0,3,0
Comal,PRECINCT 201,President,,Jill Stein / Cheri Honkala,GRN,11,7,4,0
Comal,PRECINCT 202,President,,Jill Stein / Cheri Honkala,GRN,3,2,1,0
Comal,PRECINCT 203,President,,Jill Stein / Cheri Honkala,GRN,5,3,2,0
Comal,PRECINCT 204,President,,Jill Stein / Cheri Honkala,GRN,5,2,3,0
Comal,PRECINCT 205,President,,Jill Stein / Cheri Honkala,GRN,6,1,5,0
Comal,PRECINCT 206,President,,Jill Stein / Cheri Honkala,GRN,4,1,2,1
Comal,PRECINCT 301,President,,Jill Stein / Cheri Honkala,GRN,8,3,4,1
Comal,PRECINCT 302,President,,Jill Stein / Cheri Honkala,GRN,15,5,10,0
Comal,PRECINCT 303,President,,Jill Stein / Cheri Honkala,GRN,0,0,0,0
Comal,PRECINCT 304,President,,Jill Stein / Cheri Honkala,GRN,8,5,3,0
Comal,PRECINCT 305,President,,Jill Stein / Cheri Honkala,GRN,3,3,0,0
Comal,PRECINCT 401,President,,Jill Stein / Cheri Honkala,GRN,3,2,1,0
Comal,PRECINCT 402,President,,Jill Stein / Cheri Honkala,GRN,6,2,4,0
Comal,PRECINCT 403,President,,Jill Stein / Cheri Honkala,GRN,4,4,0,0
Comal,PRECINCT 404,President,,Jill Stein / Cheri Honkala,GRN,12,5,6,1
Comal,PRECINCT 405,President,,Jill Stein / Cheri Honkala,GRN,4,1,2,1
Comal,PRECINCT 406,President,,Jill Stein / Cheri Honkala,GRN,7,4,3,0
Comal,PRECINCT 101,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 102,President,,WRITE-IN,NON,2,1,1,0
Comal,PRECINCT 103,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 104,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 105,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 106,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 201,President,,WRITE-IN,NON,1,1,0,0
Comal,PRECINCT 202,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 203,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 204,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 205,President,,WRITE-IN,NON,1,1,0,0
Comal,PRECINCT 206,President,,WRITE-IN,NON,2,1,1,0
Comal,PRECINCT 301,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 302,President,,WRITE-IN,NON,1,0,1,0
Comal,PRECINCT 303,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 304,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 305,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 401,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 402,President,,WRITE-IN,NON,5,0,4,1
Comal,PRECINCT 403,President,,WRITE-IN,NON,1,0,1,0
Comal,PRECINCT 404,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 405,President,,WRITE-IN,NON,1,0,1,0
Comal,PRECINCT 406,President,,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 101,President,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 102,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,President,,OVER VOTES,,1,0,0,1
Comal,PRECINCT 201,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 202,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,President,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,President,,UNDER VOTES,,13,5,8,0
Comal,PRECINCT 102,President,,UNDER VOTES,,8,1,6,1
Comal,PRECINCT 103,President,,UNDER VOTES,,6,1,5,0
Comal,PRECINCT 104,President,,UNDER VOTES,,4,0,4,0
Comal,PRECINCT 105,President,,UNDER VOTES,,20,13,5,2
Comal,PRECINCT 106,President,,UNDER VOTES,,13,4,8,1
Comal,PRECINCT 201,President,,UNDER VOTES,,16,5,10,1
Comal,PRECINCT 202,President,,UNDER VOTES,,5,2,3,0
